state,year,district,block,block_no,gram_panchayat,gp_no,ward_no,seat_no,seat_id_raw,seat_from_image,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,vacant,reservation_raw,script,source_path,source_page,source_pdf
Jharkhand,2015,Bokaro,,,,,,31,xv cksdkjks@cksdkjks&¼31½,,zp_member,zila_parishad,Woman,NONE,1,'kkÜorh egrks,0,vukjf{kr | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",3,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Lohardaga,,,,,,,XVII- yksgjnxk&01 ¼is'kjkj½,,zp_member,zila_parishad,ST Other than Woman,ST,0,1 fouksn flag ~ 1 2 3,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/17. LOHARDAGA MUKHIYA PSS/LOHARDAGA ZP PSS MUKHIYA GPS.pdf,2,LOHARDAGA ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Lohardaga,,,,,,,XVII- yksgjnxk&02 ¼fdLdks½,,zp_member,zila_parishad,Woman,NONE,1,2 jkuh nsoh ~,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/17. LOHARDAGA MUKHIYA PSS/LOHARDAGA ZP PSS MUKHIYA GPS.pdf,2,LOHARDAGA ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Lohardaga,,,,,,,XVII- yksgjnxk&03 ¼dqMw½,,zp_member,zila_parishad,ST Other than Woman,ST,0,3 czt fd'kksj Hkxr ~,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/17. LOHARDAGA MUKHIYA PSS/LOHARDAGA ZP PSS MUKHIYA GPS.pdf,2,LOHARDAGA ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Lohardaga,,,,,,,XVII- yksgjnxk&04 ¼dqMw½,,zp_member,zila_parishad,Other than Woman,NONE,0,4 tQj mYyk [kku ~,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/17. LOHARDAGA MUKHIYA PSS/LOHARDAGA ZP PSS MUKHIYA GPS.pdf,2,LOHARDAGA ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Lohardaga,,,,,,,XVII- yksgjnxk&05 ¼dSjks½,,zp_member,zila_parishad,ST Woman,ST,1,5 ique feat ~,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/17. LOHARDAGA MUKHIYA PSS/LOHARDAGA ZP PSS MUKHIYA GPS.pdf,2,LOHARDAGA ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Lohardaga,,,,,,,XVII- yksgjnxk&06 ¼yksgjnxk½,,zp_member,zila_parishad,ST Woman,ST,1,6 fcjteuh mjkWo ~,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/17. LOHARDAGA MUKHIYA PSS/LOHARDAGA ZP PSS MUKHIYA GPS.pdf,2,LOHARDAGA ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Lohardaga,,,,,,,XVII- yksgjnxk&07 ¼lsUgk½,,zp_member,zila_parishad,BC Other than Woman,BC,0,7 jke y[ku izlkn ~ vU;,0,fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/17. LOHARDAGA MUKHIYA PSS/LOHARDAGA ZP PSS MUKHIYA GPS.pdf,2,LOHARDAGA ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Lohardaga,,,,,,,XVII- yksgjnxk&08 ¼HkaMjk½,,zp_member,zila_parishad,ST Woman,ST,1,8 lquSuk dqekjh ~,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/17. LOHARDAGA MUKHIYA PSS/LOHARDAGA ZP PSS MUKHIYA GPS.pdf,2,LOHARDAGA ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,1,XX jk¡ph&¼1½,,zp_member,zila_parishad,SC Other than Woman,SC,0,jfr;k xU>q,0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,2,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,2,XX jk¡ph&¼2½,,zp_member,zila_parishad,Other than Woman,NONE,0,vCnqYykg vUlkjh,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,2,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,3,XX jk¡ph&¼3½,,zp_member,zila_parishad,ST Woman,ST,1,lqeu eq.Mjh,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,2,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,4,XX jk¡ph&¼4½,,zp_member,zila_parishad,BC Woman,BC,1,ikoZrh nsoh vU;,0,fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,2,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,5,XX jk¡ph&¼5½,,zp_member,zila_parishad,Woman,NONE,1,cchrk nsoh,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,2,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,6,XX jk¡ph&¼6½,,zp_member,zila_parishad,Woman,NONE,1,gseyrk mjk¡o,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,2,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,7,XX jk¡ph&¼7½,,zp_member,zila_parishad,ST Woman,ST,1,ehuk mjk¡o,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,2,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,8,XX jk¡ph&¼8½,,zp_member,zila_parishad,ST Woman,ST,1,lhek dqtwj,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,2,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,9,XX jk¡ph&¼9½,,zp_member,zila_parishad,ST Other than Woman,ST,0,lquhy mjk¡o,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,2,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,10,XX jk¡ph&¼10½,,zp_member,zila_parishad,ST Other than Woman,ST,0,eukst ydM+k,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,2,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,11,XX jk¡ph&¼11½,,zp_member,zila_parishad,ST Other than Woman,ST,0,Qqypan frdhZ,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,2,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,12,XX jk¡ph&¼12½,,zp_member,zila_parishad,ST Other than Woman,ST,0,cUns gsjsat,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,2,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,13,XX jk¡ph&¼13½,,zp_member,zila_parishad,Other than Woman,NONE,0,yky jkes'oj ukFk,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,14,XX jk¡ph&¼14½,,zp_member,zila_parishad,BC Other than Woman,BC,0,",suqy gd vU;",0,fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,15,XX jk¡ph&¼15½,,zp_member,zila_parishad,ST Other than Woman,ST,0,vyksd mjk¡o,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,16,XX jk¡ph&¼16½,,zp_member,zila_parishad,Other than Woman,NONE,0,vej mjk¡o,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,17,XX jk¡ph&¼17½,,zp_member,zila_parishad,BC Other than Woman,BC,0,gdhe vUlkjh vU;,0,fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,18,XX jk¡ph&¼18½,,zp_member,zila_parishad,BC Other than Woman,BC,0,vU; bUnzthr dqekj vfuy,0,fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,19,XX jk¡ph&¼19½,,zp_member,zila_parishad,Other than Woman,NONE,0,ekså eksthcqy valkjh,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,20,XX jk¡ph&¼20½,,zp_member,zila_parishad,Woman,NONE,1,ehuk nsoh,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,21,XX jk¡ph&¼21½,,zp_member,zila_parishad,ST Woman,ST,1,jhuk dsjdsêk,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,22,XX jk¡ph&¼22½,,zp_member,zila_parishad,BC Woman,BC,1,lfjrk nsoh vU;,0,fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,23,XX jk¡ph&¼23½,,zp_member,zila_parishad,ST Other than Woman,ST,0,jaFkk egyh,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,24,XX jk¡ph&¼24½,,zp_member,zila_parishad,ST Woman,ST,1,ljhrk nsoh,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,25,XX jk¡ph&¼25½,,zp_member,zila_parishad,Woman,NONE,1,Qwy dqekjh nsoh,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,26,XX jk¡ph&¼26½,,zp_member,zila_parishad,ST Woman,ST,1,vkjrh dqtwj,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,27,XX jk¡ph&¼27½,,zp_member,zila_parishad,ST Other than Woman,ST,0,jkts'k dPNi,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,28,XX jk¡ph&¼28½,,zp_member,zila_parishad,ST Woman,ST,1,jeuh ckyk,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,29,XX jk¡ph&¼29½,,zp_member,zila_parishad,BC Woman,BC,1,jft;k [kkrqu vU;,0,fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,30,XX jk¡ph&¼30½,,zp_member,zila_parishad,BC Woman,BC,1,oh.kk nsoh vU;,0,fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,31,XX jk¡ph&¼31½,,zp_member,zila_parishad,BC Other than Woman,BC,0,"xkSre —"".k lkgq vU;",0,fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,3,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,32,XX jk¡ph&¼32½,,zp_member,zila_parishad,ST Other than Woman,ST,0,lqdjk flag eq.Mk,0,vuqlwfpr tutkfr | vU;,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,4,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,33,XX jk¡ph&¼33½,,zp_member,zila_parishad,ST Woman,ST,1,oh.kk eq.Mk,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,4,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,34,XX jk¡ph&¼34½,,zp_member,zila_parishad,SC Woman,SC,1,xxuckyk nsoh,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,4,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Ranchi,,,,,,35,XX jk¡ph&¼35½,,zp_member,zila_parishad,ST Woman,ST,1,Qwydqekjh nsoh,0,vuqlwfpr tutkfr | efgyk,devanagari,data/jharkhand/2015/19. RANCHI MUKHIYA PSS/RANCHI ZP PSS MUKHIYA GPS.pdf,4,RANCHI ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,East Singhbhum,,,,,,01,XXIV iwohZ flga Hkwe &¼01½,,zp_member,zila_parishad,BC Other than Woman,BC,0,Loiu dqekj egrks,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,1,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,02,XXIV iwohZ flga Hkwe &¼02½,,zp_member,zila_parishad,BC Woman,BC,1,lta q dqekjh,0,vU; fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,1,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,03,XXIV iwohZ flga Hkwe &¼03½,,zp_member,zila_parishad,ST Woman,ST,1,dqekjh pEik eqeZw,0,vuqlfwpr tutkfr | efgyk,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,1,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,04,XXIV iwohZ flga Hkwe &¼04½,,zp_member,zila_parishad,BC Other than Woman,BC,0,,1,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,1,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,05,XXIV iwohZ flga Hkwe &¼05½,,zp_member,zila_parishad,Woman,NONE,1,lquhrk lkg,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,1,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,06,XXIV iwohZ flga Hkwe &¼06½,,zp_member,zila_parishad,Other than Woman,NONE,0,jkt dqekj flag,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,1,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,07,XXIV iwohZ flga Hkwe &¼07½,,zp_member,zila_parishad,Woman,NONE,1,jk[kh xqgk,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,1,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,08,XXIV iwohZ flga Hkwe &¼08½,,zp_member,zila_parishad,Other than Woman,NONE,0,fd'kksj dqekj ;kno,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,1,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,09,XXIV iwohZ flga Hkwe &¼09½,,zp_member,zila_parishad,Other than Woman,NONE,0,lqfnIr ns,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,1,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,10,XXIV iwohZ flga Hkwe &¼10½,,zp_member,zila_parishad,ST Woman,ST,1,cqywjkuh flga,0,vuqlfwpr tutkfr | efgyk,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,1,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,11,XXIV iwohZ flga Hkwe &¼11½,,zp_member,zila_parishad,BC Woman,BC,1,izfrek jkuh eaMy,0,vU; fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,12,XXIV iwohZ flga Hkwe &¼12½,,zp_member,zila_parishad,BC Woman,BC,1,pUnzkorh egrks,0,vU; fiNM+k oxZ | efgyk,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,13,XXIV iwohZ flga Hkwe &¼13½,,zp_member,zila_parishad,ST Other than Woman,ST,0,lta hc ljnkj,0,vuqlfwpr tutkfr | vU;,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,14,XXIV iwohZ flga Hkwe &¼14½,,zp_member,zila_parishad,ST Other than Woman,ST,0,ghjkeuh eqeZw,0,vuqlfwpr tutkfr | vU;,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,15,XXIV iwohZ flga Hkwe &¼15½,,zp_member,zila_parishad,ST Woman,ST,1,rqylhokyk eqeqZ,0,vuqlfwpr tutkfr | efgyk,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,16,XXIV iwohZ flga Hkwe &¼16½,,zp_member,zila_parishad,ST Woman,ST,1,nso;kuh eqeZw,0,vuqlfwpr tutkfr | efgyk,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,17,XXIV iwohZ flga Hkwe &¼17½,,zp_member,zila_parishad,Woman,NONE,1,iwf.kZek deZdkj,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,18,XXIV iwohZ flga Hkwe &¼18½,,zp_member,zila_parishad,ST Other than Woman,ST,0,ck?kjk; ekMhZ,0,vuqlfwpr tutkfr | vU;,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,19,XXIV iwohZ flga Hkwe &¼19½,,zp_member,zila_parishad,ST Other than Woman,ST,0,"lqHkk""k pUnz ljnkj",0,vuqlfwpr tutkfr | vU;,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,20,XXIV iwohZ flga Hkwe &¼20½,,zp_member,zila_parishad,ST Other than Woman,ST,0,"lkrjh rki,s",0,vuqlfwpr tutkfr | vU;,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,21,XXIV iwohZ flga Hkwe &¼21½,,zp_member,zila_parishad,ST Woman,ST,1,csykscrh eqeqZ,0,vuqlfwpr tutkfr | efgyk,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,22,XXIV iwohZ flga Hkwe &¼22½,,zp_member,zila_parishad,ST Woman,ST,1,vkjrh lkekn,0,vuqlfwpr tutkfr | efgyk,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,23,XXIV iwohZ flga Hkwe &¼23½,,zp_member,zila_parishad,BC Other than Woman,BC,0,txUukFk egrks,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,24,XXIV iwohZ flga Hkwe &¼24½,,zp_member,zila_parishad,ST Other than Woman,ST,0,f'ko pj.k gk¡lnk,0,vuqlfwpr tutkfr | vU;,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,25,XXIV iwohZ flga Hkwe &¼25½,,zp_member,zila_parishad,ST Woman,ST,1,",sfy'k ek.Mh",0,vuqlfwpr tutkfr | efgyk,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,26,XXIV iwohZ flga Hkwe &¼26½,,zp_member,zila_parishad,ST Other than Woman,ST,0,vtqZu iwrhZ,0,vuqlfwpr tutkfr | vU;,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
Jharkhand,2015,East Singhbhum,,,,,,27,XXIV iwohZ flga Hkwe &¼27½,,zp_member,zila_parishad,SC Other than Woman,SC,0,lR;oku uk;d,0,vuqlfwpr tkfr | vU;,devanagari,data/jharkhand/2015/24. EAST SINGHBHUM MUKHIYA PSS/EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf,2,EAST SINGHBHUM ZP PSS MUKHIYA PSS.pdf
