file,url,wayback_timestamp,sha256,bytes
Grama_Panchayat-2010_reservation_guidelines_second_term.pdf,http://karsec.gov.in:80/gram%20panchayat/Grama%20Panchayat-2010/reservation%20guidelines%20second%20term.pdf,20150501044744,01e2448e86539e20d8d0da7e6631634fef41a86066834868f68ff7e934f7465d,767752
Grama_Panchayat-2015_First_Phase_11052015.pdf,http://karsec.gov.in:80/gram%20panchayat/Grama%20Panchayat-2015/First%20Phase_11052015.pdf,20150529020238,5286705ca2e66ccb7939b0df8b557c3490d3db45ac7ded694979709f44ad44c2,105344
Grama_Panchayat-2015_First_Phase_12052015.pdf,http://karsec.gov.in:80/gram%20panchayat/Grama%20Panchayat-2015/First%20Phase_12052015.pdf,20150528071719,ca91a6e44bbdd348cc9275a83aef3ab9903af8e02bab688ba5aa33b00f8429cd,482581
Grama_Panchayat-2015_First_Phase_13052015.pdf,http://karsec.gov.in:80/gram%20panchayat/Grama%20Panchayat-2015/First%20Phase_13052015.pdf,20150528071756,7bbdaae917c3aa5420f341c2b63702c4004c1324b2478d76d53d30b81d5b3d2c,486278
Grama_Panchayat-2015_First_Phase_14052015.pdf,http://karsec.gov.in:80/gram%20panchayat/Grama%20Panchayat-2015/First%20Phase_14052015.pdf,20150528071804,0d133bf2618dc5df1184d9396d9442272702d0568d51570fc54d94e3084b5917,113519
Grama_Panchayat-2015_First_Phase_15052015.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/First%20Phase_15052015.pdf,20160420142408,59b8c877e16dd6f0783fe4fff888bbebbbf1fea49ce6911378cb0d1dd39a583e,580475
Grama_Panchayat-2015_First_Phase_16052015.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/First%20Phase_16052015.pdf,20160420075437,005a874dff5222a8f08d3e22cad324ec5b79aab7aecd98e6709bd56ab39fb128,582578
Grama_Panchayat-2015_First_Phase_18052015.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/First%20Phase_18052015.pdf,20160420140903,ba74fbef600024e26110f4d731b80c6484844a6127b505786b37960ae21274a5,579800
Grama_Panchayat-2015_Form-2_Phase-1.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Form-2_Phase-1.pdf,20160420115418,e304d29a19cb638a9afee8f9241ddbb06ec28f38555d975500e07c00c4c94049,76984
Grama_Panchayat-2015_Form-2_Phase-2.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Form-2_Phase-2.pdf,20160420083605,8687127e11c94e19a90544f9e5a71ef3862c85468280ed16d7eadcd89e810a97,70174
