file,url,wayback_timestamp,sha256,bytes
Grama_Panchayat-2015_Form-3_Phase-1.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Form-3_Phase-1.pdf,20160420144932,d86ca4387fe24b1fedae88cdbef6bfe29cf197a6c4f8c39428e5cb963918a7f9,78595
Grama_Panchayat-2015_Form-3_Phase-2.pdf,http://karsec.gov.in:80/gram%20panchayat/Grama%20Panchayat-2015/Form-3_Phase-2.pdf,20150616075619,1c1f6737f59e461c9acbc5225839d8a22a4e17338537f49824115f6bf6aa04f0,74095
Grama_Panchayat-2015_Form5_Phase-2.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Form5_Phase-2.pdf,20160420141806,0bf24a46ccff16a5b14a06d477cb656d4dba7776f88bdb464488569055b054aa,67721
Grama_Panchayat-2015_Form5_Poll_Percentage.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Form5_Poll%20Percentage.pdf,20160420124707,6f01f0a4185fed94ab9c4f26f09c00d0444a852eace762b9c280533237afed6f,138388
Grama_Panchayat-2015_GP_PRO_Manual.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/GP_PRO_Manual.pdf,20160420101402,b3a48a5a0f3ba1d1629eff8051411f08f5e79c778e030fde25ec819eae72b520,433863
Grama_Panchayat-2015_GP_RO_Manual.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/GP_RO_Manual.pdf,20160420081912,fe51691c23b957751f7fca942b3eca9d5b89a93129c9c98acc603cd8b09efefa,1121391
Grama_Panchayat-2015_Karnataka_panchayatraj_chunavane.pdf,http://karsec.gov.in:80/gram%20panchayat/Grama%20Panchayat-2015/Karnataka%20panchayatraj%20chunavane.pdf,20150528071855,81696ff8ef5616ecbcd88f6f230bfc3a3017de6e25f9f1ed5064b2ae799e276c,1508708
Grama_Panchayat-2015_PressNote.pdf,http://karsec.gov.in:80/gram%20panchayat/Grama%20Panchayat-2015/PressNote.pdf,20150528082512,18569c1a396cf157b752258e953eeb3938f5c0796462b42a35ee647603e400a8,730295
Grama_Panchayat-2015_Repoll_First-Phase.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Repoll_First-Phase.pdf,20160420101250,9d09662c7c3c30d6adf454e57c58e93c1bc3ea2024a82d01b4f68722742cba14,74644
Grama_Panchayat-2015_Repoll_Second-Phase.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Repoll_Second-Phase.pdf,20160420144639,34c22a46366932c7c44917586b4965314dd5063c55174e3eaf3ec29df58810d1,62298
Grama_Panchayat-2015_Result.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Result.pdf,20160420145350,b086e4bb01ea4ff5bb48ba43e06222f56b3ce28ec9aad8a5e18c7a3a390d8e61,883662
Grama_Panchayat-2015_Rules_Book.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Rules_Book.pdf,20160420142031,94e3bcfb966a063094bbd3b700bc2273289524f35e9cc0e155480bcaa5cad4ee,1792332
Grama_Panchayat-2015_Second_Phase_15052015.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Second%20Phase_15052015.pdf,20160420080442,aa37d1f458f82a672904cb8f243a7496d6471be7aa7d5338d0da756c5dc94752,552337
Grama_Panchayat-2015_Second_Phase_16052015.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Second%20Phase_16052015.pdf,20160420142441,73a63528b9420fd933adeb20284e7d5b0f0018ba2a9c88bca551d543d1a42667,565757
Grama_Panchayat-2015_Second_Phase_18052015.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Second%20Phase_18052015.pdf,20160420144723,2eb0ebce3d5c3f66072132cebdd8d6ab821e24151ce627414faabc95d6424554,559989
Grama_Panchayat-2015_Second_Phase_19052015.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Second%20Phase_19052015.pdf,20160420145124,37e187f0a375c04b58e17adbacbaeef253214df73aed941871d16a8e4b8034a8,119157
Grama_Panchayat-2015_Second_Phase_20052015.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Second%20Phase_20052015.pdf,20160420081235,30327f486be872b533a250d772815788ae6d9aee6baf14ef45e8b3ffdb2a93be,569746
Grama_Panchayat-2015_Second_Phase_21052015.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/Second%20Phase_21052015.pdf,20160420091152,0673b490e38f4eac2e70fe6427d949f48d9b887feb26ef9c398b8ef7b493c348,560887
Grama_Panchayat-2015_Second_Phase_22052015.pdf,http://karsec.gov.in:80/gram%20panchayat/Grama%20Panchayat-2015/Second%20Phase_22052015.pdf,20150616075615,f82a1034c9fe4734c507a01dab26b9ef40aef75dea408c24903a360b4d794cb3,561435
Grama_Panchayat-2015_leave.pdf,http://karsec.gov.in:80/gram%20panchayat/Grama%20Panchayat-2015/leave.pdf,20150616023319,b7ec27a6b61b81b109b4c4938b021f9fcc345812a6dca9ec6654bfa86c6ea8f1,1947339
Grama_Panchayat-2015_press_note_repoll-2.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/press_note_repoll-2.pdf,20160420115431,5fad575b3b4c44ab6a2f14edc1d82f812ee961915b303c0251aaf824ece100dc,457373
Grama_Panchayat-2015_press_note_repoll.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/press_note_repoll.pdf,20160420145054,e52a062698ad4cb78b6d3b0f4485733c03a8c4f8d88a81d06c2df380089dd223,594595
Grama_Panchayat-2015_reservations.pdf,http://karsec.gov.in/gram%20panchayat/Grama%20Panchayat-2015/reservations.pdf,20160420142108,20feccac5b19cbb6899aa9e59edb6eb71581bd129b14bb162368a8bc99fc4364,206963
