row_id,column,value
50d0b2745e71,ward_list_complete,1
50d0b2745e71,printings,1
50d0b2745e71,ocr_repaired,0
50d0b2745e71,text_source,ocr
50d0b2745e71,source_pdf,nlr_res_gp.pdf
7aa257523a4f,serial,52
7aa257523a4f,ward_count,10
7aa257523a4f,wards_parsed,10
7aa257523a4f,ward_list_complete,1
7aa257523a4f,printings,1
7aa257523a4f,ocr_repaired,1
7aa257523a4f,text_source,ocr
7aa257523a4f,source_pdf,nlr_res_gp.pdf
7f1249b84f15,serial,53
7f1249b84f15,wards_parsed,9
7f1249b84f15,printings,1
7f1249b84f15,ocr_repaired,0
7f1249b84f15,text_source,ocr
7f1249b84f15,source_pdf,nlr_res_gp.pdf
bea485df4387,serial,54
bea485df4387,ward_count,14
bea485df4387,wards_parsed,14
bea485df4387,ward_list_complete,1
bea485df4387,printings,1
bea485df4387,ocr_repaired,0
bea485df4387,text_source,ocr
bea485df4387,source_pdf,nlr_res_gp.pdf
ed9a636d2d5f,serial,55
ed9a636d2d5f,wards_parsed,20
ed9a636d2d5f,printings,1
ed9a636d2d5f,ocr_repaired,0
ed9a636d2d5f,text_source,ocr
ed9a636d2d5f,source_pdf,nlr_res_gp.pdf
d2677a5a9a6c,serial,57
d2677a5a9a6c,ward_count,6
d2677a5a9a6c,wards_parsed,6
d2677a5a9a6c,ward_list_complete,1
d2677a5a9a6c,printings,1
d2677a5a9a6c,ocr_repaired,0
d2677a5a9a6c,text_source,ocr
d2677a5a9a6c,source_pdf,nlr_res_gp.pdf
b39255b7a7ce,serial,58
b39255b7a7ce,wards_parsed,9
b39255b7a7ce,printings,1
b39255b7a7ce,ocr_repaired,0
b39255b7a7ce,text_source,ocr
b39255b7a7ce,source_pdf,nlr_res_gp.pdf
93879bef8362,serial,59
93879bef8362,ward_count,12
93879bef8362,wards_parsed,12
93879bef8362,ward_list_complete,1
93879bef8362,printings,1
93879bef8362,ocr_repaired,0
93879bef8362,text_source,ocr
93879bef8362,source_pdf,nlr_res_gp.pdf
82797eee1e8a,serial,60
82797eee1e8a,wards_parsed,6
82797eee1e8a,printings,1
82797eee1e8a,ocr_repaired,1
82797eee1e8a,text_source,ocr
82797eee1e8a,source_pdf,nlr_res_gp.pdf
fdd44137f11f,serial,61
fdd44137f11f,ward_count,10
fdd44137f11f,wards_parsed,10
fdd44137f11f,ward_list_complete,1
fdd44137f11f,printings,1
fdd44137f11f,ocr_repaired,0
fdd44137f11f,text_source,ocr
fdd44137f11f,source_pdf,nlr_res_gp.pdf
2760ea374834,serial,62
2760ea374834,wards_parsed,20
2760ea374834,printings,1
2760ea374834,ocr_repaired,1
2760ea374834,text_source,ocr
2760ea374834,source_pdf,nlr_res_gp.pdf
f66855ecf557,serial,64
f66855ecf557,ward_count,10
f66855ecf557,wards_parsed,10
f66855ecf557,ward_list_complete,1
f66855ecf557,printings,1
f66855ecf557,ocr_repaired,0
f66855ecf557,text_source,ocr
f66855ecf557,source_pdf,nlr_res_gp.pdf
5052c4fd2f98,serial,65
5052c4fd2f98,ward_count,14
5052c4fd2f98,wards_parsed,14
5052c4fd2f98,ward_list_complete,1
5052c4fd2f98,printings,1
5052c4fd2f98,ocr_repaired,0
5052c4fd2f98,text_source,ocr
5052c4fd2f98,source_pdf,nlr_res_gp.pdf
fcd6e353178b,serial,66
fcd6e353178b,ward_count,10
fcd6e353178b,wards_parsed,10
fcd6e353178b,ward_list_complete,1
fcd6e353178b,printings,1
fcd6e353178b,ocr_repaired,0
fcd6e353178b,text_source,ocr
fcd6e353178b,source_pdf,nlr_res_gp.pdf
bbc14a4fe131,serial,67
bbc14a4fe131,wards_parsed,19
bbc14a4fe131,printings,1
bbc14a4fe131,ocr_repaired,0
bbc14a4fe131,text_source,ocr
bbc14a4fe131,source_pdf,nlr_res_gp.pdf
5daf5778237f,serial,69
5daf5778237f,ward_count,8
5daf5778237f,wards_parsed,8
5daf5778237f,ward_list_complete,1
5daf5778237f,printings,1
5daf5778237f,ocr_repaired,0
5daf5778237f,text_source,ocr
5daf5778237f,source_pdf,nlr_res_gp.pdf
e9fee9e1dbc6,serial,70
e9fee9e1dbc6,ward_count,10
e9fee9e1dbc6,wards_parsed,10
e9fee9e1dbc6,ward_list_complete,1
e9fee9e1dbc6,printings,1
e9fee9e1dbc6,ocr_repaired,0
e9fee9e1dbc6,text_source,ocr
e9fee9e1dbc6,source_pdf,nlr_res_gp.pdf
cbe078fa0d50,serial,71
cbe078fa0d50,ward_count,10
cbe078fa0d50,wards_parsed,10
cbe078fa0d50,ward_list_complete,1
cbe078fa0d50,printings,1
cbe078fa0d50,ocr_repaired,0
cbe078fa0d50,text_source,ocr
cbe078fa0d50,source_pdf,nlr_res_gp.pdf
597119efb27c,serial,72
597119efb27c,ward_count,10
597119efb27c,wards_parsed,10
597119efb27c,ward_list_complete,1
597119efb27c,printings,1
597119efb27c,ocr_repaired,0
597119efb27c,text_source,ocr
597119efb27c,source_pdf,nlr_res_gp.pdf
70bf649408ef,serial,73
70bf649408ef,ward_count,10
70bf649408ef,wards_parsed,10
70bf649408ef,ward_list_complete,1
70bf649408ef,printings,1
70bf649408ef,ocr_repaired,0
70bf649408ef,text_source,ocr
70bf649408ef,source_pdf,nlr_res_gp.pdf
96a3eae1793b,serial,74
96a3eae1793b,ward_count,10
96a3eae1793b,wards_parsed,10
96a3eae1793b,ward_list_complete,1
96a3eae1793b,printings,1
96a3eae1793b,ocr_repaired,0
96a3eae1793b,text_source,ocr
96a3eae1793b,source_pdf,nlr_res_gp.pdf
be22694a210f,serial,75
be22694a210f,ward_count,10
be22694a210f,wards_parsed,9
be22694a210f,ward_list_complete,0
be22694a210f,printings,1
be22694a210f,ocr_repaired,0
be22694a210f,text_source,ocr
be22694a210f,source_pdf,nlr_res_gp.pdf
da0985110443,serial,76
da0985110443,ward_count,10
da0985110443,wards_parsed,10
da0985110443,ward_list_complete,1
da0985110443,printings,1
da0985110443,ocr_repaired,0
da0985110443,text_source,ocr
da0985110443,source_pdf,nlr_res_gp.pdf
90097fb97517,serial,77
90097fb97517,ward_count,8
90097fb97517,wards_parsed,8
90097fb97517,ward_list_complete,1
90097fb97517,printings,1
90097fb97517,ocr_repaired,0
90097fb97517,text_source,ocr
90097fb97517,source_pdf,nlr_res_gp.pdf
5c9179defcc0,serial,80
5c9179defcc0,ward_count,10
5c9179defcc0,wards_parsed,10
5c9179defcc0,ward_list_complete,1
5c9179defcc0,printings,1
5c9179defcc0,ocr_repaired,0
5c9179defcc0,text_source,ocr
5c9179defcc0,source_pdf,nlr_res_gp.pdf
66707d3a0390,serial,82
66707d3a0390,ward_count,12
66707d3a0390,wards_parsed,12
66707d3a0390,ward_list_complete,1
66707d3a0390,printings,1
66707d3a0390,ocr_repaired,0
66707d3a0390,text_source,ocr
66707d3a0390,source_pdf,nlr_res_gp.pdf
5efcf7fa7379,serial,83
5efcf7fa7379,ward_count,14
5efcf7fa7379,wards_parsed,14
5efcf7fa7379,ward_list_complete,1
5efcf7fa7379,printings,1
5efcf7fa7379,ocr_repaired,0
5efcf7fa7379,text_source,ocr
5efcf7fa7379,source_pdf,nlr_res_gp.pdf
5a69ab06660a,serial,24
5a69ab06660a,ward_count,10
5a69ab06660a,wards_parsed,10
5a69ab06660a,ward_list_complete,1
5a69ab06660a,printings,1
5a69ab06660a,ocr_repaired,0
5a69ab06660a,text_source,ocr
5a69ab06660a,source_pdf,nlr_res_gp.pdf
2e2cfaca9dcb,serial,85
2e2cfaca9dcb,ward_count,10
2e2cfaca9dcb,wards_parsed,10
2e2cfaca9dcb,ward_list_complete,1
2e2cfaca9dcb,printings,1
2e2cfaca9dcb,ocr_repaired,1
2e2cfaca9dcb,text_source,ocr
2e2cfaca9dcb,source_pdf,nlr_res_gp.pdf
4424cff8e242,serial,86
4424cff8e242,ward_count,10
4424cff8e242,wards_parsed,10
4424cff8e242,ward_list_complete,1
4424cff8e242,printings,1
4424cff8e242,ocr_repaired,0
4424cff8e242,text_source,ocr
4424cff8e242,source_pdf,nlr_res_gp.pdf
4d2eba3a9cd4,serial,87
4d2eba3a9cd4,ward_count,14
4d2eba3a9cd4,wards_parsed,14
4d2eba3a9cd4,ward_list_complete,1
4d2eba3a9cd4,printings,1
4d2eba3a9cd4,ocr_repaired,0
4d2eba3a9cd4,text_source,ocr
4d2eba3a9cd4,source_pdf,nlr_res_gp.pdf
ace0be4aa426,serial,88
ace0be4aa426,ward_count,14
ace0be4aa426,wards_parsed,14
ace0be4aa426,ward_list_complete,1
ace0be4aa426,printings,1
ace0be4aa426,ocr_repaired,0
ace0be4aa426,text_source,ocr
ace0be4aa426,source_pdf,nlr_res_gp.pdf
160da434f2b5,serial,89
160da434f2b5,ward_count,8
160da434f2b5,wards_parsed,8
160da434f2b5,ward_list_complete,1
160da434f2b5,printings,1
160da434f2b5,ocr_repaired,0
160da434f2b5,text_source,ocr
160da434f2b5,source_pdf,nlr_res_gp.pdf
3ed1b74e49b4,serial,90
3ed1b74e49b4,ward_count,12
3ed1b74e49b4,wards_parsed,11
3ed1b74e49b4,ward_list_complete,0
3ed1b74e49b4,printings,1
3ed1b74e49b4,ocr_repaired,0
3ed1b74e49b4,text_source,ocr
3ed1b74e49b4,source_pdf,nlr_res_gp.pdf
dc982c0393dc,serial,91
dc982c0393dc,wards_parsed,8
dc982c0393dc,printings,1
dc982c0393dc,ocr_repaired,0
dc982c0393dc,text_source,ocr
dc982c0393dc,source_pdf,nlr_res_gp.pdf
9a9d66221723,serial,92
9a9d66221723,ward_count,8
9a9d66221723,wards_parsed,8
9a9d66221723,ward_list_complete,1
9a9d66221723,printings,1
9a9d66221723,ocr_repaired,0
9a9d66221723,text_source,ocr
9a9d66221723,source_pdf,nlr_res_gp.pdf
e3bf9016b9c0,serial,93
e3bf9016b9c0,wards_parsed,13
e3bf9016b9c0,printings,1
e3bf9016b9c0,ocr_repaired,0
e3bf9016b9c0,text_source,ocr
e3bf9016b9c0,source_pdf,nlr_res_gp.pdf
ce623f1e23b7,serial,94
ce623f1e23b7,wards_parsed,8
ce623f1e23b7,printings,1
ce623f1e23b7,ocr_repaired,0
ce623f1e23b7,text_source,ocr
ce623f1e23b7,source_pdf,nlr_res_gp.pdf
0deafc3cbab2,serial,95
0deafc3cbab2,wards_parsed,9
0deafc3cbab2,printings,1
0deafc3cbab2,ocr_repaired,0
0deafc3cbab2,text_source,ocr
0deafc3cbab2,source_pdf,nlr_res_gp.pdf
43f696de1b60,serial,96
43f696de1b60,ward_count,8
43f696de1b60,wards_parsed,7
43f696de1b60,ward_list_complete,0
43f696de1b60,printings,1
43f696de1b60,ocr_repaired,0
43f696de1b60,text_source,ocr
43f696de1b60,source_pdf,nlr_res_gp.pdf
14387e17fe5a,serial,97
14387e17fe5a,wards_parsed,15
14387e17fe5a,printings,1
14387e17fe5a,ocr_repaired,0
14387e17fe5a,text_source,ocr
14387e17fe5a,source_pdf,nlr_res_gp.pdf
47524abe28c4,serial,98
47524abe28c4,ward_count,10
47524abe28c4,wards_parsed,10
47524abe28c4,ward_list_complete,1
47524abe28c4,printings,1
47524abe28c4,ocr_repaired,0
47524abe28c4,text_source,ocr
47524abe28c4,source_pdf,nlr_res_gp.pdf
157db52149ab,serial,99
157db52149ab,ward_count,10
157db52149ab,wards_parsed,10
157db52149ab,ward_list_complete,1
157db52149ab,printings,1
157db52149ab,ocr_repaired,0
157db52149ab,text_source,ocr
157db52149ab,source_pdf,nlr_res_gp.pdf
a421a772f070,serial,100
a421a772f070,ward_count,10
a421a772f070,wards_parsed,10
a421a772f070,ward_list_complete,1
a421a772f070,printings,1
a421a772f070,ocr_repaired,1
a421a772f070,text_source,ocr
a421a772f070,source_pdf,nlr_res_gp.pdf
4def91616043,serial,161
4def91616043,ward_count,4
4def91616043,wards_parsed,4
4def91616043,ward_list_complete,1
4def91616043,printings,1
4def91616043,ocr_repaired,1
4def91616043,text_source,ocr
4def91616043,source_pdf,nlr_res_gp.pdf
1915f5380a0b,serial,102
1915f5380a0b,ward_count,14
1915f5380a0b,wards_parsed,14
1915f5380a0b,ward_list_complete,1
1915f5380a0b,printings,1
1915f5380a0b,ocr_repaired,0
1915f5380a0b,text_source,ocr
1915f5380a0b,source_pdf,nlr_res_gp.pdf
9356b6a28cb4,serial,103
9356b6a28cb4,wards_parsed,5
9356b6a28cb4,printings,1
9356b6a28cb4,ocr_repaired,0
9356b6a28cb4,text_source,ocr
9356b6a28cb4,source_pdf,nlr_res_gp.pdf
ff8862daa005,serial,404
ff8862daa005,ward_count,10
ff8862daa005,wards_parsed,9
ff8862daa005,ward_list_complete,0
ff8862daa005,printings,1
ff8862daa005,ocr_repaired,0
ff8862daa005,text_source,ocr
ff8862daa005,source_pdf,nlr_res_gp.pdf
383ee1c30170,serial,105
383ee1c30170,ward_count,3
383ee1c30170,wards_parsed,3
383ee1c30170,ward_list_complete,1
383ee1c30170,printings,1
383ee1c30170,ocr_repaired,0
383ee1c30170,text_source,ocr
383ee1c30170,source_pdf,nlr_res_gp.pdf
d1545952aea1,serial,106
d1545952aea1,ward_count,10
d1545952aea1,wards_parsed,10
d1545952aea1,ward_list_complete,1
d1545952aea1,printings,1
d1545952aea1,ocr_repaired,0
d1545952aea1,text_source,ocr
d1545952aea1,source_pdf,nlr_res_gp.pdf
8a916106a2c9,serial,107
8a916106a2c9,ward_count,10
8a916106a2c9,wards_parsed,10
8a916106a2c9,ward_list_complete,1
8a916106a2c9,printings,1
8a916106a2c9,ocr_repaired,0
8a916106a2c9,text_source,ocr
8a916106a2c9,source_pdf,nlr_res_gp.pdf
bde52fc2810d,serial,108
bde52fc2810d,wards_parsed,8
bde52fc2810d,printings,1
bde52fc2810d,ocr_repaired,0
bde52fc2810d,text_source,ocr
bde52fc2810d,source_pdf,nlr_res_gp.pdf
05630c3f4986,serial,109
05630c3f4986,wards_parsed,7
05630c3f4986,printings,1
05630c3f4986,ocr_repaired,0
05630c3f4986,text_source,ocr
05630c3f4986,source_pdf,nlr_res_gp.pdf
c183508930b3,serial,110
c183508930b3,ward_count,8
c183508930b3,wards_parsed,8
c183508930b3,ward_list_complete,1
c183508930b3,printings,1
c183508930b3,ocr_repaired,1
c183508930b3,text_source,ocr
c183508930b3,source_pdf,nlr_res_gp.pdf
d206728dc4fd,serial,111
d206728dc4fd,ward_count,8
d206728dc4fd,wards_parsed,8
d206728dc4fd,ward_list_complete,1
d206728dc4fd,printings,1
d206728dc4fd,ocr_repaired,0
d206728dc4fd,text_source,ocr
d206728dc4fd,source_pdf,nlr_res_gp.pdf
19c6d915b3a5,serial,113
19c6d915b3a5,ward_count,8
19c6d915b3a5,wards_parsed,8
19c6d915b3a5,ward_list_complete,1
19c6d915b3a5,printings,1
19c6d915b3a5,ocr_repaired,0
19c6d915b3a5,text_source,ocr
19c6d915b3a5,source_pdf,nlr_res_gp.pdf
3a51ce8dfc19,serial,114
3a51ce8dfc19,wards_parsed,8
3a51ce8dfc19,printings,1
3a51ce8dfc19,ocr_repaired,0
3a51ce8dfc19,text_source,ocr
3a51ce8dfc19,source_pdf,nlr_res_gp.pdf
b6e7073047d4,serial,115
b6e7073047d4,ward_count,10
b6e7073047d4,wards_parsed,10
b6e7073047d4,ward_list_complete,1
b6e7073047d4,printings,1
b6e7073047d4,ocr_repaired,0
b6e7073047d4,text_source,ocr
b6e7073047d4,source_pdf,nlr_res_gp.pdf
aed17117d2d7,serial,116
aed17117d2d7,wards_parsed,7
aed17117d2d7,printings,1
aed17117d2d7,ocr_repaired,0
aed17117d2d7,text_source,ocr
aed17117d2d7,source_pdf,nlr_res_gp.pdf
46a74682ba11,serial,117
46a74682ba11,wards_parsed,8
46a74682ba11,printings,1
46a74682ba11,ocr_repaired,0
46a74682ba11,text_source,ocr
46a74682ba11,source_pdf,nlr_res_gp.pdf
393ac72f0d9c,serial,118
393ac72f0d9c,ward_count,10
393ac72f0d9c,wards_parsed,10
393ac72f0d9c,ward_list_complete,1
393ac72f0d9c,printings,1
393ac72f0d9c,ocr_repaired,1
393ac72f0d9c,text_source,ocr
393ac72f0d9c,source_pdf,nlr_res_gp.pdf
493dc8769747,serial,119
493dc8769747,wards_parsed,4
493dc8769747,printings,1
493dc8769747,ocr_repaired,0
493dc8769747,text_source,ocr
493dc8769747,source_pdf,nlr_res_gp.pdf
00df70bad81b,serial,120
00df70bad81b,wards_parsed,9
00df70bad81b,printings,1
00df70bad81b,ocr_repaired,1
00df70bad81b,text_source,ocr
00df70bad81b,source_pdf,nlr_res_gp.pdf
5204314ceb5d,serial,121
5204314ceb5d,ward_count,10
5204314ceb5d,wards_parsed,10
5204314ceb5d,ward_list_complete,1
5204314ceb5d,printings,1
5204314ceb5d,ocr_repaired,0
5204314ceb5d,text_source,ocr
5204314ceb5d,source_pdf,nlr_res_gp.pdf
f00c1085ba2d,serial,122
f00c1085ba2d,ward_count,12
f00c1085ba2d,wards_parsed,12
f00c1085ba2d,ward_list_complete,1
f00c1085ba2d,printings,1
f00c1085ba2d,ocr_repaired,1
f00c1085ba2d,text_source,ocr
f00c1085ba2d,source_pdf,nlr_res_gp.pdf
d419d5afefad,serial,123
d419d5afefad,ward_count,4
d419d5afefad,wards_parsed,4
d419d5afefad,ward_list_complete,1
d419d5afefad,printings,1
d419d5afefad,ocr_repaired,0
d419d5afefad,text_source,ocr
d419d5afefad,source_pdf,nlr_res_gp.pdf
287b4d48059c,serial,124
287b4d48059c,wards_parsed,6
287b4d48059c,printings,1
287b4d48059c,ocr_repaired,0
287b4d48059c,text_source,ocr
287b4d48059c,source_pdf,nlr_res_gp.pdf
0f1b5865979f,serial,125
0f1b5865979f,wards_parsed,7
0f1b5865979f,printings,1
0f1b5865979f,ocr_repaired,0
0f1b5865979f,text_source,ocr
0f1b5865979f,source_pdf,nlr_res_gp.pdf
edad317807fe,serial,26
edad317807fe,wards_parsed,10
edad317807fe,printings,1
edad317807fe,ocr_repaired,0
edad317807fe,text_source,ocr
edad317807fe,source_pdf,nlr_res_gp.pdf
2d2c161e1194,serial,127
2d2c161e1194,ward_count,8
2d2c161e1194,wards_parsed,8
2d2c161e1194,ward_list_complete,1
2d2c161e1194,printings,1
2d2c161e1194,ocr_repaired,0
2d2c161e1194,text_source,ocr
2d2c161e1194,source_pdf,nlr_res_gp.pdf
6cdf71024a5e,serial,128
6cdf71024a5e,ward_count,18
6cdf71024a5e,wards_parsed,18
6cdf71024a5e,ward_list_complete,1
6cdf71024a5e,printings,1
6cdf71024a5e,ocr_repaired,0
6cdf71024a5e,text_source,ocr
6cdf71024a5e,source_pdf,nlr_res_gp.pdf
87410b623d08,serial,129
87410b623d08,wards_parsed,8
87410b623d08,printings,1
87410b623d08,ocr_repaired,0
87410b623d08,text_source,ocr
87410b623d08,source_pdf,nlr_res_gp.pdf
ecd4f148044d,serial,130
ecd4f148044d,ward_count,8
ecd4f148044d,wards_parsed,8
ecd4f148044d,ward_list_complete,1
ecd4f148044d,printings,1
ecd4f148044d,ocr_repaired,0
ecd4f148044d,text_source,ocr
ecd4f148044d,source_pdf,nlr_res_gp.pdf
6b50c060402b,serial,131
6b50c060402b,wards_parsed,8
6b50c060402b,printings,1
6b50c060402b,ocr_repaired,0
6b50c060402b,text_source,ocr
6b50c060402b,source_pdf,nlr_res_gp.pdf
48e567dc8f40,serial,132
48e567dc8f40,ward_count,10
48e567dc8f40,wards_parsed,10
48e567dc8f40,ward_list_complete,1
48e567dc8f40,printings,1
48e567dc8f40,ocr_repaired,0
48e567dc8f40,text_source,ocr
48e567dc8f40,source_pdf,nlr_res_gp.pdf
063cb7e03638,serial,133
063cb7e03638,wards_parsed,12
063cb7e03638,printings,1
063cb7e03638,ocr_repaired,0
063cb7e03638,text_source,ocr
063cb7e03638,source_pdf,nlr_res_gp.pdf
f7e86d75e9f2,serial,134
f7e86d75e9f2,wards_parsed,9
f7e86d75e9f2,printings,1
f7e86d75e9f2,ocr_repaired,0
f7e86d75e9f2,text_source,ocr
f7e86d75e9f2,source_pdf,nlr_res_gp.pdf
f4495185982c,serial,135
f4495185982c,wards_parsed,6
f4495185982c,printings,1
f4495185982c,ocr_repaired,0
f4495185982c,text_source,ocr
f4495185982c,source_pdf,nlr_res_gp.pdf
7c173d02fae4,serial,136
7c173d02fae4,ward_count,6
7c173d02fae4,wards_parsed,6
7c173d02fae4,ward_list_complete,1
7c173d02fae4,printings,1
7c173d02fae4,ocr_repaired,0
7c173d02fae4,text_source,ocr
7c173d02fae4,source_pdf,nlr_res_gp.pdf
7ec7294ceffe,serial,137
7ec7294ceffe,ward_count,10
7ec7294ceffe,wards_parsed,10
7ec7294ceffe,ward_list_complete,1
7ec7294ceffe,printings,1
7ec7294ceffe,ocr_repaired,1
7ec7294ceffe,text_source,ocr
7ec7294ceffe,source_pdf,nlr_res_gp.pdf
6029e7f25ff8,serial,138
6029e7f25ff8,ward_count,8
6029e7f25ff8,wards_parsed,8
6029e7f25ff8,ward_list_complete,1
6029e7f25ff8,printings,1
6029e7f25ff8,ocr_repaired,0
6029e7f25ff8,text_source,ocr
6029e7f25ff8,source_pdf,nlr_res_gp.pdf
438ad10da2a2,serial,139
438ad10da2a2,wards_parsed,10
438ad10da2a2,printings,1
438ad10da2a2,ocr_repaired,0
438ad10da2a2,text_source,ocr
438ad10da2a2,source_pdf,nlr_res_gp.pdf
087ebf7bf609,serial,140
087ebf7bf609,ward_count,10
087ebf7bf609,wards_parsed,10
087ebf7bf609,ward_list_complete,1
087ebf7bf609,printings,1
087ebf7bf609,ocr_repaired,0
087ebf7bf609,text_source,ocr
087ebf7bf609,source_pdf,nlr_res_gp.pdf
f25f05c63f73,serial,141
f25f05c63f73,ward_count,8
f25f05c63f73,wards_parsed,7
f25f05c63f73,ward_list_complete,0
f25f05c63f73,printings,1
f25f05c63f73,ocr_repaired,0
f25f05c63f73,text_source,ocr
f25f05c63f73,source_pdf,nlr_res_gp.pdf
019594e739ca,serial,142
019594e739ca,wards_parsed,14
019594e739ca,printings,1
019594e739ca,ocr_repaired,0
019594e739ca,text_source,ocr
019594e739ca,source_pdf,nlr_res_gp.pdf
4dd0317ea2cd,serial,143
4dd0317ea2cd,wards_parsed,8
4dd0317ea2cd,printings,1
4dd0317ea2cd,ocr_repaired,0
4dd0317ea2cd,text_source,ocr
4dd0317ea2cd,source_pdf,nlr_res_gp.pdf
c9a68fd49b54,serial,144
c9a68fd49b54,ward_count,8
c9a68fd49b54,wards_parsed,8
c9a68fd49b54,ward_list_complete,1
c9a68fd49b54,printings,1
c9a68fd49b54,ocr_repaired,0
c9a68fd49b54,text_source,ocr
c9a68fd49b54,source_pdf,nlr_res_gp.pdf
c030b9e2911b,serial,145
c030b9e2911b,ward_count,10
c030b9e2911b,wards_parsed,10
c030b9e2911b,ward_list_complete,1
c030b9e2911b,printings,1
c030b9e2911b,ocr_repaired,0
c030b9e2911b,text_source,ocr
c030b9e2911b,source_pdf,nlr_res_gp.pdf
077eb512e524,serial,146
077eb512e524,ward_count,10
077eb512e524,wards_parsed,10
077eb512e524,ward_list_complete,1
077eb512e524,printings,1
077eb512e524,ocr_repaired,0
077eb512e524,text_source,ocr
077eb512e524,source_pdf,nlr_res_gp.pdf
888f49457f2e,serial,147
888f49457f2e,ward_count,10
888f49457f2e,wards_parsed,10
888f49457f2e,ward_list_complete,1
888f49457f2e,printings,1
888f49457f2e,ocr_repaired,0
888f49457f2e,text_source,ocr
888f49457f2e,source_pdf,nlr_res_gp.pdf
858f76ff1d77,serial,148
858f76ff1d77,ward_count,10
858f76ff1d77,wards_parsed,10
858f76ff1d77,ward_list_complete,1
858f76ff1d77,printings,1
858f76ff1d77,ocr_repaired,0
858f76ff1d77,text_source,ocr
858f76ff1d77,source_pdf,nlr_res_gp.pdf
5ac4aadbe4fc,serial,449
5ac4aadbe4fc,ward_count,10
5ac4aadbe4fc,wards_parsed,9
5ac4aadbe4fc,ward_list_complete,0
5ac4aadbe4fc,printings,1
5ac4aadbe4fc,ocr_repaired,0
5ac4aadbe4fc,text_source,ocr
5ac4aadbe4fc,source_pdf,nlr_res_gp.pdf
47fc2c6cc71a,serial,450
47fc2c6cc71a,ward_count,10
47fc2c6cc71a,wards_parsed,9
47fc2c6cc71a,ward_list_complete,0
47fc2c6cc71a,printings,1
47fc2c6cc71a,ocr_repaired,0
47fc2c6cc71a,text_source,ocr
47fc2c6cc71a,source_pdf,nlr_res_gp.pdf
be42f5977b0d,serial,151
be42f5977b0d,ward_count,10
be42f5977b0d,wards_parsed,10
be42f5977b0d,ward_list_complete,1
be42f5977b0d,printings,1
be42f5977b0d,ocr_repaired,0
be42f5977b0d,text_source,ocr
be42f5977b0d,source_pdf,nlr_res_gp.pdf
948679c9c23a,serial,153
948679c9c23a,wards_parsed,13
948679c9c23a,printings,1
948679c9c23a,ocr_repaired,0
948679c9c23a,text_source,ocr
948679c9c23a,source_pdf,nlr_res_gp.pdf
ab008a59d83b,serial,454
ab008a59d83b,ward_count,10
ab008a59d83b,wards_parsed,10
ab008a59d83b,ward_list_complete,1
ab008a59d83b,printings,1
ab008a59d83b,ocr_repaired,1
ab008a59d83b,text_source,ocr
ab008a59d83b,source_pdf,nlr_res_gp.pdf
61ea77e4cecf,serial,155
61ea77e4cecf,ward_count,10
61ea77e4cecf,wards_parsed,9
61ea77e4cecf,ward_list_complete,0
61ea77e4cecf,printings,1
61ea77e4cecf,ocr_repaired,0
61ea77e4cecf,text_source,ocr
61ea77e4cecf,source_pdf,nlr_res_gp.pdf
3fb14bace117,serial,156
3fb14bace117,ward_count,10
3fb14bace117,wards_parsed,10
3fb14bace117,ward_list_complete,1
3fb14bace117,printings,1
3fb14bace117,ocr_repaired,0
3fb14bace117,text_source,ocr
3fb14bace117,source_pdf,nlr_res_gp.pdf
f171dea4508d,serial,157
f171dea4508d,ward_count,3
f171dea4508d,wards_parsed,3
f171dea4508d,ward_list_complete,1
f171dea4508d,printings,1
f171dea4508d,ocr_repaired,0
f171dea4508d,text_source,ocr
f171dea4508d,source_pdf,nlr_res_gp.pdf
7ac2f002e1fd,serial,158
7ac2f002e1fd,wards_parsed,7
7ac2f002e1fd,printings,1
7ac2f002e1fd,ocr_repaired,0
7ac2f002e1fd,text_source,ocr
7ac2f002e1fd,source_pdf,nlr_res_gp.pdf
8483c2de603a,serial,159
8483c2de603a,ward_count,10
8483c2de603a,wards_parsed,10
8483c2de603a,ward_list_complete,1
8483c2de603a,printings,1
8483c2de603a,ocr_repaired,0
8483c2de603a,text_source,ocr
8483c2de603a,source_pdf,nlr_res_gp.pdf
c4c0db97d4ab,serial,162
c4c0db97d4ab,wards_parsed,11
c4c0db97d4ab,printings,1
c4c0db97d4ab,ocr_repaired,0
c4c0db97d4ab,text_source,ocr
c4c0db97d4ab,source_pdf,nlr_res_gp.pdf
ae925a66cd93,serial,163
ae925a66cd93,ward_count,10
ae925a66cd93,wards_parsed,10
ae925a66cd93,ward_list_complete,1
ae925a66cd93,printings,1
ae925a66cd93,ocr_repaired,0
ae925a66cd93,text_source,ocr
ae925a66cd93,source_pdf,nlr_res_gp.pdf
fbd869f289ec,serial,164
fbd869f289ec,ward_count,10
fbd869f289ec,wards_parsed,10
fbd869f289ec,ward_list_complete,1
fbd869f289ec,printings,1
fbd869f289ec,ocr_repaired,0
fbd869f289ec,text_source,ocr
fbd869f289ec,source_pdf,nlr_res_gp.pdf
ce6205b397d0,serial,466
ce6205b397d0,ward_count,10
ce6205b397d0,wards_parsed,10
ce6205b397d0,ward_list_complete,1
ce6205b397d0,printings,1
ce6205b397d0,ocr_repaired,1
ce6205b397d0,text_source,ocr
ce6205b397d0,source_pdf,nlr_res_gp.pdf
563f473f62f7,serial,167
563f473f62f7,wards_parsed,8
563f473f62f7,printings,1
563f473f62f7,ocr_repaired,0
