dataset_id,row_id,seat_key,seat_key_unique,state,year,district,block,gram_panchayat,gp_term,ward_no,ward_name,tier,tier_local,caste_reservation,caste_reservation_local,caste_scheme,woman_reserved,reservation,reservation_raw,listing_scope,unit_of_observation,seat_candidates,winner,winner_basis,votes,vacant,unopposed,script,source_repo,source_commit,source_path,source_page,provenance_level,quality_flags
goa/gp_ward/2012,ba26f5fddf41,Goa|2012|gp_ward|North Goa|Bardez|CALANGUTE|I|,1,Goa,2012,North Goa,Bardez,CALANGUTE,gram_panchayat,I,,gp_ward,ward,NONE,NONE,sc_st_bc,0,Other than Woman,General,all_seats,seat,,Paulo Thomas D'Souza,,176,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,d991da653940,Goa|2012|gp_ward|North Goa|Bardez|CALANGUTE|II|,1,Goa,2012,North Goa,Bardez,CALANGUTE,gram_panchayat,II,,gp_ward,ward,NONE,NONE,sc_st_bc,0,Other than Woman,General,all_seats,seat,,Vinayak Dattaram Salgaonkar,,299,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,4278652ceb19,Goa|2012|gp_ward|North Goa|Bardez|CALANGUTE|III|,1,Goa,2012,North Goa,Bardez,CALANGUTE,gram_panchayat,III,,gp_ward,ward,NONE,NONE,sc_st_bc,1,Woman,Women,all_seats,seat,,Geeta Laxman Parab,,438,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,6b06b40455ad,Goa|2012|gp_ward|North Goa|Bardez|CALANGUTE|IV|,1,Goa,2012,North Goa,Bardez,CALANGUTE,gram_panchayat,IV,,gp_ward,ward,NONE,NONE,sc_st_bc,1,Woman,Women,all_seats,seat,,Ana Maria Cassiano De Souza,,273,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,52eafe44c4c0,Goa|2012|gp_ward|North Goa|Bardez|CALANGUTE|V|,1,Goa,2012,North Goa,Bardez,CALANGUTE,gram_panchayat,V,,gp_ward,ward,NONE,NONE,sc_st_bc,0,Other than Woman,General,all_seats,seat,,Savio Pedo Simao Gonsalves,,222,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,d3691340db6b,Goa|2012|gp_ward|North Goa|Bardez|CALANGUTE|VI|,1,Goa,2012,North Goa,Bardez,CALANGUTE,gram_panchayat,VI,,gp_ward,ward,NONE,NONE,sc_st_bc,0,Other than Woman,General,all_seats,seat,,Joseph Robert Sequeira,,524,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,57d24ecf0fe3,Goa|2012|gp_ward|North Goa|Bardez|CALANGUTE|VII|,1,Goa,2012,North Goa,Bardez,CALANGUTE,gram_panchayat,VII,,gp_ward,ward,NONE,NONE,sc_st_bc,1,Woman,Women,all_seats,seat,,Pascoal Alex Fernandes,,405,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,117e74b18e78,Goa|2012|gp_ward|North Goa|Bardez|CALANGUTE|VIII|,1,Goa,2012,North Goa,Bardez,CALANGUTE,gram_panchayat,VIII,,gp_ward,ward,BC,BC,sc_st_bc,0,BC Other than Woman,O.B.C.,all_seats,seat,,Jayanath Rohidas Parulekar,,334,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,60dc2b6f9076,Goa|2012|gp_ward|North Goa|Bardez|CALANGUTE|IX|,1,Goa,2012,North Goa,Bardez,CALANGUTE,gram_panchayat,IX,,gp_ward,ward,NONE,NONE,sc_st_bc,0,Other than Woman,General,all_seats,seat,,Reshma Dayanand Kalangutkar,,189,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,f19209a72021,Goa|2012|gp_ward|North Goa|Bardez|CALANGUTE|X|,1,Goa,2012,North Goa,Bardez,CALANGUTE,gram_panchayat,X,,gp_ward,ward,BC,BC,sc_st_bc,0,BC Other than Woman,O.B.C.,all_seats,seat,,Anny Eduardo E. A. Fernandes,,143,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,80572847e40c,Goa|2012|gp_ward|North Goa|Bardez|CALANGUTE|XI|,1,Goa,2012,North Goa,Bardez,CALANGUTE,gram_panchayat,XI,,gp_ward,ward,NONE,NONE,sc_st_bc,1,Woman,Women,all_seats,seat,,Filomena Saluzinho Fernandes,,332,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,adf38d3bb598,Goa|2012|gp_ward|North Goa|Bardez|CANDOLIM|I|,1,Goa,2012,North Goa,Bardez,CANDOLIM,gram_panchayat,I,,gp_ward,ward,BC,BC,sc_st_bc,0,BC Other than Woman,O.B.C.,all_seats,seat,,Fermino Aniceto Peter Fernandes,,211,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,c4381d70a47e,Goa|2012|gp_ward|North Goa|Bardez|CANDOLIM|II|,1,Goa,2012,North Goa,Bardez,CANDOLIM,gram_panchayat,II,,gp_ward,ward,NONE,NONE,sc_st_bc,1,Woman,Women,all_seats,seat,,Alma Ophelia Antonio Francisco Sequeira,,187,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,7707980ddab6,Goa|2012|gp_ward|North Goa|Bardez|CANDOLIM|III|,1,Goa,2012,North Goa,Bardez,CANDOLIM,gram_panchayat,III,,gp_ward,ward,NONE,NONE,sc_st_bc,0,Other than Woman,General,all_seats,seat,,Blaize Michael Fernandes,,296,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,6255fc19ba28,Goa|2012|gp_ward|North Goa|Bardez|CANDOLIM|IV|,1,Goa,2012,North Goa,Bardez,CANDOLIM,gram_panchayat,IV,,gp_ward,ward,NONE,NONE,sc_st_bc,1,Woman,Women,all_seats,seat,,Lalita Ramkrishna Kerkar,,338,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,77a7602f6b68,Goa|2012|gp_ward|North Goa|Bardez|CANDOLIM|V|,1,Goa,2012,North Goa,Bardez,CANDOLIM,gram_panchayat,V,,gp_ward,ward,NONE,NONE,sc_st_bc,0,Other than Woman,General,all_seats,seat,,Patrick Francis Xavier Sebastian Gonsalves,,453,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,9140dde1fb19,Goa|2012|gp_ward|North Goa|Bardez|CANDOLIM|VI|,1,Goa,2012,North Goa,Bardez,CANDOLIM,gram_panchayat,VI,,gp_ward,ward,NONE,NONE,sc_st_bc,0,Other than Woman,General,all_seats,seat,,Purification Cyprian Fialho,,522,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,01bc61b5181e,Goa|2012|gp_ward|North Goa|Bardez|CANDOLIM|VII|,1,Goa,2012,North Goa,Bardez,CANDOLIM,gram_panchayat,VII,,gp_ward,ward,NONE,NONE,sc_st_bc,1,Woman,Women,all_seats,seat,,Estella Minguel Mascarenhas,,270,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,3785030108af,Goa|2012|gp_ward|North Goa|Bardez|CANDOLIM|VIII|,1,Goa,2012,North Goa,Bardez,CANDOLIM,gram_panchayat,VIII,,gp_ward,ward,NONE,NONE,sc_st_bc,0,Other than Woman,General,all_seats,seat,,Lourenco Amancio Fernandes,,281,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,1afa5e78c90b,Goa|2012|gp_ward|North Goa|Bardez|CANDOLIM|IX|,1,Goa,2012,North Goa,Bardez,CANDOLIM,gram_panchayat,IX,,gp_ward,ward,NONE,NONE,sc_st_bc,0,Other than Woman,General,all_seats,seat,,Anna Maria Alex Maria Soares,,173,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,0691134e5f7e,Goa|2012|gp_ward|North Goa|Bardez|CANDOLIM|X|,1,Goa,2012,North Goa,Bardez,CANDOLIM,gram_panchayat,X,,gp_ward,ward,NONE,NONE,sc_st_bc,0,Other than Woman,General,all_seats,seat,,Dharmendra Satchit Candolkar,,141,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,edda5825fcac,Goa|2012|gp_ward|North Goa|Bardez|CANDOLIM|XI|,1,Goa,2012,North Goa,Bardez,CANDOLIM,gram_panchayat,XI,,gp_ward,ward,NONE,NONE,sc_st_bc,1,Woman,Women,all_seats,seat,,Amalina Jose Dias,,123,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,1,page,
goa/gp_ward/2012,c4b4ef19a693,Goa|2012|gp_ward|North Goa|Bardez|NERUL|I|,1,Goa,2012,North Goa,Bardez,NERUL,gram_panchayat,I,,gp_ward,ward,BC,BC,sc_st_bc,0,BC Other than Woman,O.B.C.,all_seats,seat,,Narciso Manuel Domingos Pedro de Almeida,,280,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,2,page,
goa/gp_ward/2012,9425297c1c0a,Goa|2012|gp_ward|North Goa|Bardez|NERUL|II|,1,Goa,2012,North Goa,Bardez,NERUL,gram_panchayat,II,,gp_ward,ward,BC,BC,sc_st_bc,1,BC Woman,OBC Wom,all_seats,seat,,Piedade Narcis Almeida,,181,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,2,page,
goa/gp_ward/2012,03f6c7c7e991,Goa|2012|gp_ward|North Goa|Bardez|NERUL|III|,1,Goa,2012,North Goa,Bardez,NERUL,gram_panchayat,III,,gp_ward,ward,NONE,NONE,sc_st_bc,0,Other than Woman,General,all_seats,seat,,Francisco Edmondo D'costa,,129,,,latin,local_elections,e0ae2676d62a-dirty,data/goa/2012/panres_2012_Bardez.pdf,2,page,
