Election Program Name,LocalBody Name,Division,District,Name of Contesting Candidate,constituency,Total Votes Secured,Party Name,Rank
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ARUN DATTARAM DALVI,204,7300,Bhartiya Janata Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SACHINDRA GANPAT DESAI,204,2772,Maharashtra Navnirman Sena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PRAKASH RAMKRISHNA SAWANT,204,1420,Indian National Congress,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SWAPNIL MADAN KHALE,204,144,Bahujan Samaj Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,204,524,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,DATTARAM RAMBHAU PONGADE,205,13859,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VILAS SHRIPAT SAWANT,205,6175,Maharashtra Navnirman Sena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJENDRA MOHAN GHAG,205,2850,Bhartiya Janata Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Umesh Raysing Yewale,205,1064,Nationalist Congress Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,GORAKH NIVRUTTI KANGANE,205,1004,Indian National Congress,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PRASAD NARAYAN GHAGARE,205,782,Communist Party Of India,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANJAYKUMAR GYANPRAKASH MISHRA,205,253,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MAHENDRA SITARAM SATPUTE,205,237,bahujan republican sociolist party,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJARAM GOVIND GAWADE,205,126,Bahujan Samaj Party,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Swaminath Namdev Masurkar,205,100,Independent,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sangeeta Tejkumar Shitole,205,86,Janata Dal Secular,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ashok mahipat kadam,205,46,Independent,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,205,366,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SACHIN DEVDAS PADWAL,206,7225,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAMVACHAN SITARAM MURAI,206,6262,Indian National Congress,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VIJAY LAXMAN MHATRE,206,2602,Bhartiya Janata Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,CHETAN RAMESH PEDNEKAR,206,1440,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shekhar Jagannath Mokal,206,1397,Independent,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NEEL NANDKUMAR SHIVDIKAR,206,637,Nationalist Congress Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Isak Ismail Sangrar,206,319,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJENDRA KESHAV KALE,206,158,Communist Party Of India,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANDIP BHIKAJI AGRE,206,138,Bahujan Samaj Party,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ANITA JIJABA BUDHWANT,206,131,bahujan republican sociolist party,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Prakash Sahadev Tukrul,206,44,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,DATTARAJ ARJUN GOLAR,206,29,Independent,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,206,186,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Surekha Rohidas Lokhande,207,6005,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Asha Vasant Chavan,207,5962,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VANDANA PRADEEP GAWLI,207,5661,Akhil Bharatiya Sena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shalaka Dilip Haryan,207,2664,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shubhangi Shivaji Bhujbal,207,1610,Indian National Congress,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,QURRATULAEN MOHDASLAM GHANCHI,207,1326,All India Majlis e Ittehadul Muslimeen,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Surekha Charudatta Pednekar,207,346,Nationalist Congress Party,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NANDA PRAKASH LOKHANDE,207,262,Bahujan Mukti Party,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MALTI RAVINDRA PATIL,207,201,Bhartiya Sangram Parishad,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUNANDA CHANDRASHEKHAR KANADE,207,130,Indian National Congress,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Khairunnisa MughalMehmoodAkbar Rajput,207,43,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,207,357,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Ramakant Sakharam Rahate,208,8938,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KIRAN SHANKAR TAKLE,208,5002,Maharashtra Navnirman Sena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,UMARSHAD MOHAMMED KHAN,208,3888,All India Majlis e Ittehadul Muslimeen,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAKESH RAMDAS JEJURKAR,208,3502,Bhartiya Janata Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Prasad Namdeo Ghadigaonkar,208,1850,Indian National Congress,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUSHANT SUBHASH SHINDE,208,928,Nationalist Congress Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PANKAJ VASANT KHARMALE,208,186,Sambhaji Brigade,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MohammedRafique Kalimullah Khan,208,172,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUNIL DEWOO YADAV,208,119,Bahujan Samaj Party,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Akbar Ali Abdul Quddus Shah,208,87,Bhartiya Minorities Suraksha Mahasangh,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MohammadHanif Ayub Khan,208,71,Samajwadi Party,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MOHAMMEDINTEKHAB MOHAMMEDSAMI KHAN,208,39,Independent,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,208,335,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,YASHWANT KAMLAKAR JADHAV,209,4884,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MANZURHASAN ABDULLATIF BAGHDADI,209,3853,Indian National Congress,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Kantilal Popatlal Sangoi,209,1953,Bhartiya Janata Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MATEEN AALI NAIK,209,1760,All India Majlis e Ittehadul Muslimeen,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SANTOSH ALFRED DSOUZA,209,1607,Akhil Bharatiya Sena,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ANIL TUKARAM WAJE,209,1225,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Nitin Dnyandeo Shete,209,1129,Nationalist Congress Party,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUSHIL CHANDRAKANT SAWANT,209,910,Maharashtra Navnirman Sena,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Abdulmatin Shamsuddin Khan,209,436,Samajwadi Party,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,shyambihari ramnaresh dubey,209,189,Bahujan Samaj Party,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Irfan Umar Mukadam,209,132,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MAHESH CHANDRAKANT CHAVAN,209,104,Independent,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,TANVEERALAM SHAMEEMAHMED KHAN,209,71,Bharip Bahujan Mahasangh,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NIKHAT NISAR SHAIKH,209,56,Independent,14
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,209,247,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SONAM MANOJ JAMSUTKAR,210,9589,Indian National Congress,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,YAMINI YASHWANT JADHAV,210,7327,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHUBHANGI SUGATPRIYA SHINDE,210,3379,Republican Party of India (A),3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,POONAM RAGHUNATH VENGURLEKAR,210,671,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SRUSHTI PRAVIN PAWAR,210,334,Bahujan Samaj Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SWATI DILIP SATHE,210,311,Nationalist Congress Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,210,807,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Rais Kasam Shaikh,211,9455,Samajwadi Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MASIRAH AIJAZAHMED KHAN,211,7081,Indian National Congress,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MohammedAdil MobinAhmed Qureshi,211,3420,All India Majlis e Ittehadul Muslimeen,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Rohidas Madhukar Lokhande,211,761,Bhartiya Janata Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Rohit Shridhar Rahate,211,714,Shivsena,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AYAZAHMED ABDULRASHID ANSARI,211,124,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,211,217,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,GEETA AJAY GAVLI,212,9028,Akhil Bharatiya Sena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Nazia MohammadAshfaque Siddique,212,5709,Indian National Congress,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sonal Ajay Saigaonkar,212,2148,Shivsena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Noorsaba MohammedYusuf Chawdhary,212,1918,All India Majlis e Ittehadul Muslimeen,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MANDAKINI MANSING KHAMKAR,212,1124,Bhartiya Janata Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RUKHSANA MOHAMMEDSAEED MOMIN,212,771,Samajwadi Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,212,290,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Javed Ibrahim Juneja,213,7205,Indian National Congress,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUNIL DIGAMBER KADAM,213,5293,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Wasim Masood Syed,213,4338,Samajwadi Party,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VINAYKUMAR DINANATH TRIPATHI,213,2158,Bhartiya Janata Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MohdNoman RayeenNizamuddin Rayeen,213,2112,All India Majlis e Ittehadul Muslimeen,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAMESH BALAYYA RAPELLI,213,928,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VINOD PARSHURAM ARGILE,213,547,Maharashtra Navnirman Sena,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJESH RAMCHANDRA BANIYA,213,327,Nationalist Congress Party,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SACHIN MANOHAR DIWAR,213,117,Republican Party of India (A),9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Santosh Gendalal Shahu,213,59,Independent,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AbdulKalam FakirMohammad Shaikh,213,40,Peace Party,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NAJIR HAMEED KHAN,213,40,Indian Union Muslim League,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Yawarali Yusufal Kazi,213,38,Independent,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MOHDNAEEM ZAINULABDIN ANSARI,213,25,Independent,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SEEMLA BEEMBAHADUR TAMANG,213,19,Janata Dal Secular,14
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,213,126,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SARITA AJAY PATIL,214,13859,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Arvind Jagannnath Bane,214,8393,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KAUSHIK JASVANTRAI SHAH,214,2668,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Dhanraj Sahadev Naik,214,460,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Amool Shivaji Rokade,214,207,Independent,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Tushar Bhaskar Prabhoo,214,198,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shobha Arvind Kamble,214,60,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJESH JOTIRAM SHINDE,214,36,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SHANKAR GANGADHAR SONAWANE,214,19,Independent,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,214,536,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Arundhati Arvind Dudhwadkar,215,10215,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shweta Rupesh Manjrekar,215,9800,Bhartiya Janata Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,LALITA BIPIN MAHIDA,215,2765,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Saroj Satish Babar,215,831,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Nisha Gautam Dharia,215,154,Samajwadi Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Shanta Premji Rathod,215,63,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,215,423,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJENDRA DATTATRAYA NARWANKAR,216,8541,Indian National Congress,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAMESH SHRIRAM NAIK,216,5125,Bhartiya Janata Party,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RAJESH VASNAT AVALEGAONKAR,216,2749,Shivsena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Nasir Muhammadiqbal Qureshi,216,2597,All India Majlis e Ittehadul Muslimeen,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUNNY RAVINDRA SANAP,216,1137,Maharashtra Navnirman Sena,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUNIL KARBHARI PALVE,216,903,Nationalist Congress Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,216,273,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Minal Ruchit Patel,217,13623,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Yugandhara Yashwant Salekar,217,6282,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Manisha Yogesh Patel,217,3249,Indian National Congress,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Chandrika Trimbak Avhad,217,1230,Maharashtra Navnirman Sena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,217,655,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Anuradha Vijay Potdar,218,15289,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Minal Pravin Juwatkar,218,9894,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,SUMITRA MAHESH HIRLEKAR,218,1527,Maharashtra Navnirman Sena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Vaishali Suresh Tupat,218,1253,Indian National Congress,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,218,602,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Jyotsna Devesh Mehta,219,15361,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,PRITI PRAMOD MANDREKAR,219,5456,Indian National Congress,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Durga Kiran Shinde,219,4095,Shivsena,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Parul Rajendra Kamble,219,111,Nationalist Congress Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,219,546,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ATUL HASMUKHLAL SHAH,220,5946,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Surendra Ramkrishna Bagalkar,220,5946,Shivsena,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NARESHBHAI RAKSHANJI SHETH,220,5358,Indian National Congress,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Zeeshan Hamid Shaikh,220,1257,All India Majlis e Ittehadul Muslimeen,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RUPESH MAHENDRA KHANDKE,220,971,Nationalist Congress Party,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,HUZAIFA ISMAIL ELECTRICWALA,220,923,Samajwadi Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,ZOEB AHMEDALI BOOTWALA,220,789,Independent,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,KESHAV RAMESH MULAY,220,752,Maharashtra Navnirman Sena,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,yusufi taher rangwala,220,68,Independent,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MONA RAJ SHETH,220,51,Akhil Bharatiya Sena,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,220,328,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,AKASH RAJ PUROHIT,221,6722,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,JANAK JITENDRA SANGHVI,221,4853,Indian National Congress,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NISARAHMED CHAND SHAIKH,221,4091,All India Majlis e Ittehadul Muslimeen,3
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,kanhaiyalal himmatram rawal,221,3515,Shivsena,4
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Mahendra Jaysingh Pansare,221,793,Nationalist Congress Party,5
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MOHAMMEDRAMZAN SHAIKHMOHAMMED SORATHIA,221,339,Samajwadi Party,6
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Ranjeet Harendra Dutta,221,110,Independent,7
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,______ ______ ______,221,54,Maharashtra Navnirman Sena,8
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,YAMEEN BASHIR QURESHI,221,42,Independent,9
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,abdullatif abdulkadar shaikh,221,25,Independent,10
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,FAISAL YUSUF BANARASWALA,221,21,Independent,11
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,mateenahmed niyajahamad rangrej,221,19,Independent,12
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,MOHAMMEDUMER ABDULSAMAD KHAN,221,16,Independent,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Pravin Girdharlal Tanna,221,16,Independent,13
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Sudhir Dattatray Dhamnaskar,221,13,Independent,14
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,Anwarali Yawarali Kazi,221,11,Independent,15
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,NOTA,221,202,,
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,RITA BHARAT MAKWANA,222,10365,Bhartiya Janata Party,1
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,meena shekhar kambli,222,8362,Shivsena,2
BruhanMumbai Mahanagar Palika,BruhanMumbai Mahanagar Palika,Konkan,Mumbai,VINITI SADANAND KHEDEKAR,222,3231,Indian National Congress,3
