state,year,district,block,gram_panchayat,ward_no,tier,reservation,caste_reservation,woman_reserved,winner,votes,reservation_raw,script,source_pdf,source_path,source_page
Goa,2017,South Goa,Sanguem,Uguem,II,ward,BC Other than Woman,BC,0,,,OBC,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,5
Goa,2017,South Goa,Sanguem,Uguem,III,ward,Woman,NONE,1,,,Women,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,5
Goa,2017,South Goa,Sanguem,Uguem,V,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,5
Goa,2017,South Goa,Sanguem,Uguem,VI,ward,BC Other than Woman,BC,0,,,OBC,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,6
Goa,2017,South Goa,Sanguem,Uguem,VII,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,6
Goa,2017,South Goa,Sanguem,Netorlim,I,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,6
Goa,2017,South Goa,Sanguem,Netorlim,II,ward,ST Other than Woman,ST,0,,,ST,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,6
Goa,2017,South Goa,Sanguem,Netorlim,IV,ward,Woman,NONE,1,,,Women,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,6
Goa,2017,South Goa,Sanguem,Netorlim,V,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,6
Goa,2017,South Goa,Sanguem,Netorlim,VI,ward,ST Other than Woman,ST,0,,,ST,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,6
Goa,2017,South Goa,Sanguem,Netorlim,VII,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,7
Goa,2017,South Goa,Sanguem,Curdi­Vaddem,I,ward,BC Other than Woman,BC,0,,,OBC,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,7
Goa,2017,South Goa,Sanguem,Curdi­Vaddem,II,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,7
Goa,2017,South Goa,Sanguem,Curdi­Vaddem,III,ward,Woman,NONE,1,,,Women,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,7
Goa,2017,South Goa,Sanguem,Curdi­Vaddem,IV,ward,ST Woman,ST,1,,,ST Women,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,7
Goa,2017,South Goa,Sanguem,Curdi­Vaddem,V,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,7
Goa,2017,South Goa,Sanguem,Curdi­Vaddem,VI,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,8
Goa,2017,South Goa,Sanguem,Curdi­Vaddem,VII,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,8
Goa,2017,South Goa,Sanguem,Bhati,I,ward,ST Other than Woman,ST,0,,,ST,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,8
Goa,2017,South Goa,Sanguem,Bhati,II,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,8
Goa,2017,South Goa,Sanguem,Bhati,III,ward,Woman,NONE,1,,,Women,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,8
Goa,2017,South Goa,Sanguem,Bhati,IV,ward,ST Woman,ST,1,,,ST Women,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,8
Goa,2017,South Goa,Sanguem,Bhati,V,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,8
Goa,2017,South Goa,Sanguem,Bhati,VI,ward,BC Other than Woman,BC,0,,,OBC,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,8
Goa,2017,South Goa,Sanguem,Bhati,VII,ward,Other than Woman,NONE,0,,,General,latin,sanguem.pdf,data/goa/2017/sanguem.pdf,9
Goa,2017,North Goa,Sattari,Honda,I,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,1
Goa,2017,North Goa,Sattari,Honda,II,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,1
Goa,2017,North Goa,Sattari,Honda,III,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,1
Goa,2017,North Goa,Sattari,Honda,IV,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,1
Goa,2017,North Goa,Sattari,Honda,VI,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,2
Goa,2017,North Goa,Sattari,Honda,VII,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,2
Goa,2017,North Goa,Sattari,Honda,IX,ward,BC Other than Woman,BC,0,,,OBC,latin,sattari.pdf,data/goa/2017/sattari.pdf,2
Goa,2017,North Goa,Sattari,Honda,X,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,2
Goa,2017,North Goa,Sattari,Poriem,I,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,3
Goa,2017,North Goa,Sattari,Poriem,II,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,3
Goa,2017,North Goa,Sattari,Poriem,III,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,3
Goa,2017,North Goa,Sattari,Poriem,IV,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,3
Goa,2017,North Goa,Sattari,Poriem,V,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,3
Goa,2017,North Goa,Sattari,Poriem,VI,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,3
Goa,2017,North Goa,Sattari,Poriem,VII,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,4
Goa,2017,North Goa,Sattari,Poriem,IX,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,4
Goa,2017,North Goa,Sattari,Pissurlem,I,ward,ST Other than Woman,ST,0,,,ST,latin,sattari.pdf,data/goa/2017/sattari.pdf,4
Goa,2017,North Goa,Sattari,Pissurlem,II,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,4
Goa,2017,North Goa,Sattari,Pissurlem,III,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,4
Goa,2017,North Goa,Sattari,Pissurlem,V,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,4
Goa,2017,North Goa,Sattari,Pissurlem,VI,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,5
Goa,2017,North Goa,Sattari,Pissurlem,VII,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,5
Goa,2017,North Goa,Sattari,Querim,I,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,5
Goa,2017,North Goa,Sattari,Querim,II,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,5
Goa,2017,North Goa,Sattari,Querim,IV,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,5
Goa,2017,North Goa,Sattari,Querim,V,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,5
Goa,2017,North Goa,Sattari,Querim,VI,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,6
Goa,2017,North Goa,Sattari,Querim,VII,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,6
Goa,2017,North Goa,Sattari,Querim,VIII,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,6
Goa,2017,North Goa,Sattari,Querim,IX,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,6
Goa,2017,North Goa,Sattari,Thane,I,ward,SC Other than Woman,SC,0,,,SC,latin,sattari.pdf,data/goa/2017/sattari.pdf,6
Goa,2017,North Goa,Sattari,Thane,II,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,6
Goa,2017,North Goa,Sattari,Dongurli­,III,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,6
Goa,2017,North Goa,Sattari,Thane,IV,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,7
Goa,2017,North Goa,Sattari,Dongurli­,V,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,7
Goa,2017,North Goa,Sattari,Dongurli­,VI,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,7
Goa,2017,North Goa,Sattari,Dongurli­,VII,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,7
Goa,2017,North Goa,Sattari,Dongurli­,VIII,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,7
Goa,2017,North Goa,Sattari,Dongurli­,IX,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,7
Goa,2017,North Goa,Sattari,Mauxi,I,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,7
Goa,2017,North Goa,Sattari,Mauxi,II,ward,BC Other than Woman,BC,0,,,OBC,latin,sattari.pdf,data/goa/2017/sattari.pdf,8
Goa,2017,North Goa,Sattari,Mauxi,III,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,8
Goa,2017,North Goa,Sattari,Mauxi,IV,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,8
Goa,2017,North Goa,Sattari,Mauxi,V,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,8
Goa,2017,North Goa,Sattari,Mauxi,VI,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,8
Goa,2017,North Goa,Sattari,Mauxi,VII,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,8
Goa,2017,North Goa,Sattari,Morlem,I,ward,BC Other than Woman,BC,0,,,OBC,latin,sattari.pdf,data/goa/2017/sattari.pdf,8
Goa,2017,North Goa,Sattari,Morlem,II,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,9
Goa,2017,North Goa,Sattari,Morlem,IV,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,9
Goa,2017,North Goa,Sattari,Morlem,V,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,9
Goa,2017,North Goa,Sattari,Morlem,VI,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,9
Goa,2017,North Goa,Sattari,Morlem,VII,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,9
Goa,2017,North Goa,Sattari,Nagargao,I,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,9
Goa,2017,North Goa,Sattari,Nagargao,II,ward,BC Other than Woman,BC,0,,,OBC,latin,sattari.pdf,data/goa/2017/sattari.pdf,9
Goa,2017,North Goa,Sattari,Nagargao,III,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,9
Goa,2017,North Goa,Sattari,Nagargao,IV,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,10
Goa,2017,North Goa,Sattari,Nagargao,V,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,10
Goa,2017,North Goa,Sattari,Nagargao,VI,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,10
Goa,2017,North Goa,Sattari,Nagargao,VII,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,10
Goa,2017,North Goa,Sattari,Cotorem,I,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,10
Goa,2017,North Goa,Sattari,Cotorem,II,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,10
Goa,2017,North Goa,Sattari,Cotorem,V,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,11
Goa,2017,North Goa,Sattari,Cotorem,VI,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,11
Goa,2017,North Goa,Sattari,Cotorem,VII,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,11
Goa,2017,North Goa,Sattari,Bhironda,I,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,11
Goa,2017,North Goa,Sattari,Bhironda,II,ward,ST Other than Woman,ST,0,,,ST,latin,sattari.pdf,data/goa/2017/sattari.pdf,11
Goa,2017,North Goa,Sattari,Bhironda,V,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,12
Goa,2017,North Goa,Sattari,Bhironda,VI,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,12
Goa,2017,North Goa,Sattari,Bhironda,VII,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,12
Goa,2017,North Goa,Sattari,Sanvordem,I,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,12
Goa,2017,North Goa,Sattari,Sanvordem,II,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,12
Goa,2017,North Goa,Sattari,Sanvordem,IV,ward,Woman,NONE,1,,,Women,latin,sattari.pdf,data/goa/2017/sattari.pdf,12
Goa,2017,North Goa,Sattari,Sanvordem,V,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,13
Goa,2017,North Goa,Sattari,Sanvordem,VI,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,13
Goa,2017,North Goa,Sattari,Sanvordem,VII,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,13
Goa,2017,North Goa,Sattari,Guleli,I,ward,ST Other than Woman,ST,0,,,ST,latin,sattari.pdf,data/goa/2017/sattari.pdf,13
Goa,2017,North Goa,Sattari,Guleli,II,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,13
Goa,2017,North Goa,Sattari,Guleli,V,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,14
Goa,2017,North Goa,Sattari,Guleli,VI,ward,BC Other than Woman,BC,0,,,OBC,latin,sattari.pdf,data/goa/2017/sattari.pdf,14
Goa,2017,North Goa,Sattari,Guleli,VII,ward,Other than Woman,NONE,0,,,General,latin,sattari.pdf,data/goa/2017/sattari.pdf,14
Goa,2017,North Goa,Tiswadi,St.Cruz,I,ward,Woman,NONE,1,,,Women,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,1
Goa,2017,North Goa,Tiswadi,St.Cruz,II,ward,Woman,NONE,1,,,Women,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,1
Goa,2017,North Goa,Tiswadi,St.Cruz,III,ward,BC Other than Woman,BC,0,,,OBC,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,1
Goa,2017,North Goa,Tiswadi,St.Cruz,V,ward,Woman,NONE,1,,,Women,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,2
Goa,2017,North Goa,Tiswadi,St.Cruz,X,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,4
Goa,2017,North Goa,Tiswadi,Curca­Bambolim­,I,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,4
Goa,2017,North Goa,Tiswadi,Curca­Bambolim­,II,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,4
Goa,2017,North Goa,Tiswadi,Talaulim,III,ward,Woman,NONE,1,,,Women,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,5
Goa,2017,North Goa,Tiswadi,Curca­Bambolim­,X,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,6
Goa,2017,North Goa,Tiswadi,Siridao­Palem,I,ward,BC Other than Woman,BC,0,,,OBC,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,7
Goa,2017,North Goa,Tiswadi,Siridao­Palem,II,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,7
Goa,2017,North Goa,Tiswadi,Siridao­Palem,V,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,8
Goa,2017,North Goa,Tiswadi,Batim,I,ward,BC Other than Woman,BC,0,,,OBC,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,8
Goa,2017,North Goa,Tiswadi,Batim,II,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,9
Goa,2017,North Goa,Tiswadi,Batim,III,ward,Woman,NONE,1,,,Women,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,9
Goa,2017,North Goa,Tiswadi,Batim,V,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,9
Goa,2017,North Goa,Tiswadi,Chimbel,I,ward,Woman,NONE,1,,,Women,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,10
Goa,2017,North Goa,Tiswadi,Chimbel,II,ward,Woman,NONE,1,,,Women,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,10
Goa,2017,North Goa,Tiswadi,Chimbel,III,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,11
Goa,2017,North Goa,Tiswadi,Chimbel,X,ward,ST Other than Woman,ST,0,,,ST,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,14
Goa,2017,North Goa,Tiswadi,Merces,II,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,15
Goa,2017,North Goa,Tiswadi,Merces,X,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,17
Goa,2017,North Goa,Tiswadi,St.Lawrence(Agassaim),I,ward,Woman,NONE,1,,,Women,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,30
Goa,2017,North Goa,Tiswadi,St.Lawrence(Agassaim),III,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,31
Goa,2017,North Goa,Tiswadi,St.Lawrence(Agassaim),V,ward,Woman,NONE,1,,,Women,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,31
Goa,2017,North Goa,Tiswadi,St.Lawrence(Agassaim),X,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,32
Goa,2017,North Goa,Tiswadi,St.Andre (Goa Velha),I,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,35
Goa,2017,North Goa,Tiswadi,St.Andre (Goa Velha),II,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,35
Goa,2017,North Goa,Tiswadi,St.Andre (Goa Velha),V,ward,Woman,NONE,1,,,Women,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,36
Goa,2017,North Goa,Tiswadi,Neura,I,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,38
Goa,2017,North Goa,Tiswadi,Neura,V,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,39
Goa,2017,North Goa,Tiswadi,,I,ward,Other than Woman,NONE,0,,,General,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,40
Goa,2017,North Goa,Tiswadi,,VIII,ward,Woman,NONE,1,,,Women,latin,tiswadi.pdf,data/goa/2017/tiswadi.pdf,42
