state,year,district,block,gram_panchayat,ward_no,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,votes,unopposed,reservation_raw,script,source_pdf,source_path,source_page
Goa,2012,North Goa,Bardez,CALANGUTE,I,gp_ward,ward,Other than Woman,NONE,0,Paulo Thomas D'Souza,176,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CALANGUTE,II,gp_ward,ward,Other than Woman,NONE,0,Vinayak Dattaram Salgaonkar,299,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CALANGUTE,III,gp_ward,ward,Woman,NONE,1,Geeta Laxman Parab,438,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CALANGUTE,IV,gp_ward,ward,Woman,NONE,1,Ana Maria Cassiano De Souza,273,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CALANGUTE,V,gp_ward,ward,Other than Woman,NONE,0,Savio Pedo Simao Gonsalves,222,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CALANGUTE,VI,gp_ward,ward,Other than Woman,NONE,0,Joseph Robert Sequeira,524,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CALANGUTE,VII,gp_ward,ward,Woman,NONE,1,Pascoal Alex Fernandes,405,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CALANGUTE,VIII,gp_ward,ward,BC Other than Woman,BC,0,Jayanath Rohidas Parulekar,334,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CALANGUTE,IX,gp_ward,ward,Other than Woman,NONE,0,Reshma Dayanand Kalangutkar,189,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CALANGUTE,X,gp_ward,ward,BC Other than Woman,BC,0,Anny Eduardo E. A. Fernandes,143,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CALANGUTE,XI,gp_ward,ward,Woman,NONE,1,Filomena Saluzinho Fernandes,332,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CANDOLIM,I,gp_ward,ward,BC Other than Woman,BC,0,Fermino Aniceto Peter Fernandes,211,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CANDOLIM,II,gp_ward,ward,Woman,NONE,1,Alma Ophelia Antonio Francisco Sequeira,187,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CANDOLIM,III,gp_ward,ward,Other than Woman,NONE,0,Blaize Michael Fernandes,296,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CANDOLIM,IV,gp_ward,ward,Woman,NONE,1,Lalita Ramkrishna Kerkar,338,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CANDOLIM,V,gp_ward,ward,Other than Woman,NONE,0,Patrick Francis Xavier Sebastian Gonsalves,453,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CANDOLIM,VI,gp_ward,ward,Other than Woman,NONE,0,Purification Cyprian Fialho,522,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CANDOLIM,VII,gp_ward,ward,Woman,NONE,1,Estella Minguel Mascarenhas,270,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CANDOLIM,VIII,gp_ward,ward,Other than Woman,NONE,0,Lourenco Amancio Fernandes,281,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CANDOLIM,IX,gp_ward,ward,Other than Woman,NONE,0,Anna Maria Alex Maria Soares,173,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CANDOLIM,X,gp_ward,ward,Other than Woman,NONE,0,Dharmendra Satchit Candolkar,141,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,CANDOLIM,XI,gp_ward,ward,Woman,NONE,1,Amalina Jose Dias,123,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,1
Goa,2012,North Goa,Bardez,NERUL,I,gp_ward,ward,BC Other than Woman,BC,0,Narciso Manuel Domingos Pedro de Almeida,280,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,NERUL,II,gp_ward,ward,BC Woman,BC,1,Piedade Narcis Almeida,181,,OBC Wom,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,NERUL,III,gp_ward,ward,Other than Woman,NONE,0,Francisco Edmondo D'costa,129,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,NERUL,IV,gp_ward,ward,Other than Woman,NONE,0,Dasharath Kashinath Kalangutkar,170,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,NERUL,V,gp_ward,ward,Other than Woman,NONE,0,Prakash Manguesh Kalangutkar,127,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,NERUL,VI,gp_ward,ward,Other than Woman,NONE,0,Mahadev Shantaram Rivonkar,162,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,NERUL,VII,gp_ward,ward,Woman,NONE,1,Shashikala Janu Govekar,273,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PENHA-DE- FRANCA,I,gp_ward,ward,Other than Woman,NONE,0,Gajanan Ramnath Halarnkar,102,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PENHA-DE- FRANCA,II,gp_ward,ward,Other than Woman,NONE,0,Ghanasham Pundalik Naik,248,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PENHA-DE- FRANCA,III,gp_ward,ward,Woman,NONE,1,Blanch Francis D'souza,193,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PENHA-DE- FRANCA,IV,gp_ward,ward,Woman,NONE,1,Radhika Gopal Sawant,197,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PENHA-DE- FRANCA,V,gp_ward,ward,Other than Woman,NONE,0,Subhash Harichandra Kalangutkar,239,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PENHA-DE- FRANCA,VI,gp_ward,ward,Other than Woman,NONE,0,Swapnil Rama Chodankar,247,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PENHA-DE- FRANCA,VII,gp_ward,ward,Woman,NONE,1,Dipali Gurunath Vernekar,265,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PENHA-DE- FRANCA,VIII,gp_ward,ward,Other than Woman,NONE,0,Rajesh Tulshidas Valvaikar,322,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PENHA-DE- FRANCA,IX,gp_ward,ward,Other than Woman,NONE,0,Umesh Anant Phadte,501,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PENHA-DE- FRANCA,X,gp_ward,ward,Other than Woman,NONE,0,Vishranti Rajkumar Desai,196,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PENHA-DE- FRANCA,XI,gp_ward,ward,Woman,NONE,1,Safar Kedar Fadte,164,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PILERNE,I,gp_ward,ward,BC Other than Woman,BC,0,Sandeep Kashinath Bandodkar,248,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PILERNE,II,gp_ward,ward,Woman,NONE,1,Sonal Hemant Malvankar,187,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PILERNE,III,gp_ward,ward,Other than Woman,NONE,0,Rupesh Damodar Naik,194,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,2
Goa,2012,North Goa,Bardez,PILERNE,IV,gp_ward,ward,Woman,NONE,1,Damini Dayanand Shirodkar,152,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,PILERNE,V,gp_ward,ward,Other than Woman,NONE,0,Sayajirao Ladko Rane,170,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,PILERNE,VI,gp_ward,ward,BC Other than Woman,BC,0,Karan Kamalakant Govenkar,125,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,PILERNE,VII,gp_ward,ward,Woman,NONE,1,Sangeeta Babani Narvekar,131,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,PILERNE,VIII,gp_ward,ward,BC Other than Woman,BC,0,Amarnath Raghunath Govekar,205,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,PILERNE,IX,gp_ward,ward,BC Other than Woman,BC,0,Santosh Kashinath Bandodkar,202,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,REIS-MAGOES,I,gp_ward,ward,BC Other than Woman,BC,0,Felix Lycas Rodrigues,119,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,REIS-MAGOES,II,gp_ward,ward,BC Woman,BC,1,Snehal Sandeep Gaonkar,140,,OBC Wom,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,REIS-MAGOES,III,gp_ward,ward,Other than Woman,NONE,0,Subhash Gopal Pednekar,123,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,REIS-MAGOES,IV,gp_ward,ward,Woman,NONE,1,Rajani Mahadev Parulekar,115,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,REIS-MAGOES,V,gp_ward,ward,Other than Woman,NONE,0,Virendra Gurudas Shirodkar,95,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,REIS-MAGOES,VI,gp_ward,ward,Other than Woman,NONE,0,Sushmita Subhash Pednekar,228,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,REIS-MAGOES,VII,gp_ward,ward,Woman,NONE,1,Deepali Digamber Korgaonkar,164,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,REIS-MAGOES,VIII,gp_ward,ward,Other than Woman,NONE,0,Prasanna Prabhakar Nagvekar,196,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,REIS-MAGOES,IX,gp_ward,ward,Other than Woman,NONE,0,Kedar Jayprakash Naik,288,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,REIS-MAGOES,X,gp_ward,ward,Other than Woman,NONE,0,Prarthna Keshav Garudi Desai,194,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,REIS-MAGOES,XI,gp_ward,ward,BC Woman,BC,1,Shruti Suraj Chodankar,222,,OBC Wom,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,SALIGAO,I,gp_ward,ward,Other than Woman,NONE,0,Dayanand Kanta Mandrekar,168,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,SALIGAO,II,gp_ward,ward,Woman,NONE,1,Geeta Somanath Rane,237,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,SALIGAO,III,gp_ward,ward,Other than Woman,NONE,0,Eknath Vassant Oraskar,195,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,SALIGAO,IV,gp_ward,ward,Woman,NONE,1,Neha Naresh Kerkar,177,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,SALIGAO,V,gp_ward,ward,BC Other than Woman,BC,0,Nanda Dattaram Virdekar,238,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,SALIGAO,VI,gp_ward,ward,Other than Woman,NONE,0,Pandurang Krishna Harmalkar,215,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,SALIGAO,VII,gp_ward,ward,Woman,NONE,1,Flory Noel Vaz,147,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,SALIGAO,VIII,gp_ward,ward,Other than Woman,NONE,0,Jack Anthony Coelho,276,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,SALIGAO,IX,gp_ward,ward,BC Other than Woman,BC,0,Vithal Digambar Borkar,172,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,3
Goa,2012,North Goa,Bardez,SALVADOR-DO- MUNDO,I,gp_ward,ward,Other than Woman,NONE,0,Vijay Yeshwant Chodankar,177,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SALVADOR-DO- MUNDO,II,gp_ward,ward,Woman,NONE,1,Reena Stephan Fernandes,90,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SALVADOR-DO- MUNDO,III,gp_ward,ward,BC Other than Woman,BC,0,Sandeep Dattaram Salgaonkar,280,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SALVADOR-DO- MUNDO,IV,gp_ward,ward,Woman,NONE,1,Geeta Vijay Dalvi,258,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SALVADOR-DO- MUNDO,V,gp_ward,ward,Other than Woman,NONE,0,Krishnakant Dattaram Chodankar,222,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SALVADOR-DO- MUNDO,VI,gp_ward,ward,Other than Woman,NONE,0,Maximiano Arthur Francisco Xavier Fernandes,71,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SALVADOR-DO- MUNDO,VII,gp_ward,ward,Woman,NONE,1,Bindiya Bhagvant Naik,116,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SALVADOR-DO- MUNDO,VIII,gp_ward,ward,BC Other than Woman,BC,0,Rajesh Narayan Savaikar,253,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SALVADOR-DO- MUNDO,IX,gp_ward,ward,Other than Woman,NONE,0,Stephen Agnelo Albuquerque,187,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SANGOLDA,I,gp_ward,ward,Other than Woman,NONE,0,Divya Deepak Palyekar,90,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SANGOLDA,II,gp_ward,ward,Woman,NONE,1,Resha Rohidas Korgaonkar,127,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SANGOLDA,III,gp_ward,ward,Other than Woman,NONE,0,Sachin Uttam Salgaokar,109,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SANGOLDA,IV,gp_ward,ward,Other than Woman,NONE,0,Nilkant Anant Naik,175,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SANGOLDA,V,gp_ward,ward,BC Other than Woman,BC,0,Uday Namdev Kandolkar,100,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SANGOLDA,VI,gp_ward,ward,Other than Woman,NONE,0,Premanand Krishna Kochrekar,98,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,SANGOLDA,VII,gp_ward,ward,Woman,NONE,1,Vilma Alex Alvares,146,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,ANJUNA CAISUVA,I,gp_ward,ward,Other than Woman,NONE,0,Dinesh Gajanan Patil,349,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,ANJUNA CAISUVA,II,gp_ward,ward,Other than Woman,NONE,0,Shital Sachitanand Dabholkar,333,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,ANJUNA CAISUVA,III,gp_ward,ward,Woman,NONE,1,Sharad Sakharam Naik,217,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,ANJUNA CAISUVA,IV,gp_ward,ward,Woman,NONE,1,Suhasini Surendra Govekar,250,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,ANJUNA CAISUVA,V,gp_ward,ward,Other than Woman,NONE,0,Pratima Raghu Govekar,314,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,4
Goa,2012,North Goa,Bardez,ANJUNA CAISUVA,VI,gp_ward,ward,Other than Woman,NONE,0,Narayan Anant Mayekar,187,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ANJUNA CAISUVA,VII,gp_ward,ward,Woman,NONE,1,Fatima Fernanddo Rebello,310,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ANJUNA CAISUVA,VIII,gp_ward,ward,BC Other than Woman,BC,0,Sandeep Pandurang Chimulkar,218,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ANJUNA CAISUVA,IX,gp_ward,ward,Other than Woman,NONE,0,Lavinio Jude Fernando O.C. Rebello,181,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ANJUNA CAISUVA,X,gp_ward,ward,Other than Woman,NONE,0,Patrick Savio Marcelino Almeida,136,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ANJUNA CAISUVA,XI,gp_ward,ward,BC Woman,BC,1,Sheetal Subhash Naik,222,,OBC Wom,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ARPORA NAGOVA,I,gp_ward,ward,BC Other than Woman,BC,0,SAKARAM PUNDALIK NAIK,177,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ARPORA NAGOVA,II,gp_ward,ward,Woman,NONE,1,SUSHMA SHRIKRISHNA NAGVEKAR,,1,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ARPORA NAGOVA,III,gp_ward,ward,BC Other than Woman,BC,0,Roshan Vasudev Redkar,138,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ARPORA NAGOVA,IV,gp_ward,ward,Other than Woman,NONE,0,Augustinho L. T. Diogo D'Souza,169,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ARPORA NAGOVA,V,gp_ward,ward,Other than Woman,NONE,0,Clefophas Mario Fernandes,113,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ARPORA NAGOVA,VI,gp_ward,ward,Other than Woman,NONE,0,Joseph Francis Fernandes,97,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ARPORA NAGOVA,VII,gp_ward,ward,Woman,NONE,1,Mahima Mahesh Korgaonkar,156,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ASSAGAO,I,gp_ward,ward,Other than Woman,NONE,0,Hanumant Ranu Naik,205,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ASSAGAO,II,gp_ward,ward,Woman,NONE,1,Suvarna Ajit Sawant,146,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ASSAGAO,III,gp_ward,ward,Other than Woman,NONE,0,Rajesh Govind Naik,156,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ASSAGAO,IV,gp_ward,ward,Other than Woman,NONE,0,Victor Peter D'Souza,211,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ASSAGAO,V,gp_ward,ward,BC Other than Woman,BC,0,Anand Shyam Kandolkar,243,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ASSAGAO,VI,gp_ward,ward,Other than Woman,NONE,0,Jallindar Namdev Gaonkar,148,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,ASSAGAO,VII,gp_ward,ward,Woman,NONE,1,Priyanka Prashant Sangelkar,93,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,CAMURLIM,I,gp_ward,ward,Other than Woman,NONE,0,Vishant Ganba Naik Gaonkar,150,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,CAMURLIM,II,gp_ward,ward,BC Woman,BC,1,Savita Subash Korgaonkar,70,,OBC Wom,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,CAMURLIM,III,gp_ward,ward,Other than Woman,NONE,0,Dharmendra Ganesh Parab,156,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,5
Goa,2012,North Goa,Bardez,CAMURLIM,IV,gp_ward,ward,Other than Woman,NONE,0,Bapu Govind Naik,214,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,6
Goa,2012,North Goa,Bardez,CAMURLIM,V,gp_ward,ward,Other than Woman,NONE,0,Gurudas Shamba Khorjuvenkar,161,,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,6
Goa,2012,North Goa,Bardez,CAMURLIM,VI,gp_ward,ward,BC Other than Woman,BC,0,Gajanan Hanumant Salgaonkar,229,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,6
Goa,2012,North Goa,Bardez,CAMURLIM,VII,gp_ward,ward,Woman,NONE,1,Kalpana Rama Dalvi,137,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,6
Goa,2012,North Goa,Bardez,OXEL,I,gp_ward,ward,BC Other than Woman,BC,0,Bharati Vidhyadhar Vaigankar,157,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,6
Goa,2012,North Goa,Bardez,OXEL,II,gp_ward,ward,Woman,NONE,1,Smita Shamsundar Harmalkar,190,,Women,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,6
Goa,2012,North Goa,Bardez,OXEL,III,gp_ward,ward,BC Other than Woman,BC,0,Gajanan Jaidev Narvekar,106,,O.B.C.,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,6
Goa,2012,North Goa,Bardez,OXEL,IV,gp_ward,ward,Other than Woman,NONE,0,Raju Ramnath Banaulikar,,1,General,latin,panres_2012_Bardez.pdf,data/goa/2012/panres_2012_Bardez.pdf,6
