state,year,district,block,gram_panchayat,ward_no,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,votes,reservation_raw,script,source_pdf,source_path,source_page
Goa,2022,South Goa,Canacona,Agonda,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,5
Goa,2022,South Goa,Canacona,Agonda,VI,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,5
Goa,2022,South Goa,Canacona,Agonda,VII,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,6
Goa,2022,South Goa,Canacona,Poinguinim,I,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,6
Goa,2022,South Goa,Canacona,Poinguinim,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,6
Goa,2022,South Goa,Canacona,Poinguinim,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,6
Goa,2022,South Goa,Canacona,Poinguinim,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,6
Goa,2022,South Goa,Canacona,Poinguinim,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,6
Goa,2022,South Goa,Canacona,Poinguinim,VI,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,6
Goa,2022,South Goa,Canacona,Poinguinim,VII,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,6
Goa,2022,South Goa,Canacona,Poinguinim,VIII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,7
Goa,2022,South Goa,Canacona,Poinguinim,IX,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,7
Goa,2022,South Goa,Canacona,Loliem-Polem,I,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,7
Goa,2022,South Goa,Canacona,Loliem-Polem,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,7
Goa,2022,South Goa,Canacona,Loliem-Polem,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,7
Goa,2022,South Goa,Canacona,Loliem-Polem,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,7
Goa,2022,South Goa,Canacona,Loliem-Polem,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,8
Goa,2022,South Goa,Canacona,Loliem-Polem,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,8
Goa,2022,South Goa,Canacona,Loliem-Polem,VII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,8
Goa,2022,South Goa,Canacona,Loliem-Polem,VIII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,8
Goa,2022,South Goa,Canacona,Loliem-Polem,IX,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,8
Goa,2022,South Goa,Canacona,Gaondongrem,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,9
Goa,2022,South Goa,Canacona,Gaondongrem,II,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,9
Goa,2022,South Goa,Canacona,Gaondongrem,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,9
Goa,2022,South Goa,Canacona,Gaondongrem,IV,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,9
Goa,2022,South Goa,Canacona,Gaondongrem,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,9
Goa,2022,South Goa,Canacona,Gaondongrem,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,9
Goa,2022,South Goa,Canacona,Gaondongrem,VII,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,10
Goa,2022,South Goa,Canacona,Gaondongrem,VIII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,10
Goa,2022,South Goa,Canacona,Gaondongrem,IX,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,10
Goa,2022,South Goa,Canacona,Cotigao,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,10
Goa,2022,South Goa,Canacona,Cotigao,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,10
Goa,2022,South Goa,Canacona,Cotigao,III,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,10
Goa,2022,South Goa,Canacona,Cotigao,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,10
Goa,2022,South Goa,Canacona,Cotigao,V,gp_ward,ward,ST Other than Woman,ST,0,,,ST,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,10
Goa,2022,South Goa,Canacona,Cotigao,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,11
Goa,2022,South Goa,Canacona,Cotigao,VII,gp_ward,ward,ST Woman,ST,1,,,ST Women,latin,list-of-validly-nominated-candidates-canaconavp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-canaconavp_2022.pdf,11
Goa,2022,North Goa,Pernem,Mandrem,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,1
Goa,2022,North Goa,Pernem,Mandrem,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,1
Goa,2022,North Goa,Pernem,Mandrem,III,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,1
Goa,2022,North Goa,Pernem,Mandrem,IV,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,2
Goa,2022,North Goa,Pernem,Mandrem,V,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,2
Goa,2022,North Goa,Pernem,Mandrem,VI,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,2
Goa,2022,North Goa,Pernem,Mandrem,VII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,2
Goa,2022,North Goa,Pernem,Mandrem,VIII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,3
Goa,2022,North Goa,Pernem,Mandrem,IX,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,3
Goa,2022,North Goa,Pernem,Mandrem,X,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,3
Goa,2022,North Goa,Pernem,Mandrem,XI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,3
Goa,2022,North Goa,Pernem,Arambol,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,4
Goa,2022,North Goa,Pernem,Arambol,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,4
Goa,2022,North Goa,Pernem,Arambol,III,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,4
Goa,2022,North Goa,Pernem,Arambol,IV,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,5
Goa,2022,North Goa,Pernem,Arambol,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,5
Goa,2022,North Goa,Pernem,Arambol,VII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,5
Goa,2022,North Goa,Pernem,Arambol,VIII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,6
Goa,2022,North Goa,Pernem,Arambol,IX,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,6
Goa,2022,North Goa,Pernem,Paliem,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,6
Goa,2022,North Goa,Pernem,Paliem,II,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,6
Goa,2022,North Goa,Pernem,Paliem,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,6
Goa,2022,North Goa,Pernem,Paliem,IV,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,7
Goa,2022,North Goa,Pernem,Paliem,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,7
Goa,2022,North Goa,Pernem,Paliem,VI,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,7
Goa,2022,North Goa,Pernem,Paliem,VII,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,7
Goa,2022,North Goa,Pernem,Querim- Tiracol,I,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,7
Goa,2022,North Goa,Pernem,Querim- Tiracol,II,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,7
Goa,2022,North Goa,Pernem,Querim- Tiracol,III,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,8
Goa,2022,North Goa,Pernem,Querim- Tiracol,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,8
Goa,2022,North Goa,Pernem,Querim- Tiracol,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,8
Goa,2022,North Goa,Pernem,Querim- Tiracol,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,9
Goa,2022,North Goa,Pernem,Querim- Tiracol,VII,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,9
Goa,2022,North Goa,Pernem,Corgao,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,9
Goa,2022,North Goa,Pernem,Corgao,II,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,9
Goa,2022,North Goa,Pernem,Corgao,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,10
Goa,2022,North Goa,Pernem,Corgao,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,10
Goa,2022,North Goa,Pernem,Corgao,V,gp_ward,ward,SC Other than Woman,SC,0,,,SC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,10
Goa,2022,North Goa,Pernem,Corgao,VI,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,10
Goa,2022,North Goa,Pernem,Corgao,VII,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,10
Goa,2022,North Goa,Pernem,Corgao,VIII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,11
Goa,2022,North Goa,Pernem,Corgao,IX,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,11
Goa,2022,North Goa,Pernem,Parcem,I,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,11
Goa,2022,North Goa,Pernem,Parcem,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,12
Goa,2022,North Goa,Pernem,Parcem,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,12
Goa,2022,North Goa,Pernem,Parcem,IV,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,12
Goa,2022,North Goa,Pernem,Parcem,V,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,12
Goa,2022,North Goa,Pernem,Parcem,VI,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,13
Goa,2022,North Goa,Pernem,Parcem,VII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,13
Goa,2022,North Goa,Pernem,Agarwada- Chopdem,I,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,13
Goa,2022,North Goa,Pernem,Agarwada- Chopdem,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,13
Goa,2022,North Goa,Pernem,Agarwada- Chopdem,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,13
Goa,2022,North Goa,Pernem,Agarwada- Chopdem,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,13
Goa,2022,North Goa,Pernem,Agarwada- Chopdem,V,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,14
Goa,2022,North Goa,Pernem,Agarwada- Chopdem,VI,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,14
Goa,2022,North Goa,Pernem,Agarwada- Chopdem,VII,gp_ward,ward,SC Other than Woman,SC,0,,,SC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,14
Goa,2022,North Goa,Pernem,Morjim,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,14
Goa,2022,North Goa,Pernem,Morjim,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,15
Goa,2022,North Goa,Pernem,Morjim,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,15
Goa,2022,North Goa,Pernem,Morjim,IV,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,15
Goa,2022,North Goa,Pernem,Morjim,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,15
Goa,2022,North Goa,Pernem,Morjim,VI,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,15
Goa,2022,North Goa,Pernem,Morjim,VII,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,16
Goa,2022,North Goa,Pernem,Morjim,VIII,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,16
Goa,2022,North Goa,Pernem,Morjim,IX,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,16
Goa,2022,North Goa,Pernem,Dhargalim,I,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,16
Goa,2022,North Goa,Pernem,Dhargalim,II,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,16
Goa,2022,North Goa,Pernem,Dhargalim,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,17
Goa,2022,North Goa,Pernem,Dhargalim,IV,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,17
Goa,2022,North Goa,Pernem,Dhargalim,V,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,17
Goa,2022,North Goa,Pernem,Dhargalim,VI,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,17
Goa,2022,North Goa,Pernem,Dhargalim,VII,gp_ward,ward,Woman,NONE,1,,,Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,18
Goa,2022,North Goa,Pernem,Dhargalim,VIII,gp_ward,ward,SC Other than Woman,SC,0,,,SC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,18
Goa,2022,North Goa,Pernem,Dhargalim,IX,gp_ward,ward,BC Other than Woman,BC,0,,,OBC,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,18
Goa,2022,North Goa,Pernem,Tuem,I,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,18
Goa,2022,North Goa,Pernem,Tuem,II,gp_ward,ward,BC Woman,BC,1,,,OBC Women,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,18
Goa,2022,North Goa,Pernem,Tuem,III,gp_ward,ward,Other than Woman,NONE,0,,,General,latin,list-of-validly-nominated-candidates-pernemvp_2022.pdf,data/goa/2022/list-of-validly-nominated-candidates-pernemvp_2022.pdf,18
