DISTRICT,DISTRICT CODE,BLOCK,BLOCK CODE,PANCHAYAT NAME,PANCHAYAT CODE,Total_Pop,Sc_Pop,St_Pop,Obc_Pop,Reserved_2010,caste_reserved_2010,sc_reserved_2010,st_reserved_2010,obc_reserved_2010,female_reserved_2010
24 EAST SINGHBHUM,13,JAMSEDPUR,3,MIDDIL GADARA,130322,4704,88,1485,1236,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,SOUTH GADARA,130323,3845,76,3534,19,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,SOUTH HALUBADANI,130324,4769,150,2424,167,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,MIDDIL HALUDABNI,130325,4319,67,1779,150,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,EAST HALUDABNI,130326,5468,148,1097,178,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,WEST HALUDABNI,130327,5373,449,1647,335,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,NORTH KARANDIH,130328,4697,190,1309,1448,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,SOUTH KARANDIH,130329,4621,16,3114,507,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,EAST GHAGHIDIH,130330,5280,64,1790,1056,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,NORTH GHAGHIDIH,130331,5646,80,3268,402,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,MIDDIL GHAGHIDIH,130332,4316,68,3253,626,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,WEST GHAGHIDIH,130333,5095,57,2254,270,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,SOUTH GHAGHIDIH,130334,5645,110,1668,876,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,PUDIHASA,130335,7175,172,2632,225,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,KERUVADUNGARI,130336,4587,165,3914,325,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,BAYANGBIL,130337,4931,20,2954,656,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,HITAKU,130338,5025,157,2749,595,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,KHAKADIPADA,130339,4099,156,1221,501,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,SOUTH CHOTAGOVINDPUR,130340,5451,98,320,1782,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,SOUTH MIDDIL CHOTAGOVINDPUR,130341,5137,73,66,438,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,WEST CHOTAGOVINDPUR,130342,4255,54,1444,1207,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,EAST CHOTAGOVINDPUR,130343,5371,171,42,1543,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,NORTH CHOTAGOVINDPUR,130344,4567,75,55,1030,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,WEST GHODABANDH,130345,4569,25,17,692,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,NORTH GHODABANDH,130346,5387,18,8,816,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,EAST GHODABANDH,130347,4768,262,475,160,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,LUABAASA,130348,4732,43,1677,1567,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,HURLUNG,130349,4974,89,1926,1432,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,DEVGHAR,130350,5603,263,3006,1173,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,PALASBANI,130351,4932,292,2941,355,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,BADABANKI,130352,4797,135,1580,2244,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,BEKO,130353,4345,4,1740,1932,1,1,0,1,0,1
24 EAST SINGHBHUM,13,JAMSEDPUR,3,BELAJUDI,130354,5918,59,1529,2899,1,1,0,1,0,0
24 EAST SINGHBHUM,13,JAMSEDPUR,3,DALDALI,130355,3957,93,2050,1231,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,TENTLA,130401,5489,360,3617,1369,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,CHANDPUR,130402,4380,115,3295,622,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,MATAKU,130403,4737,71,3090,1269,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,SHANKARDA,130404,4454,54,2615,1776,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,HADTOPA,130405,4099,150,1895,301,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,HATHIBINDHA,130406,6303,228,1262,4396,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,DOMJUDI,130407,5475,26,3222,393,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,AASANBANI,130408,5399,218,1215,2176,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,KULDIHA,130409,5690,34,1305,3331,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,BHATIN,130410,5786,128,4145,1003,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,DHIRAUL,130411,6107,49,2623,2924,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,SOHDA,130412,5206,446,3840,532,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,GWALKATA,130413,5358,449,3932,167,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,KALIKAPUR,130414,6059,210,1930,2167,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,MAANPUR,130415,4996,53,2390,368,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,HENSALBIL,130416,4817,180,3120,1181,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,POTKA,130417,6113,190,2156,2893,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,SANGRAM,130418,5482,91,1706,351,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,PODADIH,130419,5646,607,2677,1631,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,JUDI,130420,4999,140,2493,0,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,HALDIPOKHAR EAST,130421,4423,634,550,2549,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,HALDIPOKHAR WEST,130422,4422,0,0,2519,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,GANGADIH,130423,4778,0,3244,1487,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,RASUNCHOPA,130424,5145,199,3440,1489,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,HENSDA,130425,4288,401,1754,1700,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,CHAKRI,130426,3988,91,3253,256,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,TANGRAIN,130427,4943,170,2261,1537,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,KOVALI,130428,5708,201,2065,3074,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,JAANAMDIH,130429,5304,340,3360,1037,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,JAMADA,130430,5278,282,2264,1910,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,HENSALAAMDA,130431,4489,86,2682,1046,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,TENTALAPODA,130432,2584,0,2519,65,1,1,0,1,0,1
24 EAST SINGHBHUM,13,POTKA,4,HARINA,130433,5430,911,3847,467,1,1,0,1,0,0
24 EAST SINGHBHUM,13,POTKA,4,NARDA,130434,5104,6,4638,261,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GHAATSHILA,5,BAGHUDIYA,130501,4702,19,3753,362,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GHAATSHILA,5,BADA KHURSI,130502,5599,306,1292,3109,1,1,0,1,0,0
24 EAST SINGHBHUM,13,GHAATSHILA,5,JODISA,130503,5583,216,1597,3031,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GHAATSHILA,5,ULDA,130504,4950,136,1711,2055,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GHAATSHILA,5,MAHULIYA,130505,5179,364,1392,1877,1,1,0,1,0,0
24 EAST SINGHBHUM,13,GHAATSHILA,5,HENDALJUDI,130506,4606,537,2734,924,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GHAATSHILA,5,BANKATI,130507,5680,727,2926,1587,1,1,0,1,0,0
24 EAST SINGHBHUM,13,GHAATSHILA,5,NORTH MAUBHANDAR,130508,4865,331,1368,970,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GHAATSHILA,5,WEST MAUBHANDAR,130509,4715,523,635,926,1,1,0,1,0,0
24 EAST SINGHBHUM,13,GHAATSHILA,5,EAST MAUBHANDAR,130510,4737,526,638,930,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GHAATSHILA,5,GOPALPUR,130511,6399,364,571,1112,1,1,0,1,0,0
24 EAST SINGHBHUM,13,GHAATSHILA,5,DHARMBAHAL,130512,6308,584,760,2059,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GHAATSHILA,5,PABDA,130513,6370,881,797,1773,1,1,0,1,0,0
24 EAST SINGHBHUM,13,GHAATSHILA,5,GHATSHILA,130514,5801,737,258,2758,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GHAATSHILA,5,KASHIDA,130515,6680,148,3025,2347,1,1,0,1,0,0
24 EAST SINGHBHUM,13,GHAATSHILA,5,KALCHIPI,130516,5515,218,3365,1498,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GHAATSHILA,5,JHANTIJHARNA,130517,2941,2,2741,125,1,1,0,1,0,0
24 EAST SINGHBHUM,13,GHAATSHILA,5,BHADOVA,130518,4796,18,3616,729,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GHAATSHILA,5,BADAJUDI,130519,4556,8,2114,2164,1,1,0,1,0,0
24 EAST SINGHBHUM,13,GHAATSHILA,5,BANKI ,130520,4980,53,3634,1029,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GHAATSHILA,5,KADADUBA,130521,4763,283,2737,1177,1,1,0,1,0,0
24 EAST SINGHBHUM,13,GHAATSHILA,5,AASNA,130522,5405,0,4750,395,1,1,0,1,0,1
24 EAST SINGHBHUM,13,MUSHABANI,6,NORTH ECHADA,130601,5929,701,1467,1037,1,1,0,1,0,1
24 EAST SINGHBHUM,13,MUSHABANI,6,SOUTH ECHADA,130602,6500,372,870,728,1,1,0,1,0,0
24 EAST SINGHBHUM,13,MUSHABANI,6,MAATIGODA,130603,5142,357,3020,1050,1,1,0,1,0,1
24 EAST SINGHBHUM,13,MUSHABANI,6,MURGAGHUTU,130604,4903,188,1136,1474,1,1,0,1,0,0
24 EAST SINGHBHUM,13,MUSHABANI,6,TERENGA,130605,5997,189,4320,828,1,1,0,1,0,1
24 EAST SINGHBHUM,13,MUSHABANI,6,FOREST BLOCK,130606,5956,75,5030,380,1,1,0,1,0,0
24 EAST SINGHBHUM,13,MUSHABANI,6,BENASHOL,130607,5654,387,2590,604,1,1,0,1,0,1
24 EAST SINGHBHUM,13,MUSHABANI,6,SURDA,130608,4908,81,2528,1552,1,1,0,1,0,0
24 EAST SINGHBHUM,13,MUSHABANI,6,MEDHIYA,130609,4450,46,3030,701,1,1,0,1,0,1
24 EAST SINGHBHUM,13,MUSHABANI,6,EAST MUSABANI,130610,5500,511,1215,954,1,1,0,1,0,0
24 EAST SINGHBHUM,13,MUSHABANI,6,WEST MUSABANI,130611,5599,485,758,1179,1,1,0,1,0,1
24 EAST SINGHBHUM,13,MUSHABANI,6,DHOBANI,130612,6184,241,4843,418,1,1,0,1,0,0
24 EAST SINGHBHUM,13,MUSHABANI,6,NORHT BADIYA,130613,4968,1099,425,573,1,1,0,1,0,1
24 EAST SINGHBHUM,13,MUSHABANI,6,SOUTH BADIYA,130614,4880,353,695,425,1,1,0,1,0,0
24 EAST SINGHBHUM,13,MUSHABANI,6,EAST BADIYA,130615,5100,152,1422,1450,1,1,0,1,0,1
24 EAST SINGHBHUM,13,MUSHABANI,6,WEST BADIYA,130616,4990,621,983,354,1,1,0,1,0,0
24 EAST SINGHBHUM,13,MUSHABANI,6,KUILISUTA,130617,4971,607,3100,727,1,1,0,1,0,1
24 EAST SINGHBHUM,13,MUSHABANI,6,GOHLA,130618,5156,24,2796,1796,1,1,0,1,0,0
24 EAST SINGHBHUM,13,MUSHABANI,6,PARULIYA,130619,5690,183,3746,1545,1,1,0,1,0,1
24 EAST SINGHBHUM,13,DUMARIYA,7,KENDUA,130701,5201,13,4760,428,1,1,0,1,0,1
24 EAST SINGHBHUM,13,DUMARIYA,7,KHAIRBANI,130702,5514,527,3566,1280,1,1,0,1,0,0
24 EAST SINGHBHUM,13,DUMARIYA,7,BANKISOL,130703,4569,653,3330,285,1,1,0,1,0,1
24 EAST SINGHBHUM,13,DUMARIYA,7,BADAKAJIYA,130704,5348,39,3112,1246,1,1,0,1,0,0
24 EAST SINGHBHUM,13,DUMARIYA,7,KUMDASHOL,130705,4911,687,2201,1300,1,1,0,1,0,1
24 EAST SINGHBHUM,13,DUMARIYA,7,KHADIDA,130706,5146,147,1861,2711,1,1,0,1,0,0
24 EAST SINGHBHUM,13,DUMARIYA,7,GHOLABEDA,130707,5525,0,4922,528,1,1,0,1,0,1
24 EAST SINGHBHUM,13,DUMARIYA,7,KANTASHOL,130708,6060,130,5372,476,1,1,0,1,0,0
24 EAST SINGHBHUM,13,DUMARIYA,7,PALASHBANI,130709,5458,1253,3403,579,1,1,0,1,0,1
24 EAST SINGHBHUM,13,DUMARIYA,7,AASTAKOVALI,130710,5883,30,4541,1253,1,1,0,1,0,0
24 EAST SINGHBHUM,13,GUNDABANDA,8,BHALAKI GRAM,130801,4232,0,3702,367,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GUNDABANDA,8,FOREST BLOCK,130802,5176,0,4285,860,1,1,0,1,0,0
24 EAST SINGHBHUM,13,GUNDABANDA,8,GUNDABAND,130803,5606,167,4013,792,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GUNDABANDA,8,SINGHPURA,130804,4159,0,1942,1645,1,1,0,1,0,0
24 EAST SINGHBHUM,13,GUNDABANDA,8,MUDAKATI,130805,4742,500,2812,1119,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GUNDABANDA,8,BALIJUDI,130806,4866,332,3226,333,1,1,0,1,0,0
24 EAST SINGHBHUM,13,GUNDABANDA,8,ANGAARPADA,130807,4071,176,2525,355,1,1,0,1,0,1
24 EAST SINGHBHUM,13,GUNDABANDA,8,BANMAKARI ,130808,4148,114,1234,946,1,1,0,1,0,0
24 EAST SINGHBHUM,13,DHALBHUMGARH,9,JUNBANI,130901,5335,85,3828,1038,1,1,0,1,0,1
24 EAST SINGHBHUM,13,DHALBHUMGARH,9,MAIDASHOLI,130902,4464,63,3134,1210,1,1,0,1,0,0
24 EAST SINGHBHUM,13,DHALBHUMGARH,9,CHUKARIPADA,130903,4887,19,3061,1480,1,1,0,1,0,1
24 EAST SINGHBHUM,13,DHALBHUMGARH,9,RAVATADA,130904,5038,0,4333,451,1,1,0,1,0,0
24 EAST SINGHBHUM,13,DHALBHUMGARH,9,JUGISHOL,130905,5477,10,2681,1523,1,1,0,1,0,1
24 EAST SINGHBHUM,13,DHALBHUMGARH,9,PAVADA NARSINGHGARH,130906,4800,436,2113,1473,1,1,0,1,0,0
24 EAST SINGHBHUM,13,DHALBHUMGARH,9,KANAS,130907,4494,12,2894,1365,1,1,0,1,0,1
24 EAST SINGHBHUM,13,DHALBHUMGARH,9,KOKPADA NARSINGHGARD,130908,4703,662,398,1461,1,1,0,1,0,0
24 EAST SINGHBHUM,13,DHALBHUMGARH,9,NUTANGARH,130909,5046,278,2779,945,1,1,0,1,0,1
24 EAST SINGHBHUM,13,DHALBHUMGARH,9,MOHULISHOL,130910,4920,254,2112,2323,1,1,0,1,0,0
24 EAST SINGHBHUM,13,DHALBHUMGARH,9,KOKPADA  ,130911,4191,238,1684,994,1,1,0,1,0,1
24 EAST SINGHBHUM,13,CHAKULIYA,10,MATIYABANDHI,131001,4845,106,2104,2112,1,1,0,1,0,1
24 EAST SINGHBHUM,13,CHAKULIYA,10,BARDI KANPUR KALAPATHAR,131002,5211,14,4422,498,1,1,0,1,0,0
24 EAST SINGHBHUM,13,CHAKULIYA,10,CHALUNIYA,131003,4990,116,2112,1535,1,1,0,1,0,1
24 EAST SINGHBHUM,13,CHAKULIYA,10,SIMADI,131004,4775,505,1910,1928,1,1,0,1,0,0
24 EAST SINGHBHUM,13,CHAKULIYA,10,BEERDOH,131005,5319,478,2260,1764,1,1,0,1,0,1
24 EAST SINGHBHUM,13,CHAKULIYA,10,BEND,131006,5162,175,2034,1948,1,1,0,1,0,0
24 EAST SINGHBHUM,13,CHAKULIYA,10,JUGITOPA,131007,4532,19,2166,1860,1,1,0,1,0,1
24 EAST SINGHBHUM,13,CHAKULIYA,10,KUCHIYASHOLI,131008,4997,241,1734,1964,1,1,0,1,0,0
24 EAST SINGHBHUM,13,CHAKULIYA,10,BHATKUNDA,131009,4864,51,1543,1831,1,1,0,1,0,1
24 EAST SINGHBHUM,13,CHAKULIYA,10,SONAHATU,131010,5081,81,3183,933,1,1,0,1,0,0
24 EAST SINGHBHUM,13,CHAKULIYA,10,MAALKUNDI,131011,5584,213,2255,2685,1,1,0,1,0,1
24 EAST SINGHBHUM,13,CHAKULIYA,10,KALIYAAM,131012,5403,187,2709,1823,1,1,0,1,0,0
24 EAST SINGHBHUM,13,CHAKULIYA,10,CHANDANPUR,131013,4623,33,3167,982,1,1,0,1,0,1
24 EAST SINGHBHUM,13,CHAKULIYA,10,SHYAMSUNDARPUR,131014,4523,440,2318,369,1,1,0,1,0,0
24 EAST SINGHBHUM,13,CHAKULIYA,10,JAMUA,131015,5284,78,3512,1251,1,1,0,1,0,1
24 EAST SINGHBHUM,13,CHAKULIYA,10,BADAMARA,131016,4761,7,3702,875,1,1,0,1,0,0
24 EAST SINGHBHUM,13,CHAKULIYA,10,LODHASHOLI,131017,4777,51,1971,2543,1,1,0,1,0,1
24 EAST SINGHBHUM,13,CHAKULIYA,10,KALAPATHAR,131018,4528,32,3398,871,1,1,0,1,0,0
24 EAST SINGHBHUM,13,CHAKULIYA,10,SARDIHA,131019,5222,37,2191,1931,1,1,0,1,0,1
24 EAST SINGHBHUM,13,BAHRAGODA,11,MUTURKHAM,131101,4782,0,3627,884,1,1,0,1,0,1
24 EAST SINGHBHUM,13,BAHRAGODA,11,CHINGRA,131102,5235,75,3256,971,1,1,0,1,0,0
24 EAST SINGHBHUM,13,BAHRAGODA,11,PURNAPANI,131103,4730,76,3629,713,1,1,0,1,0,1
24 EAST SINGHBHUM,13,BAHRAGODA,11,KESHARDA,131104,4824,326,1125,672,1,1,0,1,0,0
24 EAST SINGHBHUM,13,BAHRAGODA,11,GUHIYAPAL,131105,5095,200,2519,1045,1,1,0,1,0,1
24 EAST SINGHBHUM,13,BAHRAGODA,11,PATHARI,131106,5245,529,1101,246,1,1,0,1,0,0
24 EAST SINGHBHUM,13,BAHRAGODA,11,BANKATA,131107,4736,603,1716,416,1,1,0,1,0,1
24 EAST SINGHBHUM,13,BAHRAGODA,11,MAIDA  ,131108,4356,555,946,257,1,1,0,1,0,0
24 EAST SINGHBHUM,13,BAHRAGODA,11,PAATPUR,131109,5411,490,594,1559,1,1,0,1,0,1
24 EAST SINGHBHUM,13,BAHRAGODA,11,RAJLABANDH,131110,5687,239,1646,1328,1,1,0,1,0,0
24 EAST SINGHBHUM,13,BAHRAGODA,11,MAATIHANA,131111,5839,372,2106,2052,1,1,0,1,0,1
24 EAST SINGHBHUM,13,BAHRAGODA,11,BHUTIYA,131112,4566,58,3944,473,1,1,0,1,0,0
24 EAST SINGHBHUM,13,BAHRAGODA,11,PATHARA,131113,4816,15,2865,865,1,1,0,1,0,1
24 EAST SINGHBHUM,13,BAHRAGODA,11,MANUSHMUDIYA,131114,5026,562,702,398,1,1,0,1,0,0
24 EAST SINGHBHUM,13,BAHRAGODA,11,SANDRA,131115,5303,184,2274,1539,1,1,0,1,0,1
24 EAST SINGHBHUM,13,BAHRAGODA,11,KHANDAMAIDA,131116,6095,320,1570,1144,1,1,0,1,0,0
24 EAST SINGHBHUM,13,BAHRAGODA,11,GAMARIYA,131117,4726,21,3126,581,1,1,0,1,0,1
24 EAST SINGHBHUM,13,BAHRAGODA,11,DOMJUDI,131118,5030,752,1120,778,1,1,0,1,0,0
24 EAST SINGHBHUM,13,BAHRAGODA,11,SAKRA,131119,5171,329,1388,528,1,1,0,1,0,1
24 EAST SINGHBHUM,13,BAHRAGODA,11,BARAGADIYA,131120,4546,310,1800,824,1,1,0,1,0,0
24 EAST SINGHBHUM,13,BAHRAGODA,11,BAHULIYA,131121,5888,213,111,872,1,1,0,1,0,1
24 EAST SINGHBHUM,13,BAHRAGODA,11,KUMARDUBI,131122,5139,504,971,814,1,1,0,1,0,0
24 EAST SINGHBHUM,13,BAHRAGODA,11,CHOTAPARULIYA,131123,5424,549,1251,1369,1,1,0,1,0,1
24 EAST SINGHBHUM,13,BAHRAGODA,11,BARHAMANKUNDI,131124,4203,519,898,928,1,1,0,1,0,0
24 EAST SINGHBHUM,13,BAHRAGODA,11,KHEDUA,131125,4625,350,1158,369,1,1,0,1,0,1
24 EAST SINGHBHUM,13,BAHRAGODA,11,GOPALPUR,131126,5205,503,640,202,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,ECHAGARH,1,SITU,140101,6035,495,1283,3346,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,ECHAGARH,1,SODO,140102,6126,319,911,4532,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,ECHAGARH,1,TUTA,140103,5652,101,1813,3402,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,ECHAGARH,1,TIKAR,140104,6095,282,2253,3436,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,ECHAGARH,1,TIRULDIH,140105,6205,293,2637,2945,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,ECHAGARH,1,DEVALTAND,140106,5840,806,2448,2117,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,ECHAGARH,1,NADISAI,140107,4811,431,2160,1874,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,ECHAGARH,1,GUDARI,140108,3630,452,1596,1434,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,ECHAGARH,1,LEPATAND,140109,4693,661,2502,1350,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,ECHAGARH,1,CHIMTIYA,140110,4697,51,846,3135,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,ECHAGARH,1,MAISADA,140111,4158,140,1341,1696,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,ECHAGARH,1,PAATKUM,140112,4252,1084,365,2531,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,ECHAGARH,1,GAURANGKOCHA,140113,4229,43,1881,2219,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,ECHAGARH,1,BANDU,140114,3800,17,1944,1665,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,KUKADOO,2,TIRULDIH,140201,4513,374,1130,2693,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,KUKADOO,2,CHAUDA,140202,5581,441,471,3672,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,KUKADOO,2,KUKADU,140203,4573,230,673,3409,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,KUKADOO,2,ECHADIH,140204,4396,257,724,3290,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,KUKADOO,2,LETEMADA,140205,4544,192,510,3602,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,KUKADOO,2,BERADI SIRUM,140206,5919,178,822,4649,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,KUKADOO,2,JANUM,140207,4854,166,349,3921,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,KUKADOO,2,PARGAAMA,140208,5485,28,2093,3136,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,KUKADOO,2,ODIYA,140209,5509,140,582,3945,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,NEEMDIH,3,JHIMARI,140301,5183,261,295,4513,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,NEEMDIH,3,LAKDI,140302,5475,15,2036,3169,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,NEEMDIH,3,HEBEN,140303,6067,70,2155,3048,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,NEEMDIH,3,GUNDA ,140304,5409,189,984,3683,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,NEEMDIH,3,CHINGARAPASKIDIH,140305,4792,119,2906,1601,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,NEEMDIH,3,AADARDIH,140306,5932,442,834,3942,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,NEEMDIH,3,GAURDIH,140307,5203,273,1726,2846,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,NEEMDIH,3,BAREDA,140308,4642,206,3592,539,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,NEEMDIH,3,SAMAANPUR,140309,4565,218,2529,1529,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,NEEMDIH,3,TENGADIH,140310,4304,331,2290,1090,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,NEEMDIH,3,CHALIYAAMA,140311,4919,154,2543,1836,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,NEEMDIH,3,TILLA,140312,5414,555,1158,2941,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,NEEMDIH,3,LUPUNGDIH,140313,6116,393,2011,2896,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,CHAANDIL,4,URMAAL,140401,4627,63,1377,2715,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,CHAANDIL,4,JHABARI,140402,4888,918,1464,2049,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,CHAANDIL,4,HESAKOCHA,140403,5639,117,4792,539,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,CHAANDIL,4,MATAKAMDIH,140404,4666,13,3286,1314,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,CHAANDIL,4,DHUNABURU,140405,6791,244,2603,3478,1,1,0,1,0,1
23 SARAIKELA KHARSAWAN,14,CHAANDIL,4,KHUNTI,140406,5581,365,851,4017,1,1,0,1,0,0
23 SARAIKELA KHARSAWAN,14,CHAANDIL,4,CHAULIVAASA,140407,5005,455,1317,2509,1,1,0,1,0,1
