sr_no,district,municipal_board_council_corp,name,ward_no,elected_member_name,elected_member_educ
1839,SIROHI,NAGAR PALIKA,ABU PARVAT,4,BHARAT BANSAL,GRADUATE
1840,SIROHI,NAGAR PALIKA,ABU PARVAT,5,RANJEET KUMAR,5th
1841,SIROHI,NAGAR PALIKA,ABU PARVAT,6,MANGILAL KABRA,GRADUATE
1842,SIROHI,NAGAR PALIKA,ABU PARVAT,7,DHIRAJ SOLANKI,GRADUATE
1843,SIROHI,NAGAR PALIKA,ABU PARVAT,8,JEETU RANA,LITERATE
1844,SIROHI,NAGAR PALIKA,ABU PARVAT,9,SUNIL KUMAR,POST GRADUATION
1845,SIROHI,NAGAR PALIKA,ABU PARVAT,10,MANGAL SINGH,POST GRADUATION
1846,SIROHI,NAGAR PALIKA,ABU PARVAT,11,DEVENDRA JANI,8th
1847,SIROHI,NAGAR PALIKA,ABU PARVAT,12,LEELA DEVI,7th
1848,SIROHI,NAGAR PALIKA,ABU PARVAT,13,SUMAN,LITERATE
1849,SIROHI,NAGAR PALIKA,ABU PARVAT,14,JASHODA,LITERATE
1850,SIROHI,NAGAR PALIKA,ABU PARVAT,15,DEVILAL,10th
1851,SIROHI,NAGAR PALIKA,ABU PARVAT,16,SAURABH P GANGDIY A,GRADUATE
1852,SIROHI,NAGAR PALIKA,ABU PARVAT,17,ANIL KUMAR,12th
1853,SIROHI,NAGAR PALIKA,ABU PARVAT,18,SUNIL ACHRAYA,Diploma
1854,SIROHI,NAGAR PALIKA,ABU PARVAT,19,AMIT MAKWANA,LITERATE
1855,SIROHI,NAGAR PALIKA,ABU PARVAT,20,SANTOSH,7th
1856,SIROHI,NAGAR PALIKA,ABU PARVAT,21,TASLIM BANO,POST GRADUATION
1857,SIROHI,NAGAR PALIKA,ABU PARVAT,22,ALKA BEN,10th
1858,SIROHI,NAGAR PALIKA,ABU PARVAT,23,VIMLA ADIWAL,LITERATE
1859,SIROHI,NAGAR PALIKA,ABU PARVAT,24,PANKAJ,8th
1860,SIROHI,NAGAR PALIKA,ABU PARVAT,25,SANGEETA,10th
1861,SIROHI,NAGAR PALIKA,PINDW ARA,1,LATIF KHAN,12th
1862,SIROHI,NAGAR PALIKA,PINDW ARA,2,HIRI,ILLITERA TE
1863,SIROHI,NAGAR PALIKA,PINDW ARA,3,PRAKASH,GRADUATE
1864,SIROHI,NAGAR PALIKA,PINDW ARA,4,SURESH KUMAR,GRADUATE
1865,SIROHI,NAGAR PALIKA,PINDW ARA,5,NEELAM,GRADUATE
1866,SIROHI,NAGAR PALIKA,PINDW ARA,6,JITENDRA KUMAR,GRADUATE
1867,SIROHI,NAGAR PALIKA,PINDW ARA,7,TEENA DEVI,ILLITERA TE
1868,SIROHI,NAGAR PALIKA,PINDW ARA,8,PARBAT SINGH,12th
1869,SIROHI,NAGAR PALIKA,PINDW ARA,9,RATAN CHAND,10th
1870,SIROHI,NAGAR PALIKA,PINDW ARA,10,SHANKAR LAL,POST GRADUATION
1871,SIROHI,NAGAR PALIKA,PINDW ARA,11,DEVI,ILLITERA TE
1872,SIROHI,NAGAR PALIKA,PINDW ARA,12,PURNIMA DEVI,8th
1873,SIROHI,NAGAR PALIKA,PINDW ARA,13,KAILASH KUMAR,10th
1874,SIROHI,NAGAR PALIKA,PINDW ARA,14,NEERU DEVI,8th
1875,SIROHI,NAGAR PALIKA,PINDW ARA,15,SURESH KUMAR MEW ADA,12th
1876,SIROHI,NAGAR PALIKA,PINDW ARA,16,CHHAGAN LAL,8th
1877,SIROHI,NAGAR PALIKA,PINDW ARA,17,BINDIY A,8th
1878,SIROHI,NAGAR PALIKA,PINDW ARA,18,HASHRAT NISHA,9th
1879,SIROHI,NAGAR PALIKA,PINDW ARA,19,CHEKA RAM,8th
1880,SIROHI,NAGAR PALIKA,PINDW ARA,20,SANJAY KUMAR,10th
1881,SIROHI,NAGAR PALIKA,PINDW ARA,21,CHAMPAT LAL,10th
1882,SIROHI,NAGAR PALIKA,PINDW ARA,22,NEETA,10th
1883,SIROHI,NAGAR PALIKA,PINDW ARA,23,JAGDISH KUMAR,ILLITERA TE
1884,SIROHI,NAGAR PALIKA,PINDW ARA,24,ARVIND KUMAR,10th
1885,SIROHI,NAGAR PALIKA,PINDW ARA,25,ACHAL SINGH,12th
1886,SIROHI,NAGAR PALIKA,SHEOGANJ,1,CHAMPA DEVI,7th
1887,SIROHI,NAGAR PALIKA,SHEOGANJ,2,DINESH KUMAR,GRADUATE
1888,SIROHI,NAGAR PALIKA,SHEOGANJ,3,GURMEET KOUR,ILLITERA TE
1889,SIROHI,NAGAR PALIKA,SHEOGANJ,4,RUPA DEVI,LITERATE
1890,SIROHI,NAGAR PALIKA,SHEOGANJ,5,KISTURCHAND,10th
1891,SIROHI,NAGAR PALIKA,SHEOGANJ,6,RAJESH AHEER,POST GRADUATION
1892,SIROHI,NAGAR PALIKA,SHEOGANJ,7,JAI SHRI,LITERATE
1893,SIROHI,NAGAR PALIKA,SHEOGANJ,8,SABIRA,LITERATE
1894,SIROHI,NAGAR PALIKA,SHEOGANJ,9,SHARDA,GRADUATE
1895,SIROHI,NAGAR PALIKA,SHEOGANJ,10,PRAKASHRAJ MEENA,GRADUATE
1896,SIROHI,NAGAR PALIKA,SHEOGANJ,11,PANKAJ,POST GRADUATION
1897,SIROHI,NAGAR PALIKA,SHEOGANJ,12,INDRA KUMARI,10th
1898,SIROHI,NAGAR PALIKA,SHEOGANJ,13,MANJU DEVI,5th
1899,SIROHI,NAGAR PALIKA,SHEOGANJ,14,PUSHPA DEVI,8th
1900,SIROHI,NAGAR PALIKA,SHEOGANJ,15,SHESHMAL GARG,GRADUATE
1901,SIROHI,NAGAR PALIKA,SHEOGANJ,16,MOHAN LAL,GRADUATE
1902,SIROHI,NAGAR PALIKA,SHEOGANJ,17,LAXMAN PARIHAR,10th
1903,SIROHI,NAGAR PALIKA,SHEOGANJ,18,NARAYAN LAL,POST GRADUATION
1904,SIROHI,NAGAR PALIKA,SHEOGANJ,19,ALPESH,10th
1905,SIROHI,NAGAR PALIKA,SHEOGANJ,20,KOKILA MITTAL,12th
1906,SIROHI,NAGAR PALIKA,SHEOGANJ,21,MALAM SINGH,GRADUATE
1907,SIROHI,NAGAR PALIKA,SHEOGANJ,22,JAGVEER SINGH GOHIL,GRADUATE
1908,SIROHI,NAGAR PALIKA,SHEOGANJ,23,BHARAT KUMAR,9th
1909,SIROHI,NAGAR PALIKA,SHEOGANJ,24,VAJINGRAM GANCHI,10th
1910,SIROHI,NAGAR PALIKA,SHEOGANJ,25,SEEMA,5th
1911,SIROHI,NAGAR PALIKA,SHEOGANJ,26,GEETA DEVI,4th
1912,SIROHI,NAGAR PALIKA,SHEOGANJ,27,HABIB KHAN,10th
1913,SIROHI,NAGAR PALIKA,SHEOGANJ,28,CHAMPAT RAJ,10th
1914,SIROHI,NAGAR PALIKA,SHEOGANJ,29,SANJAY KUMAR,8th
1915,SIROHI,NAGAR PALIKA,SHEOGANJ,30,RAJENDRA SINGH,12th
1916,SIROHI,NAGAR PALIKA,SHEOGANJ,31,AKASH KUMAR JAIN,8th
1917,SIROHI,NAGAR PALIKA,SHEOGANJ,32,JAYANTI LAL,9th
1918,SIROHI,NAGAR PALIKA,SHEOGANJ,33,PRAVEEN KUMAR,8th
1919,SIROHI,NAGAR PALIKA,SHEOGANJ,34,RAJENDRA KUMAR,GRADUATE
1920,SIROHI,NAGAR PALIKA,SHEOGANJ,35,HIRAL KUMARI,BTECH
1921,SIROHI,NAGAR PARISHAD,SIROHI,1,PINKI,12th
1922,SIROHI,NAGAR PARISHAD,SIROHI,2,MAHENDRA KUMAR MEWADA,12th
1923,SIROHI,NAGAR PARISHAD,SIROHI,3,JITENDRA,GRADUATE
1924,SIROHI,NAGAR PARISHAD,SIROHI,4,KASTU DEVI,LITERATE
1925,SIROHI,NAGAR PARISHAD,SIROHI,5,MARUF HUSAIN KURESHI,POST GRADUATION
1926,SIROHI,NAGAR PARISHAD,SIROHI,6,AKHILESH KUMAR MODI,POST GRADUATION
1927,SIROHI,NAGAR PARISHAD,SIROHI,7,MAGAN LAL,LITERATE
1928,SIROHI,NAGAR PARISHAD,SIROHI,8,SEETA DEVI,5TH
1929,SIROHI,NAGAR PARISHAD,SIROHI,9,GOVIND KUMAR,9TH
1930,SIROHI,NAGAR PARISHAD,SIROHI,10,GOPAL MALI,GRADUATE
1931,SIROHI,NAGAR PARISHAD,SIROHI,11,SURESH KUMAR,GRADUATE
1932,SIROHI,NAGAR PARISHAD,SIROHI,12,JYOTI TOLANI,GRADUATE
1933,SIROHI,NAGAR PARISHAD,SIROHI,13,VEESARAM,10th
1934,SIROHI,NAGAR PARISHAD,SIROHI,14,BALIKA DEVI,LITERATE
1935,SIROHI,NAGAR PARISHAD,SIROHI,15,ANIL,12th
1936,SIROHI,NAGAR PARISHAD,SIROHI,16,AMBA DEVI,LITERATE
1937,SIROHI,NAGAR PARISHAD,SIROHI,17,GEETA PUROHIT,12th
1938,SIROHI,NAGAR PARISHAD,SIROHI,18,RAJENDRA KUMAR,8TH
1939,SIROHI,NAGAR PARISHAD,SIROHI,19,MANOJ KUMAR,GRADUATE
1940,SIROHI,NAGAR PARISHAD,SIROHI,20,ARUN KUMAR OJHA,POST GRADUATION
1941,SIROHI,NAGAR PARISHAD,SIROHI,21,ANIL KUMAR CHOUHAN,12th
1942,SIROHI,NAGAR PARISHAD,SIROHI,22,TEJA RAM,POST GRADUATION
1943,SIROHI,NAGAR PARISHAD,SIROHI,23,BHARAT KUMAR,GRADUATE
1944,SIROHI,NAGAR PARISHAD,SIROHI,24,AFASHANA KOUSAR,GRADUATE
1945,SIROHI,NAGAR PARISHAD,SIROHI,25,JITENDRA,POST GRADUATION
1946,SIROHI,NAGAR PARISHAD,SIROHI,26,ANIT A,12th
1947,SIROHI,NAGAR PARISHAD,SIROHI,27,DHANPAT SINGH,POST GRADUATION
1948,SIROHI,NAGAR PARISHAD,SIROHI,28,ISHW AR SINGH,POST GRADUATION
1949,SIROHI,NAGAR PARISHAD,SIROHI,29,HANJA DEVI,LITERATE
1950,SIROHI,NAGAR PARISHAD,SIROHI,30,PRAKASH KUMAR,POST GRADUATION
1951,SIROHI,NAGAR PARISHAD,SIROHI,31,PARVEEN KUMAR,10th
1952,SIROHI,NAGAR PARISHAD,SIROHI,32,NIRMALA JATOLIYA,9TH
1953,SIROHI,NAGAR PARISHAD,SIROHI,33,MANI DEVI',LITERATE
1954,SIROHI,NAGAR PARISHAD,SIROHI,34,VIKARAM SINGH,10th
1955,SIROHI,NAGAR PARISHAD,SIROHI,35,SUDHANSHU GOUD,GRADUATE
1956,TONK,NAGARP ARISHAD,TONK,1,MUKESH,5th
1957,TONK,NAGARP ARISHAD,TONK,2,MUKESH KUMAR SAINI,12th
1958,TONK,NAGARP ARISHAD,TONK,3,BAJRANG,GRADUATE
1959,TONK,NAGARP ARISHAD,TONK,4,RAHUL SAINI,12th
1960,TONK,NAGARP ARISHAD,TONK,5,SONA SAINI,12th
1961,TONK,NAGARP ARISHAD,TONK,6,RAJESH KANW AR,12th
1962,TONK,NAGARP ARISHAD,TONK,7,ALI AHAMAD,10th
1963,TONK,NAGARP ARISHAD,TONK,8,AMJAD,LITERATE
1964,TONK,NAGARP ARISHAD,TONK,9,ASHRAF ALI,12th
1965,TONK,NAGARP ARISHAD,TONK,10,RAMDEV,12th
1966,TONK,NAGARP ARISHAD,TONK,11,SHAHEDA BANO,LITERATE
1967,TONK,NAGARP ARISHAD,TONK,12,RAHUL,12th
1968,TONK,NAGARP ARISHAD,TONK,13,RAMCHARAN,10th
1969,TONK,NAGARP ARISHAD,TONK,14,SAHABANA PARVEEN,5th
1970,TONK,NAGARP ARISHAD,TONK,15,HAQIKAT HASAN,12th
1971,TONK,NAGARP ARISHAD,TONK,16,UMAR JAHAN,"PG, PHD"
1972,TONK,NAGARP ARISHAD,TONK,17,KALU RAM SANI,4th
1973,TONK,NAGARP ARISHAD,TONK,18,MAMTA,LITERATE
1974,TONK,NAGARP ARISHAD,TONK,19,GAYATRI DEVI,POST GRADUATION
1975,TONK,NAGARP ARISHAD,TONK,20,LAKSHMI,12th
1976,TONK,NAGARP ARISHAD,TONK,21,KHALID,LITERATE
1977,TONK,NAGARP ARISHAD,TONK,22,GOMADHI,LITERATE
1978,TONK,NAGARP ARISHAD,TONK,23,VIKAS,POST GRADUATION
1979,TONK,NAGARP ARISHAD,TONK,24,MOHMMAD YASEEN,10th
1980,TONK,NAGARP ARISHAD,TONK,25,BHAGHCHAND,10th
1981,TONK,NAGARP ARISHAD,TONK,26,SHAHEED SAEED,12th
1982,TONK,NAGARP ARISHAD,TONK,27,ABDUL MUJIB,LITERATE
1983,TONK,NAGARP ARISHAD,TONK,28,ABDUL MOEED,LITERATE
1984,TONK,NAGARP ARISHAD,TONK,29,AKHATAR KHAN,POST GRADUATION
1985,TONK,NAGARP ARISHAD,TONK,30,BEENA DEVI,12th
1986,TONK,NAGARP ARISHAD,TONK,31,JYOTI SONI,POST GRADUATION
1987,TONK,NAGARP ARISHAD,TONK,32,RESHMA BANO,LITERATE
1988,TONK,NAGARP ARISHAD,TONK,33,KANTA SINGH,GRADUATE
1989,TONK,NAGARP ARISHAD,TONK,34,TABISH,10th
1990,TONK,NAGARP ARISHAD,TONK,35,MO.YUSUFUDDIN,POST GRADUATION
1991,TONK,NAGARP ARISHAD,TONK,36,AKIL AHAMAD,POST GRADUATION
1992,TONK,NAGARP ARISHAD,TONK,37,BADAL SAHU,12th
1993,TONK,NAGARP ARISHAD,TONK,38,MOHMMAD QAMAR,LITERATE
1994,TONK,NAGARP ARISHAD,TONK,39,ATAULLA,10th
1995,TONK,NAGARP ARISHAD,TONK,40,RUKHASANA,GRADUATE
1996,TONK,NAGARP ARISHAD,TONK,41,SUNIL BANSAL,POST GRADUATION
1997,TONK,NAGARP ARISHAD,TONK,42,PANKAJ KUMAR MEHAVAR,POST GRADUATION
1998,TONK,NAGARP ARISHAD,TONK,43,SALTNAT BEE,LITERATE
1999,TONK,NAGARP ARISHAD,TONK,44,MO. ASIF,8th
2000,TONK,NAGARP ARISHAD,TONK,45,GANESH LAL,10th
2001,TONK,NAGARP ARISHAD,TONK,46,POOJA,LITERATE
2002,TONK,NAGARP ARISHAD,TONK,47,GULFSHAH,10th
2003,TONK,NAGARP ARISHAD,TONK,48,IRSHAD BAIG,GRADUATE
2004,TONK,NAGARP ARISHAD,TONK,49,RAMAVTAR MEHRA,GRADUATE
2005,TONK,NAGARP ARISHAD,TONK,50,AADITIYA,10th
2006,TONK,NAGARP ARISHAD,TONK,51,HAQIKAT,GRADUATE
2007,TONK,NAGARP ARISHAD,TONK,52,POOJA,LITERATE
2008,TONK,NAGARP ARISHAD,TONK,53,MANISH KUMAR,12th
2009,TONK,NAGARP ARISHAD,TONK,54,NEERAJ,POST GRADUATION
2010,TONK,NAGARP ARISHAD,TONK,55,HARENDRA SINGH,GRADUATE
2011,TONK,NAGARP ARISHAD,TONK,56,KAJOD MAL BAIRWA,5th
2012,TONK,NAGARP ARISHAD,TONK,57,VISHNU,GRADUATE
2013,TONK,NAGARP ARISHAD,TONK,58,SUGNA,LITERATE
2014,TONK,NAGARP ARISHAD,TONK,59,SHABBIR,10th
2015,TONK,NAGARP ARISHAD,TONK,60,RAMESH CHAND MAHAVAR,9th
2016,UDAIPUR,NAGARP ARISHAD,KANORE,1,NARENDRA SINGH BABEL,10th
2017,UDAIPUR,NAGARP ARISHAD,KANORE,2,NAMRATA KUNWAR,L.L.B
2018,UDAIPUR,NAGARP ARISHAD,KANORE,3,GOPAL,B.ED
2019,UDAIPUR,NAGARP ARISHAD,KANORE,4,CHANDA DEVI MEENA,8th
2020,UDAIPUR,NAGARP ARISHAD,KANORE,5,DURGA MEENA,GRADUATE
2021,UDAIPUR,NAGARP ARISHAD,KANORE,6,GUDDI BAI MEENA,LITERATE
2022,UDAIPUR,NAGARP ARISHAD,KANORE,7,PREM DEVI CHOUHAN,5th
2023,UDAIPUR,NAGARP ARISHAD,KANORE,8,DIPAK PRASAD SHARMA,POST GRADUATION
2024,UDAIPUR,NAGARP ARISHAD,KANORE,9,LOKESH KUMAR PUROHIT,GRADUATE
2025,UDAIPUR,NAGARP ARISHAD,KANORE,10,DAULAT RAM BHOI,7th
2026,UDAIPUR,NAGARP ARISHAD,KANORE,11,RAJ KUMARI KAMRIYA,12th
2027,UDAIPUR,NAGARP ARISHAD,KANORE,12,LALI BAI MEGHWAL,LITERATE
2028,UDAIPUR,NAGARP ARISHAD,KANORE,13,LAXMI LAL OAD,GRADUATE
2029,UDAIPUR,NAGARP ARISHAD,KANORE,14,BHERU LAL,5th
2030,UDAIPUR,NAGARPARISHAD,KANORE,15,BABU LAL REGAR,GRADUATE
2031,UDAIPUR,NAGARPARISHAD,KANORE,16,PRAKASH CHANDRA,GRADUATE
2032,UDAIPUR,NAGARPARISHAD,KANORE,17,KOMAL KUMAR CHOUDHARY,POST GRADUATION
2033,UDAIPUR,NAGARPARISHAD,KANORE,18,SONIYA BAGWAN,GRADUATE
2034,UDAIPUR,NAGARPARISHAD,KANORE,19,BHAWANI SINGH CHOUHAN,10th
2035,UDAIPUR,NAGARPARISHAD,KANORE,20,PARAS NAGORI,10th
2036,UDAIPUR,NAGAR NIGAM,UDAIPUR,1,MUKESH GAMETI,8TH
2037,UDAIPUR,NAGAR NIGAM,UDAIPUR,2,LOKESH KOTHATI,6TH
2038,UDAIPUR,NAGAR NIGAM,UDAIPUR,3,PRSHANT SHREEMALI,GRADUATE
2039,UDAIPUR,NAGAR NIGAM,UDAIPUR,4,ARUN TANK,GRADUATE
2040,UDAIPUR,NAGAR NIGAM,UDAIPUR,5,ASHA SONI,9TH
2041,UDAIPUR,NAGAR NIGAM,UDAIPUR,6,SHANKAR CHANDEL,10th
2042,UDAIPUR,NAGAR NIGAM,UDAIPUR,7,HIDAYAT TULL,GRADUATE
2043,UDAIPUR,NAGAR NIGAM,UDAIPUR,8,DEERAJ OD,10th
2044,UDAIPUR,NAGAR NIGAM,UDAIPUR,9,HEERA DEVI,12th
2045,UDAIPUR,NAGAR NIGAM,UDAIPUR,10,GIRISH BHARTI,GRADUATE
2046,UDAIPUR,NAGAR NIGAM,UDAIPUR,11,MAHENDRA BHAGORA,10th
2047,UDAIPUR,NAGAR NIGAM,UDAIPUR,12,MADAN LAL DAVE,9TH
2048,UDAIPUR,NAGAR NIGAM,UDAIPUR,13,CHAMAN AARA,LITERATE
2049,UDAIPUR,NAGAR NIGAM,UDAIPUR,14,MOHSIN KHAN,10th
2050,UDAIPUR,NAGAR NIGAM,UDAIPUR,15,CHANDRKALA BOLIYA,GRADUATE
2051,UDAIPUR,NAGAR NIGAM,UDAIPUR,16,RAJENDRA VASEETA,LLB
2052,UDAIPUR,NAGAR NIGAM,UDAIPUR,17,TARACHAND JAIN,10th
2053,UDAIPUR,NAGAR NIGAM,UDAIPUR,18,MAHESH TRIVEDI,10th
2054,UDAIPUR,NAGAR NIGAM,UDAIPUR,19,MOHAN LAL GURJAR,LLB/MSW
2055,UDAIPUR,NAGAR NIGAM,UDAIPUR,20,SANTOSH MENARIY A,12th
2056,UDAIPUR,NAGAR NIGAM,UDAIPUR,21,RAJKUMARI GANNA,9th
2057,UDAIPUR,NAGAR NIGAM,UDAIPUR,22,BHANW AR SINGH DEVRA,10th
2058,UDAIPUR,NAGAR NIGAM,UDAIPUR,23,AARTI DHOBI,POST GRADUATION
2059,UDAIPUR,NAGAR NIGAM,UDAIPUR,24,BHAGWATI DANGI,8th
2060,UDAIPUR,NAGAR NIGAM,UDAIPUR,25,AASHISH KOTHARI,CA
2061,UDAIPUR,NAGAR NIGAM,UDAIPUR,26,DEVENDRA KUMAR PUJARI,POST GRADUATION
2062,UDAIPUR,NAGAR NIGAM,UDAIPUR,27,DR. SONIKA JAIN,PHD
2063,UDAIPUR,NAGAR NIGAM,UDAIPUR,28,MUKESH SHARMA,12th
2064,UDAIPUR,NAGAR NIGAM,UDAIPUR,29,LOKESH GOUD,12th
2065,UDAIPUR,NAGAR NIGAM,UDAIPUR,30,RAMESH CHAND JAIN,10th
2066,UDAIPUR,NAGAR NIGAM,UDAIPUR,31,VIDHA BHASAR,9th
2067,UDAIPUR,NAGAR NIGAM,UDAIPUR,32,LALITA MENARIYA,LITERATE
2068,UDAIPUR,NAGAR NIGAM,UDAIPUR,33,BHANWAR LAL SALVI,10th
2069,UDAIPUR,NAGAR NIGAM,UDAIPUR,34,MADHURI RATHORE,POST GRADUATION
2070,UDAIPUR,NAGAR NIGAM,UDAIPUR,35,MONIKA GURJAR,10th
2071,UDAIPUR,NAGAR NIGAM,UDAIPUR,36,BHARAT JOSHI,POST GRADUATION
2072,UDAIPUR,NAGAR NIGAM,UDAIPUR,37,ARVIND JAROLI,GRADUATE
2073,UDAIPUR,NAGAR NIGAM,UDAIPUR,38,HEMANT BOHARA,10th
2074,UDAIPUR,NAGAR NIGAM,UDAIPUR,39,CHANDRA PRAKASH SUWALAKA,8 TH
2075,UDAIPUR,NAGAR NIGAM,UDAIPUR,40,POONAMSINGH RAWAT,6TH
2076,UDAIPUR,NAGAR NIGAM,UDAIPUR,41,KAMLESH KUMAR MEHT A,GRADUATE
2077,UDAIPUR,NAGAR NIGAM,UDAIPUR,42,VENIRAM SALVI,12th
2078,UDAIPUR,NAGAR NIGAM,UDAIPUR,43,RAVI TARVADI,10th
2079,UDAIPUR,NAGAR NIGAM,UDAIPUR,44,SANJAY BHAGTANI,9th
2080,UDAIPUR,NAGAR NIGAM,UDAIPUR,45,SHOYAB HUSAIN,8th
2081,UDAIPUR,NAGAR NIGAM,UDAIPUR,46,MANOHAR CHOUDHARY,POST GRADUATION
2082,UDAIPUR,NAGAR NIGAM,UDAIPUR,47,KARNMAL JAROLI,10th
2083,UDAIPUR,NAGAR NIGAM,UDAIPUR,48,DEEPIKA CHOUDHARY,ILLITERA TE
2084,UDAIPUR,NAGAR NIGAM,UDAIPUR,49,JAYSHREE ASNANI,POST GRADUATION
2085,UDAIPUR,NAGAR NIGAM,UDAIPUR,50,GOURAV SINGH,10th
2086,UDAIPUR,NAGAR NIGAM,UDAIPUR,51,PARAS SINGHAVI,POST GRADUATION
2087,UDAIPUR,NAGAR NIGAM,UDAIPUR,52,TARA SHARMA,POST GRADUATION
2088,UDAIPUR,NAGAR NIGAM,UDAIPUR,53,KULDEEP JOSHI,GRADUATE
2089,UDAIPUR,NAGAR NIGAM,UDAIPUR,54,RUCHIKA CHOUDHARY,POST GRADUATION
2090,UDAIPUR,NAGAR NIGAM,UDAIPUR,55,MO. SHADAB SHEIKH,MBA
2091,UDAIPUR,NAGAR NIGAM,UDAIPUR,56,SHEHANAJ,ILLITERA TE
2092,UDAIPUR,NAGAR NIGAM,UDAIPUR,57,CHHOGALAL BHOI,10th
2093,UDAIPUR,NAGAR NIGAM,UDAIPUR,58,DR. SHILPA PAMECHA,POST GRADUATION
2094,UDAIPUR,NAGAR NIGAM,UDAIPUR,59,DEVENDRA SAHU,GRADUATE
2095,UDAIPUR,NAGAR NIGAM,UDAIPUR,60,NEHA KUMAWAT,POST GRADUATION
2096,UDAIPUR,NAGAR NIGAM,UDAIPUR,61,GOVIND SINGH TANK,POST GRADUATION
2097,UDAIPUR,NAGAR NIGAM,UDAIPUR,62,HITANSHI SHARMA,POST GRADUATION
2098,UDAIPUR,NAGAR NIGAM,UDAIPUR,63,JYOTI LOHAR,POST GRADUATION
2099,UDAIPUR,NAGAR NIGAM,UDAIPUR,64,RAKESH KUMAR JAIN,GRADUATE
2100,UDAIPUR,NAGAR NIGAM,UDAIPUR,65,POONAM CHAND MOUR,10th
2101,UDAIPUR,NAGAR NIGAM,UDAIPUR,66,REKHA UNTWAL,8th
2102,UDAIPUR,NAGAR NIGAM,UDAIPUR,67,KUSUM PANWAR,12th
2103,UDAIPUR,NAGAR NIGAM,UDAIPUR,68,REKHA DANGI,POST GRADUATION
2104,UDAIPUR,NAGAR NIGAM,UDAIPUR,69,ALI ASGAR,POST GRADUATION
2105,UDAIPUR,NAGAR NIGAM,UDAIPUR,70,BHANW AR LAL GAMETI,9th
