sr_no,district,municipal_board_council_corp,name,ward_no,ward_category,elected_member_name,age,party,gender,cand_category
893,CHURU,NAGARPALIKA,RAJGRAH,8,GENERAL,LALITA DEVI,67,BSP,FEMALE,GENERAL
894,CHURU,NAGARPALIKA,RAJGRAH,9,GENERAL,RAHUL PAREEK,41,IND,MALE,GENERAL
895,CHURU,NAGARPALIKA,RAJGRAH,10,OBC WOMEN,SAVITRI,55,INC,FEMALE,OBC
896,CHURU,NAGARPALIKA,RAJGRAH,11,GENERAL,NANNI,71,INC,FEMALE,OBC
897,CHURU,NAGARPALIKA,RAJGRAH,12,GENERAL,MOHAMMAD HAIDAR ALI,32,INC,MALE,OBC
898,CHURU,NAGARPALIKA,RAJGRAH,13,GENERAL,CHANDU RAM,68,BJP,MALE,SC
899,CHURU,NAGARPALIKA,RAJGRAH,14,GEN WOMEN,LATA,49,BJP,FEMALE,GENERAL
900,CHURU,NAGARPALIKA,RAJGRAH,15,OBC WOMEN,ROSHANI,45,INC,FEMALE,OBC
901,CHURU,NAGARPALIKA,RAJGRAH,16,GEN WOMEN,SAVITA,22,INC,FEMALE,GENERAL
902,CHURU,NAGARPALIKA,RAJGRAH,17,GEN WOMEN,AFROJ BANO,39,INC,FEMALE,OBC
903,CHURU,NAGARPALIKA,RAJGRAH,18,GENERAL,MAHENDRA KUMAR,53,BSP,MALE,OBC
904,CHURU,NAGARPALIKA,RAJGRAH,19,GEN WOMEN,GOMATEE DEVI,83,BJP,FEMALE,GENERAL
905,CHURU,NAGARPALIKA,RAJGRAH,20,OBC,JAHEER AHAMAD,38,INC,MALE,OBC
906,CHURU,NAGARPALIKA,RAJGRAH,21,GENERAL,RAJIYA,58,INC,FEMALE,OBC
907,CHURU,NAGARPALIKA,RAJGRAH,22,GENERAL,SHER MOHMMAD,48,INC,MALE,OBC
908,CHURU,NAGARPALIKA,RAJGRAH,23,GENERAL,JAMEELA BEGUM,70,INC,FEMALE,GENERAL
909,CHURU,NAGARPALIKA,RAJGRAH,24,OBC WOMEN,JAITOON,71,BJP,FEMALE,OBC
910,CHURU,NAGARPALIKA,RAJGRAH,25,GENERAL,JAMEELA,51,INC,FEMALE,OBC
911,CHURU,NAGARPALIKA,RAJGRAH,26,OBC,MOHAMMAD RAFIQ,48,INC,MALE,OBC
912,CHURU,NAGARPALIKA,RAJGRAH,27,SC,RAMBABU,50,BJP,MALE,SC
913,CHURU,NAGARPALIKA,RAJGRAH,28,SC,LILADHAR BUNDELA,54,IND,MALE,SC
914,CHURU,NAGARPALIKA,RAJGRAH,29,GENERAL,MOHMMAD RASHID,38,INC,MALE,OBC
915,CHURU,NAGARPALIKA,RAJGRAH,30,OBC,SHABANA,29,INC,FEMALE,OBC
916,CHURU,NAGARPALIKA,RAJGRAH,31,GENERAL,DEEPIKA SHARMA,24,IND,FEMALE,GENERAL
917,CHURU,NAGARPALIKA,RAJGRAH,32,OBC,GORDHAN LAL,63,BJP,MALE,OBC
918,CHURU,NAGARPALIKA,RAJGRAH,33,GENERAL,LALEETA POONIYA,53,BJP,FEMALE,OBC
919,CHURU,NAGARPALIKA,RAJGRAH,34,GENERAL,MAHAVEER SINGH BEEKA,65,BSP,MALE,GENERAL
920,CHURU,NAGARPALIKA,RAJGRAH,35,SC,MANIRAM,62,INC,MALE,SC
921,CHURU,NAGARPALIKA,RAJGRAH,36,GEN WOMEN,SUMAN DEVI,36,IND,FEMALE,SC
922,CHURU,NAGARPALIKA,RAJGRAH,37,GENERAL,CHIRANGEE LAL,33,BSP,MALE,OBC
923,CHURU,NAGARPALIKA,RAJGRAH,38,GEN WOMEN,POOJA,23,BJP,FEMALE,OBC
924,CHURU,NAGARPALIKA,RAJGRAH,39,GEN WOMEN,SUGRA,73,BJP,FEMALE,GENERAL
925,CHURU,NAGARPALIKA,RAJGRAH,40,SC,RAJENDRA KUMAR,31,BSP,MALE,SC
926,DAUSA,NAGAR PALIKA,MAHWA,1,GENERAL,SADDAM,25,IND,MALE,GENERAL
927,DAUSA,NAGAR PALIKA,MAHWA,2,GENERAL,MURADAN BANO,74,INC,FEMALE,OBC
928,DAUSA,NAGAR PALIKA,MAHWA,3,GENERAL,SHEELA,62,IND,FEMALE,OBC
929,DAUSA,NAGAR PALIKA,MAHWA,4,GENERAL,OMPRAKASH BHARDW AJ,47,BJP,MALE,GENERAL
930,DAUSA,NAGAR PALIKA,MAHWA,5,OBC WOMEN,SABANA,51,INC,FEMALE,OBC
931,DAUSA,NAGAR PALIKA,MAHWA,6,OBC,SHEELA,38,BJP,FEMALE,OBC
932,DAUSA,NAGAR PALIKA,MAHWA,7,GENERAL,VIJAY KUMAR,33,IND,MALE,GENERAL
933,DAUSA,NAGAR PALIKA,MAHWA,8,GENERAL,RADHAKISHAN,76,IND,MALE,ST
934,DAUSA,NAGAR PALIKA,MAHWA,9,OBC,NARBDA,80,INC,FEMALE,OBC
935,DAUSA,NAGAR PALIKA,MAHWA,10,OBC WOMEN,SANTOSH,24,INC,FEMALE,OBC
936,DAUSA,NAGAR PALIKA,MAHWA,11,GENERAL,MADHAV,55,BJP,MALE,GENERAL
937,DAUSA,NAGAR PALIKA,MAHWA,12,GEN WOMEN,BHAGWATI,37,IND,FEMALE,GENERAL
938,DAUSA,NAGAR PALIKA,MAHWA,13,SC WOMEN,ANJANA DEVI JATAV,26,IND,FEMALE,SC
939,DAUSA,NAGAR PALIKA,MAHWA,14,SC,NATTHI LAL,70,IND,MALE,SC
940,DAUSA,NAGAR PALIKA,MAHWA,15,GENERAL,SAPNA,24,INC,FEMALE,OBC
941,DAUSA,NAGAR PALIKA,MAHWA,16,GEN WOMEN,SAROJ,43,IND,FEMALE,GENERAL
942,DAUSA,NAGAR PALIKA,MAHWA,17,GEN WOMEN,RAMPATI,66,INC,FEMALE,SC
943,DAUSA,NAGAR PALIKA,MAHWA,18,GENERAL,HURMAT NISHA,63,IND,FEMALE,OBC
944,DAUSA,NAGAR PALIKA,MAHWA,19,OBC,GULSHAN,25,IND,MALE,OBC
945,DAUSA,NAGAR PALIKA,MAHWA,20,GEN WOMEN,RADHA DEVI,48,BJP,FEMALE,GENERAL
946,DAUSA,NAGAR PALIKA,MAHWA,21,GEN WOMEN,KUSUM,53,INC,FEMALE,GENERAL
947,DAUSA,NAGAR PALIKA,MAHWA,22,GENERAL,BALKRISHAN,38,INC,MALE,GENERAL
948,DAUSA,NAGAR PALIKA,MAHWA,23,GENERAL,PADAM CHAND,55,IND,MALE,GENERAL
949,DAUSA,NAGAR PALIKA,MAHWA,24,GENERAL,SAPNA,32,IND,FEMALE,OBC
950,DAUSA,NAGAR PALIKA,MAHWA,25,SC,ARJUN,21,IND,MALE,SC
951,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,1,GENERAL,BHARAT BHUSHAN,53,IND,MALE,SC
952,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,2,GENERAL,ANOOP SINGH BAJWA,44,INC,MALE,GENERAL
953,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,3,GENERAL,KUSAM,48,INC,FEMALE,GENERAL
954,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,4,GENERAL,RAMESH CHANDER,56,INC,MALE,GENERAL
955,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,5,SC,BALJEET SINGH BEDI,46,INC,MALE,SC
956,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,6,GENERAL,ASHA DEVI,35,IND,FEMALE,SC
957,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,7,GENERAL,PHAHIM HASAN,32,IND,MALE,GENERAL
958,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,8,SC,KRISHAN GOPAL,35,IND,MALE,SC
959,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,9,GENERAL,P AL SINGH GILL,37,INC,MALE,OBC
960,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,10,GENERAL,RADHESHYAM MATTA,61,BJP,MALE,GENERAL
961,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,11,GEN WOMEN,POOJA CHAWLA,26,INC,FEMALE,GENERAL
962,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,12,SC,DALIP LAVA,34,INC,MALE,SC
963,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,13,OBC,JAGDISH KUMAR,50,BJP,MALE,OBC
964,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,14,GEN WOMEN,KAUSHAL Y A,59,INC,FEMALE,OBC
965,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,15,GENERAL,ROHIT,26,IND,MALE,OBC
966,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,16,OBC WOMEN,SAVITRI DEVI,54,IND,FEMALE,OBC
967,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,17,OBC WOMEN,SANTOSH,47,IND,FEMALE,OBC
968,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,18,GENERAL,LOKESH MANCHANDA,22,IND,MALE,GENERAL
969,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,19,OBC,DHARAMPAL,47,INC,MALE,OBC
970,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,20,GEN WOMEN,SHANTI DEVI,51,BJP,FEMALE,GENERAL
971,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,21,SC WOMEN,RAJRANI,64,INC,FEMALE,SC
972,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,22,GENERAL,AMIT KUMAR,33,BJP,MALE,GENERAL
973,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,23,GEN WOMEN,PRIYANKA,29,BJP,FEMALE,GENERAL
974,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,24,GEN WOMEN,REKHA,32,BJP,FEMALE,GENERAL
975,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,25,OBC WOMEN,SURJIT KAUR,63,INC,FEMALE,OBC
976,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,26,GEN WOMEN,SARITA DEVI,45,INC,FEMALE,GENERAL
977,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,27,GEN WOMEN,SARASWATI SWAMI,38,INC,FEMALE,OBC
978,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,28,SC WOMEN,MAINA DEVI,28,IND,FEMALE,SC
979,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,29,GEN WOMEN,PASHVINDER JOG,52,IND,MALE,OBC
980,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,30,GENERAL,RITU,29,INC,FEMALE,GENERAL
981,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,31,GENERAL,KAMAL KUMAR,43,BJP,MALE,GENERAL
982,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,32,GENERAL,YASH MIDHA,45,IND,MALE,GENERAL
983,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,33,GENERAL,KAMAL KUMAR,40,IND,MALE,GENERAL
984,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,34,GEN WOMEN,NAINI MAYYAR,48,BJP,FEMALE,GENERAL
985,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,35,GENERAL,PRADEEP CHAUDHARY,48,INC,MALE,GENERAL
986,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,36,OBC WOMEN,GAGANDEEP KAUR,33,BJP,FEMALE,OBC
987,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,37,OBC,HEMANT RASRANIYA,22,IND,MALE,OBC
988,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,38,GENERAL,CHESHTA SARDANA,45,BJP,FEMALE,GENERAL
989,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,39,GENERAL,KARUNA CHANDAK,51,INC,FEMALE,GENERAL
990,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,40,GEN WOMEN,BABITA GAUR,43,BJP,FEMALE,GENERAL
991,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,41,OBC,PREM KUMAR,44,BJP,MALE,OBC
992,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,42,GEN WOMEN,SURBHI,49,BJP,FEMALE,OBC
993,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,43,GENERAL,SUSHIL KUMAR,38,IND,MALE,GENERAL
994,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,44,GENERAL,RAM GOPAL,55,BJP,MALE,OBC
995,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,45,GEN WOMEN,PUSHPA KULCHANIA,47,IND,FEMALE,GENERAL
996,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,46,OBC,AMIT,31,IND,MALE,OBC
997,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,47,OBC,KRISHAN KUMAR,35,BJP,MALE,OBC
998,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,48,GENERAL,OM PARKASH MITTAL,63,INC,MALE,GENERAL
999,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,49,GENERAL,ASHOK KUMAR MUJRAL,61,BJP,MALE,GENERAL
1000,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,50,OBC,PRIYANK BHATI,35,BJP,MALE,OBC
1001,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,51,GENERAL,NEELU,35,BJP,FEMALE,GENERAL
1002,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,52,OBC,VIJENDER SW AMI,47,IND,MALE,OBC
1003,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,53,OBC WOMEN,PAWANDEEP KOUR,35,BJP,FEMALE,OBC
1004,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,54,GENERAL,LOKESH SIHAG,34,IND,MALE,OBC
1005,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,55,GEN WOMEN,KAMLA BISHNOI,51,INC,FEMALE,GENERAL
1006,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,56,OBC,PRAHLAD SONI,50,BJP,MALE,OBC
1007,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,57,SC WOMEN,LAKSHMI,22,BJP,FEMALE,SC
1008,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,58,SC,AKSHAY DAGLA,23,INC,MALE,SC
1009,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,59,SC,SOHAN LAL,42,IND,MALE,SC
1010,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,60,GENERAL,HEMANT PAHUJA,37,BJP,MALE,GENERAL
1011,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,61,GENERAL,SANJAY KUMAR BISHNOI,38,IND,MALE,GENERAL
1012,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,62,SC,KISHAN LAL,45,BJP,MALE,SC
1013,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,63,ST,DHARMENDER,45,IND,MALE,ST
1014,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,64,SC,BABULAL,50,IND,MALE,SC
1015,SRIGANGANAGAR,NAGAR PARISHAD,SRIGANGANAGAR,65,SC WOMEN,SANTOSH KUMARI,31,BJP,FEMALE,SC
1016,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,1,OBC,SALEEM,51,INC,MALE,OBC
1017,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,2,GENERAL,MOHMAD FAROOK,27,INC,MALE,OBC
1018,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,3,OBC WOMEN,PRAKASH KOUR,63,IND,FEMALE,OBC
1019,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,4,SC,BHAGIRATH,45,INC,MALE,SC
1020,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,5,GENERAL,DALIP,33,INC,MALE,OBC
1021,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,6,GEN WOMEN,MOHAN KANW AR,48,BJP,FEMALE,GENERAL
1022,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,7,SC WOMEN,LICHMA DEVI,59,INC,FEMALE,SC
1023,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,8,GENERAL,SURESH KUMAR,29,INC,MALE,OBC
1024,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,9,GENERAL,HANSRAJ SWAMI,42,BJP,MALE,OBC
1025,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,10,GENERAL,NITIN KUMAR,24,IND,MALE,OBC
1026,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,11,GEN WOMEN,SABNAM BANO,34,INC,FEMALE,OBC
1027,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,12,SC,SURESH,36,IND,MALE,SC
1028,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,13,SC WOMEN,SARLA,27,BJP,FEMALE,SC
1029,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,14,SC WOMEN,PRIYANKA KALYANA,21,BSP,FEMALE,SC
1030,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,15,GEN WOMEN,PRAMESHVARI DEVI GODARA,59,INC,FEMALE,OBC
1031,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,16,GENERAL,JASRAM,52,INC,MALE,OBC
1032,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,17,OBC,MAHENDER GODARA,36,IND,MALE,OBC
1033,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,18,GENERAL,LAKHVINDER SINGH,22,INC,MALE,OBC
1034,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,19,SC,JAGDISH,45,BJP,MALE,SC
1035,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,20,SC,SHANKER LAL,40,INC,MALE,SC
1036,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,21,OBC WOMEN,KALAVATI DEVI CHHIMPA,61,IND,FEMALE,OBC
1037,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,22,OBC,SANTOSH,45,BJP,FEMALE,OBC
1038,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,23,GENERAL,BHARAT BHUSHAN,38,INC,MALE,GENERAL
1039,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,24,GENERAL,PUSHPENDRA,23,INC,MALE,GENERAL
1040,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,25,GENERAL,SANJAY AGARWAL,52,BJP,MALE,GENERAL
1041,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,26,GENERAL,OM PRAKASH,57,INC,MALE,SC
1042,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,27,GEN WOMEN,TULSI,43,INC,FEMALE,GENERAL
1043,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,28,GEN WOMEN,PARMESHWARI,52,IND,FEMALE,GENERAL
1044,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,29,GEN WOMEN,BIRMA,52,BJP,FEMALE,GENERAL
1045,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,30,GENERAL,MADANLAL,61,CPI(M),MALE,GENERAL
1046,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,31,GENERAL,BASANT KUMAR,65,INC,MALE,GENERAL
1047,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,32,GENERAL,OM PRAKASH,66,BJP,MALE,SC
1048,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,33,SC,VIMLA,44,IND,FEMALE,SC
1049,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,34,GENERAL,RAJEEV,39,BJP,MALE,GENERAL
1050,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,35,OBC,MADANLAL CHOUDHARI,63,INC,MALE,OBC
1051,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,36,GEN WOMEN,TARA DEVI,52,BJP,FEMALE,OBC
1052,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,37,SC,PARS RAM BHATIA,63,INC,MALE,SC
1053,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,38,GEN WOMEN,YASMIN,32,BJP,FEMALE,GENERAL
1054,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,39,GENERAL,HARIPRASAD,40,BJP,MALE,GENERAL
1055,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,40,OBC WOMEN,KAMALA DEVI,53,INC,FEMALE,OBC
1056,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,41,OBC,SANDEEP KUMAR,35,INC,MALE,OBC
1057,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,42,OBC,SUNIL SAINI,34,IND,MALE,OBC
1058,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,43,GENERAL,MUMTAJ ALI,29,IND,MALE,OBC
1059,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,44,GEN WOMEN,ROSHNI BANO,51,INC,FEMALE,GENERAL
1060,SRIGANGANAGAR,NAGARPALIKA,SURATGARH,45,ST,ROTHIASH KUMAR,40,INC,MALE,ST
1061,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,1,GENERAL,GANESHRAJ BANSAL,54,INC,MALE,GENERAL
1062,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,2,SC,SANJAY KUMAR,29,BJP,MALE,SC
1063,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,3,SC,MOHANLAL,52,INC,MALE,SC
1064,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,4,OBC,SWARNSINGH,68,BJP,MALE,OBC
1065,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,5,OBC,ABDUL HAFIJ,46,INC,MALE,OBC
1066,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,6,GEN WOMEN,VIJAY LAKSHMI,46,BJP,FEMALE,GENERAL
1067,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,7,GENERAL,GURDEEP SINGH,51,INC,MALE,OBC
1068,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,8,OBC,SUMIT KUMAR,41,INC,MALE,OBC
1069,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,9,GENERAL,MADAN LAL BAGHALA,60,INC,MALE,GENERAL
1070,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,10,SC WOMEN,SALOCHANA DEVI,55,INC,FEMALE,SC
1071,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,11,OBC,BALRAJ,54,BJP,MALE,OBC
1072,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,12,GENERAL,TARUN VIJAY,37,INC,MALE,GENERAL
1073,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,13,OBC WOMEN,PARVINDRA,63,INC,FEMALE,OBC
1074,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,14,GENERAL,MANJU,40,INC,FEMALE,OBC
1075,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,15,SC WOMEN,NAGEENA BAI,49,BJP,FEMALE,SC
1076,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,16,GENERAL,GURDEEP SINGH,55,BJP,MALE,OBC
1077,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,17,GENERAL,NANDU RAM,39,INC,MALE,OBC
1078,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,18,GENERAL,HIMANSHU MAHRISHI,28,BJP,MALE,GENERAL
1079,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,19,GEN WOMEN,SANTOSH RANI,53,INC,FEMALE,GENERAL
1080,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,20,GEN WOMEN,POOJA SEN,26,BJP,FEMALE,OBC
1081,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,21,GENERAL,ARCHITA,38,INC,MALE,GENERAL
1082,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,22,GENERAL,RAJENDRA KUMAR KUNDALIY A,44,INC,MALE,GENERAL
1083,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,23,GENERAL,PARDEEP EARY,49,BJP,MALE,GENERAL
1084,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,24,OBC,SHERSINGH,46,INC,MALE,OBC
1085,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,25,GENERAL,LEELADHAR,64,INC,MALE,GENERAL
1086,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,26,OBC,MANOJ KUMAR,52,INC,MALE,OBC
1087,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,27,SC,BHOOPENDRA SINGH,27,IND,MALE,SC
1088,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,28,GENERAL,ANIL KUMAR,38,INC,MALE,OBC
1089,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,29,GEN WOMEN,SUSHEELA,37,INC,FEMALE,OBC
1090,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,30,GEN WOMEN,RANJEET KOUR,52,BJP,FEMALE,OBC
1091,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,31,GEN WOMEN,PARMILA DEVI,47,INC,FEMALE,GENERAL
1092,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,32,GEN WOMEN,MANJU DEVI,36,IND,FEMALE,OBC
1093,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,33,GENERAL,PARMOD KUMAR,30,INC,MALE,OBC
1094,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,34,OBC,VIJENDRA KUMAR,40,INC,MALE,OBC
1095,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,35,SC,BHANWAR LAL,51,BJP,MALE,SC
1096,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,36,SC,SURENDRA KUMAR,48,INC,MALE,SC
1097,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,37,GENERAL,MANOJ KUMAR,48,BJP,MALE,GENERAL
1098,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,38,ST,RAJKUMAR,42,INC,MALE,ST
1099,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,39,GENERAL,MUKHATIYAR ALI,66,BJP,MALE,GENERAL
1100,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,40,OBC,MAHADEV PRASHAD,64,BJP,MALE,OBC
1101,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,41,SC,PREM KUMAR,48,INC,MALE,SC
1102,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,42,OBC WOMEN,RAHEESHA,63,IND,FEMALE,OBC
1103,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,43,GENERAL,ASLAM ALI,51,INC,MALE,OBC
1104,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,44,OBC WOMEN,REKHA BHARGAV,35,INC,FEMALE,OBC
1105,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,45,GEN WOMEN,SUNITA,57,INC,FEMALE,OBC
1106,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,46,GENERAL,P ARDEEP KUMAR,38,IND,MALE,GENERAL
