sr_no,district,municipal_board_council_corp,name,ward_no,ward_category,elected_member_name,age,party,gender,cand_category
1334,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,29,WOMEN,SAVITA,51,BJP,FEMALE,GEN (WOMEN)
1335,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,30,GENERAL,AJMAT ALI,36,INC,MALE,OBC
1336,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,31,SC,RAJ KUMAR,58,INC,MALE,SC
1337,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,32,GENERAL,MUMTAJ,56,INC,FEMALE,OBC (WOMEN)
1338,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,33,GENERAL,MO.SAJID,25,INC,MALE,OBC
1339,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,34,WOMEN,JUBEDA,67,INC,FEMALE,GEN (WOMEN)
1340,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,35,obc,ABIDA BANO KHOKHAR,38,INC,FEMALE,OBC (WOMEN)
1341,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,36,GENERAL,MAHRAJ BANO,22,IND,FEMALE,OBC (WOMEN)
1342,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,37,obc,BASARA,55,INC,MALE,OBC
1343,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,38,WOMEN,PINKI,31,INC,FEMALE,GEN (WOMEN)
1344,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,39,WOMEN,SHIKHA SHARMA,27,BJP,FEMALE,GEN (WOMEN)
1345,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,40,GENERAL,NAGAMA BANO,25,INC,FEMALE,GEN (WOMEN)
1346,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,41,obc,ABDULLA GULAM NABI,43,INC,MALE,OBC
1347,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,42,WOMEN,SHABNAZ,25,INC,FEMALE,GEN (WOMEN)
1348,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,43,GENERAL,SUMAN,32,IND,FEMALE,GEN (WOMEN)
1349,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,44,obc,MAKBUL HUSAIN,41,INC,MALE,OBC
1350,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,45,GENERAL,RUKIYA BANO,32,INC,FEMALE,GEN (WOMEN)
1351,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,46,SC,SANDEEP HARIJAN,32,IND,MALE,SC
1352,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,47,GENERAL,SANJAY PAREEK,46,IND,MALE,GENERAL
1353,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,48,GENERAL,MANOJ KUMAR SAINI,33,IND,MALE,GENERAL
1354,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,49,GENERAL,TARACHAND SAINI,55,INC,MALE,GENERAL
1355,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,50,GENERAL,VINOD KUMAR JANGID,44,IND,MALE,GENERAL
1356,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,51,GENERAL,BUDHRAM,53,BJP,MALE,GENERAL
1357,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,52,GENERAL,NEETU,42,IND,FEMALE,GEN (WOMEN)
1358,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,53,obc,VIJAY KUMAR SAINI,44,BJP,MALE,OBC
1359,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,54,GENERAL,CHANDRA PRAKASH SUKLA,41,BJP,MALE,GENERAL
1360,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,55,GENERAL,SOKAT ALI,67,IND,MALE,GENERAL
1361,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,56,SC,SITA RAM,33,IND,MALE,SC
1362,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,57,OBC WOMEN,HINA BANO,23,INC,FEMALE,OBC (WOMEN)
1363,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,58,GENERAL,ABDUL JABAR,37,INC,MALE,GENERAL
1364,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,59,WOMEN,SABNAM BANO,26,INC,FEMALE,GEN (WOMEN)
1365,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,60,GENERAL,KRISHAN KUMAR MAHALA,47,IND,MALE,GENERAL
1366,JODHPUR,NAGAR PALIKA,PHALODI,1,GEN WOMEN,HEENA,24,INC,FEMALE,OBC
1367,JODHPUR,NAGAR PALIKA,PHALODI,2,SC,ARUN KUMAR MEGHW AL,31,IND,MALE,SC
1368,JODHPUR,NAGAR PALIKA,PHALODI,3,OBC,MOHAMMAD SALEEM,45,INC,MALE,OBC
1369,JODHPUR,NAGAR PALIKA,PHALODI,4,GEN WOMEN,REHANA BANO,30,INC,FEMALE,GENERAL
1370,JODHPUR,NAGAR PALIKA,PHALODI,5,GEN WOMEN,UMA,57,INC,FEMALE,GENERAL
1371,JODHPUR,NAGAR PALIKA,PHALODI,6,GENERAL,PRADEEP KUMAR,53,INC,MALE,GENERAL
1372,JODHPUR,NAGAR PALIKA,PHALODI,7,OBC WOMEN,ROMI DEVI,58,INC,FEMALE,OBC
1373,JODHPUR,NAGAR PALIKA,PHALODI,8,GENERAL,PANNA LAL,68,INC,MALE,GENERAL
1374,JODHPUR,NAGAR PALIKA,PHALODI,9,GENERAL,ASHOK,38,INC,MALE,GENERAL
1375,JODHPUR,NAGAR PALIKA,PHALODI,10,OBC,MUKESH,21,BJP,MALE,OBC
1376,JODHPUR,NAGAR PALIKA,PHALODI,11,GENERAL,RINKITA JAIN,21,INC,FEMALE,GENERAL
1377,JODHPUR,NAGAR PALIKA,PHALODI,12,GENERAL,YASHPAL,27,BJP,MALE,GENERAL
1378,JODHPUR,NAGAR PALIKA,PHALODI,13,GENERAL,SATYANARAYAN PUROHIT,31,INC,MALE,GENERAL
1379,JODHPUR,NAGAR PALIKA,PHALODI,14,OBC,MANISHA,32,BJP,FEMALE,OBC (WOMEN)
1380,JODHPUR,NAGAR PALIKA,PHALODI,15,GEN WOMEN,URMILA,33,INC,FEMALE,GENERAL
1381,JODHPUR,NAGAR PALIKA,PHALODI,16,GEN WOMEN,REKHA,40,INC,FEMALE,GENERAL
1382,JODHPUR,NAGAR PALIKA,PHALODI,17,GENERAL,MURLI MANOHAR,58,BJP,MALE,GENERAL
1383,JODHPUR,NAGAR PALIKA,PHALODI,18,OBC,CHA TURBHUJ,34,BJP,MALE,OBC
1384,JODHPUR,NAGAR PALIKA,PHALODI,19,GENERAL,DEENDAYAL,63,INC,MALE,GENERAL
1385,JODHPUR,NAGAR PALIKA,PHALODI,20,SC,LILADHAR KANOJIYA,41,INC,MALE,SC
1386,JODHPUR,NAGAR PALIKA,PHALODI,21,GENERAL,RAMESH,52,BJP,MALE,GENERAL
1387,JODHPUR,NAGAR PALIKA,PHALODI,22,GEN WOMEN,GARIMA,24,BJP,FEMALE,GENERAL
1388,JODHPUR,NAGAR PALIKA,PHALODI,23,SC WOMEN,MANJU,24,BJP,FEMALE,SC
1389,JODHPUR,NAGAR PALIKA,PHALODI,24,SC WOMEN,ANAMIKA,30,INC,FEMALE,SC
1390,JODHPUR,NAGAR PALIKA,PHALODI,25,OBC,OM PRAKASH,41,INC,MALE,OBC
1391,JODHPUR,NAGAR PALIKA,PHALODI,26,GENERAL,SHRIKANTA,38,INC,FEMALE,GENERAL
1392,JODHPUR,NAGAR PALIKA,PHALODI,27,GENERAL,PANNA LAL,68,INC,MALE,GENERAL
1393,JODHPUR,NAGAR PALIKA,PHALODI,28,OBC WOMEN,BISMILLA,47,INC,FEMALE,OBC
1394,JODHPUR,NAGAR PALIKA,PHALODI,29,OBC WOMEN,BISMILLAH,28,INC,MALE,OBC (WOMEN)
1395,JODHPUR,NAGAR PALIKA,PHALODI,30,GEN WOMEN,REKHA,23,INC,FEMALE,GENERAL
1396,JODHPUR,NAGAR PALIKA,PHALODI,31,GENERAL,KUNJ BIHARI BOHRA,37,INC,MALE,GENERAL
1397,JODHPUR,NAGAR PALIKA,PHALODI,32,GENERAL,NARENDRA SINGH,40,IND,MALE,GENERAL
1398,JODHPUR,NAGAR PALIKA,PHALODI,33,GENERAL,GOPAL SINGH,42,INC,MALE,GENERAL
1399,JODHPUR,NAGAR PALIKA,PHALODI,34,GENERAL,KAILASH,21,IND,MALE,OBC
1400,JODHPUR,NAGAR PALIKA,PHALODI,35,SC,CHHOTULAL,67,INC,MALE,SC
1401,JODHPUR,NAGAR PALIKA,PHALODI,36,GENERAL,MOHAMMAD ABID KHILJI,28,INC,MALE,OBC
1402,JODHPUR,NAGAR PALIKA,PHALODI,37,SC,MUKESH KUMAR,21,INC,MALE,SC
1403,JODHPUR,NAGAR PALIKA,PHALODI,38,GENERAL,DHEERAJ,26,INC,MALE,GENERAL
1404,JODHPUR,NAGAR PALIKA,PHALODI,39,GEN WOMEN,SUWA DEVI,37,BJP,FEMALE,OBC
1405,JODHPUR,NAGAR PALIKA,PHALODI,40,GENERAL,MUKESH KUMAR,26,IND,MALE,OBC
1406,KOTA,MUNICIP ALITY,KAITHOON,1,SC,SANDIP KUMAR,24,BJP,MALE,SC
1407,KOTA,MUNICIP ALITY,KAITHOON,2,GENERAL,SAJID,46,INC,MALE,GENERAL
1408,KOTA,MUNICIP ALITY,KAITHOON,3,OBC WOMEN,SHAFIKAN,37,INC,FEMALE,OBC (WOMEN)
1409,KOTA,MUNICIP ALITY,KAITHOON,4,OBC,JAFAR HUSAIN,23,INC,MALE,OBC
1410,KOTA,MUNICIP ALITY,KAITHOON,5,GEN WOMEN,FARJANA BANO,26,INC,FEMALE,GEN (WOMEN)
1411,KOTA,MUNICIP ALITY,KAITHOON,6,GEN WOMEN,SHAKIRA BANO,39,INC,FEMALE,GEN (WOMEN)
1412,KOTA,MUNICIP ALITY,KAITHOON,7,GENERAL,AHSAN ALI,33,INC,MALE,GENERAL
1413,KOTA,MUNICIP ALITY,KAITHOON,8,GEN WOMEN,SHAMIM,48,INC,FEMALE,GEN (WOMEN)
1414,KOTA,MUNICIP ALITY,KAITHOON,9,GENERAL,MOHAMMAD NIZAM,50,BJP,MALE,GENERAL
1415,KOTA,MUNICIP ALITY,KAITHOON,10,GEN WOMEN,GAYATRI,47,BJP,FEMALE,GEN (WOMEN)
1416,KOTA,MUNICIP ALITY,KAITHOON,11,OBC,HARI OM,34,INC,MALE,OBC
1417,KOTA,MUNICIP ALITY,KAITHOON,12,GENERAL,RAJ KUMAR,31,IND,MALE,GENERAL
1418,KOTA,MUNICIP ALITY,KAITHOON,13,GENERAL,JIY ABURRAHMAN,39,INC,MALE,GENERAL
1419,KOTA,MUNICIP ALITY,KAITHOON,14,GEN WOMEN,TASLEEM BANO,33,INC,FEMALE,GEN (WOMEN)
1420,KOTA,MUNICIP ALITY,KAITHOON,15,GENERAL,MASOOD ALI ANSARI,40,INC,MALE,GENERAL
1421,KOTA,MUNICIP ALITY,KAITHOON,16,GENERAL,BHEEM,22,INC,MALE,GENERAL
1422,KOTA,MUNICIP ALITY,KAITHOON,17,GENERAL,RAKESH MUKAR,30,BJP,MALE,GENERAL
1423,KOTA,MUNICIP ALITY,KAITHOON,18,GEN WOMEN,SHAKILA BANO,59,INC,FEMALE,GEN (WOMEN)
1424,KOTA,MUNICIP ALITY,KAITHOON,19,GENERAL,AAINA MAHAK,36,INC,FEMALE,GENERAL
1425,KOTA,MUNICIP ALITY,KAITHOON,20,OBC,INSAF ALI,42,BJP,MALE,OBC
1426,KOTA,MUNICIP ALITY,KAITHOON,21,SC WOMEN,PAYAL PANWAR,25,BJP,FEMALE,SC(WOMEN)
1427,KOTA,MUNICIP ALITY,KAITHOON,22,GENERAL,MOHAMMAD IRSHAD,38,INC,MALE,GENERAL
1428,KOTA,MUNICIP ALITY,KAITHOON,23,GENERAL,ABDUL KALIM,60,INC,MALE,GENERAL
1429,KOTA,MUNICIP ALITY,KAITHOON,24,OBC WOMEN,HALIMA BANO,56,INC,FEMALE,OBC (WOMEN)
1430,KOTA,MUNICIP ALITY,KAITHOON,25,GENERAL,ZAMIL AHMAD,63,INC,MALE,GENERAL
1431,KOTA,MUNICIP ALITY,SANGOD,1,OBC,Dinesh Kumar,37,INC,MALE,OBC
1432,KOTA,MUNICIP ALITY,SANGOD,2,GEN WOMEN,Rahat Begam,38,INC,FEMALE,OBC
1433,KOTA,MUNICIP ALITY,SANGOD,3,GEN WOMEN,Raisa Begam,63,INC,FEMALE,OBC
1434,KOTA,MUNICIP ALITY,SANGOD,4,OBC WOMEN,Nisha Soni,43,IND,FEMALE,OBC
1435,KOTA,MUNICIP ALITY,SANGOD,5,GENERAL,Fayyaj Beg,33,IND,MALE,OBC
1436,KOTA,MUNICIP ALITY,SANGOD,6,OBC,RAJENDRA KUMAR GEHLOT,51,INC,MALE,OBC
1437,KOTA,MUNICIP ALITY,SANGOD,7,GENERAL,Dilip Kumar,49,INC,MALE,OBC
1438,KOTA,MUNICIP ALITY,SANGOD,8,GEN WOMEN,Alka Gupta,56,INC,FEMALE,GENERAL
1439,KOTA,MUNICIP ALITY,SANGOD,9,ST,Kanhaiya Lal,48,INC,MALE,ST
1440,KOTA,MUNICIP ALITY,SANGOD,10,GENERAL,Govind Suman,24,INC,MALE,OBC
1441,KOTA,MUNICIP ALITY,SANGOD,11,GENERAL,Niranjan Kumar,46,INC,MALE,GENERAL
1442,KOTA,MUNICIP ALITY,SANGOD,12,OBC WOMEN,Jinnat Bano,61,INC,FEMALE,OBC
1443,KOTA,MUNICIP ALITY,SANGOD,13,GEN WOMEN,Mohsina,50,BJP,FEMALE,OBC
1444,KOTA,MUNICIP ALITY,SANGOD,14,GENERAL,Omprakash,43,INC,MALE,GENERAL
1445,KOTA,MUNICIP ALITY,SANGOD,15,GENERAL,VIPIN KUMAR,44,INC,MALE,GENERAL
1446,KOTA,MUNICIP ALITY,SANGOD,16,GENERAL,Ramavtar,49,BJP,MALE,SC
1447,KOTA,MUNICIP ALITY,SANGOD,17,OBC,Shiv Shankar,40,INC,MALE,OBC
1448,KOTA,MUNICIP ALITY,SANGOD,18,GENERAL,Praveen Kumar,47,BJP,MALE,GENERAL
1449,KOTA,MUNICIP ALITY,SANGOD,19,SC,Heeralal,60,BJP,MALE,SC
1450,KOTA,MUNICIP ALITY,SANGOD,20,SC,Jitendra,33,BJP,MALE,SC
1451,KOTA,MUNICIP ALITY,SANGOD,21,SC WOMEN,Pooja Jeliya,24,INC,FEMALE,SC
1452,KOTA,MUNICIP ALITY,SANGOD,22,GENERAL,Krishan Kumar,45,BJP,MALE,GENERAL
1453,KOTA,MUNICIP ALITY,SANGOD,23,GENERAL,Mahendra kumar,28,BJP,MALE,GENERAL
1454,KOTA,MUNICIP ALITY,SANGOD,24,GENERAL,Rupchand,33,INC,MALE,OBC
1455,KOTA,MUNICIP ALITY,SANGOD,25,GEN WOMEN,Kavita Suman,24,INC,FEMALE,OBC
1456,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,1,GENERAL,RABBAN AHAMAD,39,INC,MALE,OBC
1457,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,2,SC,MANOJ KUMAR KHATI,25,IND,MALE,SC
1458,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,3,GEN WOMEN,SUSHILA KANWAR,24,INC,FEMALE,GENERAL
1459,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,4,SC WOMEN,YASHODA DEVI,36,INC,FEMALE,SC
1460,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,5,GENERAL,GOVIND LAL,30,IND,MALE,SC
1461,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,6,SC,ISHWAR LAL,59,BJP,MALE,SC
1462,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,7,GENERAL,NAVRATAN MAL,60,IND,MALE,GENERAL
1463,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,8,OBC WOMEN,PHOOL,30,IND,FEMALE,OBC
1464,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,9,GENERAL,ABDUL SATTAR,45,INC,MALE,OBC
1465,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,10,OBC,MEHNDI HASAN,55,INC,MALE,OBC
1466,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,11,OBC,VINOD KUMAR SOLANKI,40,BJP,MALE,OBC
1467,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,12,GENERAL,CHUNNILAL SANKHALA,47,IND,MALE,GENERAL
1468,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,13,GENERAL,SHOKAT ALI,63,INC,MALE,GENERAL
1469,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,14,GEN WOMEN,RUBEENA BANO',30,INC,FEMALE,GENERAL
1470,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,15,GEN WOMEN,SABNAM BANO,33,INC,FEMALE,GENERAL
1471,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,16,GENERAL,DEVI SINGH BIKA,61,BJP,MALE,GENERAL
1472,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,17,GENERAL,SHABANA,40,INC,FEMALE,GENERAL
1473,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,18,GEN WOMEN,RUKHASANA BANO,36,IND,FEMALE,GENERAL
1474,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,19,GENERAL,ISALAMUDIN,39,INC,MALE,OBC
1475,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,20,GENERAL,MOHAMMAD ASALAM,54,IND,MALE,OBC
1476,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,21,GENERAL,MO. ADIL,25,INC,MALE,GENERAL
1477,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,22,GEN WOMEN,NAJMA BEGUM,40,INC,FEMALE,OBC
1478,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,23,GEN WOMEN,SHAHIDA,46,INC,FEMALE,GENERAL
1479,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,24,GEN WOMEN,SHAHIDA BEGUM,60,INC,FEMALE,GENERAL
1480,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,25,OBC,NIYAJ MOHAMMAD,53,INC,MALE,OBC
1481,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,26,SC,MAHESH KUMAR,25,IND,MALE,SC
1482,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,27,OBC,SHAHNAWAZ,31,INC,MALE,OBC
1483,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,28,OBC,FAROOQ AHAMAD,54,IND,MALE,OBC
1484,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,29,GENERAL,ABDUL HALEEM,38,INC,MALE,OBC
1485,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,30,GEN WOMEN,SHAHNAAJ BUGUM,33,INC,FEMALE,OBC
1486,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,31,GEN WOMEN,MUMTAJ BANO,38,IND,FEMALE,OBC
1487,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,32,GENERAL,SAMREEN,26,INC,FEMALE,GENERAL
1488,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,33,OBC,AJIT SINGH,35,IND,MALE,OBC
1489,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,34,GENERAL,SHAKTI SINGH,42,IND,MALE,GENERAL
1490,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,35,GENERAL,FARUQ AHAMAD,47,INC,MALE,OBC
1491,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,36,GENERAL,FARUQ AHAMAD,62,INC,MALE,OBC
1492,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,37,GENERAL,P ARVEEN BEGUM,57,INC,FEMALE,OBC
1493,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,38,GENERAL,IPHTEKHARUDDIN,64,INC,MALE,OBC
1494,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,39,GENERAL,MO. IRSHAD,32,INC,MALE,GENERAL
1495,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,40,GEN WOMEN,JAIBA KOUSAR,27,INC,FEMALE,GENERAL
1496,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,41,GEN WOMEN,JAYADA,48,INC,FEMALE,GENERAL
1497,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,42,GENERAL,MO. IQBAL,33,IND,MALE,OBC
1498,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,43,GENERAL,SIRAJUDDIN,36,IND,MALE,OBC
1499,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,44,GEN WOMEN,NIRMA,29,IND,FEMALE,SC
1500,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,45,OBC WOMEN,NASEEM,66,IND,FEMALE,OBC
1501,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,46,GENERAL,SADDAM HUSAIN,26,IND,MALE,GENERAL
1502,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,47,GENERAL,ABDUL AZIZ,38,INC,MALE,OBC
1503,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,48,GENERAL,MOHAMMAD KHALIQ,27,INC,MALE,GENERAL
1504,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,49,OBC,HAJI ABDUL SALAM BHATI,60,INC,MALE,OBC
1505,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,50,OBC WOMEN,HAJJAN JUBEDA,54,INC,FEMALE,OBC
1506,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,51,GENERAL,MOHAMMAD MADANI,39,INC,MALE,GENERAL
1507,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,52,OBC,ABDUL KAYUM,44,INC,MALE,OBC
1508,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,53,GENERAL,MOHAMMAD AFJAL,38,INC,MALE,OBC
1509,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,54,OBC WOMEN,MUNIFA BEGUM,40,INC,FEMALE,OBC
1510,NAGAUR,MUNICIP AL COUNCIL,MAKRANA,55,SC WOMEN,SHANTI DEVI,51,INC,FEMALE,SC
1511,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,1,GENERAL,NANDU SHREE PANWAR,50,INC,FEMALE,OBC
1512,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,2,GENERAL,GULSHER KHA,29,IND,MALE,OBC
1513,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,3,GENERAL,BABU KHAN,63,INC,MALE,OBC
1514,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,4,OBC,IRFAN,30,INC,MALE,OBC
1515,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,5,GENERAL,MO. IMRAN,21,INC,MALE,OBC
1516,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,6,GENERAL,GANGA DEVI,69,INC,FEMALE,GENERAL
1517,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,7,GEN WOMEN,MUNNI DEVI,51,INC,FEMALE,OBC
1518,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,8,OBC WOMEN,VIMALA,60,INC,FEMALE,OBC
1519,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,9,GENERAL,GULSHAN BANO,27,IND,FEMALE,OBC
1520,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,10,OBC,IDRISH KHAN,36,INC,MALE,OBC
1521,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,11,GEN WOMEN,NAFEESHA BANO,43,IND,FEMALE,OBC
1522,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,12,GENERAL,MO. YUNUS,35,INC,MALE,OBC
1523,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,13,GEN WOMEN,MEERA DEVI,64,INC,FEMALE,OBC
1524,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,14,GENERAL,NITESH KUMAR,43,INC,MALE,GENERAL
1525,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,15,GEN WOMEN,RACHNA,37,INC,FEMALE,GENERAL
1526,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,16,GENERAL,UMMED HASAN KHAN,58,INC,MALE,GENERAL
1527,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,17,GENERAL,ABDUL NASIR,50,IND,MALE,OBC
1528,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,18,GEN WOMEN,FEMIDA,37,IND,FEMALE,OBC
1529,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,19,GENERAL,SAYAD JUBER ALI,25,INC,MALE,GENERAL
1530,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,20,SC,SHARWAN KUMAR MEGHWAL,36,INC,MALE,SC
1531,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,21,GEN WOMEN,INDRA,54,BJP,FEMALE,GENERAL
1532,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,22,OBC,ABDUL MALIQ,59,INC,MALE,OBC
1533,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,23,OBC WOMEN,MANFUL DEVI,67,IND,FEMALE,OBC
1534,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,24,GENERAL,RAGHUNA TH DAS MOTH,71,IND,MALE,GENERAL
1535,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,25,GENERAL,VISAL SAINI,26,INC,MALE,OBC
1536,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,26,SC WOMEN,PANCHI DEVI,63,INC,FEMALE,SC
1537,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,27,GENERAL,RAKESH KUMAR,30,BJP,MALE,OBC
1538,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,28,OBC,SURESH KUMAR,37,BJP,MALE,OBC
1539,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,29,OBC WOMEN,PARVATI DEVI,64,INC,FEMALE,OBC
1540,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,30,GENERAL,SADAM GOURI,27,IND,MALE,OBC
1541,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,31,SC,KAILASH CHAND,21,INC,MALE,SC
1542,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,32,GENERAL,SHARDA,34,IND,FEMALE,OBC
1543,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,33,GEN WOMEN,NEHA SAINI,21,BJP,FEMALE,OBC
1544,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,34,GENERAL,MO. RAFIQ,37,INC,MALE,OBC
1545,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,35,OBC,NAWAJ SAREEF,37,INC,MALE,OBC
1546,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,36,GENERAL,DURGARAM,35,IND,MALE,OBC
1547,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,37,GENERAL,ANKIT,29,INC,MALE,OBC
1548,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,38,GEN WOMEN,NAJIYA BANO,35,INC,FEMALE,OBC
1549,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,39,GEN WOMEN,ANURADHA DEVI,50,INC,FEMALE,OBC
1550,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,40,GENERAL,GOPAL RAM,60,BJP,MALE,OBC
1551,PALI,MUNICIP AL COUNCIL,PALI,1,GENERAL,VITTHAL DAS,56,BJP,MALE,GENERAL
1552,PALI,MUNICIP AL COUNCIL,PALI,2,OBC,OMPRAKASH SW AMI,61,BJP,MALE,OBC
