state,year,district,block,body,gram_panchayat,ward_no,ward_name,tier,tier_local,reservation,caste_reservation,woman_reserved,reservation_raw,listing_scope,script,sc_reserved_ward_count,st_reserved_ward_count,women_reserved_ward_count,source_path,source_page,source_pdf,source_url,source_capture
Assam,2025,Charaideo,Sapekhati,Sapekhati Anchalik Panchayat,,,,block_vice_head,Anchalik Panchayat Vice-President,Other than Woman,NONE,0,,all_seats,latin,,,,data/assam/2025_reservation/charaideo_reservation.pdf,5,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sonari,Sonari Anchalik Panchayat,,,,block_vice_head,Anchalik Panchayat Vice-President,Woman,NONE,1,Reserved for Women,all_seats,latin,,,,data/assam/2025_reservation/charaideo_reservation.pdf,5,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Lakwa,Lakwa Anchalik Panchayat,,,,block_vice_head,Anchalik Panchayat Vice-President,Other than Woman,NONE,0,,all_seats,latin,,,,data/assam/2025_reservation/charaideo_reservation.pdf,5,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Mahmora,Mahmora Anchalik Panchayat,,,,block_vice_head,Anchalik Panchayat Vice-President,Woman,NONE,1,Reserved for Women,all_seats,latin,,,,data/assam/2025_reservation/charaideo_reservation.pdf,5,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Kamrup Metropolitan,Ramcharani,Ramcharani Anchalik Panchayat,,,,block_vice_head,Anchalik Panchayat Vice-President,Woman,NONE,1,Women,all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,1,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Kamrup Metropolitan,Chandrapur,Chandrapur Anchalik Panchayat,,,,block_vice_head,Anchalik Panchayat Vice-President,Other than Woman,NONE,0,Unreserved,all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,1,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Kamrup Metropolitan,Dimoria,Dimoria Anchalik Panchayat,,,,block_vice_head,Anchalik Panchayat Vice-President,Woman,NONE,1,Women,all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,1,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Hailakandi,Hailakandi,Hailakandi Anchalik Panchayat,,,,block_vice_head,Anchalik Panchayat Vice-President,SC Other than Woman,SC,0,SC,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,1,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Katlicherra,Katlicherra Anchalik Panchayat,,,,block_vice_head,Anchalik Panchayat Vice-President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,1,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,South Hailakandi,South Hailakandi Anchalik Panchayat,,,,block_vice_head,Anchalik Panchayat Vice-President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,1,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Lala,Lala Anchalik Panchayat,,,,block_vice_head,Anchalik Panchayat Vice-President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,1,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,South Salmara-Mankachar,Mankachar,Mankachar Anchalik Panchayat,,,,block_vice_head,Anchalik Panchayat Vice-President,Other than Woman,NONE,0,,all_seats,latin,,,,data/assam/2025_reservation/south_salmara_reservation.pdf,1,south_salmara_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/south-salmara-reservation.pdf,
Assam,2025,South Salmara-Mankachar,Fekamari,Fekamari Anchalik Panchayat,,,,block_vice_head,Anchalik Panchayat Vice-President,Woman,NONE,1,Women,all_seats,latin,,,,data/assam/2025_reservation/south_salmara_reservation.pdf,1,south_salmara_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/south-salmara-reservation.pdf,
