state,year,district,block,body,ward_no,ward_count,serial,tier,tier_local,reservation,caste_reservation,woman_reserved,reservation_raw,listing_scope,script,source_path,source_page,source_pdf,source_url,source_capture
Assam,2020,Nalbari,Nalbari,Tihu,9,10,74,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,5,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta,4,22,75,ulb_ward,Municipal Board ward,SC Woman,SC,1,SC (Women),reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta,21,22,75,ulb_ward,Municipal Board ward,SC Woman,SC,1,SC (Women),reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta,6,22,75,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta,9,22,75,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta,10,22,75,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta,11,22,75,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta,13,22,75,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta,17,22,75,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta,19,22,75,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta,20,22,75,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta,22,22,75,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Howly,2,10,76,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Howly,3,10,76,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Howly,4,10,76,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Howly,7,10,76,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Howly,8,10,76,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Sarthebari,5,10,77,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Sarthebari,6,10,77,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Sarthebari,7,10,77,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Sarthebari,8,10,77,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Sarthebari,9,10,77,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta Road,2,10,78,ulb_ward,Municipal Board ward,SC Woman,SC,1,SC (Women),reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta Road,1,10,78,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta Road,5,10,78,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta Road,6,10,78,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Barpeta Road,10,10,78,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Sorbhog,1,10,79,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Sorbhog,2,10,79,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Sorbhog,5,10,79,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Sorbhog,8,10,79,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Barpeta,Sorbhog,10,10,79,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Bajali,Pathsala,8,10,80,ulb_ward,Municipal Board ward,SC Other than Woman,SC,0,SC,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Bajali,Pathsala,2,10,80,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Bajali,Pathsala,3,10,80,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Bajali,Pathsala,4,10,80,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Bajali,Pathsala,9,10,80,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Bajali,Pathsala,10,10,80,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Bajali,Patacharkuchi,4,10,81,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Bajali,Patacharkuchi,6,10,81,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Bajali,Patacharkuchi,8,10,81,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Bajali,Patacharkuchi,9,10,81,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
Assam,2020,Barpeta,Bajali,Patacharkuchi,10,10,81,ulb_ward,Municipal Board ward,Woman,NONE,1,Women,reserved_only,latin,data/assam/pdfs/Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,6,Reservation of Wards and post of Chairperson of Municipal Boards_2020.pdf,,
