state,year,district,block,body,gram_panchayat,ward_no,ward_name,tier,tier_local,reservation,caste_reservation,woman_reserved,reservation_raw,listing_scope,script,sc_reserved_ward_count,st_reserved_ward_count,women_reserved_ward_count,source_path,source_page,source_pdf,source_url,source_capture
Assam,2025,Charaideo,Sapekhati,Borguri,Borguri,1,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borguri,Borguri,2,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borguri,Borguri,3,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borguri,Borguri,4,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borguri,Borguri,5,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borguri,Borguri,6,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borguri,Borguri,7,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borguri,Borguri,8,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borguri,Borguri,9,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borguri,Borguri,10,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Milonjyoti,Milonjyoti,1,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,1,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Milonjyoti,Milonjyoti,2,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,1,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Milonjyoti,Milonjyoti,3,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,1,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Milonjyoti,Milonjyoti,4,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,1,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Milonjyoti,Milonjyoti,5,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,1,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Milonjyoti,Milonjyoti,6,,gp_ward,Gaon Panchayat Ward Member,ST Other than Woman,ST,0,Ward No. 6 (ST Open),all_seats,latin,0,1,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Milonjyoti,Milonjyoti,7,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,1,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Milonjyoti,Milonjyoti,8,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,1,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Milonjyoti,Milonjyoti,9,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,1,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Milonjyoti,Milonjyoti,10,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,1,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Rahan,Rahan,1,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Rahan,Rahan,2,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Rahan,Rahan,3,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Rahan,Rahan,4,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Rahan,Rahan,5,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Rahan,Rahan,6,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Rahan,Rahan,7,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Rahan,Rahan,8,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Rahan,Rahan,9,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Rahan,Rahan,10,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati,Sapekhati,1,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,1,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati,Sapekhati,2,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,1,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati,Sapekhati,3,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,1,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati,Sapekhati,4,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,1,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati,Sapekhati,5,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,1,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati,Sapekhati,6,,gp_ward,Gaon Panchayat Ward Member,SC Woman,SC,1,Ward No. 6 (SC Women),all_seats,latin,1,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati,Sapekhati,7,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,1,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati,Sapekhati,8,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,1,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati,Sapekhati,9,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,1,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati,Sapekhati,10,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,1,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Udayshree,Udayshree,1,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Udayshree,Udayshree,2,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Udayshree,Udayshree,3,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Udayshree,Udayshree,4,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Udayshree,Udayshree,5,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Udayshree,Udayshree,6,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Udayshree,Udayshree,7,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Udayshree,Udayshree,8,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Udayshree,Udayshree,9,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Udayshree,Udayshree,10,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Bhuyakhat,Bhuyakhat,1,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Bhuyakhat,Bhuyakhat,2,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Bhuyakhat,Bhuyakhat,3,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Bhuyakhat,Bhuyakhat,4,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Bhuyakhat,Bhuyakhat,5,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Bhuyakhat,Bhuyakhat,6,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Bhuyakhat,Bhuyakhat,7,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Bhuyakhat,Bhuyakhat,8,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Bhuyakhat,Bhuyakhat,9,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Bhuyakhat,Bhuyakhat,10,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borhat,Borhat,1,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borhat,Borhat,2,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borhat,Borhat,3,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borhat,Borhat,4,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borhat,Borhat,5,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borhat,Borhat,6,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borhat,Borhat,7,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borhat,Borhat,8,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borhat,Borhat,9,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Borhat,Borhat,10,,gp_ward,Gaon Panchayat Ward Member,Woman,NONE,1,Reservation for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Nahorpukhuri,Nahorpukhuri,1,,gp_ward,Gaon Panchayat Ward Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,9,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
