state,year,district,block,body,gram_panchayat,ward_no,ward_name,tier,tier_local,reservation,caste_reservation,woman_reserved,reservation_raw,listing_scope,script,sc_reserved_ward_count,st_reserved_ward_count,women_reserved_ward_count,source_path,source_page,source_pdf,source_url,source_capture
Assam,2025,Charaideo,Sapekhati,Sapekhati Anchalik Panchayat,Ahukhat,,,block_member,Anchalik Panchayat Member,Woman,NONE,1,Reserved for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,3,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati Anchalik Panchayat,Borguri,,,block_member,Anchalik Panchayat Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,3,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati Anchalik Panchayat,Milonjyoti,,,block_member,Anchalik Panchayat Member,Other than Woman,NONE,0,,all_seats,latin,0,1,5,data/assam/2025_reservation/charaideo_reservation.pdf,3,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati Anchalik Panchayat,Rahan,,,block_member,Anchalik Panchayat Member,Woman,NONE,1,Reserved for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,3,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati Anchalik Panchayat,Sapekhati,,,block_member,Anchalik Panchayat Member,Woman,NONE,1,Reserved for Women,all_seats,latin,1,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,3,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati Anchalik Panchayat,Udayshree,,,block_member,Anchalik Panchayat Member,Woman,NONE,1,Reserved for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,3,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati Anchalik Panchayat,Bhuyakhat,,,block_member,Anchalik Panchayat Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,3,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati Anchalik Panchayat,Borhat,,,block_member,Anchalik Panchayat Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,3,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati Anchalik Panchayat,Nahorpukhuri,,,block_member,Anchalik Panchayat Member,Other than Woman,NONE,0,,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,3,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
Assam,2025,Charaideo,Sapekhati,Sapekhati Anchalik Panchayat,Purbanchal,,,block_member,Anchalik Panchayat Member,Woman,NONE,1,Reserved for Women,all_seats,latin,0,0,5,data/assam/2025_reservation/charaideo_reservation.pdf,3,charaideo_reservation.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/charaideo-reservation.pdf,
