ElectionType,ElectionDuration,District,PanchayatSamiti,SrNo,NameOfGramPanchyat,CategoryOfGramPanchyat,TotalNoOfContestingCandidate,ElectedUnoppose,TotalElectorateVotes,TotalPolledVotes,RejectedVotes,TotalValidVotes,PollPercent,WinnerCandidateName,ViewPledge,VoteSecureByWinner,RunnerupCandidateName,VoteSecureByRunnerup,TotalNoOfNOTACount,TenderedVotes
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,25,Kuttin Sahabdas,ST (Woman),6,NO,3178,2694,0,2694,84.77,ANOKHI,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P08P35PM.pdf,1042,VIDHYA DEVI,833,15,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,26,MAINTHANA,OBC,7,NO,3779,3194,0,3194,84.52,SUKESH CHAND,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P04P21PM.pdf,1094,GIRDHAR SINGH,584,18,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,27,MATHURAHEDA,General,3,NO,3733,3262,0,3262,87.38,HEMARANI,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P04P35PM.pdf,1626,DEVENDRA KUMAR SHARMA,1069,14,1
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,28,MESARI,General,3,NO,3586,3354,0,3354,93.53,MOHAN LAL SHARMA,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P04P54PM.pdf,1396,SATISH,942,24,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,29,Mongolia,General (Woman),2,NO,2542,2404,0,2404,94.57,RAJANTI,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P08P59PM.pdf,1425,OMWATI,971,8,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,30,NAHERKHORA,General (Woman),5,NO,3120,2584,0,2584,82.82,DHAPA,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P05P06PM.pdf,1128,DHANMATNI,726,11,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,31,Nangalrupa,General (Woman),10,NO,2826,2433,0,2433,86.09,PRIYANKA,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P08P46PM.pdf,600,RAMKALI,593,16,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,32,NATOJ,SC,8,NO,3570,2750,0,2750,77.03,HEMANT BAIRWA,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P05P18PM.pdf,679,SANTOSH KUMAR,613,11,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,33,NURPUR,OBC (Woman),10,NO,3759,3289,0,3289,87.5,RAMA,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P05P28PM.pdf,620,KEKAI,552,14,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,34,Rampura Patan,General (Woman),8,NO,3039,2655,0,2655,87.36,GANGA DEVI,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P08P21PM.pdf,716,VIMALA,709,17,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,35,RETA,SC,14,NO,4427,3687,0,3687,83.28,GAYALAL,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P05P38PM.pdf,965,VIRENDRA SINGH,637,13,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,36,RONIJATHAN,General,11,NO,4244,3510,0,3510,82.7,KAMPURI,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P05P49PM.pdf,1117,NANDLAL,503,13,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,37,SAHARI,OBC (Woman),7,NO,3276,2857,0,2857,87.21,SEEMA DEVI,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P06P02PM.pdf,654,CHANDRAKAL,581,11,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,38,SALWADI,ST,9,NO,3467,2898,0,2898,83.59,NATHOLI URF NATTHILAL,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P06P13PM.pdf,848,RAMKISHAN,580,23,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,39,SAMUCHI,General (Woman),9,NO,4450,3913,0,3913,87.93,KESHANTI,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P06P24PM.pdf,1364,POOJA DEVI CHAUHAN,1107,25,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,40,SONKH,General,7,NO,5193,4280,0,4280,82.42,SHREEBHAN SINGH,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P06P34PM.pdf,1192,MORDHWAJ,894,37,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,41,SONKHER,SC,14,NO,4821,3949,0,3949,81.91,BHAJAN KHICHI,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P06P43PM.pdf,1272,JAGANRAM KHATIK,851,34,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,42,SONKHERI,SC (Woman),12,NO,4404,3658,0,3658,83.06,KAMAL DEI,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P06P54PM.pdf,911,SUMOTI DEVI,826,33,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,43,TASAI,General,9,NO,5609,4558,0,4558,81.26,MUKESH SINGH CHAUHAN,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P07P03PM.pdf,2221,VISHNU SINGH,1685,25,1
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,44,TIGRIYA,General (Woman),4,NO,3467,3079,0,3079,88.81,SHEELA,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P07P15PM.pdf,1043,PUSHPA KUMARI,853,11,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,45,TIKERI,SC,10,NO,4648,3949,0,3949,84.96,DINESH,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P07P25PM.pdf,854,BADLE,853,5,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,46,TITPURI,OBC,5,NO,4472,3622,0,3622,80.99,HARBEER SINGH,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P07P41PM.pdf,1492,VIKRAM,960,36,0
General Election,JAN-MAR 2020,ALWAR,KATHUMAR PANCHAYAT SAMITI,47,TODA,General,6,NO,2605,2221,0,2221,85.26,KESHAR,https://sec.rajasthan.gov.in/Nominations/11_SARPANCH_EROKATH1_3K2K20221P07P55PM.pdf,747,LALITA MEENA,596,17,0
By Election,May 2022,PRATAPGARH,CHOTI SADRI PANCHAYAT SAMITI,1,Karanpur Kalan,ST,2,NO,2084,1493,0,1493,71.64,LAKSHMAN SINGH,https://sec.rajasthan.gov.in/Nominations/203_SARPANCH_EROCHOT1_5K19K20223P08P51PM.pdf,1005,SHAMBHU SINGH,452,36,0
By Election,SEP 2021,TONK,DEOLI PANCHAYAT SAMITI,1,SAWANTGARH,General,8,NO,3676,2937,0,2937,79.9,SUNIL KUMAR,https://sec.rajasthan.gov.in/Nominations/232_SARPANCH_ERODEOL1_2K15K202212P51P48PM.pdf,1650,RAJESH KUMAR MEENA,1177,9,0
By Election,DEC 2021,ALWAR,GOVINDGARH PANCHAYAT SAMITI,1,Samlakhurd,General,1,YES,1860,0,0,0,0.0,MANISHA KHAN,https://sec.rajasthan.gov.in/Nominations/297_SARPANCH_EROGOVNG1_2K10K20223P49P25PM.pdf,0,nan,0,0,0
By Election,May 2022,KARAULI,SHRIMHAVEERJI PANCHAYAT SAMITI,1,Bargama,ST (Woman),1,YES,3231,0,0,0,0.0,RITU MEENA,https://sec.rajasthan.gov.in/Nominations/333_SARPANCH_deokara1_5K4K202211P38P11AM.pdf,0,nan,0,0,0
By Election,May 2022,JODHPUR,BALESAR PANCHAYAT SAMITI,1,Sihanda,General,1,YES,2657,0,0,0,0.0,dhuda ram,https://sec.rajasthan.gov.in/Nominations/161_SARPANCH_EROBALE1_5K6K20221P51P45PM.pdf,0,nan,0,0,0
By Election,May 2022,JAIPUR,TUNGA PANCHAYAT SAMITI,1,Sambharia,General (Woman),1,YES,3607,0,0,0,0.0,PUSHPA AGRAWAL,https://sec.rajasthan.gov.in/Nominations/320_SARPANCH_EROTUNG1_5K4K202210P22P44AM.pdf,0,nan,0,0,0
By Election,May 2022,JAISALMER,SAM PANCHAYAT SAMITI,1,KOTDI,General,1,YES,1321,0,0,0,0.0,Jitendra Singh,https://sec.rajasthan.gov.in/Nominations/137_SARPANCH_DEOJAIS1_5K17K20225P04P52PM.pdf,0,nan,0,0,0
By Election,NOV 2022,UDAIPUR,JHADOL PANCHAYAT SAMITI,1,Chokhlabara,ST (Woman),1,YES,1781,0,0,0,0.0,sunaki baai,https://sec.rajasthan.gov.in/Nominations/242_SARPANCH_DEOUDAI1_11K29K20222P48P24PM.pdf,0,nan,0,0,0
By Election,NOV 2022,SIROHI,SIROHI PANCHAYAT SAMITI,1,BHUTGAON,SC (Woman),4,NO,3812,2120,0,2120,55.61,TEEJA,https://sec.rajasthan.gov.in/Nominations/231_SARPANCH_EROSIROI1_11K26K202212P08P20PM.pdf,1113,SEETA,700,17,0
By Election,NOV 2022,UDAIPUR,BHINDER PANCHAYAT SAMITI,1,BAGAR,General (Woman),2,NO,3221,2156,0,2156,66.94,kanku,https://sec.rajasthan.gov.in/Nominations/239_SARPANCH_DEOUDAI1_11K26K20221P45P05PM.pdf,1254,puja,855,47,0
By Election,SEP 2021,AJMER,JAWAJA PANCHAYAT SAMITI,1,KABRA,General,6,NO,4024,2818,0,2818,70.03,PARWATI DEVI,https://sec.rajasthan.gov.in/Nominations/,848,BHAGWAN SINGH,674,18,0
By Election,SEP 2021,BANSWARA,GHATOL PANCHAYAT SAMITI,1,AMARTHUN,ST,3,NO,3889,3393,0,3393,87.25,RAJENDRA PRASAD CHARPOTA,https://sec.rajasthan.gov.in/Nominations/,1994,DHIRAJMAL,687,51,5
By Election,SEP 2021,BANSWARA,GHATOL PANCHAYAT SAMITI,2,JAGPURA,ST,2,NO,2961,2439,0,2439,82.37,RAMESHCHANDRA BARGOT,https://sec.rajasthan.gov.in/Nominations/,1302,SUSHILA,1108,29,0
By Election,May 2022,GANGANAGAR,RAISNGHNAGAR PANCHAYAT SAMITI,1,THANDI,SC,2,NO,3090,2395,0,2395,77.51,MANOHAR LAL,https://sec.rajasthan.gov.in/Nominations/112_SARPANCH_DEOGANG1_5K18K20224P31P45PM.pdf,1240,SHRAWAN KUMAR,1137,18,0
By Election,JUL 2021,SIKAR,PATAN PANCHAYAT SAMITI,1,BIHARIPUR,General (Woman),3,NO,4582,3403,0,3403,74.27,REKHA KANWAR,https://sec.rajasthan.gov.in/Nominations/289_SARPANCH_EROPATAN1_2K11K202210P37P30AM.pdf,1467,RINKI MEENA,1083,38,0
By Election,JUL 2021,UDAIPUR,HRUSHABHDEV PANCHAYAT SAMITI,1,Thana,ST (Woman),5,NO,1705,1241,0,1241,72.79,BADI,https://sec.rajasthan.gov.in/Nominations/,584,TULSI,258,21,0
By Election,May 2022,CHITTORGARH,NIMBAHERA PANCHAYAT SAMITI,1,BANGEDA GHATA,General,6,NO,2544,2204,0,2204,86.64,DEEPAK DHAKER,https://sec.rajasthan.gov.in/Nominations/86_SARPANCH_ERONIMB1_5K18K20224P31P14PM.pdf,734,DEVI LAL,680,20,1
By Election,JUL 2021,TONK,NIWAI PANCHAYAT SAMITI,1,JAMDOLI,SC,2,NO,2565,1998,0,1998,77.89,SATYA NARAYAN,https://sec.rajasthan.gov.in/Nominations/,1157,VIMAL RAY,818,23,0
By Election,JUL 2021,TONK,DEOLI PANCHAYAT SAMITI,1,GHAD,General (Woman),8,NO,4977,3937,0,3937,79.1,PRIYANKA DEVATWAL,https://sec.rajasthan.gov.in/Nominations/232_SARPANCH_ERODEOL1_2K15K202212P52P42PM.pdf,1062,RUKAMANI DEVI SAHU,1039,35,0
By Election,JUL 2021,UDAIPUR,KHERWADA PANCHAYAT SAMITI,1,BADLA,ST,5,NO,3094,2297,0,2297,74.24,TEENA,https://sec.rajasthan.gov.in/Nominations/,1320,RATAN LIMBAT,759,60,0
By Election,JUL 2021,UDAIPUR,KHERWADA PANCHAYAT SAMITI,2,BANJARIA,ST (Woman),9,NO,2338,1724,0,1724,73.74,SHARDA,https://sec.rajasthan.gov.in/Nominations/,560,SANGITA DEVI,358,0,0
By Election,May 2022,CHITTORGARH,BEGUN PANCHAYAT SAMITI,1,MADHOPUR,OBC (Woman),1,YES,0,0,0,0,0.0,BHULA BAI,https://sec.rajasthan.gov.in/Nominations/78_SARPANCH_erobegu1_5K5K202211P15P59AM.pdf,0,nan,0,0,0
By Election,SEP 2021,BARMER,GUDHAMALANI PANCHAYAT SAMITI,1,Khadali,SC,1,YES,1981,0,0,0,0.0,MOOLA RAM,https://sec.rajasthan.gov.in/Nominations/,0,nan,0,0,0
By Election,NOV 2022,PALI,RAIPUR PANCHAYAT SAMITI,1,Deogarh,SC,3,NO,2111,1566,0,1566,74.18,NETA RAM,https://sec.rajasthan.gov.in/Nominations/197_SARPANCH_ERORAIPU1_11K26K20223P10P32PM.pdf,717,RAKESH KUMAR,657,34,0
By Election,May 2022,BHILWARA,KOTRI PANCHAYAT SAMITI,1,AASOP,General,2,NO,2867,2177,0,2177,75.93,Ramesh Chandra Sharma,https://sec.rajasthan.gov.in/Nominations/59_SARPANCH_erokotr1_5K18K20223P30P11PM.pdf,1193,Seema,947,37,0
By Election,NOV 2022,KOTA,LADPURA PANCHAYAT SAMITI,1,ALNIYA,General (Woman),4,NO,2995,2012,0,2012,67.18,Rukmani Devi,https://sec.rajasthan.gov.in/Nominations/178_SARPANCH_EROLADP1_11K25K20227P33P10PM.pdf,908,Anjana Hada,815,23,0
By Election,May 2022,BHILWARA,HURDA MANDAL PANCHAYAT SAMITI,1,LAMBA,General (Woman),4,NO,3839,3096,0,3096,80.65,DIVYANI RATHORE,https://sec.rajasthan.gov.in/Nominations/57_SARPANCH_EROHURD1_5K7K20228P30P51PM.pdf,1766,SOHANI,822,19,0
By Election,NOV 2022,JHALAWAR,MANOHARTHANA PANCHAYAT SAMITI,1,SAMROL,General (Woman),2,NO,3644,3064,0,3064,84.08,DHAPU BAI,https://sec.rajasthan.gov.in/Nominations/151_SARPANCH_DEOJHAL1_11K28K20225P48P58PM.pdf,1703,DHAPU BAI,1323,38,0
By Election,NOV 2022,JHALAWAR,JHALRAPATAN PANCHAYAT SAMITI,1,PIPLOD,General,8,NO,3972,3253,0,3253,81.9,JUJHAR SINGH,https://sec.rajasthan.gov.in/Nominations/149_SARPANCH_DEOJHAL1_11K28K20225P15P24PM.pdf,835,RAMESHWAR,786,34,2
By Election,NOV 2022,JODHPUR,PIPAR SAHAR PANCHAYAT SAMITI,1,Malar,OBC (Woman),3,YES,1982,0,0,0,0.0,SEEMA,https://sec.rajasthan.gov.in/Nominations/283_SARPANCH_EROPIPAR1_11K28K20224P37P29PM.pdf,0,nan,0,0,0
By Election,NOV 2022,JODHPUR,BAP PANCHAYAT SAMITI,1,RANESARI,SC,3,NO,1792,1488,0,1488,83.04,भुराराम,https://sec.rajasthan.gov.in/Nominations/162_SARPANCH_EROBAP1_11K25K20227P29P25PM.pdf,989,सुगनी देवी,469,16,0
By Election,NOV 2022,JHALAWAR,DUG PANCHAYAT SAMITI,1,GURADIYA JHALA,SC,7,NO,4004,3099,0,3099,77.4,AJAY KUMAR,https://sec.rajasthan.gov.in/Nominations/148_SARPANCH_DEOJHAL1_11K28K20225P33P38PM.pdf,1776,REKHA MEHAR,375,55,0
By Election,NOV 2022,JODHPUR,LOHAWAT PANCHAYAT SAMITI,1,Rupana Jetana,General,2,NO,2332,897,0,897,38.46,HEERO,https://sec.rajasthan.gov.in/Nominations/282_SARPANCH_eroloha1_11K28K20223P08P31PM.pdf,702,LIKHMARAM,33,19,0
By Election,JUL 2021,NAGAUR,NAGAUR PANCHAYAT SAMITI,1,BASNI,General (Woman),3,NO,20767,9590,0,9590,46.18,CHAND BIBI,https://sec.rajasthan.gov.in/Nominations/,6656,SHAHIN,1960,68,0
By Election,JUL 2021,KOTA,KHERABAD PANCHAYAT SAMITI,1,GHATOLI,ST (Woman),3,NO,2577,2017,0,2017,78.27,DHAPU BAI,https://sec.rajasthan.gov.in/Nominations/,745,MANGI BAI,711,28,0
By Election,JUL 2021,KARAULI,NADOTI PANCHAYAT SAMITI,1,DHOLETA,SC,6,NO,3183,2346,0,2346,73.7,KAPTAN SINGH MAHAWAR,https://sec.rajasthan.gov.in/Nominations/,894,RAJU,441,0,0
By Election,JUL 2021,KARAULI,NADOTI PANCHAYAT SAMITI,2,NADOTI,SC,3,NO,4190,2882,0,2882,68.78,RAMESH CHAND KOLI,https://sec.rajasthan.gov.in/Nominations/,1088,TIKARAM CHETIWAL,1007,0,0
By Election,JUL 2021,KOTA,ITAWA PANCHAYAT SAMITI,1,RANODIYA,SC (Woman),7,NO,2892,2046,0,2046,70.75,MOSMI BAI,https://sec.rajasthan.gov.in/Nominations/,738,KAILASHI BAI,586,13,0
By Election,NOV 2022,JAIPUR,GOVINDGARH PANCHAYAT SAMITI,1,GOVINDGARH,General,10,NO,7496,5755,0,5755,76.77,MAHENDRA KUMAR SHARMA,https://sec.rajasthan.gov.in/Nominations/127_SARPANCH_EROGOVI1_11K28K20223P34P10PM.pdf,1962,SUBHASH CHANDRA KUMAWAT,1603,33,0
By Election,JUL 2021,JODHPUR,LUNI PANCHAYAT SAMITI,1,KHARABERA PUROHITAN,SC,2,NO,3406,2567,0,2567,75.37,Bhagirath,https://sec.rajasthan.gov.in/Nominations/,1434,Shrawan Ram,1112,21,0
By Election,JUL 2021,JODHPUR,SHERGARH PANCHAYAT SAMITI,1,TENA,ST,2,NO,4351,3288,0,3288,75.57,Sayar,https://sec.rajasthan.gov.in/Nominations/,2110,Sita Kumari,1144,34,0
By Election,NOV 2022,JALORE,JALORE PANCHAYAT SAMITI,1,AKOLI,OBC,3,NO,3811,2187,0,2187,57.39,CHOPARAM,https://sec.rajasthan.gov.in/Nominations/142_SARPANCH_EROJALO1_11K25K20227P34P24PM.pdf,1270,TINA KUMARI LOHAR,576,21,0
By Election,SEP 2021,BARMER,DHANAU PANCHAYAT SAMITI,1,Zaaniyon Ki Basti,SC,1,YES,2267,0,0,0,0.0,GOVIND RAM,https://sec.rajasthan.gov.in/Nominations/,0,nan,0,0,0
By Election,SEP 2021,BARMER,BARMER PANCHAYAT SAMITI,1,Daruda,SC (Woman),2,NO,1444,1323,0,1323,91.62,PEMPI DEVI,https://sec.rajasthan.gov.in/Nominations/,732,CHUKI DEVI,575,16,0
By Election,NOV 2022,DUNGARPUR,SAGWARA PANCHAYAT SAMITI,1,AARA,ST (Woman),5,NO,3451,2215,0,2215,64.18,RAMTI PARMAR,https://sec.rajasthan.gov.in/Nominations/106_SARPANCH_DEODUNG1_11K28K20222P50P20PM.pdf,1012,VASI DAMOR,727,51,0
By Election,NOV 2022,DUNGARPUR,SAGWARA PANCHAYAT SAMITI,2,Gada Vejaniya,ST (Woman),2,NO,1935,1395,0,1395,72.09,SANGEETA NANOMA,https://sec.rajasthan.gov.in/Nominations/106_SARPANCH_DEODUNG1_11K28K20223P18P40PM.pdf,782,REENA KHANT,576,37,0
By Election,JUL 2021,JHALAWAR,BAKANI PANCHAYAT SAMITI,1,JHIJHNIYA,General,4,NO,3542,3057,0,3057,86.31,KALU LAL,https://sec.rajasthan.gov.in/Nominations/147_SARPANCH_EROBAKA1_3K7K20224P52P29PM.pdf,1287,NAROTTAM LODHA,1271,21,0
By Election,NOV 2022,GANGANAGAR,PADAMPUR PANCHAYAT SAMITI,1,SANWATSAR,SC (Woman),2,NO,2987,2629,0,2629,88.01,GUDDI DEVI,https://sec.rajasthan.gov.in/Nominations/111_SARPANCH_EROPADA1_11K25K20226P45P16PM.pdf,1561,NAMITA,1052,16,0
By Election,May 2022,AJMER,SAWAR PANCHAYAT SAMITI,1,MEHRUNKALAN,General,3,NO,3921,2910,0,2910,74.22,KAILASH DEVI JAIN,https://sec.rajasthan.gov.in/Nominations/344_SARPANCH_erosawar1_5K23K20224P00P24PM.pdf,1166,JATAN KANWAR,1052,43,0
By Election,NOV 2022,HANUMANGARH,RAWATSAR PANCHAYAT SAMITI,1,MALASAR,OBC (Woman),1,YES,3759,0,0,0,0.0,Vimla,https://sec.rajasthan.gov.in/Nominations/120_SARPANCH_ERORAWA1_11K22K20222P01P43PM.pdf,0,nan,0,0,0
By Election,JUL 2021,GANGANAGAR,KARANPUR PANCHAYAT SAMITI,1,2 FFA,General (Woman),2,NO,1226,1070,0,1070,87.28,RANI BAI,https://sec.rajasthan.gov.in/Nominations/,584,HARAPRIT KOUR,480,6,0
By Election,NOV 2022,DAUSA,LALSOT PANCHAYAT SAMITI,1,Ratanpura,ST,16,NO,2665,2039,0,2039,76.51,GIRRAJ PRASAD MEENA,https://sec.rajasthan.gov.in/Nominations/96_SARPANCH_EROLALS1_11K26K20222P55P25PM.pdf,541,RAMJI LAL MEENA,489,10,0
By Election,JUL 2021,JAIPUR,GOVINDGARH PANCHAYAT SAMITI,1,TIGARIYA,General,4,NO,7604,6191,0,6191,81.42,DIPTI,https://sec.rajasthan.gov.in/Nominations/,2750,SHANKAR LAL YADAV,2654,50,0
By Election,JUL 2021,DUNGARPUR,SAGWARA PANCHAYAT SAMITI,1,VIRAT,ST (Woman),5,NO,2007,1550,0,1550,77.23,INDIRA,https://sec.rajasthan.gov.in/Nominations/106_SARPANCH_DEODUNG1_3K15K20225P42P47PM.pdf,434,JAYSHREE,303,48,0
By Election,JUL 2021,GANGANAGAR,GHADSANA PANCHAYAT SAMITI,1,7 MLD (B),OBC,1,YES,2460,0,0,0,0.0,KANWAR PAL,https://sec.rajasthan.gov.in/Nominations/,0,nan,0,0,0
By Election,JUL 2021,JAISALMER,JAISALMER PANCHAYAT SAMITI,1,Bhagu Ka Gaon,ST,1,YES,1515,0,0,0,0.0,Lachhon,https://sec.rajasthan.gov.in/Nominations/136_SARPANCH_DEOJAIS1_3K15K20221P00P41PM.pdf,0,nan,0,0,0
By Election,JUL 2021,JAIPUR,AMER PANCHAYAT SAMITI,1,Dev Ka Harvada,ST (Woman),4,NO,2791,2282,0,2282,81.76,Suman Meena,https://sec.rajasthan.gov.in/Nominations/,741,Dharmi devi meena,655,12,0
By Election,JUL 2021,CHITTORGARH,BARISADRI PANCHAYAT SAMITI,1,KACHUMRA,General (Woman),2,NO,2273,1999,0,1999,87.95,PRAMILA JAT,https://sec.rajasthan.gov.in/Nominations/77_SARPANCH_EROBARI1_3K4K20225P17P08PM.pdf,1325,LEELA,657,17,0
By Election,JUL 2021,CHITTORGARH,BEGUN PANCHAYAT SAMITI,1,RAJGARH,General,3,NO,3503,3089,0,3089,88.18,KAILASH CHANDRA PRAJAPAT,https://sec.rajasthan.gov.in/Nominations/78_SARPANCH_erobegu1_3K7K202212P30P07PM.pdf,1157,OM PRAKASH,1123,38,0
By Election,JUL 2021,BIKANER,NOKHA PANCHAYAT SAMITI,1,BERASAR,General,5,NO,2775,2372,0,2372,85.48,champa,https://sec.rajasthan.gov.in/Nominations/,899,girdhari ram,533,17,0
By Election,NOV 2022,BARAN,KISHANGANJ PANCHAYAT SAMITI,1,JALWARA,ST (Woman),4,NO,2779,2100,0,2100,75.57,GEETA BAI,https://sec.rajasthan.gov.in/Nominations/36_SARPANCH_EROKISHA1_11K28K20222P46P59PM.pdf,1103,REENA BAI,918,17,0
By Election,NOV 2022,BARAN,KISHANGANJ PANCHAYAT SAMITI,2,SUNWAS,ST (Woman),8,NO,4248,2811,0,2811,66.17,SHEELA,https://sec.rajasthan.gov.in/Nominations/36_SARPANCH_EROKISHA1_11K28K20222P47P18PM.pdf,807,UJALA,691,27,0
By Election,JUL 2021,BHILWARA,BANERA PANCHAYAT SAMITI,1,BABRANA,OBC (Woman),5,NO,3458,3167,0,3167,91.58,SAJJANA DEVI JAT,https://sec.rajasthan.gov.in/Nominations/,1229,RASALI DEVI GADRI,922,24,0
By Election,JUL 2021,CHURU,RAJGARH PANCHAYAT SAMITI,1,SEUWA,General,1,YES,3079,0,0,0,0.0,sayar,https://sec.rajasthan.gov.in/Nominations/89_SARPANCH_ERORAJGA11_3K10K202211P55P21AM.pdf,0,nan,0,0,0
By Election,NOV 2022,ALWAR,RAJGARH PANCHAYAT SAMITI,1,GOLA KA BAS,ST (Woman),3,NO,4589,3713,0,3713,80.91,URMILA,https://sec.rajasthan.gov.in/Nominations/18_SARPANCH_erorajg1_11K26K20229P14P36AM.pdf,2038,BAJRANG,1635,24,0
By Election,JUL 2021,BIKANER,PUGAL PANCHAYAT SAMITI,1,Ramada,SC,1,YES,1153,0,0,0,0.0,CHOTURAM,https://sec.rajasthan.gov.in/Nominations/,0,nan,0,0,0
By Election,NOV 2022,BHILWARA,SHAHPURA PANCHAYAT SAMITI,1,PHULIYAKALAN,SC,3,NO,5656,4128,0,4128,72.98,AZAD RAO,https://sec.rajasthan.gov.in/Nominations/64_SARPANCH_EROSHAHP1_11K26K202211P24P25AM.pdf,1840,LAXMI DHOBI,1691,39,0
By Election,NOV 2022,BHARATPUR,BHUSAWAR PANCHAYAT SAMITI,1,Salempur Khurd,ST,3,NO,2827,2219,0,2219,78.49,RAJENDRA SINGH,https://sec.rajasthan.gov.in/Nominations/304_SARPANCH_EROBHUS1_11K28K20221P57P20PM.pdf,1078,KAMPOORI,743,24,0
By Election,NOV 2022,BIKANER,BAJJU (BAJJU KHALSA) PANCHAYAT SAMITI,1,Bijeri,OBC,1,YES,2760,0,0,0,0.0,KARIMA BANU,https://sec.rajasthan.gov.in/Nominations/307_SARPANCH_EROBAJJU1_11K29K20225P54P41PM.pdf,0,nan,0,0,0
By Election,NOV 2022,BARAN,CHHABRA PANCHAYAT SAMITI,1,GHATAKHERI,General,6,NO,3001,2549,0,2549,84.94,SURAJMAL,https://sec.rajasthan.gov.in/Nominations/34_SARPANCH_EROCHHAB1_11K26K20223P01P26PM.pdf,760,SAVITA BAI,588,33,0
By Election,NOV 2022,BIKANER,BIKANER PANCHAYAT SAMITI,1,MUNDSAR,General,3,NO,5457,4650,0,4650,85.21,KESHAR MAL,https://sec.rajasthan.gov.in/Nominations/66_SARPANCH_EROBIKAN1_11K26K20226P02P36PM.pdf,2350,TOLARAM,2249,14,0
By Election,JUL 2021,BHARATPUR,SEWAR PANCHAYAT SAMITI,1,JAGHINA,SC,2,NO,8845,4706,0,4706,53.21,Narendra singh,https://sec.rajasthan.gov.in/Nominations/,3083,Puspendra,1575,48,0
