source_pdf,source_page,serial,name_ocr,district_roman,block_no,gp_no,gram_panchayat,ward_no,ward_no_ocr
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,सुबन्ती देवी,VI,5,21,तेतरोन –,3,3
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,सरिता देवी,VI,5,21,तेतरोन –,4,4
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,उमा देवी,VI,5,21,तेतरोन –,5,5
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,मिथुन शर्मा,VI,5,21,तेतरोन –,6,6
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,साजमा खातुन,VI,5,21,तेतरोन –,7,7
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,रागिनी दास,VI,5,21,तेतरोन –,8,8
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,चन्द्रवा देवी,VI,5,21,तेतरोन –,9,9
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,मेा0 मकसुद अंसारी,VI,5,21,तेतरोन –,10,10
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,चन्द्रदेव यादव,VI,5,21,तेतरोन –,11,11
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,रामा रविदास,VI,5,21,तेतरोन –,12,12
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,जगदीश यादव,VI,5,21,तेतरोन –,13,13
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,बिनोद भुईयां,VI,5,22,कटिया –,1,1
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,सहदेव यादव,VI,5,22,कटिया –,2,2
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,जरिना खातुन,VI,5,22,कटिया –,3,3
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,आशा देवी शाहा,VI,5,22,कटिया –,4,4
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,हसीना खातुन,VI,5,22,कटिया –,5,5
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,धनेश्वरी देवी,VI,5,22,कटिया –,6,6
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,मानती देवी,VI,5,22,कटिया –,7,7
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,अमृता देवी,VI,5,22,कटिया –,8,8
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,विनती देवी,VI,5,22,कटिया –,9,9
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,सुबोध कुमार भदानी,VI,5,22,कटिया –,10,10
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,विपूल कुमार सिंह,VI,5,23,गडगी –,1,1
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,सुधा देवी,VI,5,23,गडगी –,2,2
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,देवन्ती देवी,VI,5,23,गडगी –,3,3
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,सुनीता देवी,VI,5,23,गडगी –,4,4
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,चन्द्रदेव यादव,VI,5,23,गडगी –,5,5
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,संजीदा खातुन,VI,5,23,गडगी –,6,6
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,जाफर इमाम,VI,5,23,गडगी –,7,7
KODERMA MUKHIYA PSS GPS ZP.pdf,35,,प्रभु राम,VI,5,23,गडगी –,8,8
DEOGHAR ZP MUKHIYA PSS GPS.pdf,2,,संतोष पासवान,VIII,,,देवघर,01,01
DEOGHAR ZP MUKHIYA PSS GPS.pdf,2,,नूतन सिंह,VIII,,,देवघर,02,02
DEOGHAR ZP MUKHIYA PSS GPS.pdf,2,,बिरजु राउत,VIII,,,देवघर,03,03
DEOGHAR ZP MUKHIYA PSS GPS.pdf,2,,बबीता देवी,VIII,,,देवघर,04,04
DEOGHAR ZP MUKHIYA PSS GPS.pdf,2,,ममता देवी,VIII,,,देवघर,05,05
DEOGHAR ZP MUKHIYA PSS GPS.pdf,2,,किरण कुमारी,VIII,,,देवघर,06,06
DEOGHAR ZP MUKHIYA PSS GPS.pdf,2,,कविता देवी,VIII,,,देवघर,07,07
DEOGHAR ZP MUKHIYA PSS GPS.pdf,2,,निशा कुमारी,VIII,,,देवघर,08,08
DEOGHAR ZP MUKHIYA PSS GPS.pdf,2,,कल्पना कुमारी,VIII,,,देवघर,09,09
DEOGHAR ZP MUKHIYA PSS GPS.pdf,2,,आलमगीर अंसारी,VIII,,,देवघर,10,10
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,मनोज राय,VIII,,,देवघर,11,11
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,महेन्द्र यादव,VIII,,,देवघर,12,12
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,दिनेश्वर किस्कु,VIII,,,देवघर,13,13
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,शाहीना प्रवीण,VIII,,,देवघर,14,14
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,शीला देवी,VIII,,,देवघर,15,15
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,इमरान अंसारी,VIII,,,देवघर,16,16
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,अबु अख्तर,VIII,,,देवघर,17,17
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,बलवीर प्रसाद राय,VIII,,,देवघर,18,18
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,कविता चौधरी,VIII,,,देवघर,19,19
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,रीता देवी,VIII,,,देवघर,20,20
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,पिंकी कुमारी,VIII,,,देवघर,21,21
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,पुष्पा देवी,VIII,,,देवघर,22,22
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,अनीता हाँसदा,VIII,,,देवघर,23,23
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,आनन्द मसीह मुर्मू,VIII,,,देवघर,24,24
DEOGHAR ZP MUKHIYA PSS GPS.pdf,3,,अनिमा सोरेन,VIII,,,देवघर,25,25
