source_pdf,source_page,serial,name_ocr,district_roman,block_no,gp_no,gram_panchayat,ward_no,ward_no_ocr
CHITTERPUR MUKHIYA.pdf,1,,टुशील देवी,XVI,05,01,मायल,,
CHITTERPUR MUKHIYA.pdf,1,,राजकुमारी,XVI,05,02,सेवई दक्षिणी,,
CHITTERPUR MUKHIYA.pdf,1,,मनी देवी,XVI,05,03,सेवई उत्तरी,,
CHITTERPUR MUKHIYA.pdf,1,,प्रभा देवी,XVI,05,04,भुचूंगडीह,,
CHITTERPUR MUKHIYA.pdf,1,,दिलीप कुमार साव,XVI,05,05,चितरपुर उत्तरी,,
CHITTERPUR MUKHIYA.pdf,1,,निना देवी,XVI,05,06,बोरोबिंग,,
CHITTERPUR MUKHIYA.pdf,1,,मथुरा महतो,XVI,05,07,सुकरीगढ़ा,,
CHITTERPUR MUKHIYA.pdf,1,,उमेश राम नायक,XVI,05,08,लारीकलां,,
CHITTERPUR MUKHIYA.pdf,1,,निर्मला देवी,XVI,05,09,बड़कीपोना,,
CHITTERPUR MUKHIYA.pdf,1,,सना उल्लाह,XVI,05,10,चितरपुर पश्चिमी,,
CHITTERPUR MUKHIYA.pdf,1,,रूमा देवी उर्फ रीना देवी,XVI,05,11,चितरपुर पूर्वी,,
CHITTERPUR MUKHIYA.pdf,1,,वख्तिहार खा,XVI,05,12,चितरपुर दक्षिणी,,
CHITTERPUR MUKHIYA.pdf,1,,डोमन महतो,XVI,05,13,मारंगमरचा,,
DULMI MUKHIYA.pdf,1,,देवन्ती देवी,XVI,04,01,जमीरा,,
DULMI MUKHIYA.pdf,1,,आशो देवी,XVI,04,02,सोसो,,
DULMI MUKHIYA.pdf,1,,शैलेश कुमार चौधरी,XVI,04,03,उसरा,,
DULMI MUKHIYA.pdf,1,,ममता देवी,XVI,04,04,ईचातु,,
DULMI MUKHIYA.pdf,1,,पार्वती देवी,XVI,04,05,दुलमी,,
DULMI MUKHIYA.pdf,1,,रमेश बेदिया,XVI,04,06,पोटमदगा,,
DULMI MUKHIYA.pdf,1,,हरीवंश महतो,XVI,04,07,सीरु,,
DULMI MUKHIYA.pdf,1,,सुनिता देवी,XVI,04,08,होन्हे,,
DULMI MUKHIYA.pdf,1,,मनिकलाल महतो,XVI,04,09,सीकनी,,
DULMI MUKHIYA.pdf,1,,सुर्यनाथ सिंह,XVI,04,10,कुल्ही,,
GOLA MUKHIYA.pdf,1,,विशाल करमाली,XVI,06,01,हेसापोड़ा,,
GOLA MUKHIYA.pdf,1,,सुरेश कुमार रजक,XVI,06,02,रकुवा,,
GOLA MUKHIYA.pdf,1,,लखीमनी देवी,XVI,06,03,सुतरी,,
GOLA MUKHIYA.pdf,1,,दयानंद प्रसाद,XVI,06,04,मगनुपर,,
GOLA MUKHIYA.pdf,1,,ताज बीबी,XVI,06,05,चाड़ी,,
GOLA MUKHIYA.pdf,1,,कुलदीप साव,XVI,06,06,बन्दा,,
GOLA MUKHIYA.pdf,1,,आनन्द कुमार महतो,XVI,06,07,हुणु,,
GOLA MUKHIYA.pdf,1,,सुबाला देवी,XVI,06,08,बरियातु,,
GOLA MUKHIYA.pdf,1,,किरण देवी,XVI,06,09,साड़म,,
GOLA MUKHIYA.pdf,1,,ठाकुर रविशंकर सिंह,XVI,06,10,कोराम्बे,,
GOLA MUKHIYA.pdf,1,,कामेश्वर महतो,XVI,06,11,पूरबडीह,,
GOLA MUKHIYA.pdf,1,,सुषमा देवी,XVI,06,12,गोला,,
GOLA MUKHIYA.pdf,1,,ललीता देवी,XVI,06,13,कुम्हरदगा,,
GOLA MUKHIYA.pdf,1,,बजरंग कुमार महथा,XVI,06,14,सोसोकला,,
GOLA MUKHIYA.pdf,1,,रूपा देवी,XVI,06,15,चोकाद,,
GOLA MUKHIYA.pdf,1,,मुन्नी किशोर महतो,XVI,06,16,बेटुलकला,,
GOLA MUKHIYA.pdf,1,,सीमा देवी,XVI,06,17,संग्रामपुर,,
GOLA MUKHIYA.pdf,1,,रायमनी देवी,XVI,06,18,नावाडीह,,
GOLA MUKHIYA.pdf,1,,कपलेश्वर महतो,XVI,06,19,सरगडीह,,
GOLA MUKHIYA.pdf,1,,जयपाल सिंह मुण्डा,XVI,06,20,उपरबरगा,,
GOLA MUKHIYA.pdf,1,,विद्या कुमारी बेदिया,XVI,06,21,बरलंगा,,
MANDU MUKHIYA.pdf,1,,अर्जुन मांझी,XVI,01,01,किमो,,
MANDU MUKHIYA.pdf,1,,निर्मल महतो,XVI,01,02,बसंतपुर,,
MANDU MUKHIYA.pdf,1,,संजु देवी,XVI,01,03,पिण्डरा,,
MANDU MUKHIYA.pdf,1,,संजय कुमार,XVI,01,04,तापीन,,
MANDU MUKHIYA.pdf,1,,फुलमती देवी,XVI,01,05,माण्डूचट्टी,,
MANDU MUKHIYA.pdf,1,,लक्ष्मी देवी,XVI,01,06,माण्डूडीह,,
MANDU MUKHIYA.pdf,1,,रोपन देवी,XVI,01,07,पुण्डी.,,
MANDU MUKHIYA.pdf,1,,अनील कुमार,XVI,01,08,बारूघुटू मध्य,,
MANDU MUKHIYA.pdf,1,,रणधीर सिंह,XVI,01,09,बारूघुटू पूर्वी,,
MANDU MUKHIYA.pdf,1,,अचिता देवी,XVI,01,10,बारूघुटू उत्तरी,,
MANDU MUKHIYA.pdf,1,,सीमा देवी,XVI,01,11,बारूघुटू पश्चिमी,,
MANDU MUKHIYA.pdf,1,,अंजना देवी,XVI,01,12,केदला उत्तरी.,,
MANDU MUKHIYA.pdf,1,,सीमा देवी,XVI,01,13,ईचाकडीह,,
MANDU MUKHIYA.pdf,1,,बिन्दु देवी,XVI,01,14,लईयो उत्तरी,,
MANDU MUKHIYA.pdf,1,,धनेश्वर प्रसाद,XVI,01,15,लईयो दक्षिणी,,
MANDU MUKHIYA.pdf,1,,पंकज कुमार महतो,XVI,01,16,केदला मध्य,,
MANDU MUKHIYA.pdf,1,,निर्मल करमाली,XVI,01,17,केदला दक्षिणी,,
MANDU MUKHIYA.pdf,1,,करमचन्द मांझी,XVI,01,18,आरा उत्तरी,,
MANDU MUKHIYA.pdf,1,,विनीता देवी,XVI,01,19,आरा दक्षिणी,,
MANDU MUKHIYA.pdf,1,,रेखा देवी,XVI,01,20,कुजू दक्षिणी,,
MANDU MUKHIYA.pdf,1,,अशोक कुमार,XVI,01,21,कुजू पूर्वी,,
MANDU MUKHIYA.pdf,1,,सुरजमनि देवी,XVI,01,22,हेसागढा,,
MANDU MUKHIYA.pdf,1,,अरशद अंसारी,XVI,01,23,तोपा,,
MANDU MUKHIYA.pdf,1,,नीतू देवी,XVI,01,24,कुजू पश्चिमी,,
MANDU MUKHIYA.pdf,1,,दुलारी देवी,XVI,01,25,ओरला,,
MANDU MUKHIYA.pdf,2,,मिनी देवी,XVI,01,26,बुमरी,,
MANDU MUKHIYA.pdf,2,,सुमित्रा देवी,XVI,01,27,बरका चुम्बा,,
MANDU MUKHIYA.pdf,2,,उपेन्द्र कुमार सिंह,XVI,01,28,मंझला चुम्बा,,
MANDU MUKHIYA.pdf,2,,राधेश्वर महतो,XVI,01,29,सोनडीहा,,
MANDU MUKHIYA.pdf,2,,सुन्दर लाल भुईयाँ,XVI,01,30,सारूबेडा,,
MANDU MUKHIYA.pdf,2,,कन्हैया रविदास,XVI,01,31,बडगांव,,
MANDU MUKHIYA.pdf,2,,भगवती देवी,XVI,01,32,नावाडीह,,
MANDU MUKHIYA.pdf,2,,शक्ति कुमार,XVI,01,33,करमा उतरी,,
MANDU MUKHIYA.pdf,2,,सरिफन निशा,XVI,01,34,करमा दक्षिणी,,
MANDU MUKHIYA.pdf,2,,तुलेश्वर प्रसाद,XVI,01,35,रतवे,,
MANDU MUKHIYA.pdf,2,,फुलकी देवी,XVI,01,36,छोटकी डुण्डी,,
PATRATU MUKHIYA.pdf,1,,गंगाधर महतो,XVI,2,01,पालू,,
PATRATU MUKHIYA.pdf,1,,शिवधन गंझू,XVI,2,02,सांकुल,,
PATRATU MUKHIYA.pdf,1,,सुमन देवी,XVI,2,03,पतरातू,,
PATRATU MUKHIYA.pdf,1,,सत्येन्द्र यादव,XVI,2,04,सयाल उत्तरी,,
PATRATU MUKHIYA.pdf,1,,उर्मिला देवी,XVI,2,05,सयाल दक्षिणी,,
PATRATU MUKHIYA.pdf,1,,रीता कुमारी,XVI,2,06,सयाल को को,,
PATRATU MUKHIYA.pdf,1,,पार्वती देवी,XVI,2,07,सेंट्रल सौंदा,,
PATRATU MUKHIYA.pdf,1,,उषा देवी,XVI,2,08,सी.सी.एल. सौंदा,,
PATRATU MUKHIYA.pdf,1,,कमला देवी,XVI,2,09,ऐ0 को कोलियरी,,
PATRATU MUKHIYA.pdf,1,,दयानन्द प्रसाद,XVI,2,10,सौंदा बस्ती,,
PATRATU MUKHIYA.pdf,1,,अनिता देवी,XVI,2,11,सौंदा डी,,
PATRATU MUKHIYA.pdf,1,,वीर मोहन मुण्डा,XVI,2,12,जयनगर,,
PATRATU MUKHIYA.pdf,1,,लीला देवी,XVI,2,13,बलकुदरा,,
PATRATU MUKHIYA.pdf,1,,शिव प्रसाद मुण्डा,XVI,2,14,लबगा,,
PATRATU MUKHIYA.pdf,1,,नुतन सिंह,XVI,2,15,हनुमानगढ़ी,,
PATRATU MUKHIYA.pdf,1,,राहुल रंजन,XVI,2,16,कटिया पंचमंदिर,,
PATRATU MUKHIYA.pdf,1,,गुनजरी देवी,XVI,2,17,कटिया बस्ती,,
PATRATU MUKHIYA.pdf,1,,विरेन्द्र कुमार झा,XVI,2,18,हेसला,,
PATRATU MUKHIYA.pdf,1,,राजु कुमार,XVI,2,19,शाह कोलोनी,,
PATRATU MUKHIYA.pdf,1,,निधि सिंह,XVI,2,20,कोतो,,
PATRATU MUKHIYA.pdf,1,,बंधन गंझू,XVI,2,21,हफुआ,,
PATRATU MUKHIYA.pdf,1,,पंचम मुण्डा,XVI,2,22,तालाटांड,,
PATRATU MUKHIYA.pdf,1,,अमरनाथ महतो,XVI,2,23,हरिहरपुर,,
PATRATU MUKHIYA.pdf,1,,महेश बेदिया,XVI,2,24,बीचा,,
PATRATU MUKHIYA.pdf,1,,सिता देवी,XVI,2,25,कुरसे,,
PATRATU MUKHIYA.pdf,2,,लव कु0 महतो,XVI,2,26,बुधबाजार दोतल्ला,,
PATRATU MUKHIYA.pdf,2,,चन्द्रावती ठाकुर,XVI,2,27,बुधबाजार इमलीगांछ,,
PATRATU MUKHIYA.pdf,2,,सरिता देवी,XVI,2,28,बुधबाजार चीफहाउस,,
PATRATU MUKHIYA.pdf,2,,गुलाब देवी,XVI,2,29,पटेलनगर,,
PATRATU MUKHIYA.pdf,2,,रूपा प्रसाद,XVI,2,30,सुन्दरनगर,,
PATRATU MUKHIYA.pdf,2,,सोनम देवी,XVI,2,31,भुरकुण्डा,,
PATRATU MUKHIYA.pdf,2,,प्रदीप मांझी,XVI,2,32,जवाहरनगर,,
PATRATU MUKHIYA.pdf,2,,रिमन देवी,XVI,2,33,देवरिया बस्ती,,
PATRATU MUKHIYA.pdf,2,,परमेश्वर गन्झु,XVI,2,34,चिकोर,,
PATRATU MUKHIYA.pdf,2,,पूनम देवी,XVI,2,35,लपंगा,,
PATRATU MUKHIYA.pdf,2,,बंदी देवी,XVI,2,36,चोरधारा,,
PATRATU MUKHIYA.pdf,2,,रेखा देवी,XVI,2,37,पाली,,
PATRATU MUKHIYA.pdf,2,,पुष्पा देवी,XVI,2,38,सांकी,,
PATRATU MUKHIYA.pdf,2,,मुन्नी देवी,XVI,2,39,डुडगी,,
PATRATU MUKHIYA.pdf,2,,गंगाधर बेदिया,XVI,2,40,पिरी,,
PATRATU MUKHIYA.pdf,2,,पथिया देवी,XVI,2,41,बारीडीह,,
PATRATU MUKHIYA.pdf,2,,मीरा देवी,XVI,2,42,कण्डेर,,
Chiterpur PSS.pdf,1,,मुखलाल महतो,XVI,05,,चितरपुर-01 ग्राम पंचायत मायल का सम्पूर्ण क्षेत्र,,
Chiterpur PSS.pdf,1,,अनुपा देवी,XVI,05,,चितरपुर-02 ग्राम पंचायत सेवई दक्षिणी का सम्पूर्ण क्षेत्र,,
Chiterpur PSS.pdf,1,,मालो देवी,XVI,05,,चितरपुर-03 ग्राम पंचायत सेवई उत्तरी का सम्पूर्ण क्षेत्र,,
Chiterpur PSS.pdf,1,,जगत राम मांझी,XVI,05,,चितरपुर-04 ग्राम पंचायत भुचूंगडीह का सम्पूर्ण क्षेत्र,,
Chiterpur PSS.pdf,1,,पूर्णिमा कर्मकार,XVI,05,,चितरपुर-05 ग्राम पंचायत चितरपुर उत्तरी का सम्पूर्ण क्षेत्र,,
Chiterpur PSS.pdf,1,,अंजु देवी,XVI,05,,चितरपुर-06 ग्राम पंचायत बोरोबिंग का सम्पूर्ण क्षेत्र,,
Chiterpur PSS.pdf,1,,संगीता कुमारी सोनी,XVI,05,,चितरपुर-07 ग्राम पंचायत सूकरीगढ़ा का सम्पूर्ण क्षेत्र,,
Chiterpur PSS.pdf,1,,मनोज रजक,XVI,05,,चितरपुर-08 ग्राम पंचायत लारीकला का सम्पूर्ण क्षेत्र,,
Chiterpur PSS.pdf,1,,तारा कुमारी,XVI,05,,चितरपुर-09 ग्राम पंचायत बड़कीपोना का वार्ड सं0-1 से 7 तक का सम्पूर्ण क्षेत्र,,
Chiterpur PSS.pdf,1,,प्रवेज आलम,XVI,05,,चितरपुर-10 ग्राम पंचायत बड़कीपोना का वार्ड सं0-8 से 13 तक का सम्पूर्ण क्षेत्र,,
Chiterpur PSS.pdf,1,,फरहत नाज,XVI,05,,चितरपुर-11 ग्राम पंचायत चितरपुर पश्चिमी का सम्पूर्ण क्षेत्र,,
Chiterpur PSS.pdf,1,,कुमारी जुली गुप्ता,XVI,05,,चितरपुर-12 ग्राम पंचायत चितरपुर पूर्वी का सम्पूर्ण क्षेत्र,,
Chiterpur PSS.pdf,1,,नासीरूल इस्लाम,XVI,05,,चितरपुर-13 ग्राम पंचायत चितरपुर दक्षिणी का सम्पूर्ण क्षेत्र,,
Chiterpur PSS.pdf,1,,बलदेव महतो,XVI,05,,चितरपुर-14 ग्राम पंचायत मारंगमरचा का सम्पूर्ण क्षेत्र,,
Dulmi PSS.pdf,1,,रूबेदा खातुन,XVI,04,,दुलमी-01 जमीरा पंचायत का सम्पूर्ण क्षेत्र,,
Dulmi PSS.pdf,1,,पुरणी देवी,XVI,04,,दुलमी-02 सोसो पंचायत का सम्पूर्ण क्षेत्र,,
Dulmi PSS.pdf,1,,सुरेन्द्र करमाली,XVI,04,,दुलमी-03 उसरा पंचायत का सम्पूर्ण क्षेत्र,,
Dulmi PSS.pdf,1,,सुषमा देवी,XVI,04,,दुलमी-04 पंचायत ईचातु का वार्ड संख्या-01 से 07 तक का सम्पूर्ण क्षेत्र,,
Dulmi PSS.pdf,1,,अनिल कुमार,XVI,04,,दुलमी-05 पंचायत ईचातु का वार्ड संख्या-08 से 14 तक का सम्पूर्ण क्षेत्र,,
Dulmi PSS.pdf,1,,सरूबाला देवी,XVI,04,,दुलमी-06 पंचायत दुलमी का सम्पूर्ण क्षेत्र,,
Dulmi PSS.pdf,1,,अब्दुल वाहिद,XVI,04,,दुलमी-07 पंचायत पोटमदगा का वार्ड संख्या-01 से 07 तक का सम्पूर्ण क्षेत्र,,
Dulmi PSS.pdf,1,,रानो देवी,XVI,04,,दुलमी-08 पंचायत पोटमदगा का वार्ड संख्या-08 से 14 तक का सम्पूर्ण क्षेत्र,,
Dulmi PSS.pdf,1,,रीझु महतो,XVI,04,,दुलमी-09 पंचायत सीरू का सम्पूर्ण क्षेत्र,,
Dulmi PSS.pdf,1,,अनिता देवी,XVI,04,,"दुलमी-10 पंचायत होन्हे, वार्ड संख्या 01 से 06 तक सम्पूर्ण क्षेत्र",,
Dulmi PSS.pdf,1,,राजीव कमार मेहता,XVI,04,,दुलमी-11 पंचायत होन्हे वार्ड 07 से 13 तक का सम्पूर्ण क्षेत्र,,
Dulmi PSS.pdf,1,,फुलकुमारी,XVI,04,,दुलमी-12 पंचायत सिकनी का सम्पूर्ण क्षेत्र,,
Dulmi PSS.pdf,1,,रामकिशुन भोगता,XVI,04,,दुलमी-13 पंचायत कुल्ही का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,1,,,XVI,06,,गोला -01 ग्राम पंचायत हेसापोड़ा वार्ड संख्या- 01 से 08 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,1,,,XVI,06,,गोला -02 ग्राम पंचायत हेसापोड़ा वार्ड संख्या- 09 से 16 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,1,,,XVI,06,,गोला -03 ग्राम पंचायत रकुवा का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,1,,,XVI,06,,गोला -04 ग्राम पंचायत सुतरी का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,1,,,XVI,06,,गोला -05 ग्राम पंचायत मगनपुर का वार्ड संख्या- 01 से 08 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,1,,,XVI,06,,गोला -06 ग्राम पंचायत मगनपुर का वार्ड संख्या- 09 से 15 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,1,,,XVI,06,,गोला -07 ग्राम पंचायत चाड़ी का वार्ड संख्या- 01 से 08 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,1,,,XVI,06,,गोला -08 ग्राम पंचायत चाड़ी का वार्ड संख्या- 09 से 17 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,1,,,XVI,06,,गोला -09 ग्राम पंचायत बन्दा का वार्ड संख्या- 01 से 07 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,1,,,XVI,06,,गोला -10 ग्राम पंचायत बन्दा का वार्ड संख्या- 08 से 15 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,1,,,XVI,06,,गोला -11 ग्राम पंचायत हुण्पू का वार्ड संख्या- 01 से 07 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,1,,,XVI,06,,गोला -12 ग्राम पंचायत हुण्पू का वार्ड संख्या- 08 से 14 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,1,,,XVI,06,,गोला -13 ग्राम पंचायत बरियातु वार्ड संख्या- 01 से 08 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,1,,,XVI,06,,गोला -14 ग्राम पंचायत बरियातु वार्ड संख्या- 09 से 17,,
Gola PSS.pdf,2,,,,,,तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,उषा देवी,XVI,06,,गोला -15 ग्राम पंचायत साड़म का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,लखीमनी देवी,XVI,06,,गोला -16 ग्राम पंचायत कोराम्बे का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,ब्रहमदेव महतो,XVI,06,,गोला -17 ग्राम पंचायत पूरबडीह का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,रमेश पोद्दार,XVI,06,,गोला -18 ग्राम पंचायत गोला का वार्ड संख्या- 01 से 08 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,उषा गोस्वामी,XVI,06,,गोला -19 ग्राम पंचायत गोला का वार्ड संख्या- 09 से 16 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,सुमित्रा देवी,XVI,06,,गोला -20 ग्राम पंचायत कुम्हरदगा का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,कलावती देवी,XVI,06,,गोला -21 ग्राम पंचायत सोसोकला का वार्ड संख्या- 01 से 07 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,कैसर बानो,XVI,06,,गोला -22 ग्राम पंचायत सोसोकला का वार्ड संख्या- 08 से 16 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,सारो देवी,XVI,06,,गोला -23 ग्राम पंचायत चोकाद का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,आवन्ती देवी,XVI,06,,गोला -24 ग्राम पंचायत बेटुलकला का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,सुनिता देवी,XVI,06,,गोला -25 ग्राम पंचायत संग्रामपुर का वार्ड संख्या- 01 से 07 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,शंकर दयाल महतो,XVI,06,,गोला -26 ग्राम पंचायत संग्रामपुर का वार्ड संख्या- 08 से 14 तक का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,सुनिता देवी,XVI,06,,गोला -27 ग्राम पंचायत नावाडीह का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,प्रभाष प्रकाश सिंह,XVI,06,,गोला -28 ग्राम पंचायत सरगडीह का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,रीझु महली,XVI,06,,गोला -29 ग्राम पंचायत उपरबरगा का सम्पूर्ण क्षेत्र,,
Gola PSS.pdf,2,,बेबी देवी,XVI,06,,गोला -30 ग्राम पंचायत बरलंगा का सम्पूर्ण क्षेत्र,,
Mandu PSS.pdf,1,,रमेश अगेरिया,XVI,01,,माण्डू-01 किमो पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,1,,पुनम देवी,XVI,01,,माण्डू-02 बसंतपुर पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,1,,कविता देवी,XVI,01,,माण्डू-03 पिण्डरा पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,1,,तनुजा सिंह,XVI,01,,माण्डू-04 तापिन पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,1,,जय राम गंझू,XVI,01,,माण्डू-05 माण्डू चट्टी-(01) पंचायत का अंश वार्ड सं0-1 से 7 तक,,
Mandu PSS.pdf,1,,आशिया प्रवीण,XVI,01,,माण्डू-06 माण्डू चट्टी-(02) पंचायत का अंश वार्ड सं0-8 से 14 तक,,
Mandu PSS.pdf,1,,अर्जुन राम (निर्विरोध निर्वाचित),XVI,01,,माण्डू-07 माण्डूचीह-पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,1,,कंचन कुमारी,XVI,01,,माण्डू-08 पूण्डी पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,1,,मो ताजउददीन,XVI,01,,माण्डू-09 बारुघुटू मध्य-(01) पंचायत का अंश वार्ड सं0-1 से 7 तक,,
Mandu PSS.pdf,1,,मनोज कुमार सिन्हा,XVI,01,,माण्डू-10 बारुघुटू मध्य-(02) पंचायत का अंश वार्ड सं0-8 से 14 तक,,
Mandu PSS.pdf,1,,आशा रानी,XVI,01,,माण्डू-11 बारुघुटू पूर्वी-(01) पंचायत का अंश वार्ड सं0-1 से 11 तक,,
Mandu PSS.pdf,1,,विधा देवी,XVI,01,,माण्डू-12 बारुघुटू पूर्वी-(02) पंचायत का अंश वार्ड सं0-12 से 21 तक,,
Mandu PSS.pdf,1,,चन्द्रमनी देवी,XVI,01,,माण्डू-13 बारुघुटू उत्तरी पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,1,,निरंजन प्रसाद सिंह,XVI,01,,माण्डू-14 बारुघुटू पश्चिमी पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,1,,वीणा देवी,XVI,01,,माण्डू-15 केदला उत्तरी पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,1,,शंकर रजवार,XVI,01,,माण्डू-16 ईचाकडीह पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,कमलनाथ रविदास,XVI,01,,माण्डू-17 लईयो उत्तरी पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,फूलमणी देवी,XVI,01,,माण्डू -18 लईयो दक्षिणी पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,बीरू करमाली,XVI,01,,माण्डू -19 केदला मध्य पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,नीलम देवी (निर्विरोध निर्वाचित),XVI,01,,माण्डू -20 केदला दक्षिणी पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,शिव कुमार मांझी,XVI,01,,माण्डू -21 आरा उत्तरी पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,अनुपा मुण्डा,XVI,01,,माण्डू -22 आरा दक्षिणी पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,राकेश कुमार,XVI,01,,माण्डू -23 कुज्जू दक्षिणी पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,ईशवर महतो,XVI,01,,माण्डू -24 कुज्जू पूर्वी पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,डोली देवी,XVI,01,,माण्डू-25 हेसागढ़ा पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,निर्मल करमाली,XVI,01,,माण्डू -26 तोपा पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,सुरेश कुमार केशरी,XVI,01,,माण्डू-27 कुज्जू पश्चिमी-(01) पंचायत का अंश वार्ड सं0-1 से 10 तक,,
Mandu PSS.pdf,2,,सरस्वती देवी,XVI,01,,माण्डू-28 कुज्जू पश्चिमी-(02) पंचायत का अंश वार्ड सं0-11 से 19 तक,,
Mandu PSS.pdf,2,,रानी देवी,XVI,01,,माण्डू -29 ओरला पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,सुमिता देवी,XVI,01,,माण्डू-30 बुमरी पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,गुंजन देवी,XVI,01,,माण्डू-31 बड़का चुम्बा (01) पंचायत का अंश वार्ड सं0-1 से 8 तक,,
Mandu PSS.pdf,2,,पुष्पा देवी,XVI,01,,माण्डू -32 ड़का चुम्बा (02) पंचायत का अंश वार्ड सं0-9 से 15 तक,,
Mandu PSS.pdf,2,,लक्ष्मी देवी,XVI,01,,माण्डू-33 मंझला चुम्बा पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,आदित्य कुमार,XVI,01,,माण्डू -34 सोनडीहा पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,सुशीला देवी,XVI,01,,माण्डू -35 सारूबेड़ा पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,बुलबुल कुमारी,XVI,01,,माण्डू -36 बडगाँव पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,संजय प्रसाद,XVI,01,,माण्डू-37 नावाडीह पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,2,,गोपाल महतो,XVI,01,,माण्डू-38 करमा उत्तरी (01) पंचायत का अंश वार्ड सं0-1 से 8 तक,,
Mandu PSS.pdf,2,,लीलावती देवी,XVI,01,,माण्डू-39 करमा उत्तरी (02) पंचायत का अंश वार्ड सं0-9 से 16 तक,,
Mandu PSS.pdf,2,,मंजु कुमारी,XVI,01,,माण्डू-40 करमा दक्षिणी (01) पंचायत का अंश,,
Mandu PSS.pdf,3,,,,,,वार्ड सं०-१ से ८ तक,,
Mandu PSS.pdf,3,,प्रेमचन्द मुण्डा,XVI,०१,,माण्डू-४१ करमा दक्षिणी (०२) पंचायत का अंश वार्ड सं०-९ से १६ तक,,
Mandu PSS.pdf,3,,अब्दुल कुदुस अंसारी,XVI,०१,,माण्डू-४२ रतवे पंचायत का सम्पूर्ण अंश,,
Mandu PSS.pdf,3,,ताजो देवी,XVI,०१,,माण्डू-४३ छोटकीडुण्डी पंचायत का सम्पूर्ण अंश,,
Patratu PSS.pdf,1,,सुरेश मांझी,XVI,02,,पतरातू -01 वार्ड सं0-1 से 8 पालू ग्राम पंचायत (पश्चिमी भाग),,
