sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2010,dist_name_new_2010,samiti_name_new_2010,key_2010,dist,nuke
96,AJMER,JAWAJA,SUNDRI BHEDRATAN,SC,JAFRURAM BHATI,MALE,SC,nundrimedratan,AJMER,JAWAJA,NA,AJMERJAWAJAnundrimedratan,90,AJMER,JAW AJA,NUNDRIMEDRATAN,GEN,Mira,F,OBCW,nundrimedratan,AJMER,JAWAJA,AJMERJAWAJAnundrimedratan,0,
90,AJMER,JAWAJA,RAJIYAWAS,GEN W,GODAWARI,FEMALE,OBC,rajiyawas,AJMER,JAWAJA,NA,AJMERJAWAJArajiyawas,91,AJMER,JAW AJA,RAJIYAWAS,GEN,Chagni Devi,F,OBCW,rajiyawas,AJMER,JAWAJA,AJMERJAWAJArajiyawas,0,
91,AJMER,JAWAJA,RAWATMAL,GEN W,KAMLA DEVI,FEMALE,OBC,rawatmal,AJMER,JAWAJA,NA,AJMERJAWAJArawatmal,92,AJMER,JAW AJA,RAWATMAL,GEN,Poonam Singh,M,OBC,rawatmal,AJMER,JAWAJA,AJMERJAWAJArawatmal,0,
92,AJMER,JAWAJA,ROOP NAGAR,GEN,SAMBHA,MALE,OBC,roopnagar,AJMER,JAWAJA,NA,AJMERJAWAJAroopnagar,93,AJMER,JAW AJA,ROOPNAGAR,GENW,Halimi,F,OBCW,roopnagar,AJMER,JAWAJA,AJMERJAWAJAroopnagar,0,
93,AJMER,JAWAJA,SERMALIYA,GEN,GANESH GURJAR,MALE,OBC,sarmaliya,AJMER,JAWAJA,NA,AJMERJAWAJAsarmaliya,94,AJMER,JAW AJA,SARMALIYA,OBC,Madan Singh,M,OBC,sarmaliya,AJMER,JAWAJA,AJMERJAWAJAsarmaliya,0,
94,AJMER,JAWAJA,SERVANA,GEN W,MUNNI DEVI,FEMALE,OBC,sarweena,AJMER,JAWAJA,NA,AJMERJAWAJAsarweena,95,AJMER,JAW AJA,SARWEENA,GENW,Laxmi Devi,F,OBCW,sarweena,AJMER,JAWAJA,AJMERJAWAJAsarweena,0,
95,AJMER,JAWAJA,SUHAVA,GEN,PADAM SINGH,MALE,OBC,suhawa,AJMER,JAWAJA,NA,AJMERJAWAJAsuhawa,96,AJMER,JAW AJA,SUHAWA,OBC,Padam Singh,M,OBC,suhawa,AJMER,JAWAJA,AJMERJAWAJAsuhawa,0,
97,AJMER,JAWAJA,SURAJPURA,OBC W,SARLA DEVI,FEMALE,OBC,surajpura,AJMER,JAWAJA,NA,AJMERJAWAJAsurajpura,97,AJMER,JAW AJA,SURAJPURA,GEN,Sarla,F,GENW,surajpura,AJMER,JAWAJA,AJMERJAWAJAsurajpura,0,
98,AJMER,JAWAJA,SURDIYA,GEN W,KAMLA DEVI,FEMALE,OBC,surdiya,AJMER,JAWAJA,NA,AJMERJAWAJAsurdiya,98,AJMER,JAW AJA,SURDIY A,GEN,Badami Devi,F,OBCW,surdiya,AJMER,JAWAJA,AJMERJAWAJAsurdiya,0,
100,AJMER,JAWAJA,TARAGARH,GEN W,GULABI,FEMALE,OBC,taragarh,AJMER,JAWAJA,NA,AJMERJAWAJAtaragarh,100,AJMER,JAW AJA,TATGARH,GEN,Bhagwan Singh,M,OBC,tatgarh,AJMER,JAWAJA,AJMERJAWAJAtatgarh,2,1
100,AJMER,JAWAJA,TARAGARH,GEN W,GULABI,FEMALE,OBC,taragarh,AJMER,JAWAJA,NA,AJMERJAWAJAtaragarh,99,AJMER,JAW AJA,T ARAGARH,GENW,Priyanka Devi,F,OBCW,taragarh,AJMER,JAWAJA,AJMERJAWAJAtaragarh,0,
99,AJMER,JAWAJA,TANTGARH,SC W,DAKHUDEVI,FEMALE,SC,tatgarh,AJMER,JAWAJA,NA,AJMERJAWAJAtatgarh,99,AJMER,JAW AJA,T ARAGARH,GENW,Priyanka Devi,F,OBCW,taragarh,AJMER,JAWAJA,AJMERJAWAJAtaragarh,2,1
99,AJMER,JAWAJA,TANTGARH,SC W,DAKHUDEVI,FEMALE,SC,tatgarh,AJMER,JAWAJA,NA,AJMERJAWAJAtatgarh,100,AJMER,JAW AJA,TATGARH,GEN,Bhagwan Singh,M,OBC,tatgarh,AJMER,JAWAJA,AJMERJAWAJAtatgarh,0,
101,AJMER,KEKRI,AALOLI,GEN,BIRDI CHAND,MALE,OBC,aloli,AJMER,KEKRI,NA,AJMERKEKRIaloli,101,AJMER,KEKRI,ALOLI,SC,MUKESH,M,SC,aloli,AJMER,KEKRI,AJMERKEKRIaloli,0,
102,AJMER,KEKRI,BAGHERA,SC,AMAR CHAND,MALE,SC,baghera,AJMER,KEKRI,NA,AJMERKEKRIbaghera,102,AJMER,KEKRI,BAGHERA,GENW,SUSHEEL A,F,GENW,baghera,AJMER,KEKRI,AJMERKEKRIbaghera,0,
103,AJMER,KEKRI,BAJATA,GEN,JAGDISH,MALE,OBC,bajta,AJMER,KEKRI,NA,AJMERKEKRIbajta,103,AJMER,KEKRI,BAJT A,SC,SHAMBHU,M,SC,bajta,AJMER,KEKRI,AJMERKEKRIbajta,0,
104,AJMER,KEKRI,BHARAI,SC,SURAJMAL,MALE,SC,bharai,AJMER,KEKRI,NA,AJMERKEKRIbharai,104,AJMER,KEKRI,BHARAI,GEN,MAHADEO,M,OBC,bharai,AJMER,KEKRI,AJMERKEKRIbharai,0,
105,AJMER,KEKRI,BHIBHDAWAS,GEN,CHATURBHUJ SINGH,MALE,GEN,bheemdawas,AJMER,KEKRI,NA,AJMERKEKRIbheemdawas,105,AJMER,KEKRI,BHEEMDAW AS,ST,SODAN MEENA,M,ST,bheemdawas,AJMER,KEKRI,AJMERKEKRIbheemdawas,0,
106,AJMER,KEKRI,CHITIWAS,GEN,HEERA,MALE,ST,chitiwas,AJMER,KEKRI,NA,AJMERKEKRIchitiwas,106,AJMER,KEKRI,CHITIW AS,GEN,DURGA LAL,M,SC,chitiwas,AJMER,KEKRI,AJMERKEKRIchitiwas,0,
107,AJMER,KEKRI,DEVGAON,SC W,MOHINI DEVI,FEMALE,SC,devgaon,AJMER,KEKRI,NA,AJMERKEKRIdevgaon,107,AJMER,KEKRI,DEVGAON,GEN,KARANGEET SINGH,M,GEN,devgaon,AJMER,KEKRI,AJMERKEKRIdevgaon,0,
108,AJMER,KEKRI,DHUNDHERI,GEN W,JYOTI,FEMALE,GEN,dhoondhari,AJMER,KEKRI,NA,AJMERKEKRIdhoondhari,108,AJMER,KEKRI,DHOONDHARI,GENW,BALI,F,OBCW,dhoondhari,AJMER,KEKRI,AJMERKEKRIdhoondhari,0,
109,AJMER,KEKRI,GHATIYALI,GEN W,HEMA,FEMALE,GEN,ghatiyali,AJMER,KEKRI,NA,AJMERKEKRIghatiyali,109,AJMER,KEKRI,GHATIYALI,SCW,ANOP,F,SCW,ghatiyali,AJMER,KEKRI,AJMERKEKRIghatiyali,0,
110,AJMER,KEKRI,GORDA,GEN,RANGLAL,MALE,OBC,gorda,AJMER,KEKRI,NA,AJMERKEKRIgorda,110,AJMER,KEKRI,GORDHA,SC,LAKMA,M,SC,gordha,AJMER,KEKRI,AJMERKEKRIgordha,1,
111,AJMER,KEKRI,GULGAON,GEN,NARPAT SINGH,MALE,GEN,gulgaon,AJMER,KEKRI,NA,AJMERKEKRIgulgaon,111,AJMER,KEKRI,GULGAON,GEN,SATYA PRESAN SINGH,M,GEN,gulgaon,AJMER,KEKRI,AJMERKEKRIgulgaon,0,
112,AJMER,KEKRI,JUNIYA,GEN W,MANJU DEVI SAIN,FEMALE,OBC,juniya,AJMER,KEKRI,NA,AJMERKEKRIjuniya,112,AJMER,KEKRI,JUNIY A,OBC,INDRA NARAYAN,M,OBC,juniya,AJMER,KEKRI,AJMERKEKRIjuniya,0,
113,AJMER,KEKRI,KADEDA,GEN,SHIVRAJ,MALE,GEN,kadera,AJMER,KEKRI,NA,AJMERKEKRIkadera,127,AJMER,KEKRI,SADARA,STW,SAYARI DEVI,F,STW,sadara,AJMER,KEKRI,AJMERKEKRIsadara,2,1
113,AJMER,KEKRI,KADEDA,GEN,SHIVRAJ,MALE,GEN,kadera,AJMER,KEKRI,NA,AJMERKEKRIkadera,113,AJMER,KEKRI,KADERA,GENW,KASALIYA DEVI,F,GENW,kadera,AJMER,KEKRI,AJMERKEKRIkadera,0,
115,AJMER,KEKRI,KALEDA KANWAR JI,GEN,NAND BHANWAR SINGH,MALE,GEN,kalera kanwarji,AJMER,KEKRI,NA,AJMERKEKRIkalera kanwarji,114,AJMER,KEKRI,KALERA KANWARJI,GENW,INDR KANWAR,F,GENW,kalera kanwarji,AJMER,KEKRI,AJMERKEKRIkalera kanwarji,0,
114,AJMER,KEKRI,KALEDA,OBC,DEVI LAL,MALE,OBC,kalera krishna gopal,AJMER,KEKRI,NA,AJMERKEKRIkalera krishna gopal,115,AJMER,KEKRI,KALERA KRISHNA GOPAL,GEN,AMBIKA CHARAN,M,GEN,kalera krishna gopal,AJMER,KEKRI,AJMERKEKRIkalera krishna gopal,0,
116,AJMER,KEKRI,KANOJ,SC,KANARAM,MALE,SC,kanoj,AJMER,KEKRI,NA,AJMERKEKRIkanoj,116,AJMER,KEKRI,KANOJ,OBCW,HAGAMI,F,OBCW,kanoj,AJMER,KEKRI,AJMERKEKRIkanoj,0,
117,AJMER,KEKRI,KHAWAS,ST,SHIV DAYAL,MALE,ST,khawas,AJMER,KEKRI,NA,AJMERKEKRIkhawas,117,AJMER,KEKRI,KHAWAS,GEN,DARMI CHAND,M,GEN,khawas,AJMER,KEKRI,AJMERKEKRIkhawas,0,
118,AJMER,KEKRI,KUSHAYATA,OBC W,RASSAL,FEMALE,OBC,kushayata,AJMER,KEKRI,NA,AJMERKEKRIkushayata,118,AJMER,KEKRI,KUSHAYATA,STW,BALI,F,STW,kushayata,AJMER,KEKRI,AJMERKEKRIkushayata,0,
119,AJMER,KEKRI,LASADIA,GEN W,SITA DEVI,FEMALE,GEN,lasadiya,AJMER,KEKRI,NA,AJMERKEKRIlasadiya,119,AJMER,KEKRI,LASADIYA,OBC,BADRI,M,OBC,lasadiya,AJMER,KEKRI,AJMERKEKRIlasadiya,0,
120,AJMER,KEKRI,MEHRUKALA,OBC W,RUKMA,FEMALE,OBC,mehroonkalan,AJMER,KEKRI,NA,AJMERKEKRImehroonkalan,120,AJMER,KEKRI,MEHROONKALAN,SC,KALU,M,SC,mehroonkalan,AJMER,KEKRI,AJMERKEKRImehroonkalan,0,
121,AJMER,KEKRI,MEVDA KALA,ST W,SHIMLA DEVI,FEMALE,ST,mewdakalan,AJMER,KEKRI,NA,AJMERKEKRImewdakalan,121,AJMER,KEKRI,MEWDAKALAN,GENW,HEMLATA,F,GENW,mewdakalan,AJMER,KEKRI,AJMERKEKRImewdakalan,0,
122,AJMER,KEKRI,MOLKIYA,ST,SEWARAM,MALE,ST,molkiya,AJMER,KEKRI,NA,AJMERKEKRImolkiya,122,AJMER,KEKRI,MOLKIYA,GENW,RAMPYARI,F,OBCW,molkiya,AJMER,KEKRI,AJMERKEKRImolkiya,0,
123,AJMER,KEKRI,NAPAKHEDA,SC,KISHAN LAL,MALE,SC,napakhera/ girwarpura,AJMER,KEKRI,NA,AJMERKEKRInapakhera/ girwarpura,123,AJMER,KEKRI,NAPAKHERA/ GIRWARPURA,OBCW,RENUKA DEVI,F,OBCW,napakhera/ girwarpura,AJMER,KEKRI,AJMERKEKRInapakhera/ girwarpura,0,
125,AJMER,KEKRI,PARA,ST,NANDLAL,MALE,ST,para,AJMER,KEKRI,NA,AJMERKEKRIpara,124,AJMER,KEKRI,P ARA,GEN,ASHARAM,M,OBC,para,AJMER,KEKRI,AJMERKEKRIpara,0,
126,AJMER,KEKRI,PIPLAJ,GEN,SHAILENDRA SINGH,MALE,GEN,piplaj,AJMER,KEKRI,NA,AJMERKEKRIpiplaj,125,AJMER,KEKRI,PEEPLAJ,SCW,SANTOSH,F,SCW,peeplaj,AJMER,KEKRI,AJMERKEKRIpeeplaj,2,1
124,AJMER,KEKRI,PANEHEDA,GEN W,SAJJAN KANWAR,FEMALE,GEN,pranheda,AJMER,KEKRI,NA,AJMERKEKRIpranheda,126,AJMER,KEKRI,PRANHEDA,GENW,INDRA,F,GENW,pranheda,AJMER,KEKRI,AJMERKEKRIpranheda,0,
127,AJMER,KEKRI,SADARA,OBC,RATAN LAL JANGID,MALE,OBC,sadara,AJMER,KEKRI,NA,AJMERKEKRIsadara,113,AJMER,KEKRI,KADERA,GENW,KASALIYA DEVI,F,GENW,kadera,AJMER,KEKRI,AJMERKEKRIkadera,2,1
127,AJMER,KEKRI,SADARA,OBC,RATAN LAL JANGID,MALE,OBC,sadara,AJMER,KEKRI,NA,AJMERKEKRIsadara,128,AJMER,KEKRI,SALARI,GENW,SOHANI,F,OBCW,salari,AJMER,KEKRI,AJMERKEKRIsalari,2,1
127,AJMER,KEKRI,SADARA,OBC,RATAN LAL JANGID,MALE,OBC,sadara,AJMER,KEKRI,NA,AJMERKEKRIsadara,130,AJMER,KEKRI,SAWAR,GEN,Pushpendra SINGH,M,GEN,sawar,AJMER,KEKRI,AJMERKEKRIsawar,2,1
127,AJMER,KEKRI,SADARA,OBC,RATAN LAL JANGID,MALE,OBC,sadara,AJMER,KEKRI,NA,AJMERKEKRIsadara,127,AJMER,KEKRI,SADARA,STW,SAYARI DEVI,F,STW,sadara,AJMER,KEKRI,AJMERKEKRIsadara,0,
128,AJMER,KEKRI,SALARI,SC,BANSHI,MALE,SC,salari,AJMER,KEKRI,NA,AJMERKEKRIsalari,127,AJMER,KEKRI,SADARA,STW,SAYARI DEVI,F,STW,sadara,AJMER,KEKRI,AJMERKEKRIsadara,2,1
128,AJMER,KEKRI,SALARI,SC,BANSHI,MALE,SC,salari,AJMER,KEKRI,NA,AJMERKEKRIsalari,130,AJMER,KEKRI,SAWAR,GEN,Pushpendra SINGH,M,GEN,sawar,AJMER,KEKRI,AJMERKEKRIsawar,2,1
128,AJMER,KEKRI,SALARI,SC,BANSHI,MALE,SC,salari,AJMER,KEKRI,NA,AJMERKEKRIsalari,128,AJMER,KEKRI,SALARI,GENW,SOHANI,F,OBCW,salari,AJMER,KEKRI,AJMERKEKRIsalari,0,
129,AJMER,KEKRI,SARSADI,GEN,RAMKUVIR,MALE,OBC,sarsadi,AJMER,KEKRI,NA,AJMERKEKRIsarsadi,129,AJMER,KEKRI,SARSADI,ST,BHURALAL,M,ST,sarsadi,AJMER,KEKRI,AJMERKEKRIsarsadi,0,
130,AJMER,KEKRI,SAWAR,SC W,KAMLA DEVI,FEMALE,SC,sawar,AJMER,KEKRI,NA,AJMERKEKRIsawar,127,AJMER,KEKRI,SADARA,STW,SAYARI DEVI,F,STW,sadara,AJMER,KEKRI,AJMERKEKRIsadara,2,1
130,AJMER,KEKRI,SAWAR,SC W,KAMLA DEVI,FEMALE,SC,sawar,AJMER,KEKRI,NA,AJMERKEKRIsawar,128,AJMER,KEKRI,SALARI,GENW,SOHANI,F,OBCW,salari,AJMER,KEKRI,AJMERKEKRIsalari,2,1
130,AJMER,KEKRI,SAWAR,SC W,KAMLA DEVI,FEMALE,SC,sawar,AJMER,KEKRI,NA,AJMERKEKRIsawar,130,AJMER,KEKRI,SAWAR,GEN,Pushpendra SINGH,M,GEN,sawar,AJMER,KEKRI,AJMERKEKRIsawar,0,
131,AJMER,KEKRI,TANKAWAS,GEN,VIJAY PRATAP SINGH,MALE,GEN,tankawas,AJMER,KEKRI,NA,AJMERKEKRItankawas,131,AJMER,KEKRI,TANKAWAS,SCW,SANJA DEVI,F,SCW,tankawas,AJMER,KEKRI,AJMERKEKRItankawas,0,
132,AJMER,KISHANGARH,AMARPURA,OBC,MANMOHAN SINGH,MALE,OBC,amarpura,AJMER,KISHANGARH,NA,AJMERKISHANGARHamarpura,132,AJMER,KISHANGARH,AMARPURA,GENW,Gulab kanwar,F,GENW,amarpura,AJMER,KISHANGARH,AJMERKISHANGARHamarpura,0,
133,AJMER,KISHANGARH,BANDAR SINDRI,OBC,BAJRANG LAL MALI,MALE,OBC,bandarsindri,AJMER,KISHANGARH,NA,AJMERKISHANGARHbandarsindri,133,AJMER,KISHANGARH,BANDARSINDRI,GEN,Raghunath,M,OBC,bandarsindri,AJMER,KISHANGARH,AJMERKISHANGARHbandarsindri,0,
134,AJMER,KISHANGARH,BARNA,GEN,GHISA,MALE,SC,barna,AJMER,KISHANGARH,NA,AJMERKISHANGARHbarna,134,AJMER,KISHANGARH,BARNA,OBC,Govind singh,M,OBC,barna,AJMER,KISHANGARH,AJMERKISHANGARHbarna,0,
135,AJMER,KISHANGARH,BHAIN,SC,MADAN,MALE,SC,bhain,AJMER,KISHANGARH,NA,AJMERKISHANGARHbhain,135,AJMER,KISHANGARH,BHADUN,GENW,Kiran kanwar,F,GENW,bhadun,AJMER,KISHANGARH,AJMERKISHANGARHbhadun,2,1
136,AJMER,KISHANGARH,BUHARU,GEN W,RAMI DEVI,FEMALE,OBC,buharu,AJMER,KISHANGARH,NA,AJMERKISHANGARHbuharu,136,AJMER,KISHANGARH,BUHARU,OBC,radhu Khan,M,OBC,buharu,AJMER,KISHANGARH,AJMERKISHANGARHbuharu,0,
137,AJMER,KISHANGARH,DIDWADA,OBC,HANUMAN,MALE,OBC,deedwara,AJMER,KISHANGARH,NA,AJMERKISHANGARHdeedwara,137,AJMER,KISHANGARH,DEEDW ARA,SC,Hanuman,M,SC,deedwara,AJMER,KISHANGARH,AJMERKISHANGARHdeedwara,0,
138,AJMER,KISHANGARH,HARMADA,GEN W,SHARDA DEVI,FEMALE,OBC,harmada,AJMER,KISHANGARH,NA,AJMERKISHANGARHharmada,138,AJMER,KISHANGARH,HARMADA,SCW,Naurati,F,SCW,harmada,AJMER,KISHANGARH,AJMERKISHANGARHharmada,0,
139,AJMER,KISHANGARH,JAJOTA,SC W,SUSHILA,FEMALE,SC,jajota,AJMER,KISHANGARH,NA,AJMERKISHANGARHjajota,139,AJMER,KISHANGARH,JAJOTA,OBC,Moola,M,OBC,jajota,AJMER,KISHANGARH,AJMERKISHANGARHjajota,0,
140,AJMER,KISHANGARH,KADHA,GEN W,AMRI,FEMALE,OBC,kadha,AJMER,KISHANGARH,NA,AJMERKISHANGARHkadha,140,AJMER,KISHANGARH,KADHA,SC,Ugma ram,M,SC,kadha,AJMER,KISHANGARH,AJMERKISHANGARHkadha,0,
141,AJMER,KISHANGARH,KARKEDI,GEN,LIKHMARAM,MALE,OBC,karkeri,AJMER,KISHANGARH,NA,AJMERKISHANGARHkarkeri,141,AJMER,KISHANGARH,KARKERI,SCW,Chhagndi,F,SCW,karkeri,AJMER,KISHANGARH,AJMERKISHANGARHkarkeri,0,
142,AJMER,KISHANGARH,KHATOLI,GEN,GOPAL LAL,MALE,OBC,khatoli,AJMER,KISHANGARH,NA,AJMERKISHANGARHkhatoli,142,AJMER,KISHANGARH,KHATOLI,GEN,Jasbeer Singh,M,GEN,khatoli,AJMER,KISHANGARH,AJMERKISHANGARHkhatoli,0,
143,AJMER,KISHANGARH,KOTDI,GEN,BANWARI LAL,MALE,GEN,kotdi,AJMER,KISHANGARH,NA,AJMERKISHANGARHkotdi,143,AJMER,KISHANGARH,KOTDI,GENW,Santosh,F,OBCW,kotdi,AJMER,KISHANGARH,AJMERKISHANGARHkotdi,0,
144,AJMER,KISHANGARH,KUCHIL,GEN,MOHAN LAL,MALE,OBC,kucheel,AJMER,KISHANGARH,NA,AJMERKISHANGARHkucheel,144,AJMER,KISHANGARH,KUCHEEL,GENW,radha,F,OBCW,kucheel,AJMER,KISHANGARH,AJMERKISHANGARHkucheel,0,
145,AJMER,KISHANGARH,MALIYON KI BADI,SC,KACHRULAL,MALE,SC,maliyon ki bari,AJMER,KISHANGARH,NA,AJMERKISHANGARHmaliyon ki bari,145,AJMER,KISHANGARH,MALIYON KI BARI,GENW,Seeta Dewi,F,OBCW,maliyon ki bari,AJMER,KISHANGARH,AJMERKISHANGARHmaliyon ki bari,0,
146,AJMER,KISHANGARH,NALU,OBC,KISHANLAL,MALE,OBC,naloo,AJMER,KISHANGARH,NA,AJMERKISHANGARHnaloo,146,AJMER,KISHANGARH,NALOO,GENW,Shaguni,F,OBCW,naloo,AJMER,KISHANGARH,AJMERKISHANGARHnaloo,0,
148,AJMER,KISHANGARH,NOSAL,GEN,RANJEET SINGH,MALE,GEN,nosal,AJMER,KISHANGARH,NA,AJMERKISHANGARHnosal,147,AJMER,KISHANGARH,NOSAL,GEN,Ranjeet Singh,M,GEN,nosal,AJMER,KISHANGARH,AJMERKISHANGARHnosal,0,
147,AJMER,KISHANGARH,NAWA,GEN W,CHHOTI,FEMALE,OBC,nwan,AJMER,KISHANGARH,NA,AJMERKISHANGARHnwan,148,AJMER,KISHANGARH,NWAN,GEN,Ramkaran,M,OBC,nwan,AJMER,KISHANGARH,AJMERKISHANGARHnwan,0,
149,AJMER,KISHANGARH,PANER,GEN,RATAN LAL,MALE,SC,paner,AJMER,KISHANGARH,NA,AJMERKISHANGARHpaner,149,AJMER,KISHANGARH,PANER,OBC,bHANWAR lAL,M,OBC,paner,AJMER,KISHANGARH,AJMERKISHANGARHpaner,0,
150,AJMER,KISHANGARH,PATAN,GEN,CHHOTU,MALE,OBC,patan,AJMER,KISHANGARH,NA,AJMERKISHANGARHpatan,150,AJMER,KISHANGARH,PATAN,GEN,tEJ sINGH,M,GEN,patan,AJMER,KISHANGARH,AJMERKISHANGARHpatan,0,
151,AJMER,KISHANGARH,PINGLOD,GEN W,PANI,FEMALE,OBC,peenglod,AJMER,KISHANGARH,NA,AJMERKISHANGARHpeenglod,151,AJMER,KISHANGARH,PEENGLOD,SC,Ganga Ram,M,SC,peenglod,AJMER,KISHANGARH,AJMERKISHANGARHpeenglod,0,
152,AJMER,KISHANGARH,RALAVATA,SC,SHAMBHU PRAKASH BHANBHI,MALE,SC,ralavata,AJMER,KISHANGARH,NA,AJMERKISHANGARHralavata,152,AJMER,KISHANGARH,RALAWATA,GENW,Manju Kanwar,F,GENW,ralawata,AJMER,KISHANGARH,AJMERKISHANGARHralawata,1,
153,AJMER,KISHANGARH,ROOPANGARH,GEN,D.C.V. KIRAN,MALE,OBC,roopangarh,AJMER,KISHANGARH,NA,AJMERKISHANGARHroopangarh,153,AJMER,KISHANGARH,ROOPANGARH,GENW,Shobha,F,GENW,roopangarh,AJMER,KISHANGARH,AJMERKISHANGARHroopangarh,0,
154,AJMER,KISHANGARH,SALEMABAD,SC W,BHANWARI DEVI,FEMALE,SC,salemabad,AJMER,KISHANGARH,NA,AJMERKISHANGARHsalemabad,154,AJMER,KISHANGARH,SALEMABAD,OBCW,Barjee,F,OBCW,salemabad,AJMER,KISHANGARH,AJMERKISHANGARHsalemabad,0,
155,AJMER,KISHANGARH,SARGAON,OBC W,LADI,FEMALE,OBC,sargaon,AJMER,KISHANGARH,NA,AJMERKISHANGARHsargaon,155,AJMER,KISHANGARH,SARGAON,GEN,Govind Singh,M,GEN,sargaon,AJMER,KISHANGARH,AJMERKISHANGARHsargaon,0,
156,AJMER,KISHANGARH,SILORA,GEN,KOUSHALYA,FEMALE,OBC,silora,AJMER,KISHANGARH,NA,AJMERKISHANGARHsilora,156,AJMER,KISHANGARH,SILORA,GEN,Jitender Singh,M,GEN,silora,AJMER,KISHANGARH,AJMERKISHANGARHsilora,0,
157,AJMER,KISHANGARH,SINODIYA,GEN W,BHANWARI DEVI,FEMALE,OBC,sinodiya,AJMER,KISHANGARH,NA,AJMERKISHANGARHsinodiya,157,AJMER,KISHANGARH,SINODIY A,OBCW,Mannudi Devi,F,OBCW,sinodiya,AJMER,KISHANGARH,AJMERKISHANGARHsinodiya,0,
158,AJMER,KISHANGARH,SURSURA,GEN,RAM LAL,MALE,OBC,sursura,AJMER,KISHANGARH,NA,AJMERKISHANGARHsursura,158,AJMER,KISHANGARH,SURSURA,GENW,Yogita,F,GENW,sursura,AJMER,KISHANGARH,AJMERKISHANGARHsursura,0,
159,AJMER,KISHANGARH,THAL,OBC W,CHANDA DEVI,FEMALE,OBC,thal,AJMER,KISHANGARH,NA,AJMERKISHANGARHthal,159,AJMER,KISHANGARH,THAL,GEN,Nanad lal,M,OBC,thal,AJMER,KISHANGARH,AJMERKISHANGARHthal,0,
160,AJMER,KISHANGARH,TIKAVDA,SC,BHAGWAN DAS,MALE,SC,tikawada,AJMER,KISHANGARH,NA,AJMERKISHANGARHtikawada,160,AJMER,KISHANGARH,TIKAWADA,OBCW,Meena Dewi,F,OBCW,tikawada,AJMER,KISHANGARH,AJMERKISHANGARHtikawada,0,
161,AJMER,KISHANGARH,TILONIA,OBC,KARAN SINGH,MALE,OBC,tiloniya,AJMER,KISHANGARH,NA,AJMERKISHANGARHtiloniya,161,AJMER,KISHANGARH,TILONIYA,SCW,KAmla Dewi,F,SCW,tiloniya,AJMER,KISHANGARH,AJMERKISHANGARHtiloniya,0,
162,AJMER,KISHANGARH,TYOND,GEN,VIRENDRA SINGH,MALE,GEN,tyod,AJMER,KISHANGARH,NA,AJMERKISHANGARHtyod,162,AJMER,KISHANGARH,TYOD,GEN,virender Singh,M,GEN,tyod,AJMER,KISHANGARH,AJMERKISHANGARHtyod,0,
163,AJMER,MASUDA,ANDHI DEVRI,GEN,NATHU SINGH,MALE,OBC,andheri devri,AJMER,MASUDA,NA,AJMERMASUDAandheri devri,163,AJMER,MASUDA,ANDHERI DEVRI,GEN,Jagdish Singh,M,OBC,andheri devri,AJMER,MASUDA,AJMERMASUDAandheri devri,0,
165,AJMER,MASUDA,BARI,GEN W,MAGNI GURJAR,FEMALE,OBC,badi,AJMER,MASUDA,NA,AJMERMASUDAbadi,164,AJMER,MASUDA,BADI,SCW,Ganga devi,F,SCW,badi,AJMER,MASUDA,AJMERMASUDAbadi,0,
164,AJMER,MASUDA,BARAL-II,SC,JAGDISH PRASAD,MALE,SC,baral -ii,AJMER,MASUDA,NA,AJMERMASUDAbaral -ii,165,AJMER,MASUDA,BARAL -II,GENW,rekha jain,F,GENW,baral -ii,AJMER,MASUDA,AJMERMASUDAbaral -ii,0,
166,AJMER,MASUDA,BEGLIYAWAS,GEN,HAJARI SINGH,MALE,OBC,begliyabas,AJMER,MASUDA,NA,AJMERMASUDAbegliyabas,166,AJMER,MASUDA,BEGLIY ABAS,GENW,Meera rawat,F,OBCW,begliyabas,AJMER,MASUDA,AJMERMASUDAbegliyabas,0,
167,AJMER,MASUDA,DAULATPURA-I,GEN,DESHRAJ,MALE,OBC,daulatpura - i,AJMER,MASUDA,NA,AJMERMASUDAdaulatpura - i,168,AJMER,MASUDA,DAULATPURA - II,GEN,lala,M,OBC,daulatpura - ii,AJMER,MASUDA,AJMERMASUDAdaulatpura - ii,1,1
168,AJMER,MASUDA,DAULATPURA-II,GEN,KARAN SINGH,MALE,OBC,daulatpura - i,AJMER,MASUDA,NA,AJMERMASUDAdaulatpura - i,168,AJMER,MASUDA,DAULATPURA - II,GEN,lala,M,OBC,daulatpura - ii,AJMER,MASUDA,AJMERMASUDAdaulatpura - ii,1,1
167,AJMER,MASUDA,DAULATPURA-I,GEN,DESHRAJ,MALE,OBC,daulatpura - i,AJMER,MASUDA,NA,AJMERMASUDAdaulatpura - i,167,AJMER,MASUDA,DAULATPURA - I,GEN,ramkaran,M,OBC,daulatpura - i,AJMER,MASUDA,AJMERMASUDAdaulatpura - i,0,
