sl_no,dist_name,samiti_name,gp,reservation,name,sex,category,gp_new,dist_name_new,samiti_name_new
4031,GANGANAGAR,GHADSANA,9 LMB,SCW,Padama Devi,F,SCW,9 lmb,GANGANAGAR,GHADSANA
4032,GANGANAGAR,GHADSANA,9 MD(SATRANA),GEN,JAS PAL SINGH,M,OBC,9 md(satrana),GANGANAGAR,GHADSANA
4033,GANGANAGAR,GHADSANA,9 PSDA,GEN,DALIP KUMAR,M,OBC,9 psda,GANGANAGAR,GHADSANA
4034,GANGANAGAR,KARANPUR,10 O(TEJAWALA),GENW,SUKHPAL KOUR,F,OBCW,10 o(tejawala),GANGANAGAR,KARANPUR
4035,GANGANAGAR,KARANPUR,13 FF MANAKSAR,SC,JAGSEER SINGH,M,SC,13 ff manaksar,GANGANAGAR,KARANPUR
4036,GANGANAGAR,KARANPUR,14 FF,GEN,GURTEJ SINGH,M,GEN,14 ff,GANGANAGAR,KARANPUR
4037,GANGANAGAR,KARANPUR,14 S MAJHIWALA,SCW,VEERPAL KOUR,F,SCW,14 s majhiwala,GANGANAGAR,KARANPUR
4038,GANGANAGAR,KARANPUR,15 O,GENW,LAKHVINDER KOUR,F,OBCW,15 o,GANGANAGAR,KARANPUR
4039,GANGANAGAR,KARANPUR,2 FC MUKUN,GEN,CHANDU RAM,M,SC,2 fc mukun,GANGANAGAR,KARANPUR
4040,GANGANAGAR,KARANPUR,2 FFA,GENW,SHIMLA DEVI,F,OBCW,2 ffa,GANGANAGAR,KARANPUR
4041,GANGANAGAR,KARANPUR,2 W GURUSAR,SCW,SHIMLA KUMARI,F,SCW,2 w gurusar,GANGANAGAR,KARANPUR
4042,GANGANAGAR,KARANPUR,2X,GENW,HARVINDER KOUR,F,OBCW,2 x,GANGANAGAR,KARANPUR
4043,GANGANAGAR,KARANPUR,25 F (GULABEWALA),GEN,HARGOVIND SINGH,M,OBC,25 f (gulabewala),GANGANAGAR,KARANPUR
4044,GANGANAGAR,KARANPUR,25 H (DALPATSINGHPUR),GENW,PRAKASH KAUR,F,OBCW,25 h (dalpatsinghpur),GANGANAGAR,KARANPUR
4045,GANGANAGAR,KARANPUR,3O,GEN,GURMEET SINGH,M,OBC,3 o,GANGANAGAR,KARANPUR
4046,GANGANAGAR,KARANPUR,36 H NAGGI,SCW,SAVITIRI DEVI,F,SCW,36 h naggi,GANGANAGAR,KARANPUR
4047,GANGANAGAR,KARANPUR,42 H,GEN,BALVEER KOUR,F,GENW,42 h,GANGANAGAR,KARANPUR
4048,GANGANAGAR,KARANPUR,43 GG KHARLA,GEN,RAJDEEP KOUR,F,OBCW,43 gg kharla,GANGANAGAR,KARANPUR
4049,GANGANAGAR,KARANPUR,48 GG SHRINAGAR,OBCW,MANJEET KOUR,F,OBCW,48 gg shrinagar,GANGANAGAR,KARANPUR
4050,GANGANAGAR,KARANPUR,50 F ROOPNAGAR,SCW,ANU DEVI,F,SCW,50 f roopnagar,GANGANAGAR,KARANPUR
4051,GANGANAGAR,KARANPUR,52 GG GULABEWALA,SCW,LAXAMI DEVI,F,SCW,52 gg gulabewala,GANGANAGAR,KARANPUR
4052,GANGANAGAR,KARANPUR,56 F,SC,PARKASH SINGH,M,SC,56 f,GANGANAGAR,KARANPUR
4053,GANGANAGAR,KARANPUR,6 FA RADEWALA,GEN,GURDEEP SINGH,M,OBC,6 fa radewala,GANGANAGAR,KARANPUR
4054,GANGANAGAR,KARANPUR,61 F,SC,LABH SINGH,M,SC,61 f,GANGANAGAR,KARANPUR
4055,GANGANAGAR,KARANPUR,7 S KIKARWALI,GEN,BALDEV SINGH,M,GEN,7 s kikarwali,GANGANAGAR,KARANPUR
4056,GANGANAGAR,KARANPUR,8V,SCW,NEELAM,F,SCW,8 v,GANGANAGAR,KARANPUR
4057,GANGANAGAR,KARANPUR,9 FA MAJHIWALA,SC,CHIRANJEE LAL,M,SC,9 fa majhiwala,GANGANAGAR,KARANPUR
4058,GANGANAGAR,KARANPUR,9 FF BADOPAL,GENW,SARJEET KOUR,F,OBCW,9 ff badopal,GANGANAGAR,KARANPUR
4059,GANGANAGAR,KARANPUR,AARAYAN 32F,SC,TRILOK CHAND,M,SC,aarayan 32f,GANGANAGAR,KARANPUR
4060,GANGANAGAR,KARANPUR,DHANOOR 6 V,GEN,AJAYAB SINGH,M,OBC,dhanoor 6 v,GANGANAGAR,KARANPUR
4061,GANGANAGAR,KARANPUR,DHRINGAWALI 2MM,SC,GURDEEP BASE,M,SC,dhringawali 2mm,GANGANAGAR,KARANPUR
4062,GANGANAGAR,KARANPUR,FUSEWALA,GEN,INDERJEET SINGH,M,OBC,fusewala,GANGANAGAR,KARANPUR
4063,GANGANAGAR,KARANPUR,KAMINPURA,SC,DEV SINGH,M,SC,kaminpura,GANGANAGAR,KARANPUR
4064,GANGANAGAR,KARANPUR,MALKANA KALA,SC,INDRAJ SINGH,M,SC,malkana kala,GANGANAGAR,KARANPUR
4065,GANGANAGAR,KARANPUR,MALKANA KHURD,SCW,GEETA DEVI,F,SCW,malkana khurd,GANGANAGAR,KARANPUR
4066,GANGANAGAR,KARANPUR,MODA 46F,GENW,GURJEET KOUR,F,OBCW,moda 46f,GANGANAGAR,KARANPUR
4067,GANGANAGAR,KARANPUR,MOHALA 12 H,GENW,SURJEET KOUR,F,OBCW,mohala 12 h,GANGANAGAR,KARANPUR
4068,GANGANAGAR,KARANPUR,MOTASAR KHUNI,SCW,MAHATI DEVI,F,SCW,motasar khuni,GANGANAGAR,KARANPUR
4069,GANGANAGAR,PADAMPUR,FARSEWALA,OBCW,PRAKESH KOUR,F,OBCW,farsewala,GANGANAGAR,PADAMPUR
4070,GANGANAGAR,PADAMPUR,(49 LLW) NARSINGPURA,GENW,SHANTI DEVI,F,OBCW,(49 llw) narsingpura,GANGANAGAR,PADAMPUR
4071,GANGANAGAR,PADAMPUR,(52 LNP) MAJHUWAS,GEN,SATPAL MAJHU,M,OBC,(52 lnp) majhuwas,GANGANAGAR,PADAMPUR
4072,GANGANAGAR,PADAMPUR,1 PS,SC,MANDAR SINGH,M,SC,1 ps,GANGANAGAR,PADAMPUR
4073,GANGANAGAR,PADAMPUR,11 EEA,SC,BRIJPAL,M,SC,11 eea,GANGANAGAR,PADAMPUR
4074,GANGANAGAR,PADAMPUR,16 BB,GENW,SUKHDEEP KOUR,F,OBCW,16 bb,GANGANAGAR,PADAMPUR
4075,GANGANAGAR,PADAMPUR,19 BB,SCW,RAJA DEVI,F,SCW,19 bb,GANGANAGAR,PADAMPUR
4076,GANGANAGAR,PADAMPUR,20 BBA,SC,PATRAM,M,SC,20 bba,GANGANAGAR,PADAMPUR
4077,GANGANAGAR,PADAMPUR,23 BB (BERA),SCW,VIMALA DEVI,F,SCW,23 bb (bera),GANGANAGAR,PADAMPUR
4078,GANGANAGAR,PADAMPUR,3 RBA,GENW,PARMJEET KOUR,F,OBCW,3 rba,GANGANAGAR,PADAMPUR
4079,GANGANAGAR,PADAMPUR,34 LNP,GEN,RAKESH KUMAR,M,OBC,34 lnp,GANGANAGAR,PADAMPUR
4080,GANGANAGAR,PADAMPUR,35 BB,SCW,SIMARJIT KOUR,F,SCW,35 bb,GANGANAGAR,PADAMPUR
4081,GANGANAGAR,PADAMPUR,37 GG (GHUNDHUWALA),SC,AWATAR INDERPAL SINGH,M,SC,37 gg (ghundhuwala),GANGANAGAR,PADAMPUR
4082,GANGANAGAR,PADAMPUR,39 RB,OBCW,CHARANJEET KOUR,F,OBCW,39 rb,GANGANAGAR,PADAMPUR
4083,GANGANAGAR,PADAMPUR,4 BB,GEN,RICHPAL SINGH,M,GEN,4 bb,GANGANAGAR,PADAMPUR
4084,GANGANAGAR,PADAMPUR,4 DD,OBC,BANWARI LAL,M,OBC,4 dd,GANGANAGAR,PADAMPUR
4085,GANGANAGAR,PADAMPUR,4 JJ,GEN,HARI KRISHAN CHANWALA,M,GEN,4 jj,GANGANAGAR,PADAMPUR
4086,GANGANAGAR,PADAMPUR,4 NN (CHANANA),GENW,SATVEER KOUR,F,OBCW,4 nn (chanana),GANGANAGAR,PADAMPUR
4087,GANGANAGAR,PADAMPUR,46 RB (RAJPURA),OBC,BHAGIRAH,M,OBC,46 rb (rajpura),GANGANAGAR,PADAMPUR
4088,GANGANAGAR,PADAMPUR,5 BBA (BOOTSAR),SC,DHARMA RAM,M,SC,5 bba (bootsar),GANGANAGAR,PADAMPUR
4089,GANGANAGAR,PADAMPUR,5 KK(CHIDHABUTTER),GENW,PARDEEP KOUR,F,OBCW,5 kk(chidhabutter),GANGANAGAR,PADAMPUR
4090,GANGANAGAR,PADAMPUR,54 LNP,OBC,BUDH RAM,M,OBC,54 lnp,GANGANAGAR,PADAMPUR
4091,GANGANAGAR,PADAMPUR,69 LNP,GEN,BANWARI LAL,M,OBC,69 lnp,GANGANAGAR,PADAMPUR
4092,GANGANAGAR,PADAMPUR,7 DD,SCW,SUGNI DEVI,F,SCW,7 dd,GANGANAGAR,PADAMPUR
4093,GANGANAGAR,PADAMPUR,8 NN A,SCW,HARMEET KOUR,F,SCW,8 nn a,GANGANAGAR,PADAMPUR
4094,GANGANAGAR,PADAMPUR,83 LNP(JODKAIYA),GENW,RAMMURTI,F,OBCW,83 lnp(jodkaiya),GANGANAGAR,PADAMPUR
4095,GANGANAGAR,PADAMPUR,BIJHBAYALA,GENW,VIMLA DEVI,F,OBCW,bijhbayala,GANGANAGAR,PADAMPUR
4096,GANGANAGAR,PADAMPUR,FAKIRWALI,GENW,MAINA DEVI,F,OBCW,fakirwali,GANGANAGAR,PADAMPUR
4097,GANGANAGAR,PADAMPUR,GHUMADW ALI,SCW,ROSHANI DEVI,F,SCW,ghumadwali,GANGANAGAR,PADAMPUR
4098,GANGANAGAR,PADAMPUR,JALOKI,OBCW,HARPREET KOUR,F,OBCW,jaloki,GANGANAGAR,PADAMPUR
4099,GANGANAGAR,PADAMPUR,JEEVANDESAR,GEN,KHIRAJ RAM,M,OBC,jeevandesar,GANGANAGAR,PADAMPUR
4100,GANGANAGAR,PADAMPUR,RATANPURA,GEN,RAMSW AROOP,M,OBC,ratanpura,GANGANAGAR,PADAMPUR
4101,GANGANAGAR,PADAMPUR,RATTEWALA (9 BB),GEN,OMPRAKESH,M,GEN,rattewala (9 bb),GANGANAGAR,PADAMPUR
4102,GANGANAGAR,PADAMPUR,REDMALSAR,GEN,INDRAJ PUNIA,M,OBC,redmalsar,GANGANAGAR,PADAMPUR
4103,GANGANAGAR,PADAMPUR,SANWATSAR,GENW,BHAWNA GHINTALA,F,OBCW,sanwatsar,GANGANAGAR,PADAMPUR
4104,GANGANAGAR,PADAMPUR,TAMKOT,SC,GURDEEP SINGH,M,SC,tamkot,GANGANAGAR,PADAMPUR
4105,GANGANAGAR,RAISINGHNAGAR,1 NKB UDASAR,GENW,CHARJEET KOUR,F,OBCW,1 nkb udasar,GANGANAGAR,RAISINGHNAGAR
4106,GANGANAGAR,RAISINGHNAGAR,1 NZPA,GEN,MANOHAR LAL,M,OBC,1 nzpa,GANGANAGAR,RAISINGHNAGAR
4107,GANGANAGAR,RAISINGHNAGAR,10 TK,SCW,KIRANJEET KOUR,F,SCW,10 tk,GANGANAGAR,RAISINGHNAGAR
4108,GANGANAGAR,RAISINGHNAGAR,11 TK,GEN,JAGTA RAM,M,SC,11 tk,GANGANAGAR,RAISINGHNAGAR
4109,GANGANAGAR,RAISINGHNAGAR,12 NRD VISHANPURA,GENW,SANTOSH,F,OBCW,12 nrd vishanpura,GANGANAGAR,RAISINGHNAGAR
4110,GANGANAGAR,RAISINGHNAGAR,13 TK,GEN,RAJA RAM,M,OBC,13 tk,GANGANAGAR,RAISINGHNAGAR
4111,GANGANAGAR,RAISINGHNAGAR,15PTDA,SC,HETRAM,M,SC,15ptda,GANGANAGAR,RAISINGHNAGAR
4112,GANGANAGAR,RAISINGHNAGAR,16 PS,SCW,JEETA DEVI,F,SCW,16 ps,GANGANAGAR,RAISINGHNAGAR
4113,GANGANAGAR,RAISINGHNAGAR,2 IWM,GEN,RAM SWARUP,M,OBC,2 iwm,GANGANAGAR,RAISINGHNAGAR
4114,GANGANAGAR,RAISINGHNAGAR,22 PS,GENW,RAJENDRA KOUR,F,OBCW,22 ps,GANGANAGAR,RAISINGHNAGAR
4115,GANGANAGAR,RAISINGHNAGAR,22 PTD-B,GENW,KESHER,F,SCW,22 ptd-b,GANGANAGAR,RAISINGHNAGAR
4116,GANGANAGAR,RAISINGHNAGAR,23 RB,SCW,JASVEER KOUR,F,SCW,23 rb,GANGANAGAR,RAISINGHNAGAR
4117,GANGANAGAR,RAISINGHNAGAR,27 PS LIKHMEWALA,GEN,KAMALA DEVI,F,OBCW,27 ps likhmewala,GANGANAGAR,RAISINGHNAGAR
4118,GANGANAGAR,RAISINGHNAGAR,3 MK,SC,JEET SINGH,M,SC,3 mk,GANGANAGAR,RAISINGHNAGAR
4119,GANGANAGAR,RAISINGHNAGAR,30 PSA,GEN,SARIKA BISHNOI,F,OBCW,30 psa,GANGANAGAR,RAISINGHNAGAR
4120,GANGANAGAR,RAISINGHNAGAR,32 PS SABWATSAR,OBCW,ANITA DEVI,F,OBCW,32 ps sabwatsar,GANGANAGAR,RAISINGHNAGAR
4121,GANGANAGAR,RAISINGHNAGAR,4 FFB,GEN,HETRAM,M,OBC,4 ffb,GANGANAGAR,RAISINGHNAGAR
4122,GANGANAGAR,RAISINGHNAGAR,4 SAD MALSAR,GEN,RAJA RAM,M,OBC,4 sad malsar,GANGANAGAR,RAISINGHNAGAR
4123,GANGANAGAR,RAISINGHNAGAR,43 PS,SCW,VIMLA DEVI,F,SCW,43 ps,GANGANAGAR,RAISINGHNAGAR
4124,GANGANAGAR,RAISINGHNAGAR,48 NP,SC,RAM KUMAR,M,SC,48 np,GANGANAGAR,RAISINGHNAGAR
4125,GANGANAGAR,RAISINGHNAGAR,5 TK,GEN,SANJAY KUMAR,M,GEN,5 tk,GANGANAGAR,RAISINGHNAGAR
4126,GANGANAGAR,RAISINGHNAGAR,59 NP,GEN,NAND RAM,M,OBC,59 np,GANGANAGAR,RAISINGHNAGAR
4127,GANGANAGAR,RAISINGHNAGAR,6 FD KHAYALIWALA,SC,VEERU RAM,M,SC,6 fd khayaliwala,GANGANAGAR,RAISINGHNAGAR
4128,GANGANAGAR,RAISINGHNAGAR,6 JKM,GEN,AKHIL KUMAR,M,GEN,6 jkm,GANGANAGAR,RAISINGHNAGAR
4129,GANGANAGAR,RAISINGHNAGAR,6/8 LPM,SCW,MAMKOURI,F,SCW,6/8 lpm,GANGANAGAR,RAISINGHNAGAR
4130,GANGANAGAR,RAISINGHNAGAR,60 RB,GENW,RAJESHWARI DEVI,F,OBCW,60 rb,GANGANAGAR,RAISINGHNAGAR
4131,GANGANAGAR,RAISINGHNAGAR,66 RB,SC,TARA CHAND,M,SC,66 rb,GANGANAGAR,RAISINGHNAGAR
4132,GANGANAGAR,RAISINGHNAGAR,68 NP,GEN,SATISH KUMAR,M,GEN,68 np,GANGANAGAR,RAISINGHNAGAR
4133,GANGANAGAR,RAISINGHNAGAR,7 PS,SCW,KAMALA,F,SCW,7 ps,GANGANAGAR,RAISINGHNAGAR
4134,GANGANAGAR,RAISINGHNAGAR,71 RB,SC,JAGDISH RAM,M,SC,71 rb,GANGANAGAR,RAISINGHNAGAR
4135,GANGANAGAR,RAISINGHNAGAR,75 NP,SC,HARDEV SINGH,M,SC,75 np,GANGANAGAR,RAISINGHNAGAR
4136,GANGANAGAR,RAISINGHNAGAR,78 RBB,GENW,SUMITRA,F,OBCW,78 rbb,GANGANAGAR,RAISINGHNAGAR
4137,GANGANAGAR,RAISINGHNAGAR,79 RBB BHADVWAWALA,GENW,SANTI DEVI,F,OBCW,79 rbb bhadvwawala,GANGANAGAR,RAISINGHNAGAR
4138,GANGANAGAR,RAISINGHNAGAR,84 RBB,OBC,SUMAN,F,OBCW,84 rbb,GANGANAGAR,RAISINGHNAGAR
4139,GANGANAGAR,RAISINGHNAGAR,BHOMPURA,SC,NAND RAM,M,SC,bhompura,GANGANAGAR,RAISINGHNAGAR
4140,GANGANAGAR,RAISINGHNAGAR,DABLA,GENW,TARA DEVI,F,OBCW,dabla,GANGANAGAR,RAISINGHNAGAR
4141,GANGANAGAR,RAISINGHNAGAR,GANJUWALA,GENW,SUCHITRA DEVI,F,OBCW,ganjuwala,GANGANAGAR,RAISINGHNAGAR
4142,GANGANAGAR,RAISINGHNAGAR,KARDW ALI,GEN,AMRIK SINGH,M,GEN,kardwali,GANGANAGAR,RAISINGHNAGAR
4143,GANGANAGAR,RAISINGHNAGAR,KHANTA,SC,INDRAJ KUMAR,M,SC,khanta,GANGANAGAR,RAISINGHNAGAR
4144,GANGANAGAR,RAISINGHNAGAR,LUHARA,SCW,CHARNJEET KOUR,F,SCW,luhara,GANGANAGAR,RAISINGHNAGAR
4145,GANGANAGAR,RAISINGHNAGAR,MOKHAMWALA,GENW,HALIMA BAGAM,F,OBCW,mokhamwala,GANGANAGAR,RAISINGHNAGAR
4146,GANGANAGAR,RAISINGHNAGAR,MUKLAVA,SCW,RANI,F,SCW,muklava,GANGANAGAR,RAISINGHNAGAR
4147,GANGANAGAR,RAISINGHNAGAR,NANUWALA,SCW,INDRA DEVI,F,SCW,nanuwala,GANGANAGAR,RAISINGHNAGAR
4148,GANGANAGAR,RAISINGHNAGAR,SATJANDA,GENW,LILA DEVI,F,OBCW,satjanda,GANGANAGAR,RAISINGHNAGAR
4149,GANGANAGAR,RAISINGHNAGAR,THAKARI,SC,MAHANDRA SINGH,M,SC,thakari,GANGANAGAR,RAISINGHNAGAR
4150,GANGANAGAR,RAISINGHNAGAR,THANDEWALA,SCW,SANDEEP KOUR,F,SCW,thandewala,GANGANAGAR,RAISINGHNAGAR
4151,GANGANAGAR,RAISINGHNAGAR,THANDI,SCW,CHAWLI,F,SCW,thandi,GANGANAGAR,RAISINGHNAGAR
4152,GANGANAGAR,SADULSHAHAR,15 SPM CH - CHETRAMWALA,GENW,HEMA DEVI,F,OBCW,15 spm ch - chetramwala,GANGANAGAR,SADULSHAHAR
4153,GANGANAGAR,SADULSHAHAR,8 HH,SCW,VIDHYA DEVI,F,SCW,8 hh,GANGANAGAR,SADULSHAHAR
4154,GANGANAGAR,SADULSHAHAR,9 ML LATHHAWALI,GEN,SUKHDEV SINGH,M,GEN,9 ml lathhawali,GANGANAGAR,SADULSHAHAR
4155,GANGANAGAR,SADULSHAHAR,ALIPURA,OBCW,VIMLA DEVI,F,OBCW,alipura,GANGANAGAR,SADULSHAHAR
4156,GANGANAGAR,SADULSHAHAR,BAHARAMPURA BODLA,GEN,PRAMENDRA,M,GEN,baharampura bodla,GANGANAGAR,SADULSHAHAR
4157,GANGANAGAR,SADULSHAHAR,BANW ALI,SC,RADHA KRISHAN,M,SC,banwali,GANGANAGAR,SADULSHAHAR
4158,GANGANAGAR,SADULSHAHAR,BHAGSAR,SC,NAND LAL,M,SC,bhagsar,GANGANAGAR,SADULSHAHAR
4159,GANGANAGAR,SADULSHAHAR,BUDHARW ALI,SCW,LAJI DEVI,F,SCW,budharwali,GANGANAGAR,SADULSHAHAR
4160,GANGANAGAR,SADULSHAHAR,CHACKMAHARAJ KA,SCW,SARDA DEVI,F,SCW,chackmaharaj ka,GANGANAGAR,SADULSHAHAR
4161,GANGANAGAR,SADULSHAHAR,CHHAPAWALI,GENW,SIMARJIT KOUR,F,GENW,chhapawali,GANGANAGAR,SADULSHAHAR
4162,GANGANAGAR,SADULSHAHAR,DHARMSINGH WALA,GENW,SARBATI,F,OBCW,dharmsingh wala,GANGANAGAR,SADULSHAHAR
4163,GANGANAGAR,SADULSHAHAR,DUNGARSINGHPURA,GENW,LILAWATI,F,OBCW,dungarsinghpura,GANGANAGAR,SADULSHAHAR
4164,GANGANAGAR,SADULSHAHAR,GADDARKHEDA,OBC,HARVINDER SINGH,M,OBC,gaddarkheda,GANGANAGAR,SADULSHAHAR
4165,GANGANAGAR,SADULSHAHAR,GANESHGARH,GEN,DELAWAR SINGH,M,OBC,ganeshgarh,GANGANAGAR,SADULSHAHAR
4166,GANGANAGAR,SADULSHAHAR,HAKMABAD,SC,GURDEEP SINGH,M,SC,hakmabad,GANGANAGAR,SADULSHAHAR
4167,GANGANAGAR,SADULSHAHAR,KARDWALA,SC,DEVI LAL,M,SC,kardwala,GANGANAGAR,SADULSHAHAR
4168,GANGANAGAR,SADULSHAHAR,KHATSJAVAR,GEN,KANA RAM,M,GEN,khatsjavar,GANGANAGAR,SADULSHAHAR
4169,GANGANAGAR,SADULSHAHAR,KHERUWALA,SC,PALA RAM,M,SC,kheruwala,GANGANAGAR,SADULSHAHAR
4170,GANGANAGAR,SADULSHAHAR,KILLANWALI,GENW,BALVINDER KOUR,F,OBCW,killanwali,GANGANAGAR,SADULSHAHAR
4171,GANGANAGAR,SADULSHAHAR,LAHUWALA,GEN,JAGDISH,M,OBC,lahuwala,GANGANAGAR,SADULSHAHAR
4172,GANGANAGAR,SADULSHAHAR,LALGARH JATAN,GEN,MOHAN LAL,M,OBC,lalgarh jatan,GANGANAGAR,SADULSHAHAR
4173,GANGANAGAR,SADULSHAHAR,MAMARAKHERA,SCW,SHOWPARI,F,SCW,mamarakhera,GANGANAGAR,SADULSHAHAR
4174,GANGANAGAR,SADULSHAHAR,MANNIW ALI,GEN,KRISHAN LAL,M,GEN,manniwali,GANGANAGAR,SADULSHAHAR
4175,GANGANAGAR,SADULSHAHAR,MANPHULSINGH WALA,GEN,SHUBHASH,M,OBC,manphulsingh wala,GANGANAGAR,SADULSHAHAR
4176,GANGANAGAR,SADULSHAHAR,MORJAND KHARI,OBCW,PARMJEET KOUR,F,OBCW,morjand khari,GANGANAGAR,SADULSHAHAR
4177,GANGANAGAR,SADULSHAHAR,NARAYANGARH,SCW,ROSHANI DEVI,F,SCW,narayangarh,GANGANAGAR,SADULSHAHAR
4178,GANGANAGAR,SADULSHAHAR,NURPURA,OBCW,PUSHPA DEVI,F,OBCW,nurpura,GANGANAGAR,SADULSHAHAR
4179,GANGANAGAR,SADULSHAHAR,PANNIWALI,GENW,ROSHANI DEVI,F,OBCW,panniwali,GANGANAGAR,SADULSHAHAR
4180,GANGANAGAR,SADULSHAHAR,ROT ANW ALI,OBC,SHANKAR LAL,M,OBC,rotanwali,GANGANAGAR,SADULSHAHAR
4181,GANGANAGAR,SADULSHAHAR,SARDARPURA JEEVAN,GENW,SAROJ,F,OBCW,sardarpura jeevan,GANGANAGAR,SADULSHAHAR
4182,GANGANAGAR,SADULSHAHAR,T AKHARANW ALI,GEN,AMAR PAL,M,OBC,takharanwali,GANGANAGAR,SADULSHAHAR
4183,GANGANAGAR,SADULSHAHAR,TAKHATHAJARA BAURIAN,SCW,SARJEET KOUR,F,SCW,takhathajara baurian,GANGANAGAR,SADULSHAHAR
4184,GANGANAGAR,GANGANAGAR,10 Z,GENW,VEER KOUR,F,OBCW,10 z,GANGANAGAR,GANGANAGAR
4185,GANGANAGAR,GANGANAGAR,13 G CHHOTI,SCW,KAILASH DEVI,F,SCW,13 g chhoti,GANGANAGAR,GANGANAGAR
4186,GANGANAGAR,GANGANAGAR,18 Z,SC,MANGAL SINGH,M,SC,18 z,GANGANAGAR,GANGANAGAR
4187,GANGANAGAR,GANGANAGAR,2 ML,GEN,SANKER LAL SATIA,M,GEN,2 ml,GANGANAGAR,GANGANAGAR
4188,GANGANAGAR,GANGANAGAR,21 GG(BURGWALI),SC,ATTAMA SINGH,M,SC,21 gg(burgwali),GANGANAGAR,GANGANAGAR
4189,GANGANAGAR,GANGANAGAR,27 GG,SCW,RANJEET KOUR,F,SCW,27 gg,GANGANAGAR,GANGANAGAR
4190,GANGANAGAR,GANGANAGAR,3 C CHHOTI,OBCW,MALKEET KOUR,F,OBCW,3 c chhoti,GANGANAGAR,GANGANAGAR
4191,GANGANAGAR,GANGANAGAR,3 H CHHOTI,SCW,SANDEEP KOUR,F,SCW,3 h chhoti,GANGANAGAR,GANGANAGAR
4192,GANGANAGAR,GANGANAGAR,3Y,SCW,MANDER KOUR,F,SCW,3 y,GANGANAGAR,GANGANAGAR
4193,GANGANAGAR,GANGANAGAR,4 LL,GENW,SURENDERA KAUR,F,GENW,4 ll,GANGANAGAR,GANGANAGAR
4194,GANGANAGAR,GANGANAGAR,4 ML,GEN,VIMLA DEVI,F,OBCW,4 ml,GANGANAGAR,GANGANAGAR
4195,GANGANAGAR,GANGANAGAR,4Z,OBC,RAJENDERA SINGH,M,OBC,4 z,GANGANAGAR,GANGANAGAR
4196,GANGANAGAR,GANGANAGAR,5 G CHHOTI,OBC,BALWANT SINGH,M,OBC,5 g chhoti,GANGANAGAR,GANGANAGAR
4197,GANGANAGAR,GANGANAGAR,5 LL,GEN,KALWANT SINGH,M,OBC,5 ll,GANGANAGAR,GANGANAGAR
4198,GANGANAGAR,GANGANAGAR,6LNP,SCW,SANTOSH DEVI,F,SCW,6lnp,GANGANAGAR,GANGANAGAR
4199,GANGANAGAR,GANGANAGAR,8 H BARA (SANGATPURA),GEN,VIRENDERA SINGH,M,OBC,8 h bara (sangatpura),GANGANAGAR,GANGANAGAR
4200,GANGANAGAR,GANGANAGAR,9Z,SC,MAHENDERA SINGH,M,SC,9 z,GANGANAGAR,GANGANAGAR
4201,GANGANAGAR,GANGANAGAR,BAKHTANA (11 Q),GEN,RAMESH KUMAR,M,GEN,bakhtana (11 q),GANGANAGAR,GANGANAGAR
4202,GANGANAGAR,GANGANAGAR,CHUNAVARH,GENW,SUDERSHANA,F,GENW,chunavarh,GANGANAGAR,GANGANAGAR
4203,GANGANAGAR,GANGANAGAR,DOLATPURA,SC,KARTAR SINGH,M,SC,dolatpura,GANGANAGAR,GANGANAGAR
4204,GANGANAGAR,GANGANAGAR,DULLAPUR KERI,SC,ASHOK KUMAR,M,SC,dullapur keri,GANGANAGAR,GANGANAGAR
4205,GANGANAGAR,GANGANAGAR,GOVINDPURA (18 GG),SCW,KAMALA,F,SCW,govindpura (18 gg),GANGANAGAR,GANGANAGAR
4206,GANGANAGAR,GANGANAGAR,HINDUMALKOT,GENW,CHINDRA PAL KOUR,F,OBCW,hindumalkot,GANGANAGAR,GANGANAGAR
4207,GANGANAGAR,GANGANAGAR,HIRNAW ALI,SC,OMP ARKASH,M,SC,hirnawali,GANGANAGAR,GANGANAGAR
4208,GANGANAGAR,GANGANAGAR,JODHEWALA,GEN,SANTPAL,M,OBC,jodhewala,GANGANAGAR,GANGANAGAR
4209,GANGANAGAR,GANGANAGAR,KALIY A,SCW,KULDEEP KOUR,F,SCW,kaliya,GANGANAGAR,GANGANAGAR
4210,GANGANAGAR,GANGANAGAR,KHAT LABANA,GENW,CHHINDO BAI,F,OBCW,khat labana,GANGANAGAR,GANGANAGAR
4211,GANGANAGAR,GANGANAGAR,KHYALIWALA(11 LNP),GEN,RAJEEV,M,OBC,khyaliwala(11 lnp),GANGANAGAR,GANGANAGAR
4212,GANGANAGAR,GANGANAGAR,KONI,OBCW,MANJEET KOUR,F,OBCW,koni,GANGANAGAR,GANGANAGAR
4213,GANGANAGAR,GANGANAGAR,KOTHA,GENW,ANJUBALA,F,GENW,kotha,GANGANAGAR,GANGANAGAR
4214,GANGANAGAR,GANGANAGAR,MADERA,OBCW,ANJU GODARA,F,OBCW,madera,GANGANAGAR,GANGANAGAR
4215,GANGANAGAR,GANGANAGAR,MAHIYAWALI(4HH),GENW,GUDDI DEVI,F,OBCW,mahiyawali(4hh),GANGANAGAR,GANGANAGAR
4216,GANGANAGAR,GANGANAGAR,MATILI RATHAN,GEN,HARJINDERA SINGH,M,OBC,matili rathan,GANGANAGAR,GANGANAGAR
