sl_no,dist_name,samiti_name,gp,reservation,name,sex,category,gp_new,dist_name_new,samiti_name_new
1142,BARAN,ANT A,BOHATH,General,OMPRAKASH,,OBC,bohath,BARAN,ANTAH
1143,BARAN,ANT A,HINGONIA,ST,RAJENDRA PRASAD,,ST,hingonia,BARAN,ANTAH
1144,BARAN,ANT A,ISHRPURA,General (Woman),GEETA BAI,,OBC (Woman),ishrpura,BARAN,ANTAH
1145,BARAN,ANT A,JAI NAGAR,General,NARENDRA KUMAR,,OBC,jai nagar,BARAN,ANTAH
1146,BARAN,ANT A,JALODA TEJAJI,ST (Woman),DROPADI MEENA,,ST (Woman),jaloda tejaji,BARAN,ANTAH
1147,BARAN,ANT A,JARELA,ST (Woman),MADHUBALA,,ST (Woman),jarela,BARAN,ANTAH
1148,BARAN,ANT A,KACHARI,SC (Woman),RAJKARANT A,,SC (Woman),kachari,BARAN,ANTAH
1149,BARAN,ANT A,KHAJURNA KALI,SC,HEMANT MEGHWAL,,SC,khajurna kali,BARAN,ANTAH
1150,BARAN,ANT A,KISHANPURA,ST,DILIP KUMAR MEENA,,ST,kishanpura,BARAN,ANTAH
1151,BARAN,ANT A,MAHALPUR,OBC (Woman),LAXMI BAI,,OBC (Woman),mahalpur,BARAN,ANTAH
1152,BARAN,ANT A,MAHUA,ST (Woman),MENKA,,ST (Woman),mahua,BARAN,ANTAH
1153,BARAN,ANT A,MALBMORI,ST,RAMVILAS MEENA,,ST,malbmori,BARAN,ANTAH
1154,BARAN,ANT A,MAU,General,SHISHUPAL MEENA,,ST,mau,BARAN,ANTAH
1155,BARAN,ANT A,MIRJAPURA,General,OMPRAKASH GAUR,,OBC,mirjapura,BARAN,ANTAH
1156,BARAN,ANT A,NIYANA,General,VISHNU PRASAD SHARMA,,General,niyana,BARAN,ANTAH
1157,BARAN,ANT A,PACHEL KALAN,General,OMPRAKASH,,General,pachel kalan,BARAN,ANTAH
1158,BARAN,ANT A,PALAYTHA,General (Woman),PRIYANKA,,General (Woman),palaytha,BARAN,ANTAH
1159,BARAN,ANT A,PALSAWA,General,DHANNALAL,,OBC,palsawa,BARAN,ANTAH
1160,BARAN,ANT A,PATONDA,OBC,RAJESH SINGH YADAV,,OBC,patonda,BARAN,ANTAH
1161,BARAN,ANT A,RAITHAL,OBC,RAMDAYAL SUMAN,,OBC,raithal,BARAN,ANTAH
1162,BARAN,ANT A,SAHAPURA,General (Woman),MEENA NAGAR,,OBC (Woman),sahapura,BARAN,ANTAH
1163,BARAN,ANT A,SISW ALI,General (Woman),MAMTA JAIN,,General (Woman),siswali,BARAN,ANTAH
1164,BARAN,ANT A,SORAKHAND KALAN,General,NARENDRA SINGH MEWADA,,OBC,sorakhand kalan,BARAN,ANTAH
1165,BARAN,ANT A,SORSAN,General (Woman),NIVIDITA KANWAR,,General (Woman),sorsan,BARAN,ANTAH
1166,BARAN,ANT A,THIKARIA,SC (Woman),LAD BAI,,SC (Woman),thikaria,BARAN,ANTAH
1167,BARAN,ANT A,TISAYA,ST,DHANRAJ MEENA,,ST,tisaya,BARAN,ANTAH
1168,BARAN,ANT A,UDAIPURIA,General,HANSRAJ,,ST,udaipuria,BARAN,ANTAH
4302,GANGANAGAR,ANUPGARH,1 LSM(BANDA COLONEY),SC (Woman),TANU RANI,,SC,1 lsm(banda coloney),GANGANAGAR,ANUPGARH
4303,GANGANAGAR,ANUPGARH,14 APD(KAMRANIYA),General,RAMESH KUMAR SHARMA,,General,14 apd(kamraniya),GANGANAGAR,ANUPGARH
4304,GANGANAGAR,ANUPGARH,15 A(B),General (Woman),TULSI DEVI,,SC,15 a(b),GANGANAGAR,ANUPGARH
4305,GANGANAGAR,ANUPGARH,2 PGM B,SC,JAI RAM,,SC,2 pgm b,GANGANAGAR,ANUPGARH
4306,GANGANAGAR,ANUPGARH,21 SJM,OBC,BALJINDER SINGH,,OBC,21 sjm,GANGANAGAR,ANUPGARH
4307,GANGANAGAR,ANUPGARH,22 A,SC (Woman),BIMALA RANI,,SC,22 a,GANGANAGAR,ANUPGARH
4308,GANGANAGAR,ANUPGARH,27 A,SC (Woman),PARAMJEET KOUR,,SC,27 a,GANGANAGAR,ANUPGARH
4309,GANGANAGAR,ANUPGARH,3 ND,General (Woman),SHIMALA DEVI,,OBC,3 nd,GANGANAGAR,ANUPGARH
4310,GANGANAGAR,ANUPGARH,30 APD,General,RESHAM SINGH,,SC,30 apd,GANGANAGAR,ANUPGARH
4311,GANGANAGAR,ANUPGARH,4KSM (BANDA),SC (Woman),NEETU,,SC,4ksm (banda),GANGANAGAR,ANUPGARH
4312,GANGANAGAR,ANUPGARH,54 GB,SC,LAL CHAND,,SC,54 gb,GANGANAGAR,ANUPGARH
4313,GANGANAGAR,ANUPGARH,59 GB (RAMSINGHPUR),General (Woman),RAJWANT KOUR,,OBC,59 gb (ramsinghpur),GANGANAGAR,ANUPGARH
4314,GANGANAGAR,ANUPGARH,61 GB,General (Woman),RAMANDEEP KOUR,,OBC,61 gb,GANGANAGAR,ANUPGARH
4315,GANGANAGAR,ANUPGARH,65 GB,SC,GORKHA RAM,,SC,65 gb,GANGANAGAR,ANUPGARH
4316,GANGANAGAR,ANUPGARH,7 SJM,General,SUKHCHARAN SINGH,,OBC,7 sjm,GANGANAGAR,ANUPGARH
4317,GANGANAGAR,ANUPGARH,72 GB,General,MASTAN SINGH,,OBC,72 gb,GANGANAGAR,ANUPGARH
4318,GANGANAGAR,ANUPGARH,74 GB,General,HARDISH KOUR,,OBC,74 gb,GANGANAGAR,ANUPGARH
4319,GANGANAGAR,ANUPGARH,78 GB,SC,NAJAR SINGH,,SC,78 gb,GANGANAGAR,ANUPGARH
4320,GANGANAGAR,ANUPGARH,90 GB,SC,RATAN LAL,,SC,90 gb,GANGANAGAR,ANUPGARH
4321,GANGANAGAR,ANUPGARH,11 P(PATRODA),SC,ROHITASH PANWAR,,SC,11 p(patroda),GANGANAGAR,ANUPGARH
4322,GANGANAGAR,ANUPGARH,11/12 ND(NAHARAWALI),General,MAHESH JYANI,,OBC,11/12 nd(naharawali),GANGANAGAR,ANUPGARH
4323,GANGANAGAR,ANUPGARH,12 H HISHAMKI,General (Woman),PARMILA DEVI,,OBC,12 h hishamki,GANGANAGAR,ANUPGARH
4324,GANGANAGAR,ANUPGARH,18 P,SC (Woman),AMARJEET KOUR,,SC,18 p,GANGANAGAR,ANUPGARH
4325,GANGANAGAR,ANUPGARH,20 LM(LUNIA),General,SUKHCHARAN SINGH,,OBC,20 lm(lunia),GANGANAGAR,ANUPGARH
4326,GANGANAGAR,ANUPGARH,4 LM,General (Woman),SHARLA,,OBC,4 lm,GANGANAGAR,ANUPGARH
4327,GANGANAGAR,ANUPGARH,6P,SC,KAILASH CHAND,,SC,6p,GANGANAGAR,ANUPGARH
4328,GANGANAGAR,ANUPGARH,8 KB,SC (Woman),VEERPAL KOUR,,SC,8 kb,GANGANAGAR,ANUPGARH
4329,GANGANAGAR,ANUPGARH,9 LMB,General (Woman),KAMALA DEVI,,OBC,9 lmb,GANGANAGAR,ANUPGARH
4330,GANGANAGAR,ANUPGARH,4 SPS (SALEMPURA),General (Woman),KALWANT KOUR,,OBC,4 sps (salempura),GANGANAGAR,ANUPGARH
1085,BANSW ARA,ARA THUNA,ANJANA,ST (Woman),MOHAN LAL,,ST (Woman),anjana,BANSWARA,ARA THUNA
1086,BANSW ARA,ARA THUNA,ARTHUNA,ST,DHULARAM,,ST,arthuna,BANSWARA,ARA THUNA
1087,BANSW ARA,ARA THUNA,BAKTHPURA,ST (Woman),VIMALA,,ST (Woman),bakthpura,BANSWARA,ARA THUNA
1088,BANSW ARA,ARA THUNA,BASSI MOTI,ST (Woman),HEMLATA BAMANIYA,,ST (Woman),bassi moti,BANSWARA,ARA THUNA
1089,BANSW ARA,ARA THUNA,BILODA,ST (Woman),PRAMILA,,ST (Woman),biloda,BANSWARA,ARA THUNA
1090,BANSW ARA,ARA THUNA,ITAUVA,ST (Woman),JHET ARI,,ST (Woman),itauva,BANSWARA,ARA THUNA
1091,BANSW ARA,ARA THUNA,JHADSA,ST,MOHAN LAL,,ST,jhadsa,BANSWARA,ARA THUNA
1092,BANSW ARA,ARA THUNA,JOLANA,ST (Woman),JASHODA,,ST (Woman),jolana,BANSWARA,ARA THUNA
1093,BANSW ARA,ARA THUNA,KESERPURA,ST,PANKAJ KUMAR,,ST,keserpura,BANSWARA,ARA THUNA
1094,BANSW ARA,ARA THUNA,KOTDA,ST,AJITPAL SINGHADA,,ST,kotda,BANSWARA,ARA THUNA
1095,BANSW ARA,ARA THUNA,MALANA,ST,PRAKASH,,ST,malana,BANSWARA,ARA THUNA
1096,BANSW ARA,ARA THUNA,NAHALI,ST (Woman),VANEETA,,ST (Woman),nahali,BANSWARA,ARA THUNA
1097,BANSW ARA,ARA THUNA,NEVADHRA,ST (Woman),KARIPA,,ST (Woman),nevadhra,BANSWARA,ARA THUNA
1098,BANSW ARA,ARA THUNA,ODVADA,ST,RANVEER,,ST,odvada,BANSWARA,ARA THUNA
1099,BANSW ARA,ARA THUNA,P ADEDI,ST,MAHENDRA KUMAR CHARPOT A,,ST,padedi,BANSWARA,ARA THUNA
1100,BANSW ARA,ARA THUNA,RAIYANA,ST (Woman),HEMA,,ST (Woman),raiyana,BANSWARA,ARA THUNA
1101,BANSW ARA,ARA THUNA,SARANPUR,ST,KALURAM DAMOR,,ST,saranpur,BANSWARA,ARA THUNA
1102,BANSW ARA,ARA THUNA,TAMTIYA RATHOD,ST (Woman),NARBADA,,ST (Woman),tamtiya rathod,BANSWARA,ARA THUNA
1103,BANSW ARA,ARA THUNA,TIMURVA,ST,RAMLAL,,ST,timurva,BANSWARA,ARA THUNA
1104,BANSW ARA,ARA THUNA,BHATAR,ST,LALEETP AL,,ST,bhatar,BANSWARA,ARA THUNA
1105,BANSW ARA,ARA THUNA,ODA,ST,GAUTAM LAL,,ST,oda,BANSWARA,ARA THUNA
1106,BANSW ARA,ARA THUNA,KUWALIYA,ST (Woman),PARVATI URAF PARAS,,ST (Woman),kuwaliya,BANSWARA,ARA THUNA
1107,BANSW ARA,ARA THUNA,MANDELP ADA,ST,KANHAIYALAL GARASIYA,,ST,mandelpada,BANSWARA,ARA THUNA
1,AJMER,ARAI,AKODIYA,SC,SHABNUM BANNO,,SC,akodiya,AJMER,ARAI
2,AJMER,ARAI,ARAI,General (Woman),DHARM PAL,,OBC (Woman),arai,AJMER,ARAI
3,AJMER,ARAI,BHAMOLAW,OBC,MOOL CHAND,,OBC,bhamolaw,AJMER,ARAI
4,AJMER,ARAI,BHOGADEET,General,SUNIT A,,General,bhogadeet,AJMER,ARAI
5,AJMER,ARAI,BORADA,General (Woman),LALITA,,General (Woman),borada,AJMER,ARAI
6,AJMER,ARAI,CHHOTA LAMBA,General,RAJNI,,OBC,chhota lamba,AJMER,ARAI
7,AJMER,ARAI,DEVPURI,OBC (Woman),SARITA,,OBC (Woman),devpuri,AJMER,ARAI
8,AJMER,ARAI,DHASUK,General,SURENDER SINGH,,OBC,dhasuk,AJMER,ARAI
9,AJMER,ARAI,GOTHIYANA,SC,SULTANA,,SC,gothiyana,AJMER,ARAI
10,AJMER,ARAI,JHEEROT A,OBC (Woman),NIRMALA DEVI,,OBC (Woman),jheerota,AJMER,ARAI
11,AJMER,ARAI,KALANADA,SC (Woman),ROHIT ASH,,SC (Woman),kalanada,AJMER,ARAI
12,AJMER,ARAI,KASEER,General,GOPAL RAM,,OBC,kaseer,AJMER,ARAI
13,AJMER,ARAI,KATSURA,SC,MONIKA CHOUDHARY,,SC,katsura,AJMER,ARAI
14,AJMER,ARAI,MANDAWARIYA,SC (Woman),SAROJ,,SC (Woman),mandawariya,AJMER,ARAI
15,AJMER,ARAI,MANOHARPURA,General (Woman),ARTI BENIWAL,,General (Woman),manoharpura,AJMER,ARAI
16,AJMER,ARAI,SANDOLIYA,General,DAYA JANGID,,OBC,sandoliya,AJMER,ARAI
17,AJMER,ARAI,SIRONJ,General (Woman),FARJANA BANO,,OBC (Woman),sironj,AJMER,ARAI
18,AJMER,ARAI,BAROL,General,POONUM,,General,barol,AJMER,ARAI
19,AJMER,ARAI,BHAGW ANTPURA,OBC (Woman),AMMI LAL,,OBC (Woman),bhagwantpura,AJMER,ARAI
20,AJMER,ARAI,DABRELA,OBC,DAYA SINGH,,OBC,dabrela,AJMER,ARAI
8019,PRA T APGARH,ARNOD,ACHLAVADA,ST,CHAMAN LAL,,ST,achlavada,PRATAPGARH,ARNOD
8020,PRA T APGARH,ARNOD,ACHNARA,ST,KANHAIYA LAL MEENA,,ST,achnara,PRATAPGARH,ARNOD
8021,PRA T APGARH,ARNOD,AMBIRAM,ST (Woman),MANU WALA,,ST (Woman),ambiram,PRATAPGARH,ARNOD
8022,PRA T APGARH,ARNOD,ARNOD,ST,KAILASH MEENA,,ST,arnod,PRATAPGARH,ARNOD
8023,PRA T APGARH,ARNOD,BADI SAKHTHALI,ST,MOHAN LAL,,ST,badi sakhthali,PRATAPGARH,ARNOD
8024,PRA T APGARH,ARNOD,BEDMA,ST (Woman),KALA MEENA,,ST (Woman),bedma,PRATAPGARH,ARNOD
8025,PRA T APGARH,ARNOD,BHACHANDULA,ST,BHAIRU LAL,,ST,bhachandula,PRATAPGARH,ARNOD
8026,PRA T APGARH,ARNOD,BORDIYA,ST (Woman),BHULI BAI,,ST (Woman),bordiya,PRATAPGARH,ARNOD
8027,PRA T APGARH,ARNOD,CHAKUNDA,ST (Woman),BIJALI BAI,,ST (Woman),chakunda,PRATAPGARH,ARNOD
8028,PRA T APGARH,ARNOD,CHUPNA,ST,RAJESH KATARA,,ST,chupna,PRATAPGARH,ARNOD
8029,PRA T APGARH,ARNOD,DALOT,ST (Woman),INDIRA BAI,,ST (Woman),dalot,PRATAPGARH,ARNOD
8030,PRA T APGARH,ARNOD,FATEHGARH,ST,BHAIRU LAL,,ST,fatehgarh,PRATAPGARH,ARNOD
8031,PRA T APGARH,ARNOD,HINGLATA,ST,CHUNNI LAL,,ST,hinglata,PRATAPGARH,ARNOD
8032,PRA T APGARH,ARNOD,JAJALI,ST (Woman),GANGA KUMARI,,ST (Woman),jajali,PRATAPGARH,ARNOD
8033,PRA T APGARH,ARNOD,KANGARH,ST (Woman),SANGEET A,,ST (Woman),kangarh,PRATAPGARH,ARNOD
8034,PRA T APGARH,ARNOD,KOT ARI,ST,BHAIRU LAL,,ST,kot ari,PRATAPGARH,ARNOD
8035,PRA T APGARH,ARNOD,LALGARH,ST (Woman),JAMANA BAI,,ST (Woman),lalgarh,PRATAPGARH,ARNOD
8036,PRA T APGARH,ARNOD,MOHEDA,ST (Woman),AGASI MEENA,,ST (Woman),moheda,PRATAPGARH,ARNOD
8037,PRA T APGARH,ARNOD,MOW AI,ST (Woman),SARITA BAI,,ST (Woman),mow ai,PRATAPGARH,ARNOD
8038,PRA T APGARH,ARNOD,NAUGAONA,ST,KANHAIYA LAL MEENA,,ST,naugaona,PRATAPGARH,ARNOD
8039,PRA T APGARH,ARNOD,NINOR,ST (Woman),REKHA MEENA,,ST (Woman),ninor,PRATAPGARH,ARNOD
8040,PRA T APGARH,ARNOD,RAIPUR,ST (Woman),USHA,,ST (Woman),raipur,PRATAPGARH,ARNOD
8041,PRA T APGARH,ARNOD,RAIPUR JANGAL,ST (Woman),SANTA BAI,,ST (Woman),raipur jangal,PRATAPGARH,ARNOD
8042,PRA T APGARH,ARNOD,SALAMGARH,ST,PRAKASH MEENA,,ST,salamgarh,PRATAPGARH,ARNOD
8043,PRA T APGARH,ARNOD,SANKHTHALI KHURD,ST (Woman),NANDUDI BAI,,ST (Woman),sankhthali khurd,PRATAPGARH,ARNOD
8044,PRA T APGARH,ARNOD,SEWANA,ST,JEEVAN LAL,,ST,sewana,PRATAPGARH,ARNOD
8045,PRA T APGARH,ARNOD,UTHEL,ST (Woman),MANISHA MEENA,,ST (Woman),uthel,PRATAPGARH,ARNOD
8046,PRA T APGARH,ARNOD,VIRAWALI,ST,BAHADURA LAL MEENA,,ST,virawali,PRATAPGARH,ARNOD
8047,PRA T APGARH,ARNOD,BHATT BHAMARIYA,ST,LAXMAN MEENA,,ST,bhatt bhamariya,PRATAPGARH,ARNOD
2224,BHILWARA,ASIND,BHRAMON KI SARERI,OBC,NARENDRA KUMAR SONI,,OBC,bhramon ki sareri,BHILWARA,ASIND
2225,BHILWARA,ASIND,BOARELA,OBC,GOVARDHAN LAL GURJAR,,OBC,boarela,BHILWARA,ASIND
2226,BHILWARA,ASIND,CHAINPUR,General (Woman),DAALI DEVI RAWAT,,OBC (Woman),chainpur,BHILWARA,ASIND
2227,BHILWARA,ASIND,CHA T ARPURA,General,PRABHU SINGH RAWAT,,OBC,chatarpura,BHILWARA,ASIND
2228,BHILWARA,ASIND,DANDAWAT,SC (Woman),MAYA DEVI,,SC (Woman),dandawat,BHILWARA,ASIND
2229,BHILWARA,ASIND,DANTRA,General,MANGI LAL GURJAR,,OBC,dantra,BHILWARA,ASIND
2230,BHILWARA,ASIND,DOLATGARH,General (Woman),SUMAN KANWAR,,General (Woman),dolatgarh,BHILWARA,ASIND
2231,BHILWARA,ASIND,GANGALAS,General (Woman),JAIRAJ KANWAR,,General (Woman),gangalas,BHILWARA,ASIND
2232,BHILWARA,ASIND,IRAS,SC (Woman),SANTARA DEVI,,SC (Woman),iras,BHILWARA,ASIND
2233,BHILWARA,ASIND,JAGPURA,General,BALWANT SINGH RATHORE,,General,jagpura,BHILWARA,ASIND
2234,BHILWARA,ASIND,JAITGARH,General,SANWAR MAL GURJAR,,OBC,jaitgarh,BHILWARA,ASIND
2235,BHILWARA,ASIND,JHALRIYA,General (Woman),KANTA DEVI SHARMA,,General (Woman),jhalriya,BHILWARA,ASIND
2236,BHILWARA,ASIND,JINDRAS,General (Woman),KAMLESH KANWAR,,General (Woman),jindras,BHILWARA,ASIND
2237,BHILWARA,ASIND,KANVLAS,SC (Woman),SARITA DEVI,,SC (Woman),kanvlas,BHILWARA,ASIND
2238,BHILWARA,ASIND,KARJALIYA,General (Woman),LADI DEVI,,General (Woman),karjaliya,BHILWARA,ASIND
2239,BHILWARA,ASIND,KATAR,OBC (Woman),PREM DEVI GURJAR,,OBC (Woman),katar,BHILWARA,ASIND
2240,BHILWARA,ASIND,LACHHUDA,General (Woman),SUMANLATA,,OBC (Woman),lachhuda,BHILWARA,ASIND
2241,BHILWARA,ASIND,MOD KA NIMBAHEDA,ST,SHANKAR LAL BHIL,,ST,mod ka nimbaheda,BHILWARA,ASIND
2242,BHILWARA,ASIND,MOGAR,OBC (Woman),CHETNA DEVI,,OBC (Woman),mogar,BHILWARA,ASIND
2243,BHILWARA,ASIND,MOTIPUR,General (Woman),GEETA DEVI,,OBC (Woman),motipur,BHILWARA,ASIND
2244,BHILWARA,ASIND,MOTRAS,OBC (Woman),GANI DEVI,,OBC (Woman),motras,BHILWARA,ASIND
2245,BHILWARA,ASIND,NAGEDIYA,General (Woman),MAINA GURJAR,,OBC (Woman),nagediya,BHILWARA,ASIND
2246,BHILWARA,ASIND,OJHIDIYANA,General,NARAYAN SINGH,,OBC,ojhidiyana,BHILWARA,ASIND
2247,BHILWARA,ASIND,P ALDI,SC (Woman),CHANDRASHOBHA,,SC (Woman),paldi,BHILWARA,ASIND
2248,BHILWARA,ASIND,P ARA,General,DUDA RAM GURJAR,,OBC,para,BHILWARA,ASIND
2249,BHILWARA,ASIND,P ARASOLI,SC,GOPAL LAL,,SC,parasoli,BHILWARA,ASIND
2250,BHILWARA,ASIND,PATAN,General,GANGA DEVI GURJAR,,OBC (Woman),patan,BHILWARA,ASIND
2251,BHILWARA,ASIND,RAGHUNA THPURA,General (Woman),PRAGYA BUNKAR,,SC (Woman),raghunathpura,BHILWARA,ASIND
2252,BHILWARA,ASIND,RAMPURA,OBC,TEJMAL GURJAR,,OBC,rampura,BHILWARA,ASIND
2253,BHILWARA,ASIND,RATANPUR (BHA),General,MAHENDRA SINGH RAWAT,,OBC,ratanpur (bha),BHILWARA,ASIND
2254,BHILWARA,ASIND,RATANPURA (LA),General,PRABHU LAL GURJAR,,OBC,ratanpura (la),BHILWARA,ASIND
2255,BHILWARA,ASIND,ROOPPURA,ST (Woman),CHANDI DEVI BHIL,,ST (Woman),rooppura,BHILWARA,ASIND
2256,BHILWARA,ASIND,SANGRAM GARH,General,ASHOK KUMAR TELI,,OBC,sangram garh,BHILWARA,ASIND
2257,BHILWARA,ASIND,SHAMBHU GARH,General,PRITHVIRAJ MEWARA,,OBC,shambhu garh,BHILWARA,ASIND
2258,BHILWARA,ASIND,TITOLI,OBC,UDAY LAL GURJAR,,OBC,titoli,BHILWARA,ASIND
4011,DUNGARPUR,ASPUR,AASPUR,ST,LALJI,,ST,aaspur,DUNGARPUR,ASPUR
4012,DUNGARPUR,ASPUR,AMRITIYA,ST,LALSHANKAR,,ST,amritiya,DUNGARPUR,ASPUR
4013,DUNGARPUR,ASPUR,BADODA,ST,ROHIT,,ST,badoda,DUNGARPUR,ASPUR
4014,DUNGARPUR,ASPUR,BANKODA,ST (Woman),DAMAA,,ST (Woman),bankoda,DUNGARPUR,ASPUR
4015,DUNGARPUR,ASPUR,BHEW ADI,ST (Woman),LALITA,,ST (Woman),bhew adi,DUNGARPUR,ASPUR
4016,DUNGARPUR,ASPUR,DEVLA,ST,KAMLASHANKAR,,ST,devla,DUNGARPUR,ASPUR
4017,DUNGARPUR,ASPUR,GALIYUANA,ST (Woman),SHARDA,,ST (Woman),galiyuana,DUNGARPUR,ASPUR
4018,DUNGARPUR,ASPUR,GANESHPUR,ST (Woman),SURTA DEVI,,ST (Woman),ganeshpur,DUNGARPUR,ASPUR
4019,DUNGARPUR,ASPUR,GOL,ST,BHAGWATILAL,,ST,gol,DUNGARPUR,ASPUR
4020,DUNGARPUR,ASPUR,INDODA,ST (Woman),SIMA,,ST (Woman),indoda,DUNGARPUR,ASPUR
4021,DUNGARPUR,ASPUR,KA TISAUR,ST (Woman),REKHA,,ST (Woman),ka tisaur,DUNGARPUR,ASPUR
4022,DUNGARPUR,ASPUR,KHALIL,ST,ARJUNLAL,,ST,khalil,DUNGARPUR,ASPUR
4023,DUNGARPUR,ASPUR,KHEDA AASPUR,ST,PRAKASHCHANDRA,,ST,kheda aaspur,DUNGARPUR,ASPUR
4024,DUNGARPUR,ASPUR,KHUDRADA,ST,RAMLAL,,ST,khudrada,DUNGARPUR,ASPUR
4025,DUNGARPUR,ASPUR,KOTHADI,ST,SUKLAL,,ST,kothadi,DUNGARPUR,ASPUR
4026,DUNGARPUR,ASPUR,LILAWASA,ST (Woman),ASHA,,ST (Woman),lilawasa,DUNGARPUR,ASPUR
4027,DUNGARPUR,ASPUR,MOW AI,ST,RAKESH,,ST,mow ai,DUNGARPUR,ASPUR
4028,DUNGARPUR,ASPUR,NANDLI SAGODA,ST,KESAR DEVI,,ST (Woman),nandli sagoda,DUNGARPUR,ASPUR
4029,DUNGARPUR,ASPUR,PARADIETAWAR,ST (Woman),REKHA,,ST (Woman),paradietawar,DUNGARPUR,ASPUR
4030,DUNGARPUR,ASPUR,PARDATHURA,ST,ANITA NANOMA,,ST,pardathura,DUNGARPUR,ASPUR
4031,DUNGARPUR,ASPUR,PUNJPUR,ST (Woman),HEMLA T A,,ST (Woman),punjpur,DUNGARPUR,ASPUR
4032,DUNGARPUR,ASPUR,RAMGARH,ST (Woman),SANSARDEVI,,ST (Woman),ramgarh,DUNGARPUR,ASPUR
4033,DUNGARPUR,ASPUR,RAYKI,ST,MAVJI,,ST,rayki,DUNGARPUR,ASPUR
4034,DUNGARPUR,ASPUR,SAKANI,OBC,VALJI,,OBC,sakani,DUNGARPUR,ASPUR
4035,DUNGARPUR,ASPUR,TOKW ASA,ST (Woman),LATA DEVI,,ST (Woman),tokw asa,DUNGARPUR,ASPUR
4036,DUNGARPUR,ASPUR,NEP ALPURA,ST,SHANTA DEVI,,ST (Woman),nep alpura,DUNGARPUR,ASPUR
1169,BARAN,ATARU,ANT ANA,SC,MUKESH KUMAR,,SC,antana,BARAN,ATRU
1170,BARAN,ATARU,AOT AN,SC,BHUPENDRA,,SC,aotan,BARAN,ATRU
1171,BARAN,ATARU,ARDAND,General,KOUSHAL SINGH,,General,ardand,BARAN,ATRU
1172,BARAN,ATARU,ATRU,OBC,MANOJ KUMAR,,OBC,atru,BARAN,ATRU
1173,BARAN,ATARU,BADORA,ST (Woman),MITHLESH,,ST (Woman),badora,BARAN,ATRU
1174,BARAN,ATARU,BAMORI,General,RAJENDRA KUMAR,,OBC,bamori,BARAN,ATRU
1175,BARAN,ATARU,BARLA,General,KRISHN MOHAN,,ST,barla,BARAN,ATRU
1176,BARAN,ATARU,BHAINSDA,General (Woman),MEENA,,ST (Woman),bhainsda,BARAN,ATRU
1177,BARAN,ATARU,CHARDANA,ST (Woman),MENKA,,ST (Woman),chardana,BARAN,ATRU
1178,BARAN,ATARU,DARA,SC (Woman),SUNIT A,,SC (Woman),dara,BARAN,ATRU
1179,BARAN,ATARU,DEELODHA THI,ST,PREMRAJ MINA,,ST,deelodhathi,BARAN,ATRU
1180,BARAN,ATARU,GORDHANPURA,General (Woman),PRIYANKA,,OBC (Woman),gordhanpura,BARAN,ATRU
1181,BARAN,ATARU,JEEROD,General,DEVENDRA,,General,jeerod,BARAN,ATRU
1182,BARAN,ATARU,KANOTIYA,General (Woman),MANJU,,OBC (Woman),kanotiya,BARAN,ATRU
1183,BARAN,ATARU,KATAWAR,ST (Woman),MANJU KUMARI SAHARIYA,,ST (Woman),katawar,BARAN,ATRU
1184,BARAN,ATARU,KAWAI,General (Woman),VANDANA SINGH,,General (Woman),kawai,BARAN,ATRU
1185,BARAN,ATARU,KERWALIYA,General,LAXMINARAYAN,,OBC,kerwaliya,BARAN,ATRU
1186,BARAN,ATARU,KHARKHADA RAM LOTHAN,General,MAHENDRA SINGH,,General,kharkhada ram lothan,BARAN,ATRU
1187,BARAN,ATARU,KHEDLI GANJ,ST,RAMSW AROOP,,ST,khedli ganj,BARAN,ATRU
1188,BARAN,ATARU,KHURI,General (Woman),HIMANSHU,,OBC (Woman),khuri,BARAN,ATRU
1189,BARAN,ATARU,KISHANPURA,OBC,BABULAL NAGAR,,OBC,kishanpura,BARAN,ATRU
1190,BARAN,ATARU,KUJED,General,PRASHANT KUMAR,,General,kujed,BARAN,ATRU
1191,BARAN,ATARU,KUNDI,General,NEMICHAND MEENA,,ST,kundi,BARAN,ATRU
1192,BARAN,ATARU,MERMACHAH,SC,LAXMICHAND,,SC,mermachah,BARAN,ATRU
1193,BARAN,ATARU,MOTHPUR,OBC (Woman),SEEMA NAGAR,,OBC (Woman),mothpur,BARAN,ATRU
1194,BARAN,ATARU,MUDLA BISOTI,OBC (Woman),BASANTI BAI,,OBC (Woman),mudla bisoti,BARAN,ATRU
1195,BARAN,ATARU,MUSAI GUJRAN,ST,DINESH KUMAR,,ST,musai gujran,BARAN,ATRU
1196,BARAN,ATARU,NANAWATA,SC,MANOJ KUMAR,,SC,nanawata,BARAN,ATRU
1197,BARAN,ATARU,PATNA,General (Woman),VANDANA KUMARI,,OBC (Woman),patna,BARAN,ATRU
1198,BARAN,ATARU,REECHANDA,General,DEVKARAN,,OBC,reechanda,BARAN,ATRU
1199,BARAN,ATARU,SAHROD,SC (Woman),GEETA BAI,,SC (Woman),sahrod,BARAN,ATRU
1200,BARAN,ATARU,SAKA TPURA,General (Woman),SAVITRI,,General (Woman),sakatpura,BARAN,ATRU
1201,BARAN,ATARU,SHERGARH,General (Woman),MAMTA KUMARI,,OBC (Woman),shergarh,BARAN,ATRU
1202,BARAN,ATARU,THODI,General (Woman),SALENT A,,ST (Woman),thodi,BARAN,ATRU
