sl_no_2015,dist_name_2015,samiti_name_2015,gp_2015,reservation_2015,name_2015,sex_2015,category_2015,dist_name_new_2015,samiti_name_new_2015,key_2015,sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2015,dist_name_new_2010,samiti_name_new_2010,key_2010,dist_05_10,nuke_05_10,gp_new_2010,dist,nuke
5938,JHALAWAR,KHANPUR,KHEDA,SC (Woman),MOL MEENA,NA,SC (Woman),JHALAWAR,KHANPUR,JHALAWARKHANPURkheda,5678,JHALAWAR,KHANPUR,KHEDA,GEN W,DWARKIBAI DHAKAR,FEMALE,OBC,kheda,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURkheda,5549,JHALAWAR,KHANPUR,KHEDA,GEN,GORDHAN LAL NAGAR,M,OBC,kheda,JHALAWAR,KHANPUR,JHALAWARKHANPURkheda,0,NA,kheda,0,0
5940,JHALAWAR,KHANPUR,LIMI,General,MUKESH KUMAR,NA,OBC,JHALAWAR,KHANPUR,JHALAWARKHANPURlimi,5680,JHALAWAR,KHANPUR,LEEMI,GEN,DWARKALAL,MALE,OBC,limi,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURlimi,5551,JHALAWAR,KHANPUR,LIMI,OBC,BHARU LAL,M,OBC,limi,JHALAWAR,KHANPUR,JHALAWARKHANPURlimi,0,NA,limi,0,0
5941,JHALAWAR,KHANPUR,MALANVASA,ST,KIRAN KUMAR MEENA,NA,ST,JHALAWAR,KHANPUR,JHALAWARKHANPURmalanvasa,5681,JHALAWAR,KHANPUR,MALANWASA,GEN,OMPRAKASH DHAKAD,MALE,OBC,malanvasa,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURmalanvasa,5552,JHALAWAR,KHANPUR,MALANVASA,SCW,DHANI BAI,F,SCW,malanvasa,JHALAWAR,KHANPUR,JHALAWARKHANPURmalanvasa,0,NA,malanvasa,0,0
5942,JHALAWAR,KHANPUR,MARAYATA,General (Woman),RAKESH BAI,NA,General,JHALAWAR,KHANPUR,JHALAWARKHANPURmarayata,5682,JHALAWAR,KHANPUR,MARAYTA,ST,BHANWARLAL BHEEL,MALE,ST,marayata,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURmarayata,5553,JHALAWAR,KHANPUR,MARAYATA,GENW,ROSHAN BAI,F,OBCW,marayata,JHALAWAR,KHANPUR,JHALAWARKHANPURmarayata,0,NA,marayata,0,0
5946,JHALAWAR,KHANPUR,PANVAD,General (Woman),SUJATA,NA,General,JHALAWAR,KHANPUR,JHALAWARKHANPURpanvad,5686,JHALAWAR,KHANPUR,PANWAR,SC W,RANI BAI,FEMALE,SC,panvad,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURpanvad,5557,JHALAWAR,KHANPUR,PANVAD,GEN,KISHAN SUNAR,M,OBC,panvad,JHALAWAR,KHANPUR,JHALAWARKHANPURpanvad,0,NA,panvad,0,0
5947,JHALAWAR,KHANPUR,PIPLAJ,OBC,CHANDRASEN JHAT,NA,OBC,JHALAWAR,KHANPUR,JHALAWARKHANPURpiplaj,5687,JHALAWAR,KHANPUR,PIPLAN,GEN W,JAMUNA BAI,FEMALE,OBC,piplaj,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURpiplaj,5558,JHALAWAR,KHANPUR,PIPLAJ,GEN,OMPRAKASH,M,OBC,piplaj,JHALAWAR,KHANPUR,JHALAWARKHANPURpiplaj,0,NA,piplaj,0,0
5948,JHALAWAR,KHANPUR,SAROLA KALAN,General (Woman),KALPNA SONI,NA,General (Woman),JHALAWAR,KHANPUR,JHALAWARKHANPURsarola kalan,5689,JHALAWAR,KHANPUR,SAROLA KALAN,GEN,JAGDISH MALI,MALE,OBC,sarola kalan,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURsarola kalan,5559,JHALAWAR,KHANPUR,SAROLA KALAN,SC,BALMUKAND,M,SC,sarola kalan,JHALAWAR,KHANPUR,JHALAWARKHANPURsarola kalan,0,NA,sarola kalan,0,0
5949,JHALAWAR,KHANPUR,SERKHANDIYA,General,KAMLESH KUMAR,NA,OBC,JHALAWAR,KHANPUR,JHALAWARKHANPURserkhandiya,5688,JHALAWAR,KHANPUR,SARKHANDIYA,ST,BHIMRAJ MEENA,MALE,ST,serkhandiya,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURserkhandiya,5560,JHALAWAR,KHANPUR,SERKHANDIY A,GENW,NAGENDRA BALA,F,OBCW,serkhandiya,JHALAWAR,KHANPUR,JHALAWARKHANPURserkhandiya,0,NA,serkhandiya,0,0
5951,JHALAWAR,KHANPUR,SOJPUR,General (Woman),ANJU KUMARI,NA,General (Woman),JHALAWAR,KHANPUR,JHALAWARKHANPURsojpur,5690,JHALAWAR,KHANPUR,SOJPUR,GEN,HEMANT KUMAR,MALE,GEN,sojpur,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURsojpur,5562,JHALAWAR,KHANPUR,SOJPUR,GEN,HEMANT KUMAR,M,GEN,sojpur,JHALAWAR,KHANPUR,JHALAWARKHANPURsojpur,0,NA,sojpur,0,0
5952,JHALAWAR,KHANPUR,SUMAR,General (Woman),SHILPI,NA,OBC (Woman),JHALAWAR,KHANPUR,JHALAWARKHANPURsumar,5691,JHALAWAR,KHANPUR,SUMAR,GEN W,UCHHAWAB BAI,FEMALE,ST,sumar,JHALAWAR,KHANPUR,NA,JHALAWARKHANPURsumar,5563,JHALAWAR,KHANPUR,SUMAR,ST,JAGDISH PRASAD,M,ST,sumar,JHALAWAR,KHANPUR,JHALAWARKHANPURsumar,0,NA,sumar,0,0
5954,JHALAWAR,MANOHARTHANA,ANVALHEDA,General,RAMREKHA,NA,OBC (Woman),JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAanvalheda,5693,JHALAWAR,MANOHAR THANA,AANWALKHEDA,GEN W,MOHAN BAI,FEMALE,OBC,anvalheda,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAanvalheda,5566,JHALAWAR,MANOHAR THANA,ANVALHEDA,STW,GOKUL BAI,F,STW,anvalheda,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAanvalheda,0,NA,anvalheda,0,0
5955,JHALAWAR,MANOHARTHANA,BADBAD,General (Woman),URMILA,NA,OBC (Woman),JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAbadbad,5695,JHALAWAR,MANOHAR THANA,BADBAD,GEN,SAMENDRA,FEMALE,ST,badbad,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAbadbad,5567,JHALAWAR,MANOHAR THANA,BADBAD,OBC,RAM GOPAL,M,OBC,badbad,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAbadbad,0,NA,badbad,0,0
5956,JHALAWAR,MANOHARTHANA,BANETH,General (Woman),PINKY KUMARI,NA,OBC (Woman),JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAbaneth,5696,JHALAWAR,MANOHAR THANA,BANETH,GEN W,DHAPU BAI,FEMALE,OBC,baneth,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAbaneth,5568,JHALAWAR,MANOHAR THANA,BANETH,SC,MANGI LAL,M,SC,baneth,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAbaneth,0,NA,baneth,0,0
5957,JHALAWAR,MANOHARTHANA,BANSKHEDI MEVATIYAN,General (Woman),RAMKANYA BAI,NA,OBC (Woman),JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAbanskhedi mevatiyan,5698,JHALAWAR,MANOHAR THANA,BANSKHEDI MEWA.,ST,SHAMBHU DAYAL,MALE,ST,banskhedi mevatiyan,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAbanskhedi mevatiyan,5569,JHALAWAR,MANOHAR THANA,BANSKHEDI MEVATIYAN,GEN,FAKIR MOHAMMAD,M,OBC,banskhedi mevatiyan,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAbanskhedi mevatiyan,0,NA,banskhedi mevatiyan,0,0
5958,JHALAWAR,MANOHARTHANA,BASKHEDA,General (Woman),INDRA BAI,NA,OBC (Woman),JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAbaskheda,5697,JHALAWAR,MANOHAR THANA,BANSKHEDA,GEN W,CHAMPA BAI,FEMALE,OBC,baskheda,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAbaskheda,5570,JHALAWAR,MANOHAR THANA,BASKHEDA,SC,BHURI LAL,M,SC,baskheda,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAbaskheda,0,NA,baskheda,0,0
5959,JHALAWAR,MANOHARTHANA,CHANDIPUR,General,RADHA KISHAN,NA,OBC,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAchandipur,5699,JHALAWAR,MANOHAR THANA,CHANDIPUR,ST,BIRMALAL,MALE,ST,chandipur,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAchandipur,5571,JHALAWAR,MANOHAR THANA,CHANDIPUR,GENW,MATHRI BAI,F,OBCW,chandipur,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAchandipur,0,NA,chandipur,0,0
5960,JHALAWAR,MANOHARTHANA,CHANDPURA BHILAN,General (Woman),GAYATRI BAI,NA,OBC (Woman),JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAchandpura bhilan,5700,JHALAWAR,MANOHAR THANA,CHANDPURA MEELAN,OBC,OMPRAKASH,MALE,OBC,chandpura bhilan,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAchandpura bhilan,5572,JHALAWAR,MANOHAR THANA,CHANDPURA BHILAN,GEN,KAILASH CHAND,M,OBC,chandpura bhilan,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAchandpura bhilan,0,NA,chandpura bhilan,0,0
5961,JHALAWAR,MANOHARTHANA,DANGIPURA,OBC,KISHAN SINGH,NA,OBC,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAdangipura,5702,JHALAWAR,MANOHAR THANA,DANGIPURA,ST W,KAMLI BAI,FEMALE,ST,dangipura,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAdangipura,5574,JHALAWAR,MANOHAR THANA,DANGIPURA,GENW,PARI BAI,F,OBCW,dangipura,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAdangipura,0,NA,dangipura,0,0
5962,JHALAWAR,MANOHARTHANA,GERBOLIYA,OBC (Woman),GOPI BAI,NA,OBC (Woman),JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAgerboliya,5707,JHALAWAR,MANOHAR THANA,GARBOLIYA,ST,RAJARAM MEENA,MALE,ST,gerboliya,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAgerboliya,5577,JHALAWAR,MANOHAR THANA,GERBOLIY A,GEN,RADHA KISHAN,M,OBC,gerboliya,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAgerboliya,0,NA,gerboliya,0,0
5963,JHALAWAR,MANOHARTHANA,JAVAR,ST,RAMCHARAN,NA,ST,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAjavar,5708,JHALAWAR,MANOHAR THANA,JAWAR,GEN,RADHEYSHYAM,MALE,OBC,jawar,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAjawar,5578,JHALAWAR,MANOHAR THANA,JAVAR,SCW,NARAYANI BAI,F,SCW,javar,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAjavar,1,NA,javar,0,0
5964,JHALAWAR,MANOHARTHANA,KAMKHEDA,ST,MURLIDHAR MEENA,NA,ST,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAkamkheda,5709,JHALAWAR,MANOHAR THANA,KAMKHEDA,GEN W,RAMKANYA BAI,FEMALE,OBC,kamkheda,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAkamkheda,5579,JHALAWAR,MANOHAR THANA,KAMKHEDA,SCW,RAM BHAROSI BAI,F,SCW,kamkheda,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAkamkheda,0,NA,kamkheda,0,0
5966,JHALAWAR,MANOHARTHANA,KHERKHEDA,ST,RAMKALYAN,NA,ST,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAkherkheda,5713,JHALAWAR,MANOHAR THANA,KHERKHEDA,OBC,HARNARAIN,MALE,OBC,kherkheda,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAkherkheda,5582,JHALAWAR,MANOHAR THANA,KHERKHEDA,GENW,DHULI BAI,F,OBCW,kherkheda,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAkherkheda,0,NA,kherkheda,0,0
5967,JHALAWAR,MANOHARTHANA,KOLUKHEDI MALIYAN,General,BADRI LAL,NA,OBC,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAkolukhedi maliyan,5715,JHALAWAR,MANOHAR THANA,KOLUKHEDI MALIYAN,ST W,KASTURI BAI,FEMALE,ST,kolukhedi maliyan,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAkolukhedi maliyan,5583,JHALAWAR,MANOHAR THANA,KOLUKHEDI MALIYAN,GENW,KASTURI BAI,F,OBCW,kolukhedi maliyan,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAkolukhedi maliyan,0,NA,kolukhedi maliyan,0,0
5968,JHALAWAR,MANOHARTHANA,KOLUKHEDIKALA,OBC,MOR SINGH,NA,OBC,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAkolukhedikala,5714,JHALAWAR,MANOHAR THANA,KOLUKHEDI KALAN,ST,MOHAR SINGH,MALE,ST,kolukhedikala,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAkolukhedikala,5584,JHALAWAR,MANOHAR THANA,KOLUKHEDIKALA,GEN,SURESH CHAND,M,GEN,kolukhedikala,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAkolukhedikala,0,NA,kolukhedikala,0,0
5969,JHALAWAR,MANOHARTHANA,MANAPSAR,General,KARAN SINGH,NA,ST,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAmanapsar,5719,JHALAWAR,MANOHAR THANA,MANPASAR,ST,PHOOL CHAND,MALE,ST,manapsar,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAmanapsar,5587,JHALAWAR,MANOHAR THANA,MANAPSAR,GENW,KRISHNA BAI,F,OBCW,manapsar,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAmanapsar,0,NA,manapsar,0,0
5970,JHALAWAR,MANOHARTHANA,MANOHERTHANA,OBC (Woman),NIKLESH KUMAR,NA,OBC (Woman),JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAmanoherthana,5718,JHALAWAR,MANOHAR THANA,MANOHAR THANA,GEN,BALKRISHAN MALI,MALE,GEN,manoherthana,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAmanoherthana,5588,JHALAWAR,MANOHAR THANA,MANOHERTHANA,GEN,NITIRAJ SINGH,M,GEN,manoherthana,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAmanoherthana,0,NA,manoherthana,0,0
5971,JHALAWAR,MANOHARTHANA,PINDOLA,SC (Woman),VINITA BAI,NA,SC (Woman),JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANApindola,5723,JHALAWAR,MANOHAR THANA,PINDOLA,ST,RODU,MALE,ST,pindola,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANApindola,5592,JHALAWAR,MANOHAR THANA,PINDOL A,GEN,KISHAN LAL,M,OBC,pindola,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANApindola,0,NA,pindola,0,0
5974,JHALAWAR,MANOHARTHANA,SAMROL,SC,PURSHOTT AM,NA,SC,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAsamrol,5724,JHALAWAR,MANOHAR THANA,SAMROL,ST W,DHAPU BAI,FEMALE,ST,samrol,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAsamrol,5595,JHALAWAR,MANOHAR THANA,SAMROL,OBCW,MATHRI BAI,F,OBCW,samrol,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAsamrol,0,NA,samrol,0,0
5975,JHALAWAR,MANOHARTHANA,SERADI,OBC,KALULAL LODHA,NA,OBC,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAseradi,5725,JHALAWAR,MANOHAR THANA,SAREDI,SC,BRIJMOHAN,MALE,SC,seradi,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAseradi,5596,JHALAWAR,MANOHAR THANA,SERADI,GEN,PAPPU LAL,M,ST,seradi,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAseradi,0,NA,seradi,0,0
5976,JHALAWAR,MANOHARTHANA,SHORTI,ST (Woman),RINKU BAI,NA,ST (Woman),JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAshorti,5728,JHALAWAR,MANOHAR THANA,SHORTI,OBC,RATAN LAL,MALE,OBC,shorti,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAshorti,5598,JHALAWAR,MANOHAR THANA,SHORTI,GEN,GOPAL,M,GEN,shorti,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAshorti,0,NA,shorti,0,0
5977,JHALAWAR,MANOHARTHANA,THIKDIYA,General,GHANSHYAM,NA,OBC,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAthikdiya,5729,JHALAWAR,MANOHAR THANA,THEEKARIYA,OBC W,HARKALA BAI,FEMALE,OBC,thikdiya,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAthikdiya,5600,JHALAWAR,MANOHAR THANA,THIKDIYA,GENW,KAMLI BAI,F,OBCW,thikdiya,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAthikdiya,0,NA,thikdiya,0,0
5978,JHALAWAR,MANOHARTHANA,TODRI JAGNNATH,General (Woman),KANKU BAI,NA,OBC (Woman),JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAtodri jagnnath,5730,JHALAWAR,MANOHAR THANA,TODRI JAGANNATH,GEN W,SANTRA BAI,FEMALE,OBC,todri jagnnath,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAtodri jagnnath,5602,JHALAWAR,MANOHAR THANA,TODRI JAGNNATH,OBC,SHRI LAL,M,OBC,todri jagnnath,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAtodri jagnnath,0,NA,todri jagnnath,0,0
5979,JHALAWAR,MANOHARTHANA,TODRI MEERA,General,RATAN LAL,NA,OBC,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAtodri meera,5731,JHALAWAR,MANOHAR THANA,TODRIMEERA,GEN W,SHANTI BAI,FEMALE,GEN,todri meera,JHALAWAR,MANOHAR THANA,NA,JHALAWARMANOHAR THANAtodri meera,5603,JHALAWAR,MANOHAR THANA,TODRI MEERA,GENW,DHAPU BAI,F,OBCW,todri meera,JHALAWAR,MANOHAR THANA,JHALAWARMANOHAR THANAtodri meera,0,NA,todri meera,0,0
5980,JHALAWAR,PIDAWA,BANORE,ST,SHYAM LAL,NA,ST,JHALAWAR,PIRAWA,JHALAWARPIRAWAbanore,5733,JHALAWAR,PIRAWA,BANOR,SC,PRABHULAL,MALE,SC,banore,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAbanore,5605,JHALAWAR,PIRAWA,BANORE,GENW,SUGAN BAI,F,OBCW,banore,JHALAWAR,PIRAWA,JHALAWARPIRAWAbanore,0,NA,banore,0,0
5981,JHALAWAR,PIDAWA,BOLIA BUJURG,SC (Woman),BISNA BAI,NA,SC (Woman),JHALAWAR,PIRAWA,JHALAWARPIRAWAbolia bujurg,5734,JHALAWAR,PIRAWA,BOLIYABUJURG,OBC,GHANSHYAM,MALE,OBC,bolia bujurg,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAbolia bujurg,5606,JHALAWAR,PIRAWA,BOLIA BUJURG,GEN,KAILASH PATILAL,M,OBC,bolia bujurg,JHALAWAR,PIRAWA,JHALAWARPIRAWAbolia bujurg,0,NA,bolia bujurg,0,0
5983,JHALAWAR,PIDAWA,DABLA BHOJ,General (Woman),JASU KANWAR,NA,OBC (Woman),JHALAWAR,PIRAWA,JHALAWARPIRAWAdabla bhoj,5736,JHALAWAR,PIRAWA,DABALABHOZ,GEN W,KAILASH BAI,FEMALE,OBC,dabla bhoj,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAdabla bhoj,5608,JHALAWAR,PIRAWA,DABLA BHOJ,SCW,SARDAR BAI,F,SCW,dabla bhoj,JHALAWAR,PIRAWA,JHALAWARPIRAWAdabla bhoj,0,NA,dabla bhoj,0,0
5984,JHALAWAR,PIDAWA,DANTA,General,NAHAR SINGH,NA,OBC,JHALAWAR,PIRAWA,JHALAWARPIRAWAdanta,5738,JHALAWAR,PIRAWA,DANTA,SC W,DHAPU BAI,FEMALE,SC,danta,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAdanta,5609,JHALAWAR,PIRAWA,DANTA,GENW,GEETA BAI,F,OBCW,danta,JHALAWAR,PIRAWA,JHALAWARPIRAWAdanta,0,NA,danta,0,0
5985,JHALAWAR,PIDAWA,DHABLA KHINCHI,General,BANE SINGH,NA,General,JHALAWAR,PIRAWA,JHALAWARPIRAWAdhabla khinchi,5737,JHALAWAR,PIRAWA,DABALAKHINCHI,OBC,GANGARAM,MALE,OBC,dhabla khinchi,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAdhabla khinchi,5610,JHALAWAR,PIRAWA,DHABLA KHINCHI,GEN,KALU LAL,M,OBC,dhabla khinchi,JHALAWAR,PIRAWA,JHALAWARPIRAWAdhabla khinchi,0,NA,dhabla khinchi,0,0
5986,JHALAWAR,PIDAWA,DHRONIYA,General,DINESH CHAND,NA,General,JHALAWAR,PIRAWA,JHALAWARPIRAWAdhroniya,5739,JHALAWAR,PIRAWA,DHARONIYA,GEN W,GAYATRI BAI,FEMALE,OBC,dhroniya,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAdhroniya,5611,JHALAWAR,PIRAWA,DHRONIY A,GENW,GAYATRI BAI,F,OBCW,dhroniya,JHALAWAR,PIRAWA,JHALAWARPIRAWAdhroniya,0,NA,dhroniya,0,0
5987,JHALAWAR,PIDAWA,DIVALKHEDA,OBC,RAKESH KUMAR,NA,OBC,JHALAWAR,PIRAWA,JHALAWARPIRAWAdivalkheda,5740,JHALAWAR,PIRAWA,DIVALKHERA,SC,BHAWANI RAM,MALE,SC,divalkheda,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAdivalkheda,5612,JHALAWAR,PIRAWA,DIVALKHEDA,ST,MANOHAR LAL,M,ST,divalkheda,JHALAWAR,PIRAWA,JHALAWARPIRAWAdivalkheda,0,NA,divalkheda,0,0
5989,JHALAWAR,PIDAWA,DUBLIYA,SC,HEMRAJ KHATEEK,NA,SC,JHALAWAR,PIRAWA,JHALAWARPIRAWAdubliya,5742,JHALAWAR,PIRAWA,DUNLIYA,OBC,MANGI BAI,FEMALE,OBC,dubliya,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAdubliya,5614,JHALAWAR,PIRAWA,DUBLIYA,STW,GEETA BAI,F,STW,dubliya,JHALAWAR,PIRAWA,JHALAWARPIRAWAdubliya,0,NA,dubliya,0,0
5990,JHALAWAR,PIDAWA,FATEHGARH,General (Woman),DALI BAI,NA,OBC (Woman),JHALAWAR,PIRAWA,JHALAWARPIRAWAfatehgarh,5743,JHALAWAR,PIRAWA,FATEHGARH,SC,KANHAIYA LAL,MALE,SC,fatehgarh,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAfatehgarh,5615,JHALAWAR,PIRAWA,FATEHGARH,GEN,VISHNU PRASAD,M,OBC,fatehgarh,JHALAWAR,PIRAWA,JHALAWARPIRAWAfatehgarh,0,NA,fatehgarh,0,0
5991,JHALAWAR,PIDAWA,GADIYA,SC,MANGI LAL,NA,SC,JHALAWAR,PIRAWA,JHALAWARPIRAWAgadiya,5744,JHALAWAR,PIRAWA,GADIYA,GEN,SHIVRAJ SINGH,MALE,GEN,gadiya,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAgadiya,5616,JHALAWAR,PIRAWA,GADIYA,GEN,RAMESHW AR,M,OBC,gadiya,JHALAWAR,PIRAWA,JHALAWARPIRAWAgadiya,0,NA,gadiya,0,0
5992,JHALAWAR,PIDAWA,GELANI,ST,DINESH KUMAR,NA,ST,JHALAWAR,PIRAWA,JHALAWARPIRAWAgelani,5745,JHALAWAR,PIRAWA,GALANI,GEN,RAMGOPAL,MALE,OBC,gelani,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAgelani,5617,JHALAWAR,PIRAWA,GELANI,GENW,RASAL BAI,F,GENW,gelani,JHALAWAR,PIRAWA,JHALAWARPIRAWAgelani,0,NA,gelani,0,0
5993,JHALAWAR,PIDAWA,GOVINDPURA,General (Woman),VILAM KANWAR,NA,General (Woman),JHALAWAR,PIRAWA,JHALAWARPIRAWAgovindpura,5746,JHALAWAR,PIRAWA,GOVINDPURA,GEN,SHYODAN SINGH,MALE,OBC,govindpura,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAgovindpura,5618,JHALAWAR,PIRAWA,GOVINDPURA,OBC,ONKAR LAL,M,OBC,govindpura,JHALAWAR,PIRAWA,JHALAWARPIRAWAgovindpura,0,NA,govindpura,0,0
5994,JHALAWAR,PIDAWA,HEMDA,General (Woman),VARSHA,NA,General (Woman),JHALAWAR,PIRAWA,JHALAWARPIRAWAhemda,5748,JHALAWAR,PIRAWA,HEMRA,ST,BABLOO,MALE,ST,hemda,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAhemda,5619,JHALAWAR,PIRAWA,HEMDA,OBCW,GAYATRI BAI,F,OBCW,hemda,JHALAWAR,PIRAWA,JHALAWARPIRAWAhemda,0,NA,hemda,0,0
5995,JHALAWAR,PIDAWA,HERNAVDA GAJA,OBC (Woman),PARWATI BAI,NA,OBC (Woman),JHALAWAR,PIRAWA,JHALAWARPIRAWAhernavda gaja,5747,JHALAWAR,PIRAWA,HARNAV. GAZA,OBC,NARAYAN SINGH,MALE,OBC,hernavda gaja,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAhernavda gaja,5620,JHALAWAR,PIRAWA,HERNAVDA GAJA,GENW,SOHAN BAI,F,OBCW,hernavda gaja,JHALAWAR,PIRAWA,JHALAWARPIRAWAhernavda gaja,0,NA,hernavda gaja,0,0
5997,JHALAWAR,PIDAWA,KADODIYA,SC,SURESH KUMAR,NA,SC,JHALAWAR,PIRAWA,JHALAWARPIRAWAkadodiya,5750,JHALAWAR,PIRAWA,KADODIYA,ST W,SANTOSH BAI,FEMALE,ST,kadodiya,JHALAWAR,PIRAWA,NA,JHALAWARPIRAWAkadodiya,5622,JHALAWAR,PIRAWA,KADODIY A,OBC,HUKAM BAI SODIYA,F,OBCW,kadodiya,JHALAWAR,PIRAWA,JHALAWARPIRAWAkadodiya,0,NA,kadodiya,0,0
