state,year,district,block,halqa,ward_no,ward_name,tier,reservation,caste_reservation,woman_reserved,listing_scope,pop_sc,pop_st,pop_oc,pop_total,reservation_raw,script,source_path,source_page,source_pdf
Jammu & Kashmir,2010,,,Mahore,I,Mahore Proper,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahore,II,Acharlla,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahore,III,Kund,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahore,IV,Phari Lower,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahore,V,Batangwali,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahore Ganjote,I,Ganjote,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahore Ganjote,II,Dogian,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahore Ganjote,III,Bandi Upper,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahore Ganjote,IV,Malaie,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahore Ganjote,VI,Kotea,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahor Kansooli,I,Kansooli,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahor Kansooli,II,Phari,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahor Kansooli,IV,Hari,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahor Kansooli,V,Kopra,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahor Kansooli,VI,Krua Wali,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahore Jamlan,I,Jamlan,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahore Jamlan,II,Hill,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Mahore Jamlan,IV,Sohab Kalla,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Bathoie-A,I,Bathoie Proper,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Bathoie-A,IV,Mora Nar,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Bathoie-B,I,Bathoie-B(I),ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Bathoie-B,IV,Surni,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Bathoie-B,VI,Surni Lower,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Bathoie-C,I,Mallan Lower,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Bathoie-C,IV,Chittabass-A,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,1,(Mahore).pdf
Jammu & Kashmir,2010,,,Sarh Upper-A,I,Musra,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Sarh Upper-A,IV,Bharni,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Sarh Upper-A,VI,Neeram,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Sarh Upper-A,VII,Dogian,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Sarh-B,I,Gundi,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Sarh-B,IV,Bagga Lower,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Sarh Lower,I,Bhall,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Sarh Lower,III,Angralla-B,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Sarh Lower,IV,Arangie,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Sarh Lower,VII,Brarshiely,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Lar,I,Lar-A,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Lar,IV,Khore gam,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Shadole,I,Shadole,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Shadole,II,Khore-B,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Shadole,IV,Kundhala,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Gulab Garh,I,Gulab garh,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Gulab Garh,IV,Kaindora-A,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Gulab Garh,V,Kaindora-B,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Gulab Garh,VI,Kaindora-C,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Baransal,I,Baransal,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Baransal,III,Phagalie,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Baransal,IV,Ladh,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,2,(Mahore).pdf
Jammu & Kashmir,2010,,,Dewal-A,I,Mailk Pura,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Dewal-A,III,Bachalla,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Dewal-A,IV,Painar,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Dewal-B,I,Dogga,ward,ST Woman,ST,1,all_seats,,,,,ST/Women,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Dewal-B,II,Halpharan,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Dewal-B,IV,Khanti,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Dewal-B,V,Chowdhary Nar,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Nihoch,I,Sheikhpura,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Nihoch,IV,Nari Gamanwag,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Arbaiss,I,Chakali,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Arbaiss,IV,Arbais-A,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Badder,I,Badder,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Badder,IV,Bangsara,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Larh,I,Larh,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Larh,II,Chaman,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Larh,III,Hathan,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Larh,IV,Urazan,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Larh,V,Hill,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Larh,VI,Kallah,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Chassote-A,I,Chassote,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Chassote-A,IV,Ram Bass,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,3,(Mahore).pdf
Jammu & Kashmir,2010,,,Chassote-B,I,Mandi,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Chassote-B,IV,Dullah,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Shajroo-A,I,Shajroo Kund,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Shajroo-A,II,Garh,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Shajroo-A,IV,Kundai Sulkathi,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Shajroo-A,VI,Koye Tramla,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Shajroo-B (Dada),I,Dada Lower,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Shajroo-B (Dada),II,Dada upper,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Shajroo-B (Dada),III,Cheeral Pondha,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Shajroo-B (Dada),IV,Sooli Dhaka,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Shajroo-B (Dada),V,Krud,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Shajroo-B (Dada),VI,Seela,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Mulass,I,Kalwa Upper,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Mulass,II,Nar Kalwa,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Mulass,IV,Mulass Nar,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Jamaslan-A,I,Goragali,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Jamaslan-A,IV,Nagar,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Jamaslan-B,I,Karmi,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Jamaslan-B,IV,Chakrass Upper,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,ManjiKote,I,Ganjoli,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,ManjiKote,IV,Chowar,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,4,(Mahore).pdf
Jammu & Kashmir,2010,,,Bagodass,I,Bagodass Lower,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Bagodass,IV,Okraban (U),ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Channa-A,I,Kotli,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Channa-A,III,Channa Kote,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Channa-A,IV,Udari Channa,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Channa-A,V,Thanthana,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Channa-A,VII,Phalsoon,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Channa-B,I,Jagra,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Channa-B,III,Sungri,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Channa-B,IV,Dhamni,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Channa-B,V,Pechi,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Channa-B,VI,Pangrah,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Channa-B,VII,Shakralla,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Neosi,I,Thandh Soo,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Neosi,III,Neosi (L),ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Neosi,IV,Chapar,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Neosi,VI,Gundi,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,BaganKote,I,Bagankote-A,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,BaganKote,IV,Dandakote (U),ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Malliote,I,Mallikote,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Malliote,IV,Bagan,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Malliote,VI,Chungra,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Malliote,VII,Nalari,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,5,(Mahore).pdf
Jammu & Kashmir,2010,,,Chassana,I,Chassana,ward,SC Woman,SC,1,all_seats,,,,,SC/W,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Chassana,IV,Nalli,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Chassana-B,I,Gurda Bard,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Chassana-B,IV,Dharikote,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Chassana-B,VI,Dharkalla-A,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Chassana-B,VII,Dharkalla-B,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Thalkote,I,Kala Kaper,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Thalkote,II,Kewlli-A,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Thalkote,III,Kewlli-B,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Thalkote,IV,Thal Kote Proper,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Kunderdhan-A,I,Chard,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Kunderdhan-A,III,Radhani Bag,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Kunderdhan-A,IV,Dharea,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Kunderdhan-A,V,Kalari Kassi,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Majrakund,I,Chout,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Majrakund,III,Phalas,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Majrakund,IV,Sradna Malla,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Majrakund,V,Kalla,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Majrakund,VII,Hajam Nagar,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Majrakund,VIII,Bania,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Kunderdhan-A (Bhair),I,Dar Marg,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Kunderdhan-A (Bhair),IV,Bhatpua,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,6,(Mahore).pdf
Jammu & Kashmir,2010,,,Shergarhi,I,Ryarkana,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,Shergarhi,IV,Chaklour,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,MamanKote,I,Malass,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,MamanKote,IV,Labhar,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,MamanKote,V,Upper Nar,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,Sarsote,I,Tundagarh,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,Sarsote,IV,Shablass,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,Sarsote,VI,Balla,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,Tulli-A,I,Ramard Mal-L,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,Tulli-A,II,Sangoor,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,Tulli-A,III,Salarh,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,Tulli-A,IV,Chalibati Sarl,ward,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,Tulli Masal-B,I,Masal,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,Tulli Masal-B,II,Jandrali,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,Tulli Masal-B,IV,Baglla,ward,ST Woman,ST,1,all_seats,,,,,ST/W,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
Jammu & Kashmir,2010,,,Tulli Masal-B,V,Udhari,ward,ST Other than Woman,ST,0,all_seats,,,,,ST,latin,data/jk/2010/(Mahore).pdf,7,(Mahore).pdf
