state,year,district,block,halqa,ward_no,ward_name,tier,tier_local,reservation,caste_reservation,woman_reserved,listing_scope,pop_sc,pop_st,pop_oc,pop_total,reservation_raw,script,source_path,source_page,source_pdf
Jammu & Kashmir,2018,Anantnag,,,Number & Name of Panch Constituencies,,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,Panch reservation for SC/ST/Women & ST (Where proportion of ST Polpulation is comperatively Large),latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Akingam A,PC-II,"Kumar ,Bakshi & Najar Mohalla",gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Akingam A,PC-V,GoriMohalla + Sipora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Akingam B,PC-II,Ganiepora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Akingam B,PC-V,Migrant Panditpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Akingam B,PC-VI,Gojar PAti Rani,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Akingam B,PC-VIII,Bhat Mohalla Das Mohalla V,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Badoora Sahiabad,PC-II,BADOORA Hergam-B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Badoora Sahiabad,PC-V,Takiya Badoora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,BB NOWAGAM,PC-II,WARD-II,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,BB NOWAGAM,PC-V,WARD-V,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,BB Nowgam A,PC-II,WARD-II,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,BB Nowgam A,PC-V,WARD-V,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Brakpora,PC-II,BRAKPORA DARMOHLLA,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Brakpora,PC-V,MUKDAM PORA NAIK MOHLLA,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Brakpora,PC-VIII,Peerpora Hargam BRAKPORA V,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Brenty A,PC-II,Batpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Brenty A,PC-V,Drangaypora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Brenty A,PC-VIII,Khar Marag V,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Brenty B,PC-II,Bad- Angan,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,Brenty B,PC-V,Palpora A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,C.S.Pora,PC-II,Jawan Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,C.S.Pora,PC-V,Tabi Mohalla + Sheik mohall,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,C.S.Pora,PC-VIII,Satar Khan Mohalla V,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,C.S.Pora,PC-II,"Bunpora ""A""",gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,C.S.Pora,PC-V,Shanpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Anantnag,,C.S.Pora,PC-VIII,"Harpora ""B"" V",gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/2018_Anantnag.pdf,1,2018_Anantnag.pdf
Jammu & Kashmir,2018,Bandipora,,,Number & Name of Panch Constituencies,,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,Panch reservation for SC/ST/Women & ST (Where proportion of ST Polpulation is comperatively Large),latin,data/jk/2018/Bandipora.pdf,1,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Aloosa A,PC-II,Aloosa A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Bandipora.pdf,1,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Aloosa A,PC-V,Aloosa A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Bandipora.pdf,1,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Aloosa A,PC-VIII,Lahipora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Bandipora.pdf,1,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Aloosa B,PC-II,Rangwar Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Bandipora.pdf,1,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Aloosa B,PC-V,Kana Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Bandipora.pdf,1,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Aloosa Ghat,PC-V,Aloosa Ghat,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Bandipora.pdf,1,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Ashatngoo,PC-II,Ashtangoo,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Bandipora.pdf,1,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Ashatngoo,PC-V,Ashtangoo,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Bandipora.pdf,1,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Ashatngoo Ghat,PC-II,Taweedabad payeen,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Bandipora.pdf,1,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Ashatngoo Ghat,PC-V,Fofoo Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Bandipora.pdf,1,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Ashatngoo Ghat,PC-V,Haji Mohalla Kilshay Payeen-,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Bandipora.pdf,20,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Ashatngoo Ghat,PC-VI,Bosgay,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Bandipora.pdf,20,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Ashatngoo Ghat,PC-VII,Bosgay-Jarjogee,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,ST Women,latin,data/jk/2018/Bandipora.pdf,20,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Ashatngoo Ghat,PC-VIII,Refiji,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Bandipora.pdf,20,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Ashatngoo Ghat,PC-IX,Refiji,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Bandipora.pdf,20,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Zadigay-B,PC-I,Barnie,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Bandipora.pdf,20,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Zadigay-B,PC-II,Barnie,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,ST Women,latin,data/jk/2018/Bandipora.pdf,20,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Zadigay-B,PC-III,Barnie,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Bandipora.pdf,20,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Zadigay-B,PC-IV,Barnie,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Bandipora.pdf,20,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Zadigay-B,PC-V,Kashpat,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,ST Women,latin,data/jk/2018/Bandipora.pdf,20,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Zadigay-B,PC-VI,Zadigay,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Bandipora.pdf,20,Bandipora.pdf
Jammu & Kashmir,2018,Bandipora,,Zadigay-B,PC-VII,Biloneril,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Bandipora.pdf,20,Bandipora.pdf
Jammu & Kashmir,2018,Baramulla,,,Number & Name of Panch Constituencies,,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,Panch reservation for SC/ST/Women & ST (Where proportion of ST Polpulation is comperatively Large),latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Chandoosa A,PC-II,II-CHANDOOSA A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Chandoosa A,PC-V,V-FAQIR BAGH,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Chandoosa A,PC-VIII,VIII-FAQIR BAGH,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Chandoosa B,PC-I,I-PATCHAR,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Chandoosa B,PC-II,II-PATCHAR,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,ST Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Chandoosa B,PC-V,V-GOHAN LARI JUNGLE,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Chandoosa B,PC-VIII,VIIII-GOHAN LARI JUNGLE,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Delina A,PC-II,Shie Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Delina A,PC-V,Station Colony,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Delina A,PC-VIII,Ratherpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Delina B,PC-II,Parraypora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Delina B,PC-V,Rawathpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Delina B,PC-VIII,Rawathpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Delina B,PC-XI,XI-Rawathpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Delina C,PC-II,II-Darpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Delina C,PC-V,V-Batapora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Delina C,PC-VIII,VIII-Kralpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Baramulla,,Delina C,PC-II,II-QAZIPORA,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Baramulla.pdf,1,Baramulla.pdf
Jammu & Kashmir,2018,Budgam,,,Number & Name of Panch Constituencies,,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,Panch reservation for SC/ST/Women & ST (Where proportion of ST Polpulation is comperatively Large),latin,data/jk/2018/Budgam.pdf,1,Budgam.pdf
Jammu & Kashmir,2018,Budgam,,B.K.Pora-A,PC-II,B.K. Pora A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Budgam.pdf,1,Budgam.pdf
Jammu & Kashmir,2018,Budgam,,B.K.Pora-A,PC-V,B.K. Pora A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Budgam.pdf,1,Budgam.pdf
Jammu & Kashmir,2018,Budgam,,BD 1-B.K.Pora,PC-II,B.K. Pora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Budgam.pdf,1,Budgam.pdf
Jammu & Kashmir,2018,Budgam,,BD 1-B.K.Pora,PC-V,B.K. Pora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Budgam.pdf,1,Budgam.pdf
Jammu & Kashmir,2018,Budgam,,BD 7-Dhrambugh,PC-II,ii-Dhrambugh,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Budgam.pdf,1,Budgam.pdf
Jammu & Kashmir,2018,Budgam,,BD 7-Dhrambugh,PC-V,v-Dhrambugh,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Budgam.pdf,1,Budgam.pdf
Jammu & Kashmir,2018,Budgam,,Brarigund,PC-II,Brarigund,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Budgam.pdf,1,Budgam.pdf
Jammu & Kashmir,2018,Budgam,,Brarigund,PC-V,Brarigund,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Budgam.pdf,1,Budgam.pdf
Jammu & Kashmir,2018,Budgam,,Chattergam-A,PC-II,Chattergam-A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Budgam.pdf,1,Budgam.pdf
Jammu & Kashmir,2018,Budgam,,Chattergam-A,PC-V,Chattergam-A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Budgam.pdf,1,Budgam.pdf
Jammu & Kashmir,2018,Budgam,,Chattergam-A,PC- VIII,Chattergam-A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Budgam.pdf,1,Budgam.pdf
Jammu & Kashmir,2018,Budgam,,Chattergam-A,PC-II,Chattergam-B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Budgam.pdf,1,Budgam.pdf
Jammu & Kashmir,2018,Ganderbal,,,Number & Name of Panch Constituencies,,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,Panch reservation for SC/ST/Women & ST (Where proportion of ST Polpulation is comperatively Large),latin,data/jk/2018/Ganderbal (1).pdf,1,Ganderbal (1).pdf
Jammu & Kashmir,2018,Ganderbal,,Arch,PC-II,Mugdam Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal (1).pdf,1,Ganderbal (1).pdf
Jammu & Kashmir,2018,Ganderbal,,Arch,PC-V,Bobsipora-A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal (1).pdf,1,Ganderbal (1).pdf
Jammu & Kashmir,2018,Ganderbal,,Baba-Daryadin,PC-II,2 BABA DERYADIN B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal (1).pdf,1,Ganderbal (1).pdf
Jammu & Kashmir,2018,Ganderbal,,Baba-Daryadin,PC-V,Dar Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal (1).pdf,1,Ganderbal (1).pdf
Jammu & Kashmir,2018,Ganderbal,,Bakoora,PC-II,Khan Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal (1).pdf,1,Ganderbal (1).pdf
Jammu & Kashmir,2018,Ganderbal,,Bakoora,PC-V,Peer Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal (1).pdf,1,Ganderbal (1).pdf
Jammu & Kashmir,2018,Ganderbal,,Bakoora,PC- VIII,Pati Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal (1).pdf,1,Ganderbal (1).pdf
Jammu & Kashmir,2018,Ganderbal,,Bakoora,PC-XI,New Colony,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal (1).pdf,1,Ganderbal (1).pdf
Jammu & Kashmir,2018,Ganderbal,,Buderkund,PC-II,Buderkund,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal (1).pdf,1,Ganderbal (1).pdf
Jammu & Kashmir,2018,Ganderbal,,Buderkund,PC-V,Buderkund,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal (1).pdf,1,Ganderbal (1).pdf
Jammu & Kashmir,2018,Ganderbal,,Buderkund,PC- VIII,Bandaybagh B,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,ST Women,latin,data/jk/2018/Ganderbal (1).pdf,1,Ganderbal (1).pdf
Jammu & Kashmir,2018,Ganderbal,,Buderkund,PC-II,Mugdam Colony,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal (1).pdf,1,Ganderbal (1).pdf
Jammu & Kashmir,2018,Ganderbal,,,Number & Name of Panch Constituencies,,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,Panch reservation for SC/ST/Women & ST (Where proportion of ST Polpulation is comperatively Large),latin,data/jk/2018/Ganderbal.pdf,1,Ganderbal.pdf
Jammu & Kashmir,2018,Ganderbal,,Arch,PC-II,Mugdam Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal.pdf,1,Ganderbal.pdf
Jammu & Kashmir,2018,Ganderbal,,Arch,PC-V,Bobsipora-A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal.pdf,1,Ganderbal.pdf
Jammu & Kashmir,2018,Ganderbal,,Baba-Daryadin,PC-II,2 BABA DERYADIN B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal.pdf,1,Ganderbal.pdf
Jammu & Kashmir,2018,Ganderbal,,Baba-Daryadin,PC-V,Dar Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal.pdf,1,Ganderbal.pdf
Jammu & Kashmir,2018,Ganderbal,,Bakoora,PC-II,Khan Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal.pdf,1,Ganderbal.pdf
Jammu & Kashmir,2018,Ganderbal,,Bakoora,PC-V,Peer Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal.pdf,1,Ganderbal.pdf
Jammu & Kashmir,2018,Ganderbal,,Bakoora,PC- VIII,Pati Mohalla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal.pdf,1,Ganderbal.pdf
Jammu & Kashmir,2018,Ganderbal,,Bakoora,PC-XI,New Colony,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal.pdf,1,Ganderbal.pdf
Jammu & Kashmir,2018,Ganderbal,,Buderkund,PC-II,Buderkund,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal.pdf,1,Ganderbal.pdf
Jammu & Kashmir,2018,Ganderbal,,Buderkund,PC-V,Buderkund,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal.pdf,1,Ganderbal.pdf
Jammu & Kashmir,2018,Ganderbal,,Buderkund,PC- VIII,Bandaybagh B,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,ST Women,latin,data/jk/2018/Ganderbal.pdf,1,Ganderbal.pdf
Jammu & Kashmir,2018,Ganderbal,,Buderkund,PC-II,Mugdam Colony,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Ganderbal.pdf,1,Ganderbal.pdf
Jammu & Kashmir,2018,Kargil,,,No. & Name of Panch Constituency,,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,Panch reservation for SC/ST/Women & ST (Where proportion of ST Polpulation is comperatively Large),latin,data/jk/2018/Kargil.pdf,1,Kargil.pdf
