state,year,district,block,halqa,ward_no,ward_name,tier,tier_local,reservation,caste_reservation,woman_reserved,listing_scope,pop_sc,pop_st,pop_oc,pop_total,reservation_raw,script,source_path,source_page,source_pdf
Jammu & Kashmir,2018,Name of Number,Keran,Aloosa,PC-II,Batpora A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Aloosa,PC-V,Batpora A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Aloosa,PC-II,Batpora B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Aloosa,PC-V,Batpora B-,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora A,PC-II,Dardpora A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora A,PC-V,Dardpora A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora A,PC-VI,Dardpora A,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora A,PC-VIII,Dardpora A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora B,PC-II,Dardpora B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora B,PC-V,Dardpora B-,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora C,PC-II,Dardpora C,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,ST Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora C,PC-V,Dardpora C,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora D,PC-II,Dardpora D,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora D,PC-V,Dardpora D-,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora E,PC-II,Dardpora E,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora E,PC-V,Dardpora E,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora E,PC-VIII,Dardpora E,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora E,PC-II,Dardsun A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora E,PC-V,Dardsun A-,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,5,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardpora E,Number & Name of Panch Constituency,,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,Panch reservation for SC/ST/Women & ST (Where proportion of ST Polpulation is comperatively Large),latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardsun B,PC-II,Dardsun B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Dardsun B,PC-V,Dardsun B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Gazreyal A,PC-II,Gazreyal A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Gazreyal A,PC-V,Gazreyal A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Gazreyal B,PC-II,Gazreyal B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Gazreyal B,PC-V,Gazreyal B-,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Kralpora A,PC-II,Kralpora A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Kralpora A,PC-V,Kralpora A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Kralpora B,PC-II,Kralpora B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Kralpora B,PC-V,Kralpora B-,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Kralpora C,PC-II,kralpora C,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Kralpora C,PC-V,kralpora C,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Reshigund A,PC-II,Reshugund B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Reshigund A,PC-V,Reshugund B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Reshigund A,PC-VIII,Reshugund B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Reshigund B,PC-II,Reshugund B ii,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Reshigund B,PC-V,Reshugund B v,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Reshigund B,PC-VIII,Reshugund B viii,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Shuloora,PC-II,Shuloora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Shuloora,PC-V,Shuloora-,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Shuloora,PC-VIII,Shuloora-,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Warsun-A,PC-II,Warsun A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Warsun-A,PC-IV,Warsun A-,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Warsun-A,PC-V,Warsun A-,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,ST Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Warsun-A,PC-VI,Warsun-A,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Warsun-A,PC-VII,Warsun A-,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Warsun-A,PC-VIII,Warsun A-,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Warsun-B,PC-II,Warsun B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Warsun-B,PC-V,Warsun B-,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,ST Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Warsun-B,PC-VIII,Warsun B-,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Batergam,PC-II,Batergam,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Batergam,PC-V,Batergam,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Batergam,PC-VIII,Batergam,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Batergam,PC-XI,Batergam,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,BOHIPORA,PC-II,BOHIPORA,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,BOHIPORA,PC-V,BOHIPORA,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,BUBERNAGH,PC-II,BUBERNAGH,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,BUBERNAGH,PC-V,BUBERNAGH,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,ST Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,BUBERNAGH,PC-VI,BUBERNAGH,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,BUBERNAGH,PC-VIII,BUBERNAGH,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,DEEDIKOOT,PC-II,DEEDIKOTE,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,DEEDIKOOT,PC-V,DEEDIKOTE,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,DEEDIKOOT,PC-VIII,DEEDIKOTE,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,DEEDIKOOT,PC-XI,DEEDIKOTE,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Gushi A,PC-II,GUSHI A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Gushi A,PC-V,GUSHI A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Gushi A,PC-VIII,GUSHI A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Gushi B,PC-II,Gushi B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Gushi B,PC-V,Gushi B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Gushi B,PC-II,Halmapora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Gushi B,PC-V,Halmapora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,6,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Gushi B,Number & Name of Panch Constituency,,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,Panch reservation for SC/ST/Women & ST (Where proportion of ST Polpulation is comperatively Large),latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Halmatpora B,PC-II,Halmatpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Halmatpora B,PC-V,Halmatpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Halmatpora C,PC-II,Halmatpora C,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Halmatpora C,PC-V,Halmatpora C,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Hatmulla,PC-II,Hatmulla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Hatmulla,PC-V,Hatmulla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Hatmulla,PC-VIII,Hatmulla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Hatmulla,PC-XI,Hatmulla,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Karihama A,PC-II,KARIHAMA A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Karihama A,PC-V,KARIHAMA A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Karihama A,PC-VIII,KARIHAMA A,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Karihama B,PC-II,Karihama B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Karihama B,PC-V,Karihama B,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Mugalpora,PC-II,Mugalpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Mugalpora,PC-V,Mugalpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Mugalpora,PC-VIII,Mugalpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Mugalpora,PC-XI,Mugalpora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Nagri Malpora A,PC-II,Nagri Malpora A 2,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Nagri Malpora A,PC-V,Nagri Malpora A 5,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Nagri Malpora B,PC-II,Nagri Malpora B2,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Nagri Malpora B,PC-V,Nagri Malpora B5,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,PAZIPORA,PC-II,PAZIPORA,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,PAZIPORA,PC-V,PAZIPORA,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,PAZIPORA,PC-VIII,PAZIPORA,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,PAZIPORA,PC-XI,PAZIPORA CHECK,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Sohipora,PC-II,SOHIPORA,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Sohipora,PC-V,SOHIPORA,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Sulkoote,PC-II,SULKOTE,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Sulkoote,PC-V,SULKOTE,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Sulkoote,PC-VIII,SULKOTE,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Tikker,PC-II,Tikker,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Tikker,PC-V,Tikker,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Tikker,PC-VIII,Tikker,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Tikker,PC-XI,Tikker,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Guloora,PC-II,Guloora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Guloora,PC-V,Guloora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Guloora,PC-VIII,Kohroo,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Khanoo Babagund,PC-II,KHANOO BABAGUND,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Khanoo Babagund,PC-V,KHANOO BABAGUND,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Khanoo Babagund,PC-VIII,KHANOO BABAGUND,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Kultoora,PC-II,KULTOORA,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Kultoora,PC-V,KULTOORA,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Kultoora,PC-VIII,KULTOORA,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Pohrupeth,PC-II,POHRUPETH,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Pohrupeth,PC-V,POHRUPETH,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Pohrupeth,PC-VIII,POHRUPETH,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Pohrupeth,PC-XI,POHRUPETH,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Unisoo,PC-II,UNISOO,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Unisoo,PC-V,UNISOO,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Unisoo,PC-II,WAHIPORA,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
Jammu & Kashmir,2018,Name of Number,Keran,Unisoo,PC-V,Haripora,gp_ward,ward,Woman,NONE,1,reserved_only,,,,,Gn Women,latin,data/jk/2018/Kupwara.pdf,7,Kupwara.pdf
