state,year,district,block,halqa,ward_no,ward_name,tier,reservation,caste_reservation,woman_reserved,listing_scope,pop_sc,pop_st,pop_oc,pop_total,reservation_raw,script,source_path,source_page,source_pdf
Jammu & Kashmir,2016,Ramban,Batote,Karma,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,open,latin,data/jk/2016/Batote.pdf,2,Batote.pdf
Jammu & Kashmir,2016,Ramban,Batote,Sana,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,open,latin,data/jk/2016/Batote.pdf,3,Batote.pdf
Jammu & Kashmir,2016,Ramban,Batote,Sana,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,open,latin,data/jk/2016/Batote.pdf,3,Batote.pdf
Jammu & Kashmir,2016,of Name of Panch the panch,Batote,Sana,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/Batote.pdf,4,Batote.pdf
Jammu & Kashmir,2016,Ramban,Ghandhri,Bhathan,,,sarpanch,Woman,NONE,1,all_seats,16,67,283,366,Women,latin,data/jk/2016/Ghandhari.pdf,1,Ghandhari.pdf
Jammu & Kashmir,2016,Ramban,Ghandhri,Ganderi,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,441,441,Open,latin,data/jk/2016/Ghandhari.pdf,1,Ghandhari.pdf
Jammu & Kashmir,2016,Ramban,Ghandhri,Ganderi,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,359,359,Open,latin,data/jk/2016/Ghandhari.pdf,1,Ghandhari.pdf
Jammu & Kashmir,2016,Ramban,Ghandhri,Kangha,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/Ghandhari.pdf,2,Ghandhari.pdf
Jammu & Kashmir,2016,Ramban,Ghandhri,Tanger,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/Ghandhari.pdf,2,Ghandhari.pdf
Jammu & Kashmir,2016,Ramban,Khari,Khari Lower- A,,,sarpanch,Woman,NONE,1,all_seats,0,0,348,348,Women,latin,data/jk/2016/Khari.pdf,1,Khari.pdf
Jammu & Kashmir,2016,Ramban,Khari,Khari Lower- B,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,229,229,Open,latin,data/jk/2016/Khari.pdf,1,Khari.pdf
Jammu & Kashmir,2016,Ramban,Khari,Khari Upper- A,,,sarpanch,Other than Woman,NONE,0,all_seats,0,26,427,453,Open,latin,data/jk/2016/Khari.pdf,1,Khari.pdf
Jammu & Kashmir,2016,Ramban,Khari,Khari Upper- B,,,sarpanch,Woman,NONE,1,all_seats,0,0,450,450,Women,latin,data/jk/2016/Khari.pdf,1,Khari.pdf
Jammu & Kashmir,2016,halqa Panch as per census,Khari,Khari Upper- B,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/Khari.pdf,2,Khari.pdf
Jammu & Kashmir,2016,Ramba n,Khari,Mahu upper,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/Khari.pdf,2,Khari.pdf
Jammu & Kashmir,2016,Ramba n,Khari,Mangit,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/Khari.pdf,2,Khari.pdf
Jammu & Kashmir,2016,Ramban,Banihal,Ashar,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/PDF Banihal.pdf,1,PDF Banihal.pdf
Jammu & Kashmir,2016,Ramban,Banihal,Bankote,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Banihal.pdf,1,PDF Banihal.pdf
Jammu & Kashmir,2016,Ramban,Banihal,Chacknar wah,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Banihal.pdf,1,PDF Banihal.pdf
Jammu & Kashmir,2016,Ramban,Banihal,Chamalwa s Lower-B,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Banihal.pdf,2,PDF Banihal.pdf
Jammu & Kashmir,2016,Ramban,Banihal,Chamalwa s Upper,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Banihal.pdf,2,PDF Banihal.pdf
Jammu & Kashmir,2016,Panch panch,Banihal,Chamalwa s Upper,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/PDF Banihal.pdf,3,PDF Banihal.pdf
Jammu & Kashmir,2016,Ramban,Banihal,Changloo,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Banihal.pdf,3,PDF Banihal.pdf
Jammu & Kashmir,2016,Ramban,Banihal,Doliam Lower,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Banihal.pdf,3,PDF Banihal.pdf
Jammu & Kashmir,2016,Panch panch,Banihal,Doliam Lower,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/PDF Banihal.pdf,4,PDF Banihal.pdf
Jammu & Kashmir,2016,Ramban,Banihal,Doligam Upper-B,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Banihal.pdf,4,PDF Banihal.pdf
Jammu & Kashmir,2016,Ramban,Banihal,Gund Adalkote- A,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Banihal.pdf,4,PDF Banihal.pdf
Jammu & Kashmir,2016,Ramban,Banihal,Gund Adalkote- B,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/PDF Banihal.pdf,4,PDF Banihal.pdf
Jammu & Kashmir,2016,Panch panch,Banihal,Gund Adalkote- B,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Banihal.pdf,5,PDF Banihal.pdf
Jammu & Kashmir,2016,Ramban,Banihal,Karwah,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Banihal.pdf,5,PDF Banihal.pdf
Jammu & Kashmir,2016,Ramban,Banihal,Kaskote,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/PDF Banihal.pdf,5,PDF Banihal.pdf
Jammu & Kashmir,2016,Panch panch,Banihal,Kaskote,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Banihal.pdf,6,PDF Banihal.pdf
Jammu & Kashmir,2016,Ramban,Banihal,Nagam,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Banihal.pdf,6,PDF Banihal.pdf
Jammu & Kashmir,2016,Ramban,Banihal,Nowgam,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/PDF Banihal.pdf,6,PDF Banihal.pdf
Jammu & Kashmir,2016,Samba,1. Bari Brahmana,Birpur Upper,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Samba Distt.pdf,1,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,1. Bari Brahmana,Kartholi,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Samba Distt.pdf,1,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,Total,Kartholi,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/PDF Samba Distt.pdf,2,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,1. Bari Brahmana,Meen Sarkar,,,sarpanch,SC Other than Woman,SC,0,all_seats,,,,,SC,latin,data/jk/2016/PDF Samba Distt.pdf,2,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,1. Bari Brahmana,Palli,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Samba Distt.pdf,2,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,Bari Brahmana,Patli,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/PDF Samba Distt.pdf,2,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,Total,Patli,,,sarpanch,SC Other than Woman,SC,0,all_seats,,,,,SC,latin,data/jk/2016/PDF Samba Distt.pdf,3,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,Bari Brahmana,Smailpur,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Samba Distt.pdf,3,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,Bari Brahmana,Tarore,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/PDF Samba Distt.pdf,3,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,G.Total,13,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/PDF Samba Distt.pdf,36,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,Sumb,Blater,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Samba Distt.pdf,36,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,Sumb,Goran,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Samba Distt.pdf,36,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,Total,Goran,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/PDF Samba Distt.pdf,37,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,Sumb,Patyari,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Samba Distt.pdf,37,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,Sumb,Samlah,,,sarpanch,SC Other than Woman,SC,0,all_seats,,,,,SC,latin,data/jk/2016/PDF Samba Distt.pdf,37,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,Total,Samlah,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/PDF Samba Distt.pdf,38,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Samba,Sumb,Taloor,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/PDF Samba Distt.pdf,38,PDF Samba Distt.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,SC Other than Woman,SC,0,all_seats,326,0,0,326,SC,latin,data/jk/2016/Publication Jammu B.pdf,1,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,22,0,298,320,Women,latin,data/jk/2016/Publication Jammu B.pdf,1,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,220,0,407,627,Women,latin,data/jk/2016/Publication Jammu B.pdf,2,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,SC Other than Woman,SC,0,all_seats,349,0,166,515,SC,latin,data/jk/2016/Publication Jammu B.pdf,3,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,87,0,250,337,Women,latin,data/jk/2016/Publication Jammu B.pdf,4,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,300,0,121,421,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,4,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,250,40,289,579,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,4,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,300,21,183,504,Women,latin,data/jk/2016/Publication Jammu B.pdf,5,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,90,73,400,563,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,5,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,SC Other than Woman,SC,0,all_seats,200,10,200,410,SC,latin,data/jk/2016/Publication Jammu B.pdf,6,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,200,100,270,570,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,6,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,SC Other than Woman,SC,0,all_seats,400,10,120,530,SC,latin,data/jk/2016/Publication Jammu B.pdf,7,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,100,0,400,500,Women,latin,data/jk/2016/Publication Jammu B.pdf,7,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,100,0,400,500,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,8,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,83,0,341,424,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,8,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,250,10,289,549,Women,latin,data/jk/2016/Publication Jammu B.pdf,9,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,120,0,150,270,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,9,Publication Jammu B.pdf
Jammu & Kashmir,2016,JAMMU,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,145,290,110,545,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,11,Publication Jammu B.pdf
Jammu & Kashmir,2016,JAMMU,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,31,0,470,501,Women,latin,data/jk/2016/Publication Jammu B.pdf,11,Publication Jammu B.pdf
Jammu & Kashmir,2016,JAMMU,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,36,0,285,321,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,11,Publication Jammu B.pdf
Jammu & Kashmir,2016,JAMMU,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,102,0,739,841,Women,latin,data/jk/2016/Publication Jammu B.pdf,12,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,206,0,606,812,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,14,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,206,0,606,812,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,14,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,65,0,440,505,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,15,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,50,0,263,313,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,16,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,145,0,419,564,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,16,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,178,0,462,640,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,17,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,SC Woman,SC,1,all_seats,200,0,185,385,SC Women,latin,data/jk/2016/Publication Jammu B.pdf,17,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,98,252,90,440,Women,latin,data/jk/2016/Publication Jammu B.pdf,20,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,46,23,180,248,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,21,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,90,0,226,316,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,22,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,56,24,72,152,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,22,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,0,224,0,224,Women,latin,data/jk/2016/Publication Jammu B.pdf,23,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,300,0,321,621,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,25,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,180,0,90,270,Women,latin,data/jk/2016/Publication Jammu B.pdf,27,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,44,0,280,324,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,28,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,382,0,205,587,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,29,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,SC Woman,SC,1,all_seats,382,42,35,459,SC Women,latin,data/jk/2016/Publication Jammu B.pdf,29,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,58,0,397,455,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,29,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,312,0,196,508,Women,latin,data/jk/2016/Publication Jammu B.pdf,30,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,SC Other than Woman,SC,0,all_seats,289,0,137,426,SC,latin,data/jk/2016/Publication Jammu B.pdf,31,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,99,0,53,152,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,31,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,101,0,89,190,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,32,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,60,0,307,367,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,32,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,SC Other than Woman,SC,0,all_seats,50,0,452,502,SC,latin,data/jk/2016/Publication Jammu B.pdf,33,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,502,502,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,33,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,297,0,33,330,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,34,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,117,0,452,569,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,34,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,960,960,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,35,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,0,0,408,408,Women,latin,data/jk/2016/Publication Jammu B.pdf,35,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,ST Other than Woman,ST,0,all_seats,0,836,0,836,ST,latin,data/jk/2016/Publication Jammu B.pdf,35,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,ST Woman,ST,1,all_seats,0,701,729,1430,ST WOMEN,latin,data/jk/2016/Publication Jammu B.pdf,36,Publication Jammu B.pdf
Jammu & Kashmir,2016,Jammu,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,0,7,450,457,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,36,Publication Jammu B.pdf
Jammu & Kashmir,2016,JAMMU,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,114,0,252,366,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,37,Publication Jammu B.pdf
Jammu & Kashmir,2016,JAMMU,Publication Jammu B,,,,sarpanch,SC Other than Woman,SC,0,all_seats,332,0,297,629,SC,latin,data/jk/2016/Publication Jammu B.pdf,38,Publication Jammu B.pdf
Jammu & Kashmir,2016,JAMMU,Publication Jammu B,,,,sarpanch,SC Other than Woman,SC,0,all_seats,330,27,-273,630,SC,latin,data/jk/2016/Publication Jammu B.pdf,38,Publication Jammu B.pdf
Jammu & Kashmir,2016,JAMMU,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,17,15,168,200,Women,latin,data/jk/2016/Publication Jammu B.pdf,39,Publication Jammu B.pdf
Jammu & Kashmir,2016,JAMMU,Publication Jammu B,,,,sarpanch,ST Other than Woman,ST,0,all_seats,159,0,0,159,ST,latin,data/jk/2016/Publication Jammu B.pdf,39,Publication Jammu B.pdf
Jammu & Kashmir,2016,JAMMU,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,20,0,229,249,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,39,Publication Jammu B.pdf
Jammu & Kashmir,2016,JAMMU,Publication Jammu B,,,,sarpanch,Woman,NONE,1,all_seats,200,0,200,400,Women,latin,data/jk/2016/Publication Jammu B.pdf,40,Publication Jammu B.pdf
Jammu & Kashmir,2016,JAMMU,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,330,330,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,40,Publication Jammu B.pdf
Jammu & Kashmir,2016,JAMMU,Publication Jammu B,,,,sarpanch,Other than Woman,NONE,0,all_seats,126,0,220,346,OPEN,latin,data/jk/2016/Publication Jammu B.pdf,41,Publication Jammu B.pdf
Jammu & Kashmir,2016,JAMMU,Publication Jammu B,,,,sarpanch,SC Other than Woman,SC,0,all_seats,130,40,100,270,SC,latin,data/jk/2016/Publication Jammu B.pdf,41,Publication Jammu B.pdf
Jammu & Kashmir,2016,Ramban,Rajgarh,Draman,,,sarpanch,Woman,NONE,1,all_seats,0,9,138,147,Women,latin,data/jk/2016/Rajgarh.pdf,1,Rajgarh.pdf
Jammu & Kashmir,2016,Ramban,Rajgarh,Gharhi,,,sarpanch,Other than Woman,NONE,0,all_seats,125,0,170,295,Open,latin,data/jk/2016/Rajgarh.pdf,1,Rajgarh.pdf
Jammu & Kashmir,2016,Ramban,Rajgarh,Jhatgali-A,,,sarpanch,Other than Woman,NONE,0,all_seats,46,0,188,233,Open,latin,data/jk/2016/Rajgarh.pdf,1,Rajgarh.pdf
Jammu & Kashmir,2016,Ramban,Rajgarh,Jhatgali-A,,,sarpanch,Woman,NONE,1,all_seats,58,0,168,225,Women,latin,data/jk/2016/Rajgarh.pdf,1,Rajgarh.pdf
Jammu & Kashmir,2016,Name Name of Number,Rajgarh,Jhatgali-A,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/Rajgarh.pdf,2,Rajgarh.pdf
Jammu & Kashmir,2016,Ramban,Rajgarh,Rajgarh,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/Rajgarh.pdf,2,Rajgarh.pdf
Jammu & Kashmir,2016,Ramban,Ramban,Ahdwa,,,sarpanch,Woman,NONE,1,all_seats,67,36,175,278,Women,latin,data/jk/2016/Ramban.pdf,1,Ramban.pdf
Jammu & Kashmir,2016,Ramban,Ramban,Balawat,,,sarpanch,ST Other than Woman,ST,0,all_seats,0,236,79,315,ST,latin,data/jk/2016/Ramban.pdf,1,Ramban.pdf
Jammu & Kashmir,2016,Ramban,Ramban,Balawat,,,sarpanch,Other than Woman,NONE,0,all_seats,0,0,410,410,Open,latin,data/jk/2016/Ramban.pdf,1,Ramban.pdf
Jammu & Kashmir,2016,Ramban,Ramban,Balihote-B,,,sarpanch,ST Woman,ST,1,all_seats,,,,,ST women,latin,data/jk/2016/Ramban.pdf,2,Ramban.pdf
Jammu & Kashmir,2016,Ramban,Ramban,Chanderko te,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/Ramban.pdf,2,Ramban.pdf
Jammu & Kashmir,2016,Ramban,Ramban,Dhandhrat h-A (Jawag),,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/Ramban.pdf,2,Ramban.pdf
Jammu & Kashmir,2016,of Panch Sarpanch of,Ramban,Dhandhrat h-A (Jawag),,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/Ramban.pdf,3,Ramban.pdf
Jammu & Kashmir,2016,Ramban,Ramban,Dandrath- C (Dugson),,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/Ramban.pdf,3,Ramban.pdf
Jammu & Kashmir,2016,Ramban,Ramban,Demote-A,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/Ramban.pdf,3,Ramban.pdf
Jammu & Kashmir,2016,of Panch Sarpanch of,Ramban,Demote-A,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/Ramban.pdf,4,Ramban.pdf
Jammu & Kashmir,2016,Ramban,Ramban,Gam,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/Ramban.pdf,4,Ramban.pdf
Jammu & Kashmir,2016,Ramban,Ramban,Ganote,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/Ramban.pdf,4,Ramban.pdf
Jammu & Kashmir,2016,of Panch Sarpanch of,Ramban,Ganote,,,sarpanch,Woman,NONE,1,all_seats,,,,,Women,latin,data/jk/2016/Ramban.pdf,5,Ramban.pdf
Jammu & Kashmir,2016,Ramban,Ramban,Kunfer,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/Ramban.pdf,5,Ramban.pdf
Jammu & Kashmir,2016,of Panch Sarpanch of,Ramban,Kunfer,,,sarpanch,Other than Woman,NONE,0,all_seats,,,,,Open,latin,data/jk/2016/Ramban.pdf,6,Ramban.pdf
