state,year,district,district_declared,block_no,block,gp_no,halqa,gp_identity_from_page_text,ward_no,ward_name,tier,tier_local,reservation,caste_reservation,woman_reserved,listing_scope,pop_sc,pop_st,pop_oc,pop_total,reservation_raw,script,source_path,source_page,source_pdf,source_url,source_capture
Jammu & Kashmir,2016,Kathua,,3,Barnoti,1,Amala,,II,Amala -2,gp_ward,ward,Woman,NONE,1,all_seats,58,38,309,405,Women,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,1,Amala,,III,Amala -3,gp_ward,ward,Other than Woman,NONE,0,all_seats,88,35,308,431,Open,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,1,Amala,,IV,Amala -4,gp_ward,ward,Other than Woman,NONE,0,all_seats,48,45,268,361,Open,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,1,Amala,,V,Amala -5,gp_ward,ward,Woman,NONE,1,all_seats,47,50,268,365,Women,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,1,Amala,,VI,Dhaloti -1,gp_ward,ward,Other than Woman,NONE,0,all_seats,45,55,280,380,Open,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,1,Amala,,VII,Dhaloti -2,gp_ward,ward,Other than Woman,NONE,0,all_seats,46,40,238,324,Open,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,1,Amala,,VIII,Dhaloti -3,gp_ward,ward,Woman,NONE,1,all_seats,74,43,271,388,Women,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,2,Barwal -East,,I,Moh. SC,gp_ward,ward,Other than Woman,NONE,0,all_seats,36,0,285,321,Open,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,2,Barwal -East,,II,Moh. Jasrotia,gp_ward,ward,Woman,NONE,1,all_seats,37,0,301,338,Women,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,2,Barwal -East,,III,Moh. Uper Ranjol to Ho Charan Jeet Lal Gupta,gp_ward,ward,Other than Woman,NONE,0,all_seats,40,0,283,323,Open,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,2,Barwal -East,,IV,Moh. Pangotra Ram Nath Tarkhana to Ho Ram Krishan,gp_ward,ward,Other than Woman,NONE,0,all_seats,42,0,289,331,Open,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,2,Barwal -East,,V,Lower Ranjol Ho Saran Sharma to Ho Balwant Singh,gp_ward,ward,Woman,NONE,1,all_seats,33,0,280,313,Women,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,2,Barwal -East,,VI,From Ho Raj Kumar Sharma to Moh. Lower Pagotra etc.,gp_ward,ward,Other than Woman,NONE,0,all_seats,32,0,262,294,Open,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,3,Barwal -West,,I,Moh. Prosiyan/Mou Bala & SC,gp_ward,ward,Other than Woman,NONE,0,all_seats,39,0,481,520,Open,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,3,Barwal -West,,II,Moh. Prosiyan/Tour Bala /Talai Bala H Romesh Singh,gp_ward,ward,Woman,NONE,1,all_seats,33,0,297,330,Women,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,3,Barwal -West,,III,Moh. Chagla Moh. Thanai Bala Moh. Tarian,gp_ward,ward,Other than Woman,NONE,0,all_seats,42,0,300,342,Open,latin,data/jk/2016/Annex A Kathua.pdf,7,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,3,Barwal -West,,IV,Moh. Irakharoya Moh. Vaid Moh. Ambi Bala Moh. Talay Bala & Salaria,gp_ward,ward,Other than Woman,NONE,0,all_seats,43,0,305,348,Open,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,3,Barwal -West,,V,Moh. Abrol to head office Master Sudesh Kumar,gp_ward,ward,Woman,NONE,1,all_seats,28,0,197,225,Women,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,3,Barwal -West,,VI,Moh. Tirath Ram to H/o Principal Girdhari Singh,gp_ward,ward,Other than Woman,NONE,0,all_seats,42,0,305,347,Open,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,4,Boura,,I,Boura -1,gp_ward,ward,Other than Woman,NONE,0,all_seats,22,83,190,295,Open,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,4,Boura,,II,Boura -2,gp_ward,ward,Woman,NONE,1,all_seats,0,85,193,278,Women,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,4,Boura,,III,Boura -3,gp_ward,ward,Other than Woman,NONE,0,all_seats,23,89,189,301,Open,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,4,Boura,,IV,Boura -4,gp_ward,ward,Other than Woman,NONE,0,all_seats,0,75,180,255,Open,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,4,Boura,,V,Boura -5,gp_ward,ward,Woman,NONE,1,all_seats,24,95,200,319,Women,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,4,Boura,,VI,Boura -6,gp_ward,ward,Other than Woman,NONE,0,all_seats,13,70,188,271,Open,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,5,Bourthain North,,1,Salamta Gradi,gp_ward,ward,Other than Woman,NONE,0,all_seats,26,11,193,230,Open,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,5,Bourthain North,,11,Sangonu Payali,gp_ward,ward,Woman,NONE,1,all_seats,27,11,192,230,Women,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,5,Bourthain North,,III,Barah -1,gp_ward,ward,Other than Woman,NONE,0,all_seats,20,12,187,219,Open,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,5,Bourthain North,,IV,Barah-2,gp_ward,ward,Other than Woman,NONE,0,all_seats,45,15,200,260,Open,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,5,Bourthain North,,V,Badayan Nallah Parmol,gp_ward,ward,Woman,NONE,1,all_seats,0,2,190,192,Women,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,5,Bourthain North,,VI,Barah -3,gp_ward,ward,Other than Woman,NONE,0,all_seats,41,13,195,249,Open,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,6,Bourthain South,,I,Malaman,gp_ward,ward,Other than Woman,NONE,0,all_seats,0,20,189,209,Open,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,6,Bourthain South,,II,Salada,gp_ward,ward,Woman,NONE,1,all_seats,14,20,188,222,Women,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,6,Bourthain South,,III,Raitti -1,gp_ward,ward,Other than Woman,NONE,0,all_seats,0,15,188,203,Open,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,6,Bourthain South,,IV,Raitti -2,gp_ward,ward,Other than Woman,NONE,0,all_seats,0,15,179,194,Open,latin,data/jk/2016/Annex A Kathua.pdf,8,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,6,Bourthain South,,V,Dhanni -1,gp_ward,ward,Woman,NONE,1,all_seats,14,0,128,142,Women,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,6,Bourthain South,,VI,Dhanni-2,gp_ward,ward,Other than Woman,NONE,0,all_seats,0,20,128,148,Open,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,7,Budhi -North,,I,Sounthal-1,gp_ward,ward,SC Other than Woman,SC,0,all_seats,188,26,135,349,SC,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,7,Budhi -North,,II,Sounthal-2,gp_ward,ward,SC Woman,SC,1,all_seats,189,0,137,326,SC Women,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,7,Budhi -North,,III,Sounthal-3,gp_ward,ward,SC Other than Woman,SC,0,all_seats,195,24,140,359,SC,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,7,Budhi -North,,IV,Sounthal-4,gp_ward,ward,SC Other than Woman,SC,0,all_seats,198,0,140,338,SC,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,7,Budhi -North,,V,Budhi -North -1,gp_ward,ward,SC Woman,SC,1,all_seats,170,18,110,298,SC Women,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,7,Budhi -North,,VI,Budhi -North -2,gp_ward,ward,SC Other than Woman,SC,0,all_seats,187,10,148,345,SC,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,8,Budhi South,,I,Budhi-1,gp_ward,ward,SC Other than Woman,SC,0,all_seats,167,20,116,303,SC,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,8,Budhi South,,II,Budhi-2,gp_ward,ward,SC Woman,SC,1,all_seats,175,0,125,300,SC Women,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,8,Budhi South,,III,Budhi-3,gp_ward,ward,SC Other than Woman,SC,0,all_seats,150,0,101,251,SC,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,8,Budhi South,,IV,Budhi-4,gp_ward,ward,SC Other than Woman,SC,0,all_seats,175,20,120,315,SC,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,8,Budhi South,,V,Budhi-S,gp_ward,ward,SC Woman,SC,1,all_seats,173,17,118,308,SC Women,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,8,Budhi South,,VI,Budhi-6,gp_ward,ward,SC Other than Woman,SC,0,all_seats,160,41,117,318,SC,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,9,Chhan Arrorian,,I,Chhan Arrorian - 1,gp_ward,ward,Other than Woman,NONE,0,all_seats,100,4,280,384,Open,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,9,Chhan Arrorian,,II,Chhan Arrorian - 2,gp_ward,ward,Woman,NONE,1,all_seats,120,0,288,408,Women,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,9,Chhan Arrorian,,III,Chhan Arrorian - 3,gp_ward,ward,Other than Woman,NONE,0,all_seats,92,6,268,366,Open,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,9,Chhan Arrorian,,IV,Chhan Arrorian - 4,gp_ward,ward,Other than Woman,NONE,0,all_seats,88,0,281,369,Open,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,9,Chhan Arrorian,,V,Chhan Arrorian - 5,gp_ward,ward,Woman,NONE,1,all_seats,93,0,288,381,Women,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,9,Chhan Arrorian,,VI,Chhan Arrorian - 6,gp_ward,ward,Other than Woman,NONE,0,all_seats,101,0,310,411,Open,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,9,Chhan Arrorian,,VII,Chhan Arrorian - 7,gp_ward,ward,Other than Woman,NONE,0,all_seats,60,0,259,319,Open,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,9,Chhan Arrorian,,VIII,Chhan Arrorian - 8,gp_ward,ward,Woman,NONE,1,all_seats,102,0,260,362,Women,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,10,Dhamal,,I,Dhamal-1,gp_ward,ward,Other than Woman,NONE,0,all_seats,40,0,311,351,Open,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,10,Dhamal,,II,Dhamal Magatian • 2,gp_ward,ward,Woman,NONE,1,all_seats,46,5,258,309,Women,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,10,Dhamal,,III,Magatian,gp_ward,ward,Other than Woman,NONE,0,all_seats,49,0,275,324,Open,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,10,Dhamal,,IV,Gurah Surajan,gp_ward,ward,Other than Woman,NONE,0,all_seats,0,0,130,130,Open,latin,data/jk/2016/Annex A Kathua.pdf,9,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,10,Dhamal,,V,Chhan Arrorian,gp_ward,ward,Woman,NONE,1,all_seats,45,0,286,331,Women,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,10,Dhamal,,VI,Tandyari Dhamal,gp_ward,ward,Other than Woman,NONE,0,all_seats,55,0,305,360,Open,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,11,Flote,,I,Flote-1,gp_ward,ward,SC Other than Woman,SC,0,all_seats,303,116,265,684,SC,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,11,Flote,,II,Flote-2,gp_ward,ward,SC Woman,SC,1,all_seats,265,118,263,646,SC Women,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,11,Flote,,III,Flote-3,gp_ward,ward,SC Other than Woman,SC,0,all_seats,259,121,258,638,SC,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,11,Flote,,IV,Flote-4,gp_ward,ward,SC Other than Woman,SC,0,all_seats,270,125,258,653,SC,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,11,Flote,,V,Mai Chack -1,gp_ward,ward,Woman,NONE,1,all_seats,246,115,270,631,Women,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,11,Flote,,VI,Mai Chack -2,gp_ward,ward,Other than Woman,NONE,0,all_seats,255,120,288,663,Open,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,11,Flote,,VII,Chack Sakta -1,gp_ward,ward,SC Other than Woman,SC,0,all_seats,248,105,240,593,SC,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,11,Flote,,VIII,Chack Sakta -2,gp_ward,ward,Other than Woman,NONE,0,all_seats,258,104,282,644,Open,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,12,Forelain Eest,,I,Ghatti -1,gp_ward,ward,Other than Woman,NONE,0,all_seats,145,37,178,360,Open,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,12,Forelain Eest,,II,Bada Nallah -1,gp_ward,ward,Woman,NONE,1,all_seats,130,38,170,338,Women,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,12,Forelain Eest,,IV,Bada Nallah -2,gp_ward,ward,Other than Woman,NONE,0,all_seats,140,45,180,365,Open,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,12,Forelain Eest,,V,Ghatti -3,gp_ward,ward,Woman,NONE,1,all_seats,114,50,175,339,Women,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,12,Forelain Eest,,VI,Ghatti - 4,gp_ward,ward,Other than Woman,NONE,0,all_seats,110,52,180,342,Open,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,13,ForelainWest A,,I,Malaman Bakhta,gp_ward,ward,Other than Woman,NONE,0,all_seats,30,0,130,160,Open,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,13,ForelainWest A,,II,Bakhta Raitti -1,gp_ward,ward,Woman,NONE,1,all_seats,0,47,200,247,Women,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,13,ForelainWest A,,III,Bakhta -2,gp_ward,ward,Other than Woman,NONE,0,all_seats,0,43,178,221,Open,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,13,ForelainWest A,,IV,Bakhta -3,gp_ward,ward,Other than Woman,NONE,0,all_seats,0,40,200,240,Open,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,13,ForelainWest A,,V,Gurah Suraj,gp_ward,ward,Woman,NONE,1,all_seats,0,41,220,261,Women,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,13,ForelainWest A,,VI,Mohani -1,gp_ward,ward,Other than Woman,NONE,0,all_seats,0,48,225,273,Open,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,13,ForelainWest A,,VII,Mohani Chainpura -2,gp_ward,ward,Other than Woman,NONE,0,all_seats,25,48,257,330,Open,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,13,ForelainWest A,,VIII,Chainpura,gp_ward,ward,Woman,NONE,1,all_seats,35,58,280,373,Women,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,14,ForelainWest-B,,I,Faral Smata,gp_ward,ward,Other than Woman,NONE,0,all_seats,18,38,220,276,Open,latin,data/jk/2016/Annex A Kathua.pdf,10,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,14,ForelainWest-B,,II,Sait,gp_ward,ward,Woman,NONE,1,all_seats,18,45,305,368,Women,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,14,ForelainWest-B,,III,Kalayari Barnkati,gp_ward,ward,Other than Woman,NONE,0,all_seats,25,37,218,280,Open,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,14,ForelainWest-B,,IV,Dhorsi,gp_ward,ward,Other than Woman,NONE,0,all_seats,22,32,211,265,Open,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,14,ForelainWest-B,,V,1-Chhatryal,gp_ward,ward,Woman,NONE,1,all_seats,17,38,198,253,Women,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,14,ForelainWest-B,,VI,Malani,gp_ward,ward,Other than Woman,NONE,0,all_seats,0,40,209,249,Open,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,14,ForelainWest-B,,VII,Gurah Panditan - 1,gp_ward,ward,Other than Woman,NONE,0,all_seats,0,38,195,233,Open,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,14,ForelainWest-B,,VIII,Gurah Panditan - 2,gp_ward,ward,Woman,NONE,1,all_seats,0,32,125,157,Women,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,15,Hamirpur,,I,Hamirpur-1,gp_ward,ward,Other than Woman,NONE,0,all_seats,177,0,265,442,Open,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,15,Hamirpur,,II,Hamirpur-2,gp_ward,ward,Woman,NONE,1,all_seats,190,0,263,453,Women,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,15,Hamirpur,,III,Hamirpur-3,gp_ward,ward,SC Other than Woman,SC,0,all_seats,200,35,199,434,SC,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,15,Hamirpur,,IV,Hamirpur-4,gp_ward,ward,Other than Woman,NONE,0,all_seats,210,0,225,435,Open,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,15,Hamirpur,,V,Sanjwan,gp_ward,ward,Woman,NONE,1,all_seats,230,35,290,555,Women,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,15,Hamirpur,,VI,Samdey Chack,gp_ward,ward,Other than Woman,NONE,0,all_seats,215,0,320,535,Open,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,16,Hardoo Muthi,,I,Hardoo Muthi - 1,gp_ward,ward,Other than Woman,NONE,0,all_seats,102,55,355,512,Open,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,16,Hardoo Muthi,,II,Hardoo Muthi - 2,gp_ward,ward,Woman,NONE,1,all_seats,110,58,460,628,Women,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,16,Hardoo Muthi,,III,Hardoo Muthi - 3,gp_ward,ward,Other than Woman,NONE,0,all_seats,88,60,462,610,Open,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,16,Hardoo Muthi,,IV,Hardoo Muthi - 4,gp_ward,ward,Other than Woman,NONE,0,all_seats,99,60,458,617,Open,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,16,Hardoo Muthi,,V,Hardoo Muthi - 5,gp_ward,ward,Woman,NONE,1,all_seats,95,50,340,485,Women,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,16,Hardoo Muthi,,VI,Karnyari,gp_ward,ward,Other than Woman,NONE,0,all_seats,86,58,468,612,Open,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,16,Hardoo Muthi,,VII,Bimbran,gp_ward,ward,Other than Woman,NONE,0,all_seats,107,49,380,536,Open,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,16,Hardoo Muthi,,VIII,Wazir Chack Pallai,gp_ward,ward,Woman,NONE,1,all_seats,85,40,213,338,Women,latin,data/jk/2016/Annex A Kathua.pdf,11,Annex A Kathua.pdf,,
Jammu & Kashmir,2016,Kathua,,3,Barnoti,17,Jakhol,,I,Jakhol -1,gp_ward,ward,Other than Woman,NONE,0,all_seats,25,44,211,280,Open,latin,data/jk/2016/Annex A Kathua.pdf,12,Annex A Kathua.pdf,,
