file,url,wayback_timestamp,sha256,bytes
Reservations_Gazettes_cor_res_tp_haveri_byadagi.pdf,http://karsec.gov.in:80/TZP-2016/Reservations_Gazettes/cor_res_tp_haveri_byadagi.pdf,20160207100027,5c5d5be6f9b9b0a5acd6562c8e4ca06461af42c8c6006eeb4bc86396fb0fbbdb,96928
Reservations_Gazettes_cor_res_zp_chikkamagalur.pdf,http://karsec.gov.in:80/TZP-2016/Reservations_Gazettes/cor_res_zp_chikkamagalur.pdf,20160207100244,392db1daabfaa28f8ed1ff758db8466deb11b94a779d93445b24109eab7b5430,104115
Reservations_Gazettes_cor_res_zp_gadag.pdf,http://karsec.gov.in:80/TZP-2016/Reservations_Gazettes/cor_res_zp_gadag.pdf,20160207100251,86d27716a6ccd74152e2fbf32f86a36d9f69dbd29a2109c01f508cbcba86bde2,101523
Reservations_Gazettes_cor_res_zp_hassan.pdf,http://karsec.gov.in:80/TZP-2016/Reservations_Gazettes/cor_res_zp_hassan.pdf,20160207100256,f186064b2cb1dedfca4e81e8c76f5a5a9bf674c4a98309dc0a98a0fa8ba8b9a3,101274
Reservations_Gazettes_cor_res_zp_koppal.pdf,http://karsec.gov.in:80/TZP-2016/Reservations_Gazettes/cor_res_zp_koppal.pdf,20160207100302,a70691aa70d40e00c0f7288c3757755ba09141b5d4a567e0a5b198aa72584113,93290
Reservations_Gazettes_cor_res_zp_udupi.pdf,http://karsec.gov.in:80/TZP-2016/Reservations_Gazettes/cor_res_zp_udupi.pdf,20160208003612,e5882e7bd174ea76feece1a9e735992c308c12ff40d866ecbcdd1b18c9a099b4,100910
Reservations_Gazettes_cor_res_zp_yadgir.pdf,http://karsec.gov.in:80/TZP-2016/Reservations_Gazettes/cor_res_zp_yadgir.pdf,20160207100309,f9446128808ac8feaf6b35069222af72dbb0470b7138f746348002819f3a308d,101090
Reservations_Gazettes_reservations_DK.pdf,http://karsec.gov.in:80/TZP-2016/Reservations_Gazettes/reservations_DK.pdf,20170709084646,02d83b9cb00a37bfb887ac5014dd0dc76eaf19fb5fa8d74daaee808b5056822b,107423
Reservations_Gazettes_reservations_UK.pdf,http://karsec.gov.in:80/TZP-2016/Reservations_Gazettes/reservations_UK.pdf,20170709075549,4eec6b89d955e20fc82f31d71d476e76643a433b0be16faebdb9e0eaa4e029b4,106589
Reservations_Gazettes_reservations_bagalakote.pdf,http://karsec.gov.in:80/TZP-2016/Reservations_Gazettes/reservations_bagalakote.pdf,20170709081027,5e2ad6ceba91dbd9b35f1472f22db5cab2fe08ac4d7d8d764b56a279392bf5e2,106497
