district_id,district_name,mandal_id,mandal_name,gpcode,gp_name,contestant,votes_received,reserved_for,total_valid_votes,rejected_votes,tendered_votes,NOTA
29,Nalgonda,24,Tirumalagiri_Sagar,1,Tettekunta,KAMBHAM VENKAT REDDY,0,UR(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,1,Tettekunta,GOGU BALAIAH,0,UR(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,6,Sunkishalathanda,KELAVATH JYOTHI,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,23,Srirampuram,POTHUGANTI KASHAMMA,0,SC(G),418,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,23,Srirampuram,BELLI SANTHU,0,SC(G),418,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,23,Srirampuram,ESRAM PUSHPALATHA,0,SC(G),418,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,23,Srirampuram,ESRAM NAGESH,218,SC(G),418,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,23,Srirampuram,YADAVELLI SALAMMA,0,SC(G),418,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,23,Srirampuram,ESRAM LINGA SWAMY,200,SC(G),418,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,23,Srirampuram,ESRAM MANIKYAM,0,SC(G),418,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,32,Silgapuram ,KAMMAMPATI THIRUPATHAMMA,279,SC(W),598,7,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,32,Silgapuram ,KAMMAMPATI YELLAMMA,0,SC(W),598,7,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,32,Silgapuram ,THUDUM RAMANA,319,SC(W),598,7,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,12,Seethal Thanda,ISLAVATH KAPURA,0,ST(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,12,Seethal Thanda,ISLAVATH CHANDULAL,0,ST(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,17,Sapavath Thanda,SAPAVATH HARI,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,17,Sapavath Thanda,SAPAVAT ANASURYA,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,22,Rangundla,KUMARI RAMAVATH,0,UR(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,22,Rangundla,ANGOT AMLI,0,UR(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,22,Rangundla,Angotu BUJJI,0,UR(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,22,Rangundla,ANGOTU LILAVATHI,0,UR(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,22,Rangundla,AMGOTH VIMALA,0,UR(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,22,Rangundla,AMGOTH LELAVATHI,0,UR(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,31,Rajavaram ,BADDEPAKA PRAVALIKA,0,SC(W),1438,34,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,31,Rajavaram ,POLEPALLI SAIDAMMA,838,SC(W),1438,34,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,31,Rajavaram ,POLEPALLI ASHWINI,0,SC(W),1438,34,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,31,Rajavaram ,GADDAMEDI MAHESHWARI,0,SC(W),1438,34,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,31,Rajavaram ,POLEPALLI ANJAMMA,600,SC(W),1438,34,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,31,Rajavaram ,POLEPALLI SHIRISHA,0,SC(W),1438,34,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,8,Pilligundla Thanda,JATAVATH LAKSHMI,0,ST(W),725,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,8,Pilligundla Thanda,JATAVATH KESI,277,ST(W),725,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,8,Pilligundla Thanda,JATAVATH BAJU,448,ST(W),725,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,5,Peddabavithanda,JATAVATH KASNA,340,ST(G),776,10,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,5,Peddabavithanda,JATAVATH JAYARAM,436,ST(G),776,10,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,5,Peddabavithanda,LAVURI SRAVANTHI,0,ST(G),776,10,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,5,Peddabavithanda,JATAVATH LAXMI,0,ST(G),776,10,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,5,Peddabavithanda,JATAVATH NAGULU,0,ST(G),776,10,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,5,Peddabavithanda,JATAVATH PARAVATHI,0,ST(G),776,10,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,5,Peddabavithanda,JATAVATH RAVI KUMAR,0,ST(G),776,10,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,5,Peddabavithanda,JATAVATH BABRI,0,ST(G),776,10,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,34,Nethapuram,JANAPAATI SRUJANA,12,UR(W),1153,19,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,34,Nethapuram,BAASIREDDY SAIDAMMA,0,UR(W),1153,19,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,34,Nethapuram,BAASIREDDY BHRGAVI,476,UR(W),1153,19,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,34,Nethapuram,katthi danamma,0,UR(W),1153,19,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,34,Nethapuram,BAASIREDDY KUMARI,649,UR(W),1153,19,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,34,Nethapuram,PASUPULETI PADMA,0,UR(W),1153,19,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,34,Nethapuram,ALUGULA ANNAPURNA,0,UR(W),1153,19,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,34,Nethapuram,KATTHI MHADAVI,16,UR(W),1153,19,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,27,Nellikal,BURRI SRINIVAS,0,UR(G),1312,18,0,8
29,Nalgonda,24,Tirumalagiri_Sagar,27,Nellikal,PAMMI JANARDANREDDY,745,UR(G),1312,18,0,8
29,Nalgonda,24,Tirumalagiri_Sagar,27,Nellikal,TIGURI ATCHIAREDDY,0,UR(G),1312,18,0,8
29,Nalgonda,24,Tirumalagiri_Sagar,27,Nellikal,VATTALA MURALI,567,UR(G),1312,18,0,8
29,Nalgonda,24,Tirumalagiri_Sagar,27,Nellikal,MUNAVATH GOPLA,0,UR(G),1312,18,0,8
29,Nalgonda,24,Tirumalagiri_Sagar,27,Nellikal,PAMMI CHITTEMMA,0,UR(G),1312,18,0,8
29,Nalgonda,24,Tirumalagiri_Sagar,27,Nellikal,DODDI JAGADEESHWAR,0,UR(G),1312,18,0,8
29,Nalgonda,24,Tirumalagiri_Sagar,27,Nellikal,VATTALA SRINU,0,UR(G),1312,18,0,8
29,Nalgonda,24,Tirumalagiri_Sagar,27,Nellikal,VATHALA SRINU,0,UR(G),1312,18,0,8
29,Nalgonda,24,Tirumalagiri_Sagar,27,Nellikal,MEKAPOTULA MOHAN RAO,0,UR(G),1312,18,0,8
29,Nalgonda,24,Tirumalagiri_Sagar,27,Nellikal,PAMMI LINGAREDDY,0,UR(G),1312,18,0,8
29,Nalgonda,24,Tirumalagiri_Sagar,27,Nellikal,KOTLA NARSIMHAREDDY,0,UR(G),1312,18,0,8
29,Nalgonda,24,Tirumalagiri_Sagar,14,Nayakuni Thanda,MEravat Bitchalu,0,ST(G),964,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,14,Nayakuni Thanda,KORRA NAGU,0,ST(G),964,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,14,Nayakuni Thanda,MERAVATH SRINU,0,ST(G),964,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,14,Nayakuni Thanda,MERAVATH BICHYA,0,ST(G),964,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,14,Nayakuni Thanda,MERAVAT KONDA,964,ST(G),964,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,14,Nayakuni Thanda,MERAVATH MUNI,0,ST(G),964,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,14,Nayakuni Thanda,MERAVATH SAKRU,0,ST(G),964,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,14,Nayakuni Thanda,Meravat POOLA,0,ST(G),964,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,14,Nayakuni Thanda,MERAVATH NAGA,0,ST(G),964,11,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,15,Nagarjunapeta,RAMAVATH MALLISHWARI,2,UR(W),796,16,0,6
29,Nalgonda,24,Tirumalagiri_Sagar,15,Nagarjunapeta,RAMAVATH ALIVELU,0,UR(W),796,16,0,6
29,Nalgonda,24,Tirumalagiri_Sagar,15,Nagarjunapeta,MUDAVATH KAMILI,382,UR(W),796,16,0,6
29,Nalgonda,24,Tirumalagiri_Sagar,15,Nagarjunapeta,ANGOTU PARENGANI,0,UR(W),796,16,0,6
29,Nalgonda,24,Tirumalagiri_Sagar,15,Nagarjunapeta,ANGOTU DWALI,0,UR(W),796,16,0,6
29,Nalgonda,24,Tirumalagiri_Sagar,15,Nagarjunapeta,RAMAVATH JYOTHY,0,UR(W),796,16,0,6
29,Nalgonda,24,Tirumalagiri_Sagar,15,Nagarjunapeta,RAMAVATH KANIKI,412,UR(W),796,16,0,6
29,Nalgonda,24,Tirumalagiri_Sagar,28,Megyathanda,ANGOTU LAKSHMI,0,UR(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,28,Megyathanda,NENAVATH ARUNA,0,UR(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,28,Megyathanda,KETHAVAT PARVATHI,0,UR(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,KASHIMALLA SHAILESH,110,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,PEYYALA ANNAPOORNA,73,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,LINGALA SAIDULU,0,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,JANAGALA BIXAM,0,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,POTARAJU LAKSHMAMMA,0,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,JANAGALA KRANTHI KUMAR,0,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,JANGALA ANIL,30,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,KAMSANI SRINIVASAREDDY,666,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,GALI SRINIVASA REDDY,0,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,YADAVELLI DELEEPREDDY,0,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,PALLE NARESH,50,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,GAALU NARENDARREDDY,0,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,JANGALA NAGARJUNA,10,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,GALI CHANDRAKALA,100,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,GALI PRHABAKARREDDY,0,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,KUDALI CHANDRAKALA,50,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,CHAMALA NAGIREDDY,0,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,30,Kompalli ,KASIMALLA RAJESH,100,UR(G),1189,23,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,3,Keechyathanda,SAPAVAT SHALINI,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,3,Keechyathanda,VANKUDOTHU PREMALATHA,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,3,Keechyathanda,SAPAVATH KAMATLA,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,3,Keechyathanda,VANKUDOTU SANDHYA,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,3,Keechyathanda,SAPAVATH POLI KOTAMMA,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,3,Keechyathanda,SAPAVAT KAMMA,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,3,Keechyathanda,Ramavat SomiLe,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,2,Juvvichettuthanda,BANAVAT ARUNA,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,2,Juvvichettuthanda,SAPAVATH JEEJU,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,2,Juvvichettuthanda,SAPAVATH JYOTHI,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,2,Juvvichettuthanda,SAPAVATH SUJATHA,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,2,Juvvichettuthanda,SAPAVATH UMA,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,2,Juvvichettuthanda,SAPAVAT MANGAMMA,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,2,Juvvichettuthanda,SAPAVAT SONA,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,2,Juvvichettuthanda,SAPAVATU HASLI,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,2,Juvvichettuthanda,SAPAVATH SARITHA,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,2,Juvvichettuthanda,SAPAVATH VIMALA,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,2,Juvvichettuthanda,SAPAVAT MIRI,0,ST(W),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,19,Jal Thanda,JATAVATH MUNI NAIK,22,ST(G),760,7,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,19,Jal Thanda,JATAVATH NAGESHWARAO,0,ST(G),760,7,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,19,Jal Thanda,JATAVATH CHINAPAPA,0,ST(G),760,7,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,19,Jal Thanda,JATAVATH RAMCHANDARNAIK,0,ST(G),760,7,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,19,Jal Thanda,JATAVATH VENKATESH,0,ST(G),760,7,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,19,Jal Thanda,JATAVATH CHANDU,0,ST(G),760,7,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,19,Jal Thanda,JATAVATH SWAMY,465,ST(G),760,7,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,19,Jal Thanda,JATAVATH KISHAN,273,ST(G),760,7,0,2
29,Nalgonda,24,Tirumalagiri_Sagar,18,Godumadaka,BUDIDA RAVI,0,BC(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,18,Godumadaka,VEERABOINA VENKATESHWARLU,0,BC(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,18,Godumadaka,SOANAGANTI SAI KUMAR,0,BC(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,18,Godumadaka,KADARI VENKATAIAH,0,BC(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,18,Godumadaka,PAGADALA PEDDIRAJU,0,BC(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,18,Godumadaka,VEERABOINA MALLIKHARJUNA RAJU,0,BC(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,11,Gattumeedi Thanda,RAMAVATH MUNI,0,ST(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,11,Gattumeedi Thanda,RAMAVATH MUNI,0,ST(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,11,Gattumeedi Thanda,RAMAVAT RAVI,0,ST(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,11,Gattumeedi Thanda,RAMAVAT SHANKAR NAIK,0,ST(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,11,Gattumeedi Thanda,ANGOTHU MATRIYA NAIK,0,ST(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,11,Gattumeedi Thanda,RAMAVAT KUMARI,0,ST(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,11,Gattumeedi Thanda,SAPAVAT BADRU NAIK,0,ST(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,11,Gattumeedi Thanda,SAPAVAT RAMULU,0,ST(G),0,0,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,21,Garikanutthanda,BANAVATH KAIKA,323,ST(W),632,15,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,21,Garikanutthanda,SAPAVAT RAMYA,309,ST(W),632,15,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,13,Dhanusing Thanda,MEGAVAT POLI,0,ST(W),285,3,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,13,Dhanusing Thanda,MEGAVATH SUNITHA,0,ST(W),285,3,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,13,Dhanusing Thanda,DANAVATH CHAMPLI,156,ST(W),285,3,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,13,Dhanusing Thanda,NUNAVATH MANGA,0,ST(W),285,3,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,13,Dhanusing Thanda,DANAVATH PARIGEN,1,ST(W),285,3,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,13,Dhanusing Thanda,MEGHAVATH VIJAYA,128,ST(W),285,3,0,0
29,Nalgonda,24,Tirumalagiri_Sagar,26,Chinthalapalem,VASTAPURI TIRPTAMMA,0,BC(W),792,10,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,26,Chinthalapalem,NALLABOTHULA RAJESHWARI,342,BC(W),792,10,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,26,Chinthalapalem,VASTHAPURI MANGAMMA,450,BC(W),792,10,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,26,Chinthalapalem,GUNDALA MADHAVI,0,BC(W),792,10,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,26,Chinthalapalem,PALLEBOINA RAMANAMMA,0,BC(W),792,10,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,29,Boyagudem ,NEMALI JAYAMMA,524,UR(W),1124,16,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,29,Boyagudem ,NEMALI RAMCHANDRAMMA,0,UR(W),1124,16,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,29,Boyagudem ,NEMALI SUNITA,600,UR(W),1124,16,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,29,Boyagudem ,NEMALI SUGUNAMMA,0,UR(W),1124,16,0,4
29,Nalgonda,24,Tirumalagiri_Sagar,16,Battuvenkanna Bavi Thanda,JATAVATH DEVUDU NAIK,0,ST(G),549,9,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,16,Battuvenkanna Bavi Thanda,JATAVTU DEVUDU,286,ST(G),549,9,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,16,Battuvenkanna Bavi Thanda,JATAVTU SOORA,263,ST(G),549,9,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,16,Battuvenkanna Bavi Thanda,JATARAT VIKYAN,0,ST(G),549,9,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,16,Battuvenkanna Bavi Thanda,JATAVATH PARAMESH NAIK,0,ST(G),549,9,0,1
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,NALLABOTU SHANKER,377,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,PALREDDY SRINIOVAS REDDY,5,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,Maddamdugu Narasma,0,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,KANCHARLA VENKANNA,0,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,PALREDDY VENKAT REDDY,5,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,VENNA PAPIREDDY,0,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,CHINTALA LINGAIAH,0,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,LINGAMPALLI SHEKAR,0,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,MUNAGALA JANAKI RAMULU,0,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,KUNTIGORLA SHANKAR,6,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,NALLABOTHU GANGAIAH,0,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,PAGIDIMARRI  NAGESH,3,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,NAMPALLI SAIDULU,301,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,VAJJA BALA RAM,0,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,PAL REDDY RAGHU RAM REDDY,0,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,MITTAPALLI HARINATH,12,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,NALLABOTHU JAYAMMA,3,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,NALLABOTHU SHAKAR,0,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,PENKISU PAPI REDDY,569,UR(G),1357,42,0,3
29,Nalgonda,24,Tirumalagiri_Sagar,20,Alwala,Hammadunnasabek Shek,76,UR(G),1357,42,0,3
29,Nalgonda,20,Vemulapalle,12,Thimmareddigudem,DESHI REDDY LAKSHMI,0,UR(W),0,0,0,0
29,Nalgonda,20,Vemulapalle,11,Shettipalem,PADMA MAJIGAPU,1569,UR(W),2937,67,0,7
29,Nalgonda,20,Vemulapalle,11,Shettipalem,PALLA MOUNIKA,9,UR(W),2937,67,0,7
29,Nalgonda,20,Vemulapalle,11,Shettipalem,MANGAMMA ERRUGU,904,UR(W),2937,67,0,7
29,Nalgonda,20,Vemulapalle,11,Shettipalem,BUSHIREDDY LALITA,455,UR(W),2937,67,0,7
29,Nalgonda,20,Vemulapalle,5,Salkunur,NARSHINGU SAIDULU,95,SC(G),1375,29,0,0
29,Nalgonda,20,Vemulapalle,5,Salkunur,ANKEPAKA RAJU,786,SC(G),1375,29,0,0
29,Nalgonda,20,Vemulapalle,5,Salkunur,BACHALAKURI SHOBANBABU,494,SC(G),1375,29,0,0
29,Nalgonda,20,Vemulapalle,10,Ravulapenta,DONTIREDDY VENKATAREDDI,1241,UR(G),2437,34,0,6
29,Nalgonda,20,Vemulapalle,10,Ravulapenta,NANDHYALA SRIRAM REDDY,1196,UR(G),2437,34,0,6
29,Nalgonda,20,Vemulapalle,9,Molkapatnam,PHADURU SHASHEDHAR REDDY,567,UR(G),1392,23,0,8
29,Nalgonda,20,Vemulapalle,9,Molkapatnam,NAMIREDDY KARUNAKAR REDDY,825,UR(G),1392,23,0,8
29,Nalgonda,20,Vemulapalle,2,Mangapuram,CHAKKANI SATHYAM,286,BC(G),645,9,0,1
29,Nalgonda,20,Vemulapalle,2,Mangapuram,SAIDULU SAYINI,359,BC(G),645,9,0,1
29,Nalgonda,20,Vemulapalle,1,Laxmi Devigudem,PERAPAKA MANGAMMA,6,SC(W),986,7,1,0
29,Nalgonda,20,Vemulapalle,1,Laxmi Devigudem,PERAPAKA MOUNIKA,470,SC(W),986,7,1,0
29,Nalgonda,20,Vemulapalle,1,Laxmi Devigudem,CHERKUPALLI KRUSHNAVENI,510,SC(W),986,7,1,0
29,Nalgonda,20,Vemulapalle,8,Kamepally,NIDUGONDA RAMACHANDRAIAH,247,SC(G),617,9,0,0
29,Nalgonda,20,Vemulapalle,8,Kamepally,REVELLA RAMACHANDRAIAH,370,SC(G),617,9,0,0
29,Nalgonda,20,Vemulapalle,3,Buggabavi Gudem,BURRI KAVITHA,303,UR(W),910,5,0,1
29,Nalgonda,20,Vemulapalle,3,Buggabavi Gudem,KETHENAPALLI PADMAVATHI,225,UR(W),910,5,0,1
29,Nalgonda,20,Vemulapalle,3,Buggabavi Gudem,ANIREDDY NAGALAXMI,382,UR(W),910,5,0,1
29,Nalgonda,20,Vemulapalle,7,Annapureddigudem,CHALLA SREDEVI,304,BC(W),692,3,0,0
29,Nalgonda,20,Vemulapalle,7,Annapureddigudem,BATHULA DHANAMMA,388,BC(W),692,3,0,0
29,Nalgonda,20,Vemulapalle,4,Amanagal,VALLAMPATLA PARVATAMMA,809,SC(W),2019,52,0,3
29,Nalgonda,20,Vemulapalle,4,Amanagal,MATHANGI PADMA,40,SC(W),2019,52,0,3
29,Nalgonda,20,Vemulapalle,4,Amanagal,VALLAMPATLA JHANSI,1170,SC(W),2019,52,0,3
29,Nalgonda,7,Thipparthi,26,Sarvaram,PULLA BATLA PRAVEEN KUMAR,760,UR(G),1438,14,0,0
29,Nalgonda,7,Thipparthi,26,Sarvaram,THAGULA SEENAIAH,678,UR(G),1438,14,0,0
29,Nalgonda,4,Saligouraram,22,Vangamarthy,BELLI LAXMAMMA,1018,UR(W),1700,17,0,8
29,Nalgonda,4,Saligouraram,22,Vangamarthy,KANDHULA ANITHA,682,UR(W),1700,17,0,8
29,Nalgonda,25,Peddavura,21,Velmagudem,KOMMAGANI NAGARJU,467,BC(G),1009,41,0,0
29,Nalgonda,25,Peddavura,21,Velmagudem,RAVULA SRINU,530,BC(G),1009,41,0,0
29,Nalgonda,25,Peddavura,21,Velmagudem,JALA VENKATAIAH,10,BC(G),1009,41,0,0
29,Nalgonda,25,Peddavura,21,Velmagudem,CHITTIMALLA SARESH,2,BC(G),1009,41,0,0
29,Nalgonda,25,Peddavura,20,Utlapally,TODIME ARUNA,753,UR(W),1137,28,0,3
29,Nalgonda,25,Peddavura,20,Utlapally,TODIME SUNITHA,384,UR(W),1137,28,0,3
29,Nalgonda,25,Peddavura,19,Thungathurthy,MENDE VISHNU PRIYA,563,UR(W),1040,2,0,1
29,Nalgonda,25,Peddavura,19,Thungathurthy,Guntaka Nagalakshmi,477,UR(W),1040,2,0,1
29,Nalgonda,25,Peddavura,23,Theppalamadugu,THARI SRINU,342,SC(G),545,9,0,0
