state,year,district,block,gram_panchayat,ward_no,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,winner_basis,unopposed,reservation_raw,script,source_path,source_page
Telangana,2019,Bhadradri,Allapalli,Adaviramaram,1,gp_ward,ward member,ST Woman,ST,1,KOUSALYA PAYAM,published,1,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Adaviramaram,2,gp_ward,ward member,ST Woman,ST,1,PAYAM KANTHA,published,1,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Adaviramaram,3,gp_ward,ward member,ST Other than Woman,ST,0,PAYAM BORRAIAH,published,1,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Adaviramaram,4,gp_ward,ward member,ST Other than Woman,ST,0,PAYAM PRASHANTH,published,1,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Allapalli,1,gp_ward,ward member,BC Woman,BC,1,NAREDLA SARITHA,published,0,BC(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Allapalli,2,gp_ward,ward member,Other than Woman,NONE,0,MOHAMMAD KHAYOOM,published,0,UR(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Allapalli,3,gp_ward,ward member,BC Other than Woman,BC,0,BURRA VINODA,published,0,BC(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Allapalli,4,gp_ward,ward member,Woman,NONE,1,RESU SYAMBA,published,0,UR(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Allapalli,5,gp_ward,ward member,Woman,NONE,1,RESU SURENDAR,published,0,UR(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Allapalli,6,gp_ward,ward member,ST Other than Woman,ST,0,KARAKAPALLI SATISH,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Allapalli,7,gp_ward,ward member,ST Woman,ST,1,VASAM SUSHEELA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Allapalli,8,gp_ward,ward member,ST Other than Woman,ST,0,GOGGELA SAMBAIAH,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Allapalli,9,gp_ward,ward member,ST Woman,ST,1,KORASA ROJA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Allapalli,10,gp_ward,ward member,ST Other than Woman,ST,0,GOGGELA PAPARAO,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ananthogu,1,gp_ward,ward member,ST Other than Woman,ST,0,VASAM RAMESH,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ananthogu,2,gp_ward,ward member,ST Woman,ST,1,ESAM LALITHA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ananthogu,3,gp_ward,ward member,ST Other than Woman,ST,0,GALIGA BUCCHI RAMAIAH,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ananthogu,4,gp_ward,ward member,ST Woman,ST,1,VOOKE SWAROOPA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ananthogu,5,gp_ward,ward member,ST Other than Woman,ST,0,PUNEM ANIL,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ananthogu,6,gp_ward,ward member,ST Woman,ST,1,KUNJA YUVARANI,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ananthogu,7,gp_ward,ward member,ST Other than Woman,ST,0,PAYAM SURESH,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ananthogu,8,gp_ward,ward member,ST Woman,ST,1,PENAKA SHARANYA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Bodaikunta,1,gp_ward,ward member,ST Woman,ST,1,YEDULLA ANASURYA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Bodaikunta,2,gp_ward,ward member,ST Woman,ST,1,YEDULLA LAXMIKANTHA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Bodaikunta,3,gp_ward,ward member,ST Other than Woman,ST,0,KOMARAM NAGESWAR RAO,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Bodaikunta,4,gp_ward,ward member,ST Other than Woman,ST,0,GUMMADI NARASIMHARAO,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Bodaikunta,5,gp_ward,ward member,ST Woman,ST,1,KOMARAM VENKATA LAXMI,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Bodaikunta,6,gp_ward,ward member,ST Other than Woman,ST,0,YEDULLA MAHESH,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Dongathogu,1,gp_ward,ward member,ST Woman,ST,1,PUNEM LAKSHMI,published,1,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Dongathogu,2,gp_ward,ward member,ST Other than Woman,ST,0,BACCHALA PAPARAO,published,1,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Dongathogu,3,gp_ward,ward member,ST Other than Woman,ST,0,PUNEM MALLESH,published,1,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Dongathogu,4,gp_ward,ward member,ST Woman,ST,1,ESAM PADMA,published,1,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Markodu,1,gp_ward,ward member,ST Woman,ST,1,KOMARAM BHAGYASRI,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Markodu,2,gp_ward,ward member,ST Other than Woman,ST,0,KOMARAM KANAKAIAH,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Markodu,3,gp_ward,ward member,BC Other than Woman,BC,0,VAGALABOINA SATEESH KUMAR,published,0,BC(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Markodu,4,gp_ward,ward member,BC Woman,BC,1,KURRA KAMALA,published,0,BC(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Markodu,5,gp_ward,ward member,SC Woman,SC,1,KESARI RAMADEVI,published,0,SC(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Markodu,6,gp_ward,ward member,ST Woman,ST,1,PALVANCHA ANNAPOORNA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Markodu,7,gp_ward,ward member,ST Woman,ST,1,PUNEM PUSHPALTHA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Markodu,8,gp_ward,ward member,ST Woman,ST,1,KOMARAM RAMBAYAMMA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Markodu,9,gp_ward,ward member,ST Other than Woman,ST,0,KOMARAM MUSALAIAH,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Markodu,10,gp_ward,ward member,ST Other than Woman,ST,0,PADIGA RAMARAO,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Nadimigudem,1,gp_ward,ward member,ST Other than Woman,ST,0,MADDELA SUSHEELA,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Nadimigudem,2,gp_ward,ward member,ST Other than Woman,ST,0,PAYAM NARASIMHA RAO,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Nadimigudem,3,gp_ward,ward member,ST Woman,ST,1,PAYAM RAMANA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Nadimigudem,4,gp_ward,ward member,ST Other than Woman,ST,0,KOMARAM SHANKAR,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Nadimigudem,5,gp_ward,ward member,ST Woman,ST,1,GOGGELA JAYA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Nadimigudem,6,gp_ward,ward member,ST Other than Woman,ST,0,VENKATESWARLU BOMMALA,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Nadimigudem,7,gp_ward,ward member,ST Woman,ST,1,BOMMALA SUGUNA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Nadimigudem,8,gp_ward,ward member,ST Woman,ST,1,CHEEMALA LAXMI KANTHA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Pathuru,1,gp_ward,ward member,ST Other than Woman,ST,0,GOGGELA RAMESH,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Pathuru,2,gp_ward,ward member,ST Woman,ST,1,KALTHI RADHA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Pathuru,3,gp_ward,ward member,ST Other than Woman,ST,0,GOGGELA VASANTHA RAO,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Pathuru,4,gp_ward,ward member,ST Woman,ST,1,GOGGELA SAROJA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Pathuru,5,gp_ward,ward member,ST Woman,ST,1,ESAM SUMALATHA,published,1,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Pathuru,6,gp_ward,ward member,ST Woman,ST,1,PATTHURU,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Pathuru,7,gp_ward,ward member,ST Woman,ST,1,MOKALLA KALAVATHI,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Pathuru,8,gp_ward,ward member,ST Other than Woman,ST,0,ESAM SATYAM,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Peddavnekatapuram,1,gp_ward,ward member,ST Other than Woman,ST,0,KALTHI RAMARAO,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Peddavnekatapuram,2,gp_ward,ward member,ST Woman,ST,1,KOMARAM VIJAYA KUMARI,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Peddavnekatapuram,3,gp_ward,ward member,ST Other than Woman,ST,0,KOMARAM ASHOK,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Peddavnekatapuram,4,gp_ward,ward member,ST Other than Woman,ST,0,VAJJA SATYAM,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Peddavnekatapuram,5,gp_ward,ward member,ST Woman,ST,1,VAJJA SUJATHA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Peddavnekatapuram,6,gp_ward,ward member,SC Woman,SC,1,KALTHI AMARAVATHI,published,0,SC(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Peddavnekatapuram,7,gp_ward,ward member,ST Woman,ST,1,KOMARAM RAMALAXMI,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Peddavnekatapuram,8,gp_ward,ward member,ST Other than Woman,ST,0,Payam Lakshamaiah,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Raghavapuram,1,gp_ward,ward member,ST Woman,ST,1,GOGGELA RUKHMINI,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Raghavapuram,2,gp_ward,ward member,ST Other than Woman,ST,0,PAYAM RAMASWAMY,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Raghavapuram,3,gp_ward,ward member,ST Other than Woman,ST,0,PAYAM RAMBABU,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Raghavapuram,4,gp_ward,ward member,ST Other than Woman,ST,0,GOGGELA SURESH,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Raghavapuram,5,gp_ward,ward member,ST Woman,ST,1,GOGGELA SUSHEELA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Raghavapuram,6,gp_ward,ward member,ST Woman,ST,1,PENDEKATLA LAXMI,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Raghavapuram,7,gp_ward,ward member,ST Woman,ST,1,BOMMALA LAXMI,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Raghavapuram,8,gp_ward,ward member,ST Woman,ST,1,KORAM RATNAM,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ramanujagudem,1,gp_ward,ward member,ST Woman,ST,1,GOGGELA LALITHA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ramanujagudem,2,gp_ward,ward member,SC Other than Woman,SC,0,VAANAPAKULA PRASHANTH,published,0,SC(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ramanujagudem,3,gp_ward,ward member,ST Woman,ST,1,PUNEM BHADRAMMA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ramanujagudem,4,gp_ward,ward member,ST Other than Woman,ST,0,GOGGELA NAGENDRABABU,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ramanujagudem,5,gp_ward,ward member,ST Woman,ST,1,THATI RAMBAI,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ramanujagudem,6,gp_ward,ward member,ST Other than Woman,ST,0,ESAM RAMAKRISHNA,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ramanujagudem,7,gp_ward,ward member,ST Other than Woman,ST,0,ESAM CHINNA BOMMAIAH,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Ramanujagudem,8,gp_ward,ward member,ST Woman,ST,1,GOGGELA CHUKKAMMA,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Rayapadu,1,gp_ward,ward member,ST Other than Woman,ST,0,VAGABOINA SAMMAIAH,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Rayapadu,2,gp_ward,ward member,ST Woman,ST,1,Vagaboina Savitri,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Rayapadu,3,gp_ward,ward member,ST Other than Woman,ST,0,PENDEKATLA KANTHARAO,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Rayapadu,4,gp_ward,ward member,ST Woman,ST,1,Uke Padma,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Rayapadu,5,gp_ward,ward member,ST Other than Woman,ST,0,GUMMADI JANIKIRAMU,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Rayapadu,6,gp_ward,ward member,ST Woman,ST,1,Pusam Venkatamma,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Rayapadu,7,gp_ward,ward member,ST Woman,ST,1,Pusam Kamala,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Allapalli,Rayapadu,8,gp_ward,ward member,ST Other than Woman,ST,0,Pusam Kiran,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Annapureddipalli,1,gp_ward,ward member,BC Woman,BC,1,Mallela Kumari,published,0,BC(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Annapureddipalli,2,gp_ward,ward member,BC Woman,BC,1,Nagalla Dhanalakshmi,published,0,BC(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Annapureddipalli,3,gp_ward,ward member,BC Woman,BC,1,Midde Chennamma,published,0,BC(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Annapureddipalli,4,gp_ward,ward member,Other than Woman,NONE,0,Pothuraju Adhinarayana,published,0,UR(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Annapureddipalli,5,gp_ward,ward member,BC Other than Woman,BC,0,Parsa Venkateswararao,published,0,BC(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Annapureddipalli,6,gp_ward,ward member,ST Woman,ST,1,Banavath Deepa,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Annapureddipalli,7,gp_ward,ward member,Other than Woman,NONE,0,Challa Srinu,published,0,UR(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Annapureddipalli,8,gp_ward,ward member,ST Woman,ST,1,Padya Josthna,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Annapureddipalli,9,gp_ward,ward member,ST Other than Woman,ST,0,Daravath Srinivasarao,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Annapureddipalli,10,gp_ward,ward member,ST Other than Woman,ST,0,daravath Rajesh,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Annapureddipalli,11,gp_ward,ward member,ST Other than Woman,ST,0,Kursam Shiva,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Annapureddipalli,12,gp_ward,ward member,ST Woman,ST,1,Lakavath Pedda Laxmi,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Bheemunigudem,1,gp_ward,ward member,ST Woman,ST,1,Madakam Ramadevi,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Bheemunigudem,2,gp_ward,ward member,ST Woman,ST,1,Varsa Radha,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Bheemunigudem,3,gp_ward,ward member,Woman,NONE,1,Kunja Sujatha,published,0,UR(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Bheemunigudem,4,gp_ward,ward member,Other than Woman,NONE,0,Pantham Ramaiah,published,0,UR(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Bheemunigudem,5,gp_ward,ward member,ST Woman,ST,1,Sadiyam Kumari,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Bheemunigudem,6,gp_ward,ward member,ST Woman,ST,1,Gundi Venkatamma,published,1,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Bheemunigudem,7,gp_ward,ward member,ST Other than Woman,ST,0,Sadiaym Raghavulu,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Bheemunigudem,8,gp_ward,ward member,ST Other than Woman,ST,0,Sadiyam Veeraswamy,published,1,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Gumpena,1,gp_ward,ward member,Other than Woman,NONE,0,Mamillapalli Chinna LAxmanrao,published,1,UR(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Gumpena,2,gp_ward,ward member,Other than Woman,NONE,0,Kasarapu Murali Mohan,published,0,UR(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Gumpena,3,gp_ward,ward member,ST Woman,ST,1,Banoth kousalya,published,1,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Gumpena,4,gp_ward,ward member,ST Woman,ST,1,Korri Sunitha,published,1,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Gumpena,5,gp_ward,ward member,ST Other than Woman,ST,0,Daraboina Rajulu,published,1,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Gumpena,6,gp_ward,ward member,ST Woman,ST,1,Bhukya Rajeswari,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Gumpena,7,gp_ward,ward member,Woman,NONE,1,Shaik Maimunnisha,published,0,UR(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Gumpena,8,gp_ward,ward member,Other than Woman,NONE,0,Kirankumar Bollampalli,published,0,UR(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Gumpena,9,gp_ward,ward member,Woman,NONE,1,Vemula Srivalli,published,0,UR(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Gumpena,10,gp_ward,ward member,ST Other than Woman,ST,0,Daraboina Naresh,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Marrigudem,1,gp_ward,ward member,BC Other than Woman,BC,0,Veeraboina Venugopalarao,published,0,BC(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Marrigudem,2,gp_ward,ward member,BC Other than Woman,BC,0,Nallagorla Lalaprasad,published,0,BC(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Marrigudem,3,gp_ward,ward member,Woman,NONE,1,Inupanuri Chinnaramadevi,published,0,UR(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Marrigudem,4,gp_ward,ward member,ST Woman,ST,1,Thati Nagamani,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Marrigudem,5,gp_ward,ward member,ST Other than Woman,ST,0,Mechhu Suresh,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Marrigudem,6,gp_ward,ward member,ST Woman,ST,1,Thati Ramadevi,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Marrigudem,7,gp_ward,ward member,ST Woman,ST,1,Vade Devakumari,published,0,ST(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Marrigudem,8,gp_ward,ward member,ST Other than Woman,ST,0,Thati Veerabhadram,published,0,ST(G),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
Telangana,2019,Bhadradri,Annapureddipalle,Marrigudem,9,gp_ward,ward member,Woman,NONE,1,Bole Muttamma,published,0,UR(W),latin,data/telangana/2019_ward/2019_ward_Bhadradri.csv,
