state,year,district,block,gram_panchayat,ward_no,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,winner_basis,unopposed,reservation_raw,script,source_path,source_page
Telangana,2019,Peddapalli,Palakurthy,Undeda,,gp_head,sarpanch,Woman,NONE,1,SUDHAGONI LAVANYA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Palakurthy,Vemnoor,,gp_head,sarpanch,Other than Woman,NONE,0,KOLA LATHA,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Andugulapalli,,gp_head,sarpanch,Woman,NONE,1,KARE SARADA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Appannapeta,,gp_head,sarpanch,BC Woman,BC,1,CHEEKATI SVARUPA,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Bhojannapeta,,gp_head,sarpanch,Other than Woman,NONE,0,Mekala Malesham,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Bompelli,,gp_head,sarpanch,SC Other than Woman,SC,0,Lakshmaiah Arikilla,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Brahmanapalli,,gp_head,sarpanch,BC Other than Woman,BC,0,MALESHAM GANDLA,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Cheekurai,,gp_head,sarpanch,BC Woman,BC,1,TRIVENI BANDARI,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Devunipalli,,gp_head,sarpanch,Other than Woman,NONE,0,Rayishetti Kishan,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Gopaihpalli,,gp_head,sarpanch,Woman,NONE,1,DAATHU MANJULA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Gowreddipet,,gp_head,sarpanch,Other than Woman,NONE,0,KOMMU SRINIVAS,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Gurrampalli,,gp_head,sarpanch,Woman,NONE,1,BHAGAYLACHAMI MADIREDDY,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Hanmanthunipet,,gp_head,sarpanch,Other than Woman,NONE,0,Sadaiah Tigela,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Kanagarthi,,gp_head,sarpanch,SC Woman,SC,1,PARSA SWAPNA,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Kapulapalli,,gp_head,sarpanch,BC Woman,BC,1,GOPU KAVITHA,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Kasulapalli,,gp_head,sarpanch,Woman,NONE,1,DASARI PADMA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Kothapalli,,gp_head,sarpanch,Other than Woman,NONE,0,SILARAPU SATTAIAH,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Kurmapalli,,gp_head,sarpanch,SC Other than Woman,SC,0,Bapaiah Mamidipelli,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Maredugonda,,gp_head,sarpanch,BC Other than Woman,BC,0,Kannam Jay,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Mulasala,,gp_head,sarpanch,Other than Woman,NONE,0,Elagandula Shankaraiah,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Mutharam,,gp_head,sarpanch,Other than Woman,NONE,0,Addu Kumaraswamy,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Nimmanapalli,,gp_head,sarpanch,SC Woman,SC,1,Perka Rishitha,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Nittoor,,gp_head,sarpanch,SC Woman,SC,1,Aarepalli Kavita,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Palitham,,gp_head,sarpanch,SC Woman,SC,1,KARAM PADMA,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Peddabonkur,,gp_head,sarpanch,Woman,NONE,1,KARUPAKALA MANASA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Peddakalvala,,gp_head,sarpanch,SC Other than Woman,SC,0,Karengala Ramesh,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Raghavapur,,gp_head,sarpanch,BC Other than Woman,BC,0,VENKATESHAM ADEPU,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Raginedu,,gp_head,sarpanch,Woman,NONE,1,MALKA REVATHI,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Rampalli,,gp_head,sarpanch,Woman,NONE,1,Kanaparthy Sreelekha,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Rangapur,,gp_head,sarpanch,BC Woman,BC,1,GANTA LAVANYA,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,Sabbitham,,gp_head,sarpanch,BC Other than Woman,BC,0,Chunchu Sadaiah,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Peddapalle,TM Kunta,,gp_head,sarpanch,Woman,NONE,1,Jayaprada Tangella,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Adivarampeta,,gp_head,sarpanch,Other than Woman,NONE,0,MYDAM KUMAR,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Begumpet,,gp_head,sarpanch,BC Woman,BC,1,BURRA PADMA,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Budhavarampeta,,gp_head,sarpanch,Woman,NONE,1,DEVUNURI RAJITHA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Chandanapoor,,gp_head,sarpanch,SC Other than Woman,SC,0,Dasari shankaraiah,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Jallaram,,gp_head,sarpanch,ST Other than Woman,ST,0,Jaganatham Harish,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Kalvacharla,,gp_head,sarpanch,Woman,NONE,1,GANTA PADMA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Ladnapur,,gp_head,sarpanch,SC Woman,SC,1,BADIKELA VIJAYA,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Lonka Kesaram,,gp_head,sarpanch,Other than Woman,NONE,0,manjoor mohammad,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Mustyala,,gp_head,sarpanch,SC Woman,SC,1,Ramagiri lavanya,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Nagepalli,,gp_head,sarpanch,BC Other than Woman,BC,0,KONDEVENA ODELU,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Nawabpet,,gp_head,sarpanch,Other than Woman,NONE,0,GAJULA PRASHANTHI,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Pannur,,gp_head,sarpanch,Woman,NONE,1,ALLAM PADMA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Peddampet,,gp_head,sarpanch,Other than Woman,NONE,0,chinthapatla nagaraju,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Rajapur,,gp_head,sarpanch,BC Other than Woman,BC,0,Pasham odelu,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Rathnapur,,gp_head,sarpanch,Woman,NONE,1,PALLE PRATHIMA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Ramagiri,Sundilla,,gp_head,sarpanch,SC Other than Woman,SC,0,Dasari Laxmi,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Ankampalli,,gp_head,sarpanch,BC Other than Woman,BC,0,AKULA CHIRANJEEVI,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Arepalli,,gp_head,sarpanch,Other than Woman,NONE,0,PONNAMANENI DEVENDER,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Ashannapalli,,gp_head,sarpanch,BC Woman,BC,1,MANDHA RAMA,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Chinnarathupally,,gp_head,sarpanch,SC Woman,SC,1,DASARI NAVALOKA,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Edulapur,,gp_head,sarpanch,Woman,NONE,1,DHONRAVENA RAJITHA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Gangaram,,gp_head,sarpanch,BC Other than Woman,BC,0,Konukati Mallareddy,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Ippalapalli,,gp_head,sarpanch,BC Woman,BC,1,Marri Sangeetha,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Jafarkhanpet,,gp_head,sarpanch,BC Other than Woman,BC,0,DOMMATISRINIVAS,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Kistampet,,gp_head,sarpanch,Other than Woman,NONE,0,KASARLA THIRUPATHI,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Kunaram,,gp_head,sarpanch,Woman,NONE,1,DONIKENA VIJAYA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Laxmipur,,gp_head,sarpanch,Other than Woman,NONE,0,BANDA RAVINDER REDDY,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Madipalli,,gp_head,sarpanch,BC Woman,BC,1,ADIGOPULA RANI,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Madipalli Colony,,gp_head,sarpanch,Woman,NONE,1,THIGALA SWAPNA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Malyala,,gp_head,sarpanch,SC Woman,SC,1,LANKA RAJESWARI,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Mangapet,,gp_head,sarpanch,BC Woman,BC,1,MANGA BURRA,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Mirzampet,,gp_head,sarpanch,Other than Woman,NONE,0,PUPPALA NAGARJUNA RAO,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Motlapally,,gp_head,sarpanch,SC Other than Woman,SC,0,GONE SHYAM,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Pandilla,,gp_head,sarpanch,Woman,NONE,1,DASARI LAVANYA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Peddampet,,gp_head,sarpanch,BC Other than Woman,BC,0,ODELA RAVI,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Peddarathupally,,gp_head,sarpanch,Other than Woman,NONE,0,ORUGANTI KOMURAIAH,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Pegadapally,,gp_head,sarpanch,Woman,NONE,1,ARRELY SUJATHA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Srirampur,,gp_head,sarpanch,Woman,NONE,1,Adepu Sridevi,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Tharupally,,gp_head,sarpanch,SC Other than Woman,SC,0,BYRAM RAMESH,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Srirampur,Vennampally,,gp_head,sarpanch,Other than Woman,NONE,0,KASAM SRINIVAS REDDY,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Allipur,,gp_head,sarpanch,Woman,NONE,1,GADDAM VASANTHA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Bhupathipur,,gp_head,sarpanch,SC Woman,SC,1,Jamuna Kavvampelli,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Bonthakuntapally,,gp_head,sarpanch,SC Woman,SC,1,ERUGURALLA ANITHA,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Chinnabonkur,,gp_head,sarpanch,SC Other than Woman,SC,0,AARNAKONDA RAJU,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Chinnakalvala,,gp_head,sarpanch,Other than Woman,NONE,0,ERUKONDA RAMESH,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Devunipalli,,gp_head,sarpanch,ST Woman,ST,1,LOKINI KOMALA,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Dubbapalli,,gp_head,sarpanch,SC Other than Woman,SC,0,KALVALA SRAVAN KUMAR,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Garrepally,,gp_head,sarpanch,BC Woman,BC,1,Veeargoni Sujata,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Gattepally,,gp_head,sarpanch,Woman,NONE,1,Kolipaka AurunaJiyoti,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Gollapally,,gp_head,sarpanch,BC Other than Woman,BC,0,Bandari Ramesh,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Itharajpally,,gp_head,sarpanch,Woman,NONE,1,Gujjeti Devamma,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Kadambapur,,gp_head,sarpanch,Woman,NONE,1,KODEM SUREKHA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Kandunuripalli,,gp_head,sarpanch,BC Woman,BC,1,PANNALA SWARUPA,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Kanukula,,gp_head,sarpanch,BC Other than Woman,BC,0,Polu Anjaiah,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Katnapally,,gp_head,sarpanch,Other than Woman,NONE,0,MORPALLI MOHAN REDDY,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Kodurpaka,,gp_head,sarpanch,Other than Woman,NONE,0,DEVARANENI SAGAR RAO,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Mancharami,,gp_head,sarpanch,BC Other than Woman,BC,0,Rajamallu Nagunoori,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Miyyapur,,gp_head,sarpanch,BC Woman,BC,1,KOYYADA SWAPNA,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Narayanapur,,gp_head,sarpanch,BC Woman,BC,1,Moola Svarupa,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Narayanaraopalli,,gp_head,sarpanch,Woman,NONE,1,MOLGURI VENKATA LAKSHMI,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Narsaiahpalli,,gp_head,sarpanch,SC Woman,SC,1,SUNKA LAVANYA,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Neerukulla,,gp_head,sarpanch,Other than Woman,NONE,0,KOTAGIRI VIJENDAR,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Ramunipalli,,gp_head,sarpanch,BC Other than Woman,BC,0,MALYALA SHRINIVAS,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Regadimaddikunta,,gp_head,sarpanch,Other than Woman,NONE,0,ANNADI Ravindar,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Sambaiahpally,,gp_head,sarpanch,Other than Woman,NONE,0,Chelukala Bapu reddy,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Suddala,,gp_head,sarpanch,Woman,NONE,1,KASARLA ANJALI,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Peddapalli,Sultanabad,Thogarrai,,gp_head,sarpanch,Woman,NONE,1,Karaka Thirumala,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Amudalapally (New),,gp_head,sarpanch,SC Woman,SC,1,Bowthu Ramadevi,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Azamnagar,,gp_head,sarpanch,Woman,NONE,1,GOVINDULA RAJAMMA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Bavusinghpally,,gp_head,sarpanch,BC Woman,BC,1,LAKSHMI ANKATI,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Deekshakunta,,gp_head,sarpanch,SC Other than Woman,SC,0,BHUTHAM SURESH,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Dudekulapally,,gp_head,sarpanch,ST Woman,ST,1,SUJATHA LAVUDYA,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Gollabudharam,,gp_head,sarpanch,SC Woman,SC,1,PAKKALA MADHAVI,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Gorlaveedu,,gp_head,sarpanch,BC Other than Woman,BC,0,SANKARAIAH TATIKANTI,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Gudadpally,,gp_head,sarpanch,Woman,NONE,1,UDUTHA LAKSHMI,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Gurrampet,,gp_head,sarpanch,Woman,NONE,1,SWETHA MARKA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Kamalapur,,gp_head,sarpanch,Other than Woman,NONE,0,Bondla Praveen,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Kompally,,gp_head,sarpanch,BC Woman,BC,1,KASAGANI KAVITHA,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Kothapalle (Sm),,gp_head,sarpanch,SC Other than Woman,SC,0,Perumandla Ragu,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Lambadithanda,,gp_head,sarpanch,ST Other than Woman,ST,0,PORIKA JAGAN,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Lambadi Thanda (New),,gp_head,sarpanch,ST Woman,ST,1,GUGULOTH JYOTHI,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Moranchapally,,gp_head,sarpanch,Woman,NONE,1,KAMALABAI LAKIDE,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Nagaram,,gp_head,sarpanch,Other than Woman,NONE,0,PINREDDY RAJIREDDY,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Nandigama,,gp_head,sarpanch,Other than Woman,NONE,0,POTHUGALLU SWAMY,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Neredupally,,gp_head,sarpanch,BC Woman,BC,1,RAMADEVI,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Pambapur,,gp_head,sarpanch,Woman,NONE,1,BANTU ANUSHA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Peddapur,,gp_head,sarpanch,Other than Woman,NONE,0,MONDAIAH MAMIDI,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Rampur,,gp_head,sarpanch,Other than Woman,NONE,0,THATI VENKATESHWARLU,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Shamnagar (New),,gp_head,sarpanch,Other than Woman,NONE,0,THIRUPATHI RAO PULLURI,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Subbakkapally,,gp_head,sarpanch,ST Other than Woman,ST,0,SUMAN,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Bhupalpalle,Vajnapally (New),,gp_head,sarpanch,BC Other than Woman,BC,0,SWAMY THALLAPALLI,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Andukuthanda,,gp_head,sarpanch,SC Other than Woman,SC,0,BHASKAR SIDDENKI,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Bhavusinghpalle,,gp_head,sarpanch,ST Woman,ST,1,AZMEERA SRILATHA,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Chainpaka,,gp_head,sarpanch,SC Woman,SC,1,BOJJAPALLY SARAMMA,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Challagarige,,gp_head,sarpanch,Woman,NONE,1,KARRE MANJULA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Chinthakuntaramaiahpalli,,gp_head,sarpanch,Other than Woman,NONE,0,MOKIRALA MADHUVAMSHI KRISHNA,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Chityal,,gp_head,sarpanch,SC Other than Woman,SC,0,MASU RAJAIAH,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Dhoothpalle,,gp_head,sarpanch,BC Other than Woman,BC,0,PULI VENKATESH,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Giddemutharam,,gp_head,sarpanch,Other than Woman,NONE,0,POLAVENA POSHALU,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Gopalapur,,gp_head,sarpanch,SC Woman,SC,1,DUPPATI RAJITHA,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Gunturpalli,,gp_head,sarpanch,Woman,NONE,1,PUVVATI RANI,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Jadalpet,,gp_head,sarpanch,Other than Woman,NONE,0,KAMIDI RATNAKAR REDDY,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Jookal,,gp_head,sarpanch,Other than Woman,NONE,0,PUTTAPAKA MAHENDER,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Kailapur,,gp_head,sarpanch,BC Woman,BC,1,CHINTHALA SWEETHA,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Kothapeta,,gp_head,sarpanch,BC Other than Woman,BC,0,GAJJI RAVI,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Jayashankar Bhupalpally,Chityal,Laximipurthanda,,gp_head,sarpanch,ST Other than Woman,ST,0,Banoth Jawaharlal,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
