year,ward_no,candidate,symbol,gender,votes,won,incumbent,source_path
1997,114,Shah Divyabala Velji,Hand,F,2862,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Aadhangale Rajendra Niwrutti,Car,M,3,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Aiwana Gami Habib,Aeroplane,M,6,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Kapoor Jagmohan Ramnarayan,Hand,M,1807,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Kadari Jainudin Badsab,Ladder,M,86,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Gupta Rambhavan Ramrup,Boy & Girl,M,337,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Jariwala Yusuf Usman,Chakra (Wheel),M,306,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Dube Shyamdhar Kanthprasad,Clock,M,52,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Patel Abdul Rahub Rajak,Bicycle,M,4037,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Belore Ramesh Ramchandr,Two Swords & A Shield,M,76,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Multani Changej Jamal,Television,M,329,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Riyaj Abdul Rahim,Star,M,57,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Sharma Payrelal Pancham,Bucket,M,9,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Shah Shantilal Devoshi,Lotus,M,898,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Shaikh Master Sarpuddin Mohammad,Chair,M,237,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Saralkar Anil Duttaram,Railway Engine,M,237,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,115,Hafiji Iqbal Wali,Umbrella,M,3053,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Aaghdiya Suleman Wajir,Ceiling Fan,M,3773,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Adhikari Narayansingh,Letter Box,M,153,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Aansari Khurshid Aalam,Spade,M,84,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Abubakar Jahida Abdul,Railway Engine,F,371,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Upadhay Shrinarayan Amarnath,Plough,M,307,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Kashmir Mohammaddin Aahmuddin,Hand,M,1616,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Koli Raghunath Maruti,Television,M,20,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Kamble Rohidas Ishwar,Pressure Cooker,M,10,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Khan Iftekhar Ahmad,Haldhar within Wheel (Chakra Haldhar),M,426,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Khan Nasir Khan Isak,Chakra (Wheel),M,1372,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Khan Mohammad Esarar Abdul Jabbar,Chair,M,540,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Gangurde Rajesh Vitthal,Bucket,M,32,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Chouhan Sunil Laxman,Umbrella,M,559,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Choudhary Gulam Rasul Bale,Fire Engine,M,243,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Chourasiya Ramkeval Shaymdev,Jeep,M,125,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Tiwari Anil Kumar Sitaram,Clock,M,40,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Dube Akshawarnat Wasudev,Lock & Key,M,70,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Dube Omprakash Ramganesh,Conch,M,115,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Nasamadi Nasir Husain,Spectacles,M,241,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Nehrukar Sanjay Gowind,Aeroplane,M,30,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Patel Rajun Suresh,Bow & Arrow,F,7116,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Parab Balkrushna Hari,Car,M,174,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Pandey Suresh Ramachal,Boy & Girl,M,324,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Bidlan Ramkuar,Hurricane Lamp,M,125,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Bhosle Prabhakar Shankarrao,Hockey & Ball,M,140,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Bosale Pramila Harichand,State,F,81,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Masud Aasif Yusuf,Bat,M,98,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Mishra Ramchandra Rajaram,Star,M,165,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Yadav Chotelal Jitai,Two Swords & A Shield,M,409,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Yadav Rajaram Ramdas,Flaming Torch,M,3506,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Yadav Ramji Bihari,Bicycle,M,238,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Raj Bharati Ramprasad,Coconut Tree Bearing Fruits,F,187,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Ramteke Bapuji Sitaram,Boat,M,9,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Rao Ramesh Govind,Kite,M,292,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Rawat Jaypalsingh Rajesingh,Ship,M,88,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Warkari Bhaskar Vitthal,Sewing Machine,M,15,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Vyas Kiran Kumar,Electric Bulb,M,9,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Sharma Vijay Brijanand,Axe,M,10,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Shaikh Asmat Ali Showkat,Ring,M,33,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Shaikh Ragir Ahamad Mehabub,Ladder,M,111,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Shetty Vitthal Madhu,Drum,M,5,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Sayad Rabbaji Chandsab,Rising Sun,M,752,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,116,Sunesara Radrudin Mamji,Telephone,M,93,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,117,Ambekar Mohan Tatu,Two Swords & A Shield,M,89,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,117,Kambli Rajan Fhatu,Umbrella,M,42,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,117,Khanvilkar Mukund Narayan,Chakra (Wheel),M,1189,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,117,Gulhane Rajendrakumar Balkrushna,Hand,M,4122,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,117,Chouhan Laxman Duttatrya,Coconut Tree Bearing Fruits,M,1680,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,117,Newalkar Ratish Gunwant,Star,M,2800,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,117,Shinde Dilip Yalappa,Bow & Arrow,M,6338,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,117,Sikmgar Nowshed Yakub,Flaming Torch,M,862,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,117,Solanki Dinesh Aar.,Bicycle,M,527,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Ahamad Faiyaz Bashir,Star,M,79,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Adangale Subhash Vishwanath,Boy & Girl,M,26,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Aarsud Babasaheb Genu,Rising Sun,M,384,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Kawle Vikas Dinanath,Plough,M,98,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Khan Janmohmd Mo. Arif,Apple,M,66,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Khan Mehamood Hasan Sambir Ahamad,Clock,M,15,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Khan Rais Fhatrul Raheman,Ladder,M,125,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Khan Habib,Ballon,M,6,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Khetmali Maruti Tukaram,Electric Bulb,M,113,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Chouhan Makarand Parshuram,Axe,M,289,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Chouhan Rajendraprasad Vishwanath,Telephone,M,33,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Jadhav Anant Vitthal,Two Swords & A Shield,M,66,,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Jadhav Ganshyam Mahadev,Umbrella,M,334,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Tiwari Dharmendra Ashokkumar,Coconut Tree Bearing Fruits,M,166,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Deulkar Chandrakant Shantaram,Bow & Arrow,M,3041,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Desai Ganapat Ramchandra,Gas Cylinder,M,40,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Naik Siddheshwar Yashwant,Brick,M,49,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Pille Ramchandran Radhwan,Hand,M,8500,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Dr. Pofhle Shaym Muralidhar,Flaming Torch,M,2887,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Prabhu Gopalkrushna Waman,Bicycle,M,412,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Ballad Ashok Vishwanath,Bat,M,10,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,118,Shah Manilal Bhimsi,Ship,M,564,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Ahire Suresh Ramdas,Aeroplane,M,6,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Ambekar Sindya Suresh,Lock & Key,F,58,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Kadam Chandrakant Baburao,Kite,M,289,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Dr. Kalara,Hammer Sickle & Star,M,444,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Koriya Lyaytin Thomas,Boy & Girl,M,253,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Kamble Ramachandra Daoulat,Umbrella,M,9,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Khan Haviy A.,Balloon,M,4,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Gaound Jayshankar,Star,M,45,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Chouhan Manohar Shankar,Rising Sun,M,1001,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Dr. Chodankar Wasudev Vishwanath,Two Leaves,M,247,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Tawde Ekanath Keshav,Jeep,M,41,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Dafhedar B. Anwar Husain,Car,M,46,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Desai Yashwant Ganapat,Television,M,1827,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Nevrekar Amit Krushnanath,Chakra (Wheel),M,2990,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Patel Mahammad Ismail,Hand,M,3770,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Panchali Eknath Vitthal,Telephone,M,281,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Malbari Hanif Abdulla,Clock,M,573,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Mishra Shayamnarayan Mannulal,Railway Engine,M,241,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Mohite Ramchandra Gopal,Dam,M,38,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Mhatre Ram Motiram,Bow & Arrow,M,4701,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Mhatre Sharad Motiram,Hurricane Lamp,M,30,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Yadav Amarjit Ramlakhan,Ears of Corn & Sickle,M,235,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Yadav Chandrashekhar Aazad,Plough,M,57,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Yadav Babu Satyadev,Bicycle,M,2176,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Dr. Lambe Sunil Motiram,Bucket,M,137,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Wairkar Ajay Mohan,Flaming Torch,M,1166,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Shukla Jayshankar Rajnarayan,Sewing Machines,M,117,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Shaikh Abdul Hamid,Two Swords & A Shield,M,118,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Sajidabegam Mahmad Samiruddin,Pressure Cooker,F,140,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,119,Sanwane Prakash Gorakh,Ladder,M,37,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,120,Chwada Hasamukhbhai Kantibhai,Coconut Tree Bearing Fruits,M,100,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,120,Jayswal Manoj Dukhbhanjan,Flaming Torch,M,256,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,120,Dhobi Ramesh Budai,Candles,M,115,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,120,Patel Kamlesh Suryakant,Hand,M,3998,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,120,Patel Dilip Ghanshaym,Lotus,M,4296,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,120,Patel Manubhai Purshottam,Chakra (Wheel),M,1315,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,120,Barmukhe Anil Bhalchandra,Television,M,487,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,120,Bharshiv Mahendra Dashrath,Bicycle,M,2607,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Kadam Ashok Uttam,Cultivator Winnowing Grain,M,50,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Kulkarni Sakharam Vinayak,Flaming Torch,M,109,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Khan Habib A.,Balloon,M,7,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Gupta Kishor Harikisan,Gas Tumbler,M,53,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Choudhary Rajesh Balaram,Electric Bulb,M,333,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Natraj P. A.,Ladder,M,162,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Patil Satish Nigshetty,Coconut Tree Bearing Fruits,M,26,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Pawaskar Suhas Duttatrya,Kite,M,1949,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Prabhu Sunil Waman,Bow & Arrow,M,5707,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Botale Mangesh Shridhar,Two Swords & A Shield,M,528,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Bosale Mahendra Malusare,Chair,M,35,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Menan Nandgopal Ishwar,Hand,M,3326,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,More Sangita Yashwant,Boy & Girl,F,67,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Yadav Dayashankar Ramkhilavan,Bicycle,M,3565,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Yadav Babulal Sunai,Jeep,M,253,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Yadav Rajendra Devnarayan,Chakra (Wheel),M,296,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Shaikh Raheman Adam,Rising Sun,M,1091,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,121,Swamy Subramanyam L.,Conch,M,188,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Ugale Maruti Nabaji,Jeep,M,197,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Gaud Maltidevi Lalluram,Television,F,99,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Chalke Pradip Duttaram,Plough,M,185,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Choure Tarashankar Vaijenath,Hand,M,2611,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Choure Bhimrao Govindrao,Two Leaves,M,30,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Desai Vilasrao Appasaheb,Conch,M,106,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Naronha Savestiyan,Electric Bulb,M,112,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Nagoury Mohammad Iqbal,Chair,M,19,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Nikam Arun Vasant,Axe,M,156,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Patil Narayan Kashinath,Star,M,64,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Pandre Sudhakar Duttarya,Flaming Torch,M,111,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Prabhu Shirkant Suryaji,Two Swords & A Shiedl,M,2139,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Borakar Umesh Ragunath,Coconut Tree Bearing Fruits,M,27,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Bora Kurli Hanumant,Aeroplane,M,25,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Bhojkar Chandrakant Sitaram,"Hammer, Sickle & Star",M,394,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Manohar Madhuka Shanakar,Rising Sun,M,1423,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Maskare Ramachandr Bhau,Boy & Girl,M,327,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Mane Surendra Shankar,Top,M,9,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Geshri Vijay Appa,Sewing Machine,M,301,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,More Shashikala Karbhari,Apple,F,147,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Yaday Laxmi Shankar Ramkumar,Spade & Stoker,M,16,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Shinde Ashok Trimbak,Trumpet,M,20,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Shukla Ramachal,Umbrella,M,1156,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Shetty Vasant Shankar,Car,M,294,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Shetty Sugandha Madhukar,Bow & Arrow,F,2518,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Sakpal Aanad Narayan,Ship,M,200,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Salwi Dhondu Doulatrao,Telephone,M,467,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Singh Ranjit Ambika,Clock,M,83,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Singh Sumat Yajarang,Ceiling Fan,M,203,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,122,Surve Suresh Krushna,Bicycle,M,1295,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,123,Kanse Manisha Damodar,Plough,F,192,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,123,Kolwankar Anita Aanat,Two Swords & A Shield,F,1370,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,123,Gadekar Sarswati Bhikaji,Chakra (Wheel),F,899,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,123,Tembalkar Sudha Mohan,Bow & Arrow,F,3896,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,123,Nagarkar Mira Bhikaji,Bicycle,F,1254,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,123,Patil Rekha Ramesh,Hand,F,2600,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,124,Gandhi Narendra Jyoti,Chakra (Wheel),F,579,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,124,Chouhan Shila Aanat,Rising Sun,F,1669,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,124,Thakuar Vidya Jayprakash,Lotus,F,5927,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,124,Panchal Jayshri Soma,Bicycle,F,378,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,124,Papali Mina Kevalkishan,Boy & Girl,F,461,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,124,Bhatiya Vira Chandramohan,Conch,F,2072,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,124,Saluji Masuma Mohammad Said,Hand,F,2518,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,125,Anawakar Mohini Raghuvir,Chakra (Wheel),F,430,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,125,Chari Mangala Vinayak,Aeroplane,F,385,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,125,Telang Shashikala Vasudev,Two Swords & A Shield,F,238,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,125,Dube Aashadevi Bansidhar,Ladder,F,133,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,125,Pande Alka Devendra,Bicycle,F,1175,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,125,Bhatt Kailash Chotelal,Conch,F,433,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,125,Mane Sadna Sadashiv,Bow & Arrow,F,7850,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,125,Mishra Shiydevi Shrikant,Boy & Girl,F,2284,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,125,Mehata Rashmi Devendra,Hand,F,6894,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,125,Morya Gomati Ramlakhan,Electric Bulb,F,101,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,125,Shet Yasmin Aarif,Coconut Tree Bearing Fruits,F,395,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Khan Abdul Wahid Jamirulla,Fire Engine,M,11,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Khan Aslam Usman,Axe,M,753,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Khan Yunus Mehabub,Spade & Stoker,M,45,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Khan Habib A.,Balloon,M,12,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Khurdekar Mandakini Pravin,Electric Bulb,F,69,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Chouhan Satyawan Gunaji,Railway Engine,M,342,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Dalvi Pramila Anil,Car,F,498,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Mehat Kishor Prataprai,Coconut Tree Bearing Fruits,M,27,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Yadav Jagdish Bhushan,Chakra (Wheel),M,269,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Yadav Rajkumar Jiyaram,Rising Sun,M,179,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Yadav Ram Mujarat,Hurricane Lamp,M,1712,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Yadav Gansingh Dularisingh,Two Swords & A Shield,M,26,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Dr. Relan Ramesh Waghjit,Plough,M,75,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Warise Ganapat Balkrushna,Bow & Arrow,M,3731,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Shaikha Mohammad Umar,Jeep,M,62,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Sayyad Rashir Najia Miya,Chair,M,74,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Sayyad Ruksana Mehabub,Ship,F,106,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Singh Chotelal Bhushan,Hand,M,1066,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Soni Udayraj Ramahet,Two Leaves,M,205,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,126,Saoudagar Ahamad Jamal,Bicycle,M,4773,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Ugale Usha Maruti,Jeep,F,433,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Kamble Shoba Kishor,Coconut Tree Bearing Fruits,F,518,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Gag Yanita Manohar,Bow & Arrow,F,2780,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Dr. Tiwari Vimala Ramnihar,Star,F,21,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Dawale Yamini Aanil,Gas Cylinder,F,8,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Devre Pushpa Baban,Aeroplane,F,261,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Desawale Malti Mahipati,Spectacles,F,98,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Patel Juli Raman,Bicycle,F,3493,W,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Pande Shobha Ramnawami,Conch,F,504,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Mishra Bacchi Govind,Sewing Machine,F,56,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Munde Sagarbai Sadashiv,Rising Sun,F,579,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Yadav Patti Mahendra,Electric Bulb,F,12,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Rathod Aanusaya Maruti,Umbrella,F,87,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Ruben Ranjana Abrahem,Hand,F,1077,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Shah Khushbunisa Mumtaj,Basket Containing Vegetables,F,36,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Saroj Sona Dhanraj,Telephone,F,389,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Sawant Aarti Hemant,Chakra (Wheel),F,1498,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,127,Haramlal Reshma Ramesh,Chair,F,747,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,128,Khan Habib A.,Balloon,M,11,L,0,data/maharashtra/mumbai/BMC 1997.xls
1997,128,Khair Aanad Shivram,Hand Pump,M,23,L,0,data/maharashtra/mumbai/BMC 1997.xls
