state,body,ward_no,survey_year,councillor,councillor_woman,councillor_party,councillor_age,councillor_education,councillor_professional_education,councillor_pan_card,councillor_criminal_cases,council,councillor_spell_id,woman_reserved,reservation_raw,total_funds,funds_prop,gbm_attended,total_gbms,ward_attendance,total_ward_meetings,other_meetings,total_other_meetings,total_questions,slum,samplesize,adminward,rating_roads,rating_traffic,rating_gardens,rating_transport,rating_rations,rating_hospitals,rating_schools,rating_power,rating_water,rating_flooding,rating_pollution,rating_crime,rating_law_order,rating_sanitation,rating_recall_party,rating_recall_name,rating_accessibility,rating_satisfaction,rating_corruption,rating_quality_of_life,rating_footpaths,questions_corporation,questions_crimecorrupt,questions_culture,questions_distribution,questions_education,questions_health,questions_housing,questions_humanres,questions_license,questions_otherinfrastructure,questions_pollution,questions_recreationcommunity,questions_renaming,questions_tax,questions_transport,questions_watertoilets,questions_other,rating_flags,source_path
Maharashtra,Brihanmumbai Municipal Corporation,1,2011,Sheetal Ashok Mhatre,1,INC,,,,,,2007,1,1,W,,,27,51,11,19,0,0,3,0.47,133,R/N,73.837,66.214,70.83,71.156,,74.897,74.933,75.647,72.249,62.865,61.757,64.661,68.669,67.922,,,,,74.49,,,0,0,0,0,0,0,0.33333334,0,0.33333334,0,0,0,0,0,0.33333334,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,1,2013,Abhishek Vinod Ghosalkar,0,SS,30,HSC,Maharashtra Board Technical Education,Yes,0,2012,2,0,,5959462,0.9932437,56,70,19,19,19,29,21,0.47,,R/N,60.819,56.096,53.886,72.03,58.348,58.095,61.446,76.378,76.293,53.249,49.813,50.852,54.341,53.183,1.5,32.2,50.28,64.135,61.0475,72.0325,,0,0.04761905,0,0,0,0,0.04761905,0,0.04761905,0,0.04761905,0.14285715,0.2857143,0,0.2857143,0,0.0952381,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,1,2014,Abhishek Vinod Ghosalkar,0,SS,31,HSC,Maharashtra Board Technical Education,Yes,0,2012,2,0,,1.1965E7,0.9970833,53,65,11,17,17,24,41,0.47,,R/N,45.64,42.198,38.447,52.177,41.887,48.3,49.307,51.507,49.305,41.868,39.069,41.162,41.581,39.984,1.2,10,43.66,48.53,66.1425,61.6525,,0.12195122,0.024390243,0,0.024390243,0,0,0.17073171,0.07317073,0.07317073,0.07317073,0.048780486,0,0,0.024390243,0.2682927,0.07317073,0.024390243,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,1,2015,Abhishek Vinod Ghosalkar,0,SS,32,HSC,Maharashtra Board Technical Education,Yes,0,2012,2,0,,4494000,0.749,61,79,6,19,15,22,45,0.47,,R/N,70.464,72.932,66.741,77.479,49.875,70.953,78.756,83.996,76.975,63.294,70.496,67.465,70.729,78.173,64.1,65.1,70.05666,77.3075,76.535,72.99,,0.022222223,0,0.11111111,0.044444446,0.13333334,0.22222222,0.33333334,0,0,0,0.022222223,0.022222223,0,0.044444446,0.022222223,0.022222223,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,1,2016,Abhishek Vinod Ghosalkar,0,SS,33,HSC,Maharashtra Board Technical Education,Yes,0,2012,2,0,,6322697,0.5268914,60,74,16,18,13,18,32,0.47,,R/N,80.09,69.053,76.375,81.033,64.648,76.093,75.082,76.291,75.436,75.607,77.331,76.569,74.993,75.81,40.2,54.7,63.246666,77.7725,72.985,71.8125,,0.0625,0,0.09375,0,0.03125,0.03125,0.03125,0.25,0.0625,0,0.09375,0,0,0,0.0625,0.0625,0.21875,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,1,2018,Tejasvee Abhishek Ghosalkar,1,SS,31,Graduate,,Yes,0,2017,3,1,W,5579523.5,0.92992055,91,102,31,36,23,30,23,0.47,,R/N,59.022,60.578,61.025,66.42,,68.747,68.8,71.486,77.819,58.433,61.913,62.176,71.913,59.655,67.1,41,57.616665,61.695,71.755,71.8475,61.295,0,0,0,0,0.04347826,0.13043478,0.17391305,0.04347826,0.17391305,0,0,0,0.17391305,0,0.08695652,0.04347826,0.13043478,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,2,2011,Bhalchandra Chintaman Mhatre,0,SS,,,,,,2007,334,0,,,,48,51,14,19,9,13,9,0.47,184,R/N,72.527,68.656,68.691,67.708,,73.314,70.381,71.676,65.854,65.515,65.571,65.462,64.6,66.741,,,,,69.2575,,,0,0,0,0,0,0,0.22222222,0,0,0,0,0,0.44444445,0,0.11111111,0.22222222,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,2,2013,Sheetal Mukesh Mhatre,1,SS,39,B.A.,Public Relation and Journalism,Yes,0,2012,335,1,W,5624456.5,0.9374094,63,70,15,19,14,18,21,0.47,,R/N,73.654,60.699,59.821,77.911,71.434,74.667,72.173,83.398,81.396,64.272,59.57,59.62,63.847,64.711,25.9,71,65.77333,69.8575,63.165,70.8675,,0,0,0.14285715,0.0952381,0.04761905,0.23809524,0.0952381,0,0,0,0,0,0.3809524,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,2,2014,Sheetal Mukesh Mhatre,1,SS,40,B.A.,Public Relation and Journalism,Yes,0,2012,335,1,W,1.1462E7,0.95516664,60,65,12,17,15,17,25,0.47,,R/N,54.225,54.424,44.551,54.705,47.507,53.038,55.103,58.628,54.349,50.504,49.914,47.444,50.965,45.017,8.1,14.2,56.906666,58.1725,62.605,67.655,,0.04,0,0.08,0.04,0.04,0.32,0.2,0,0,0,0.04,0,0,0,0.12,0,0.12,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,2,2015,Sheetal Mukesh Mhatre,1,SS,41,B.A.,Public Relation and Journalism,Yes,0,2012,335,1,W,3495000,0.5825,67,79,17,19,15,24,30,0.47,,R/N,67.361,62.555,57.629,75.89,51.167,75.523,78.003,84.843,70.468,53.025,65.187,65.4,71.061,67.736,80.8,89,72.416664,74.805,81.035,73.595,,0.06666667,0,0.06666667,0.033333335,0.033333335,0.13333334,0.16666667,0.033333335,0.06666667,0,0.13333334,0.06666667,0.06666667,0.033333335,0.033333335,0.033333335,0.033333335,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,2,2016,Sheetal Mukesh Mhatre,1,SS,42,B.A.,Public Relation and Journalism,Yes,0,2012,335,1,W,5975323,0.49794358,68,74,14,18,41,51,49,0.47,,R/N,72.812,75.363,76.635,83.909,78.075,81.999,83.279,84.098,78.177,67.55,65.913,70.006,75.007,75.372,45.5,50.9,62.123333,76.165,71.0675,65.91,,0.040816326,0,0,0,0.1632653,0.3469388,0.06122449,0.040816326,0,0,0.10204082,0.06122449,0.040816326,0,0.040816326,0.020408163,0.08163265,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,2,2018,Jagdish Karunashankar Oza,0,BJP,51,HSC,,Yes,0,2017,336,0,G,4856220.5,0.8093701,97,102,36,36,29,37,7,0.47,,R/N,64.896,66.798,67.652,77.548,,75.275,73.172,75.426,71.272,64.044,74.934,70.362,73.268,81.21,88.8,99.2,71.46667,29.43,98.36,90.155,71.025,0.14285715,0,0,0,0,0,0.42857143,0,0,0,0,0.2857143,0.14285715,0,0,0,0,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,3,2011,Rajendra Prasad Chaube,0,INC,,,,,,2007,451,0,,,,44,51,19,19,59,75,31,0.47,133,R/N,72.881,59.817,69.573,72.437,,72.684,72.471,76.971,68.606,54.362,55.571,52.632,66.685,62.817,,,,,67.8225,,,0.12903225,0.09677419,0,0.12903225,0.06451613,0.06451613,0.22580644,0,0.032258064,0,0.032258064,0,0.032258064,0.032258064,0.09677419,0.06451613,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,3,2013,Sheetal Ashok Mhatre (Kulkarni),1,INC,35,B.Arch.,,Yes,0,2012,452,1,W,5424631.5,0.90410525,43,70,12,19,63,87,16,0.47,,R/N,69.485,65.308,62.499,77.7,66.758,67.771,66.425,78.427,73.72,61.153,57.941,58.832,60.615,62.511,30.4,42.1,62.01,75.755,62.905,71.67,,0.125,0.125,0.0625,0.25,0,0.0625,0.1875,0,0,0,0,0,0,0.125,0,0,0.0625,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,3,2014,Sheetal Ashok Mhatre (Kulkarni),1,INC,36,B.Arch.,,Yes,0,2012,452,1,W,1.0908E7,0.909,46,65,9,17,83,124,10,0.47,,R/N,48.049,47.386,33.349,52.018,46.543,49.066,54.596,54.639,46.683,45.237,46.593,43.316,47.187,43.698,12.8,26.6,47.066666,44.3975,69.5925,59.2475,,0.2,0,0,0.1,0.1,0,0.2,0,0,0,0.1,0.1,0,0,0.2,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,3,2015,Sheetal Ashok Mhatre (Kulkarni),1,INC,37,B.Arch.,,Yes,0,2012,452,1,W,4439000,0.73983335,38,79,9,19,86,166,12,0.47,,R/N,64.183,52.763,43.751,76.063,44.68,62.327,76.71,78.984,73.465,55.877,57.737,44.778,52.915,55.699,62.9,74.1,62.286667,76.3775,86.5875,72.1075,,0.083333336,0,0.16666667,0,0,0,0.41666666,0,0.083333336,0,0,0.083333336,0,0.083333336,0,0.083333336,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,3,2016,Sheetal Ashok Mhatre (Kulkarni),1,INC,38,B.Arch.,,Yes,0,2012,452,1,W,4671345.5,0.3892788,46,74,3,18,65,140,12,0.47,,R/N,78.598,76.872,75.715,79.259,76.683,78.267,78.267,77.474,78.666,77.99,75.673,75.397,76.806,75.208,2,40,64.66,75.165,80.6125,70.0075,,0.083333336,0.16666667,0,0,0,0,0.33333334,0.16666667,0,0,0.083333336,0,0,0.083333336,0.083333336,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,3,2018,Balkrishna Jaysingh Brid,0,SS,55,SSC,,Yes,1,2017,453,0,G,5232269,0.87204486,90,102,32,36,10,15,11,0.47,,R/N,61.852,66.009,69.415,74.952,,79.622,81.793,82.76,84.04,78.569,76.928,81.013,79.825,78.626,79.2,92.7,54.27667,54.33,76.2275,75.5125,63.452,0,0,0,0,0,0,0.18181819,0.09090909,0,0,0.09090909,0,0,0,0.36363637,0.27272728,0,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,4,2011,Bhavana Bhalchandra Bhagat,1,SS,,,,,,2007,484,1,W,,,47,51,18,19,12,13,5,0.47,119,R/N,70.391,69.453,67.228,66.504,,71.661,66.11,69.43,66.865,62.033,62.762,62.622,63.573,64.897,,,,,53.1425,,,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.6,0.2,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,4,2013,Udesh Shantaram Patekar,0,SS,45,S.Y.B.Com.,,Yes,1,2012,485,0,,5044965,0.8408275,69,70,17,19,21,25,11,0.47,,R/N,71.59,67.891,66.508,71.041,69.513,67.344,69.412,72.356,71.607,61.858,60.352,59.248,66.839,67.52,34.1,40.1,64.816666,71.6175,73.8825,72.27,,0,0.09090909,0,0.18181819,0,0,0.09090909,0,0.09090909,0,0,0,0,0,0.18181819,0.27272728,0.09090909,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,4,2014,Udesh Shantaram Patekar,0,SS,46,S.Y.B.Com.,,Yes,1,2012,485,0,,1.0956E7,0.913,61,65,14,17,10,14,20,0.47,,R/N,51.784,48.055,34.932,56.003,45.447,49.629,51.625,55.024,46.786,41.937,39.463,42.996,43.832,40.943,2.8,16.7,41.18,45.7575,64.615,69.35,,0,0,0,0,0,0,0.5,0,0.05,0,0.05,0,0,0,0.1,0.15,0.15,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,4,2015,Udesh Shantaram Patekar,0,SS,47,S.Y.B.Com.,,Yes,1,2012,485,0,,5848000,0.97466666,70,79,15,19,24,34,3,0.47,,R/N,60.088,47.856,53.713,61.225,59.255,67.414,68.679,73.731,69.331,48.777,47.398,49.316,58.134,59.778,0.7,44.6,61.156666,68.4275,76.5025,58.52,,0,0,0,0,0,0,0.33333334,0.33333334,0,0,0,0,0,0,0.33333334,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,4,2016,Udesh Shantaram Patekar,0,SS,48,S.Y.B.Com.,,Yes,0,2012,485,0,,5691654,0.4743045,60,74,17,18,19,31,12,0.47,,R/N,63.04,59.44,64,64.96,64.96,65.84,73.84,68.32,67.6,56.213,56.96,56.64,68.96,64.8,78.4,86.4,50.666668,79.9925,51.47,70.595,,0,0,0,0.083333336,0.083333336,0,0.25,0,0.083333336,0.083333336,0.083333336,0,0,0,0.33333334,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,4,2018,Sujata Udesh Patekar,1,SS,45,Graduate,,Yes,0,2017,486,1,W,4830313.5,0.8050522,92,102,31,36,71,76,23,0.47,,R/N,77.436,71.751,70.815,77.941,,71.508,72.479,73.328,69.288,66.789,60.177,66.763,69.31,63.9,78.3,40.7,72.81,38.66,83.8175,78.11,54.927,0,0.04347826,0,0.04347826,0,0.17391305,0,0,0.08695652,0,0.13043478,0,0.08695652,0.04347826,0.3043478,0.08695652,0,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,5,2011,Sujata Udesh Patekar,1,SS,,,,,,2007,517,1,W,,,42,51,12,19,20,30,6,0.47,130,R/N,68.141,74.687,78.104,68.591,,72.412,72.875,87.774,73.674,52.522,57.085,62.385,64.442,72.595,,,,,48.4525,,,0,0,0,0.33333334,0,0.16666667,0,0,0,0,0,0,0.5,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,5,2013,Prakash Yashwant Darekar,0,MNS,41,B. Com,Jounalism Certificate Course,Yes,2,2012,518,0,,5220841,0.8701402,66,70,13,19,36,47,21,0.47,,R/N,66.544,62.434,64.362,68.333,63.953,64.235,65.487,69.731,67.023,63.061,61.565,57.422,62.901,62.13,17.6,25.2,59.136665,72.67,69.415,62.4275,,0,0.04761905,0,0.23809524,0.1904762,0,0.14285715,0,0.04761905,0,0,0.04761905,0.0952381,0.04761905,0,0.14285715,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,5,2014,Prakash Yashwant Darekar,0,MNS,42,B. Com,Jounalism Certificate Course,Yes,2,2012,518,0,,1.1288E7,0.9406667,54,65,12,17,20,29,11,0.47,,R/N,59.434,50.4,49.861,58.126,54.337,59.845,60.829,57.732,52.206,47.662,48.625,49.929,53.93,53.486,7.6,26.4,48.933334,60.8025,55.55,72.4175,,0.09090909,0,0,0,0.18181819,0,0.18181819,0.18181819,0,0,0.09090909,0,0.18181819,0.09090909,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,5,2015,Prakash Yashwant Darekar,0,MNS,43,B. Com,Jounalism Certificate Course,Yes,2,2012,518,0,,5447000,0.90783334,57,79,13,19,24,64,5,0.47,,R/N,72.084,62.571,56.492,74.25,53.221,70.348,71.919,78.457,72.847,61.432,65.492,67.432,68.028,70.273,29.5,72.5,62.2,71.0625,82.2275,72.955,,0.2,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0.2,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,5,2016,Prakash Yashwant Darekar,0,MNS,44,B. Com,Jounalism Certificate Course,Yes,2,2012,518,0,,5312618,0.44271818,53,74,14,18,35,64,8,0.47,,R/N,79.531,75.886,79.432,81.852,78.495,80.562,81.114,80.56,79.529,77.008,77.073,78.124,78.41,77.562,2.8,5.6,47.663334,75,66.9825,59.67,,0,0,0,0.125,0.375,0,0.375,0,0,0,0,0,0,0,0,0,0.125,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,5,2018,Sanjay Shankar Ghadi,0,SS,49,Graduate,,Yes,1,2017,519,0,OBC,4932505.5,0.82208425,80,102,34,36,133,152,19,0.47,,R/N,76.126,81.69,77.214,86.24,,83.267,86.229,82.357,80.387,68.341,73.596,78.378,82.251,76.083,84.7,80.4,49.953335,49.6475,95.29,70.8,78.42,0.05263158,0,0,0.05263158,0,0.05263158,0.21052632,0.05263158,0,0,0.15789473,0.15789473,0.10526316,0.05263158,0.10526316,0,0,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,6,2011,Prakash Krishna Karkar,0,SS,,,,,,2007,550,0,,,,46,51,17,19,11,13,9,0.47,119,R/N,80.731,71.51,78.502,80.714,,84.165,81.246,85.03,80.381,69.255,67.309,62.295,77.932,74.11,,,,,62.27,,,0,0,0,0,0,0,0.33333334,0,0,0,0,0,0.22222222,0,0.11111111,0.33333334,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,6,2013,Hansaben Gunvantrai Desai,1,SS,71,B.Sc.,B.Ed.,Yes,0,2012,551,1,W,5754732.5,0.95912206,65,70,19,19,40,41,7,0.47,,R/N,75.56,72.335,57.136,82.504,63.568,79.577,79.174,90.89,85.905,62.508,63.602,71.49,77.62,71.877,75.5,78.4,85.28333,78.9525,76.365,74.93,,0,0,0,0,0.5714286,0.14285715,0.14285715,0,0,0,0,0,0,0,0,0.14285715,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,6,2014,Hansaben Gunvantrai Desai,1,SS,72,B.Sc.,B.Ed.,Yes,0,2012,551,1,W,1.1847E7,0.98725,62,65,14,17,26,29,2,0.47,,R/N,54.847,44.6,39.143,49.511,45.679,50.847,55.205,53.77,47.716,40.746,41.594,45.615,48.166,43.507,4.5,13.6,46.033333,67.535,56.69,67.6775,,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,6,2015,Hansaben Gunvantrai Desai,1,SS,73,B.Sc.,B.Ed.,Yes,0,2012,551,1,W,3586000,0.5976667,65,79,11,19,41,49,2,0.47,,R/N,62.216,53.586,32.937,84.387,44.923,71.698,78.1,83.437,78.082,59.846,55.314,58.109,63.056,74.58,91.2,94.2,77.363335,82.0175,87.0825,74.455,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,6,2016,Hansaben Gunvantrai Desai,1,SS,74,B.Sc.,B.Ed.,Yes,0,2012,551,1,W,7260857.5,0.6050715,67,74,17,18,40,50,10,0.47,,R/N,74.101,63.827,64.673,79.158,66.486,74.311,74.843,76.84,74.423,68.001,71.584,74.042,75.89,75.475,64.2,66.3,70.52333,77.2,78.8475,65.2175,,0,0,0,0,0.4,0,0,0,0,0,0.1,0.1,0.1,0,0.2,0.1,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,6,2018,Harshad Prakash Karkar,0,SS,25,Graduate,,Yes,0,2017,552,0,OBC,4805683,0.8009472,91,102,33,36,29,37,3,0.47,,R/N,59.567,65.605,70.762,75.421,,73.455,75.103,79.434,81.838,56.82,54.317,61.698,65.906,58.473,94,88.7,56.47,56.9725,70.8575,58.335,57.105,0,0,0,0,0,0,0,0,0.33333334,0,0.33333334,0,0,0,0.33333334,0,0,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,7,2011,Shubha Umesh Raul,1,SS,,,,,,2007,583,0,,,,32,51,1,19,0,0,11,0.47,121,R/N,66.41,69.994,69.22,68.194,,75.093,75.732,79.577,69.988,66.951,67.971,67.121,66.409,66.769,,,,,81.685,,,0,0,0,0,0,0.18181819,0.18181819,0,0.09090909,0,0,0.09090909,0.27272728,0,0.09090909,0,0.09090909,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,7,2013,Shubha Umesh Raul,1,SS,46,B.A.M.S.,M.D. Ayurveda,Yes,0,2012,584,1,W,5193260,0.8655433,62,70,12,19,83,98,20,0.47,,R/N,71.697,73.571,72.135,72.608,71.154,71.673,71.844,75.576,69.005,65.243,64.623,63.373,65.489,68.708,46.7,49.8,61.506668,70.0675,81.865,59.02,,0,0,0.05,0.3,0,0.1,0.2,0,0,0,0.1,0,0.1,0.05,0.05,0,0.05,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,7,2014,Shubha Umesh Raul,1,SS,47,B.A.M.S.,M.D. Ayurveda,Yes,0,2012,584,1,W,1.0766E7,0.89716667,56,65,13,17,108,137,41,0.47,,R/N,55.72,47.437,43.988,53.985,50.707,56.823,59.399,55.496,51.967,44.626,41.295,45.336,48.504,46.022,18.9,24.2,49.41,57.095,59.13,64.4275,,0.048780486,0,0.024390243,0.048780486,0,0.41463414,0.12195122,0,0.07317073,0,0.024390243,0,0,0,0.12195122,0.07317073,0.048780486,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,7,2015,Shubha Umesh Raul,1,SS,48,B.A.M.S.,M.D. Ayurveda,Yes,0,2012,584,1,W,5019000,0.8365,38,79,12,19,30,88,20,0.47,,R/N,73.947,61.605,55.072,76.467,53.016,76.371,81.907,86.269,85.692,60.156,60,65.502,73.059,78.978,63.3,68.7,70.3,75.35,76.795,68.6525,,0,0.05,0,0,0,0.4,0.25,0,0.15,0,0,0,0,0,0,0,0.15,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,7,2016,Shubha Umesh Raul,1,SS,49,B.A.M.S.,M.D. Ayurveda,Yes,0,2012,584,1,W,5420676.5,0.45172304,39,74,10,18,42,71,27,0.47,,R/N,64.833,49.838,55.831,63.06,51.29,68.548,73.068,78.223,70.802,52.573,50.338,50.16,66.125,40.968,38.7,46.8,63.44,75.91,62.4975,56.4475,,0.074074075,0,0.037037037,0,0,0.11111111,0.4814815,0.074074075,0.074074075,0,0,0,0,0,0.074074075,0,0.074074075,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,7,2018,Sheetal Mukesh Mhatre,1,SS,44,Graduate,,Yes,1,2017,585,1,W,5322661,0.8871102,88,102,36,36,48,53,45,0.47,,R/N,63.669,56.737,61.429,76.318,,72.058,73.386,85.775,79.608,58.035,60.664,66.26,68.498,64.322,75.6,78.8,63.49,61.1575,93.015,58.0375,68.398,0.022222223,0,0,0.044444446,0.2888889,0,0.13333334,0.06666667,0.08888889,0,0.044444446,0,0.26666668,0.022222223,0,0,0.022222223,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,8,2011,Sadanand Namdev Surve,0,SS,,,,,,2007,616,0,,,,50,51,16,19,23,27,10,0.34,119,R/C,59.503,57.003,62.612,56.333,,62.283,64.283,59.882,58.445,53.756,55.755,58.758,60.433,60.688,,,,,53.6925,,,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0,0.5,0,0.2,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,8,2013,Shivanand Shetty,0,INC,40,Upto SSC,,Yes,0,2012,617,0,,5462918,0.91048634,55,70,16,19,12,17,12,0.34,,R/C,84.02,65.784,69.124,81.744,67.697,75.967,75.159,84.709,77.002,62.795,66.235,64.958,74.762,71.54,1.1,86.6,58.703335,74.4125,88.4125,71.845,,0,0,0,0,0,0,0.16666667,0,0,0,0,0.25,0,0,0.41666666,0.16666667,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,8,2015,Shivanand Shetty,0,INC,42,Upto SSC,,Yes,0,2012,617,0,,1650000,0.275,59,79,18,19,31,51,3,0.34,,R/C,74.919,65.193,70.727,79.516,66.355,70.991,76.688,83.179,75.105,57.143,54.71,57.101,70.456,73.617,52.9,61.8,80.026665,82.2025,76.055,80.515,,0,0,0,0,0,0,0.33333334,0,0,0,0.33333334,0.33333334,0,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,8,2016,Shivanand Shetty,0,INC,43,Upto SSC,,Yes,0,2012,617,0,,7218324,0.601527,62,74,17,18,11,13,18,0.34,,R/C,72.425,63.641,70.006,73.987,66.278,73.028,74.12,73.081,71.699,69.018,67.781,69.007,70.711,69.87,18.3,18.3,53.59667,75.6925,76.4,57.7275,,0.055555556,0.055555556,0,0,0,0.055555556,0.33333334,0.055555556,0.055555556,0,0.11111111,0,0,0,0.055555556,0.11111111,0.11111111,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,8,2018,Harish Ravji Chheda,0,BJP,61,Graduate,,Yes,0,2017,618,0,G,5622926,0.93715435,90,102,33,36,14,18,12,0.47,,R/N,57.988,55.882,61.932,57.999,,60.828,63.548,65.228,67.536,54.76,56.276,64.083,61.855,61.96,69.3,74,70.06333,51.9825,72.0625,65.89,60.1,0.083333336,0,0,0,0,0,0.41666666,0,0,0,0,0,0.16666667,0,0.25,0.083333336,0,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
