state,body,ward_no,survey_year,councillor,councillor_woman,councillor_party,councillor_age,councillor_education,councillor_professional_education,councillor_pan_card,councillor_criminal_cases,council,councillor_spell_id,woman_reserved,reservation_raw,total_funds,funds_prop,gbm_attended,total_gbms,ward_attendance,total_ward_meetings,other_meetings,total_other_meetings,total_questions,slum,samplesize,adminward,rating_roads,rating_traffic,rating_gardens,rating_transport,rating_rations,rating_hospitals,rating_schools,rating_power,rating_water,rating_flooding,rating_pollution,rating_crime,rating_law_order,rating_sanitation,rating_recall_party,rating_recall_name,rating_accessibility,rating_satisfaction,rating_corruption,rating_quality_of_life,rating_footpaths,questions_corporation,questions_crimecorrupt,questions_culture,questions_distribution,questions_education,questions_health,questions_housing,questions_humanres,questions_license,questions_otherinfrastructure,questions_pollution,questions_recreationcommunity,questions_renaming,questions_tax,questions_transport,questions_watertoilets,questions_other,rating_flags,source_path
Maharashtra,Brihanmumbai Municipal Corporation,62,2014,Ameet Bhaskar Satam,0,BJP,37,M.M.S.,,Yes,0,2012,560,0,,1.1074E7,0.9228333,57,65,15,15,21,25,12,0.45,,K/W,64.686,50.402,46.997,65.189,58.27,75.126,69.02,80.258,74.589,53.75,58.235,61.63,63.058,59.605,0,16.6,50.86,58.835,63.6675,59.97,,0.16666667,0.083333336,0.16666667,0,0.083333336,0,0.083333336,0.16666667,0.083333336,0,0,0,0,0,0.16666667,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,62,2015,Ameet Bhaskar Satam,0,BJP,38,M.M.S.,,Yes,0,2012,560,0,,3236000,0.53933334,26,79,8,17,85,185,4,0.45,,K/W,59.022,61.465,55.112,56.549,56.447,56.707,56.244,56.192,57.134,53.765,55.09,50.715,54.584,51.732,4.5,4.5,69.67,69.445,59.65,67.06,,0,0,0,0,0,0,0.25,0,0.25,0.25,0,0,0,0,0.25,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,62,2016,Ameet Bhaskar Satam,0,BJP,39,M.M.S.,,Yes,0,2012,560,0,,5614731.5,0.4678943,12,74,1,18,6,10,1,0.45,,K/W,66.555,60.289,61.838,74.657,71.21,77.708,76.321,79.477,71.489,65.059,66.476,70,70.919,72.299,89.7,90.8,66.85667,76.295,68.39,71.53,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,62,2018,Changez Jamal Multani,0,IND,,,,,,2017,561,0,OBC,,,,,,,,,,,,,70.71,69.405,68.412,67.303,,71.118,72.616,75.055,70.732,55.013,55.283,59.785,61.534,48.871,0,76,58.85,50.2125,92.0375,33.0825,56.089,,,,,,,,,,,,,,,,,,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,63,2011,Adolf Victor D'souza,0,IND,,,,,,2007,562,0,,,,45,51,16,17,50,60,12,0.45,119,K/W,62.524,62.003,60.825,59.36,,61.577,59.62,61.217,59.17,59.239,58.118,58.755,59.627,58.528,,,,,60.295,,,0,0,0,0,0,0,0.41666666,0,0.083333336,0,0.083333336,0,0.33333334,0,0.083333336,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,63,2013,Dilip Ghanshyam Patel,0,BJP,61,HSC,,Yes,0,2012,563,0,,5563024,0.9271707,68,70,9,17,82,102,28,0.45,,K/W,74.118,74.588,70.313,74.548,73.951,75.761,74.296,85.121,74.745,74.141,76.249,74.007,74.31,72.674,1.4,8.3,84.683334,72.425,81.42,63.88,,0,0,0,0.25,0.071428575,0.035714287,0.071428575,0.035714287,0,0,0,0.035714287,0.10714286,0.10714286,0.10714286,0.035714287,0.14285715,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,63,2014,Dilip Ghanshyam Patel,0,BJP,62,HSC,,Yes,0,2012,563,0,,1.067E7,0.88916665,59,65,13,15,102,110,39,0.45,,K/W,66.606,52.291,45.69,61.161,63.311,62.647,62.568,63.028,58.285,48.831,45.132,48.068,55.53,51.336,0,37.6,47.293335,55.5575,58.845,55.3475,,0.07692308,0.051282052,0,0,0.102564104,0.025641026,0.35897437,0.025641026,0.025641026,0,0.07692308,0.025641026,0.07692308,0.051282052,0,0.051282052,0.051282052,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,63,2015,Dilip Ghanshyam Patel,0,BJP,63,HSC,,Yes,0,2012,563,0,,2656000,0.44266668,64,79,9,17,109,147,16,0.45,,K/W,66.689,41.499,40.769,76.501,61.451,79.472,78.762,80.668,69.821,42.177,47.292,55.624,64.115,64.3,77.6,90.4,53.19,72.69,77.715,70.385,,0.0625,0,0,0,0,0,0.3125,0.0625,0,0,0.125,0,0.25,0,0.125,0,0.0625,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,63,2016,Dilip Ghanshyam Patel,0,BJP,64,HSC,,Yes,0,2012,563,0,,6126346,0.51052886,52,74,10,14,79,95,20,0.45,,K/W,80.895,72.972,77.028,85.309,72.962,75.87,76.414,81.725,80.414,75.793,76.69,76.56,76.896,77.104,15.9,26.9,63.446667,75.8675,72.005,78.7925,,0.2,0,0,0,0.05,0.05,0,0.05,0,0,0,0,0.35,0,0.2,0.1,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,63,2018,Ranjana Ujwal Patil,1,BJP,56,SSC,,Yes,0,2017,564,1,W,5271574.5,0.87859577,78,102,18,18,9,14,5,0.45,,K/W,48.393,53.245,49.812,60.057,,67.408,69.721,81.118,79.373,46.176,63.461,75.576,74.895,70.406,0.4,39.4,41.63,44.8675,75.9725,76.81,33.745,0,0,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0.2,0.2,0,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,64,2011,Abdul Aziz Barudgar,0,INC,,,,,,2007,565,0,,,,18,51,9,17,2,14,1,0.45,121,K/W,66.61,63.164,63.083,62.974,,63.117,63.12,59.147,57.639,58.497,57.999,58.677,60.231,57.732,,,,,51.8025,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,64,2013,Bhavna Ameet Mangela,1,IND,35,HSC,,Yes,0,2012,566,1,?,3306420,0.55107,70,70,15,17,16,17,3,0.45,,K/W,56.557,54.698,46.121,72.12,59.392,79.459,83.039,79.663,74.549,41.146,51.818,53.729,54.625,54.143,1.3,34.6,65.753334,66.0125,60.405,63.5125,,0.33333334,0,0,0,0,0,0,0,0,0,0.33333334,0,0,0,0,0.33333334,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,64,2014,Bhavna Ameet Mangela,1,IND,36,HSC,,Yes,0,2012,566,1,?,8773000,0.73108333,63,65,13,15,12,15,4,0.45,,K/W,66.636,57.146,55.257,71.254,55.591,70.284,74.527,81.176,77.32,56.486,62.487,62.568,69.407,65.932,3.4,34.2,63.66,70.545,54.615,67.18,,0,0,0,0,0,0,0.25,0,0,0,0.5,0,0,0,0,0.25,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,64,2015,Bhavna Ameet Mangela,1,IND,37,HSC,,Yes,0,2012,566,1,?,3206000,0.53433335,74,79,17,17,24,40,7,0.45,,K/W,58.202,45.981,42.263,86.04,32.811,71.632,80.09,89.264,57.254,39.793,43.301,49.038,57.468,61.967,1.9,78.6,62.67,66.42,68.495,72.13,,0,0,0,0.14285715,0,0,0,0,0.14285715,0,0.14285715,0,0,0,0.2857143,0.14285715,0.14285715,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,64,2016,Bhavna Ameet Mangela,1,IND,38,HSC,,Yes,0,2012,566,1,?,6699248,0.5582707,71,74,18,18,17,31,7,0.45,,K/W,62.972,65.556,66.791,70.868,72.223,69.874,67.522,65.924,64.079,61.848,62.46,64.315,68.155,63.45,1.2,16,48.556667,69.1575,53.08,71.295,,0,0,0,0,0,0,0.42857143,0,0,0,0.14285715,0,0.14285715,0,0.14285715,0.14285715,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,64,2018,Shaheda Haroon Rashid Khan,1,SS,54,Upto Ninth,,Yes,0,2017,567,1,W,4963502,0.82725036,92,102,14,18,28,32,4,0.45,,K/W,74.315,66.309,74.236,74.601,,83.217,87.195,91.808,90.456,67.795,59.279,62.278,65.227,68.786,91.9,77.1,73.77333,37.005,73.825,72.34,70.608,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0.25,0,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,65,2011,Jayanti Jivabhai Siroya,0,INC,,,,,,2007,568,0,,,,43,51,15,17,13,31,1,0.45,121,K/W,77.847,72.142,77.369,72.908,,70.905,78.437,71.59,78.396,71.655,78.358,71.54,78.557,73.56,,,,,51.78,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,65,2013,Binita Mehul Vora,1,INC,32,B.Com,Diploma in Apparel Manufacture and Design,Yes,0,2012,569,1,W,4992849,0.8321415,61,70,12,17,9,19,3,0.45,,K/W,77.848,72.591,64.165,79.904,76.983,78.362,81.177,79.92,77.509,70.427,69.159,73.124,73.132,67.309,4,28.5,60.983334,81.7825,81.8625,80.65,,0,0,0,0,0,0,0.33333334,0,0,0,0.6666667,0,0,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,65,2014,Binita Mehul Vora,1,INC,33,B.Com,Diploma in Apparel Manufacture and Design,Yes,0,2012,569,1,W,1.1112E7,0.926,37,65,14,15,10,14,8,0.45,,K/W,66.397,53.552,51.153,64.8,63.181,66.784,70.02,77.565,74.449,53.583,52.714,62.24,67.797,63.151,8.9,22.5,51.43,63.23,58.805,69.6375,,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.125,0,0.125,0.25,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,65,2015,Binita Mehul Vora,1,INC,34,B.Com,Diploma in Apparel Manufacture and Design,Yes,0,2012,569,1,W,4123000,0.6871667,38,79,12,17,7,19,9,0.45,,K/W,55.219,41.86,47.357,54.227,44.593,71.013,74.525,83.328,71.823,46.146,43.458,56.222,64.676,55.499,5.1,67.5,72.136665,72.955,59.32,70.045,,0,0,0,0,0,0,0.22222222,0,0.22222222,0,0.11111111,0,0.44444445,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,65,2016,Binita Mehul Vora,1,INC,35,B.Com,Diploma in Apparel Manufacture and Design,Yes,0,2012,569,1,W,5035083,0.41959026,46,74,17,18,11,17,11,0.45,,K/W,73.884,61.552,71.356,81.943,80.577,88.437,84.376,92.324,88.053,63.679,63.991,70.681,71.259,69.9,8.7,46.6,62.13,81.39,75.5325,69.8525,,0,0,0,0,0.09090909,0,0.45454547,0,0,0,0.18181819,0,0.09090909,0,0.09090909,0.09090909,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,65,2018,Alpa Ashok Jadhav,1,INC,38,Post Graduate,,Yes,0,2017,570,1,OBC-W,3922393,0.6537322,49,102,7,18,10,16,24,0.45,,K/W,55.556,49.655,69.776,73.77,,68.335,70.288,76.185,73.282,51.101,52.443,56.36,67.221,62.063,10.5,30,63.833332,61.9,69.6825,78.5,58.925,0.041666668,0,0,0,0.125,0.125,0.125,0.041666668,0.041666668,0,0.125,0,0,0,0.29166666,0.083333336,0,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,66,2011,Ujjwala Shrikrushna Modak,1,BJP,,,,,,2007,571,1,W,,,35,51,5,15,0,0,2,0.58,126,K/E,52.323,55.526,57.838,57.949,,62.707,61.443,60.333,60.529,58.921,59.122,60.361,58.816,58.374,,,,,49.575,,,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,66,2013,Ujjwala Shrikrushna Modak,1,BJP,46,B.A.,,Yes,0,2012,572,0,,4372376.5,0.7287294,31,70,1,16,16,41,1,0.58,,K/E,54.954,42.255,47.296,63,45.002,67.894,75.867,83.119,80.884,57.961,55.36,65.011,64.597,65.793,42.9,57.8,64.87666,78.005,80.2925,76.9475,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,66,2014,Ujjwala Shrikrushna Modak,1,BJP,47,B.A.,,Yes,0,2012,572,0,,1.0249E7,0.85408336,23,65,1,16,1,4,1,0.58,,K/E,64.181,60.369,62.023,68.151,63.66,72.082,74.525,80.479,81.582,60.448,65.776,62.451,63.589,66.264,32.7,60.4,59.943333,72.615,62.71,69.8675,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,66,2015,Ujjwala Shrikrushna Modak,1,BJP,48,B.A.,,Yes,0,2012,572,0,,2558000,0.42633334,61,79,1,19,40,41,1,0.58,,K/E,64.519,53.325,47.674,72.872,57.237,72.703,74.7,84.947,81.326,53.025,53.31,61.252,71.467,69.297,42.6,59.7,64.58667,69.9975,64.735,70.7125,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,66,2016,Ujjwala Shrikrushna Modak,1,BJP,49,B.A.,,Yes,0,2012,572,0,,9191762,0.7659802,38,74,1,18,6,24,1,0.58,,K/E,95.471,89.821,91.018,93.794,88.054,89.537,88.897,93.803,92.224,84.439,81.205,79.904,83.327,82.51,20.4,25.9,74.69334,84.535,95.835,80.8325,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,66,2018,Meher Mohsin Haider,1,INC,48,HSC,,Yes,0,2017,573,1,W,4916629.5,0.8194383,80,102,14,18,30,39,25,0.45,,K/W,48.612,52.61,52.757,58.322,,61.243,63.182,54.856,62.349,60.806,50.837,52.166,63.846,39.632,32.9,11.6,51.456665,84.15,49.99,64.335,44.921,0,0.04,0,0.12,0.04,0,0.04,0,0.04,0,0.08,0,0,0,0.28,0.28,0.08,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,67,2011,Suresh Madhukar Gangan,0,SS,,,,,,2007,574,0,,,,41,51,11,15,0,0,2,0.58,125,K/E,52.686,51.798,52.86,52.967,,56.442,52.007,53.678,51.956,52.778,51.745,51.695,51.85,52.526,,,,,57.46,,,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,67,2013,Manjiri Gurunath Parab,1,SS,56,Ninth,,Yes,0,2012,575,1,W,5592202,0.93203366,67,70,15,16,8,19,3,0.58,,K/E,58.457,42.144,35.152,64.716,43.829,65.493,69.36,87.842,84.986,65.761,53.09,66.457,72.379,67.29,61.3,65.9,63.59667,72.0125,75.295,77.3,,0,0,0,0.6666667,0,0,0.33333334,0,0,0,0,0,0,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,67,2014,Manjiri Gurunath Parab,1,SS,57,Ninth,,Yes,0,2012,575,1,W,9650000,0.8041667,64,65,16,16,6,14,4,0.58,,K/E,68.12,67.856,60.584,74.576,70.48,77.826,76.945,84.578,77.254,60.178,60.47,64.024,65.629,68.149,16.9,35.2,48.656666,62.115,53.985,72.0775,,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,67,2015,Manjiri Gurunath Parab,1,SS,58,Ninth,,Yes,0,2012,575,1,W,3986000,0.66433334,68,79,16,19,5,19,2,0.58,,K/E,60.24,48.108,42.37,67.735,58.838,66.281,69.578,71.956,64.754,36.502,44.106,49.813,63.581,59.59,63.6,88.2,57.553333,67.3775,86.0875,62.095,,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,67,2016,Manjiri Gurunath Parab,1,SS,59,Ninth,,Yes,0,2012,575,1,W,7958665,0.6632221,66,74,18,18,8,17,13,0.58,,K/E,59.489,53.455,58.437,66.991,60.689,62.677,64.305,65.08,66.898,64.483,63.54,64.737,65.856,64.997,40.5,50.9,72.986664,82.1125,65.0525,74.14,,0.07692308,0,0,0.07692308,0,0,0.07692308,0,0,0,0.07692308,0,0.53846157,0,0.15384616,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,67,2018,Sudha Shambhunath Singh,1,BJP,55,Graduate,,Yes,0,2017,576,1,OBC-W,4719341,0.78655684,71,102,17,18,18,24,7,0.45,,K/W,60.087,42.498,48.305,59.025,,72.448,80.971,77.344,75.976,77.553,62.648,71.36,77.054,66.488,39.5,20.4,49.266666,66.3,77.7675,57.9325,72.857,0,0,0,0,0,0,0.14285715,0,0,0,0,0,0.2857143,0,0.42857143,0.14285715,0,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,68,2011,Ravindra Dattaram Waikar,0,SS,,,,,,2007,577,0,,,,26,51,1,15,33,60,5,0.58,119,K/E,55.325,49.801,50.703,50.551,,54.955,49.964,51.488,48.952,48.329,49.711,49.2,50.458,49.936,,,,,51.065,,,0.2,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,68,2013,Anant Bhiku Nar,0,SS,47,SSC,,Yes,11,2012,578,0,,4293203.5,0.7155339,70,70,16,16,29,29,50,0.58,,K/E,64.654,39.945,49.131,62.939,47.315,70.732,79.576,89.001,84.665,53.09,57.762,65.537,71.51,78.068,53.9,53.9,65.94334,81.775,73.695,72.9575,,0,0.04,0,0.12,0.06,0.04,0.28,0,0,0,0.06,0.02,0.22,0.02,0.14,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,68,2014,Anant Bhiku Nar,0,SS,48,SSC,,Yes,11,2012,578,0,,1.0293E7,0.85775,65,65,16,16,23,24,91,0.58,,K/E,64.113,59.583,69.132,72.975,64.084,77.197,79.367,80.74,77.886,60.447,56.439,48.611,57.76,63.631,21,36.2,52.33,63.37,46.665,74.8575,,0.07692308,0,0.010989011,0.021978023,0.010989011,0.021978023,0.18681319,0.010989011,0,0,0.054945055,0,0.043956045,0,0.4945055,0.032967035,0.032967035,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,68,2015,Anant Bhiku Nar,0,SS,49,SSC,,Yes,11,2012,578,0,,1490000,0.24833333,79,79,19,19,22,22,65,0.58,,K/E,57.342,41.435,43.569,52.933,48.114,68.277,65.369,82.604,71.643,48.388,45.905,50.761,59.677,58.474,46.3,62.2,65.71667,72.915,78.2925,64.1375,,0.10769231,0.015384615,0.015384615,0.015384615,0,0.06153846,0.36923078,0,0.015384615,0,0.06153846,0.03076923,0.10769231,0.015384615,0.16923077,0,0.015384615,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,68,2016,Anant Bhiku Nar,0,SS,50,SSC,,Yes,11,2012,578,0,,1.0226934E7,0.8522445,74,74,18,18,18,18,79,0.58,,K/E,86.99,74.541,75.775,86.487,76.384,79.377,79.899,84.852,86.695,66.71,66.289,69.389,72.828,68.339,5.2,23.7,63.576668,77.3175,83.9725,74.7425,,0.025316456,0.012658228,0,0,0,0,0.36708862,0.012658228,0,0,0.012658228,0,0.088607594,0,0.4177215,0.050632913,0.012658228,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,68,2018,Rohan Shashindra Rathod,0,BJP,33,Graduate,,Yes,1,2017,579,0,G,5383958,0.89732635,78,102,17,18,6,15,12,0.45,,K/W,52.043,59.359,63.443,69.588,,67.919,69.502,63.72,75.106,59.975,66.444,67.435,77.007,65.227,10.6,4.5,69.12666,69.2975,80.6175,59.4275,75.286,0,0.083333336,0,0,0,0,0.25,0,0.41666666,0,0.16666667,0,0,0,0,0.083333336,0,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,69,2011,Shailesh Dattaram Parab,0,SS,,,,,,2007,580,0,,,,28,51,15,15,10,27,4,0.58,119,K/E,69.945,68.337,66.602,71.181,,72.352,68.608,86.874,73.584,67.498,66.952,70.229,71.318,69.758,,,,,59.685,,,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.75,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,69,2013,Shivani Shailesh Parab,1,SS,35,SSC,,Yes,0,2012,581,1,W,4745510,0.79091835,63,70,14,16,15,17,1,0.58,,K/E,51.497,40.565,31.028,56.709,44.152,61.707,77.484,85.938,77.474,69.409,53.634,67.732,72.155,61.48,62.9,64.3,56.383335,73.24,69.68,55.9025,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,69,2014,Shivani Shailesh Parab,1,SS,36,SSC,,Yes,0,2012,581,1,W,1.0658E7,0.88816667,49,65,10,16,11,15,6,0.58,,K/E,69.918,58.814,49.324,65.415,51.953,67.431,70.455,79.115,82.813,62.253,63.522,51.676,53.467,60.876,34.9,52.4,58.836666,65.4725,65.275,68.8775,,0,0,0,0,0,0,0,0,0.16666667,0,0.33333334,0,0,0,0.5,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,69,2015,Shivani Shailesh Parab,1,SS,37,SSC,,Yes,0,2012,581,1,W,3513000,0.5855,62,79,13,19,14,21,7,0.58,,K/E,64.793,59.487,51.568,69.804,61.953,66.429,70.803,82.35,84.422,55.84,59.808,68.627,70.951,66.917,34.1,45.7,54.466667,61.64,81.735,66.7425,,0,0,0,0,0,0,0.14285715,0,0,0,0.14285715,0,0.71428573,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,69,2016,Shivani Shailesh Parab,1,SS,38,SSC,,Yes,0,2012,581,1,W,8485392,0.707116,62,74,12,18,9,14,10,0.58,,K/E,59.06,57.335,53.149,75.105,59.778,74.053,80.801,83.158,66.443,63.649,61.798,63.397,66.369,69.056,76.5,77.9,69.35333,71.3375,75.7125,61.63,,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.8,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,69,2018,Renu Kishorilal Bhasin,1,BJP,48,HSC,,Yes,0,2017,582,1,W,5410917,0.9018195,71,102,15,18,7,18,5,0.45,,K/W,74.048,59.772,58.184,77.412,,81.28,88.442,93.583,78.775,59.38,56.627,50.825,63.031,61.322,29.8,79.4,90.77333,32.3725,75.8875,65.52,74.599,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0,0,0,0.2,0,0,satisfaction_inverted,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,70,2011,Sabira Bi. Hassan Shaikh,1,INC,,,,,,2007,586,1,W,,,35,51,15,15,9,13,5,0.58,156,K/E,51.446,54.317,51.793,59.279,,59.647,52.426,90.701,65.768,51.411,55.08,53.826,58.771,56.588,,,,,99.34,,,0.2,0,0,0,0,0,0.2,0,0,0,0.6,0,0,0,0,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,70,2013,Bhalchandra Gangaram Ambure,0,MNS,42,SSC,,Yes,1,2012,587,0,,5160480,0.86008,65,70,14,16,23,29,3,0.58,,K/E,71.229,65.956,64.89,76.523,62.937,72.517,74.527,80.26,77.899,64.192,64.649,65.126,68.764,64.721,35.4,58.1,65.01,71.17,65.4325,72.515,,0,0,0,0,0,0.33333334,0,0,0,0,0.33333334,0,0,0,0.33333334,0,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,70,2014,Bhalchandra Gangaram Ambure,0,MNS,43,SSC,,Yes,1,2012,587,0,,9012000,0.751,56,65,11,16,94,134,14,0.58,,K/E,57.279,60.691,65.125,65.174,63.867,66.291,70.248,70.309,70.028,59.789,55.572,51.408,65.322,61.703,2.2,25.6,69.49,69.6225,71.2475,68.49,,0.071428575,0,0,0,0,0,0.14285715,0,0.071428575,0,0.071428575,0,0,0,0.5714286,0,0.071428575,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
Maharashtra,Brihanmumbai Municipal Corporation,70,2015,Bhalchandra Gangaram Ambure,0,MNS,44,SSC,,Yes,1,2012,587,0,,4304000,0.7173333,66,79,12,19,70,169,7,0.58,,K/E,62.866,54.112,64.629,74.048,60.279,72.781,77.668,81.436,68.968,63.633,62.228,61.644,69.575,65.217,19.1,48.9,70.60667,74.85,79.615,76.4225,,0.14285715,0,0,0.14285715,0,0,0,0,0,0,0,0,0,0,0.5714286,0.14285715,0,,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab
