year,ward_no,serial,candidate,party,party_local,votes,electorate,valid_votes,source_path
2012,25,15,Narma Mahendra Yadav,Samajvadi Party,Samajvadi Party,311,48918,22094,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,1,Ansari Fayajuddin Sharif Ahamad,republican party of india,republican party of india,217,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,2,Aavate Manoj Nivrutti,Bharip Bahujan Mahasangh,Bharip Bahujan Mahasangh,274,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,3,Chorage Govind Dhondu,MNS,Maharashtra Navnirman Sena,3318,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,4,Jivaji Namdev Lengare,rashtriya samaj paksh,rashtriya samaj paksh,616,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,5,Santosh Kerdev Mandlik,maharashtra parivartan sena,maharashtra parivartan sena,136,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,6,Mane Rajaram Ramchandra,janta dal (S),janta dal (S),31,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,7,Arunkumar K. Mishra,Bahujan Vikas Aaghadi,Bahujan Vikas Aaghadi,556,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,8,Sanjay Parshuram Raturi,IND,Apaksh,406,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,9,Raut Sudhir Manohar,IND,Apaksh,93,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,10,Repe Milind Shanker,IND,Apaksh,122,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,11,Dattaram Sunder Salvi,SS,shivsena,5595,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,12,Thakur Rakesh Singh,IND,Apaksh,115,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,13,Thakur Sagar Singh,INC,Indian National Congress,6426,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,14,Omprakash Pyarelal Sonar,bhartiya aavaj party,bhartiya aavaj party,72,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,15,Sunil Utamrav Thorat,shivrajya paksh,shivrajya paksh,301,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,16,Amarbahadur Hansraj Yadav,janta dal (u),janta dal (u),234,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,17,Yadav Brijesh Shripati,Samajvadi Party,Samajvadi Party,1374,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,26,18,Ravishanker Sobhnath Yadav,BSP,Bahujan Samaj Party,214,44025,20100,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,27,1,Gorule Arun Kisan,MNS,Maharashtra Navnirman Sena,2137,40897,17182,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,27,2,Maheshkumar Dhirajlal Mishtri,INC,Indian National Congress,2582,40897,17182,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,27,3,Mukesh Mishtri,BJP,bjp,12463,40897,17182,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,28,1,Babita Devidas Bhatkar,MNS,Maharashtra Navnirman Sena,1092,49905,21340,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,28,2,Uma Chandrashekharr,IND,Apaksh,1742,49905,21340,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,28,3,Prema Aadhya Pandey,IND,Apaksh,25,49905,21340,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,28,4,Tanuja Yashwant Raut,cpi,cpi,80,49905,21340,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,28,5,Hajrabegam Ali Hussain Shaikh,republican party of india (Democretic),republican party of india (Democretic),153,49905,21340,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,28,6,Madhu Shrivastav,BJP,bjp,3960,49905,21340,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,28,7,Singh Rajkumari Ravindra,prabudhya republican party,prabudhya republican party,91,49905,21340,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,28,8,Dr. Geeta Aashish Yadav,INC,Indian National Congress,5901,49905,21340,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,28,9,Yadav Kamladevi Kailas,BSP,Bahujan Samaj Party,3504,49905,21340,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,28,10,Yadav Shantidevi Kamlesh,Samajvadi Party,Samajvadi Party,4792,49905,21340,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,29,1,Ajit Bhandari,SS,shivsena,10298,45993,23485,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,29,2,Bhandari Ramesh Sukur,IND,Apaksh,576,45993,23485,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,29,3,Kishor Panjya Bhavar,BSP,Bahujan Samaj Party,404,45993,23485,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,29,4,Dilima Marythas,loksatta party,loksatta party,233,45993,23485,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,29,5,Renuka Pandurang Dive,IND,Apaksh,314,45993,23485,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,29,6,Dhanaji Pandurang Koli,IND,Apaksh,640,45993,23485,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,29,7,Hemant Jhipnthya Koli,MNS,Maharashtra Navnirman Sena,2644,45993,23485,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,29,8,Mekveen Hevan Mendis,IND,Apaksh,2199,45993,23485,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,29,9,Dr. Nakseen Dharma Natake,INC,Indian National Congress,5327,45993,23485,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,29,10,Jyoti Bajirav Patil,IND,Apaksh,235,45993,23485,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,29,11,Singh Beena Ramkuber,Samajvadi Party,Samajvadi Party,561,45993,23485,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,1,Siddhik Yusuf Ansari,Samajvadi Party,Samajvadi Party,2175,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,2,Dr. Bhatt Mukesh Narendra,IND,Apaksh,83,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,3,Chauvathe Satish Jaywant,MNS,Maharashtra Navnirman Sena,2465,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,4,Chinnpen Silharaj Raman,prabudhya republican party,prabudhya republican party,107,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,5,Selkumar Durrai,republican party of india,republican party of india,259,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,6,Shree. Ghadigaonker Vishwas Pandurang,SS,shivsena,4294,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,7,Baburav Kamble,IND,Apaksh,381,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,8,Khan Parvejh Abdul Hamid,BSP,Bahujan Samaj Party,156,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,9,Shree. Madhavkar Prakash Ramchandra,IND,Apaksh,1989,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,10,Mohammad Juber Siddhik,pees party,pees party,97,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,11,Ekbal Baban Mullla,IND,Apaksh,233,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,12,Shree. Sunder Sanyasi Nadar,AIADMK,AIADMK,1338,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,13,Patel Salim (Chaypatti),IND,Apaksh,200,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,14,Rizvi Sohel Asgar -(Bab,indian union muslim ling,indian union muslim ling,1269,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,15,Shree. Shaikh Akbar Aadam,janta dal (S),janta dal (S),208,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,16,Shree. Siyaj Iliyas Shaikh,INC,Indian National Congress,5269,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,17,Shaikh Yusuf Nurmohammad,IND,Apaksh,69,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,18,Maykal Shetty,IND,Apaksh,795,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,30,19,Anil Vishwakarma,IND,Apaksh,228,50785,21615,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,31,1,Parminder Ratansingh Bhamara,INC,Indian National Congress,5977,48528,18955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,31,2,(Tedi) Terens Alvin Disoza,MNS,Maharashtra Navnirman Sena,2227,48528,18955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,31,3,Naresh Nafesingh Dulgan,IND,Apaksh,87,48528,18955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,31,4,R. K. Gupta,BSP,Bahujan Samaj Party,304,48528,18955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,31,5,Kapildev Palduram Kadar,IND,Apaksh,153,48528,18955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,31,6,Ad. Kishor Narsingh Kamath,IND,Apaksh,189,48528,18955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,31,7,Prashant Vinayak Mankar,IND,Apaksh,158,48528,18955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,31,8,Raja P Naynar,AIADMK,AIADMK,712,48528,18955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,31,9,Jonthan Pinto,IND,Apaksh,166,48528,18955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,31,10,Narendra Rathod,BJP,bjp,4440,48528,18955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,31,11,Tejinder Satnam Tiwana,IND,Apaksh,4542,48528,18955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,32,1,Anadhya Prakash Mhatre,SS,shivsena,9372,47558,18797,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,32,2,Mathura Prashant Peerankar,INC,Indian National Congress,5051,47558,18797,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,32,3,Ad. Pragya Berake,MNS,Maharashtra Navnirman Sena,4374,47558,18797,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,33,1,Dr. Barot Ramnarayan Amtharam,BJP,bjp,9057,39460,18236,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,33,2,Bodake Ganesh Baban,IND,Apaksh,187,39460,18236,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,33,3,Farkase Mahesh Manohar,MNS,Maharashtra Navnirman Sena,5012,39460,18236,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,33,4,Yadav Kamlaprasad Dhaniram,INC,Indian National Congress,3980,39460,18236,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,34,1,Bharadkar Sudhir Tukaram,INC,Indian National Congress,7041,44404,24246,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,34,2,Bhave Arvind Ganpat,Bahujan Vikas Aaghadi,Bahujan Vikas Aaghadi,48,44404,24246,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,34,3,Dube Chandrashekhar Ramavadh,IND,Apaksh,1306,44404,24246,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,34,4,Gadkar Sunil Vishnu,IND,Apaksh,73,44404,24246,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,34,5,Gham Yanita Manohar,MNS,Maharashtra Navnirman Sena,3673,44404,24246,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,34,6,Gujar Sunil Daulat,SS,shivsena,9921,44404,24246,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,34,7,Jadhav Dheeraj Suresh,rashtrahit paksh,rashtrahit paksh,125,44404,24246,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,34,8,Kamat Vinayak Bhalchandra,IND,Apaksh,45,44404,24246,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,34,9,Mehra Laxmi Rajendrasingh,republican party of india (Democretic),republican party of india (Democretic),114,44404,24246,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,34,10,Rajbhar Bajrang Shanker,BSP,Bahujan Samaj Party,108,44404,24246,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,34,11,Rane Sucheta Sonu,IND,Apaksh,95,44404,24246,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,34,12,Thakur Shivaji Bhimsen,IND,Apaksh,1697,44404,24246,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,1,Bharadkar Vaibhav Hemant,IND,Apaksh,1275,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,2,Shamanath Ra. Chaube,IND,Apaksh,177,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,3,Dalavi Milind Mahadev,MNS,Maharashtra Navnirman Sena,2347,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,4,"Ghanbat , Popat Maruti",republican party of india (A),republican party of india (A),6544,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,5,Kamble Rangubai Dashrath,Bharip Bahujan Mahasangh,Bharip Bahujan Mahasangh,115,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,6,More Masaji Shanker,IND,Apaksh,44,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,7,Pandey Lalmani Babunandan,IND,Apaksh,218,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,8,Pawar Shailesh Bhauvasan,BSP,Bahujan Samaj Party,292,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,9,Rane Kishor Annaji,IND,Apaksh,69,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,10,Rathod Bhomsingh Heersingh,INC,Indian National Congress,7332,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,11,Reddy Laxman Mimray,IND,Apaksh,40,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,12,Singh Rakesh Rammurat,janta dal (S),janta dal (S),40,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,13,Tiwari Pankajkumar Rakeshwar,janta dal (u),janta dal (u),173,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,14,Yadav Santoshkumar Gulabchand,Samajvadi Party,Samajvadi Party,353,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,35,15,Yadav Sudhir Ramlochan,IND,Apaksh,265,38340,19278,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,1,Vinayak Rajaram Bhatade,janta dal (S),janta dal (S),115,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,2,Chauhan Vijay Kanhai,rashtriya samajvadi party (india),rashtriya samajvadi party (india),181,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,3,Ajit Bhausaheb Chavan,NCP,nationalist congress party,4920,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,4,Gupta Gopal Laxman,IND,Apaksh,531,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,5,Vitthal Sakharam Gurav,IND,Apaksh,38,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,6,Prashant Dashrath Kadam,SS,shivsena,6929,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,7,Vilas Kashiram Keluskar,all india krantikari congress,all india krantikari congress,84,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,8,Marampalli Chiranjivi Laxman,maharashtra parivartan sena,maharashtra parivartan sena,80,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,9,Panchal Vijay Kashinath,BSP,Bahujan Samaj Party,444,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,10,Rane Prakash Pandurang,MNS,Maharashtra Navnirman Sena,2791,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,11,Rane Vivek Dinker,IND,Apaksh,37,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,12,Aasha Chandrakant Rokade,Bharip Bahujan Mahasangh,Bharip Bahujan Mahasangh,154,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,13,Predeep Bhuramal Sharma,IND,Apaksh,537,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,14,Samsher Singh,IND,Apaksh,1187,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,15,Singh Satish Subedar,IND,Apaksh,387,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,16,Thorat Subhash Balvant,black panther,black panther,90,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,17,Santosh Rameshwar Tiwari,IND,Apaksh,201,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,36,18,Yadav Surendra Ramakant,Samajvadi Party,Samajvadi Party,1150,41880,19836,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,37,1,Deshmukh Jayashree Dinker,Bahujan Vikas Aaghadi,Bahujan Vikas Aaghadi,91,51872,26504,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,37,2,Sunita Gulab Kadare,IND,Apaksh,95,51872,26504,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,37,3,Shakuntala Shrirang Kamble,cpi,cpi,197,51872,26504,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,37,4,Aasha Raghunath Kothari,Samajvadi Party,Samajvadi Party,2932,51872,26504,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,37,5,Pratibha Prakash Mane,IND,Apaksh,501,51872,26504,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,37,6,Patel Juli Raman,INC,Indian National Congress,7406,51872,26504,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,37,7,Patil Manisha Sadashiv,SS,shivsena,10019,51872,26504,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,37,8,Randive Sangita Ganesh,BSP,Bahujan Samaj Party,305,51872,26504,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,37,9,Sarfare Manisha Jagannath,MNS,Maharashtra Navnirman Sena,4958,51872,26504,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,38,1,Auvan Sanjay Mane,IND,Apaksh,233,42816,22082,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,38,2,Naik Suchitra Suresh,BJP,bjp,5297,42816,22082,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,38,3,Madhavi Shantaram Pantoji,IND,Apaksh,110,42816,22082,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,38,4,Randive Sangita Ganesh,BSP,Bahujan Samaj Party,110,42816,22082,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,38,5,Ravrane Rupali Ajit,NCP,nationalist congress party,8611,42816,22082,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,38,6,Shaikh Yasmin Abdul Satar,Samajvadi Party,Samajvadi Party,1893,42816,22082,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,38,7,Shinde Pratibha Hemant,MNS,Maharashtra Navnirman Sena,5453,42816,22082,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,38,8,Versha Ishwar Shingane,maharashtra parivartan sena,maharashtra parivartan sena,175,42816,22082,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,39,1,Admane Rohina Javed,all india krantikari congress,all india krantikari congress,155,43812,20169,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,39,2,Bairagi Radha Ghagan,janta dal (S),janta dal (S),101,43812,20169,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,39,3,Dabhade Sumitra Kadhu,cpi,cpi,142,43812,20169,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,39,4,Dube Ramadevi Umavati,Samajvadi Party,Samajvadi Party,920,43812,20169,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,39,5,Gayatri Chandrabhama Tukaram,black panther,black panther,63,43812,20169,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,39,6,Gholap Kalpana Prashant,IND,Apaksh,1123,43812,20169,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,39,7,Gupta Uma Ramesh,IND,Apaksh,82,43812,20169,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,39,8,Parvati Arjun Jayswal,BSP,Bahujan Samaj Party,424,43812,20169,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,39,9,Dipika Ganpat Maladkar,IND,Apaksh,732,43812,20169,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,39,10,Palande Manisha Manohar,MNS,Maharashtra Navnirman Sena,2075,43812,20169,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,39,11,Patel Alimunnisa Ashfak,IND,Apaksh,481,43812,20169,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,39,12,Sayyad Ruksana Mahebub,IND,Apaksh,1176,43812,20169,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,39,13,Varise Sayali Sunil,SS,shivsena,5592,43812,20169,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,39,14,Yadav Tribha Rambujharat,INC,Indian National Congress,6123,43812,20169,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,1,Beg Nadimuddin Jafaryab,BSP,Bahujan Samaj Party,107,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,2,Bhekare Vilas Vishram,IND,Apaksh,42,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,3,Bhosale Ashok Ganpat,IND,Apaksh,97,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,4,Chendvankar Prakash Sakharam,IND,Apaksh,454,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,5,Dhanuka Subhash Omprakash,INC,Indian National Congress,3780,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,6,Gohil Kalpesh Chandulal,IND,Apaksh,116,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,7,Gupta Manarden Lalmani,IND,Apaksh,39,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,8,Kannure Shridhar Shanker,republican party of india (R.S.Gabai),republican party of india (R.S.Gabai),343,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,9,Marediya Ayub Yusuf,IND,Apaksh,57,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,10,Mudrale Nilesh Shantaram,MNS,Maharashtra Navnirman Sena,2084,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,11,Jitu Paradkar,IND,Apaksh,372,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,12,Ray Nagesh Hiriyadaka,IND,Apaksh,47,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,13,Sakhani Ahamad Haji,rashtrahit paksh,rashtrahit paksh,38,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,14,Sondagar Ahamad Jamal,IND,Apaksh,2662,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,15,Shah Dhairav Jethalal,Samajvadi Party,Samajvadi Party,1654,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,16,Shaikh Maksudaalam Nakir Ahamad,indian muslim congress party,indian muslim congress party,67,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,17,Sharma Gyanmurthi Ramchandra,BJP,bjp,7364,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,18,Shelake Jayantilal Keru,IND,Apaksh,41,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,19,Sonvane Mangala Subhash,black panther,black panther,46,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,40,20,Upadhyay Aman Ravishanker,IND,Apaksh,790,42773,20201,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,41,1,Ghot Suresh Rajbeer,IND,Apaksh,233,40422,20270,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,41,2,Chavan Sanjay Krushna,IND,Apaksh,25,40422,20270,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,41,3,Date Usha Hasmukh,IND,Apaksh,277,40422,20270,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,41,4,Gayakwad Dinesh Narayan,MNS,Maharashtra Navnirman Sena,1178,40422,20270,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,41,5,Mishra Rakesh Harishanker,Samajvadi Party,Samajvadi Party,114,40422,20270,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,41,6,Rakesh Pandya,IND,Apaksh,205,40422,20270,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,41,7,Shah Ayesh Suryakant,INC,Indian National Congress,4740,40422,20270,data/maharashtra/mumbai/2012_scanned_data.xlsx
