year,ward_no,candidate,symbol,gender,votes,won,incumbent,source_path
2002,130,Khan Yunus Mehabob,Hurricane Lamp,M,22,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Gayakawad Ashok Durgaji,Bus,M,159,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Gala Premjibhai Gelabhai,Bat,M,19,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Ghotalkar Ramesh Balkrushna,Kisan Driving Tractor,M,188,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Chotliya Balvant Dhanjibhai,Kite,M,651,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Chauhan Shantilal Motilal,Bungalow,M,449,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Naik Suchitra Suresh,Lotus,F,2063,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Padiya Sunita Vinod,Sewing Machine,F,47,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Prajapti Kokilaben Rameshbhai,Jug,F,133,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Badekar Deelip Keshav,Ring,M,386,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Bhoye Ramchandra Janu,Gas Cylinder,M,1912,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Mohite Rakesh Vasant,Chair,M,81,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Yadav Rajkumar Jiyaram,rising Sun,M,765,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Ravarane Ajit Balkrushna,Clock,M,1536,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Late Dharmendra Mahadev,Aeroplane,M,104,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Vaidya Pradip Ramakant,Camera,M,70,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Shetty Padmnabh Timayya,Road Roller,M,533,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Shelar Nagesh Mahipatrav,Battery Torch,M,499,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Singh Anand Badur Shambunath,Flaming Torch,M,193,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Singh Lalchand Raghunath,Car,M,620,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Shristav Satyiendra,Bicycle,M,837,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Hingu Mahendra Babubhai,Railway Engne,M,844,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,130,Kshirsagar Sanjay Namdev,Coconut,M,270,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,131,Pawar Anusaya Anant,Han,F,8703,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,131,Badagale Rajashree Shivram,Coconut,F,2433,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,131,Mahadeshwar Anita Atmaram,Clock,F,859,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,131,Surve Reena Rajendra,Bow and Arrow,F,10373,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,132,Gupta Ajitkumar Ramdhani,Bicycle,M,300,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,132,Chanda Narendra Harivansh,Railway Engne,M,450,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,132,Doshi Girish Manilal,Flaming Torch,M,856,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,132,Patel Ramesh Ravajibhai,Clock,M,886,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,132,Barot Rajendra Udasinh,Aeroplane,M,460,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,132,Barot Dr. Ramanarayan Atmaram,Lotus,M,4465,L,1,data/maharashtra/mumbai/BMC 2002.xls
2002,132,Bhosale Sunil Gajanath,Lock and Key,M,932,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,132,Sharma Kailash Chiranjilal,Hand,M,2346,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,133,Jadhav Sunil Mukariya,Kit,M,89,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,133,Patel Diksha Jagdish,Lotus,F,4442,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,133,Baloch Salim Usman,Bicycle,M,1493,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,133,Yadav Kamlaprasad Dhaniram,Hand,M,4145,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,133,Shirke Meena Ram,Bungalow,F,447,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,133,Shendge Adnyan Bandu,Clock,M,1194,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,134,Ingole Ajay Kisan,Clock,M,2238,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,134,Dhiya Jayashri Tarun,Hand,F,3466,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,134,Mhatre Angha Prakash,Bow and Arro,F,5563,W,1,data/maharashtra/mumbai/BMC 2002.xls
2002,134,Yadav Umashankar Mukhi,Bicycle,M,980,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,135,Keni Chandrakant Jayaram,Clock,M,1127,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,135,Koli Sunil Narayan,Hand,M,5581,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,135,Patil Parshuram Khanderav,Bow and Arrow,M,6275,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Arora Ramsaran Lokuram,Shuttle,M,10,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Almelkar Salma Salim,Chair,F,1663,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Istichar Nura Mohammed,Car,M,27,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Upade Vindo Vasant,Elephant,M,90,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Kureshi Jamila Khatun,Bus,F,95,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Khan Firoz Khalid,Bungalow,M,36,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Khan Rashida Abdul Razaq,Flaming Torch,F,41,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Khan Rasul Gulam,Ladder,M,147,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Garud Santosh Gopal,Aeroplane,M,195,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Gresheas Astin Markus,Kite,M,1187,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Nakvi Kanu Miran,Television,F,68,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Pathan Iqbal Thomas,Table Lamp,M,1140,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,M. Ibrahim Thomas,Hand Pump,M,470,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Marchant Ali Mahammed,Clock,M,1477,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Malik Aliaudhin Hafijaudhin,Hand,M,2268,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Mentis Avin Ansil,Lotus,M,1644,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Siddique Vasim Ahmed,Railwlay Engine,M,284,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Shinde Sunil Hiraman,Axe,M,544,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Shaikh Mohamad Yasim Salim,Electric Poll,M,481,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Shaikh Aslam Ramazanali,Bicycle,M,4345,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Shaikh Sabera Akbar,Coat,F,36,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,136,Sindhi Kiran Hari,Bat,M,68,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Almelkar Salma Salim,Bungalow,F,53,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Kishe Vikas Pandurang,Whistle,M,1001,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Keni Deelip Raghunath,Kite,M,3540,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Koli Kiram Mahadev,Basket,M,989,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Gupta Dinesh Harishchandra,Batsman,M,412,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Patil Ashish Vamanrav,Hand,M,3983,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Pedade Jorem Paskel,Candles,M,1121,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Bhave Motiram Govind,Kisan Drivng Tractor,M,797,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Bhandri Ganesh Lalku,Bow and Arrow,M,4287,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Masurkar Parshuram Datta,Aeroplane,M,149,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Vade Harishchandra Ravji,Cot,M,20,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Shaikh Alimuddin Fakaroddin,Table Lamp,M,141,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Shaikh Gausiya Begum Allahbux,Sewng Machine,F,77,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Shaikh Tabssum Faruq Aazam,Ladder,F,1012,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Sayyad Ruksana Ahmed,Bicycle,F,2509,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,137,Saklhat Vinod Bijal,Electric Poll,M,51,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,138,Indulkar Rajeshwar Dattaram,Lock and Key,M,703,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,138,Kaslak Sitaram Keshav,Whistle,M,58,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,138,Gupta Ashok Kuunjlal,Celing Fan,M,82,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,138,D'Souza Terence,Book,M,553,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,138,Nadar Rajamani Adonosorimutu,Clock,M,12,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,138,Nadar Mujgesh Narayan,Kisan Driving Tractor,M,1853,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,138,Brito Anthoni Rozhario,Bow and Arrow,M,3585,L,1,data/maharashtra/mumbai/BMC 2002.xls
2002,138,Mendes Anthoni John,Candles,M,119,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,138,Shabanakar Satish Tipanna,Bicycle,M,686,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,138,Shaikh Banu Raffiq,Table Lamp,F,19,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,138,Saraf Shivkumar Shyamsundar,Ladder,M,81,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,138,Singh Satnam,Hand,M,7029,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,139,Gamre Sunil Tukaram,Lock and Key,M,784,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,139,Joshi Chandrakant Ramchandra,Candles,M,185,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,139,Thakkar Ashok Ishwar,Bicycle,M,224,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,139,Desai Yashvantrav Shankarav,Flaming Torch,M,204,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,139,Bareto Barthol Anthoni,Hat,M,921,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,139,Mataliya Deepak Suraykant,Bat,M,594,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,139,Mudliyar Chinnaswami Rajendra,Kite,M,6,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,139,Mehta Parul Pinkin,Lotus,F,5649,W,1,data/maharashtra/mumbai/BMC 2002.xls
2002,139,Mehavani Sunil Kishanchand,Toffee,M,4,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,139,Ridalan Suresh Ramkumar,Elephant,M,25,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,139,Lobo Rozi Luis,Book,F,564,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,139,Sodha Nanubhai Nagindas,Hand,M,4314,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,139,Handriks Ralfa John,Aeroplane,M,39,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,140,Kotecha Pankaj Babubhai,Clock,M,1756,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,140,Gupta Vijerav Ramraj,Bicycle,M,272,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,140,Zalte Jagdish Vamanrav,Kite,M,233,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,140,Tambitkar Anant Ganpat,Bungalow,M,164,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,140,Parekh Trambaklal Nanalal,Hand,M,4041,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,140,Sagar Yogesh Amrutlal,Lotus,M,7547,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,141,Gupta Premlata Jagdishchandra,Book,F,2213,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,141,Panchal Mandakini Nathuram,Chair,F,62,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,141,Bhatkar Babita Devidas,Aeroplane,F,488,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,141,Makadiya Anita Haresh,Coconut,F,1835,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,141,Yadav Indravati Raghunath,Lotus,F,2234,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,141,Yadav Bimla Achhelal,Bicycle,F,3579,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,141,Yadav Shantidevi Kamaleshkumr,Hand,F,8390,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,141,Vairagade Kalpana Banduji,Kite,F,223,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,142,Kavandar Kunni Kristo,Hand Pump,F,581,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,142,Gavandi Nandini Namdev,Letter Box,F,437,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,142,Gudekar Shubhada Subhash,Bow and Arrow,F,5436,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,142,Chatrivala Sakiyabi Abdul Razaq,Chair,F,37,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,142,Dungarni Punam Mukesh,Railway Engine,F,34,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,142,Tiwari Kala Ramnihor,Hand Pump,F,3138,,0,data/maharashtra/mumbai/BMC 2002.xls
2002,142,Tiwari Punam Krupashankar,Kite,F,177,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,142,Patil Vidya Vinayak,Clock,F,5390,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,142,Yadav Pramila Kailash,Lock and Key,F,459,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,142,Vaje Lata Vijay,Aeroplane,F,25,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,142,Shaikh Shakira Khatun Takiyuddin,Bungalow,F,195,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,142,Shrivastav Madhu Radheshyam,Bicycle,F,1168,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,142,Shrivastav Hira Kedarnath,Hurricane Lamp,F,47,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,142,Sayyad Rashida Vajhir,Sewing Machine,F,620,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,143,Kasavakar Ashok Sambaji,Clock,M,1556,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,143,Khavle Bajirav Abaji,Railway Engine,M,226,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,143,Girkar Shailaja Vijay,Lotus,F,6573,W,1,data/maharashtra/mumbai/BMC 2002.xls
2002,143,Gupta Kapurchand Durga,Ears of Corn and Sickle,M,185,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,143,Gupta Rakesh Ramanarayan,Sewing Machine,M,289,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,143,Ghadshi Suryakant Anant,Bungalow,M,596,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,143,Bhat Mahesh Bhavanishankar,Hand,M,4785,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,143,Modkar Prabhanand Ramchandra,Bus,M,1646,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,143,Yadav Baldev Banvari,Bicycle,M,101,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,143,Rajput Suresh Amrulal,Walking Stick,M,109,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,143,Vairagade Bandu Vithobaji,Kite,M,20,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,143,Sarkar Sidharth Ashok,Battery Torch,M,277,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,143,Singh Ajay Pratap Balaram,Aeroplane,M,229,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,144,Talreja Jyoti Prakash,Hand,F,1802,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,144,Bhosle Uma Prakash,Sewing Machine,F,414,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,144,Malkan Darshana Yogesh,Bungalow,F,343,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,144,More Singhu Purushottam,Clock,F,3861,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,144,Shelar Sujata Shridhar,Bow and Arrow,F,6546,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Chaudhary Tripurari Parshuram,Bungalow,M,69,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Jangam Bhaskar Vithoba,Kite,M,1029,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Jangam Sanjay Narayan,Cup and Saucer,M,8,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Zha Bhogendra Krushakant,Bus,M,111,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Zha Shivkumar Basukinath,Lotus,M,4346,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Zha Sushil Bhukhan,Ring,M,312,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Desai Smita Ravindra,Ceiling Fan,F,459,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Dodiya Barkal Babubhai,Batsman,M,462,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Pande Rajendra Pratap,Bicycle,M,262,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Bobade Prabhakar Shripat,Sewng Machine,M,497,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Madaswami Saloraj,Car,M,23,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,More Manohar Lakshman,gas Cylnder,M,173,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Yadav Shivprasad Upendra,Hurricane Lamp,M,72,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Lanke Rajkumar Maruti,Road Roller,M,89,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Sawant Ashok Vasudev,Ralway Engine,M,5898,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Surve Shankar Tanaji,Aeroplane,M,171,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Singh Mahendra Satyanarayan,Clock,M,2693,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Singh Vinodkumar Rajeshwar,Axe,M,4,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,145,Singh Shivsahay Hanumanprasad,Hand,M,4910,L,1,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Adavale Ramchandra Madhavrav,Kite,M,2443,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Aditdravid Anthoni Luis,Candles,M,1097,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Karale Dattatray Vamanrav,Aeroplane,M,110,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Kokane Jaysingh Tukaram,Coconut,M,1837,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Gadge Bharti Vinayak,Elephant,F,98,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Choube Tarashankar Baijanth,Hand,M,4014,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Chauhan Ramsevak Ramdhani,Flaming Torch,M,394,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Tandan Bhupendrakumar Mulchand,Ceiling Fan,M,22,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Tetme Baban Shankar,Cup and Saucer,M,85,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Patil Narayan Changa,Television,M,400,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Pangagale Bharti Ram,Clock,F,3103,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Bhalerav Gulab Shankar,Bungalow,F,478,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,More Dattatray Vithal,Table,M,1072,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,More Bhagavan Dagdu,Diesel Pump,M,25,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Mourya Mahendra Pyarelal,Car,M,148,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Yadav Bilgu Bihari,Bus,M,1996,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Rajput Hirasingh Gabbarsingh,Book,M,76,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Vitkar Dattaram Digambar,Road Roller,M,771,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Salvi Dattaram Sundar,Stool,M,3728,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Siddiqui Mustafa Mehbubali,Axe,M,70,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Sonavane Sanjany Shivdas,Bicycle,M,73,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Singh Arun Parmanand,Lock and Key,M,204,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Sinh Deepakkumar Musaphir,Bow and Arrow,M,2384,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Sinh Indrajeet Ramashram,Chair,M,1059,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,146,Sinh Sanjay Ramavatar,Sewing Machne,M,237,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,147,Kadam Sadanand Gangaram,Bow and Arrow,M,6271,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,147,Karande Vijay Ramchandra,Kite,M,85,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,147,Kale Shivram Rajaram,Sewing Machine,M,407,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,147,Gajaskosh Rambhau Pandurang,Aeroplane,M,1792,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,147,Thakur Rameshsingh Ramnarayan,Hand,M,15735,L,1,data/maharashtra/mumbai/BMC 2002.xls
2002,147,Tavare Tushar Chintamani,Coat,M,25,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,147,Date Depak Mahadev,Coconut,M,842,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,147,Barot Dhirajlal Amrutlal,Clock,M,824,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,147,Borade Tukaram Baburav,Axe,M,38,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,147,Malik S. Sabir,Bicycle,M,260,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,147,Yadav Vimla Rajendra,Hand Pump,F,278,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,147,Yadav Sudamprasad Badri,Bus,M,214,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,147,Rohimal Vilas Asaram,Bungalow,M,558,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,147,Sakpal Sanjay Vishwnath,Elephant,M,175,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,148,Kadam Sangita Madhukar,Aeroplane,F,501,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,148,Gupta Simla Rajnath,Elephant,F,58,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,148,Manjrekar Shaileja Ganpat,Hand,F,2743,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,148,Shinde Sharmila Suresh,Bow and Arrow,F,6456,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,148,Surve Shital Ramakant,Clock,F,1477,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,148,Haji Nimmi Abdul Gaffur,Sewing Machine,F,175,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,149,Patil Rekha Tukaram,Coconut,F,2377,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,149,Mishri Manjulaben Ashok,Clock,F,999,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,149,Rathod Neela Kannubhai,Lotus,F,3266,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,149,Shah Pooja Manish,Hand,F,6565,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,150,Gangurde Kusum Hiraman,Lock and Key,F,504,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,150,Ray Bhanumati Jayprakash,Axe,F,25,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,150,Satam Harshvina Harishandra,Bow and Arrow,F,7752,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,150,Satpute Sulochana Mahipati,Elephant,F,58,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,150,Salvi Jyoti Deepak,Bat,F,375,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,150,Singh Sushiladevi Vidhardhi,Hand,F,6097,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,151,Khursange Bhaskar Namdev,Clock,M,5604,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,151,Gupta Sambunath Ramkrushna,Hand,M,2465,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,151,Dahale Sunil Dattatray,Bow and Arrow,M,8717,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,151,Narvekar Pandurang Gangaram,Axe,F,3256,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,152,Kamat Meera Sadanand,Battery Torch,F,100,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,152,Khanvilkar Subhash Parshuram,Coconut,M,154,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,152,Joshi Mukund Rameshkumar,Clock,M,586,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,152,Thakkar Rajendra Javerilal,Book,M,100,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,152,Shah Pravin Tokarsi,Hand,M,3697,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,152,Shetty Gopal,Lotus,M,11624,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,153,Kamat Meera Sadanand,Battery Torch,F,29,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,153,Jire Govind Barku,Television,M,78,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,153,Naik Bharat Vithal,Kite,M,12,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,153,Narkar Harish Sakharam,Letter Box,M,800,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,153,Pawar Sonu Shankar,Aeroplane,M,121,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,153,Prajapati Munnalal Gajraj,Bus,M,78,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,153,Prabhu Pandurang Pundlik,Hand,M,3070,L,0,data/maharashtra/mumbai/BMC 2002.xls
