state,year,district,block,gram_panchayat,ward_no,tier,reservation,caste_reservation,woman_reserved,ward_count,ocr_repaired,reservation_raw,script,source_path,source_page,source_pdf
Andhra Pradesh,2020,East Godavari,Addateegala Addateegala,Addateegala Addateegala,1,ward,ST Other than Woman,ST,0,74,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Addateegala,Addateegala Addateegala,2,ward,Woman,NONE,1,74,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Addateegala,Addateegala Addateegala,3,ward,ST Other than Woman,ST,0,74,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Addateegala,Addateegala Addateegala,4,ward,ST Other than Woman,ST,0,74,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Addateegala,Addateegala Addateegala,5,ward,ST Other than Woman,ST,0,74,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Addateegala,Addateegala Addateegala,6,ward,Other than Woman,NONE,0,74,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Addateegala,Addateegala Addateegala,7,ward,Woman,NONE,1,74,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Addateegala,Addateegala Addateegala,8,ward,Other than Woman,NONE,0,74,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Addateegala,Addateegala Addateegala,9,ward,Other than Woman,NONE,0,74,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Addateegala,Addateegala Addateegala,10,ward,Woman,NONE,1,74,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala theemudupakalu,Addateegala theemudupakalu,1,ward,ST Woman,ST,1,8,0,ST(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala theemudupakalu,Addateegala theemudupakalu,2,ward,ST Other than Woman,ST,0,8,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala theemudupakalu,Addateegala theemudupakalu,3,ward,ST Other than Woman,ST,0,8,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala theemudupakalu,Addateegala theemudupakalu,4,ward,Other than Woman,NONE,0,8,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala theemudupakalu,Addateegala theemudupakalu,5,ward,ST Other than Woman,ST,0,8,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala theemudupakalu,Addateegala theemudupakalu,6,ward,ST Woman,ST,1,8,1,ST{W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Bodlanka sr(w) 8,Addateegala Bodlanka sr(w) 8,1,ward,ST Woman,ST,1,,0,ST(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Bodlanka sr(w) 8,Addateegala Bodlanka sr(w) 8,2,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Bodlanka sr(w) 8,Addateegala Bodlanka sr(w) 8,3,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Bodlanka sr(w) 8,Addateegala Bodlanka sr(w) 8,4,ward,Woman,NONE,1,,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Bodlanka sr(w) 8,Addateegala Bodlanka sr(w) 8,5,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Bodlanka sr(w) 8,Addateegala Bodlanka sr(w) 8,6,ward,ST Woman,ST,1,,0,ST(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala D. theemavaram 10 sr(w) sr(w) sr(w),Addateegala D. theemavaram 10 sr(w) sr(w) sr(w),1,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala D. theemavaram 10 sr(w) sr(w) sr(w),Addateegala D. theemavaram 10 sr(w) sr(w) sr(w),2,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala D. theemavaram 10 sr(w) sr(w) sr(w),Addateegala D. theemavaram 10 sr(w) sr(w) sr(w),3,ward,ST Woman,ST,1,,0,ST(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala D. theemavaram 10 sr(w) sr(w) sr(w),Addateegala D. theemavaram 10 sr(w) sr(w) sr(w),4,ward,ST Other than Woman,ST,0,,1,5T ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala D. theemavaram 10 sr(w) sr(w) sr(w),Addateegala D. theemavaram 10 sr(w) sr(w) sr(w),5,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala D. theemavaram 10 sr(w) sr(w) sr(w),Addateegala D. theemavaram 10 sr(w) sr(w) sr(w),6,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala D. Ramavaram sr(w) 10,Addateegala D. Ramavaram sr(w) 10,1,ward,ST Other than Woman,ST,0,,1,5T ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala D. Ramavaram sr(w) 10,Addateegala D. Ramavaram sr(w) 10,2,ward,ST Other than Woman,ST,0,,1,5T ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala D. Ramavaram sr(w) 10,Addateegala D. Ramavaram sr(w) 10,3,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala D. Ramavaram sr(w) 10,Addateegala D. Ramavaram sr(w) 10,4,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala D. Ramavaram sr(w) 10,Addateegala D. Ramavaram sr(w) 10,5,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,AddateeBala Dakodu,AddateeBala Dakodu,1,ward,ST Other than Woman,ST,0,8,1,5T ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,AddateeBala Dakodu,AddateeBala Dakodu,2,ward,ST Woman,ST,1,8,0,ST(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,AddateeBala Dakodu,AddateeBala Dakodu,3,ward,ST Other than Woman,ST,0,8,1,5T ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,AddateeBala Dakodu,AddateeBala Dakodu,4,ward,Other than Woman,NONE,0,8,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,AddateeBala Dakodu,AddateeBala Dakodu,5,ward,ST Other than Woman,ST,0,8,0,ST,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,1,ward,Woman,NONE,1,,1,uR{w),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,2,ward,Woman,NONE,1,,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,3,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,4,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,5,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,6,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,7,ward,ST Woman,ST,1,,0,ST(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,8,ward,ST Other than Woman,ST,0,,1,5T ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,9,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,10,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,11,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,12,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,13,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,14,ward,Woman,NONE,1,,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,15,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,16,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Konalova sr(w) 10,Addateegala Konalova sr(w) 10,17,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Rayapalli,Addateegala Rayapalli,1,ward,ST Other than Woman,ST,0,10,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Rayapalli,Addateegala Rayapalli,2,ward,ST Woman,ST,1,10,0,ST(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Rayapalli,Addateegala Rayapalli,3,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Rayapalli,Addateegala Rayapalli,4,ward,Woman,NONE,1,10,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Rayapalli,Addateegala Rayapalli,5,ward,ST Other than Woman,ST,0,10,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Rayapalli,Addateegala Rayapalli,6,ward,ST Other than Woman,ST,0,10,0,ST,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Somannapalem,Addateegala Somannapalem,1,ward,ST Other than Woman,ST,0,8,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Somannapalem,Addateegala Somannapalem,2,ward,ST Other than Woman,ST,0,8,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Somannapalem,Addateegala Somannapalem,3,ward,Other than Woman,NONE,0,8,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Somannapalem,Addateegala Somannapalem,4,ward,ST Other than Woman,ST,0,8,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Somannapalem,Addateegala Somannapalem,5,ward,ST Woman,ST,1,8,0,ST(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Thimmapuram sr(w) 10 sr(w),Addateegala Thimmapuram sr(w) 10 sr(w),1,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Thimmapuram sr(w) 10 sr(w),Addateegala Thimmapuram sr(w) 10 sr(w),2,ward,Woman,NONE,1,,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Thimmapuram sr(w) 10 sr(w),Addateegala Thimmapuram sr(w) 10 sr(w),3,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Thimmapuram sr(w) 10 sr(w),Addateegala Thimmapuram sr(w) 10 sr(w),4,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Thimmapuram sr(w) 10 sr(w),Addateegala Thimmapuram sr(w) 10 sr(w),5,ward,Woman,NONE,1,,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Thimmapuram sr(w) 10 sr(w),Addateegala Thimmapuram sr(w) 10 sr(w),6,ward,ST Woman,ST,1,,0,ST(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Thimmapuram sr(w) 10 sr(w),Addateegala Thimmapuram sr(w) 10 sr(w),7,ward,ST Other than Woman,ST,0,,1,5T ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Thimmapuram sr(w) 10 sr(w),Addateegala Thimmapuram sr(w) 10 sr(w),8,ward,ST Woman,ST,1,,0,ST(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Thungamadugula,Addateegala Thungamadugula,1,ward,Woman,NONE,1,10,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Thungamadugula,Addateegala Thungamadugula,2,ward,ST Other than Woman,ST,0,10,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Thungamadugula,Addateegala Thungamadugula,3,ward,ST Other than Woman,ST,0,10,1,5T ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Thungamadugula,Addateegala Thungamadugula,4,ward,ST Other than Woman,ST,0,10,1,5T ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Thungamadugula,Addateegala Thungamadugula,5,ward,ST Other than Woman,ST,0,10,1,5T ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Thungamadugula,Addateegala Thungamadugula,6,ward,Other than Woman,NONE,0,10,0,UR,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Veeravaram,Addateegala Veeravaram,1,ward,ST Other than Woman,ST,0,8,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Veeravaram,Addateegala Veeravaram,2,ward,ST Other than Woman,ST,0,8,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Veeravaram,Addateegala Veeravaram,3,ward,ST Other than Woman,ST,0,8,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Veeravaram,Addateegala Veeravaram,4,ward,ST Other than Woman,ST,0,8,0,ST,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Vetamamidi sr(w),Addateegala Vetamamidi sr(w),1,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Vetamamidi sr(w),Addateegala Vetamamidi sr(w),2,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Vetamamidi sr(w),Addateegala Vetamamidi sr(w),3,ward,ST Other than Woman,ST,0,,0,ST,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Yellavaram sr(w) 10,Addateegala Yellavaram sr(w) 10,1,ward,Woman,NONE,1,,0,uR(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Yellavaram sr(w) 10,Addateegala Yellavaram sr(w) 10,2,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Yellavaram sr(w) 10,Addateegala Yellavaram sr(w) 10,3,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Yellavaram sr(w) 10,Addateegala Yellavaram sr(w) 10,4,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Yellavaram sr(w) 10,Addateegala Yellavaram sr(w) 10,5,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Addateegala Yellavaram sr(w) 10,Addateegala Yellavaram sr(w) 10,6,ward,ST Other than Woman,ST,0,,0,ST ,latin,data/ap/2020_res_gp/est_res_gp.pdf,10,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli 74,Ainavilli Ainavilli 74,1,ward,SC Other than Woman,SC,0,,0,SC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli 74,Ainavilli Ainavilli 74,2,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli 74,Ainavilli Ainavilli 74,3,ward,SC Other than Woman,SC,0,,0,sc ,latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli 74,Ainavilli Ainavilli 74,4,ward,Woman,NONE,1,,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli 74,Ainavilli Ainavilli 74,5,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli 74,Ainavilli Ainavilli 74,6,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli 74,Ainavilli Ainavilli 74,7,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli 74,Ainavilli Ainavilli 74,8,ward,SC Other than Woman,SC,0,,0,sc ,latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli 74,Ainavilli Ainavilli 74,9,ward,Woman,NONE,1,,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli 74,Ainavilli Ainavilli 74,10,ward,Woman,NONE,1,,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli 74,Ainavilli Ainavilli 74,11,ward,SC Woman,SC,1,,0,sc(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli 74,Ainavilli Ainavilli 74,12,ward,SC Other than Woman,SC,0,,0,sc ,latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli 74,Ainavilli Ainavilli 74,13,ward,SC Woman,SC,1,,0,sc(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli 74,Ainavilli Ainavilli 74,14,ward,SC Woman,SC,1,,0,sc(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli lanka,Ainavilli Ainavilli lanka,1,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli lanka,Ainavilli Ainavilli lanka,2,ward,Woman,NONE,1,10,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli lanka,Ainavilli Ainavilli lanka,3,ward,Woman,NONE,1,10,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli lanka,Ainavilli Ainavilli lanka,4,ward,SC Woman,SC,1,10,0,sc(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli lanka,Ainavilli Ainavilli lanka,5,ward,SC Woman,SC,1,10,0,sc(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli lanka,Ainavilli Ainavilli lanka,6,ward,SC Other than Woman,SC,0,10,0,SC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli lanka,Ainavilli Ainavilli lanka,7,ward,SC Woman,SC,1,10,0,sc(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli lanka,Ainavilli Ainavilli lanka,8,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli lanka,Ainavilli Ainavilli lanka,9,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Ainavilli lanka,Ainavilli Ainavilli lanka,10,ward,SC Other than Woman,SC,0,10,0,sc,latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Ainavilli Chintanalanka,Ainavilli Chintanalanka,1,ward,SC Woman,SC,1,10,0,sc(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,11,est_res_gp.pdf
