state,year,district,block,gram_panchayat,ward_no,tier,reservation,caste_reservation,woman_reserved,ward_count,ocr_repaired,reservation_raw,script,source_path,source_page,source_pdf
Andhra Pradesh,2020,East Godavari,Alamuru,"GUMMILER(,",22,ward,BC Other than Woman,BC,0,10,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,"GUMMILER(,",23,ward,BC Other than Woman,BC,0,10,1,8C ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,"GUMMILER(,",24,ward,BC Other than Woman,BC,0,10,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,"GUMMILER(,",25,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,"GUMMILER(,",26,ward,BC Woman,BC,1,10,0,Bc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,"GUMMILER(,",27,ward,BC Woman,BC,1,10,0,Bc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,"GUMMILER(,",28,ward,SC Woman,SC,1,10,0,sc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MADIKI,1,ward,BC Other than Woman,BC,0,74,1,8C ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MADIKI,2,ward,Other than Woman,NONE,0,74,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MADIKI,3,ward,Woman,NONE,1,74,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MADIKI,4,ward,Other than Woman,NONE,0,74,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MADIKI,5,ward,SC Woman,SC,1,74,0,sc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MADIKI,6,ward,SC Other than Woman,SC,0,74,0,sc ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MADIKI,7,ward,Woman,NONE,1,74,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MADIKI,8,ward,Other than Woman,NONE,0,74,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MADIKI,9,ward,Woman,NONE,1,74,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MADIKI,10,ward,BC Other than Woman,BC,0,74,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MADIKI,11,ward,BC Woman,BC,1,74,0,Bc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MADIKI,12,ward,BC Woman,BC,1,74,0,Bc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MADIKI,13,ward,BC Woman,BC,1,74,0,Bc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MADIKI,14,ward,Other than Woman,NONE,0,74,0,UR,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MOOLASTANAM,1,ward,Woman,NONE,1,74,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MOOLASTANAM,2,ward,Woman,NONE,1,74,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MOOLASTANAM,3,ward,Other than Woman,NONE,0,74,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MOOLASTANAM,4,ward,BC Woman,BC,1,74,0,Bc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MOOLASTANAM,5,ward,Woman,NONE,1,74,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MOOLASTANAM,6,ward,Woman,NONE,1,74,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MOOLASTANAM,7,ward,BC Woman,BC,1,74,0,Bc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MOOLASTANAM,8,ward,SC Woman,SC,1,74,0,sc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MOOLASTANAM,9,ward,Other than Woman,NONE,0,74,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MOOLASTANAM,10,ward,Other than Woman,NONE,0,74,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MOOLASTANAM,11,ward,Other than Woman,NONE,0,74,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MOOLASTANAM,12,ward,Other than Woman,NONE,0,74,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MOOLASTANAM,13,ward,BC Other than Woman,BC,0,74,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MOOLASTANAM,14,ward,SC Other than Woman,SC,0,74,0,sc,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MODUKURU,1,ward,BC Other than Woman,BC,0,10,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MODUKURU,2,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MODUKURU,3,ward,Woman,NONE,1,10,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MODUKURU,4,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MODUKURU,5,ward,Woman,NONE,1,10,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MODUKURU,6,ward,BC Woman,BC,1,10,0,Bc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MODUKURU,7,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MODUKURU,8,ward,SC Woman,SC,1,10,0,sc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MODUKURU,9,ward,SC Other than Woman,SC,0,10,0,SC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,MODUKURU,10,ward,BC Woman,BC,1,10,0,Bc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru r r-l-,NARSIPUDI,1,ward,Other than Woman,NONE,0,12,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru r r-l-,NARSIPUDI,2,ward,Other than Woman,NONE,0,12,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru r r-l-,NARSIPUDI,3,ward,BC Other than Woman,BC,0,12,1,8C ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru r r-l-,NARSIPUDI,4,ward,Other than Woman,NONE,0,12,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru r r-l-,NARSIPUDI,5,ward,Woman,NONE,1,12,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru r r-l-,NARSIPUDI,6,ward,BC Woman,BC,1,12,0,BC (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru r r-l-,NARSIPUDI,7,ward,BC Other than Woman,BC,0,12,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru r r-l-,NARSIPUDI,8,ward,BC Woman,BC,1,12,0,BC (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru r r-l-,NARSIPUDI,9,ward,SC Woman,SC,1,12,0,sc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru r r-l-,NARSIPUDI,10,ward,SC Other than Woman,SC,0,12,0,sc ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru r r-l-,NARSIPUDI,11,ward,Woman,NONE,1,12,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru r r-l-,NARSIPUDI,12,ward,Woman,NONE,1,12,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,1,ward,Woman,NONE,1,8,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,2,ward,Other than Woman,NONE,0,8,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,3,ward,SC Woman,SC,1,8,0,sc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,4,ward,Woman,NONE,1,8,0,uR (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,5,ward,BC Other than Woman,BC,0,8,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,6,ward,BC Other than Woman,BC,0,8,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,7,ward,BC Woman,BC,1,8,1,8C (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,8,ward,Other than Woman,NONE,0,8,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,9,ward,BC Woman,BC,1,8,0,Bc(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,10,ward,BC Woman,BC,1,8,1,8c(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,11,ward,Woman,NONE,1,8,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,12,ward,Woman,NONE,1,8,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,13,ward,BC Woman,BC,1,8,0,Bc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,14,ward,Other than Woman,NONE,0,8,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,15,ward,Woman,NONE,1,8,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,16,ward,Woman,NONE,1,8,0,uR (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,17,ward,Other than Woman,NONE,0,8,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,18,ward,Other than Woman,NONE,0,8,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,19,ward,Other than Woman,NONE,0,8,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,20,ward,Woman,NONE,1,8,0,uR (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,21,ward,Woman,NONE,1,8,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,22,ward,Other than Woman,NONE,0,8,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,23,ward,BC Other than Woman,BC,0,8,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,24,ward,BC Other than Woman,BC,0,8,1,8C ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,25,ward,SC Woman,SC,1,8,0,sc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,26,ward,BC Woman,BC,1,8,0,Bc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,27,ward,BC Woman,BC,1,8,0,Bc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,28,ward,SC Other than Woman,SC,0,8,0,sc ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,29,ward,Other than Woman,NONE,0,8,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,30,ward,BC Woman,BC,1,8,0,Bc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,31,ward,SC Woman,SC,1,8,0,sc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,32,ward,BC Other than Woman,BC,0,8,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,33,ward,SC Other than Woman,SC,0,8,0,sc ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,NAVABPETA,34,ward,BC Other than Woman,BC,0,8,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,PINAPALLA,1,ward,Woman,NONE,1,12,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,PINAPALLA,2,ward,Woman,NONE,1,12,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,PINAPALLA,3,ward,Woman,NONE,1,12,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,PINAPALLA,4,ward,Other than Woman,NONE,0,12,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,PINAPALLA,5,ward,Other than Woman,NONE,0,12,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,PINAPALLA,6,ward,Other than Woman,NONE,0,12,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,PINAPALLA,7,ward,Other than Woman,NONE,0,12,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,PINAPALLA,8,ward,BC Other than Woman,BC,0,12,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,PINAPALLA,9,ward,BC Other than Woman,BC,0,12,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,PINAPALLA,10,ward,BC Woman,BC,1,12,0,Bc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,PINAPALLA,11,ward,SC Woman,SC,1,12,0,sc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,PINAPALLA,12,ward,Woman,NONE,1,12,0,uR (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SAN DHIPU DI,1,ward,BC Other than Woman,BC,0,10,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SAN DHIPU DI,2,ward,BC Woman,BC,1,10,0,BC (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SAN DHIPU DI,3,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SAN DHIPU DI,4,ward,Woman,NONE,1,10,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SAN DHIPU DI,5,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SAN DHIPU DI,6,ward,SC Woman,SC,1,10,1,sc {w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SAN DHIPU DI,7,ward,Woman,NONE,1,10,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SAN DHIPU DI,8,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SAN DHIPU DI,9,ward,Woman,NONE,1,10,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SAN DHIPU DI,10,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SURYARAOPETA,1,ward,Woman,NONE,1,8,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SURYARAOPETA,2,ward,Other than Woman,NONE,0,8,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SURYARAOPETA,3,ward,Woman,NONE,1,8,0,UR (W),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SURYARAOPETA,4,ward,SC Woman,SC,1,8,0,sc (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SURYARAOPETA,5,ward,SC Other than Woman,SC,0,8,0,sc ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SURYARAOPETA,6,ward,Other than Woman,NONE,0,8,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SURYARAOPETA,7,ward,BC Woman,BC,1,8,1,8c (w),latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Alamuru,SURYARAOPETA,8,ward,BC Other than Woman,BC,0,8,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,12,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Allavaram,Allavaram Allavaram,1,ward,SC Other than Woman,SC,0,,0,SC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Allavaram,Allavaram Allavaram,2,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Allavaram,Allavaram Allavaram,3,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Allavaram,Allavaram Allavaram,4,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Allavaram,Allavaram Allavaram,5,ward,Woman,NONE,1,,0,uR(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Allavaram,Allavaram Allavaram,6,ward,Woman,NONE,1,,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Allavaram,Allavaram Allavaram,7,ward,SC Woman,SC,1,,0,sc(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Allavaram,Allavaram Allavaram,8,ward,Woman,NONE,1,,0,UR(W),latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Allavaram,Allavaram Allavaram,9,ward,BC Other than Woman,BC,0,,0,BC ,latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Allavaram,Allavaram Allavaram,10,ward,SC Woman,SC,1,,0,sc(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Allavaram,Allavaram Allavaram,11,ward,SC Woman,SC,1,,0,sc(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Allavaram,Allavaram Allavaram,12,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Allavaram,Allavaram Allavaram,13,ward,BC Woman,BC,1,,0,Bc(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Allavaram,Allavaram Allavaram,14,ward,SC Other than Woman,SC,0,,0,sc,latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Bendamurlanka,Allavaram Bendamurlanka,1,ward,BC Woman,BC,1,,1,8c(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Bendamurlanka,Allavaram Bendamurlanka,2,ward,BC Other than Woman,BC,0,,1,8C ,latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
Andhra Pradesh,2020,East Godavari,Allavaram Bendamurlanka,Allavaram Bendamurlanka,3,ward,BC Woman,BC,1,,0,Bc(w),latin,data/ap/2020_res_gp/est_res_gp.pdf,13,est_res_gp.pdf
