source_pdf,tier,reservation_raw,caste_reservation_local,caste_reservation,woman_reserved,count,min_match_score
block_member_limkheda_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ સ્ત્રી :,અનુસૂચિત આદિજાતિ સ્ત્રી,ST,1,1,1.0
block_member_limkheda_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ સ્ત્રી _,અનુસૂચિત આદિજાતિ સ્ત્રી,ST,1,1,1.0
block_member_limkheda_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિર,અનુસૂચિત આદિજાતિ,ST,0,3,0.9677
block_member_limkheda_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિસ્ત્રી,અનુસૂચિત આદિજાતિ સ્ત્રી,ST,1,2,1.0
block_member_limkheda_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિસ્ત્રી _,અનુસૂચિત આદિજાતિ સ્ત્રી,ST,1,1,1.0
block_member_limkheda_tps_2020.pdf,block_member,અનુસૂચિત્ત આદિજાતિ -,અનુસૂચિત આદિજાતિ,ST,0,1,0.9375
block_member_limkheda_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_limkheda_tps_2020.pdf,block_member,બિનઅનામત્ત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,0.9375
block_member_limkheda_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ સ્ત્રી,સા.શૈ.પછાતવર્ગ સ્ત્રી,BC,1,1,1.0
block_member_limkheda_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ ૨,સા.શૈ.પછાતવર્ગ,BC,0,1,0.96
block_member_limkheda_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_limkheda_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી : રા,સામાન્ય સ્ત્રી,NONE,1,1,0.9286
block_member_limkheda_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી |,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_mansa_tps_2020.pdf,block_member,' બિનઅનામતસામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_mansa_tps_2020.pdf,block_member,' સામાન્યસ્ત્રી ”-,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_mansa_tps_2020.pdf,block_member,. બિનઅનામત સામાન્ય..,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_mansa_tps_2020.pdf,block_member,. બિનઅનામતસામાન્યધ,બિન અનામત સામાન્ય,NONE,0,1,0.9677
block_member_mansa_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ :,અનુસૂચિત આદિજાતિ,ST,0,1,1.0
block_member_mansa_tps_2020.pdf,block_member,અનુસૂચિતજાતિસ્ત્રી,અનુસૂચિત જાતિ સ્ત્રી,SC,1,1,1.0
block_member_mansa_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,2,1.0
block_member_mansa_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય .,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_mansa_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય |,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_mansa_tps_2020.pdf,block_member,બિનઅનામતસામાન્ય ',બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_mansa_tps_2020.pdf,block_member,ભ્રિનઅનામત સામાન્ય *,બિન અનામત સામાન્ય,NONE,0,1,0.875
block_member_mansa_tps_2020.pdf,block_member,મિનઅનામતંસામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,0.9032
block_member_mansa_tps_2020.pdf,block_member,શસામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,2,0.963
block_member_mansa_tps_2020.pdf,block_member,સા.શૈ.પછાતર્ગ સ્ત્રી,સા.શૈ.પછાતવર્ગ સ્ત્રી,BC,1,1,0.9714
block_member_mansa_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ,સા.શૈ.પછાતવર્ગ,BC,0,1,1.0
block_member_mansa_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ .,સા.શૈ.પછાતવર્ગ,BC,0,1,1.0
block_member_mansa_tps_2020.pdf,block_member,સામાનયસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,1,0.96
block_member_mansa_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,2,1.0
block_member_mansa_tps_2020.pdf,block_member,સામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,2,1.0
block_member_mansa_tps_2020.pdf,block_member,સામાન્યસ્ત્રી [,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_mansa_tps_2020.pdf,block_member,સામાન્યસ્ત્રી |,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_mansa_tps_2020.pdf,block_member,સામા્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,1,0.96
block_member_morabi_tps_2020.pdf,block_member,'સામાન્યસ્ત્રી 3,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_morabi_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ *,અનુસૂચિત આદિજાતિ,ST,0,1,1.0
block_member_morabi_tps_2020.pdf,block_member,અનુસૂચિત જાતિ,અનુસૂચિત જાતિ,SC,0,1,1.0
block_member_morabi_tps_2020.pdf,block_member,અનુસૂચિતજાતિ,અનુસૂચિત જાતિ,SC,0,1,1.0
block_member_morabi_tps_2020.pdf,block_member,અનુસૂચિતજાતિસ્ત્રી,અનુસૂચિત જાતિ સ્ત્રી,SC,1,1,1.0
block_member_morabi_tps_2020.pdf,block_member,બિન અનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,2,1.0
block_member_morabi_tps_2020.pdf,block_member,બિન અનામત સામાન્ય *,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_morabi_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_morabi_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય *,બિન અનામત સામાન્ય,NONE,0,2,1.0
block_member_morabi_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય _,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_morabi_tps_2020.pdf,block_member,બિનઅનામતસામાન્ય *,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_morabi_tps_2020.pdf,block_member,મિત્અનામત સામાન્ય *,બિન અનામત સામાન્ય,NONE,0,1,0.8387
block_member_morabi_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ,સા.શૈ.પછાતવર્ગ,BC,0,1,1.0
block_member_morabi_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ સ્ત્રી,સા.શૈ.પછાતવર્ગ સ્ત્રી,BC,1,1,1.0
block_member_morabi_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગસ્ત્રી,સા.શૈ.પછાતવર્ગ સ્ત્રી,BC,1,1,1.0
block_member_morabi_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,2,1.0
block_member_morabi_tps_2020.pdf,block_member,સામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,3,1.0
block_member_morabi_tps_2020.pdf,block_member,સામાન્યસ્ત્રી 3૨,સામાન્ય સ્ત્રી,NONE,1,1,0.963
block_member_morabi_tps_2020.pdf,block_member,સામાન્યસ્ત્રી ૨,સામાન્ય સ્ત્રી,NONE,1,1,0.963
block_member_morabi_tps_2020.pdf,block_member,"સામાન્યસ્ત્રી, 3૨",સામાન્ય સ્ત્રી,NONE,1,1,0.963
block_member_morabi_tps_2020.pdf,block_member,સામાન્યસ્ત્રીર,સામાન્ય સ્ત્રી,NONE,1,1,0.963
block_member_mundra_tps_2020.pdf,block_member,. સશામાન્યસ્ત્રી. ..,સામાન્ય સ્ત્રી,NONE,1,1,0.963
block_member_mundra_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ,અનુસૂચિત આદિજાતિ,ST,0,1,1.0
block_member_mundra_tps_2020.pdf,block_member,અનુસૂચિત જાતિ સ્ત્રી.,અનુસૂચિત જાતિ સ્ત્રી,SC,1,1,1.0
block_member_mundra_tps_2020.pdf,block_member,અનુસૂચિતજાતિ. *,અનુસૂચિત જાતિ,SC,0,1,1.0
block_member_mundra_tps_2020.pdf,block_member,અનુસૂચેત જાતિસ્ત્રી,અનુસૂચિત જાતિ સ્ત્રી,SC,1,1,0.9444
block_member_mundra_tps_2020.pdf,block_member,બિન અનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,6,1.0
block_member_mundra_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ,સા.શૈ.પછાતવર્ગ,BC,0,1,1.0
block_member_mundra_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ સ્ત્રી,સા.શૈ.પછાતવર્ગ સ્ત્રી,BC,1,1,1.0
block_member_mundra_tps_2020.pdf,block_member,સામાન્ય સ્ત્ર,સામાન્ય સ્ત્રી,NONE,1,1,0.96
block_member_mundra_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_mundra_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી : ',સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_mundra_tps_2020.pdf,block_member,સામાન્યસ્ક્ી,સામાન્ય સ્ત્રી,NONE,1,1,0.88
block_member_mundra_tps_2020.pdf,block_member,સ્ામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,1,0.963
block_member_navsari_tps_2020.pdf,block_member,_ અનુસૂચિત આદિજાતિ _,અનુસૂચિત આદિજાતિ,ST,0,1,1.0
block_member_navsari_tps_2020.pdf,block_member,_ સા.શૈ.પછાતવર્ગસ્ત્રી *,સા.શૈ.પછાતવર્ગ સ્ત્રી,BC,1,1,1.0
block_member_navsari_tps_2020.pdf,block_member,અનસૂચિત આદિજાતિ,અનુસૂચિત આદિજાતિ,ST,0,1,0.9655
block_member_navsari_tps_2020.pdf,block_member,અનસૂચિત આદિજાતિ »,અનુસૂચિત આદિજાતિ,ST,0,1,0.9655
block_member_navsari_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ ',અનુસૂચિત આદિજાતિ,ST,0,1,1.0
block_member_navsari_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ સ્ત્રી,અનુસૂચિત આદિજાતિ સ્ત્રી,ST,1,3,1.0
block_member_navsari_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિસ્ત્રી,અનુસૂચિત આદિજાતિ સ્ત્રી,ST,1,1,1.0
block_member_navsari_tps_2020.pdf,block_member,અનુસૂચિતઆદિજાતિસ્ત્રી *,અનુસૂચિત આદિજાતિ સ્ત્રી,ST,1,1,1.0
block_member_navsari_tps_2020.pdf,block_member,અનુસૂચિતજાતિ *,અનુસૂચિત જાતિ,SC,0,1,1.0
block_member_navsari_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,2,1.0
block_member_navsari_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ,સા.શૈ.પછાતવર્ગ,BC,0,1,1.0
block_member_navsari_tps_2020.pdf,block_member,સામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,2,1.0
block_member_olpad_tps_2020.pdf,block_member,' અનુસૂચિત આદિજાતિ સ્ત્રી,અનુસૂચિત આદિજાતિ સ્ત્રી,ST,1,1,1.0
block_member_olpad_tps_2020.pdf,block_member,' સા.શૈ.પછાતવર્ગસ્ત્રી |,સા.શૈ.પછાતવર્ગ સ્ત્રી,BC,1,1,1.0
block_member_olpad_tps_2020.pdf,block_member,. બિન અનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_olpad_tps_2020.pdf,block_member,"_ -.બિનઅનામતસામાન્ય |,",બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_olpad_tps_2020.pdf,block_member,ay અનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,0.8889
block_member_olpad_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ |,અનુસૂચિત આદિજાતિ,ST,0,2,1.0
block_member_olpad_tps_2020.pdf,block_member,"અનુસૂચિત આદિજાતિ |,",અનુસૂચિત આદિજાતિ,ST,0,1,1.0
block_member_olpad_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ સ્ત્રી,અનુસૂચિત આદિજાતિ સ્ત્રી,ST,1,2,1.0
block_member_olpad_tps_2020.pdf,block_member,"અનુસૂચિતજાતિ |,",અનુસૂચિત જાતિ,SC,0,1,1.0
block_member_olpad_tps_2020.pdf,block_member,બિન અનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_olpad_tps_2020.pdf,block_member,બિન અનામત સામાન્ય :,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_olpad_tps_2020.pdf,block_member,બિન અનામત સામાન્ય |,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_olpad_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય |,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_olpad_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ,સા.શૈ.પછાતવર્ગ,BC,0,1,1.0
block_member_olpad_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,3,1.0
block_member_olpad_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી ી,સામાન્ય સ્ત્રી,NONE,1,1,0.963
block_member_olpad_tps_2020.pdf,block_member,સામાન્યત્રી |,સામાન્ય સ્ત્રી,NONE,1,2,0.9167
block_member_olpad_tps_2020.pdf,block_member,સામાન્યસ્રી |,સામાન્ય સ્ત્રી,NONE,1,1,0.9167
block_member_olpad_tps_2020.pdf,block_member,"સામાન્ય્રી |,",સામાન્ય સ્ત્રી,NONE,1,1,0.8696
block_member_palsana_tps_2020.pdf,block_member,_ બિનઅનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_palsana_tps_2020.pdf,block_member,_ બિનઅનામતસામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_palsana_tps_2020.pdf,block_member,| સામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_palsana_tps_2020.pdf,block_member,|! બિન અનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_palsana_tps_2020.pdf,block_member,અનુંસૂચિત જાતિ સ્ત્રી,અનુસૂચિત જાતિ સ્ત્રી,SC,1,1,0.973
block_member_palsana_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ,અનુસૂચિત આદિજાતિ,ST,0,2,1.0
block_member_palsana_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ સ્ત્રી,અનુસૂચિત આદિજાતિ સ્ત્રી,ST,1,1,1.0
block_member_palsana_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ સ્ત્રી ',અનુસૂચિત આદિજાતિ સ્ત્રી,ST,1,1,1.0
block_member_palsana_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ સ્ત્રી -,અનુસૂચિત આદિજાતિ સ્ત્રી,ST,1,1,1.0
block_member_palsana_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ. *,અનુસૂચિત આદિજાતિ,ST,0,1,1.0
block_member_palsana_tps_2020.pdf,block_member,બિન અનામત સામાન્ય 1.,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_palsana_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_palsana_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ સ્ત્રી,સા.શૈ.પછાતવર્ગ સ્ત્રી,BC,1,1,1.0
block_member_palsana_tps_2020.pdf,block_member,સા.શૈપછાતવર્ગ,સા.શૈ.પછાતવર્ગ,BC,0,1,1.0
block_member_palsana_tps_2020.pdf,block_member,સામાન્યસત્રી,સામાન્ય સ્ત્રી,NONE,1,1,0.96
block_member_palsana_tps_2020.pdf,block_member,સામાન્યસ્રી,સામાન્ય સ્ત્રી,NONE,1,1,0.9167
block_member_palsana_tps_2020.pdf,block_member,“ સામાન્ય.સ્ત્રી |,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_patan_tps_2020.pdf,block_member,' અનુસૂચિત જાતિસ્ત્રી |,અનુસૂચિત જાતિ સ્ત્રી,SC,1,1,1.0
block_member_patan_tps_2020.pdf,block_member,' સામાન્ય સ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_patan_tps_2020.pdf,block_member,| અનુસૂચિત આદિજાતિ,અનુસૂચિત આદિજાતિ,ST,0,1,1.0
block_member_patan_tps_2020.pdf,block_member,| સા.શૈ.પછાતવર્ગ |,સા.શૈ.પછાતવર્ગ,BC,0,1,1.0
block_member_patan_tps_2020.pdf,block_member,"| સા.શૈ.પછાતવર્ગસ્ત્રી |,",સા.શૈ.પછાતવર્ગ સ્ત્રી,BC,1,1,1.0
block_member_patan_tps_2020.pdf,block_member,| સામા્યસ્ત્રી |,સામાન્ય સ્ત્રી,NONE,1,1,0.96
block_member_patan_tps_2020.pdf,block_member,અનુસૂચિત જાતિ,અનુસૂચિત જાતિ,SC,0,1,1.0
block_member_patan_tps_2020.pdf,block_member,બિનઅનામત :| સામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_patan_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,2,1.0
block_member_patan_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય |,બિન અનામત સામાન્ય,NONE,0,3,1.0
block_member_patan_tps_2020.pdf,block_member,બિનઅનામતસામાન્ય 1],બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_patan_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,3,1.0
block_member_patan_tps_2020.pdf,block_member,સામાન્યસ્ત્રી :,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_patan_tps_2020.pdf,block_member,સામાન્યસ્ત્રી |,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_patan_tps_2020.pdf,block_member,સામાન્યસ્ત્રી ક,સામાન્ય સ્ત્રી,NONE,1,1,0.963
block_member_porbandar_tps_2020.pdf,block_member,' બિનઅનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_porbandar_tps_2020.pdf,block_member,' બિનઅનામત સામાન્‍ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_porbandar_tps_2020.pdf,block_member,_ બિનઅનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_porbandar_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ,અનુસૂચિત આદિજાતિ,ST,0,1,1.0
block_member_porbandar_tps_2020.pdf,block_member,અનુસૂચિતજાતિ ',અનુસૂચિત જાતિ,SC,0,1,1.0
block_member_porbandar_tps_2020.pdf,block_member,અનુસૂચિતજાતિસ્ત્રી,અનુસૂચિત જાતિ સ્ત્રી,SC,1,1,1.0
block_member_porbandar_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,2,1.0
block_member_porbandar_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય ',બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_porbandar_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય :,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_porbandar_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય _,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_porbandar_tps_2020.pdf,block_member,શા.શૈ.પછાતવર્ગ,સા.શૈ.પછાતવર્ગ,BC,0,1,0.9167
block_member_porbandar_tps_2020.pdf,block_member,સઔચામાગયસ્ત્રી',સામાન્ય સ્ત્રી,NONE,1,1,0.8148
block_member_porbandar_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ સ્ત્રી *,સા.શૈ.પછાતવર્ગ સ્ત્રી,BC,1,1,1.0
block_member_porbandar_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_porbandar_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી |,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_porbandar_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી.,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_porbandar_tps_2020.pdf,block_member,સામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,3,1.0
block_member_porbandar_tps_2020.pdf,block_member,સામાન્યસ્ત્રી ',સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_porbandar_tps_2020.pdf,block_member,“સામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_rajkot_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ *,અનુસૂચિત આદિજાતિ,ST,0,1,1.0
block_member_rajkot_tps_2020.pdf,block_member,અનુસૂચિતજાતિ *,અનુસૂચિત જાતિ,SC,0,1,1.0
block_member_rajkot_tps_2020.pdf,block_member,અનુસૂચિતજાતિસ્ત્રી *,અનુસૂચિત જાતિ સ્ત્રી,SC,1,1,1.0
block_member_rajkot_tps_2020.pdf,block_member,બિન અનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,3,1.0
block_member_rajkot_tps_2020.pdf,block_member,બિન અનામત સામાન્ય *,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_rajkot_tps_2020.pdf,block_member,બિન અનામત સામાન્ય _,બિન અનામત સામાન્ય,NONE,0,3,1.0
block_member_rajkot_tps_2020.pdf,block_member,બિનઅનામતસામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_rajkot_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ સ્ત્રી,સા.શૈ.પછાતવર્ગ સ્ત્રી,BC,1,1,1.0
block_member_rajkot_tps_2020.pdf,block_member,સામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,9,1.0
block_member_rajkot_tps_2020.pdf,block_member,સ્ા.શૈ.પછાતવર્ગ,સા.શૈ.પછાતવર્ગ,BC,0,1,0.96
block_member_sanand_tps_2020.pdf,block_member,. સામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_sanand_tps_2020.pdf,block_member,_સા.શૈ.પછાતવર્ગ,સા.શૈ.પછાતવર્ગ,BC,0,1,1.0
block_member_sanand_tps_2020.pdf,block_member,| સામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_sanand_tps_2020.pdf,block_member,અનુસૂચિતજાતિ,અનુસૂચિત જાતિ,SC,0,1,1.0
block_member_sanand_tps_2020.pdf,block_member,અનુસૂચિતજાતિસ્ત્રી *,અનુસૂચિત જાતિ સ્ત્રી,SC,1,1,1.0
block_member_sanand_tps_2020.pdf,block_member,અનુસૂથિત આદિજાતિ સ્ત્રી *,અનુસૂચિત આદિજાતિ સ્ત્રી,ST,1,1,0.9524
block_member_sanand_tps_2020.pdf,block_member,અનુસૂથિતજાતિ ],અનુસૂચિત જાતિ,SC,0,1,0.9167
block_member_sanand_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,4,1.0
block_member_sanand_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય *,બિન અનામત સામાન્ય,NONE,0,2,1.0
block_member_sanand_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય _,બિન અનામત સામાન્ય,NONE,0,3,1.0
block_member_sanand_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ સ્ત્રી |,સા.શૈ.પછાતવર્ગ સ્ત્રી,BC,1,1,1.0
block_member_sanand_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_sanand_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી ી,સામાન્ય સ્ત્રી,NONE,1,1,0.963
block_member_sanand_tps_2020.pdf,block_member,સામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,4,1.0
block_member_sanand_tps_2020.pdf,block_member,સામાન્યસ્ત્રી |,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_sarsvati_tps_2020.pdf,block_member,_ ચા.શૈ.પછાતવર્ગસ્ત્રી *,સા.શૈ.પછાતવર્ગ સ્ત્રી,BC,1,1,0.9444
block_member_sarsvati_tps_2020.pdf,block_member,_ બિનઅનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_sarsvati_tps_2020.pdf,block_member,_ સામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_sarsvati_tps_2020.pdf,block_member,_-_ સામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_sarsvati_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ *,અનુસૂચિત આદિજાતિ,ST,0,1,1.0
block_member_sarsvati_tps_2020.pdf,block_member,અનુસૂચિત જાતિસ્ત્રી *,અનુસૂચિત જાતિ સ્ત્રી,SC,1,1,1.0
block_member_sarsvati_tps_2020.pdf,block_member,અનુસૂચિતજાતિ,અનુસૂચિત જાતિ,SC,0,1,1.0
block_member_sarsvati_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,6,1.0
block_member_sarsvati_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય *,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_sarsvati_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય.,બિન અનામત સામાન્ય,NONE,0,1,1.0
block_member_sarsvati_tps_2020.pdf,block_member,સા.શૈ.પછાતવર્ગ,સા.શૈ.પછાતવર્ગ,BC,0,1,1.0
block_member_sarsvati_tps_2020.pdf,block_member,સામાન્ય સ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,2,1.0
block_member_sarsvati_tps_2020.pdf,block_member,સામાન્યસ્ત્રી,સામાન્ય સ્ત્રી,NONE,1,4,1.0
block_member_sarsvati_tps_2020.pdf,block_member,સામાન્યસ્ત્રી' *,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_sarsvati_tps_2020.pdf,block_member,સામાન્યસ્ત્રી:,સામાન્ય સ્ત્રી,NONE,1,1,1.0
block_member_savkundala_tps_2020.pdf,block_member,' લિનસ્નામત સામાન્ય *,બિન અનામત સામાન્ય,NONE,0,1,0.8387
block_member_savkundala_tps_2020.pdf,block_member,' સા.શૈ.પછાતવર્ગ સ્ત્રી *,સા.શૈ.પછાતવર્ગ સ્ત્રી,BC,1,1,1.0
block_member_savkundala_tps_2020.pdf,block_member,અનુસૂચિત આદિજાતિ,અનુસૂચિત આદિજાતિ,ST,0,1,1.0
block_member_savkundala_tps_2020.pdf,block_member,અનુસૂચિત જાતિ સ્ત્રી,અનુસૂચિત જાતિ સ્ત્રી,SC,1,1,1.0
block_member_savkundala_tps_2020.pdf,block_member,અનુસૂચિતજાતિ *,અનુસૂચિત જાતિ,SC,0,1,1.0
block_member_savkundala_tps_2020.pdf,block_member,બિનઅનામત સામાન્ય,બિન અનામત સામાન્ય,NONE,0,5,1.0
