state,year,district,block,body,seat_no,seat_no_ocr,seat_no_from_order,ward_name,tier,tier_local,reservation,caste_reservation,caste_reservation_local,woman_reserved,reservation_raw,reservation_match_score,sc_rank_ocr,st_rank_ocr,listing_scope,script,text_source,ocr_mean_confidence,source_path,source_page,source_pdf,source_url,source_capture
Gujarat,2020,Bharuch,Bharuch,Bharuch,1,4,1,અમલેશ્વર,block_member,taluk panchayat member,BC Woman,BC,સા.શૈ.પછાતવર્ગ સ્ત્રી,1,સા.શૈ.પછાતવર્ગ સ્ત્રી,1.0,14,3,all_seats,gujarati,ocr,90.38,data/gujarat/2020_reservation/block_member_bharuch_tps_2020.pdf,8,block_member_bharuch_tps_2020.pdf,https://sec.gujarat.gov.in/images/Bharuch-TPS-2020.pdf,
Gujarat,2020,Bharuch,Bharuch,Bharuch,2,2,1,ભાડભુત,block_member,taluk panchayat member,BC Woman,BC,સા.શૈ.પછાતવર્ગ સ્ત્રી,1,સા.શૈ.પછાતવર્ગ સ્ત્રી,1.0,18,9,all_seats,gujarati,ocr,89.58,data/gujarat/2020_reservation/block_member_bharuch_tps_2020.pdf,8,block_member_bharuch_tps_2020.pdf,https://sec.gujarat.gov.in/images/Bharuch-TPS-2020.pdf,
Gujarat,2020,Bharuch,Bharuch,Bharuch,3,3,1,ભોલાવ-૧,block_member,taluk panchayat member,BC Other than Woman,BC,સા.શૈ.પછાતવર્ગ,0,સા.શૈ.પછાતવર્ગ,1.0,4,20,all_seats,gujarati,ocr,83.36,data/gujarat/2020_reservation/block_member_bharuch_tps_2020.pdf,8,block_member_bharuch_tps_2020.pdf,https://sec.gujarat.gov.in/images/Bharuch-TPS-2020.pdf,
Gujarat,2020,Bharuch,Bharuch,Bharuch,4,4,1,ભોલાવ-ર૨,block_member,taluk panchayat member,Woman,NONE,સામાન્ય સ્ત્રી,1,સામાન્ય સ્ત્રી,1.0,€,27,all_seats,gujarati,ocr,70.7,data/gujarat/2020_reservation/block_member_bharuch_tps_2020.pdf,8,block_member_bharuch_tps_2020.pdf,https://sec.gujarat.gov.in/images/Bharuch-TPS-2020.pdf,
Gujarat,2020,Bharuch,Bharuch,Bharuch,5,પ,1,ભોલાવ--૩,block_member,taluk panchayat member,Woman,NONE,સામાન્ય સ્ત્રી,1,સામાન્ય સ્ત્રી,1.0,# 13.,28,all_seats,gujarati,ocr,80.5,data/gujarat/2020_reservation/block_member_bharuch_tps_2020.pdf,8,block_member_bharuch_tps_2020.pdf,https://sec.gujarat.gov.in/images/Bharuch-TPS-2020.pdf,
Gujarat,2020,Bharuch,Bharuch,Bharuch,6,5,1,દહેગામ,block_member,taluk panchayat member,Woman,NONE,સામાન્ય સ્ત્રી,1,સામાન્યસ્ત્રી . .,1.0,16,ae,all_seats,gujarati,ocr,55.28,data/gujarat/2020_reservation/block_member_bharuch_tps_2020.pdf,8,block_member_bharuch_tps_2020.pdf,https://sec.gujarat.gov.in/images/Bharuch-TPS-2020.pdf,
Gujarat,2020,Bharuch,Bharuch,Bharuch,7,7,1,દયાદરા,block_member,taluk panchayat member,ST Other than Woman,ST,અનુસૂચિત આદિજાતિ,0,અનુસૂચિત આદિજાતિ ',1.0,ર3,11,all_seats,gujarati,ocr,58.05,data/gujarat/2020_reservation/block_member_bharuch_tps_2020.pdf,8,block_member_bharuch_tps_2020.pdf,https://sec.gujarat.gov.in/images/Bharuch-TPS-2020.pdf,
Gujarat,2020,Bharuch,Bharuch,Bharuch,8,8,1,ઝાડેશ્વર-૧,block_member,taluk panchayat member,Other than Woman,NONE,બિન અનામત સામાન્ય,0,બિન અનામત - સામાન્ય,1.0,ર8 _,30 .,all_seats,gujarati,ocr,84.07,data/gujarat/2020_reservation/block_member_bharuch_tps_2020.pdf,8,block_member_bharuch_tps_2020.pdf,https://sec.gujarat.gov.in/images/Bharuch-TPS-2020.pdf,
Gujarat,2020,Bharuch,Bharuch,Bharuch,9,9 |,1,ઝાડેશ્વર-ર,block_member,taluk panchayat member,SC Other than Woman,SC,અનુસૂચિત જાતિ,0,અનુસૂચિત જાતિ ',1.0,ર,ર4.,all_seats,gujarati,ocr,57.64,data/gujarat/2020_reservation/block_member_bharuch_tps_2020.pdf,8,block_member_bharuch_tps_2020.pdf,https://sec.gujarat.gov.in/images/Bharuch-TPS-2020.pdf,
Gujarat,2020,Bharuch,Bharuch,Bharuch,10,[| 10,1,ઝાડેશ્વર-૩,block_member,taluk panchayat member,ST Other than Woman,ST,અનુસૂચિત આદિજાતિ,0,અનુસૂચિત આદિજાતિ _,1.0,પ,12,all_seats,gujarati,ocr,76.24,data/gujarat/2020_reservation/block_member_bharuch_tps_2020.pdf,8,block_member_bharuch_tps_2020.pdf,https://sec.gujarat.gov.in/images/Bharuch-TPS-2020.pdf,
