state,year,district,body,ward_no,ward_name,tier,tier_local,reservation,caste_reservation,caste_reservation_local,woman_reserved,reservation_raw,winner,winner_basis,party,party_local,votes,valid_votes,electorate,total_candidates_stated,listing_scope,script,result_source_path,source_path,source_page,source_pdf,source_url,source_capture
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,132,,ulb_ward,corporator,Other than Woman,NONE,,0,G,PARAG KISHOR SHAH,published,BJP,Bhartiya Janata Party,14519,,,8,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,133,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Parmeshwar Tukaram Kadam,published,MNS,Maharashtra Navnirman Sena,5037,,,24,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,134,,ulb_ward,corporator,Woman,NONE,,1,W,SHAERA SHAFAHAD KHAN,published,SP,Samajwadi Party,6671,,,17,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,135,,ulb_ward,corporator,Woman,NONE,,1,W,Samiksha Deepak Sakre,published,SS,Shivsena,2804,,,17,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,136,,ulb_ward,corporator,Woman,NONE,,1,W,RUKHSANA NAZIM SIDDIQUI,published,SP,Samajwadi Party,6364,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,137,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,Ayesha Rafique Shaikh,published,SP,Samajwadi Party,8343,,,6,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,138,,ulb_ward,corporator,Woman,NONE,,1,W,AYESHABANO AINMOHAMMED KHAN,published,SP,Samajwadi Party,6110,,,12,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,139,,ulb_ward,corporator,Other than Woman,NONE,,0,G,AKHTER ABDULRAJJAK QURESHI,published,SP,Samajwadi Party,4782,,,23,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,140,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,Nadiya Mohsin Shaikh,published,NCP,Nationalist Congress Party,4673,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,141,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Vitthal Govind Lokare,published,INC,Indian National Congress,3642,,,23,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,142,,ulb_ward,corporator,SC Woman,SC,,1,SC-W,VAISHALI NAVIN SHEWALE,published,SS,Shivsena,5312,,,12,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,143,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,Rutuja Rhadayanath Tari,published,SS,Shivsena,4031,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,144,,ulb_ward,corporator,Woman,NONE,,1,W,Anita Dinesh Panchal,published,BJP,Bhartiya Janata Party,7764,,,12,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,145,,ulb_ward,corporator,Other than Woman,NONE,,0,G,SHAHNAWAZ SARFARAZHUSSAIN SHAIKH,published,AIMIM,All India Majlis e Ittehadul Muslimeen,6123,,,14,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,146,,ulb_ward,corporator,SC Other than Woman,SC,,0,SC,SAMRIDDHI GANESH KATE,published,SS,Shivsena,8622,,,15,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,147,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,Anjali Sanjay Naik,published,SS,Shivsena,7565,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,148,,ulb_ward,corporator,Woman,NONE,,1,W,Nidhi Pramod Shinde,published,SS,Shivsena,4485,,,15,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,149,,ulb_ward,corporator,Other than Woman,NONE,,0,G,SUSHAM GOPAL SAWANT,published,BJP,Bhartiya Janata Party,5927,,,12,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,150,,ulb_ward,corporator,Other than Woman,NONE,,0,G,SANGEETA CHANDRAKANT HANDORE,published,INC,Indian National Congress,8046,,,19,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,151,,ulb_ward,corporator,Other than Woman,NONE,,0,G,RAJESH OMPRAKASH FULWARIA,published,BJP,Bhartiya Janata Party,9972,,,20,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,152,,ulb_ward,corporator,SC Other than Woman,SC,,0,SC,ASHA SUBHASH MARATHE,published,BJP,Bhartiya Janata Party,7715,,,18,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,153,,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,OBC,Anil Ramchandra Patankar,published,SS,Shivsena,13683,,,6,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,154,,ulb_ward,corporator,Other than Woman,NONE,,0,G,MAHADEV SHANKAR SHIVGAN,published,BJP,Bhartiya Janata Party,8086,,,10,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,155,,ulb_ward,corporator,SC Other than Woman,SC,,0,SC,SHRIKANT GOVIND SHETYE,published,SS,Shivsena,8014,,,15,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,156,,ulb_ward,corporator,Woman,NONE,,1,W,ASHWINI ASHOK MATEKAR,published,MNS,Maharashtra Navnirman Sena,10992,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,157,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,AAKANSHA SANJAY SHETYE,published,SS,Shivsena,7349,,,7,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,158,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,CHITRA SOMNATH SANGLE,published,SS,Shivsena,9696,,,4,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,159,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Prakash Devji More,published,BJP,Bhartiya Janata Party,6202,,,15,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,160,,ulb_ward,corporator,Other than Woman,NONE,,0,G,KIRAN JYOTIRAM LANDGE,published,IND,Independent,5752,,,19,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,161,,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,OBC,Vijayendra Onkar Shinde,published,SS,Shivsena,5338,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,162,,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,OBC,WAJID WAHID QURESHI,published,INC,Indian National Congress,6148,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,163,,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,OBC,DILIP BHAUSAHEB LANDE,published,MNS,Maharashtra Navnirman Sena,8009,,,6,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,164,,ulb_ward,corporator,Other than Woman,NONE,,0,G,HARISH KRISHNA BHANDIRGE,published,BJP,Bhartiya Janata Party,7262,,,32,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,165,,ulb_ward,corporator,Other than Woman,NONE,,0,G,MOHAMMEDASHRAF MOHAMMEDASLAM AZMI,published,INC,Indian National Congress,6268,,,17,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,166,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Sanjay Ramchandra Turde,published,MNS,Maharashtra Navnirman Sena,5908,,,16,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,167,,ulb_ward,corporator,Woman,NONE,,1,W,DILSHADBANU MOHAMMEDASHRAF AZMI,published,INC,Indian National Congress,8874,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,168,,ulb_ward,corporator,Woman,NONE,,1,W,Dr. Saida Khan,published,NCP,Nationalist Congress Party,7896,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,169,,ulb_ward,corporator,SC Other than Woman,SC,,0,SC,PRAVINA MANISH MORAJKAR,published,SS,Shivsena,10299,,,10,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,170,,ulb_ward,corporator,Other than Woman,NONE,,0,G,AbdulRashidKaptan MohammadIslam Malik,published,NCP,Nationalist Congress Party,7348,,,16,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,171,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,SANVEE VIJAY TANDEL,published,SS,Shivsena,7720,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,172,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Rajeshree Rajesh Shirwadkar,published,BJP,Bhartiya Janata Party,13731,,,10,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,173,,ulb_ward,corporator,SC Other than Woman,SC,,0,SC,PRALHAD ABA THOMBRE,published,SS,Shivsena,6492,,,16,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,174,,ulb_ward,corporator,Woman,NONE,,1,W,KRISHNAVENI VINOD REDDY,published,BJP,Bhartiya Janata Party,2300,,,18,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,175,,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,OBC,MANGESH SHRIDHAR SATAMKAR,published,SS,Shivsena,6096,,,6,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,176,,ulb_ward,corporator,Other than Woman,NONE,,0,G,RAVI KONDU RAJA,published,INC,Indian National Congress,3814,,,18,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,177,,ulb_ward,corporator,Woman,NONE,,1,W,Nehal Amar Shah,published,BJP,Bhartiya Janata Party,11298,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,178,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Amey Arun Ghole,published,SS,Shivsena,7059,,,13,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,179,,ulb_ward,corporator,Other than Woman,NONE,,0,G,SUFIYAN NIYAZAHMED VANU,published,INC,Indian National Congress,5630,,,16,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,180,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,SMITA SHARAD GAONKAR,published,SS,Shivsena,8625,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,181,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,PUSHPA KRISHNA KOLI,published,INC,Indian National Congress,5723,,,13,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,182,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Milind Dattaram Vaidya,published,SS,Shivsena,6899,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,183,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,GANGA KUNAL MANE,published,INC,Indian National Congress,3896,,,7,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,184,,ulb_ward,corporator,Other than Woman,NONE,,0,G,BABU SAFAJALLI KHAN,published,INC,Indian National Congress,7017,,,21,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,185,,ulb_ward,corporator,Other than Woman,NONE,,0,G,JAGDISH MAKKUNNY THAIVALAPILL,published,SS,Shivsena,5802,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,186,,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,OBC,VASANT SHIVRAM NAKASHE,published,SS,Shivsena,8794,,,5,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,187,,ulb_ward,corporator,Woman,NONE,,1,W,MARIAMMAL KANDASWAMY THEVAR,published,SS,Shivsena,6876,,,10,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,188,,ulb_ward,corporator,Woman,NONE,,1,W,RESHMABANO MOHAMMADHASIM KHAN,published,NCP,Nationalist Congress Party,7150,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,189,,ulb_ward,corporator,Woman,NONE,,1,W,HARSHALA ASHISH MORE,published,MNS,Maharashtra Navnirman Sena,5920,,,13,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,190,,ulb_ward,corporator,BC Woman,BC,OBC,1,OBC-W,Sheetal Suresh Gambhir,published,BJP,Bhartiya Janata Party,8401,,,5,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,191,,ulb_ward,corporator,Woman,NONE,,1,W,VISHAKHA SHARAD RAUT,published,SS,Shivsena,10660,,,6,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,192,,ulb_ward,corporator,Woman,NONE,,1,W,PRITI PRAKASH PATANKAR,published,SS,Shivsena,10525,,,9,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,193,,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,OBC,Hemangi Hareshwar Worlikar,published,SS,Shivsena,13671,,,11,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,194,,ulb_ward,corporator,Other than Woman,NONE,,0,G,samadhan sadanand sarvankar,published,SS,Shivsena,8623,,,15,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,195,,ulb_ward,corporator,SC Other than Woman,SC,,0,SC,Santosh Namdeo Kharat,published,SS,Shivsena,10811,,,12,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,196,,ulb_ward,corporator,Other than Woman,NONE,,0,G,Ashish Ramnath Chemburkar,published,SS,Shivsena,11306,,,15,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
Maharashtra,2017,Mumbai,Brihanmumbai Municipal Corporation,197,,ulb_ward,corporator,Other than Woman,NONE,,0,G,DATTARAM SHIVARAM NARVANKAR,published,MNS,Maharashtra Navnirman Sena,4419,,,25,all_seats,latin,data/maharashtra/mumbai/mumbai_2017.csv,data/maharashtra/mumbai/dataverse_IO9SLQ/mumbai_full.tab,,mumbai_full.tab,https://dataverse.harvard.edu/api/access/datafile/7345308,
