state,year,district,body,ward_no,ward_name,tier,tier_local,reservation,caste_reservation,caste_reservation_local,woman_reserved,reservation_raw,winner,winner_basis,party,party_local,votes,valid_votes,electorate,total_candidates_stated,listing_scope,script,result_source_path,source_path,source_page,source_pdf,source_url,source_capture
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,1,Kandarpada - I.C. Colony,ulb_ward,corporator,Other than Woman,NONE,,0,Open,,,INC,Indian National Congress,6375,21791,45717,16,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,2,Gaondevi - Dahisar ( E ),ulb_ward,corporator,BC Woman,BC,OBC,1,Backward Class Women,Shital Mukesh Mhatre,argmax_votes,SS,shivsena,10686,21452,45426,3,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,3,Ketakipada - Shailendra Nagar,ulb_ward,corporator,Woman,NONE,,1,Women,Shital Ashok Mhatre,argmax_votes,INC,Indian National Congress,7576,21599,46730,11,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,4,Vaishali Nagar,ulb_ward,corporator,Other than Woman,NONE,,0,Open,Patekar Udesh Shantaram,argmax_votes,SS,shivsena,8747,24840,48725,11,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,5,Ashokvan - Chintamani Nagar,ulb_ward,corporator,Other than Woman,NONE,,0,Open,Darekar Prakash Yashwant,argmax_votes,MNS,Maharashtra Navnirman Sena,10526,23763,44315,9,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,6,Ambawadi -Ovaripada,ulb_ward,corporator,Woman,NONE,,1,Women,Desai Hansaben Gunvantray,argmax_votes,SS,shivsena,13142,20786,44249,3,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,7,Mandapeshwar,ulb_ward,corporator,Woman,NONE,,1,Women,Dr. Shubha Umesh Raut,argmax_votes,SS,shivsena,13207,22853,50648,5,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,8,Gorai - M.H.B. Colony (old),ulb_ward,corporator,Other than Woman,NONE,,0,Open,Shivanand (Shiva) Shetty,argmax_votes,INC,Indian National Congress,8100,20721,39817,13,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,9,Govind Nagar,ulb_ward,corporator,Woman,NONE,,1,Women,Chaudhary Manisha,argmax_votes,BJP,bjp,9863,20285,46957,6,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,10,Daulat Nagar - Nancy Colony,ulb_ward,corporator,Woman,NONE,,1,Women,Khursang Ridhi Bhaskar,argmax_votes,NCP,nationalist congress party,11921,22698,42617,6,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,11,Bansi Nagar - Tata Power House,ulb_ward,corporator,Woman,NONE,,1,Women,Chongale Shilpa Shirish,argmax_votes,MNS,Maharashtra Navnirman Sena,7292,21375,38404,6,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,12,Dattapada,ulb_ward,corporator,Woman,NONE,,1,Women,Aasavari Patil,argmax_votes,BJP,bjp,5718,18933,41084,9,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,13,Rajendra Nagar - Khatau Estate,ulb_ward,corporator,Other than Woman,NONE,,0,Open,Chetan Chandrakant Kadam,argmax_votes,MNS,Maharashtra Navnirman Sena,8522,21690,46071,12,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,14,Borivali TPS 3 - Korakendra,ulb_ward,corporator,Woman,NONE,,1,Women,Doshi Beena Paresh,argmax_votes,BJP,bjp,11717,20152,51318,4,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,15,Eksar - Yogi Nagar,ulb_ward,corporator,Other than Woman,NONE,,0,Open,Mithbavkar Mohan Ramchandra,argmax_votes,BJP,bjp,12476,24638,57566,9,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,16,Chikuwad i- Kanti Park,ulb_ward,corporator,Other than Woman,NONE,,0,Open,Shah Praveen Rikhavchand,argmax_votes,BJP,bjp,9859,22560,46791,9,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,17,Charkop ( North) - M.H.B. Colony ( New ),ulb_ward,corporator,Woman,NONE,,1,Women,Sandhya Vipul Doshi (Sanke),argmax_votes,NCP,nationalist congress party,12055,31503,65870,9,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,18,Charkop ( South) - Kandiwali ( West),ulb_ward,corporator,BC Other than Woman,BC,OBC,0,Backward Class,Kavthankar Shrikant Krushna,argmax_votes,SS,shivsena,11158,25148,53789,5,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,19,Charkop Industrial Estate,ulb_ward,corporator,BC Woman,BC,OBC,1,Backward Class Women,Patil Neha Vinayak,argmax_votes,INC,Indian National Congress,6160,18669,44696,4,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,20,Mahavir Nagar - Dahanukar Wadi,ulb_ward,corporator,Other than Woman,NONE,,0,Open,Girkar Shaileja Vijay,argmax_votes,BJP,bjp,13326,23635,54490,7,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,21,Naravane Sanscrutik center - Arya Chanakya Nagar,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,Backward Class,Ramashish Gupta,argmax_votes,INC,Indian National Congress,6496,19039,43544,6,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,22,Poinsur Village (West) - Kandiwali (East),ulb_ward,corporator,BC Woman,BC,OBC,1,Backward Class Women,Yadav Sunita Ramnagina,argmax_votes,BJP,bjp,6245,15834,32486,6,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,23,Poinsur (East) - Rajaram Nagar - Ashok Nagar,ulb_ward,corporator,Woman,NONE,,1,Women,Prajakta Sawant,argmax_votes,SS,shivsena,9523,25213,55848,11,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,24,Samata Nagar - Dattani Park- Mahindra & Mahindra Co.,ulb_ward,corporator,BC Other than Woman,BC,OBC,0,Backward Class,Yogesh Janardan Bhoir,argmax_votes,INC,Indian National Congress,8876,22230,47025,6,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
Maharashtra,2012,Mumbai,Brihanmumbai Municipal Corporation,25,Damupada,ulb_ward,corporator,Woman,NONE,,1,Women,Dr. Ajanta Rajpati Yadav,argmax_votes,INC,Indian National Congress,7356,22094,48918,15,all_seats,latin,data/maharashtra/mumbai/2012_scanned_data.xlsx,data/maharashtra/mumbai/BMC-2007_raw.xlsx,,BMC-2007_raw.xlsx,,
