Mandal,Gram Panchayat,Ward,Category,Name,Status
Boinpalle,Ananthapalli,Ward,1,BC(W) GODISELA SWAPNA,Elected
Boinpalle,Ananthapalli,Ward,2,BC(W) JAGIRI PADMA,Elected
Boinpalle,Ananthapalli,Ward,3,BC(G) GAISETTI PRASHANATH,Elected
Boinpalle,Ananthapalli,Ward,4,BC(W) RANGU NAVEENA,Unanimous
Boinpalle,Ananthapalli,Ward,5,SC(G) KANNAM JAYASIMHA,Unanimous
Boinpalle,Ananthapalli,Ward,6,SC(W) CHANDRAGIRI JAMUNA,Elected
Boinpalle,Ananthapalli,Ward,7,SC(W) CHANDRAGIRI KEERTHANA,Unanimous
Boinpalle,Ananthapalli,Ward,8,BC(G) PARSA MALLESHAM,Elected
Boinpalle,Ananthapalli,Ward,9,BC(G) GANGINENI KARUNAKAR,Elected
Boinpalle,Ananthapalli,Ward,10,BC(W) BURUGUPALLY SRILATHA,Unanimous
Boinpalle,Boinpalli,Ward,1,BC(W) Dusa Swapna,Elected
Boinpalle,Boinpalli,Ward,2,BC(G) VASALA SRINIVAS,Elected
Boinpalle,Boinpalli,Ward,3,BC(W) BOJJA LAXMI,Elected
Boinpalle,Boinpalli,Ward,4,BC(G) PITTALA MOHAN,Elected
Boinpalle,Boinpalli,Ward,5,BC(G) BOJJA RAJU,Elected
Boinpalle,Boinpalli,Ward,6,BC(W) BOJJA REKHA,Elected
Boinpalle,Boinpalli,Ward,7,BC(G) ADEPU RAJAMOULI,Elected
Boinpalle,Boinpalli,Ward,8,SC(W) Edapelli Krishnaveni,Elected
Boinpalle,Boinpalli,Ward,9,SC(G) EDAPALLI SRIRAMULU,Elected
Boinpalle,Boinpalli,Ward,10,SC(W) Boddu Lahari,Elected
Boinpalle,Boinpalli,Ward,11,BC(G) NALLA MOHAN,Unanimous
Boinpalle,Boinpalli,Ward,12,BC(W) Gunti Lavanya,Elected
Boinpalle,Burugupalli,Ward,1,BC(G) PERUKA MAHESH,Elected
Boinpalle,Burugupalli,Ward,2,BC(W) KOLPULA PUSHPALATHA,Elected
Boinpalle,Burugupalli,Ward,3,BC(G) PULI CHANDRAIAH,Elected
Boinpalle,Burugupalli,Ward,4,SC(W) RAMANCHA JAMUNA,Elected
Boinpalle,Burugupalli,Ward,5,BC(W) BARIGE RADHA,Unanimous
Boinpalle,Burugupalli,Ward,6,BC(W) KARAMPURI KAVITHA,Elected
Boinpalle,Burugupalli,Ward,7,UR(G) KOLUPULA NARESH,Elected
Boinpalle,Burugupalli,Ward,8,SC(G) KALLEPELLI CHANDRAIAH,Elected
Boinpalle,Deshaipalli,Ward,1,UR(G) NIMMA RAJIREDDY,Elected
Boinpalle,Deshaipalli,Ward,2,UR(W) NIMMA PADMA,Elected
Boinpalle,Deshaipalli,Ward,3,UR(G) GOPU SRINIVAS REDDY,Elected
Boinpalle,Deshaipalli,Ward,4,UR(W) ONTELA MANGAMMA,Elected
Boinpalle,Deshaipalli,Ward,5,BC(W) THADUKA LAVANYA,Unanimous
Boinpalle,Deshaipalli,Ward,6,SC(G) KURUMA SRINIVAS,Elected
Boinpalle,Deshaipalli,Ward,7,SC(W) KONKATI SHIRISHA,Elected
Boinpalle,Deshaipalli,Ward,8,BC(G) VAVILALA SHANKAR,Elected
Boinpalle,Dundrapalli,Ward,1,UR(G) KANDULA RAJAMANI,Elected
Boinpalle,Dundrapalli,Ward,2,BC(W) MANDA LAXMI,Elected
Boinpalle,Dundrapalli,Ward,3,UR(G) KANDULA MAHENDAR REDDY,Unanimous
Boinpalle,Dundrapalli,Ward,4,BC(G) VANGA RAVI,Unanimous
Boinpalle,Dundrapalli,Ward,5,UR(G) CHEKKABANDI SUDHAKAR REDDY,Unanimous
Boinpalle,Dundrapalli,Ward,6,SC(W) NIMMALA HEMALATHYA,Unanimous
Boinpalle,Dundrapalli,Ward,7,SC(W) NARAHARI JANGAM,Elected
Boinpalle,Dundrapalli,Ward,8,BC(W) BACHU MALLESHWARI,Elected
Boinpalle,Gundannapally,Ward,1,BC(G) MEDUDULA KALIYUGA RAJU,Elected
Boinpalle,Gundannapally,Ward,2,BC(G) MEDUDULA MALLESHAM,Elected
Boinpalle,Gundannapally,Ward,3,BC(G) BHURU AILAIAH,Elected
Boinpalle,Gundannapally,Ward,4,BC(W) CHILUVERI PREMALATHA,Elected
Boinpalle,Gundannapally,Ward,5,BC(G) RADHA MALLEHAM,Elected
Boinpalle,Gundannapally,Ward,6,BC(W) NANDHI SAROJA,Elected
Boinpalle,Gundannapally,Ward,7,BC(W) KOPPULA GEETHA,Elected
Boinpalle,Gundannapally,Ward,8,UR(W) ENNAM SUMALATHA,Elected
Boinpalle,Jaggaraopalli,Ward,1,SC(W) Kottepally Sarala,Elected
Boinpalle,Jaggaraopalli,Ward,2,SC(G) Pandipelli Lachaiah,Elected
Boinpalle,Jaggaraopalli,Ward,3,BC(W) Burra Radha,Elected
Boinpalle,Jaggaraopalli,Ward,4,UR(W) Dundra Rajitha,Elected
Boinpalle,Jaggaraopalli,Ward,5,UR(G) Poreddy Ravinderreddy,Elected
Boinpalle,Jaggaraopalli,Ward,6,BC(G) Thipparaveni Narayana,Elected
Boinpalle,Jaggaraopalli,Ward,7,BC(W) Penchala Samatha,Elected
Boinpalle,Jaggaraopalli,Ward,8,BC(W) Thipparaveni Vinodha,Elected
Boinpalle,Kodurupaka,Ward,1,UR(G) Chinthapelli Thirupathireddy,Unanimous
Boinpalle,Kodurupaka,Ward,2,BC(W) Sarampally Laxmi,Unanimous
Boinpalle,Kodurupaka,Ward,3,BC(G) Nagula Laxmirajam,Elected
Boinpalle,Kodurupaka,Ward,4,SC(W) Rykam Sandya,Unanimous
Boinpalle,Kodurupaka,Ward,5,SC(W) Bamandla Laxmi,Elected
Boinpalle,Kodurupaka,Ward,6,ST(G) Suddala Mahender,Elected
Boinpalle,Kodurupaka,Ward,7,UR(W) Dyavanapalli Andalamma,Elected
Boinpalle,Kodurupaka,Ward,8,UR(G) Heejaab Ravinder,Elected
Boinpalle,Kodurupaka,Ward,9,BC(W) Siddanthi Swathi,Unanimous
Boinpalle,Kodurupaka,Ward,10,BC(W) Mutyala Narmada,Unanimous
Boinpalle,Kodurupaka,Ward,11,BC(G) Odela Mahender,Unanimous
Boinpalle,Kodurupaka,Ward,12,BC(W) Balagoni Lavanya,Elected
Boinpalle,Korem,Ward,1,SC(W) THADUKA PADMA,Unanimous
Boinpalle,Korem,Ward,2,UR(G) SAMA RAVINDER,Unanimous
Boinpalle,Korem,Ward,3,BC(W) DUMPETI SANJANA,Unanimous
Boinpalle,Korem,Ward,4,BC(G) PEDDIGARI RAVI,Unanimous
Boinpalle,Korem,Ward,5,BC(W) SAMBU LACHAMMA,Unanimous
Boinpalle,Korem,Ward,6,SC(G) ROMALA RAJANARSAIAH,Unanimous
Boinpalle,Korem,Ward,7,SC(G) romala srinivas,Unanimous
Boinpalle,Korem,Ward,8,BC(W) CHANDRAGIRI ANITHA,Unanimous
Boinpalle,Korem,Ward,9,BC(W) GAJARLA ROHINI,Unanimous
Boinpalle,Korem,Ward,10,UR(G) KYATHAM THIRUPATHI REDDY,Unanimous
Boinpalle,Kothapet,Ward,1,SC(G) Kallem Jampaiah,Unanimous
Boinpalle,Kothapet,Ward,2,BC(W) Velpula Renuka,Unanimous
Boinpalle,Kothapet,Ward,3,BC(G) Nyalapelli Rajender,Elected
Boinpalle,Kothapet,Ward,4,BC(W) Dyavanapally Shobha,Unanimous
Boinpalle,Kothapet,Ward,5,BC(G) Bonala Thirupathi,Elected
Boinpalle,Kothapet,Ward,6,SC(W) Illandula Swapna,Elected
Boinpalle,Kothapet,Ward,7,SC(W) Illandula Laxmi,Elected
Boinpalle,Kothapet,Ward,8,SC(G) Lingala Venkati,Elected
Boinpalle,Malkapur,Ward,1,BC(W) BONGONI SUNITHA,Unanimous
Boinpalle,Malkapur,Ward,2,BC(G) Pabbala Ailaiah,Elected
Boinpalle,Malkapur,Ward,3,BC(W) THONTI PADMA,Elected
Boinpalle,Malkapur,Ward,4,BC(G) MOHAMMAD HUSSAIN SHA,Elected
