Mandal,Gram Panchayat,Ward,Category,Name,Status
Addakal,Addakal,Ward,1,SC(G) MADIGA RAMESH,Elected
Addakal,Addakal,Ward,2,BC(G) Daniel Munagala,Elected
Addakal,Addakal,Ward,3,BC(W) Akthar Sultana,Elected
Addakal,Addakal,Ward,4,SC(W) Devarakonda Bhagyamma,Elected
Addakal,Addakal,Ward,5,UR(W) M PARIJATHA,Elected
Addakal,Addakal,Ward,6,UR(W) B Swathi,Elected
Addakal,Addakal,Ward,7,BC(G) T Krishnaiah,Elected
Addakal,Addakal,Ward,8,UR(G) M SAI REDDY,Elected
Addakal,Addakal,Ward,9,UR(W) Mohsina Tarunnam,Elected
Addakal,Addakal,Ward,10,UR(G) B Sudharkar Reddy,Elected
Addakal,Addakal,Ward,11,BC(W) Anupati Chandrakala,Elected
Addakal,Addakal,Ward,12,BC(W) Vakiti Krishnamma,Unanimous
Addakal,Baleedpally,Ward,1,UR(W) RADHIKA,Elected
Addakal,Baleedpally,Ward,2,BC(W) Narsamma,Elected
Addakal,Baleedpally,Ward,3,UR(G) NAGEHS,Elected
Addakal,Baleedpally,Ward,4,BC(G) BALAKRISHNA,Elected
Addakal,Baleedpally,Ward,5,BC(W) Mushti Polamma,Elected
Addakal,Baleedpally,Ward,6,UR(W) LAXMI DEVAMMA,Elected
Addakal,Baleedpally,Ward,7,SC(G) anjaneyullu,Elected
Addakal,Baleedpally,Ward,8,SC(W) N MAHESHWARI,Elected
Addakal,Baleedpally,Ward,9,BC(G) B Kurumurthy,Elected
Addakal,Baleedpally,Ward,10,SC(G) Y BALAIAH,Elected
Addakal,Chinnamunagalched,Ward,1,BC(G) SUJATHA,Unanimous
Addakal,Chinnamunagalched,Ward,2,SC(G) K B NAGA BUSHANAM,Unanimous
Addakal,Chinnamunagalched,Ward,3,BC(G) PRAVEEN KUMAR,Elected
Addakal,Chinnamunagalched,Ward,4,BC(G) THONDA THIRUPATHIAH,Elected
Addakal,Chinnamunagalched,Ward,5,BC(G) CHAND BEE,Elected
Addakal,Chinnamunagalched,Ward,6,BC(G) S KAMESHWARI,Unanimous
Addakal,Chinnamunagalched,Ward,7,SC(G) K NAGA LAXMI,Unanimous
Addakal,Chinnamunagalched,Ward,8,BC(G) MALLESH,Unanimous
Addakal,Gudibanda,Ward,1,BC(W) INDIRAMMA,Elected
Addakal,Gudibanda,Ward,2,BC(W) Anusha Chintakindi,Elected
Addakal,Gudibanda,Ward,3,SC(W) Srilatha Bombai,Elected
Addakal,Gudibanda,Ward,4,BC(G) KURATI NAGAIAHA,Elected
Addakal,Gudibanda,Ward,5,BC(W) VASA MALLESHA,Elected
Addakal,Gudibanda,Ward,6,BC(G) Vasa Shivaiah,Elected
Addakal,Gudibanda,Ward,7,UR(G) RAMESH SUNKARI,Elected
Addakal,Gudibanda,Ward,8,BC(G) Pavan Kumar,Elected
Addakal,Gudibanda,Ward,9,BC(W) MUDHI REDDYPALLY SAVITHRI,Elected
Addakal,Gudibanda,Ward,10,BC(G) DASU,Elected
Addakal,Kandur,Ward,1,BC(W) GOLLA PILI KRISHNAMMA,Elected
Addakal,Kandur,Ward,2,UR(G) Thokala Dhamodar Reddy,Elected
Addakal,Kandur,Ward,3,BC(W) KOTHA RADHA,Elected
Addakal,Kandur,Ward,4,BC(W) Telugu Bhazar Laxmi,Elected
Addakal,Kandur,Ward,5,BC(W) Boya Lavanya,Elected
Addakal,Kandur,Ward,6,BC(G) Boya Neredukomma Laxmaiah,Elected
Addakal,Kandur,Ward,7,BC(G) Venkatesh Varala,Elected
Addakal,Kandur,Ward,8,SC(G) SHANKAR KATHAVARMA,Elected
Addakal,Kandur,Ward,9,BC(W) Manemma,Elected
