Mandal,Gram Panchayat,Ward,Category,Name,Status
Atmakur,Agrampahad,Ward,1,UR(G) Buchireddy Vancha,Elected
Atmakur,Agrampahad,Ward,2,BC(G) Srinivasulu Kothapelli,Elected
Atmakur,Agrampahad,Ward,3,BC(W) Umadevi Avula,Elected
Atmakur,Agrampahad,Ward,4,UR(W) Borigam Sunitha,Elected
Atmakur,Agrampahad,Ward,5,UR(G) Narsimha Reddy Mannem,Elected
Atmakur,Agrampahad,Ward,6,SC(W) Madipelii Sunitha,Elected
Atmakur,Agrampahad,Ward,7,SC(G) Madasi Babu,Elected
Atmakur,Agrampahad,Ward,8,UR(W) Madduri Sumalatha,Elected
Atmakur,Akkampet,Ward,1,UR(G) Veerabhadraiah Radharapu,Elected
Atmakur,Akkampet,Ward,2,BC(W) Aruna Gopu,Elected
Atmakur,Akkampet,Ward,3,BC(G) Odela Ravinder,Elected
Atmakur,Akkampet,Ward,4,UR(W) Regula Meghana,Elected
Atmakur,Akkampet,Ward,5,UR(G) Regula Rajesh,Elected
Atmakur,Akkampet,Ward,6,UR(W) Kadudhula Suguna,Elected
Atmakur,Akkampet,Ward,7,BC(G) Ramesh Erukala,Elected
Atmakur,Akkampet,Ward,8,BC(W) Shashirekha Boddu,Elected
Atmakur,Akkampet,Ward,9,UR(G) Kadudhula Raju,Elected
Atmakur,Akkampet,Ward,10,SC(W) ELLAMMA SILUVERU,Elected
Atmakur,Akkampet,Ward,11,SC(G) PRASAD SILUVERUq,Elected
Atmakur,Akkampet,Ward,12,UR(W) Peddaboina Vinoda,Elected
Atmakur,Atmakur,Ward,1,BC(W) Jamuna Velde,Elected
Atmakur,Atmakur,Ward,2,UR(W) Revuri Aparna,Elected
Atmakur,Atmakur,Ward,3,UR(G) Papani Ravindar,Elected
Atmakur,Atmakur,Ward,4,UR(G) Revuri Praveen reddy,Elected
Atmakur,Atmakur,Ward,5,SC(G) Nathi Ravinder,Elected
Atmakur,Atmakur,Ward,6,BC(G) Podila Sadaiah,Elected
Atmakur,Atmakur,Ward,7,BC(G) Bayyagani Rajendar Goud,Elected
Atmakur,Atmakur,Ward,8,BC(W) Rasamalla Anitha,Elected
Atmakur,Atmakur,Ward,9,UR(W) Vangala Swathi,Elected
Atmakur,Atmakur,Ward,10,SC(W) Kommu Shobha,Elected
Atmakur,Atmakur,Ward,11,UR(W) Remidi Sravanthi,Elected
Atmakur,Atmakur,Ward,12,BC(G) Bayya Raju,Elected
Atmakur,Atmakur,Ward,13,UR(G) Kadaboina Ravi,Elected
