Mandal,Gram Panchayat,Ward,Category,Name,Status
Addagudur,Adda Gudur,Ward,1,UR(G) BAIREDDI RAVINDAR REDDY,Unanimous
Addagudur,Adda Gudur,Ward,2,UR(G) VADAKLA RANADEER REDDI,Elected
Addagudur,Adda Gudur,Ward,3,BC(G) DASARI BALARAJ,Elected
Addagudur,Adda Gudur,Ward,4,BC(W) THIPPATI VARALAKSHMI,Elected
Addagudur,Adda Gudur,Ward,5,UR(W) SOMIREDDY KARUNA,Elected
Addagudur,Adda Gudur,Ward,6,SC(W) MANDULA MANJULA,Elected
Addagudur,Adda Gudur,Ward,7,SC(G) BALEMLA DEVAIAH,Elected
Addagudur,Adda Gudur,Ward,8,UR(G) PUJARI SAIDULU,Elected
Addagudur,Adda Gudur,Ward,9,SC(W) GUDEPU REVATHI,Elected
Addagudur,Adda Gudur,Ward,10,UR(W) PULA PALLI ANANTHA LAKSHMI,Elected
Addagudur,Adda Gudur,Ward,11,SC(G) DAPPU MUTHAIAH CHINA,Elected
Addagudur,Adda Gudur,Ward,12,UR(W) KADARI SOMANARSAMMA,Elected
Addagudur,Azeempet,Ward,1,UR(W) Nimmala Nagamma,Elected
Addagudur,Azeempet,Ward,2,BC(G) Lingala Venkataiah,Elected
Addagudur,Azeempet,Ward,3,BC(G) Kanneboina Yadamallu,Elected
Addagudur,Azeempet,Ward,4,BC(W) Panduga Andalu,Elected
Addagudur,Azeempet,Ward,5,UR(G) lingala Narayana,Elected
Addagudur,Azeempet,Ward,6,UR(G) Itikala Bachaiah,Elected
Addagudur,Azeempet,Ward,7,SC(W) Itikala Renuka,Unanimous
Addagudur,Azeempet,Ward,8,UR(W) Kanneboina Anthamma,Elected
Addagudur,Boddugudem,Ward,1,UR(G) SOLIPURAM NAVEEN REDDY,Elected
Addagudur,Boddugudem,Ward,2,SC(W) CHEDIPELLI RENUKA,Elected
Addagudur,Boddugudem,Ward,3,SC(W) REKHALA HEMALATHA,Elected
Addagudur,Boddugudem,Ward,4,SC(G) KAPARTHI VEERA SWAMY,Elected
Addagudur,Boddugudem,Ward,5,SC(G) CHUKKA BABU,Elected
Addagudur,Boddugudem,Ward,6,BC(W) DANDEPALLY NARSAMMA,Elected
Addagudur,Boddugudem,Ward,7,BC(G) SAMMETA SWAMYY,Elected
Addagudur,Boddugudem,Ward,8,BC(W) ELUKA UTTARAMMA,Elected
Addagudur,Chinnapadishala,Ward,1,SC(G) Chukka Somaiah,Elected
Addagudur,Chinnapadishala,Ward,2,UR(G) Sudida Sammaiah,Elected
Addagudur,Chinnapadishala,Ward,3,UR(G) Kate Naveen,Elected
Addagudur,Chinnapadishala,Ward,4,UR(W) Shamala Kamalamma,Elected
Addagudur,Chinnapadishala,Ward,5,BC(G) Orsu Kalamma,Elected
Addagudur,Chinnapadishala,Ward,6,BC(W) Orsu Vijayalakshmi,Elected
Addagudur,Chinnapadishala,Ward,7,UR(W) AMBATI RAJITHA,Elected
Addagudur,Chinnapadishala,Ward,8,SC(W) Magi Vasnta,Elected
Addagudur,Chirra Gudur,Ward,1,BC(G) MUDDARABOINA SOMAIAH,Elected
Addagudur,Chirra Gudur,Ward,2,BC(W) DHANALAKSHMI PARREPATI,Elected
Addagudur,Chirra Gudur,Ward,3,SC(G) MANDULA SOMAIAH,Elected
Addagudur,Chirra Gudur,Ward,4,BC(G) MALLESH KUMAR UPPULA,Elected
Addagudur,Chirra Gudur,Ward,5,BC(W) Chittaluru Chandrakala,Elected
Addagudur,Chirra Gudur,Ward,6,BC(W) PARREPATI SOM MALLAMMA,Elected
Addagudur,Chirra Gudur,Ward,7,SC(G) PARREPATI VENKATAIAH,Elected
Addagudur,Chirra Gudur,Ward,8,BC(G) KAMMAMPATI YAKAMMA,Elected
Addagudur,Choulla Ramaram,Ward,1,UR(G) THOTA KRUSHNA REDDY,Elected
Addagudur,Choulla Ramaram,Ward,2,BC(G) KAMBALA ANJAIAH,Elected
Addagudur,Choulla Ramaram,Ward,3,UR(G) THOTA BHASKAR REDDY,Elected
Addagudur,Choulla Ramaram,Ward,4,BC(W) KURAKULA JAYAMMA,Elected
Addagudur,Choulla Ramaram,Ward,5,SC(G) KIRAN MANDULA,Elected
Addagudur,Choulla Ramaram,Ward,6,SC(W) MANDULA LAKSHMI,Elected
Addagudur,Choulla Ramaram,Ward,7,UR(W) NANUBOTHU MOUNIKA,Elected
Addagudur,Choulla Ramaram,Ward,8,UR(W) CHINTHALA SOMANARSAMMA,Elected
Addagudur,Choulla Ramaram,Ward,9,UR(G) PURUGULA MALLAIAH,Elected
Addagudur,Choulla Ramaram,Ward,10,SC(W) GUDELLI RENUKA,Elected
Addagudur,Dharmaram,Ward,1,UR(W) Kathula Bhadramma,Elected
