Mandal,Gram Panchayat,Ward,Category,Name,Status
Basar,Bidrelly,Ward,1,UR(G) Vittabai,Elected
Basar,Bidrelly,Ward,2,UR(W) Savithra bai,Unanimous
Basar,Bidrelly,Ward,3,UR(G) Sanjay,Elected
Basar,Bidrelly,Ward,4,UR(W) Belige Lalitha Bai,Elected
Basar,Bidrelly,Ward,5,BC(G) GANESH jUNGE,Unanimous
Basar,Bidrelly,Ward,6,BC(G) Mahesh Changade,Elected
Basar,Bidrelly,Ward,7,BC(W) Durpath Bai,Elected
Basar,Bidrelly,Ward,8,UR(G) Rama,Elected
Basar,Bidrelly,Ward,9,UR(W) Anitha Bai,Unanimous
Basar,Bidrelly,Ward,10,SC(W) T Adibai,Elected
Basar,Owni,Ward,1,UR(G) Jadav Shivaji,Elected
Basar,Owni,Ward,2,BC(W) K ANITHA,Elected
Basar,Owni,Ward,3,BC(G) RAMAN PATEL,Elected
Basar,Owni,Ward,4,UR(W) DARABAIDY SAVITHA,Elected
Basar,Owni,Ward,5,UR(W) GOTUMUKKULA BUMIKA,Elected
Basar,Owni,Ward,6,UR(G) BERISHETTY SANJEEV,Elected
Basar,Owni,Ward,7,SC(G) Bheem Rao,Elected
Basar,Owni,Ward,8,SC(W) SURYAVAMSHI SAGARA,Elected
Basar,Savergaon,Ward,1,BC(W) Suryavamshi Bharath Bai,Unanimous
Basar,Savergaon,Ward,2,UR(G) Thokala Oddenna,Unanimous
Basar,Savergaon,Ward,3,UR(W) Kontham Shobha,Unanimous
Basar,Savergaon,Ward,4,SC(G) Bheem Rao,Unanimous
Basar,Savergaon,Ward,5,UR(G) Santrekar Ganapathi,Unanimous
Basar,Savergaon,Ward,6,SC(G) Shilvanthkar Laxman,Unanimous
Basar,Savergaon,Ward,7,SC(W) Pattedar Gangabai,Unanimous
Basar,Savergaon,Ward,8,UR(W) Jadav Sunitha,Unanimous
Bhainsa,Bijjur,Ward,1,BC(G) Sanganand,Elected
Bhainsa,Bijjur,Ward,2,BC(W) S SUMALATHA,Elected
Bhainsa,Bijjur,Ward,3,BC(G) K SAINATH,Elected
Bhainsa,Bijjur,Ward,4,BC(W) LIXMI BAI,Unanimous
Bhainsa,Bijjur,Ward,5,BC(W) ALEKYA,Unanimous
Bhainsa,Bijjur,Ward,6,BC(G) VENKAT REDDY,Unanimous
Bhainsa,Bijjur,Ward,7,SC(G) G RAHUL,Elected
Bhainsa,Bijjur,Ward,8,BC(W) A RANI,Unanimous
Bhainsa,Boregaon (B) (Proposed Gp ),Ward,1,BC(W) Anasuya bai,Elected
Bhainsa,Boregaon (B) (Proposed Gp ),Ward,2,BC(G) Bharath bai Jogdande,Elected
Bhainsa,Boregaon (B) (Proposed Gp ),Ward,3,BC(G) jogdandekar Ausaji,Elected
Bhainsa,Boregaon (B) (Proposed Gp ),Ward,4,BC(W) Anusha bai,Elected
Bhainsa,Boregaon (B) (Proposed Gp ),Ward,5,SC(G) Nadipi Gangaram,Elected
Bhainsa,Boregaon (B) (Proposed Gp ),Ward,6,SC(W) Bandolla Vandana,Elected
Bhainsa,Chichund,Ward,1,BC(G) JANAKA POSHETTY,Elected
Bhainsa,Chichund,Ward,2,BC(G) kadam yogeshwar,Elected
Bhainsa,Chichund,Ward,3,BC(W) KURE RUKMINI,Elected
Bhainsa,Chichund,Ward,4,SC(W) GADPALE SUJATHA,Elected
Bhainsa,Chichund,Ward,5,SC(W) SAGARABAI,Elected
Bhainsa,Chichund,Ward,6,BC(G) JINKOD AMRUTH,Elected
Bhainsa,Chichund,Ward,7,BC(W) VAISHNAVI,Elected
Bhainsa,Chichund,Ward,8,SC(W) ANUSHABAI,Elected
Bhainsa,Chichund,Ward,9,SC(G) GADPALE AMBADAS,Elected
Bhainsa,Chichund,Ward,10,SC(W) GADPALE SUMAN,Elected
Bhainsa,Chintalbori,Ward,1,BC(W) AMEDA ANITHA,Elected
Bhainsa,Chintalbori,Ward,2,BC(G) CHIKATI SAINATH,Elected
Bhainsa,Chintalbori,Ward,3,SC(G) MUPPENKAR SHEKHAR,Elected
Bhainsa,Chintalbori,Ward,4,BC(G) BODKEWAR YOGESH,Elected
Bhainsa,Chintalbori,Ward,5,BC(W) BODKEWAR EERABAI,Elected
Bhainsa,Chintalbori,Ward,6,BC(W) GUMMULA NAVANITHA,Elected
Bhainsa,Chintalbori,Ward,7,BC(W) KOTHAKAPU SAVITHA,Elected
