Mandal,Gram Panchayat,Ward,Category,Name,Status
Alladurg,Alladurg,Ward,1,BC(W) Golla Sunitha,Elected
Alladurg,Alladurg,Ward,2,BC(G) Appajipalle Pentaiah,Elected
Alladurg,Alladurg,Ward,3,BC(W) Kalayi Laxmi,Elected
Alladurg,Alladurg,Ward,4,BC(G) Vadla Durgesh,Elected
Alladurg,Alladurg,Ward,5,BC(W) Kurma Chandrakala,Elected
Alladurg,Alladurg,Ward,6,BC(W) Akula Krishnaveni,Elected
Alladurg,Alladurg,Ward,7,BC(G) Bagili Baswaraj,Elected
Alladurg,Alladurg,Ward,8,BC(W) Nasreen Begum,Elected
Alladurg,Alladurg,Ward,9,BC(G) Madduri Suresh Goud,Elected
Alladurg,Alladurg,Ward,10,BC(G) Akula Raju,Elected
Alladurg,Alladurg,Ward,11,SC(G) Basannagari Balakishan,Elected
Alladurg,Alladurg,Ward,12,SC(W) Sadala Durgamma,Elected
Alladurg,Appajipally,Ward,1,SC(G) Vijay Kumar Begari,Elected
Alladurg,Appajipally,Ward,2,BC(G) Ayitha Sailu,Elected
Alladurg,Appajipally,Ward,3,BC(G) Donthu Balraju,Elected
Alladurg,Appajipally,Ward,4,BC(G) Chakali Nagaiah,Elected
Alladurg,Appajipally,Ward,5,BC(W) Swapna Uppari,Elected
Alladurg,Appajipally,Ward,6,BC(G) Gandali Ravikumar,Elected
Alladurg,Appajipally,Ward,7,BC(W) Talari Narsamma,Elected
Alladurg,Appajipally,Ward,8,BC(W) Janabhai Dodla,Elected
Alladurg,Appajipally,Ward,9,BC(W) Arige Yadamma,Elected
Alladurg,Appajipally,Ward,10,ST(W) Lambadi Laxmi,Elected
Alladurg,Bahiramdibba,Ward,1,BC(G) Yadaiah Mupparam,Elected
Alladurg,Bahiramdibba,Ward,2,BC(G) Leki Mallaiah,Elected
Alladurg,Bahiramdibba,Ward,3,BC(W) Kotta Laxmi,Elected
Alladurg,Bahiramdibba,Ward,4,BC(W) Chakali Susheela,Elected
Alladurg,Bahiramdibba,Ward,5,BC(W) Narsagari Umarani,Elected
Alladurg,Bahiramdibba,Ward,6,BC(G) Ranapuram Narsappa,Elected
Alladurg,Bahiramdibba,Ward,7,BC(G) Gandla Baswaraj,Elected
Alladurg,Bahiramdibba,Ward,8,SC(W) Talari Pulamma,Elected
Alladurg,Bahiramdibba,Ward,9,SC(G) Nadipolla Anil Kumar,Elected
Alladurg,Bahiramdibba,Ward,10,SC(W) Kollapally Sayamma,Elected
