Mandal,Gram Panchayat,Ward,Category,Name,Status
Dharmaram,Banjerpally,Ward,1,SC(W) KOTHURI ANJAMMA,Unanimous
Dharmaram,Banjerpally,Ward,2,BC(G) KADARI RAVI,Elected
Dharmaram,Banjerpally,Ward,3,UR(W) KALLEM PRAVALIKA,Unanimous
Dharmaram,Banjerpally,Ward,4,BC(G) DANE RAVI,Elected
Dharmaram,Banjerpally,Ward,5,BC(W) BANDARI ANJALI,Elected
Dharmaram,Banjerpally,Ward,6,BC(G) GOLLASHETTI KANTESHWAR,Elected
Dharmaram,Banjerpally,Ward,7,UR(W) SINGIREDDY SARITHA,Unanimous
Dharmaram,Banjerpally,Ward,8,BC(W) KADARI LACHAVVA,Elected
Dharmaram,Bommareddypalle,Ward,1,SC(G) PARNANDI DEVAMMA,Elected
Dharmaram,Bommareddypalle,Ward,2,BC(W) EGGELA LATA,Elected
Dharmaram,Bommareddypalle,Ward,3,UR(W) GAJANGI LACHAMMA,Elected
Dharmaram,Bommareddypalle,Ward,4,UR(G) ERLA RAJU,Elected
Dharmaram,Bommareddypalle,Ward,5,UR(W) PANUGANTI JYOTHI,Elected
Dharmaram,Bommareddypalle,Ward,6,BC(W) LATA MAKKAPELLI,Elected
Dharmaram,Bommareddypalle,Ward,7,BC(G) PESARI SWAMY,Elected
Dharmaram,Bommareddypalle,Ward,8,UR(G) BATTINI TIRUPATHI,Elected
Dharmaram,Bommareddypalle,Ward,9,UR(G) JANAGAMA THIRUPATHI,Elected
Dharmaram,Bommareddypalle,Ward,10,SC(W) GOURI MAMATHA,Elected
Dharmaram,Botlavanaparthy,Ward,1,BC(W) DARAVENI BUCHAMMA,Elected
Dharmaram,Botlavanaparthy,Ward,2,BC(G) GANGARAPU LAXMI,Elected
Dharmaram,Botlavanaparthy,Ward,3,SC(W) REDAPAKA THIRUPATHAMMA,Elected
Dharmaram,Botlavanaparthy,Ward,4,SC(G) REDAPAKA VINOD KUMAR,Elected
Dharmaram,Botlavanaparthy,Ward,5,BC(G) NERELLA KIRAN,Elected
Dharmaram,Botlavanaparthy,Ward,6,BC(G) BATHINI SANTHOSH,Elected
Dharmaram,Botlavanaparthy,Ward,7,BC(W) AAKARI LAVANYA,Elected
