Mandal,Gram Panchayat,Ward,Category,Name,Status
Aiza,Bhoompur,Ward,1,BC(G) B BHEEMESH,Elected
Aiza,Bhoompur,Ward,2,BC(G) kyasaramu,Elected
Aiza,Bhoompur,Ward,3,BC(G) USHEEN,Elected
Aiza,Bhoompur,Ward,4,BC(W) Shankaramma,Elected
Aiza,Bhoompur,Ward,5,UR(G) Chinna Anjaneyulu,Elected
Aiza,Bhoompur,Ward,6,BC(G) G Ramalingamma,Elected
Aiza,Bhoompur,Ward,7,BC(W) Bhemeswaramma,Elected
Aiza,Bhoompur,Ward,8,BC(W) Govindamma,Elected
Aiza,Bhoompur,Ward,9,BC(G) Bheemanna,Elected
Aiza,Bhoompur,Ward,10,BC(W) Padma,Elected
Aiza,Bingidoddi,Ward,1,BC(W) Jyothi Uppari,Elected
Aiza,Bingidoddi,Ward,2,BC(G) Venkatramulu,Elected
Aiza,Bingidoddi,Ward,3,BC(W) Padmamma,Elected
Aiza,Bingidoddi,Ward,4,BC(W) Shankaramma,Elected
Aiza,Bingidoddi,Ward,5,UR(G) Laxmanna,Elected
Aiza,Bingidoddi,Ward,6,BC(G) G Narsimhulu,Elected
Aiza,Bingidoddi,Ward,7,BC(W) shankaramma,Elected
Aiza,Bingidoddi,Ward,8,BC(W) Rajeswaramma,Elected
Aiza,Bingidoddi,Ward,9,BC(G) sunakanna,Elected
Aiza,Bingidoddi,Ward,10,UR(W) kurva dhimmakka,Elected
Aiza,Bingidoddi,Ward,11,SC(G) Hanumanthu,Elected
Aiza,Bingidoddi,Ward,12,BC(G) Thimmappa Uppari,Elected
Aiza,Boyinipalle,Ward,1,BC(G) K Veeranna,Elected
Aiza,Boyinipalle,Ward,2,BC(W) Bandenavaj,Unanimous
Aiza,Boyinipalle,Ward,3,BC(G) Golla Girenna,Elected
Aiza,Boyinipalle,Ward,4,BC(W) E Eeramma,Elected
Aiza,Boyinipalle,Ward,5,BC(W) YELLAMMA,Elected
Aiza,Boyinipalle,Ward,6,BC(G) AMEER,Elected
Aiza,Boyinipalle,Ward,7,BC(W) PADMAMMA,Elected
Aiza,Boyinipalle,Ward,8,BC(W) SARASWATI,Elected
Aiza,Chinnatandrapadu,Ward,1,BC(G) k satish,Elected
Aiza,Chinnatandrapadu,Ward,2,SC(W) Somulamma,Elected
Aiza,Chinnatandrapadu,Ward,3,UR(G) boya anajaneyulu,Elected
Aiza,Chinnatandrapadu,Ward,4,BC(W) URUKUNDAMMA,Elected
Aiza,Chinnatandrapadu,Ward,5,BC(W) narsamma,Elected
Aiza,Chinnatandrapadu,Ward,6,UR(G) satya ramudu,Unanimous
Aiza,Chinnatandrapadu,Ward,7,SC(W) Rangamma,Elected
Aiza,Chinnatandrapadu,Ward,8,UR(G) b mahesh,Elected
Aiza,Chinnatandrapadu,Ward,9,BC(W) Padmamma,Elected
Aiza,Chinnatandrapadu,Ward,10,SC(W) budemma,Elected
Aiza,Chinnatandrapadu,Ward,11,SC(W) vajramma,Elected
Aiza,Chinnatandrapadu,Ward,12,SC(G) sudhakar,Elected
Aiza,Chinnatandrapadu,Ward,13,SC(G) Ashok,Elected
Aiza,Chinnatandrapadu,Ward,14,SC(W) bebi,Elected
Aiza,Edigonipally,Ward,1,BC(G) Thippanna,Elected
Aiza,Edigonipally,Ward,2,BC(G) Narsimhulu,Elected
Aiza,Edigonipally,Ward,3,BC(W) Thimmakka,Elected
Aiza,Edigonipally,Ward,4,BC(W) Golla Govindamma,Elected
Aiza,Edigonipally,Ward,5,BC(G) Chinna Ramaiah,Elected
Aiza,Edigonipally,Ward,6,BC(G) G Narsimhulu,Elected
Aiza,Edigonipally,Ward,7,BC(W) Boya Anjanamma,Elected
Aiza,Edigonipally,Ward,8,BC(W) Kurva Radhamma,Elected
Aiza,Eklaspur,Ward,1,BC(G) Hanumanthu,Elected
Aiza,Eklaspur,Ward,2,BC(W) govindamma,Elected
Aiza,Eklaspur,Ward,3,BC(W) padmamma,Elected
Aiza,Eklaspur,Ward,4,BC(W) Sujatha,Elected
Aiza,Eklaspur,Ward,5,BC(W) K Govindamma,Elected
Aiza,Eklaspur,Ward,6,UR(G) M Sidda Ramappa,Elected
Aiza,Eklaspur,Ward,7,UR(G) ramakrishna,Elected
Aiza,Eklaspur,Ward,8,SC(G) Pegula Muddanna,Elected
Aiza,Eklaspur,Ward,9,SC(W) P Susmita,Unanimous
Aiza,Eklaspur,Ward,10,UR(G) Jayanna,Unanimous
Aiza,Gudidoddi,Ward,1,UR(W) radhamma,Elected
Aiza,Gudidoddi,Ward,2,UR(G) sudhakar reddy,Elected
Aiza,Gudidoddi,Ward,3,UR(G) nageswar reddy,Elected
Aiza,Gudidoddi,Ward,4,UR(W) P Sunitha,Elected
Aiza,Gudidoddi,Ward,5,BC(W) PUSHPAVATHI,Elected
Aiza,Gudidoddi,Ward,6,BC(G) thimanna,Elected
Aiza,Gudidoddi,Ward,7,BC(W) manikyamma,Elected
Aiza,Gudidoddi,Ward,8,BC(G) venkatanna,Elected
Aiza,Jadadoddi,Ward,1,SC(W) Venkatamma,Elected
Aiza,Jadadoddi,Ward,2,SC(G) maddeleti,Elected
Aiza,Jadadoddi,Ward,3,BC(W) Govindamma,Elected
Aiza,Jadadoddi,Ward,4,BC(W) Sarojamma,Elected
Aiza,Jadadoddi,Ward,5,BC(G) Naganna,Elected
Aiza,Jadadoddi,Ward,6,UR(G) Jaya Reddy,Elected
Aiza,Jadadoddi,Ward,7,SC(G) Ravindra,Elected
Aiza,Jadadoddi,Ward,8,SC(W) Yestheramma,Elected
Aiza,Kesavapuram,Ward,1,BC(G) KEHSRAMAIAH,Elected
Aiza,Kesavapuram,Ward,2,BC(W) shnakramma,Elected
Aiza,Kesavapuram,Ward,3,BC(G) CHINNA HANUMANTHU,Elected
Aiza,Kesavapuram,Ward,4,BC(G) K Rangaswamy Goud,Elected
Aiza,Kesavapuram,Ward,5,BC(W) KASHIM BEE,Elected
Aiza,Kesavapuram,Ward,6,SC(W) ANASUYAMMA,Elected
Aiza,Kesavapuram,Ward,7,SC(G) jayaraju,Elected
Aiza,Kesavapuram,Ward,8,BC(G) GOVINDU,Elected
Aiza,Kesavapuram,Ward,9,BC(W) Sharadamma,Elected
Aiza,Kesavapuram,Ward,10,BC(G) K GOVARDHAN,Elected
Aiza,Kistapur,Ward,1,BC(G) madhu yadav,Elected
Aiza,Kistapur,Ward,2,UR(G) govardhan,Elected
Aiza,Kistapur,Ward,3,UR(W) jayasudha,Elected
Aiza,Kistapur,Ward,4,UR(G) rangamma,Elected
Aiza,Kistapur,Ward,5,BC(W) jayalaxmi,Elected
Aiza,Kistapur,Ward,6,BC(W) narsamma,Elected
Aiza,Kistapur,Ward,7,UR(G) pedda laxmi pathi,Elected
Aiza,Kistapur,Ward,8,BC(G) Govindu,Elected
Aiza,Kothapalle,Ward,1,BC(G) Kurva Jayanna,Elected
Aiza,Kothapalle,Ward,2,BC(W) Parvathi,Elected
Aiza,Kothapalle,Ward,3,BC(G) Kurva Veeranna,Elected
Aiza,Kothapalle,Ward,4,UR(W) Munta sujatha,Elected
Aiza,Kothapalle,Ward,5,UR(W) T saraswathi,Elected
Aiza,Kothapalle,Ward,6,UR(G) sulochanamma,Elected
Aiza,Kothapalle,Ward,7,SC(W) Sushyanamma,Elected
Aiza,Kothapalle,Ward,8,SC(G) Gandhibabu,Elected
Aiza,Kothapalle,Ward,9,SC(W) Maheswari,Elected
Aiza,Kothapalle,Ward,10,UR(G) Sandepkumar,Elected
Aiza,Kudakanoor,Ward,1,UR(W) G hanumakka,Elected
Aiza,Kudakanoor,Ward,2,UR(W) Madevi,Elected
Aiza,Kudakanoor,Ward,3,UR(G) B Malikarjuna,Elected
Aiza,Kudakanoor,Ward,4,BC(W) Bhemakka,Elected
Aiza,Kudakanoor,Ward,5,UR(G) Sadham,Elected
Aiza,Kudakanoor,Ward,6,SC(G) Chinna thimappa,Elected
Aiza,Kudakanoor,Ward,7,SC(G) Jane,Elected
Aiza,Kudakanoor,Ward,8,SC(W) HAIMATVAMMA,Elected
Aiza,Kurravaipalle,Ward,1,BC(G) K Mahesh,Elected
Aiza,Kurravaipalle,Ward,2,BC(W) kurva maddamma,Elected
Aiza,Kurravaipalle,Ward,3,BC(W) k mamathamma,Elected
Aiza,Kurravaipalle,Ward,4,UR(G) ramanna,Elected
Aiza,Kurravaipalle,Ward,5,BC(G) k veresh,Elected
Aiza,Kurravaipalle,Ward,6,UR(W) K Govindamma,Elected
Aiza,Kurravaipalle,Ward,7,UR(G) k pullanna,Elected
Aiza,Kurravaipalle,Ward,8,UR(W) k sujatha,Elected
Aiza,Medikonda,Ward,1,BC(W) Bheemakka,Elected
Aiza,Medikonda,Ward,2,BC(G) PEDDA DEVAPPA,Elected
Aiza,Medikonda,Ward,3,BC(W) T LAXMAMMA,Elected
Aiza,Medikonda,Ward,4,BC(W) USHENAMMA,Elected
Aiza,Medikonda,Ward,5,BC(W) B CHITTEMMA,Elected
Aiza,Medikonda,Ward,6,BC(G) SRI RAMULU,Elected
Aiza,Medikonda,Ward,7,BC(W) SAROJA,Elected
Aiza,Medikonda,Ward,8,BC(W) KASHAMMA,Elected
Aiza,Medikonda,Ward,9,UR(W) RAMADEVI,Elected
Aiza,Medikonda,Ward,10,BC(W) RADHAMMA,Elected
Aiza,Medikonda,Ward,11,BC(G) BEECHUPALLI,Elected
Aiza,Medikonda,Ward,12,SC(W) PADMA,Elected
Aiza,Medikonda,Ward,13,SC(G) JEEVAN KUMAR,Elected
Aiza,Medikonda,Ward,14,SC(W) P SILAAJI,Elected
Aiza,Mugonipalle,Ward,1,BC(W) Manikyamma,Elected
Aiza,Mugonipalle,Ward,2,BC(G) Chinna Bheemanna,Elected
Aiza,Mugonipalle,Ward,3,BC(W) Boya Saroja,Elected
Aiza,Mugonipalle,Ward,4,BC(G) Kistappa,Elected
Aiza,Mugonipalle,Ward,5,BC(W) GOVINDAMMA,Elected
Aiza,Mugonipalle,Ward,6,BC(G) BHEEMANNA,Elected
Aiza,Mugonipalle,Ward,7,BC(W) SINDUJA EDIGA,Elected
