Mandal,Gram Panchayat,Ward,Category,Name,Status
Bachannapeta,Alimpur,Ward,1,BC(G) DASAARAM PRAVEEN KUMAR,Unanimous
Bachannapeta,Alimpur,Ward,2,UR(G) Prameela Poreddi,Elected
Bachannapeta,Alimpur,Ward,3,SC(W) Kavitha PARVATHAM,Unanimous
Bachannapeta,Alimpur,Ward,4,BC(W) BEEGORI MOHMMAD,Elected
Bachannapeta,Alimpur,Ward,5,UR(G) KOLA MANJULA,Elected
Bachannapeta,Alimpur,Ward,6,SC(G) Pakala Bikshapathi,Unanimous
Bachannapeta,Alimpur,Ward,7,BC(W) PARUPALLI NANDINI,Elected
Bachannapeta,Alimpur,Ward,8,UR(G) PARUPALLI BALARAJU,Elected
Bachannapeta,Alimpur,Ward,9,UR(W) BHARATHAMMA POREDDY,Unanimous
Bachannapeta,Alimpur,Ward,10,UR(W) RENUKA UDEM,Unanimous
Bachannapeta,Bachannapet,Ward,1,UR(G) GOLI BUCHIRAJU,Elected
Bachannapeta,Bachannapet,Ward,2,BC(W) KAKKERLA MAMATHA,Elected
Bachannapeta,Bachannapet,Ward,3,BC(G) MAHATHAMACHARY KODURI,Elected
Bachannapeta,Bachannapet,Ward,4,BC(W) VEMULA EESHVARAMMA,Elected
Bachannapeta,Bachannapet,Ward,5,UR(W) KEMIDI LAVANYA,Elected
Bachannapeta,Bachannapet,Ward,6,UR(W) MALLAMMA BOLLEPALLI,Elected
Bachannapeta,Bachannapet,Ward,7,SC(W) Renuka Tammadi,Elected
Bachannapeta,Bachannapet,Ward,8,UR(W) DHIDIGA RAJITHA,Elected
Bachannapeta,Bachannapet,Ward,9,SC(W) ALVALA JYOTHI,Elected
Bachannapeta,Bachannapet,Ward,10,UR(G) HARISH EDDU,Elected
Bachannapeta,Bachannapet,Ward,11,UR(G) KAVVAM KARNAKAR REDDY,Elected
Bachannapeta,Bachannapet,Ward,12,SC(G) JAMGALA UPENDER,Elected
Bachannapeta,Bachannapet,Ward,13,UR(G) KAKKERLA VIJAY KUMAR,Elected
Bachannapeta,Bachannapet,Ward,14,BC(G) KONDA HARIKRISHNA,Elected
Bachannapeta,Bandanagaram,Ward,1,BC(W) ANJAMMA BUSARAJU,Elected
Bachannapeta,Bandanagaram,Ward,2,UR(G) BATHINI RAJALINGAM,Elected
Bachannapeta,Bandanagaram,Ward,3,UR(G) SRINIVAS IPPA,Elected
Bachannapeta,Bandanagaram,Ward,4,BC(G) IJJAGIRI SRINIAVAS,Elected
Bachannapeta,Bandanagaram,Ward,5,BC(W) SUNITHA ARELLA,Elected
Bachannapeta,Bandanagaram,Ward,6,UR(W) PEMALATHA SAVADU,Elected
Bachannapeta,Bandanagaram,Ward,7,SC(W) BHAVANI MAANEPALLI,Elected
Bachannapeta,Bandanagaram,Ward,8,UR(G) MANEPALLI BHOOMAIAH,Elected
Bachannapeta,Basireddypally,Ward,1,UR(G) RAGIPELLI PARAMESHWAR,Elected
Bachannapeta,Basireddypally,Ward,2,UR(W) KAVITHA DIDDAGA,Elected
Bachannapeta,Basireddypally,Ward,3,BC(W) BURRA BHAGYALAXMI,Unanimous
Bachannapeta,Basireddypally,Ward,4,BC(G) KUKKASAVU GANESH,Unanimous
Bachannapeta,Basireddypally,Ward,5,SC(W) MADHAVI CHEPPALA,Elected
Bachannapeta,Basireddypally,Ward,6,BC(G) BAIRI SHEKAR,Unanimous
Bachannapeta,Basireddypally,Ward,7,UR(W) BHAGYAMMA ALUBOJU,Elected
