Mandal,Gram Panchayat,Ward,Category,Name,Status
Banswada,Borlam,Ward,1,UR(W) Indira Basi reddy,Unanimous
Banswada,Borlam,Ward,2,UR(G) Krishna Chittampally,Elected
Banswada,Borlam,Ward,3,BC(G) Shekar Putti,Elected
Banswada,Borlam,Ward,4,BC(W) Rukkavva Maddi,Unanimous
Banswada,Borlam,Ward,5,UR(W) D Radha,Elected
Banswada,Borlam,Ward,6,BC(G) Srinivas Manda,Elected
Banswada,Borlam,Ward,7,BC(W) Jangam Sravanthi,Elected
Banswada,Borlam,Ward,8,BC(W) Jangam Laxmi,Elected
Banswada,Borlam,Ward,9,UR(G) Manne Nagabushanam,Elected
Banswada,Borlam,Ward,10,UR(G) Poojari Jeevan,Elected
Banswada,Borlam,Ward,11,UR(W) Aripha Begum,Unanimous
Banswada,Borlam,Ward,12,SC(W) Savitri Errolla,Elected
Banswada,Borlam Camp Thanda,Ward,1,BC(W) Nagamani Yerla,Elected
Banswada,Borlam Camp Thanda,Ward,2,SC(W) Bashava Volki,Elected
Banswada,Borlam Camp Thanda,Ward,3,BC(G) Subash Ramdin,Elected
Banswada,Borlam Camp Thanda,Ward,4,UR(G) Konda Sailu,Elected
Banswada,Borlam Camp Thanda,Ward,5,UR(G) Banoth Durga Prasad,Elected
Banswada,Borlam Camp Thanda,Ward,6,UR(W) Meni,Unanimous
Banswada,Borlam Camp Thanda,Ward,7,ST(W) Amgoth Sangeeta,Unanimous
Banswada,Borlam Camp Thanda,Ward,8,UR(W) Manjula Maloth,Unanimous
Banswada,Budmi,Ward,1,UR(G) Namdev jinna,Elected
Banswada,Budmi,Ward,2,UR(W) Gangamani jilkara,Elected
Banswada,Budmi,Ward,3,UR(G) Abdul nabi,Elected
Banswada,Budmi,Ward,4,SC(W) Koninti rukmini,Elected
Banswada,Budmi,Ward,5,BC(W) Narva Anjavva,Elected
Banswada,Budmi,Ward,6,UR(W) Dasari Rambai,Elected
Banswada,Budmi,Ward,7,BC(W) Lalitha Jinna,Elected
Banswada,Budmi,Ward,8,BC(G) Kamruddin,Elected
Banswada,Budmi,Ward,9,BC(G) Kothapally Sailu,Elected
Banswada,Budmi,Ward,10,UR(W) Laxmi Jilakara,Elected
Banswada,Desaipet,Ward,1,BC(W) Shasa Bhagya lakshmi,Unanimous
Banswada,Desaipet,Ward,2,UR(W) Girmavva Mallapuram,Unanimous
Banswada,Desaipet,Ward,3,UR(G) Vithal Patnam shetti,Unanimous
Banswada,Desaipet,Ward,4,SC(W) Jangam aruna,Unanimous
Banswada,Desaipet,Ward,5,UR(W) Basannagari Lavanya,Unanimous
Banswada,Desaipet,Ward,6,UR(G) Sadak mahammad,Unanimous
Banswada,Desaipet,Ward,7,UR(W) Sunitha M,Unanimous
Banswada,Desaipet,Ward,8,BC(G) Sandula sailu,Unanimous
Banswada,Desaipet,Ward,9,BC(G) Kanishotti Ratnakar,Unanimous
Banswada,Desaipet,Ward,10,BC(W) Jangan Nirmala,Unanimous
Banswada,Hanmajipet,Ward,1,BC(W) Rajamani Golla,Elected
Banswada,Hanmajipet,Ward,2,BC(W) Satyavvva Bandari,Elected
Banswada,Hanmajipet,Ward,3,UR(G) Sairam Rangarigari,Elected
Banswada,Hanmajipet,Ward,4,BC(G) Sujatha Manda,Elected
Banswada,Hanmajipet,Ward,5,SC(W) Yerravati Radha,Elected
Banswada,Hanmajipet,Ward,6,UR(W) Gundla Khashavva,Elected
Banswada,Hanmajipet,Ward,7,BC(G) Rajashekar Vadla,Elected
Banswada,Hanmajipet,Ward,8,UR(W) Puttam Laxmi,Elected
