Mandal,Gram Panchayat,Ward,Category,Name,Status
Bayyaram,Alligudem,Ward,1,BC(G) Pittalaya Erraiah,Elected
Bayyaram,Alligudem,Ward,2,UR(W) Tarala Upendra,Elected
Bayyaram,Alligudem,Ward,3,ST(W) Banoth Lalitha,Elected
Bayyaram,Alligudem,Ward,4,ST(G) Banoth Valu,Elected
Bayyaram,Alligudem,Ward,5,ST(W) Eesam ishwaramma,Elected
Bayyaram,Alligudem,Ward,6,ST(G) Maloth Gangulu,Elected
Bayyaram,Alligudem,Ward,7,ST(G) Uke Srilatha,Elected
Bayyaram,Alligudem,Ward,8,ST(W) Guguloth Lalitha,Elected
Bayyaram,Balajipeta,Ward,1,ST(G) Bhukya Jeevan,Elected
Bayyaram,Balajipeta,Ward,2,ST(W) saroja guguloth,Elected
Bayyaram,Balajipeta,Ward,3,UR(G) venkanna nimmaraboina,Elected
Bayyaram,Balajipeta,Ward,4,UR(W) Katla Saritha,Elected
Bayyaram,Balajipeta,Ward,5,UR(W) GUDIBOINA RAJITHA,Elected
Bayyaram,Balajipeta,Ward,6,UR(G) veerabhadram thangellapalli,Elected
Bayyaram,Balajipeta,Ward,7,ST(W) PADMA LAVUDYA,Elected
Bayyaram,Balajipeta,Ward,8,ST(G) HARICHAND LAKAVATH,Elected
Bayyaram,Balajipeta,Ward,9,ST(W) PADMA KORRA,Elected
Bayyaram,Balajipeta,Ward,10,ST(G) Ravi Bhukya,Elected
Bayyaram,Balya Thanda,Ward,1,ST(W) Bhukya Sharadha,Elected
Bayyaram,Balya Thanda,Ward,2,ST(G) Guguloth Bhadraji,Elected
Bayyaram,Balya Thanda,Ward,3,ST(W) Jarpula lalitha,Elected
Bayyaram,Balya Thanda,Ward,4,ST(G) Bhukya Ramesh,Elected
Bayyaram,Balya Thanda,Ward,5,ST(W) Banoth Jyothi,Elected
Bayyaram,Balya Thanda,Ward,6,ST(W) Angoth Lakshmi parvathi,Elected
Bayyaram,Balya Thanda,Ward,7,ST(G) Ajmeera Sreekanth,Elected
Bayyaram,Balya Thanda,Ward,8,ST(G) Banoth Nageshwar Rao,Elected
Bayyaram,Bayyaram,Ward,1,UR(W) Renuka Jinaka,Elected
Bayyaram,Bayyaram,Ward,2,ST(W) SUJATHA KARAM,Elected
Bayyaram,Bayyaram,Ward,3,ST(G) THATI LAXMINARAYANA,Elected
Bayyaram,Bayyaram,Ward,4,ST(W) Bachala Savithri,Elected
Bayyaram,Bayyaram,Ward,5,UR(W) Bommagani Anitha Kumari,Elected
Bayyaram,Bayyaram,Ward,6,UR(G) Shelam Venkanna,Elected
Bayyaram,Bayyaram,Ward,7,UR(G) Enugula Kotaiah,Elected
Bayyaram,Bayyaram,Ward,8,UR(G) SUMAN POTUGANTI,Elected
Bayyaram,Bayyaram,Ward,9,ST(G) TAGIRE SATYANARAYANA REDDY,Elected
Bayyaram,Bayyaram,Ward,10,UR(W) KAVITHA VEERABOINA,Elected
Bayyaram,Bayyaram,Ward,11,UR(G) Nama Baburao,Elected
Bayyaram,Bayyaram,Ward,12,UR(W) kandala lalitha,Elected
Bayyaram,Bayyaram,Ward,13,ST(W) Thati Shakunthala,Elected
Bayyaram,Bayyaram,Ward,14,ST(G) Kunja Shyam,Elected
Bayyaram,Charlapalli,Ward,1,ST(G) Esam Krishna,Unanimous
Bayyaram,Charlapalli,Ward,2,ST(W) Thati Bhadramma,Unanimous
Bayyaram,Charlapalli,Ward,3,ST(W) Podugu Rambayamma,Unanimous
Bayyaram,Charlapalli,Ward,4,ST(G) Bhukya Kiran,Elected
Bayyaram,Charlapalli,Ward,5,ST(G) That Lakshmipathi,Elected
Bayyaram,Charlapalli,Ward,6,ST(G) Daravath Lingiya,Unanimous
Bayyaram,Charlapalli,Ward,7,ST(W) Dharavath Sunitha,Unanimous
Bayyaram,Charlapalli,Ward,8,ST(W) Banothu Saritha,Unanimous
Bayyaram,Gowraram,Ward,1,ST(W) Vattam Uma,Elected
Bayyaram,Gowraram,Ward,2,BC(G) Devanaboina Upendar,Elected
Bayyaram,Gowraram,Ward,3,ST(G) Vajja Sammaiah,Elected
Bayyaram,Gowraram,Ward,4,ST(W) Mudu Mangamma,Elected
Bayyaram,Gowraram,Ward,5,ST(G) Islavath Kishan,Elected
Bayyaram,Gowraram,Ward,6,ST(W) Islavath Sharadha,Elected
Bayyaram,Gowraram,Ward,7,BC(W) Chennaboina Durga,Elected
Bayyaram,Gowraram,Ward,8,UR(G) Banoth Hattiram,Elected
Bayyaram,Gowraram,Ward,9,UR(G) Nakka Sunitha,Elected
Bayyaram,Gowraram,Ward,10,UR(W) Yadanala Maheshwari,Elected
Bayyaram,Gurimella,Ward,1,ST(G) Daramsoth Narsu,Elected
Bayyaram,Gurimella,Ward,2,ST(G) Boda Ramesh,Elected
