Mandal,Gram Panchayat,Ward,Category,Name,Status
Chinnambavi,Ammaipally,Ward,1,BC(W) RASALA LEELAVATHI,Elected
Chinnambavi,Ammaipally,Ward,2,BC(G) T VISHNU,Elected
Chinnambavi,Ammaipally,Ward,3,UR(G) AREPALLY MANIKYA REDDY,Elected
Chinnambavi,Ammaipally,Ward,4,BC(W) M LAKSHMI,Elected
Chinnambavi,Ammaipally,Ward,5,BC(W) ANITHA,Elected
Chinnambavi,Ammaipally,Ward,6,SC(W) POTHUGANTI BHARATHI,Elected
Chinnambavi,Ammaipally,Ward,7,BC(G) E KARVINDRA GOUD,Elected
Chinnambavi,Ammaipally,Ward,8,UR(G) NALLAPOTHULA GASERLU,Elected
Chinnambavi,Ayyavaripally,Ward,1,BC(G) M NAGAMADDILETI,Elected
Chinnambavi,Ayyavaripally,Ward,2,BC(W) CHETAMMA,Unanimous
Chinnambavi,Ayyavaripally,Ward,3,BC(G) BOJAMMA,Elected
Chinnambavi,Ayyavaripally,Ward,4,BC(G) M SWAMULU,Elected
Chinnambavi,Ayyavaripally,Ward,5,BC(G) M SHIVAMMA,Elected
Chinnambavi,Ayyavaripally,Ward,6,BC(G) P SIVAMMA,Elected
Chinnambavi,Ayyavaripally,Ward,7,BC(G) M SUNEETA,Elected
Chinnambavi,Ayyavaripally,Ward,8,BC(G) JAKULLA KRISHNA,Elected
Chinnambavi,Bekkem,Ward,1,UR(G) K KRISHNA REDDY,Elected
Chinnambavi,Bekkem,Ward,2,BC(G) J BALA RAJU,Elected
Chinnambavi,Bekkem,Ward,3,BC(W) J CHENAMMA,Elected
Chinnambavi,Bekkem,Ward,4,BC(W) POTULLA PALLI GOWTAMI,Elected
Chinnambavi,Bekkem,Ward,5,BC(W) MJAMMA,Elected
Chinnambavi,Bekkem,Ward,6,BC(G) GURUPILLA KURMURTHY,Elected
Chinnambavi,Bekkem,Ward,7,SC(G) TEJA,Elected
Chinnambavi,Bekkem,Ward,8,SC(G) A KURMAYYYA,Elected
Chinnambavi,Bekkem,Ward,9,SC(G) CHINTALA LAXMIDEVAMMA,Elected
Chinnambavi,Bekkem,Ward,10,BC(G) K SUGUNAMMA,Elected
Chinnambavi,Chellepadu,Ward,1,BC(G) GANGARI KRISHNAMMA NAIUD,Elected
Chinnambavi,Chellepadu,Ward,2,BC(G) LAXMI,Elected
Chinnambavi,Chellepadu,Ward,3,BC(G) AMBAIYA,Elected
Chinnambavi,Chellepadu,Ward,4,BC(W) B SHANTAMMA,Elected
Chinnambavi,Chellepadu,Ward,5,BC(G) G MADHU BHUSHAN,Unanimous
Chinnambavi,Chellepadu,Ward,6,BC(G) C VENKATAMMA,Unanimous
Chinnambavi,Chellepadu,Ward,7,BC(G) KAMI REDDY SHESHANNA,Elected
Chinnambavi,Chellepadu,Ward,8,BC(G) BALAMMA,Elected
Chinnambavi,Chinnamaroor,Ward,1,BC(G) P BALAPEER,Elected
Chinnambavi,Chinnamaroor,Ward,2,UR(G) NAGI REDDY,Elected
Chinnambavi,Chinnamaroor,Ward,3,BC(G) BOYA VANTA,Elected
Chinnambavi,Chinnamaroor,Ward,4,BC(G) D ANAND,Elected
Chinnambavi,Chinnamaroor,Ward,5,BC(W) P FAREEDA,Elected
Chinnambavi,Chinnamaroor,Ward,6,BC(W) P KAMALA BAI,Elected
Chinnambavi,Chinnamaroor,Ward,7,SC(W) MADDURI MANGAMMA,Elected
Chinnambavi,Chinnamaroor,Ward,8,SC(G) MADHURI NARASIMHA,Elected
Chinnambavi,Chinnambavi,Ward,1,SC(G) PANUGANTI RAJ KUMAR,Elected
Chinnambavi,Chinnambavi,Ward,2,SC(G) kakunuri muni swamy,Unanimous
Chinnambavi,Chinnambavi,Ward,3,SC(G) P RADHA,Unanimous
Chinnambavi,Chinnambavi,Ward,4,SC(G) K CHINAMMA,Elected
Chinnambavi,Dagadapally,Ward,1,SC(W) BAKKI MANGAMMA,Elected
Chinnambavi,Dagadapally,Ward,2,BC(W) PADMAVATHAMMA SIRSAGANDLA,Elected
Chinnambavi,Dagadapally,Ward,3,BC(G) GANGADHAR K,Elected
Chinnambavi,Dagadapally,Ward,4,BC(G) K RAVINDER,Elected
Chinnambavi,Dagadapally,Ward,5,BC(G) ODE TIRUPATHAIAH,Elected
Chinnambavi,Dagadapally,Ward,6,BC(W) CHINTHALA LALITHA,Elected
Chinnambavi,Dagadapally,Ward,7,SC(W) MOLAKALAPALLY RADH,Elected
Chinnambavi,Dagadapally,Ward,8,SC(G) RAMACHANDRAIH M,Elected
Chinnambavi,Dagadapally,Ward,9,BC(G) BOYA BALAKRISHNA,Elected
Chinnambavi,Dagadapally,Ward,10,SC(G) M MAHESH,Elected
Chinnambavi,Dagadapally,Ward,11,BC(W) K RANI,Elected
Chinnambavi,Dagadapally,Ward,12,BC(W) KOMMA SRILATHA,Unanimous
Chinnambavi,Gaddabaswapuram,Ward,1,BC(G) K BALA SWAMY,Unanimous
Chinnambavi,Gaddabaswapuram,Ward,2,SC(W) N AMULAMMA,Elected
Chinnambavi,Gaddabaswapuram,Ward,3,BC(G) T MADHAVI,Elected
Chinnambavi,Gaddabaswapuram,Ward,4,BC(W) G CHANDRAKALA,Elected
Chinnambavi,Gaddabaswapuram,Ward,5,BC(W) C LAXMI,Elected
Chinnambavi,Gaddabaswapuram,Ward,6,BC(G) A ARVIND,Elected
Chinnambavi,Gudem,Ward,1,BC(G) S CHANDRANNA,Elected
Chinnambavi,Gudem,Ward,2,BC(W) M CHETAMMA,Elected
Chinnambavi,Gudem,Ward,3,BC(G) M MALAYYA,Elected
Chinnambavi,Gudem,Ward,4,BC(W) Y SUGNAMMA,Elected
Chinnambavi,Gudem,Ward,5,BC(G) M PEDDA SURESH,Elected
Chinnambavi,Gudem,Ward,6,BC(W) M PADMAMMA,Unanimous
Chinnambavi,Gudem,Ward,7,BC(G) T KURMAYYA,Elected
Chinnambavi,Gudem,Ward,8,BC(G) K RAVINDER REDDY,Unanimous
Chinnambavi,Gudem,Ward,9,BC(W) M PADMAVATI,Elected
Chinnambavi,Gudem,Ward,10,BC(W) K SHANTAMMA,Elected
Chinnambavi,Kaloor,Ward,1,BC(G) GOPAL REDDY,Elected
Chinnambavi,Kaloor,Ward,2,BC(G) T SHIVAYYA,Elected
Chinnambavi,Kaloor,Ward,3,BC(G) SARITA,Elected
Chinnambavi,Kaloor,Ward,4,SC(G) SALAMMA,Unanimous
Chinnambavi,Kaloor,Ward,5,SC(G) RAMA KRISHNA,Elected
Chinnambavi,Kaloor,Ward,6,BC(G) RAMA SUBAMMA,Elected
Chinnambavi,Kaloor,Ward,7,BC(G) KURMAYYA,Elected
Chinnambavi,Kaloor,Ward,8,UR(W) VARLAXMI,Elected
Chinnambavi,Koppunoor,Ward,1,BC(G) P MADDILETI,Elected
Chinnambavi,Koppunoor,Ward,2,SC(G) T NARSIMHA,Elected
Chinnambavi,Koppunoor,Ward,3,BC(W) T PEDDA LAXMAYYA,Elected
Chinnambavi,Koppunoor,Ward,4,SC(G) S CHENAMMA,Elected
Chinnambavi,Koppunoor,Ward,5,BC(G) G B ANAND,Elected
Chinnambavi,Koppunoor,Ward,6,BC(W) JALA GOVINDAMMA,Elected
Chinnambavi,Koppunoor,Ward,7,BC(W) K GANGAMMA,Elected
Chinnambavi,Koppunoor,Ward,8,UR(G) M BHUPAL REDDY,Elected
Chinnambavi,Koppunoor,Ward,9,UR(G) D SHIVARAM REDDY,Elected
Chinnambavi,Koppunoor,Ward,10,UR(W) JAYAMMA,Elected
Chinnambavi,Koppunoor,Ward,11,BC(W) B SUJATA,Elected
Chinnambavi,Koppunoor,Ward,12,BC(G) D PADMAMMA,Elected
Chinnambavi,Laxmipally,Ward,1,BC(G) M BALA KRISHNA,Elected
Chinnambavi,Laxmipally,Ward,2,SC(G) K KAVITA,Elected
Chinnambavi,Laxmipally,Ward,3,BC(G) M KURMURTHY SWAMY,Elected
Chinnambavi,Laxmipally,Ward,4,BC(G) NARASIMHA,Elected
Chinnambavi,Laxmipally,Ward,5,BC(G) B CHANNIAYAH,Elected
Chinnambavi,Laxmipally,Ward,6,BC(G) CHANDRAMMA,Elected
Chinnambavi,Laxmipally,Ward,7,BC(W) CHUKKA GOVINDHAMMA,Elected
Chinnambavi,Laxmipally,Ward,8,SC(W) MADHAVI,Elected
Chinnambavi,Miyapur,Ward,1,UR(W) A KALAWATAMMA,Elected
Chinnambavi,Miyapur,Ward,2,BC(G) RAMUDU,Elected
Chinnambavi,Miyapur,Ward,3,UR(G) ANJANEYULU,Elected
Chinnambavi,Miyapur,Ward,4,BC(G) K SAVITRAMMA,Elected
Chinnambavi,Miyapur,Ward,5,BC(G) YELAYYA,Elected
Chinnambavi,Miyapur,Ward,6,UR(G) PULLA REDDY,Elected
Chinnambavi,Miyapur,Ward,7,BC(G) M LAXMI,Elected
Chinnambavi,Miyapur,Ward,8,BC(G) G SHIVA SHANKER,Elected
Chinnambavi,Miyapur,Ward,9,BC(G) D PULAMMA,Elected
Chinnambavi,Miyapur,Ward,10,ST(W) R LAXMI PARWATI,Elected
Chinnambavi,Peddadagada,Ward,1,BC(G) P PANDU RANGAYYA,Elected
Chinnambavi,Peddadagada,Ward,2,BC(G) D BALA KRISHNA,Elected
Chinnambavi,Peddadagada,Ward,3,BC(W) VEERAMANI CHENDRAKALA,Elected
Chinnambavi,Peddadagada,Ward,4,BC(W) C SHIVAMMA,Elected
Chinnambavi,Peddadagada,Ward,5,UR(G) G BARGAVA REDDY,Elected
Chinnambavi,Peddadagada,Ward,6,BC(G) E SUJATHA,Elected
Chinnambavi,Peddadagada,Ward,7,BC(W) S SHYMALA,Elected
Chinnambavi,Peddadagada,Ward,8,BC(G) Y RADHA,Elected
Chinnambavi,Peddadagada,Ward,9,BC(G) P YELAMMA,Elected
Chinnambavi,Peddadagada,Ward,10,SC(G) M ANITA,Elected
Chinnambavi,Peddadagada,Ward,11,BC(G) E CHINNA KONDAIYAH,Elected
Chinnambavi,Peddadagada,Ward,12,BC(W) JINKALA JANAMMA,Elected
Chinnambavi,Peddamaroor,Ward,1,BC(G) B NAGI SHESHULU,Elected
Chinnambavi,Peddamaroor,Ward,2,BC(G) B KUMARA SWAMMY,Elected
Chinnambavi,Peddamaroor,Ward,3,BC(W) T SHIVAMMA,Elected
Chinnambavi,Peddamaroor,Ward,4,SC(G) GADAAM NARAHARI,Elected
Chinnambavi,Peddamaroor,Ward,5,SC(G) M MADAMMA,Elected
Chinnambavi,Peddamaroor,Ward,6,UR(W) MAMILAPALLY LAKSHMI,Elected
Chinnambavi,Peddamaroor,Ward,7,BC(G) S BEESANNA,Elected
Chinnambavi,Peddamaroor,Ward,8,BC(G) K CHANDRA KALA,Elected
Chinnambavi,Peddamaroor,Ward,9,BC(G) J TIRUPALAYYA,Elected
Chinnambavi,Peddamaroor,Ward,10,UR(G) SAHARA BEEGUM,Elected
Chinnambavi,Peddamaroor,Ward,11,SC(W) K LACHAMMA,Elected
Chinnambavi,Peddamaroor,Ward,12,SC(G) K VIJAYA KUMAR,Elected
Chinnambavi,Velgonda,Ward,1,UR(W) BHUJALA ASHVINI,Elected
Chinnambavi,Velgonda,Ward,2,BC(W) K SUNITA,Elected
Chinnambavi,Velgonda,Ward,3,BC(W) JANGU SUJATA,Elected
Chinnambavi,Velgonda,Ward,4,BC(G) SUPARRI SRINIVASULU,Elected
Chinnambavi,Velgonda,Ward,5,UR(G) N MADHAN KUMAR REDDY,Elected
Chinnambavi,Velgonda,Ward,6,BC(G) S USANNA,Elected
