Mandal,Gram Panchayat,Ward,Category,Name,Status
Bellampalle,Budhakurd,Ward,1,BC(G) TEKUMATLA RAAJRAMESHU,Elected
Bellampalle,Budhakurd,Ward,2,BC(W) GUMPULA RAJITHA,Elected
Bellampalle,Budhakurd,Ward,3,BC(W) SAMALA SAROJA,Elected
Bellampalle,Budhakurd,Ward,4,BC(G) JALAPELLI VENKATESHWARLU,Elected
Bellampalle,Budhakurd,Ward,5,BC(G) Biyyala BANESH,Elected
Bellampalle,Budhakurd,Ward,6,BC(W) Menganam Rama,Elected
Bellampalle,Budhakurd,Ward,7,SC(W) Salla Pochakka,Elected
Bellampalle,Budhakurd,Ward,8,SC(W) mokanapelli Puthra,Elected
Bellampalle,Budhakurd,Ward,9,SC(G) Chilumula Lingaiah,Elected
Bellampalle,Budhakurd,Ward,10,BC(G) Sindam Mallesh,Elected
Bellampalle,Budhakurd,Ward,11,BC(G) Bathula Ravi,Elected
Bellampalle,Budhakurd,Ward,12,SC(W) Jangapelli Laxmi,Elected
Bheemini,Akkalapally,Ward,1,ST(W) Chinthapuri Rajeshwari,Unanimous
Bheemini,Akkalapally,Ward,2,ST(W) Thodeti Lalitha,Unanimous
Bheemini,Akkalapally,Ward,3,UR(G) Durgam Padma,Unanimous
Bheemini,Akkalapally,Ward,4,UR(W) Chapidi Tharabhai,Unanimous
Bheemini,Akkalapally,Ward,5,UR(G) Chapidi LaxmiBhai,Unanimous
Bheemini,Akkalapally,Ward,6,ST(G) Chinthapuri Bheem Rao,Unanimous
Bheemini,Bheemini,Ward,1,SC(W) Jangepelli Salakka,Elected
Bheemini,Bheemini,Ward,2,UR(W) Madas Parvathi,Elected
Bheemini,Bheemini,Ward,3,UR(G) Vasaka Venkatesh,Unanimous
Bheemini,Bheemini,Ward,4,UR(W) Annapuram Manjula Vani,Unanimous
Bheemini,Bheemini,Ward,5,UR(G) Jamboju Baiyakka,Elected
Bheemini,Bheemini,Ward,6,ST(W) Bore Swarupa,Elected
Bheemini,Bheemini,Ward,7,SC(G) Dongri Venkati,Unanimous
Bheemini,Bheemini,Ward,8,UR(G) Bonagiri Omprakash Guptha,Elected
Bheemini,Bheemini,Ward,9,BC(G) Adhe Rakesh,Unanimous
Bheemini,Bheemini,Ward,10,BC(W) NIkuri Mallaka,Unanimous
Bheemini,Bitturpalli,Ward,1,SC(W) Chapidi Sagarika,Unanimous
Bheemini,Bitturpalli,Ward,2,UR(W) Induri Eashwari,Elected
Bheemini,Bitturpalli,Ward,3,UR(G) Konka Sathyanarayana,Elected
Bheemini,Bitturpalli,Ward,4,BC(G) Potlapalli Prasad,Unanimous
Bheemini,Bitturpalli,Ward,5,UR(W) Pothurajula Mounika,Elected
Bheemini,Bitturpalli,Ward,6,SC(W) Kudaka Lakshmi,Elected
Bheemini,Bitturpalli,Ward,7,UR(G) Gaddam Suneetha,Unanimous
Bheemini,Bitturpalli,Ward,8,SC(G) Akkepalli Rajesh,Unanimous
Bheemini,Chinnagudipeta,Ward,1,UR(W) Dasari Bakkakka,Elected
Bheemini,Chinnagudipeta,Ward,2,UR(G) Boggula Thirupathi,Elected
Bheemini,Chinnagudipeta,Ward,3,SC(W) Reddy Laksmi,Elected
Bheemini,Chinnagudipeta,Ward,4,BC(G) Mekala Buchaiah,Elected
Bheemini,Chinnagudipeta,Ward,5,UR(W) Yakari Tharakka,Elected
Bheemini,Chinnagudipeta,Ward,6,UR(G) Pulaboyena Malleshwari,Elected
Bheemini,Chinnagudipeta,Ward,7,BC(W) Katla Gunnakka,Elected
Bheemini,Chinnagudipeta,Ward,8,BC(G) Kali Errayya,Elected
Bheemini,Chinnagudipeta,Ward,9,BC(W) Mudigiri Srilatha,Elected
Bheemini,Chinnagudipeta,Ward,10,UR(G) Anna Ellaiah,Elected
Bheemini,Chinnathimmapur,Ward,1,SC(G) Thallapeli Sanjeev,Elected
Bheemini,Chinnathimmapur,Ward,2,SC(W) DURGAM RAJESHVARI,Unanimous
Bheemini,Chinnathimmapur,Ward,3,SC(G) Durgam Parvathi,Elected
Bheemini,Chinnathimmapur,Ward,4,UR(W) Banika Lakshmi,Elected
Bheemini,Chinnathimmapur,Ward,5,UR(G) Karnatham Srikanth,Elected
Bheemini,Chinnathimmapur,Ward,6,SC(W) Kota Lakshmi,Elected
Bheemini,Chinnathimmapur,Ward,7,UR(W) Induri Thulasi,Elected
Bheemini,Chinnathimmapur,Ward,8,UR(G) Induri Kishan,Elected
Bheemini,Keslapur,Ward,1,UR(G) Jillala Damodar Goud,Elected
Bheemini,Keslapur,Ward,2,ST(W) Arkala lakshmi,Elected
Bheemini,Keslapur,Ward,3,UR(W) Jillala Chandrakala,Elected
Bheemini,Keslapur,Ward,4,UR(G) Boddu Santhosh,Elected
Bheemini,Keslapur,Ward,5,SC(W) Perugu Sunitha,Elected
Bheemini,Keslapur,Ward,6,SC(G) DURGAM RAJASHEKAR,Elected
Bheemini,Keslapur,Ward,7,UR(W) Jillela Sujatha,Elected
Bheemini,Keslapur,Ward,8,SC(G) Chilumula Madhu,Elected
Bheemini,Mallidi,Ward,1,UR(G) induri pushpalatha,Unanimous
Bheemini,Mallidi,Ward,2,UR(G) jaya anumula,Elected
Bheemini,Mallidi,Ward,3,SC(G) Ippa Rayamallu,Elected
Bheemini,Mallidi,Ward,4,SC(W) Kambala Mallakka,Elected
Bheemini,Mallidi,Ward,5,UR(G) Ippakayala Venkatesham,Elected
Bheemini,Mallidi,Ward,6,ST(W) Polka Narsubayi,Elected
Bheemini,Mallidi,Ward,7,BC(W) Varimadla Sathamma,Elected
Bheemini,Mallidi,Ward,8,BC(W) Vaggu Mallakka,Elected
Bheemini,Veegaon,Ward,1,BC(W) Gujja Sattamma,Elected
Bheemini,Veegaon,Ward,2,UR(W) Baswabthula Sujatha,Elected
Bheemini,Veegaon,Ward,3,UR(G) Poola mallesh,Elected
Bheemini,Veegaon,Ward,4,BC(G) kadari shekar,Elected
Bheemini,Veegaon,Ward,5,BC(G) Kondi Mallesh,Elected
Bheemini,Veegaon,Ward,6,UR(W) Mekala Padma,Elected
Bheemini,Veegaon,Ward,7,UR(W) Nanna mallu,Elected
Bheemini,Veegaon,Ward,8,UR(G) Gattu satyanarayana,Elected
Bheemini,Veegaon,Ward,9,SC(G) Kamera bimaiah,Elected
Bheemini,Veegaon,Ward,10,SC(W) Jillapelli Shankaramma,Elected
Bheemini,Venkatapur,Ward,1,BC(W) induri Bagya,Elected
Bheemini,Venkatapur,Ward,2,UR(W) induri kamala,Elected
Bheemini,Venkatapur,Ward,3,SC(W) kota radha,Elected
Bheemini,Venkatapur,Ward,4,BC(G) parvathi venkatesham,Elected
Bheemini,Venkatapur,Ward,5,BC(G) BODDU ANJESH,Elected
Bheemini,Venkatapur,Ward,6,UR(W) midam sathamma,Elected
Bheemini,Venkatapur,Ward,7,UR(G) boddu rajaiah,Elected
Bheemini,Venkatapur,Ward,8,UR(G) Kommula Srinivas,Elected
Chennur,Akkepally,Ward,1,SC(W) ARUNA DEVOLLA,Unanimous
Chennur,Akkepally,Ward,2,SC(G) NAKKA MADANAIAH,Unanimous
