Mandal,Gram Panchayat,Ward,Category,Name,Status
Bazarhathnoor,Ananthapur,Ward,1,ST(W) KORANGE RENUKA,Unanimous
Bazarhathnoor,Ananthapur,Ward,2,ST(G) SIDAM GUNAVANTH RAO,Unanimous
Bazarhathnoor,Ananthapur,Ward,3,ST(W) SIDAM HEERABAI,Unanimous
Bazarhathnoor,Ananthapur,Ward,4,BC(G) SAVARAGAVE DATTHU,Unanimous
Bazarhathnoor,Ananthapur,Ward,5,ST(W) NAITHAM GODHAVARI,Unanimous
Bazarhathnoor,Ananthapur,Ward,6,ST(W) CHAKATI KOSU BAI,Unanimous
Bazarhathnoor,Ananthapur,Ward,7,ST(W) KUMRA GAJURUBAI,Unanimous
Bazarhathnoor,Ananthapur,Ward,8,SC(G) JAMBLE BALAJI,Unanimous
Bazarhathnoor,Andhuguda,Ward,1,ST(W) Kova Surekha,Unanimous
Bazarhathnoor,Andhuguda,Ward,2,ST(W) Kova Laxmibai,Unanimous
Bazarhathnoor,Andhuguda,Ward,3,ST(G) Jingre Maruthi,Unanimous
Bazarhathnoor,Andhuguda,Ward,4,ST(W) Kale Pushpalatha,Unanimous
Bazarhathnoor,Andhuguda,Ward,5,ST(G) Mdavi Amruth,Unanimous
Bazarhathnoor,Andhuguda,Ward,6,ST(G) Pendur Ramarao,Unanimous
Bazarhathnoor,Andhuguda,Ward,7,ST(W) Salam Ashwina Bai,Unanimous
Bazarhathnoor,Andhuguda,Ward,8,ST(G) Madavi Yashwanth,Unanimous
Bazarhathnoor,Bazarhathnoor,Ward,1,BC(G) Chatla VilasKumar,Elected
Bazarhathnoor,Bazarhathnoor,Ward,2,BC(W) Purvai Savitri,Elected
Bazarhathnoor,Bazarhathnoor,Ward,3,BC(G) Gandla Raju,Elected
Bazarhathnoor,Bazarhathnoor,Ward,4,BC(W) Kotha Archana,Elected
Bazarhathnoor,Bazarhathnoor,Ward,5,BC(W) Keerappa Soumya Uma Rani,Elected
Bazarhathnoor,Bazarhathnoor,Ward,6,ST(G) More Kailas,Elected
Bazarhathnoor,Bazarhathnoor,Ward,7,ST(G) Parsu Sayanna,Elected
Bazarhathnoor,Bazarhathnoor,Ward,8,ST(G) Ravi Anem,Elected
Bazarhathnoor,Bazarhathnoor,Ward,9,ST(W) Burke Kausalya,Elected
Bazarhathnoor,Bazarhathnoor,Ward,10,ST(W) Birru Chinnakka,Elected
Bazarhathnoor,Bazarhathnoor,Ward,11,SC(G) Balerao Ramulu,Elected
Bazarhathnoor,Bazarhathnoor,Ward,12,ST(W) Madavi Laxmibai,Unanimous
Bazarhathnoor,Bhosra,Ward,1,BC(G) Chandapure Shivaraj,Elected
Bazarhathnoor,Bhosra,Ward,2,ST(W) M Rajalaxmi,Unanimous
Bazarhathnoor,Bhosra,Ward,3,ST(W) Thota Yashoda,Unanimous
Bazarhathnoor,Bhosra,Ward,4,BC(W) Chandapuer Shivananda,Elected
Bazarhathnoor,Bhosra,Ward,5,SC(W) Kamble Renuka Bai,Elected
Bazarhathnoor,Bhosra,Ward,6,BC(G) Chandapure Maruthi,Elected
Bazarhathnoor,Bhuthai - B,Ward,1,SC(W) Pawar Sandhyarani,Unanimous
Bazarhathnoor,Bhuthai - B,Ward,2,ST(G) Rathod Santhosh,Unanimous
Bazarhathnoor,Bhuthai - B,Ward,3,BC(G) Fad Eknath,Unanimous
Bazarhathnoor,Bhuthai - B,Ward,4,BC(W) Munde Yamuna Bai,Unanimous
Bazarhathnoor,Bhuthai - B,Ward,5,ST(W) Metkar Chandrabhaga,Unanimous
Bazarhathnoor,Bhuthai - B,Ward,6,BC(W) Munde Chaya,Unanimous
Bazarhathnoor,Bhuthai - B,Ward,7,ST(G) Kumra Suresh,Unanimous
Bazarhathnoor,Bhuthai - B,Ward,8,ST(G) Sidam Nagorao,Unanimous
Bazarhathnoor,Bhuthai - K,Ward,1,ST(G) Madavi Jaithu,Unanimous
Bazarhathnoor,Bhuthai - K,Ward,2,ST(W) Athram Kalabai,Unanimous
Bazarhathnoor,Bhuthai - K,Ward,3,ST(W) Godam Vidhulabai,Unanimous
Bazarhathnoor,Bhuthai - K,Ward,4,ST(G) Durva Anand Rao,Unanimous
Bazarhathnoor,Bhuthai - K,Ward,5,ST(G) Poyam Laxman,Unanimous
Bazarhathnoor,Bhuthai - K,Ward,6,ST(W) Poyam Kalpana,Unanimous
Bazarhathnoor,Burkapally,Ward,1,ST(G) Gedam Yadav Rao,Unanimous
Bazarhathnoor,Burkapally,Ward,2,ST(W) Pendur Susheela,Unanimous
Bazarhathnoor,Burkapally,Ward,3,ST(W) Pendur Anasuya,Unanimous
Bazarhathnoor,Burkapally,Ward,4,BC(W) Bardaval Pullabai,Unanimous
Bazarhathnoor,Burkapally,Ward,5,BC(G) Bardaval Nanak Singh,Unanimous
Bazarhathnoor,Burkapally,Ward,6,BC(G) B Garan Singh,Unanimous
Bazarhathnoor,Chandunaik Thanda,Ward,1,BC(W) Thadka Chanibai,Unanimous
Bazarhathnoor,Chandunaik Thanda,Ward,2,SC(W) Paikrao Sithal,Elected
Bazarhathnoor,Chandunaik Thanda,Ward,3,ST(W) Rathod Laxmibai,Unanimous
Bazarhathnoor,Chandunaik Thanda,Ward,4,ST(W) Rathod Sulochana,Unanimous
Bazarhathnoor,Chandunaik Thanda,Ward,5,ST(G) Rathod Gabbar Singh,Unanimous
Bazarhathnoor,Chandunaik Thanda,Ward,6,BC(W) Padwal Javanthabai,Unanimous
Bazarhathnoor,Chandunaik Thanda,Ward,7,BC(G) Rabade Jaipal,Unanimous
Bazarhathnoor,Chandunaik Thanda,Ward,8,BC(W) RAbade Savithra Bai,Unanimous
Bazarhathnoor,Chandunaik Thanda,Ward,9,BC(G) Padwal Balaji,Unanimous
Bazarhathnoor,Chandunaik Thanda,Ward,10,BC(G) Rabade Ravi,Unanimous
Bazarhathnoor,Chintalsangive,Ward,1,SC(G) Tandra Ashanna,Unanimous
Bazarhathnoor,Chintalsangive,Ward,2,ST(W) Sidam Sumalatha,Unanimous
Bazarhathnoor,Chintalsangive,Ward,3,ST(G) Sidam Subhash,Unanimous
Bazarhathnoor,Chintalsangive,Ward,4,ST(G) Kumram Jangubai,Unanimous
Bazarhathnoor,Chintalsangive,Ward,5,ST(G) Gedam Telang Rao,Unanimous
Bazarhathnoor,Chintalsangive,Ward,6,ST(G) Chikram Devarao,Unanimous
Bazarhathnoor,Chintalsangive,Ward,7,ST(W) Sidam Sunitha,Unanimous
Bazarhathnoor,Chintalsangive,Ward,8,ST(W) Pendur Archana,Unanimous
Bazarhathnoor,Dahegaon,Ward,1,BC(G) Madige Ashok,Elected
Bazarhathnoor,Dahegaon,Ward,2,SC(G) Puli Poshetti,Elected
Bazarhathnoor,Dahegaon,Ward,3,SC(G) Mangalagiri Ushanna,Elected
Bazarhathnoor,Dahegaon,Ward,4,ST(G) Thodasam Chinthabai,Elected
Bazarhathnoor,Dahegaon,Ward,5,ST(G) Gedam Sudham,Elected
Bazarhathnoor,Dahegaon,Ward,6,BC(W) Pashapu Gangamani,Unanimous
Bazarhathnoor,Dahegaon,Ward,7,BC(W) Akkarla Anusuya,Unanimous
Bazarhathnoor,Dahegaon,Ward,8,ST(W) Uyaka Gourubai,Elected
Bazarhathnoor,Dahegaon,Ward,9,ST(W) Kumram Parvathi,Unanimous
Bazarhathnoor,Dahegaon,Ward,10,ST(W) Gedam Panchapula,Elected
Bazarhathnoor,Dedra,Ward,1,ST(W) Kudmetha Laxmibai,Unanimous
Bazarhathnoor,Dedra,Ward,2,ST(G) K Namdev,Unanimous
Bazarhathnoor,Dedra,Ward,3,ST(W) Sidam Panchapula Bai,Unanimous
Bazarhathnoor,Dedra,Ward,4,ST(G) Kumra Jugadi Rao,Unanimous
Bazarhathnoor,Dedra,Ward,5,ST(G) Durva Ramdas,Unanimous
Bazarhathnoor,Dedra,Ward,6,ST(W) Kumra Thurpa Bai,Unanimous
Bazarhathnoor,Dedra,Ward,7,ST(W) Pendur Soni,Unanimous
