state,year,district,block,gram_panchayat,gp_no,gp_code,tier,tier_local,reservation,caste_reservation,caste_reservation_local,woman_reserved,reservation_raw,script,source_path,source_page,pop_total,pop_sc,pop_st,pop_female
Karnataka,2005,BELGAUM,Raybag,SOUNDATTI,1_3_SOUNDATTI,1_3_SOUNDATTI,gp_head,adhyaksha,Woman,NONE,GEN,1,Adhyaksha2005=10,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,8761,1607,54,4254
Karnataka,2005,BELGAUM,Raybag,MEKHALI,1_3_MEKHALI,1_3_MEKHALI,gp_head,adhyaksha,SC Woman,SC,SC,1,Adhyaksha2005=2,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,8107,1424,0,3925
Karnataka,2005,BELGAUM,Raybag,DIGGEWADI (OLD),1_3_DIGGEWADI (OLD),1_3_DIGGEWADI (OLD),gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6712,1326,4,3219
Karnataka,2005,BELGAUM,Raybag,HANDIGUND,1_3_HANDIGUND,1_3_HANDIGUND,gp_head,adhyaksha,BC Woman,BC,BC_A,1,Adhyaksha2005=6,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,7382,1225,9,3625
Karnataka,2005,BELGAUM,Raybag,BHENDWAD,1_3_BHENDWAD,1_3_BHENDWAD,gp_head,adhyaksha,SC Other than Woman,SC,SC,0,Adhyaksha2005=1,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6350,1040,198,3153
Karnataka,2005,BELGAUM,Raybag,ALAKHANUR,1_3_ALAKHANUR,1_3_ALAKHANUR,gp_head,adhyaksha,SC Other than Woman,SC,SC,0,Adhyaksha2005=1,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,8865,1119,1830,4292
Karnataka,2005,BELGAUM,Raybag,KAPPALGUDDI,1_3_KAPPALGUDDI,1_3_KAPPALGUDDI,gp_head,adhyaksha,SC Other than Woman,SC,SC,0,Adhyaksha2005=1,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6745,1076,8,3372
Karnataka,2005,BELGAUM,Raybag,KATAKBHAVI,1_3_KATAKBHAVI,1_3_KATAKBHAVI,gp_head,adhyaksha,BC Other than Woman,BC,BC_A_OR_B,0,Adhyaksha2005=11,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,7903,1039,10,3863
Karnataka,2005,BELGAUM,Raybag,ALAGAWADI,1_3_ALAGAWADI,1_3_ALAGAWADI,gp_head,adhyaksha,ST Other than Woman,ST,ST,0,Adhyaksha2005=3,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,7439,1143,5,3561
Karnataka,2005,BELGAUM,Raybag,KOLIGUDDA,1_3_KOLIGUDDA,1_3_KOLIGUDDA,gp_head,adhyaksha,BC Other than Woman,BC,BC_B,0,Adhyaksha2005=7,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6421,1007,80,3099
Karnataka,2005,BELGAUM,Raybag,KUDACHI (RURAL),1_3_KUDACHI (RURAL),1_3_KUDACHI (RURAL),gp_head,adhyaksha,SC Woman,SC,SC,1,Adhyaksha2005=2,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,13733,792,522,6501
Karnataka,2005,BELGAUM,Raybag,NIPANAL,1_3_NIPANAL,1_3_NIPANAL,gp_head,adhyaksha,SC Other than Woman,SC,SC,0,Adhyaksha2005=1,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5269,922,540,2602
Karnataka,2005,BELGAUM,Raybag,HUBBARWADI,1_3_HUBBARWADI,1_3_HUBBARWADI,gp_head,adhyaksha,Woman,NONE,GEN,1,Adhyaksha2005=10,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5302,757,0,2626
Karnataka,2005,BELGAUM,Raybag,SHIRAGUR,1_3_SHIRAGUR,1_3_SHIRAGUR,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4928,721,31,2405
Karnataka,2005,BELGAUM,Raybag,ITANAL,1_3_ITANAL,1_3_ITANAL,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6613,846,0,3274
Karnataka,2005,BELGAUM,Raybag,NASALAPUR,1_3_NASALAPUR,1_3_NASALAPUR,gp_head,adhyaksha,BC Woman,BC,BC_A,1,Adhyaksha2005=6,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5524,963,0,2679
Karnataka,2005,BELGAUM,Raybag,PALBHAVI,1_3_PALBHAVI,1_3_PALBHAVI,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5100,551,39,2489
Karnataka,2005,BELGAUM,Raybag,PARAMANANDWADI,1_3_PARAMANANDWADI,1_3_PARAMANANDWADI,gp_head,adhyaksha,BC Other than Woman,BC,BC_A,0,Adhyaksha2005=5,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5111,452,11,2478
Karnataka,2005,BELGAUM,Gokak,MALLAPUR (P.G.),1_4_MALLAPUR (P.G.),1_4_MALLAPUR (P.G.),gp_head,adhyaksha,BC Other than Woman,BC,BC_B,0,Adhyaksha2005=7,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,12786,2274,309,6316
Karnataka,2005,BELGAUM,Gokak,DHUPADAL,1_4_DHUPADAL,1_4_DHUPADAL,gp_head,adhyaksha,Woman,NONE,GEN,1,Adhyaksha2005=10,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,9658,1301,220,4874
Karnataka,2005,BELGAUM,Gokak,HUNSHYAL (P.Y.),1_4_HUNSHYAL (P.Y.),1_4_HUNSHYAL (P.Y.),gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6488,983,98,3161
Karnataka,2005,BELGAUM,Gokak,ARABHAVI,1_4_ARABHAVI,1_4_ARABHAVI,gp_head,adhyaksha,BC Other than Woman,BC,BC_A,0,Adhyaksha2005=5,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,12644,1265,408,6423
Karnataka,2005,BELGAUM,Gokak,AVARADI,1_4_AVARADI,1_4_AVARADI,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,7109,1207,38,3571
Karnataka,2005,BELGAUM,Gokak,MALADINNI,1_4_MALADINNI,1_4_MALADINNI,gp_head,adhyaksha,BC Woman,BC,BC_B,1,Adhyaksha2005=8,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,12730,602,74,6283
Karnataka,2005,BELGAUM,Gokak,KHANAGAON,1_4_KHANAGAON,1_4_KHANAGAON,gp_head,adhyaksha,ST Woman,ST,ST,1,Adhyaksha2005=4,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,12891,607,4458,6500
Karnataka,2005,BELGAUM,Gokak,DURADUNDI,1_4_DURADUNDI,1_4_DURADUNDI,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,7271,593,0,3596
Karnataka,2005,BELGAUM,Gokak,NANDAGAON,1_4_NANDAGAON,1_4_NANDAGAON,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6924,911,5,3392
Karnataka,2005,BELGAUM,Gokak,GUJANAL,1_4_GUJANAL,1_4_GUJANAL,gp_head,adhyaksha,BC Woman,BC,BC_A,1,Adhyaksha2005=6,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6291,653,2964,3151
Karnataka,2005,BELGAUM,Gokak,KULIGOD,1_4_KULIGOD,1_4_KULIGOD,gp_head,adhyaksha,BC Other than Woman,BC,BC_A,0,Adhyaksha2005=5,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5390,751,48,2675
Karnataka,2005,BELGAUM,Gokak,SUNADHOLI,1_4_SUNADHOLI,1_4_SUNADHOLI,gp_head,adhyaksha,SC Other than Woman,SC,SC,0,Adhyaksha2005=1,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,7614,717,18,3716
Karnataka,2005,BELGAUM,Gokak,PAMALADINNI,1_4_PAMALADINNI,1_4_PAMALADINNI,gp_head,adhyaksha,SC Other than Woman,SC,SC,0,Adhyaksha2005=1,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,7062,600,7,3410
Karnataka,2005,BELGAUM,Gokak,UDAGATTI,1_4_UDAGATTI,1_4_UDAGATTI,gp_head,adhyaksha,SC Other than Woman,SC,SC,0,Adhyaksha2005=1,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,7345,663,1100,3606
Karnataka,2005,BELGAUM,Gokak,GOSABAL,1_4_GOSABAL,1_4_GOSABAL,gp_head,adhyaksha,SC Woman,SC,SC,1,Adhyaksha2005=2,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4465,586,17,2223
Karnataka,2005,BELGAUM,Gokak,BADIGWAD,1_4_BADIGWAD,1_4_BADIGWAD,gp_head,adhyaksha,SC Other than Woman,SC,SC,0,Adhyaksha2005=1,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,8082,763,54,4041
Karnataka,2005,BELGAUM,Gokak,HERENANDI,1_4_HERENANDI,1_4_HERENANDI,gp_head,adhyaksha,SC Woman,SC,SC,1,Adhyaksha2005=2,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6382,619,1056,3118
Karnataka,2005,BELGAUM,Gokak,MELAVANKI,1_4_MELAVANKI,1_4_MELAVANKI,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,8801,532,20,4292
Karnataka,2005,BELGAUM,Gokak,MAMADAPUR,1_4_MAMADAPUR,1_4_MAMADAPUR,gp_head,adhyaksha,ST Other than Woman,ST,ST,0,Adhyaksha2005=3,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,10471,568,1001,5087
Karnataka,2005,BELGAUM,Gokak,AKKATANGERAHAL,1_4_AKKATANGERAHAL,1_4_AKKATANGERAHAL,gp_head,adhyaksha,ST Other than Woman,ST,ST,0,Adhyaksha2005=3,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6737,306,2091,3367
Karnataka,2005,BELGAUM,Gokak,TALAKATNAL,1_4_TALAKATNAL,1_4_TALAKATNAL,gp_head,adhyaksha,ST Woman,ST,ST,1,Adhyaksha2005=4,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,7242,485,1487,3598
Karnataka,2005,BELGAUM,Gokak,KOLAVI,1_4_KOLAVI,1_4_KOLAVI,gp_head,adhyaksha,Woman,NONE,GEN,1,Adhyaksha2005=10,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6802,525,639,3318
Karnataka,2005,BELGAUM,Gokak,LOLASUR,1_4_LOLASUR,1_4_LOLASUR,gp_head,adhyaksha,BC Woman,BC,BC_A,1,Adhyaksha2005=6,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5842,382,619,2812
Karnataka,2005,BELGAUM,Gokak,BETAGERI,1_4_BETAGERI,1_4_BETAGERI,gp_head,adhyaksha,BC Other than Woman,BC,BC_A,0,Adhyaksha2005=5,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,8306,236,778,4091
Karnataka,2005,BELGAUM,Gokak,SULADHAL,1_4_SULADHAL,1_4_SULADHAL,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6030,197,2589,3056
Karnataka,2005,BELGAUM,Gokak,KUNDARGI,1_4_KUNDARGI,1_4_KUNDARGI,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6471,220,3157,3207
Karnataka,2005,BELGAUM,Gokak,ANKALGI,1_4_ANKALGI,1_4_ANKALGI,gp_head,adhyaksha,BC Other than Woman,BC,BC_A,0,Adhyaksha2005=5,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,8701,406,2485,4318
Karnataka,2005,BELGAUM,Gokak,MADAWAL,1_4_MADAWAL,1_4_MADAWAL,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6751,90,3241,3381
Karnataka,2005,BELGAUM,Gokak,MAKKALAGERI,1_4_MAKKALAGERI,1_4_MAKKALAGERI,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4507,220,416,2230
Karnataka,2005,BELGAUM,Gokak,RAJAPUR,1_4_RAJAPUR,1_4_RAJAPUR,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6979,419,0,3404
Karnataka,2005,BELGAUM,Gokak,DHAVALESHWAR,1_4_DHAVALESHWAR,1_4_DHAVALESHWAR,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,3801,565,38,1906
Karnataka,2005,BELGAUM,Gokak,KALLIGUDDI,1_4_KALLIGUDDI,1_4_KALLIGUDDI,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4268,489,161,2144
Karnataka,2005,BELGAUM,Gokak,TAVAG,1_4_TAVAG,1_4_TAVAG,gp_head,adhyaksha,BC Woman,BC,BC_A,1,Adhyaksha2005=6,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,7691,333,3770,3759
Karnataka,2005,BELGAUM,Gokak,BENACHINAMARDI,1_4_BENACHINAMARDI,1_4_BENACHINAMARDI,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4839,116,1159,2437
Karnataka,2005,BELGAUM,Gokak,YADWAD,1_4_YADWAD,1_4_YADWAD,gp_head,adhyaksha,Woman,NONE,GEN,1,Adhyaksha2005=10,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,12365,1603,45,6039
Karnataka,2005,BELGAUM,Hukeri,GUDAS,1_5_GUDAS,1_5_GUDAS,gp_head,adhyaksha,Woman,NONE,GEN,1,Adhyaksha2005=10,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,7673,1758,26,3696
Karnataka,2005,BELGAUM,Hukeri,HOSPET,1_5_HOSPET,1_5_HOSPET,gp_head,adhyaksha,BC Other than Woman,BC,BC_B,0,Adhyaksha2005=7,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,9866,1607,457,4794
Karnataka,2005,BELGAUM,Hukeri,KANAGALE,1_5_KANAGALE,1_5_KANAGALE,gp_head,adhyaksha,Woman,NONE,GEN,1,Adhyaksha2005=10,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,7254,1492,345,3540
Karnataka,2005,BELGAUM,Hukeri,KOTABAGI,1_5_KOTABAGI,1_5_KOTABAGI,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5966,1696,34,2923
Karnataka,2005,BELGAUM,Hukeri,BAD,1_5_BAD,1_5_BAD,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6683,1127,208,3237
Karnataka,2005,BELGAUM,Hukeri,BELLAMBI,1_5_BELLAMBI,1_5_BELLAMBI,gp_head,adhyaksha,Woman,NONE,GEN,1,Adhyaksha2005=10,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4615,1109,0,2228
Karnataka,2005,BELGAUM,Hukeri,KAMATANUR,1_5_KAMATANUR,1_5_KAMATANUR,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4853,1116,38,2368
Karnataka,2005,BELGAUM,Hukeri,AMMANAGI,1_5_AMMANAGI,1_5_AMMANAGI,gp_head,adhyaksha,BC Other than Woman,BC,BC_A,0,Adhyaksha2005=5,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6388,1121,0,3090
Karnataka,2005,BELGAUM,Hukeri,NERLI,1_5_NERLI,1_5_NERLI,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5668,1063,0,2822
Karnataka,2005,BELGAUM,Hukeri,SULTANPUR,1_5_SULTANPUR,1_5_SULTANPUR,gp_head,adhyaksha,BC Other than Woman,BC,BC_A,0,Adhyaksha2005=5,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,7292,973,0,3592
Karnataka,2005,BELGAUM,Hukeri,HITTANI,1_5_HITTANI,1_5_HITTANI,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4720,1000,115,2390
Karnataka,2005,BELGAUM,Hukeri,BORGAL,1_5_BORGAL,1_5_BORGAL,gp_head,adhyaksha,BC Other than Woman,BC,BC_A,0,Adhyaksha2005=5,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4493,1007,0,2179
Karnataka,2005,BELGAUM,Hukeri,HOSUR,1_5_HOSUR,1_5_HOSUR,gp_head,adhyaksha,SC Woman,SC,SC,1,Adhyaksha2005=2,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,8155,1060,380,3885
Karnataka,2005,BELGAUM,Hukeri,NIDASOSHI,1_5_NIDASOSHI,1_5_NIDASOSHI,gp_head,adhyaksha,BC Other than Woman,BC,BC_A,0,Adhyaksha2005=5,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6886,1059,9,3085
Karnataka,2005,BELGAUM,Hukeri,MADIHALLI,1_5_MADIHALLI,1_5_MADIHALLI,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5551,1137,0,2719
Karnataka,2005,BELGAUM,Hukeri,YEMAKANMARDI,1_5_YEMAKANMARDI,1_5_YEMAKANMARDI,gp_head,adhyaksha,BC Woman,BC,BC_B,1,Adhyaksha2005=8,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,9227,773,802,4597
Karnataka,2005,BELGAUM,Hukeri,SOLLAPUR,1_5_SOLLAPUR,1_5_SOLLAPUR,gp_head,adhyaksha,Woman,NONE,GEN,1,Adhyaksha2005=10,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6502,789,191,3181
Karnataka,2005,BELGAUM,Hukeri,MANGUTTI,1_5_MANGUTTI,1_5_MANGUTTI,gp_head,adhyaksha,ST Woman,ST,ST,1,Adhyaksha2005=4,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,9036,834,3127,4609
Karnataka,2005,BELGAUM,Hukeri,HEBBAL,1_5_HEBBAL,1_5_HEBBAL,gp_head,adhyaksha,BC Other than Woman,BC,BC_A,0,Adhyaksha2005=5,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5998,969,105,2970
Karnataka,2005,BELGAUM,Hukeri,KURNI,1_5_KURNI,1_5_KURNI,gp_head,adhyaksha,BC Other than Woman,BC,BC_A,0,Adhyaksha2005=5,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6680,635,831,3278
Karnataka,2005,BELGAUM,Hukeri,BADKUNDRI,1_5_BADKUNDRI,1_5_BADKUNDRI,gp_head,adhyaksha,BC Other than Woman,BC,BC_A,0,Adhyaksha2005=5,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6361,840,1181,3103
Karnataka,2005,BELGAUM,Hukeri,HANCHINAL,1_5_HANCHINAL,1_5_HANCHINAL,gp_head,adhyaksha,ST Other than Woman,ST,ST,0,Adhyaksha2005=3,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5483,757,1308,2725
Karnataka,2005,BELGAUM,Hukeri,YADGUD,1_5_YADGUD,1_5_YADGUD,gp_head,adhyaksha,BC Woman,BC,BC_A,1,Adhyaksha2005=6,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,3866,775,0,1884
Karnataka,2005,BELGAUM,Hukeri,U KHANAPUR,1_5_U KHANAPUR,1_5_U KHANAPUR,gp_head,adhyaksha,SC Woman,SC,SC,1,Adhyaksha2005=2,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6571,600,794,3239
Karnataka,2005,BELGAUM,Hukeri,KOCHARI,1_5_KOCHARI,1_5_KOCHARI,gp_head,adhyaksha,SC Woman,SC,SC,1,Adhyaksha2005=2,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6168,770,92,3031
Karnataka,2005,BELGAUM,Hukeri,BASAPUR,1_5_BASAPUR,1_5_BASAPUR,gp_head,adhyaksha,SC Other than Woman,SC,SC,0,Adhyaksha2005=1,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,9596,603,4259,4716
Karnataka,2005,BELGAUM,Hukeri,GHODAGERI,1_5_GHODAGERI,1_5_GHODAGERI,gp_head,adhyaksha,BC Woman,BC,BC_A,1,Adhyaksha2005=6,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4942,924,33,2428
Karnataka,2005,BELGAUM,Hukeri,YALIMUNOLI,1_5_YALIMUNOLI,1_5_YALIMUNOLI,gp_head,adhyaksha,BC Other than Woman,BC,BC_A,0,Adhyaksha2005=5,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,8491,884,0,4197
Karnataka,2005,BELGAUM,Hukeri,BENIWAD,1_5_BENIWAD,1_5_BENIWAD,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,3717,451,59,1782
Karnataka,2005,BELGAUM,Hukeri,DADDI,1_5_DADDI,1_5_DADDI,gp_head,adhyaksha,SC Other than Woman,SC,SC,0,Adhyaksha2005=1,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5081,310,391,2659
Karnataka,2005,BELGAUM,Hukeri,ISLAMPUR,1_5_ISLAMPUR,1_5_ISLAMPUR,gp_head,adhyaksha,SC Other than Woman,SC,SC,0,Adhyaksha2005=1,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6387,390,3394,3178
Karnataka,2005,BELGAUM,Hukeri,HULLOLI,1_5_HULLOLI,1_5_HULLOLI,gp_head,adhyaksha,BC Woman,BC,BC_A,1,Adhyaksha2005=6,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4137,521,0,2043
Karnataka,2005,BELGAUM,Hukeri,MATTIWADE,1_5_MATTIWADE,1_5_MATTIWADE,gp_head,adhyaksha,Woman,NONE,GEN,1,Adhyaksha2005=10,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,3894,439,189,1955
Karnataka,2005,BELGAUM,Hukeri,ANKALE,1_5_ANKALE,1_5_ANKALE,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,3429,371,106,1677
Karnataka,2005,BELGAUM,Hukeri,GOTUR,1_5_GOTUR,1_5_GOTUR,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4738,442,1061,2336
Karnataka,2005,BELGAUM,Hukeri,NAGANUR K.D.,1_5_NAGANUR K.D.,1_5_NAGANUR K.D.,gp_head,adhyaksha,ST Other than Woman,ST,ST,0,Adhyaksha2005=3,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5814,556,2850,2859
Karnataka,2005,BELGAUM,Hukeri,KONANKERI,1_5_KONANKERI,1_5_KONANKERI,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4246,532,880,2045
Karnataka,2005,BELGAUM,Hukeri,BASTAWAD,1_5_BASTAWAD,1_5_BASTAWAD,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,2709,234,37,1336
Karnataka,2005,BELGAUM,Hukeri,SALAMWADI,1_5_SALAMWADI,1_5_SALAMWADI,gp_head,adhyaksha,BC Other than Woman,BC,BC_A,0,Adhyaksha2005=5,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,3800,264,14,2052
Karnataka,2005,BELGAUM,Hukeri,KESTI,1_5_KESTI,1_5_KESTI,gp_head,adhyaksha,Woman,NONE,GEN,1,Adhyaksha2005=10,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4149,497,50,2018
Karnataka,2005,BELGAUM,Hukeri,PACHAPUR,1_5_PACHAPUR,1_5_PACHAPUR,gp_head,adhyaksha,Woman,NONE,GEN,1,Adhyaksha2005=10,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,8157,411,1647,4099
Karnataka,2005,BELGAUM,Hukeri,SHAHABANDAR,1_5_SHAHABANDAR,1_5_SHAHABANDAR,gp_head,adhyaksha,ST Woman,ST,ST,1,Adhyaksha2005=4,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,6629,185,3955,3358
Karnataka,2005,BELGAUM,Hukeri,RUSTUMPUR,1_5_RUSTUMPUR,1_5_RUSTUMPUR,gp_head,adhyaksha,BC Other than Woman,BC,BC_B,0,Adhyaksha2005=7,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,4362,180,2606,2194
Karnataka,2005,BELGAUM,Hukeri,,1_5_B ALUR,1_5_B ALUR,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,,,,
Karnataka,2005,BELGAUM,Hukeri,MAVANUR,1_5_MAVANUR,1_5_MAVANUR,gp_head,adhyaksha,Other than Woman,NONE,GEN,0,Adhyaksha2005=9,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5331,337,720,2591
Karnataka,2005,BELGAUM,Hukeri,HARAGAPUR,1_5_HARAGAPUR,1_5_HARAGAPUR,gp_head,adhyaksha,BC Woman,BC,BC_A,1,Adhyaksha2005=6,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,3330,517,56,1641
Karnataka,2005,BELGAUM,Hukeri,KARGUPPI,1_5_KARGUPPI,1_5_KARGUPPI,gp_head,adhyaksha,ST Other than Woman,ST,ST,0,Adhyaksha2005=3,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,5593,186,2375,2762
Karnataka,2005,BELGAUM,Hukeri,KOT,1_5_KOT,1_5_KOT,gp_head,adhyaksha,BC Woman,BC,BC_A,1,Adhyaksha2005=6,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,3349,241,521,1823
Karnataka,2005,BELGAUM,Hukeri,,1_5_HATTARAGI,1_5_HATTARAGI,gp_head,adhyaksha,ST Other than Woman,ST,ST,0,Adhyaksha2005=3,latin,data/karnataka/Karnataka_GP_ReservationHistory.dta,,,,,
