ward	reservation_status	party	sex	name	age	education_level	professional_education	pan_card	no_of_criminal_cases	new_fir	total_funds	score	gbm_attended	total_gbms	ward_attendance	total_ward_meetings	other_meetings	total_other_meetings	year	chargesheet	dob	votes	data_discrepancy	runner_up_party	margin	conditionofroads	trafficjamscongestionofroads	availabilityofpublicgardensopenp	availabilityofpublictransportfac	availabilityoffoodthroughrations	hospitalsandothermedicalfaciliti	appropriateschoolsandcolleges	powersupply	watersupply	waterloggingduringrainyseason	pollutionproblems	instancesofcrime	lawordersituation	cleanlinesssanitationfacilities	recallforpartynametowhichthecorp	recallfornameofthecorporator	accesibilityofthecorporator	satisfactionwiththecorporator	curruption	improvmentinlifestyle	samplesize	availabilityoffootpathsandpedest	animalhusbandry	buildings	mmrda	mhada	colonyofficer	disastermanagement	drainage	estate	footpaths	garden	license	firebrigaderelated	mcgmrelated	municipalpropertycolonies	negligenceindutyofmcgmofficialss	compensationrehabilitation	govermentmunicipalplotmarketrela	humanresourcesrelated	infrastructureequipmentsgovernme	infrastructuredevelopementunderd	issueofbirthdeathcertificates	miscellaneousissuesrelated	mmrdarelated	nuisanceduetostraydogsmonkeysetc	unauthorizedslaughterofanimals	pestcontrol	pollution	roads	shopandestablishment	solidwastemanagementswm	stormwaterdrainageswd	toilet	v83	schemespoliciesincivicissues	foodrationingschemes	schemespoliciesincommunitywelfar	anganwadibalwadicrecherelated	cemeteriescrematoriumrelated	communitydevelopmentrelated	communitytemple	constructionandmaintaininggymnas	constructionofcommunityhall	constructionimprovementofcommuni	playgroundmeterialequipmentrelat	playgroundrelated	providingandfixingprotectiveandc	providingandfixingshahabadladi	recreationalgroundrelated	repairandconstructionoflibraryst	slumdevelopementrelated	slumrehabilitationauthoritysrare	sportscomplexsportsrelated	washingplaces	seniorcitizensdisabledpersonsrel	crime	educationother	municipalschool	schemespoliciesineducation	electricity	energyother	forest	healthinfrastructureequipmentsfa	healthother	schemespoliciesonhealthmortality	sensitivediseases	industries	irrigation	legalsystem	mining	otherissuesrelated	schemespoliciesinotherissuesrela	revenueother	directtax	octroi	taxevasions	taxexemption	taxrelated	scamscorruption	schemespolicies	socialculturalconcernsother	namingrenamingofroadschowksmonum	roadtransport	tansportother	term	newid	adminward	slum	woman	reservation_facebook	genderquota	caste_quota	castenum	lowcaste	criminal	attend_corp	attend_ward	total_attend	funds_prop	attend_univ	pancard	Importanceofquestionsaskedby	QuestionsaskedcomparedtoCiti	q_corporation	q_crimecorrupt	q_culture	q_distribution	q_education	q_health	q_housing	q_humanres	q_license	q_otherinfrastructure	q_pollution	q_recreationcommunity	q_renaming	q_tax	q_transport	q_watertoilets	q_other	total_questions	party_grouped	partynum	sena	rich	richgender	poor	poorgender	slum_gender
98	"W"	"BJP"	"Female"	"Samita Vinod Kamble"	46	"B.Com"		"Yes"	0		1.0986E7		47	65	15	15	10	14	2014							63.575	62.437	62.162	66.381	63.044	66.856	67.911	70.499	73.252	59.456	63.304	59.765	63.03	63.987	5.0	22.7	63.536667	60.3975	59.6625	64.1825			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	677.0	"T"	0.35	1.0		1.0			1.0	0.0	0.72307694	1.0	0.8	0.9155	1.0	1.0	14.6	1.5078864353312302	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.0	5.0	"BJP"	1	0.0	1.0	1.0	0.0	0.0	0.35
98	"W"	"BJP"	"Female"	"Samita Vinod Kamble"	47	"B.Com"		"Yes"	0		4713000.0		64	79	15	17	14	19	2015							57.539	44.615	40.787	66.189	64.915	69.564	73.255	84.009	82.867	60.927	62.184	49.983	62.831	40.721	51.2	100.0	71.31333	67.0	54.785	57.7425			0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2012.0	677.0	"T"	0.35	1.0		1.0			1.0	0.0	0.8101266	0.88235295	0.8454546	0.7855	1.0	1.0	13.0	3.847105612019443	0.0	0.0	0.22222222	0.0	0.0	0.22222222	0.11111111	0.11111111	0.0	0.0	0.0	0.0	0.11111111	0.0	0.11111111	0.11111111	0.0	9.0	"BJP"	1	0.0	1.0	1.0	0.0	0.0	0.35
98	"W"	"BJP"	"Female"	"Samita Vinod Kamble"	48	"B.Com"		"Yes"	0		4965090.5		62	74	13	16	15	17	2016							67.963	62.273	66.589	84.433	61.935	75.566	76.822	77.605	68.182	56.364	53.643	49.763	67.038	62.492	30.7	33.0	56.06333	76.8925	66.565	76.15			0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2012.0	677.0	"T"	0.35	1.0		1.0			1.0	0.0	0.8378378	0.8125	0.85714287	0.41375753	1.0	1.0	11.0	1.4012738853503184	0.0	0.0	0.0	0.0	0.0	0.22222222	0.11111111	0.0	0.11111111	0.0	0.11111111	0.0	0.22222222	0.0	0.0	0.0	0.22222222	9.0	"BJP"	1	0.0	1.0	1.0	0.0	0.0	0.35
98	"G"	"BJP"	"Female"	"Alka Subhash Kerkar"	66	"Graduate"		"Yes"	0		5500682.0		83	102	14	18	165	190	2018		19156	"12581"		"SS"	"8579"	45.314	50.592	53.441	52.357		53.497	57.374	60.894	56.216	52.755	50.648	50.975	57.784	46.863	61.6	61.1	59.493332	73.2025	61.22	75.25		51.967	0	1	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2017.0	678.0	"H/W"	0.41	1.0		0.0	"G"	1	0.0	0.0	0.8137255	0.7777778	0.91929823	0.91678035	1.0	1.0	12.521473684210527	5.560447085870815	0.0	0.0	0.0	0.05263158	0.0	0.05263158	0.10526316	0.0	0.10526316	0.0	0.15789473	0.0	0.2631579	0.0	0.15789473	0.0	0.10526316	19.0	"BJP"	1	0.0	0.0	0.0			0.0
99		"BJP"	"Male"	"Manoj Kishorbhai Kotak"									49	51	9	18	22	31	2011			"4254"		"INC"	"64"	70.613	70.735	70.941	71.351		72.862	70.605	71.043	70.259	70.943	70.292	70.056	69.193	69.317					55.7375		124		0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2007.0	679.0	"T"	0.35	0.0		0.0			1.0		0.9607843	0.5	0.8791209				14.0	1.2220762155059133	0.0	0.0	0.0	0.0	0.0	0.0	0.54545456	0.0	0.09090909	0.0	0.0	0.0	0.18181819	0.09090909	0.0	0.0	0.09090909	11.0	"BJP"	1	0.0	1.0	0.0	0.0	0.0	0.0
99	"W"	"BJP"	"Female"	"Bhavna Bhavin Jobanputra"	26	"B.A."		"Yes"	0		4959080.0		46	70	21	24	10	17	2013			"9275"		"NCP"	"774"	83.368	77.172	77.418	84.799	81.164	84.909	83.926	85.132	85.998	79.069	79.106	77.436	79.387	72.209	63.4	67.2	68.36667	79.3625	69.4975	85.04			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	680.0	"T"	0.35	1.0	"OBC-W"	1.0	"OBC"	2	1.0	0.0	0.6571429	0.875	0.74038464	0.82651335	1.0	1.0	8.0	0.01863932898415657	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666667	0.0	3.0	"BJP"	1	0.0	1.0	1.0	0.0	0.0	0.35
99	"W"	"BJP"	"Female"	"Bhavna Bhavin Jobanputra"	27	"B.A."		"Yes"	0		1.0506E7		49	65	12	15	13	15	2014							75.748	67.255	69.182	78.24	74.481	80.346	82.087	84.501	82.826	62.766	66.935	67.179	73.903	71.157	49.6	53.2	63.55	67.8825	70.555	76.965			0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	680.0	"T"	0.35	1.0	"OBC-W"	1.0	"OBC"	2	1.0	0.0	0.75384617	0.8	0.79569894	0.8755	1.0	1.0	15.5	5.143533123028391	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.0	0.0	8.0	"BJP"	1	0.0	1.0	1.0	0.0	0.0	0.35
99	"W"																		2015							83.415	80.249	76.598	83.331	74.64	82.26	86.189	83.56	84.235	79.622	80.453	79.895	80.367	84.813	19.0	21.3	45.38	57.39	52.02	59.1			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	680.0	"T"	0.35	0.0	"OBC-W"	1.0	"OBC"	2	1.0																												"_Other"	6	0.0	1.0	1.0	0.0	0.0	0.35
99	"W"																		2016							78.736	60.069	64.513	83.679	71.701	81.441	83.616	85.126	77.829	66.509	61.265	67.716	74.825	71.757	22.9	68.1	65.26	82.0525	72.5975	72.4275			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	680.0	"T"	0.35	0.0	"OBC-W"	1.0	"OBC"	2	1.0																												"_Other"	6	0.0	1.0	1.0	0.0	0.0	0.35
99	"ST"	"SS"	"Male"	"Sanjay Gulabrao Agaldare "	42	"ITI Diploma (Technical)"		"Yes"	2		4217820.0		71	102	18	18	5	15	2018	1	27945	"9360"		"BJP"	"1648"	69.091	65.755	67.274	80.067		75.392	74.562	83.221	75.228	65.928	59.885	58.818	65.412	62.348	86.9	71.6	81.55334	31.685	74.7425	57.355		70.629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2017.0	681.0	"H/W"	0.41	0.0		0.0	"SCST"	3	1.0	1.0	0.6960784	1.0	0.752	0.70297	1.0	1.0	9.96	1.3505515200430454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666667	0.0	0.5	0.0	0.16666667	0.16666667	0.0	6.0	"SS"	5	1.0	0.0	0.0			0.0
100	"W"	"SS"	"Female"	"Jyoti Mahendra Vaity"									36	51	18	18	6	13	2011			"5827"		"NCP"	"758"	78.056	75.086	74.298	74.479		76.685	73.522	72.824	73.882	71.874	71.51	73.054	75.291	73.832					65.91		119		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2007.0	7.0	"T"	0.35	1.0		1.0	"G"	1	0.0		0.7058824	1.0	0.8				12.923076923076923	1.7345597897503284	0.0	0.0	0.0	0.0	0.0	0.07692308	0.0	0.0	0.0	0.0	0.15384616	0.0	0.53846157	0.0	0.23076923	0.0	0.0	13.0	"SS"	5	1.0	1.0	1.0	0.0	0.0	0.35
100		"NCP"	"Male"	"Nandakumar Atmaram Vaity"	51	"HSC"		"Yes"	0		5310205.0		55	70	16	24	30	47	2013			"9126"		"MNS"	"316"	80.788	77.083	77.493	83.579	77.3	82.213	83.473	83.947	79.476	72.05	74.273	74.333	76.575	68.242	6.5	29.5	64.5	81.6825	70.895	88.24			0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0		5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2012.0	8.0	"T"	0.35	0.0	"G"	0.0	"G"	1	0.0	0.0	0.78571427	0.6666667	0.8145161	0.88503414	0.0	1.0	15.2	4.364265743576089	0.06666667	0.0	0.0	0.33333334	0.0	0.06666667	0.13333334	0.0	0.0	0.0	0.13333334	0.0	0.2	0.0	0.06666667	0.0	0.0	15.0	"NCP"	4	0.0	1.0	0.0	0.0	0.0	0.0
100		"NCP"	"Male"	"Nandakumar Atmaram Vaity"	52	"HSC"		"Yes"	0	1	1.1128E7		44	65	15	15	20	41	2014							69.779	58.949	64.763	69.861	62.97	70.607	70.461	72.749	71.154	59.133	61.859	62.32	68.209	65.637	11.4	18.7	62.613335	72.7675	68.245	67.4875			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2012.0	8.0	"T"	0.35	0.0	"G"	0.0	"G"	1	0.0	0.0	0.6769231	1.0	0.79	0.92733335	0.0	1.0	14.0	1.9810725552050474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090909	0.0	0.54545456	0.0	0.36363637	0.0	0.0	11.0	"NCP"	4	0.0	1.0	0.0	0.0	0.0	0.0
100		"NCP"	"Male"	"Nandakumar Atmaram Vaity"	53	"HSC"		"Yes"	0	2	4724000.0		37	79	10	17	29	46	2015							70.624	56.446	66.153	76.443	72.316	81.319	88.834	80.907	82.361	62.346	56.023	68.837	57.433	60.96	3.2	18.5	56.446667	60.59	60.795	52.56			0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	1	0		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	8.0	"T"	0.35	0.0	"G"	0.0	"G"	1	0.0	0.0	0.46835443	0.5882353	0.608	0.7873333	0.0	1.0	12.90909090909091	5.81087052585064	0.0	0.0	0.0	0.0	0.0	0.09090909	0.09090909	0.0	0.0	0.0	0.18181819	0.09090909	0.0	0.0	0.54545456	0.0	0.0	11.0	"NCP"	4	0.0	1.0	0.0	0.0	0.0	0.0
100		"NCP"	"Male"	"Nandakumar Atmaram Vaity"	54	"HSC"		"Yes"	0	2	5961904.0		44	74	12	16	49	69	2016	1						91.01	87.738	84.591	94.251	89.246	90.499	89.418	94.828	91.754	81.915	81.325	83.507	86.336	86.159	0.8	40.8	81.39	87.1775	86.015	87.0775			0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2012.0	8.0	"T"	0.35	0.0	"G"	0.0	"G"	1	0.0	0.0	0.5945946	0.75	0.7553957	0.49682534	0.0	1.0	12.428571428571429	6.355777979981801	0.0	0.0	0.0	0.0	0.071428575	0.071428575	0.14285715	0.0	0.0	0.071428575	0.0	0.071428575	0.35714287	0.0	0.14285715	0.071428575	0.0	14.0	"NCP"	4	0.0	1.0	0.0	0.0	0.0	0.0
100	"OBC-W"	"BJP"	"Female"	"Swapna Virendra Mhatre"	39	"Graduate"		"Yes"	0		4258556.0		98	102	17	18	17	18	2018		28938	"9717"		"Congress"	"746"	67.889	66.535	74.696	61.757		67.233	70.224	70.479	66.76	51.31	49.489	55.051	73.039	49.834	23.3	5.1	61.416668	52.3825	65.6125	62.7275		58.425	0	0	0	0	0	0	1	0	0	4	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2017.0	9.0	"H/W"	0.41	1.0		1.0	"OBC"	2	1.0	0.0	0.9607843	0.9444444	0.96350366	0.70975935	1.0	1.0	13.67514705882353	4.537985554934707	0.05882353	0.0	0.05882353	0.05882353	0.0	0.0	0.3529412	0.0	0.05882353	0.0	0.11764706	0.0	0.05882353	0.0	0.11764706	0.11764706	0.0	17.0	"BJP"	1	0.0	0.0	0.0			0.41
101		"SS"	"Male"	"Prabhakar Tukaram Shinde"									46	51	5	18	62	71	2011			"8658"		"INC"	"2391"	70.379	69.638	72.011	70.769		72.856	70.194	69.206	69.559	69.274	66.989	68.188	69.263	66.852					55.45		133		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	2007.0	10.0	"T"	0.35	0.0		0.0			1.0		0.9019608	0.2777778	0.86259544				10.5	1.8396846254927726	0.125	0.0625	0.0	0.0	0.0625	0.125	0.0	0.0	0.0	0.0	0.0625	0.0	0.375	0.0	0.1875	0.0	0.0	16.0	"SS"	5	1.0	1.0	0.0	0.0	0.0	0.0
101	"W"	"MNS"	"Female"	"Sujata Rajesh Pathak"	31	"SSC"		"  Not given"	0	1	4306086.5		67	70	24	24	11	18	2013			"9720"		"SS"	"906"	67.962	62.334	61.956	67.147	59.744	71.922	78.104	85.627	78.923	52.262	53.859	56.583	61.797	62.322	1.0	65.6	67.24	75.7975	53.7375	69.19			0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	11.0	"T"	0.35	1.0	"OBC-W"	1.0	"OBC"	2	1.0	0.0	0.95714283	1.0	0.9714286	0.7176811	0.0	0.0	10.5	3.401677539608574	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	4.0	"MNS"	3	0.0	1.0	1.0	0.0	0.0	0.35
101	"W"	"MNS"	"Female"	"Sujata Rajesh Pathak"	32	"SSC"		"  Not given"	0	1	1.0303E7		59	65	13	15	13	17	2014							69.734	54.991	72.639	75.809	57.483	78.704	83.004	83.954	80.763	56.995	66.068	59.92	66.649	64.023	25.2	44.6	45.073334	55.8425	51.205	65.44			0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2012.0	11.0	"T"	0.35	1.0	"OBC-W"	1.0	"OBC"	2	1.0	0.0	0.9076923	0.8666667	0.9139785	0.85858333	0.0	0.0	9.0	1.1167192429022081	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.0	0.2	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	5.0	"MNS"	3	0.0	1.0	1.0	0.0	0.0	0.35
101	"W"	"MNS"	"Female"	"Sujata Rajesh Pathak"	33	"SSC"		"  Not given"	0	1	4755000.0		69	79	14	17	17	24	2015							71.574	70.342	65.4	72.897	67.773	75.627	79.649	77.937	77.909	57.416	62.902	71.174	67.06	70.483	49.9	75.9	54.603333	61.01	59.85	49.9025			0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	11.0	"T"	0.35	1.0	"OBC-W"	1.0	"OBC"	2	1.0	0.0	0.87341774	0.8235294	0.88495576	0.7925	0.0	0.0	13.5	0.4993371630578878	0.25	0.0	0.0	0.25	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	4.0	"MNS"	3	0.0	1.0	1.0	0.0	0.0	0.35
101	"W"	"MNS"	"Female"	"Sujata Rajesh Pathak"	34	"SSC"		"  Not given"	0	1	5238922.5		63	74	14	16	12	18	2016							69.261	69.996	54.85	78.758	62.199	67.632	78.442	82.064	47.946	55.057	53.1	64.022	70.721	62.783	52.6	63.9	60.136665	63.195	63.4875	61.1675			0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2012.0	11.0	"T"	0.35	1.0	"OBC-W"	1.0	"OBC"	2	1.0	0.0	0.8513514	0.875	0.872549	0.43657687	0.0	0.0	14.235294117647058	5.057324840764331	0.0	0.0	0.05882353	0.0	0.0	0.1764706	0.29411766	0.0	0.1764706	0.0	0.0	0.0	0.0	0.0	0.11764706	0.0	0.1764706	17.0	"MNS"	3	0.0	1.0	1.0	0.0	0.0	0.35
101	"G"	"INC"	"Male"	"Asif Ahmed Zakaria"	48	"Graduate"		"Yes"	0		4446667.0		94	102	18	18	144	152	2018		25936	"10587"		"BJP"	"4024"	52.935	51.313	56.919	61.39		56.5	59.836	68.155	60.502	54.021	46.336	48.213	58.124	48.26	32.0	45.9	54.353333	74.935	42.2875	69.1525		49.314	0	0	0	0	0	0	0	1	0	2	3	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	3	0	1	2	1		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2017.0	12.0	"H/W"	0.41	0.0		0.0	"G"	1	0.0	0.0	0.92156863	1.0	0.969697	0.74111116	1.0	1.0	14.981181818181819	3.2728006456820014	0.045454547	0.0	0.0	0.045454547	0.0	0.0	0.36363637	0.0	0.13636364	0.0	0.13636364	0.0	0.09090909	0.0	0.13636364	0.045454547	0.0	22.0	"INC"	2	0.0	0.0	0.0			0.0
102	"W"	"BJP"	"Female"	"Amita Deepak Shah"									47	51	18	18	13	13	2011			"7498"		"NCP"	"2695"	77.404	76.188	75.333	74.356		77.906	75.636	75.382	75.496	75.363	74.603	74.789	74.579	74.988					60.0825		123		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	9	0	0	2007.0	13.0	"T"	0.35	1.0		1.0	"G"	1	0.0		0.92156863	1.0	0.9512195				12.26086956521739	1.392904073587385	0.0	0.0	0.04347826	0.13043478	0.08695652	0.0	0.04347826	0.0	0.0	0.0	0.0	0.0	0.39130434	0.0	0.13043478	0.13043478	0.04347826	23.0	"BJP"	1	0.0	1.0	1.0	0.0	0.0	0.35
102		"BJP"	"Male"	"Prakash Kashinath Gangadhare"	58	"Eleventh"		"Yes"	0		5118714.5		68	70	23	24	40	48	2013			"10550"		"Congress"	"1927"	73.699	70.121	70.364	78.579	70.756	76.745	76.88	80.512	75.398	62.203	62.229	66.338	71.226	58.528	53.5	55.1	66.066666	76.5775	57.3675	80.325			0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2012.0	14.0	"T"	0.35	0.0	"OBC"	0.0	"OBC"	2	1.0	0.0	0.9714286	0.9583333	0.97761196	0.8531191	0.0	1.0	15.5	3.392357875116496	0.0	0.083333336	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.16666667	0.0	0.16666667	0.0	0.16666667	0.083333336	0.083333336	12.0	"BJP"	1	0.0	1.0	0.0	0.0	0.0	0.0
102		"BJP"	"Male"	"Prakash Kashinath Gangadhare"	59	"Eleventh"		"Yes"	0	1	1.0555E7		57	65	14	15	26	33	2014							69.416	60.328	69.992	69.47	53.802	72.427	76.612	77.358	76.929	53.788	56.692	59.308	65.425	59.349	9.5	25.3	50.15333	53.8075	65.66	60.0575			0	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2012.0	14.0	"T"	0.35	0.0	"OBC"	0.0	"OBC"	2	1.0	0.0	0.8769231	0.93333334	0.9150943	0.87958336	0.0	1.0	11.0	4.813880126182966	0.0	0.0	0.0	0.0	0.0	0.055555556	0.3888889	0.0	0.055555556	0.0	0.055555556	0.055555556	0.2777778	0.0	0.0	0.0	0.11111111	18.0	"BJP"	1	0.0	1.0	0.0	0.0	0.0	0.0
