state,year,district,block,seat_no,seat_id_printed,tier,tier_local,reservation,caste_reservation,woman_reserved,reservation_raw,printings_agree,script,source_path,source_page
West Bengal,2018,Nadia,Tehatta-II,10,Tehatta-II/ZP-10,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
West Bengal,2018,Nadia,Tehatta-II,11,Tehatta-II/ZP-11,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
West Bengal,2018,Nadia,Nakashipara,12,Nakashipara/ZP-12,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
West Bengal,2018,Nadia,Nakashipara,13,Nakashipara/ZP-13,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
West Bengal,2018,Nadia,Nakashipara,14,Nakashipara/ZP-14,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
West Bengal,2018,Nadia,Kaliganj,15,Kaliganj/ZP-15,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
West Bengal,2018,Nadia,Kaliganj,16,Kaliganj/ZP-16,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
West Bengal,2018,Nadia,Kaliganj,17,Kaliganj/ZP-17,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,2
West Bengal,2018,Nadia,Chapra,18,Chapra/ZP-18,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Chapra,19,Chapra/ZP-19,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Chapra,20,Chapra/ZP-20,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Krishnanagar-I,21,Krishnanagar-I/ZP-21,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Krishnanagar-I,22,Krishnanagar-I/ZP-22,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Krishnanagar-I,23,Krishnanagar-I/ZP-23,zp_member,zilla parishad member,ST Other than Woman,ST,0,ST,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Nabadwip,24,Nabadwip/ZP-24,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Nabadwip,25,Nabadwip/ZP-25,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Krishnanagar-II,26,Krishnanagar-II/ZP-26,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Krishnanagar-II,27,Krishnanagar-II/ZP-27,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Santipur,28,Santipur/ZP-28,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Santipur,29,Santipur/ZP-29,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Santipur,30,Santipur/ZP-30,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Ranaghat-I,31,Ranaghat-I/ZP-31,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Ranaghat-I,32,Ranaghat-I/ZP-32,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Ranaghat-I,33,Ranaghat-I/ZP-33,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,3
West Bengal,2018,Nadia,Krishnaganj,34,Krishnaganj/ZP-34,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,4
West Bengal,2018,Nadia,Krishnaganj,35,Krishnaganj/ZP-35,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,4
West Bengal,2018,Nadia,Hanskhali,36,Hanskhali/ZP-36,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,4
West Bengal,2018,Nadia,Hanskhali,37,Hanskhali/ZP-37,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,4
West Bengal,2018,Nadia,Hanskhali,38,Hanskhali/ZP-38,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,4
West Bengal,2018,Nadia,Ranaghat-II,39,Ranaghat-II/ZP-39,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,4
West Bengal,2018,Nadia,Ranaghat-II,40,Ranaghat-II/ZP-40,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,4
West Bengal,2018,Nadia,Ranaghat-II,41,Ranaghat-II/ZP-41,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,4
West Bengal,2018,Nadia,Chakdaha,42,Chakdaha/ZP-42,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,4
West Bengal,2018,Nadia,Chakdaha,43,Chakdaha/ZP-43,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,4
West Bengal,2018,Nadia,Kalyani,44,Kalyani/ZP-44,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,4
West Bengal,2018,Nadia,Haringhata,45,Haringhata/ZP-45,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,4
West Bengal,2018,Nadia,Haringhata,46,Haringhata/ZP-46,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,4
West Bengal,2018,Nadia,Haringhata,47,Haringhata/ZP-47,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1678-SEC-Gazette Notification-Delimitation and reservation-Nadia.pdf,4
West Bengal,2018,North 24 Pgs,Bagdah,1,Bagdah/ZP-1,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,1
West Bengal,2018,North 24 Pgs,Bagdah,2,Bagdah/ZP-2,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,1
West Bengal,2018,North 24 Pgs,Bagdah,3,Bagdah/ZP-3,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,1
West Bengal,2018,North 24 Pgs,Bongaon,4,Bongaon/ZP-4,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,2
West Bengal,2018,North 24 Pgs,Bongaon,5,Bongaon/ZP-5,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,2
West Bengal,2018,North 24 Pgs,Bongaon,6,Bongaon/ZP-6,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,2
West Bengal,2018,North 24 Pgs,Gaighata,7,Gaighata/ZP-7,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,2
West Bengal,2018,North 24 Pgs,Gaighata,8,Gaighata/ZP-8,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,2
West Bengal,2018,North 24 Pgs,Gaighata,9,Gaighata/ZP-9,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,2
West Bengal,2018,North 24 Pgs,Habra-I,10,Habra-I/ZP-10,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,2
West Bengal,2018,North 24 Pgs,Habra-I,11,Habra-I/ZP-11,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,2
West Bengal,2018,North 24 Pgs,Habra-I,12,Habra-I/ZP-12,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,2
West Bengal,2018,North 24 Pgs,Swarupnagar,13,Swarupnagar/ZP-13,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,2
West Bengal,2018,North 24 Pgs,Swarupnagar,14,Swarupnagar/ZP-14,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,2
West Bengal,2018,North 24 Pgs,Swarupnagar,15,Swarupnagar/ZP-15,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,2
West Bengal,2018,North 24 Pgs,Baduria,16,Baduria/ZP-16,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,2
West Bengal,2018,North 24 Pgs,Baduria,17,Baduria/ZP-17,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Baduria,18,Baduria/ZP-18,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Habra-II,19,Habra-II/ZP-19,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Habra-II,20,Habra-II/ZP-20,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Amdanga,21,Amdanga/ZP-21,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Amdanga,22,Amdanga/ZP-22,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Barasat-I,23,Barasat-I/ZP-23,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Barasat-I,24,Barasat-I/ZP-24,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Barasat-I,25,Barasat-I/ZP-25,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Barrackpore-I,26,Barrackpore-I/ZP-26,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Barrackpore-I,27,Barrackpore-I/ZP-27,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Barrackpore-I,28,Barrackpore-I/ZP-28,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Barrackpore-II,29,Barrackpore-II/ZP-29,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Barrackpore-II,30,Barrackpore-II/ZP-30,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Barrackpore-II,31,Barrackpore-II/ZP-31,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,3
West Bengal,2018,North 24 Pgs,Rajarhat,32,Rajarhat/ZP-32,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,4
West Bengal,2018,North 24 Pgs,Rajarhat,33,Rajarhat/ZP-33,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,4
West Bengal,2018,North 24 Pgs,Barasat-II,34,Barasat-II/ZP-34,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,4
West Bengal,2018,North 24 Pgs,Barasat-II,35,Barasat-II/ZP-35,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,4
West Bengal,2018,North 24 Pgs,Deganga,36,Deganga/ZP-36,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,4
West Bengal,2018,North 24 Pgs,Deganga,37,Deganga/ZP-37,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,4
West Bengal,2018,North 24 Pgs,Deganga,38,Deganga/ZP-38,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,4
West Bengal,2018,North 24 Pgs,Haroa,39,Haroa/ZP-39,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,4
West Bengal,2018,North 24 Pgs,Haroa,40,Haroa/ZP-40,zp_member,zilla parishad member,ST Other than Woman,ST,0,ST,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,4
West Bengal,2018,North 24 Pgs,Haroa,41,Haroa/ZP-41,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,4
West Bengal,2018,North 24 Pgs,Minakhan,42,Minakhan/ZP-42,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,4
West Bengal,2018,North 24 Pgs,Minakhan,43,Minakhan/ZP-43,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,4
West Bengal,2018,North 24 Pgs,Sandeshkhali-I,44,Sandeshkhali-I/ZP-44,zp_member,zilla parishad member,ST Other than Woman,ST,0,ST,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,4
West Bengal,2018,North 24 Pgs,Sandeshkhali-I,45,Sandeshkhali-I/ZP-45,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,4
West Bengal,2018,North 24 Pgs,Sandeshkhali-II,46,Sandeshkhali-II/ZP-46,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,5
West Bengal,2018,North 24 Pgs,Sandeshkhali-II,47,Sandeshkhali-II/ZP-47,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,5
West Bengal,2018,North 24 Pgs,Basirhat-I,48,Basirhat-I/ZP-48,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,5
West Bengal,2018,North 24 Pgs,Basirhat-I,49,Basirhat-I/ZP-49,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,5
West Bengal,2018,North 24 Pgs,Basirhat-II,50,Basirhat-II/ZP-50,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,5
West Bengal,2018,North 24 Pgs,Basirhat-II,51,Basirhat-II/ZP-51,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,5
West Bengal,2018,North 24 Pgs,Basirhat-II,52,Basirhat-II/ZP-52,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,5
West Bengal,2018,North 24 Pgs,Hasnabad,53,Hasnabad/ZP-53,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,5
West Bengal,2018,North 24 Pgs,Hasnabad,54,Hasnabad/ZP-54,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,5
West Bengal,2018,North 24 Pgs,Hasnabad,55,Hasnabad/ZP-55,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,5
West Bengal,2018,North 24 Pgs,Hingalganj,56,Hingalganj/ZP-56,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,5
West Bengal,2018,North 24 Pgs,Hingalganj,57,Hingalganj/ZP-57,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1679-SEC-Gazette Notification-Delimitation and reservation-North 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Basanti,1,Basanti/ZP-1,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,1
West Bengal,2018,South 24 Pgs,Basanti,2,Basanti/ZP-2,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,1
West Bengal,2018,South 24 Pgs,Basanti,3,Basanti/ZP-3,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,2
West Bengal,2018,South 24 Pgs,Gosaba,4,Gosaba/ZP-4,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,2
West Bengal,2018,South 24 Pgs,Gosaba,5,Gosaba/ZP-5,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,2
West Bengal,2018,South 24 Pgs,Gosaba,6,Gosaba/ZP-6,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,2
West Bengal,2018,South 24 Pgs,Canning-II,7,Canning - II/ZP-7,zp_member,zilla parishad member,ST Woman,ST,1,ST WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,2
West Bengal,2018,South 24 Pgs,Canning-II,8,Canning - II/ZP-8,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,2
West Bengal,2018,South 24 Pgs,Canning-II,9,Canning - II/ZP-9,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,2
West Bengal,2018,South 24 Pgs,Kultali,10,Kultali/ZP-10,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,2
West Bengal,2018,South 24 Pgs,Kultali,11,Kultali/ZP-11,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,2
West Bengal,2018,South 24 Pgs,Kultali,12,Kultali/ZP-12,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,2
West Bengal,2018,South 24 Pgs,Joynagar-II,13,Joynagar-II/ZP-13,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,2
West Bengal,2018,South 24 Pgs,Joynagar-II,14,Joynagar-II/ZP-14,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,2
West Bengal,2018,South 24 Pgs,Joynagar-II,15,Joynagar-II/ZP-15,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,2
West Bengal,2018,South 24 Pgs,Patharpratima,16,Patharpratima/ZP-16,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,2
West Bengal,2018,South 24 Pgs,Patharpratima,17,Patharpratima/ZP-17,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,3
West Bengal,2018,South 24 Pgs,Patharpratima,18,Patharpratima/ZP-18,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,3
West Bengal,2018,South 24 Pgs,Kakdwip,19,Kakdwip/ZP-19,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,3
West Bengal,2018,South 24 Pgs,Kakdwip,20,Kakdwip/ZP-20,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,3
West Bengal,2018,South 24 Pgs,Kakdwip,21,Kakdwip/ZP-21,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,3
West Bengal,2018,South 24 Pgs,Namkhana,22,Namkhana/ZP-22,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,3
